
[00:00:00.000 --> 00:00:04.000]  警察局今日,2016年第一個主日,
[00:00:04.000 --> 00:00:07.500]  我都要講一個我們成長的講道,
[00:00:07.500 --> 00:00:09.500]  我們怎樣可以成長?
[00:00:09.500 --> 00:00:15.500]  我記得,我有幾次farewell一些聚會的時候,
[00:00:15.500 --> 00:00:19.500]  當有些人farewell我的時候,
[00:00:19.500 --> 00:00:20.500]  我都想一下,
[00:00:20.500 --> 00:00:24.500]  他說給一兩分鐘或者一兩個字我分享,
[00:00:24.500 --> 00:00:27.500]  前晚,是不是前晚?不是前晚,
[00:00:27.500 --> 00:00:31.000]  上個禮拜六,J2farewell我們,
[00:00:31.000 --> 00:00:33.000]  J2farewellJ2,
[00:00:33.000 --> 00:00:43.500]  我講了兩個farewell的分離的想法,
[00:00:43.500 --> 00:00:45.000]  我第一就是想分享,
[00:00:45.000 --> 00:00:49.000]  原來曾經我們的關係是陰點來的,
[00:00:49.000 --> 00:00:52.000]  有時你回來教會你很想建立很深的關係,
[00:00:52.000 --> 00:00:56.000]  但是有些時候不是你想就建立到,
[00:00:56.000 --> 00:00:59.500]  有時候你很多朋友又未必是同一個教會,
[00:00:59.500 --> 00:01:01.500]  或者未必是同一個地區,
[00:01:01.500 --> 00:01:04.500]  或者不是很多機會去接觸,
[00:01:04.500 --> 00:01:12.500]  很多好朋友未必是同在一起成長的空間,
[00:01:12.500 --> 00:01:15.000]  所以無論你去到那裏,
[00:01:15.000 --> 00:01:19.000]  我們知道神給我們所有愛的關係都是神的恩典,
[00:01:19.000 --> 00:01:22.000]  所以關係裏面是你想就得到的,
[00:01:22.000 --> 00:01:23.500]  是不是兩姐妹?
[00:01:23.500 --> 00:01:26.000]  在小組裏面,在全體,在教會裏面,
[00:01:26.000 --> 00:01:27.500]  甚至在我們家庭裏面,
[00:01:27.500 --> 00:01:29.000]  親戚朋友裏面,
[00:01:29.000 --> 00:01:32.500]  不是你想,說對,很想和那兩個人發展多些,
[00:01:32.500 --> 00:01:34.500]  他未必會講,
[00:01:34.500 --> 00:01:37.000]  會有所風針,
[00:01:37.000 --> 00:01:41.000]  或者他未必很ready去發展一個很深的關係,
[00:01:41.000 --> 00:01:43.000]  所以關係是神的恩典,
[00:01:43.000 --> 00:01:48.000]  我們人都很需要一些很能夠互相明白,
[00:01:48.000 --> 00:01:51.000]  體諒,很知心,很知己的關係,
[00:01:51.000 --> 00:01:54.000]  這些很難得,是神的恩典,是神給的,
[00:01:54.000 --> 00:01:56.000]  所以頂姐妹我們珍惜,
[00:01:56.000 --> 00:02:00.000]  我們身邊有神給我們很好的關係,
[00:02:00.000 --> 00:02:05.000]  第二,就是我鼓勵頂姐妹不要停止成長,
[00:02:05.000 --> 00:02:07.000]  我見過很多基督徒信一主,
[00:02:07.000 --> 00:02:10.000]  信上下就停止了成長,
[00:02:10.000 --> 00:02:12.000]  今日教會在香港,
[00:02:12.000 --> 00:02:15.000]  有沒有百分之十的香港人口是基督徒?
[00:02:15.000 --> 00:02:17.000]  沒有吧?
[00:02:17.000 --> 00:02:19.000]  有沒有百分之七?
[00:02:19.000 --> 00:02:24.000]  沒有,好像很準確地知道多少,
[00:02:24.000 --> 00:02:28.000]  斷估是百分之五上下,是吧?
[00:02:28.000 --> 00:02:32.000]  聽說是,我們盲的都估得到,
[00:02:32.000 --> 00:02:34.000]  真是斷估,
[00:02:34.000 --> 00:02:37.000]  但是為什麼這麼少人信耶穌?
[00:02:37.000 --> 00:02:41.000]  為什麼我們的教教好像沒有什麼吸引力呢?
[00:02:41.000 --> 00:02:46.000]  其實原因就是很多信耶穌的人已經停止了成長,
[00:02:46.000 --> 00:02:49.000]  什麼叫停止了成長,其實我們都不知道的,
[00:02:49.000 --> 00:02:52.000]  但是今日這篇聖經對我們很重要,
[00:02:52.000 --> 00:02:53.000]  我們一起讀一讀,
[00:02:53.000 --> 00:03:01.000]  《永恆福音》第十五章一到八節,
[00:03:01.000 --> 00:03:03.000]  鄧啟業牧師很熟悉這段經文,
[00:03:03.000 --> 00:03:08.000]  他主辦的機構就叫「葡萄樹果子事工」,
[00:03:08.000 --> 00:03:11.000]  所以日後找他再講一次,
[00:03:11.000 --> 00:03:14.000]  我們讀一讀《永恆福音》十五章一至八節,
[00:03:14.000 --> 00:03:16.000]  找到一齊讀,預備起,
[00:03:16.000 --> 00:03:19.000]  我們再一次一齊禱告,
[00:03:19.000 --> 00:03:21.000]  當我們低頭的時候,
[00:03:21.000 --> 00:03:24.000]  請我鼓勵你,打開你的心,
[00:03:24.000 --> 00:03:27.000]  有沒有什麼我們裡面的憂鬱,
[00:03:27.000 --> 00:03:31.000]  求天父讓聖靈光照我們,
[00:03:31.000 --> 00:03:34.000]  讓我們驅去我們內心的黑暗,
[00:03:34.000 --> 00:03:38.000]  有沒有什麼我們內心對上帝的憤怒,
[00:03:38.000 --> 00:03:40.000]  或者是不信,
[00:03:40.000 --> 00:03:44.000]  求聖靈幫助我們重建信心,
[00:03:44.000 --> 00:03:49.000]  有沒有什麼我們仍然未放下的恐懼、憂慮,
[00:03:49.000 --> 00:03:53.000]  求耶穌基督的聖靈憐憫我們,
[00:03:53.000 --> 00:03:58.000]  幫助我們拿走那些恐懼和憂慮,
[00:03:58.000 --> 00:04:01.000]  叫我們單單懂得懼怕神,
[00:04:01.000 --> 00:04:05.000]  我們就不懼怕世界上任何變幻、莫測的事,
[00:04:05.000 --> 00:04:11.000]  或者我們心裡面有沒有一些迷惘、疑惑,
[00:04:11.000 --> 00:04:18.000]  或者有很多我們內心的困苦、哀傷,
[00:04:18.000 --> 00:04:22.000]  求神幫助我們,求神安慰我們,
[00:04:22.000 --> 00:04:24.000]  因為上帝有講得很清楚,
[00:04:24.000 --> 00:04:27.000]  祂說我們是祂的兒女,
[00:04:27.000 --> 00:04:33.000]  是用耶穌基督寶貴的生命贖我們出來,
[00:04:33.000 --> 00:04:37.000]  我們已經是在神面前一個初熟的果子,
[00:04:37.000 --> 00:04:39.000]  我們有何等的寶貴,
[00:04:39.000 --> 00:04:42.000]  求主幫我們不要活到一個頭疼疼,
[00:04:42.000 --> 00:04:44.000]  一個好像沒有盼望的生命,
[00:04:44.000 --> 00:04:46.000]  求主興起我們的心靈,
[00:04:46.000 --> 00:04:48.000]  讓我們去領受祢的懷疑,
[00:04:48.000 --> 00:04:51.000]  求主祝我們成為結果子的基督徒,
[00:04:51.000 --> 00:04:53.000]  我們重新祈禱,
[00:04:53.000 --> 00:04:55.000]  信耶穌基督的聖靈,
[00:04:55.000 --> 00:05:01.000]  為什麼可以避免我們停止成長呢?
[00:05:01.000 --> 00:05:03.000]  為什麼才沒有想過呢?
[00:05:03.000 --> 00:05:07.000]  有些人會說,其實有些人和牧師,
[00:05:07.000 --> 00:05:09.000]  其實我是有不斷成長,
[00:05:09.000 --> 00:05:11.000]  你看看我的腰圍,
[00:05:11.000 --> 00:05:13.000]  你看看我的體重,
[00:05:13.000 --> 00:05:16.000]  我唯一沒有繼續增長的就是我的頭髮,
[00:05:16.000 --> 00:05:18.000]  我有一點畏輕就這樣說,
[00:05:18.000 --> 00:05:21.000]  他說:阿全你現在看不到東西就好了,
[00:05:21.000 --> 00:05:24.000]  你只記住我當年很多頭髮的樣子,
[00:05:24.000 --> 00:05:26.000]  還很英俊,
[00:05:26.000 --> 00:05:29.000]  現在他已經沒有什麼了,
[00:05:29.000 --> 00:05:32.000]  戴頂帽子都很帥,
[00:05:32.000 --> 00:05:35.000]  停止了成長的很多基督徒生命,
[00:05:35.000 --> 00:05:38.000]  因為很普遍的弊病,
[00:05:38.000 --> 00:05:42.000]  有時候反映我們開始覺得,
[00:05:42.000 --> 00:05:46.000]  我們不需要再學新的東西,
[00:05:46.000 --> 00:05:48.000]  我見到有一次,
[00:05:48.000 --> 00:05:51.000]  我在一個大小組,
[00:05:51.000 --> 00:05:53.000]  他們查經,
[00:05:53.000 --> 00:05:55.000]  他們其中一樣東西,
[00:05:55.000 --> 00:05:58.000]  一個停止了成長的小組就是,
[00:05:58.000 --> 00:05:59.000]  有些生命的人,
[00:05:59.000 --> 00:06:01.000]  他再沒有應用的讀聖經,
[00:06:01.000 --> 00:06:02.000]  他沒有應用,
[00:06:02.000 --> 00:06:04.000]  讀完聖經,
[00:06:04.000 --> 00:06:06.000]  這些我知道了,
[00:06:06.000 --> 00:06:08.000]  我剛才說的那個小組,
[00:06:08.000 --> 00:06:10.000]  他們小組就是查經查到,
[00:06:10.000 --> 00:06:12.000]  沒有什麼彌釋,
[00:06:12.000 --> 00:06:15.000]  查到什麼書本都查過了,
[00:06:15.000 --> 00:06:17.000]  但是他們生命沒有什麼改變,
