
[00:00:00.000 --> 00:00:05.280]  最後一本書,最精彩的
[00:00:05.280 --> 00:00:09.680]  精彩之餘對我們也是一個很大的挑戰
[00:00:09.680 --> 00:00:12.800]  提摩泰的後書是保羅的最後一本書
[00:00:12.800 --> 00:00:17.960]  他已經在監獄裏面知道自己大概過不了這一關
[00:00:17.960 --> 00:00:20.720]  但他完全不懼怕
[00:00:20.720 --> 00:00:22.760]  我一想起你的眼淚
[00:00:22.760 --> 00:00:24.760]  這個你的眼淚是提摩泰眼淚
[00:00:24.760 --> 00:00:26.080]  我不知道為何提摩泰會哭
[00:00:26.080 --> 00:00:28.400]  可能提摩泰知道他大概出不來了
[00:00:28.400 --> 00:00:31.120]  所以提摩泰很
[00:00:31.120 --> 00:00:33.240]  不是說提摩泰很捨不得他
[00:00:33.240 --> 00:00:34.560]  你明白嗎?
[00:00:34.560 --> 00:00:36.880]  他跟他說我一想起你的眼淚
[00:00:36.880 --> 00:00:38.320]  就急切想見你
[00:00:38.320 --> 00:00:41.680]  好讓我滿心快樂
[00:00:41.680 --> 00:00:44.880]  我記得你無謂的信心
[00:00:44.880 --> 00:00:48.880]  這信心先存在你愛祖母羅爾
[00:00:48.880 --> 00:00:52.520]  和你母親有尼基的心裏
[00:00:52.520 --> 00:00:54.760]  我深信有存在你的心裏
[00:00:54.760 --> 00:00:56.440]  你無謂的信心
[00:00:56.440 --> 00:01:00.080]  有沒有想過提摩泰是信義代
[00:01:00.080 --> 00:01:02.600]  有沒有想過提摩泰是負義代
[00:01:02.600 --> 00:01:04.560]  為何提摩泰那麼負
[00:01:04.560 --> 00:01:08.960]  因為他小時候有祖母和他的母親
[00:01:08.960 --> 00:01:11.760]  將這個信仰傳遞給他
[00:01:11.760 --> 00:01:17.520]  所以我們今天的信義代應該是負義代
[00:01:17.520 --> 00:01:21.280]  但我們經常說信義代真的很難
[00:01:21.280 --> 00:01:26.200]  其實有些事上我們的思考是否出了問題
[00:01:26.200 --> 00:01:28.560]  如果我們做第一代的
[00:01:28.560 --> 00:01:31.200]  真是福音富豪的話
[00:01:31.200 --> 00:01:33.600]  為何信義代不是負義代呢
[00:01:33.600 --> 00:01:34.560]  是真的應該是負義代
[00:01:34.560 --> 00:01:36.200]  我經常跟我的子女說
[00:01:36.200 --> 00:01:38.080]  他是比我幸福的
[00:01:38.080 --> 00:01:39.960]  因為他小時候
[00:01:39.960 --> 00:01:41.760]  沒有人會對本聖經跟我說
[00:01:41.760 --> 00:01:44.280]  你全部看完吧
[00:01:44.280 --> 00:01:45.360]  他現在就負了
[00:01:45.360 --> 00:01:46.840]  因為我可以對本聖經說
[00:01:46.840 --> 00:01:48.200]  你全部看完吧
[00:01:48.200 --> 00:01:51.920]  你就第一桶金了
[00:01:51.920 --> 00:01:53.840]  我們見到提摩泰
[00:01:53.840 --> 00:01:55.760]  他是一個負義代
[00:01:55.760 --> 00:01:57.560]  因為他是信義代
[00:01:57.560 --> 00:02:00.240]  為者緣故我提醒你
[00:02:00.240 --> 00:02:02.440]  要把上帝藉著我按手
[00:02:02.440 --> 00:02:03.760]  給你的恩賜
[00:02:03.760 --> 00:02:06.520]  在如火的挑撥
[00:02:06.520 --> 00:02:09.760]  上帝給我們的不是一個膽怯的心
[00:02:09.760 --> 00:02:10.760]  而是剛強的心
[00:02:10.760 --> 00:02:11.680]  他在說甚麼
[00:02:11.680 --> 00:02:13.840]  因為你發覺你繼續讀下去
[00:02:13.840 --> 00:02:19.040]  保羅是邀請提摩泰跟他一起受苦
[00:02:19.040 --> 00:02:21.280]  所以他說你要有膽怯的心
[00:02:21.280 --> 00:02:22.120]  就是不要說
[00:02:22.120 --> 00:02:23.960]  你不用那麼害羞
[00:02:23.960 --> 00:02:25.960]  多說些道理
[00:02:25.960 --> 00:02:27.360]  他不是在說這件事
[00:02:27.360 --> 00:02:28.360]  因為你看到後面
[00:02:28.360 --> 00:02:32.560]  你發覺他是叫提摩泰跟他一起受苦
[00:02:32.560 --> 00:02:33.360]  第一章第八節
[00:02:33.360 --> 00:02:38.240]  所以不要以給我們的主作見證為恥
[00:02:38.240 --> 00:02:42.720]  也不要以我這位主被囚的為恥
[00:02:42.720 --> 00:02:47.240]  總要靠著上帝的大能
[00:02:47.240 --> 00:02:48.400]  大能我是做甚麼的
[00:02:48.400 --> 00:02:49.640]  我是受苦的
[00:02:49.640 --> 00:02:55.480]  大能與我為福音同受苦難
[00:02:55.480 --> 00:02:57.120]  然而我不以為恥
[00:02:57.120 --> 00:02:59.320]  因為我知道我所信的是誰
[00:02:59.320 --> 00:03:03.080]  也深信他能保存他所教導我的力度
[00:03:03.080 --> 00:03:04.440]  那一日
[00:03:04.440 --> 00:03:05.760]  又是那一日
[00:03:05.760 --> 00:03:09.680]  我而你要在恩典上剛強起來
[00:03:09.680 --> 00:03:11.280]  你再許多見證人面前
[00:03:11.280 --> 00:03:12.800]  聽見我所教導的
[00:03:12.800 --> 00:03:15.000]  也要教託給那忠心
[00:03:15.000 --> 00:03:16.760]  又能教導別人的人
[00:03:16.760 --> 00:03:22.880]  之前有講過長老、執事那些
[00:03:22.880 --> 00:03:26.400]  你要和我同受苦難
[00:03:26.400 --> 00:03:29.040]  作基督耶穌的徵兵
[00:03:29.040 --> 00:03:33.320]  他開始講他對基督徒的人生的比喻
[00:03:33.320 --> 00:03:34.720]  有三個比喻
[00:03:34.720 --> 00:03:36.560]  第一是當兵的比喻
[00:03:36.560 --> 00:03:38.080]  甚麼叫做基督徒
[00:03:38.080 --> 00:03:41.520]  凡當兵的不讓誓無前身
[00:03:41.520 --> 00:03:45.280]  好使那招他當兵的人豈願
[00:03:45.280 --> 00:03:47.080]  我們只是土穴一個人
[00:03:47.080 --> 00:03:49.880]  就是我們上面的將軍
[00:03:49.880 --> 00:03:52.280]  我們不以誓無前身
[00:03:52.280 --> 00:03:54.960]  運動員在比賽的時候不按規則
[00:03:54.960 --> 00:03:56.480]  就不能冠冕
[00:03:56.480 --> 00:03:57.720]  沒有經常講起背景
[00:03:57.720 --> 00:04:00.360]  但他講的是跑奧林匹克
[00:04:00.360 --> 00:04:03.600]  而他講的是要得到最終的冠冕
[00:04:03.600 --> 00:04:05.960]  第三個比喻是農夫
[00:04:05.960 --> 00:04:07.200]  我們下次回來
[00:04:07.200 --> 00:04:09.320]  你看《雅各書》的時候
[00:04:09.320 --> 00:04:12.160]  又會講農夫、忍耐
[00:04:12.160 --> 00:04:14.000]  我所說的話你要考慮
[00:04:14.000 --> 00:04:17.440]  因為主必在凡事上給你聰明
[00:04:17.440 --> 00:04:20.720]  要記得耶穌基督他是大衛的後裔
[00:04:20.720 --> 00:04:21.440]  大衛很重要
[00:04:21.440 --> 00:04:23.360]  因為大衛是皇帝
[00:04:23.360 --> 00:04:25.040]  從死人中復活
[00:04:25.040 --> 00:04:27.440]  這個君王為我們受死為我們復活
[00:04:27.440 --> 00:04:29.720]  這就是我傳的福音
[00:04:29.720 --> 00:04:31.880]  我為這福音受苦難
[00:04:31.880 --> 00:04:34.800]  甚至像犯人一般被捆綁
[00:04:34.800 --> 00:04:37.040]  然而上帝的話沒有被捆綁
[00:04:37.040 --> 00:04:38.360]  捆就捆綁
[00:04:38.360 --> 00:04:39.760]  捉就捉
[00:04:39.760 --> 00:04:41.400]  受苦就受苦
[00:04:41.400 --> 00:04:43.720]  他以為他捆得住上帝的話語
[00:04:43.720 --> 00:04:45.520]  就是在困苦當中
[00:04:45.520 --> 00:04:47.840]  上帝的話語被廣傳
[00:04:47.840 --> 00:04:48.640]  所以
[00:04:48.640 --> 00:04:51.240]  我為了選民事事忍耐
[00:04:51.240 --> 00:04:56.800]  為使他們也能得到在主耶穌基督女的救恩和永遠的榮耀
[00:04:56.800 --> 00:04:58.160]  這話是可信的
[00:04:58.160 --> 00:05:01.800]  我們若與基督同死必與他同活
[00:05:01.800 --> 00:05:04.360]  我們若忍耐到底必與他作和
[00:05:04.360 --> 00:05:06.600]  這個甚麼叫福音呢
[00:05:06.600 --> 00:05:09.800]  就是這個君王為我們死為我們活
[00:05:09.800 --> 00:05:11.320]  我們與他同死同活
[00:05:11.320 --> 00:05:14.280]  然後我們忍耐到底與他一起作和
[00:05:14.280 --> 00:05:15.680]  這樣就是福音
[00:05:15.680 --> 00:05:17.640]  這樣也可以
[00:05:17.640 --> 00:05:20.640]  大戶人家不但有金器銀器
[00:05:20.640 --> 00:05:22.280]  我們很喜歡的金句
[00:05:22.280 --> 00:05:24.200]  也有木器瓦器
[00:05:24.200 --> 00:05:26.680]  有作為貴重之用的
[00:05:26.680 --> 00:05:28.600]  有作為卑賤之用的人
[00:05:28.600 --> 00:05:31.080]  若自結脫離卑賤的事
[00:05:31.080 --> 00:05:33.120]  必成為貴重的器皿
[00:05:33.120 --> 00:05:35.400]  成為聖結合乎主用
[00:05:35.400 --> 00:05:37.200]  預備行各樣的善事
[00:05:37.200 --> 00:05:42.160]  是他對基督人生教會的一個意象
[00:05:42.160 --> 00:05:46.200]  「你該知道沒世別有艱難日子來到
[00:05:46.200 --> 00:05:48.160]  那時人會尊愛自己
[00:05:48.160 --> 00:05:49.240]  貪愛錢財
[00:05:49.240 --> 00:05:51.200]  誅誇狂傲
[00:05:51.200 --> 00:05:52.800]  違背父母
[00:05:52.800 --> 00:05:54.440]  忘恩負義
[00:05:54.440 --> 00:05:55.680]  沒有親情
[00:05:55.680 --> 00:05:56.720]  抗拒和解
[00:05:56.720 --> 00:05:57.760]  性情轟暴
[00:05:57.760 --> 00:05:59.560]  不愛倫整
[00:05:59.560 --> 00:06:00.600]  賣主賣友
[00:06:00.600 --> 00:06:03.000]  忍耳妄為不愛上帝
[00:06:03.000 --> 00:06:05.640]  有敬虔的愛貌卻
[00:06:05.640 --> 00:06:08.080]  背棄了敬虔的實質」
[00:06:08.080 --> 00:06:08.800]  有時在想
[00:06:08.800 --> 00:06:11.440]  這是否在想教會裏面的人
[00:06:11.440 --> 00:06:12.400]  前面那些
[00:06:12.400 --> 00:06:14.520]  你可以說是外面的人
[00:06:14.520 --> 00:06:15.920]  「有敬虔的愛貌
[00:06:15.920 --> 00:06:18.400]  背棄了敬虔的實質
[00:06:18.400 --> 00:06:20.920]  這等人你要逃避」
[00:06:20.920 --> 00:06:22.400]  但你已經追隨了我
[00:06:22.400 --> 00:06:23.600]  你追隨了我甚麼呢
[00:06:23.600 --> 00:06:24.680]  我的教導
[00:06:24.680 --> 00:06:26.040]  我的行為
[00:06:26.040 --> 00:06:26.600]  我的生命
[00:06:26.600 --> 00:06:27.280]  還有甚麼
[00:06:27.280 --> 00:06:30.280]  我的迫不及待和苦難
[00:06:30.280 --> 00:06:31.840]  很有意思的
[00:06:31.840 --> 00:06:34.120]  當你追隨一個人
[00:06:34.120 --> 00:06:35.080]  追隨保羅的時候
[00:06:35.080 --> 00:06:36.400]  保羅說你追隨了我甚麼
[00:06:36.400 --> 00:06:37.640]  你追隨了我的教導
[00:06:37.640 --> 00:06:38.840]  OK
[00:06:38.840 --> 00:06:40.640]  你追隨了我的生命
[00:06:40.640 --> 00:06:41.320]  我的行為
[00:06:41.320 --> 00:06:42.480]  OK
[00:06:42.480 --> 00:06:44.600]  你追隨了另外一樣東西
[00:06:44.600 --> 00:06:46.400]  就是迫不及待和苦難
[00:06:46.400 --> 00:06:48.160]  你想想如果君士坦兵
[00:06:48.160 --> 00:06:50.240]  沒有做到基督徒
[00:06:50.240 --> 00:06:52.760]  今天的教會可能是很不一樣的
[00:06:52.760 --> 00:06:55.160]  因為不斷追隨追隨追隨追隨
[00:06:55.160 --> 00:06:56.920]  一代傳一代的時候
[00:06:56.920 --> 00:06:58.320]  都是追隨著那個教導
[00:06:58.320 --> 00:06:59.800]  追隨著那個生命
[00:06:59.800 --> 00:07:02.600]  追隨著那個苦難
[00:07:02.600 --> 00:07:08.400]  他說「我忍受了何等的迫害」
[00:07:08.400 --> 00:07:11.160]  「其實凡納至在基督耶穌裡
[00:07:11.160 --> 00:07:16.160]  敬虔度日的也都將要受迫迫」
[00:07:16.160 --> 00:07:18.480]  聖經裏面的應許金句
[00:07:18.480 --> 00:07:20.000]  如果你將它變成金句
[00:07:20.000 --> 00:07:21.320]  在樓上書局賣
[00:07:21.320 --> 00:07:23.080]  你估計賣了多少個
[00:07:23.080 --> 00:07:25.240]  你擺在你的床頭
[00:07:25.240 --> 00:07:26.600]  擺在你的辦公室
[00:07:26.600 --> 00:07:27.800]  聖經耶穌
[00:07:27.800 --> 00:07:30.400]  上帝給你的應許
[00:07:30.400 --> 00:07:32.480]  一定會實現的應許
[00:07:32.480 --> 00:07:35.480]  「凡納至在基督裡敬虔度日的
[00:07:35.480 --> 00:07:38.280]  一定受迫害」
[00:07:38.280 --> 00:07:39.920]  Claim這個應許
[00:07:39.920 --> 00:07:41.480]  大大聲聲跟上帝說
[00:07:41.480 --> 00:07:43.000]  這個是你的應許
[00:07:43.000 --> 00:07:44.800]  給我給我
[00:07:44.800 --> 00:07:47.240]  「事事作,作王騙人的
[00:07:47.240 --> 00:07:50.720]  將變本加厲迷惑人也被人迷惑」
[00:07:50.720 --> 00:07:53.440]  至於你要持守所學習的
[00:07:53.440 --> 00:07:54.320]  所確信的
[00:07:54.320 --> 00:07:57.320]  因為你知道是跟誰學的
[00:07:57.320 --> 00:08:00.160]  並且知道從小明白聖經
[00:08:00.160 --> 00:08:01.720]  你信二代就好了
[00:08:01.720 --> 00:08:03.280]  從小明白聖經
