
[00:00:00.000 --> 00:00:06.840]  今天早上是我們中國人農曆新年的第一個主日
[00:00:06.840 --> 00:00:12.720]  在這裡祝大家身體健康 主恩常在
[00:00:12.720 --> 00:00:18.160]  按中國人的傳統習慣
[00:00:18.160 --> 00:00:23.080]  新年是要講一些吉祥的話
[00:00:23.080 --> 00:00:32.200]  聖經文是講到復活和生命
[00:00:32.200 --> 00:00:38.700]  我相信基督是百無禁忌
[00:00:38.700 --> 00:00:46.320]  所以不是想在新年的期間講一些不吉利的話
[00:00:46.320 --> 00:00:49.680]  考大家一個常識的問題
[00:00:49.680 --> 00:00:53.840]  聖經記載耶穌在世的時候
[00:00:53.840 --> 00:00:59.280]  到底共有多少次去參加過喪禮
[00:00:59.280 --> 00:01:01.000]  有多少次出席喪禮
[00:01:01.000 --> 00:01:03.840]  在斯福音記載耶穌在世的時候
[00:01:03.840 --> 00:01:06.640]  一共參加過多少次喪禮
[00:01:06.640 --> 00:01:08.360]  你有沒有印象
[00:01:08.360 --> 00:01:11.280]  他有沒有印象
[00:01:11.280 --> 00:01:14.720]  如果按我的理解共有三次
[00:01:14.720 --> 00:01:17.520]  如果按穆斯林的理解共有三次
[00:01:17.520 --> 00:01:21.560]  第一次是馬克福音第五章叫艾魯的女兒復活
[00:01:21.560 --> 00:01:25.360]  第一次喪禮是在馬克福音第五章叫雅魯的女兒
[00:01:25.360 --> 00:01:31.040]  第二次在盧伽福音叫拿因成一位寡婦的兒子復活
[00:01:31.040 --> 00:01:36.440]  第二次是在路加福音叫拿因成一位寡婦的兒子復活
[00:01:36.440 --> 00:01:40.280]  第三次是今天早上經文
[00:01:40.280 --> 00:01:45.960]  引發今天早上耶穌在約翰福音第五個自我啟示
[00:01:45.960 --> 00:01:51.000]  引發今天早上耶穌在約翰福音第五個自我啟示
[00:01:51.000 --> 00:01:55.800]  原文直譯就是我就是復活和生命
[00:01:55.800 --> 00:01:58.520]  原文直譯就是我就是復活和生命
[00:01:58.520 --> 00:02:00.120]  事件起因
[00:02:00.120 --> 00:02:01.200]  事件起因
[00:02:01.200 --> 00:02:03.800]  是耶穌所愛的一個家庭
[00:02:03.800 --> 00:02:04.960]  是耶穌所愛的一個家庭
[00:02:04.960 --> 00:02:08.160]  其中一個成員拉薩路病得很嚴重
[00:02:08.160 --> 00:02:10.760]  其中一個成員拉薩路病得很嚴重
[00:02:10.760 --> 00:02:14.360]  他的姐姐馬大打發人去找耶穌幫助
[00:02:14.360 --> 00:02:16.960]  他的姐姐馬大打發人去找耶穌幫助
[00:02:16.960 --> 00:02:18.960]  耶穌收到這個消息
[00:02:18.960 --> 00:02:20.240]  耶穌收到這個消息
[00:02:20.240 --> 00:02:22.240]  他就下了一個判斷
[00:02:22.240 --> 00:02:23.440]  他就下了一個判斷
[00:02:23.440 --> 00:02:25.760]  他說這個病必不至於死
[00:02:25.760 --> 00:02:27.480]  他說這個病必不至於死
[00:02:27.480 --> 00:02:30.560]  這個記載在約翰福音十一章四節
[00:02:30.560 --> 00:02:34.800]  這個是在約翰福音十一章四節
[00:02:34.800 --> 00:02:36.840]  然後過了沒多久
[00:02:36.840 --> 00:02:37.880]  過了沒多久呢
[00:02:37.880 --> 00:02:41.560]  他就說我的朋友拉薩路已經死了
[00:02:41.560 --> 00:02:43.600]  他說我的朋友拉薩路已經死了
[00:02:43.600 --> 00:02:44.960]  他說我的朋友拉薩路已經死了
[00:02:44.960 --> 00:02:45.960]  已經死了
[00:02:45.960 --> 00:02:47.360]  我現在去叫醒他
[00:02:47.360 --> 00:02:48.760]  我現在去叫醒他
[00:02:48.760 --> 00:02:53.960]  明顯馬大對弟弟的病情的理解
[00:02:53.960 --> 00:02:56.960]  明顯馬大對弟弟病情的理解
[00:02:56.960 --> 00:02:58.960]  和耶穌出現了分歧
[00:02:58.960 --> 00:03:00.360]  和耶穌出現了分歧
[00:03:00.360 --> 00:03:02.560]  如果你今天在醫院裏作為醫生
[00:03:02.560 --> 00:03:04.080]  如果今天你在醫院裏作為醫生
[00:03:04.080 --> 00:03:05.480]  你這樣的判症
[00:03:05.480 --> 00:03:06.960]  你這樣的判症
[00:03:06.960 --> 00:03:08.560]  可能被人告你醫療失誤
[00:03:08.560 --> 00:03:10.240]  很容易被人告你醫療失誤
[00:03:10.240 --> 00:03:14.040]  結果耶穌就收到這個消息
[00:03:14.040 --> 00:03:16.000]  還在原來的地方住多了兩天
[00:03:16.000 --> 00:03:19.600]  耶穌說現在還在原來的地方多住了兩天
[00:03:19.600 --> 00:03:23.880]  他出現到拉薩路的家裏的時候
[00:03:23.880 --> 00:03:26.840]  他出現到拉薩路的家裏的時候
[00:03:26.840 --> 00:03:28.320]  拉薩路已經死了四天了
[00:03:28.320 --> 00:03:29.520]  拉薩路已經死了四天了
[00:03:29.520 --> 00:03:31.640]  難怪馬大一見到耶穌
[00:03:31.640 --> 00:03:33.640]  難怪馬大一見到耶穌
[00:03:33.640 --> 00:03:35.640]  就帶著埋怨的口吻
[00:03:35.640 --> 00:03:37.240]  居然帶著埋怨的口吻
[00:03:37.240 --> 00:03:39.960]  祂說早點來我的兄弟必不會死
[00:03:39.960 --> 00:03:41.960]  祂說早點來我的兄弟必不會死
[00:03:41.960 --> 00:03:44.720]  言下之意耶穌你又姍姍來遲
[00:03:44.720 --> 00:03:46.720]  言下之意耶穌你又姍姍來遲
[00:03:46.720 --> 00:03:48.800]  找人請你來你又偏偏不來
[00:03:48.800 --> 00:03:50.240]  找人請你來你又偏偏不來
[00:03:50.240 --> 00:03:51.920]  人死了你又出現
[00:03:51.920 --> 00:03:53.480]  現在人都死了你又出現了
[00:03:53.480 --> 00:03:55.360]  有點像擦過輕冰之鹽
[00:03:55.360 --> 00:03:56.800]  有點就是賊已經跑了
[00:03:56.800 --> 00:03:57.840]  然後你又起冰了
[00:03:57.840 --> 00:04:00.520]  結果耶穌就回答馬大
[00:04:00.520 --> 00:04:01.840]  結果耶穌就回答馬大
[00:04:01.840 --> 00:04:04.120]  祂說不用擔心你的兄弟必然復活
[00:04:04.120 --> 00:04:05.920]  祂說不用擔心你的兄弟必然復活
[00:04:05.920 --> 00:04:07.920]  馬大就快人快語
[00:04:07.920 --> 00:04:09.120]  馬大就快人快語
[00:04:09.120 --> 00:04:11.120]  祂說我知道末日復活的時候
[00:04:11.120 --> 00:04:12.600]  祂說我知道末日復活的時候
[00:04:12.600 --> 00:04:13.680]  我的兄弟都會復活
[00:04:13.680 --> 00:04:14.680]  我的兄弟都會復活
[00:04:14.680 --> 00:04:18.120]  這個猶太人深信將來有一日他們全部都復活
[00:04:18.120 --> 00:04:21.240]  因為猶太人相信他們以後將來都會復活
[00:04:21.240 --> 00:04:23.600]  然後耶穌就再一次更正馬大
[00:04:23.600 --> 00:04:25.320]  然後耶穌就再一次更正馬大
[00:04:25.320 --> 00:04:27.200]  揭示祂那個神聖的身份
[00:04:27.200 --> 00:04:28.520]  揭示祂神聖的身份
[00:04:28.520 --> 00:04:30.760]  祂說我就是復活和我就是生命
[00:04:30.760 --> 00:04:32.280]  祂說我就是復活和生命
[00:04:32.280 --> 00:04:34.640]  簡單來講耶穌要顯示的
[00:04:34.640 --> 00:04:36.320]  簡單來講耶穌要顯示的
[00:04:36.320 --> 00:04:37.800]  祂是作為神的兒子
[00:04:37.800 --> 00:04:38.800]  祂是作為神的兒子
[00:04:38.800 --> 00:04:40.200]  生命在祂手中
[00:04:40.200 --> 00:04:41.280]  生命在祂手中
[00:04:41.280 --> 00:04:43.280]  祂擁有生命絕對的主權
[00:04:43.280 --> 00:04:44.960]  祂擁有生命絕對的主權
[00:04:44.960 --> 00:04:46.680]  那這種人的角度來講
[00:04:46.680 --> 00:04:47.800]  或者在眾人角度來看
[00:04:47.800 --> 00:04:49.520]  死亡好像是生命的終結
[00:04:49.520 --> 00:04:50.720]  死亡好像是生命的終結
[00:04:50.720 --> 00:04:55.320]  但是在耶穌仍然可以將生命的狀態改變
[00:04:55.320 --> 00:04:57.840]  但是耶穌仍然可以將生命的狀態改變
[00:04:57.840 --> 00:05:00.680]  所以有時候我們基督徒經常這樣講
[00:05:00.680 --> 00:05:02.080]  他說基督徒整天這樣講
[00:05:02.080 --> 00:05:04.880]  我們說死亡不是人生的終結
[00:05:04.880 --> 00:05:06.280]  他說死亡不是人生的終結
[00:05:06.280 --> 00:05:08.760]  祂只不過是邁開生命新的一頁
[00:05:08.760 --> 00:05:11.000]  祂只不過是邁開生命新的一頁
[00:05:11.000 --> 00:05:13.760]  所以耶穌所理解的生和死
[00:05:13.760 --> 00:05:15.600]  跟我們人生不同
[00:05:15.600 --> 00:05:18.520]  耶穌理解生和死與我們不同
[00:05:18.520 --> 00:05:21.400]  所以從約翰福音那個敘事的發展
[00:05:21.400 --> 00:05:23.120]  從約翰福音敘事的發展
[00:05:23.120 --> 00:05:27.360]  你明白耶穌為什麼會延誤到馬大的家
[00:05:27.360 --> 00:05:29.680]  你就會明白耶穌為什麼會晚一點
[00:05:29.680 --> 00:05:33.560]  所以其實是想透過拉撒路從死裡復活
[00:05:33.560 --> 00:05:36.720]  祂就要去顯示祂幫助拉撒路從死裡復活
[00:05:36.720 --> 00:05:40.960]  然後顯示祂這個自己神聖的身份
[00:05:40.960 --> 00:05:43.200]  其實一講復活和生命
[00:05:43.200 --> 00:05:47.120]  等於你怎樣去理解生命呢
[00:05:47.120 --> 00:05:50.800]  或者你怎樣去演繹你的生命呢
[00:05:50.800 --> 00:05:54.680]  或者你又明不明白生命的意義呢
[00:05:54.680 --> 00:06:01.600]  你有沒有享受由善用神賜給你的生命呢
[00:06:01.600 --> 00:06:06.400]  有人這樣說說生命是一種喜悅
[00:06:06.400 --> 00:06:09.200]  縱然人生有很多不愉快的事情
[00:06:09.200 --> 00:06:12.600]  但是活著就是一個機會
[00:06:12.600 --> 00:06:17.600]  就是說我還活著我就還有機會
[00:06:17.600 --> 00:06:20.040]  活著就有盼望
[00:06:20.040 --> 00:06:22.160]  活著就是恩典
[00:06:22.160 --> 00:06:25.160]  活著就有很多的可能性
[00:06:25.160 --> 00:06:28.560]  我看了一篇新聞報導
[00:06:28.560 --> 00:06:32.080]  在波蘭有一位鐵路工人
[00:06:32.080 --> 00:06:36.760]  他19年前因為工作意外被判定成為一個植物人
[00:06:36.760 --> 00:06:40.920]  他在19年前工作就被判定為一個植物人
[00:06:40.920 --> 00:06:43.600]  醫生也都說他的生命應該不會長
[00:06:43.600 --> 00:06:45.680]  醫生都判定他的生命不會太長
[00:06:45.680 --> 00:06:49.440]  他只是靠一些儀器來維持他的生命
[00:06:49.440 --> 00:06:52.880]  但是他的妻子就不離不棄
[00:06:52.880 --> 00:06:54.880]  細心的照顧
[00:06:54.880 --> 00:06:57.520]  19年之後突然有一天
[00:06:57.520 --> 00:07:00.240]  這位男士就突然醒過來
[00:07:00.240 --> 00:07:04.040]  我想生命的奧秘也是這樣
[00:07:04.040 --> 00:07:05.480]  我想生命的奧秘都是這樣
[00:07:05.480 --> 00:07:10.240]  所以人類都是追求或者對生命有一種眷戀
[00:07:10.240 --> 00:07:12.720]  所以人類都在追求一種對生命的眷戀
[00:07:12.720 --> 00:07:14.520]  聖經都是這樣說
[00:07:14.520 --> 00:07:17.240]  活著的狗比死的獅子更好
[00:07:17.240 --> 00:07:19.240]  活著的狗比死去的獅子有用
[00:07:19.240 --> 00:07:21.240]  活著的狗會咬你一口
[00:07:21.240 --> 00:07:22.760]  活著的狗會咬你一下
[00:07:22.760 --> 00:07:25.680]  死了的獅子只會成為我們的食物
[00:07:25.680 --> 00:07:28.080]  死了的獅子只會成為我們的食物
[00:07:28.080 --> 00:07:29.760]  有一次台灣大地震
[00:07:29.760 --> 00:07:30.920]  有一次台灣大地震
[00:07:30.920 --> 00:07:34.640]  那些營救人員經過差不多七天七夜去搶救
[00:07:34.640 --> 00:07:37.080]  營救人員經過了七天七夜的搶救
[00:07:37.080 --> 00:07:39.760]  過了所謂的發掘的黃金時間
[00:07:39.760 --> 00:07:41.760]  過了這個發現的黃金時間
[00:07:41.760 --> 00:07:43.920]  他都不存有任何希望
[00:07:43.920 --> 00:07:45.320]  應該都不存在任何希望
[00:07:45.320 --> 00:07:47.320]  突然間有一個隊員傳來一個好消息
[00:07:47.320 --> 00:07:48.880]  突然有一個隊員傳來好消息
[00:07:48.880 --> 00:07:51.680]  那個初生沒多久的嬰孩
[00:07:51.680 --> 00:07:52.680]  有個出生沒多久的嬰孩
[00:07:52.680 --> 00:07:54.200]  竟然還是活著
[00:07:54.200 --> 00:07:55.200]  竟然還活著
[00:07:55.200 --> 00:08:00.000]  所以大家很高興將這個小嬰孩救出來的時候
[00:08:00.000 --> 00:08:02.360]  所以大家就將這個小嬰孩救出來的時候
[00:08:02.360 --> 00:08:03.880]  全場的人都歡呼
[00:08:03.880 --> 00:08:04.880]  全場的人都歡呼
[00:08:04.880 --> 00:08:09.200]  後來這個家庭為這個孩子改了一個名字叫安慰
[00:08:09.200 --> 00:08:11.640]  後來這家人給孩子起名叫做安慰
[00:08:11.640 --> 00:08:14.080]  因為這個小朋友存留下來
[00:08:14.080 --> 00:08:16.080]  因為這個孩子存活下來
[00:08:16.080 --> 00:08:18.960]  帶來給當時的人很大的安慰
[00:08:18.960 --> 00:08:20.880]  帶來給當時的人很大的安慰
[00:08:20.880 --> 00:08:23.360]  生命有時候實在太美好了
[00:08:23.360 --> 00:08:24.760]  生命有的時候太美好了
[00:08:24.760 --> 00:08:25.760]  自古以來呢
[00:08:25.760 --> 00:08:26.760]  自古以來呢
[00:08:26.760 --> 00:08:28.760]  人都追求長生不老之術
[00:08:28.760 --> 00:08:30.760]  人都在追尋著這個長生不老之術
[00:08:30.760 --> 00:08:33.560]  我們中國人就有嫦娥奔月的傳說
[00:08:33.560 --> 00:08:35.560]  中國人就有嫦娥奔月的傳說
[00:08:35.560 --> 00:08:39.360]  我們道家就有練那些仙丹
[00:08:39.360 --> 00:08:42.360]  所謂也是長生不老的仙丹
[00:08:42.360 --> 00:08:45.360]  如果到加拿大就練這個長生不老的仙丹
[00:08:45.360 --> 00:08:48.560]  秦始皇就派人去東營那裡
[00:08:48.560 --> 00:08:51.360]  去找一些長生不老的藥
[00:08:51.360 --> 00:08:53.160]  秦始皇就派人去東營
[00:08:53.160 --> 00:08:54.760]  去找一些長生不老的藥
[00:08:54.760 --> 00:08:56.760]  他不能夠永遠活著
[00:08:56.760 --> 00:08:57.760]  他不能永遠活著
[00:08:57.760 --> 00:08:59.760]  他生前就大興土木
[00:08:59.760 --> 00:09:01.360]  他生前就大興土木
[00:09:01.360 --> 00:09:04.160]  見了一個很出名的阿房公
[00:09:04.160 --> 00:09:05.960]  見了一個很出名的阿房公
[00:09:05.960 --> 00:09:07.160]  不單止是這樣
[00:09:07.160 --> 00:09:07.760]  不單止這樣
[00:09:07.760 --> 00:09:09.560]  如果你去西安旅行的話
[00:09:09.560 --> 00:09:10.560]  如果你去西安旅行的話
[00:09:10.560 --> 00:09:12.960]  你就見到那些兵馬俑
[00:09:12.960 --> 00:09:14.160]  你就見到那個兵馬俑
[00:09:14.160 --> 00:09:15.960]  其實來研究
[00:09:15.960 --> 00:09:19.960]  其實秦始皇希望死後有機會復生
[00:09:19.960 --> 00:09:23.360]  秦始皇希望死後有機會復生
[00:09:23.360 --> 00:09:25.560]  去展示他的雄才偉略
[00:09:25.560 --> 00:09:27.360]  去展示他的雄才偉略
[00:09:27.360 --> 00:09:29.760]  古代的埃及人也盼望復活
[00:09:29.760 --> 00:09:31.160]  古代的埃及人也盼望復活
[00:09:31.160 --> 00:09:34.760]  有人研究木乃伊的製作其實是等待復活
