
[00:00:00.000 --> 00:00:04.240]  讀一段聖經在《獵王紀》下第四章
[00:00:04.240 --> 00:00:07.420]  第一節到第六節
[00:00:07.420 --> 00:00:10.240]  這裏講到有一個先知門徒的妻哀求
[00:00:10.240 --> 00:00:13.680]  伊麗莎說:你僕人,我丈夫死了
[00:00:13.680 --> 00:00:16.280]  他敬畏耶和華是你所知道的
[00:00:16.280 --> 00:00:20.520]  現在有再主來要娶我兩個兒子做奴僕
[00:00:20.520 --> 00:00:23.360]  伊麗莎問他說:我可以爲你做什麼呢?
[00:00:23.360 --> 00:00:25.360]  你告訴我你家裏有什麼?
[00:00:25.360 --> 00:00:29.840]  他說:卑女家中除了一瓶油之外沒有什麼
[00:00:29.840 --> 00:00:34.400]  伊麗莎說:你去向你衆靈社借空氣泥不要少借
[00:00:34.400 --> 00:00:35.640]  回到家裏關上門
[00:00:35.640 --> 00:00:39.480]  你和你兒子在裏面將油倒在所有的氣泥裏
[00:00:39.480 --> 00:00:42.040]  倒滿了放在一邊
[00:00:42.040 --> 00:00:44.360]  於是婦人離開伊麗莎去了
[00:00:44.360 --> 00:00:46.800]  關上門自己和兒子在裏面
[00:00:46.800 --> 00:00:50.080]  兒子把氣泥拿來他就倒油
[00:00:50.080 --> 00:00:51.880]  氣泥都滿了
[00:00:51.880 --> 00:00:54.400]  她對兒子說:再給我拿氣泥來
[00:00:54.400 --> 00:00:56.720]  兒子說:再沒有氣泥了
[00:00:56.720 --> 00:01:01.120]  油就止住了我們就讀到這裏
[00:01:01.120 --> 00:01:04.040]  今天我們所處的時代
[00:01:04.040 --> 00:01:09.080]  是一個充滿危險恐懼跟不安的時代
[00:01:09.080 --> 00:01:11.240]  但我也深深的相信
[00:01:11.240 --> 00:01:15.720]  這是一個人最需要神機的時代
[00:01:15.720 --> 00:01:17.440]  所謂神機
[00:01:17.440 --> 00:01:21.080]  不見得是一定是什麼排山倒海
[00:01:21.080 --> 00:01:24.400]  或震動天地的事
[00:01:24.400 --> 00:01:26.520]  反而是在你我的生命當中
[00:01:26.520 --> 00:01:31.440]  當你靠着自己的智慧跟能力
[00:01:31.440 --> 00:01:33.880]  你找不到出路
[00:01:33.880 --> 00:01:40.040]  只好靠着絕對順服神的信心來跟隨神的時候
[00:01:40.040 --> 00:01:45.960]  你就看見神親自在你前面爲你開道路
[00:01:45.960 --> 00:01:49.480]  神機就是神的作爲
[00:01:49.480 --> 00:01:54.040]  而且是超乎我們所求所想的作爲
[00:01:54.040 --> 00:01:58.240]  在疫情期間我相信我們多多少少都遇見過
[00:01:58.240 --> 00:02:01.000]  在生命當中很多的困境
[00:02:01.000 --> 00:02:02.560]  無論是在環境上
[00:02:02.560 --> 00:02:04.600]  無論是在人際關係上
[00:02:04.600 --> 00:02:07.880]  無論是在身體健康上
[00:02:07.880 --> 00:02:11.840]  而當我們在這些人生的困境當中的時候
[00:02:11.840 --> 00:02:14.240]  我們是多麼需要神機啊
[00:02:14.240 --> 00:02:16.000]  不是嗎
[00:02:16.000 --> 00:02:19.080]  就像今天我們所讀的這段經文
[00:02:19.080 --> 00:02:25.240]  這位寡婦她面對許多人生的一個困境
[00:02:25.240 --> 00:02:27.840]  她面對心靈上的困境
[00:02:27.840 --> 00:02:29.720]  因爲丈夫死了
[00:02:29.720 --> 00:02:32.120]  她無所依靠
[00:02:32.120 --> 00:02:34.680]  她面對財務上的困境
[00:02:34.680 --> 00:02:38.360]  有很多的債務無力償還
[00:02:38.360 --> 00:02:41.040]  面對着環境上的困境
[00:02:41.040 --> 00:02:43.640]  因爲債主來逼債
[00:02:43.640 --> 00:02:46.400]  要把她的孩子帶走
[00:02:46.400 --> 00:02:49.040]  而在這一切的困境當中
[00:02:49.040 --> 00:02:53.040]  她經歷了她生命的神機
[00:02:53.040 --> 00:02:54.840]  神在困境當中
[00:02:54.840 --> 00:02:58.280]  親自爲她開道路
[00:02:58.280 --> 00:03:01.400]  如果你仔細看這段經文你就會發現
[00:03:01.400 --> 00:03:05.960]  神機不只是神的作爲而已
[00:03:05.960 --> 00:03:09.520]  它更是需要人憑着信心
[00:03:09.520 --> 00:03:11.400]  主動來配合
[00:03:11.400 --> 00:03:14.360]  神機纔會發生的
[00:03:14.360 --> 00:03:16.800]  所以今天我們從這段經文當中
[00:03:16.800 --> 00:03:19.520]  來看我們怎麼樣能夠經歷
[00:03:19.520 --> 00:03:23.880]  在你生命當中你所需要的神機
[00:03:23.880 --> 00:03:26.040]  從四方面來看 第一個
[00:03:26.040 --> 00:03:27.680]  當你遇到生命的困境的時候
[00:03:27.680 --> 00:03:30.560]  第一件事要把需要帶到主面前
[00:03:30.560 --> 00:03:32.200]  跟你們說要把需要帶到神的面前
[00:03:32.200 --> 00:03:35.560]  跟他說
[00:03:35.560 --> 00:03:39.160]  你知道這位寡婦遇見人生的困境的時候
[00:03:39.160 --> 00:03:41.120]  她第一件事情
[00:03:41.120 --> 00:03:43.040]  就是藉着先知以利莎
[00:03:43.040 --> 00:03:46.720]  把她的需要帶到神的面前來
[00:03:46.720 --> 00:03:48.080]  也許你會以爲
[00:03:48.080 --> 00:03:51.440]  這應該是最簡單的事不是嗎
[00:03:51.440 --> 00:03:55.840]  但事實上常常卻是一件最不容易的事
[00:03:55.840 --> 00:03:56.160]  爲什麼
[00:03:56.160 --> 00:04:01.120]  因爲我們人總是喜歡依靠自己的力量
[00:04:01.120 --> 00:04:04.600]  我們總是喜歡用自己的方法來解決自己的問題
[00:04:04.600 --> 00:04:08.000]  而且不到山窮水盡
[00:04:08.000 --> 00:04:11.440]  你總是不會迴轉到神的面前
[00:04:11.440 --> 00:04:14.040]  所以中國話說你不到黃河怎麼樣
[00:04:14.040 --> 00:04:16.280]  你心不死嗎
[00:04:16.280 --> 00:04:18.200]  但事實上今天作爲一個神的兒女
[00:04:18.200 --> 00:04:21.400]  你不需要走到黃河了
[00:04:21.400 --> 00:04:24.640]  你以爲坐在寶座上的神
[00:04:24.640 --> 00:04:27.440]  他樂意施恩給你的
[00:04:27.440 --> 00:04:29.240]  Amen
[00:04:29.240 --> 00:04:32.800]  你還記得在約翰福音第四章裏面提到
[00:04:32.800 --> 00:04:37.440]  有一次耶穌在井旁遇見一個撒瑪利亞的婦人
[00:04:37.440 --> 00:04:39.000]  他跟這個婦人在談話
[00:04:39.000 --> 00:04:41.560]  這位婦人曾經有五個丈夫
[00:04:41.560 --> 00:04:45.040]  現在所有的還不是她的丈夫
[00:04:45.040 --> 00:04:46.720]  在當時的社會
[00:04:46.720 --> 00:04:52.160]  這位婦人是一個不被人羣所接納的人
[00:04:52.160 --> 00:04:54.360]  這爲什麼她在中午來打水
[00:04:54.360 --> 00:04:56.480]  沒有人在中午打水太熱了
[00:04:56.480 --> 00:04:57.800]  爲什麼中午打水
[00:04:57.800 --> 00:05:01.560]  她就是不希望人看見她
[00:05:01.560 --> 00:05:06.240]  她想用自己的方法來過自己的生活
[00:05:06.240 --> 00:05:09.200]  來解決自己的問題
[00:05:09.200 --> 00:05:11.320]  沒想到她來到井旁的時候
[00:05:11.320 --> 00:05:15.560]  耶穌就對她說約翰福音四章第十節
[00:05:15.560 --> 00:05:16.520]  耶穌回答說
[00:05:16.520 --> 00:05:21.040]  你若知道神的恩賜和對你所給我水喝的是誰
[00:05:21.040 --> 00:05:23.480]  你必怎麼樣
[00:05:23.480 --> 00:05:24.840]  早求他
[00:05:24.840 --> 00:05:26.800]  他也必怎麼樣
[00:05:26.800 --> 00:05:30.360]  早給你水喝了
[00:05:30.360 --> 00:05:32.120]  你必早求他
[00:05:32.120 --> 00:05:33.400]  他必早給你水
[00:05:33.400 --> 00:05:35.200]  換句話說主在對她說
[00:05:35.200 --> 00:05:39.040]  你不必再矯敬老子想解決自己的問題了
[00:05:39.040 --> 00:05:42.440]  神已經擁有你的答案
[00:05:42.440 --> 00:05:44.080]  你若早求他
[00:05:44.080 --> 00:05:46.760]  他就早爲你開道路
[00:05:46.760 --> 00:05:48.400]  Hallelujah
[00:05:48.400 --> 00:05:51.880]  同樣我深深相信這也是今天神要對我們說的話
[00:05:51.880 --> 00:05:54.240]  當我們面對人生各樣困境的時候
[00:05:54.240 --> 00:05:55.440]  神要對我們說
[00:05:55.440 --> 00:05:57.840]  若是我們早求他
[00:05:57.840 --> 00:06:00.080]  他就早就爲我們開道路
[00:06:00.080 --> 00:06:01.720]  Amen
[00:06:01.720 --> 00:06:04.680]  那你說爲什麼不早求呢
[00:06:04.680 --> 00:06:05.400]  兩個原因
[00:06:05.400 --> 00:06:06.600]  第一個原因
[00:06:06.600 --> 00:06:08.920]  就是不知道嘛
[00:06:08.920 --> 00:06:11.400]  我們不大確定
[00:06:11.400 --> 00:06:15.040]  我們的神真的擁有我們的答案不是嗎
[00:06:15.040 --> 00:06:20.080]  所以我們在生活當中才充滿了憂慮跟恐懼跟煩惱嘛
[00:06:20.080 --> 00:06:22.760]  但事實上今天做一個基督徒你需要明白
[00:06:22.760 --> 00:06:25.880]  你是有一位慈愛的天父的
[00:06:25.880 --> 00:06:28.120]  Amen
[00:06:28.120 --> 00:06:31.200]  想想看我們在地上的父親
[00:06:31.200 --> 00:06:33.480]  我們這樣的不完全
