
[00:00:00.000 --> 00:00:09.000]  我想問大家,你們信了耶穌多久,回到教會多久?
[00:00:09.000 --> 00:00:27.000]  五年之內的,舉手,五年之內的,也有幾位,五年至十年的,多些了,十年至二十年的,又再多些,
[00:00:27.000 --> 00:00:37.000]  超過二十年的,超過三十年的,也有,也不少。
[00:00:37.000 --> 00:00:43.000]  似乎我們教會的弟兄姊妹,信耶穌的日子也不短。
[00:00:43.000 --> 00:00:53.000]  我想再問多一個問題,就是,大家有沒有試過因為某種原因,要離開你原本的教會?
[00:00:53.000 --> 00:01:00.000]  如果不是說你原了崇拜離開,例如搬屋之類的原因,離開教會的,有沒有試過?
[00:01:00.000 --> 00:01:13.000]  也有,我發覺大家在回應這個問題的時候,可能因為這個問題有點敏感,所以大家在回應的時候,似乎是比較審慎的。
[00:01:13.000 --> 00:01:22.000]  這個情況也反映了在這個問題背後,夾雜著種種錯綜複雜的因素。
[00:01:22.000 --> 00:01:32.000]  現在我就要播放一首歌,這首歌叫《怪誰》,是改編自一首流行曲的二次創作。
[00:01:32.000 --> 00:01:45.000]  填詞和主唱的都是建道神學院的教授陳偉安博士,而內容是講述信徒離開教會的那種無奈和無力感。
[00:01:45.000 --> 00:01:56.000]  這首歌不是詩歌,而是很有意思的歌。這首歌也是一家教會歡迎人來到他們教會聚會的一首歌。
[00:01:56.000 --> 00:02:06.000]  這家教會叫做Flow Church 流堂,其實是在去年年尾成立的。
[00:02:06.000 --> 00:02:14.000]  在幾年前的雨傘運動之後,不單止社會出現撕裂,在教會裡面也出現不少撕裂的情況。
[00:02:14.000 --> 00:02:30.000]  有不少信徒離開教會,出走。所以這家教會的成立就是為了想牧養這些離開教會的信徒,使他們不會成為無牧的羊。
[00:02:30.000 --> 00:02:39.000]  其實信徒離開教會並不是什麼新事,歷世歷代教會也有出現,原因有很多。
[00:02:39.000 --> 00:02:49.000]  可能因為搬屋,移民,或者因為不滿教會,或者因為人際關係出了問題,也會離開教會。
[00:02:49.000 --> 00:02:55.000]  不過信徒可以轉教會,但是我們的使命是否也可以改變呢?
[00:02:55.000 --> 00:03:00.000]  基督徒的使命到底是什麼呢?這個使命又和教會有什麼關係呢?
[00:03:00.000 --> 00:03:06.000]  這些問題也是我今天想藉著《馬太福音》28章和大家一起探討。
[00:03:06.000 --> 00:03:12.000]  現在我們先看看這段經文當時門徒的處境是怎樣。
[00:03:12.000 --> 00:03:19.000]  《馬太福音》28章,其實頭十五節記載了兩件事。
[00:03:19.000 --> 00:03:32.000]  第一件是有兩個婦女來到耶穌的墳墓,一個叫做莫大拉的瑪麗亞,另一個也是叫瑪麗亞,不過經文稱她為「那個瑪麗亞」。
[00:03:32.000 --> 00:03:47.000]  到底這個是誰呢?其實應該是在前一章,即是27章第56節所說的「雅各和約西的母親瑪麗亞」,應該是這位瑪麗亞。
[00:03:47.000 --> 00:03:57.000]  這兩位婦女,天未亮就走到耶穌的墳墓,突然之間天使向她們顯現,並且告訴她們,耶穌已經復活了。
[00:03:57.000 --> 00:04:13.000]  這班婦女很開心,其實是又驚又喜的,立即想告訴門徒,誰知這時候耶穌親自向她們顯現,這是記載的其中一件事。
[00:04:13.000 --> 00:04:23.000]  第二件事就是記載守墳墓的兵丁,天使顯現的時候,這些兵丁當時都在場。
[00:04:23.000 --> 00:04:30.000]  其中有幾個人立即跑去稟報給祭司長知道。
[00:04:30.000 --> 00:04:40.000]  祭司長和長老相異,用錢收買那些兵丁,還教他們說謊。
[00:04:40.000 --> 00:04:50.000]  在這裡我們看到那些婦女和宗教領袖面對著耶穌復活的事有兩種很不同的反應。
[00:04:50.000 --> 00:04:56.000]  婦女又驚又喜,立即想把這個消息告訴別人。
[00:04:56.000 --> 00:05:04.000]  但是宗教領袖卻極力隱瞞這件事,不想讓別人知道耶穌復活。
[00:05:04.000 --> 00:05:09.000]  那些門徒又如何呢?他們有什麼反應呢?
[00:05:09.000 --> 00:05:12.000]  我們一起讀這兩節經文吧。
[00:05:12.000 --> 00:05:24.000]  「十一個門徒往加利利去,到了耶穌約定的山上,他們見了耶穌就拜祂,然而還有人疑惑。」
[00:05:24.000 --> 00:05:30.000]  這裡說到有人疑惑,疑惑的意思是猶疑不定。
[00:05:30.000 --> 00:05:34.000]  為什麼門徒中會有人疑惑呢?
[00:05:34.000 --> 00:05:46.000]  其中一個可能性是因為事情發展得太快,短短兩三天之間要經歷耶穌受死,
[00:05:46.000 --> 00:05:54.000]  現在還要復活,復活的耶穌親自向他們顯現。
[00:05:54.000 --> 00:06:01.000]  一下子門徒接受不來,不知道如何反應。
[00:06:01.000 --> 00:06:08.000]  也有學者認為,因為耶穌在赫西瑪尼園被捉拿的時候,
[00:06:08.000 --> 00:06:13.000]  其實當時只有彼得一個跟著去,其他門徒如何呢?
[00:06:13.000 --> 00:06:17.000]  雞飛狗走,馬上走不及。
[00:06:17.000 --> 00:06:25.000]  現在耶穌顯現,那些曾經走的,撇棄耶穌的門徒,他們會有什麼反應呢?
[00:06:25.000 --> 00:06:35.000]  害怕,不知道耶穌會否責怪他們,所以他們害怕得不知如何是好。
[00:06:35.000 --> 00:06:41.000]  還有就是門徒已經跟隨了耶穌有三年多的時間,
[00:06:41.000 --> 00:06:49.000]  耶穌死了,他們馬上變得徬徨無依,面對茫茫的前路,他們感到迷茫。
[00:06:49.000 --> 00:06:56.000]  面對如此疑惑的門徒,耶穌如何幫助他們呢?
[00:06:56.000 --> 00:07:00.000]  在這裡說,耶穌進前來。
[00:07:00.000 --> 00:07:08.000]  耶穌進前來這個動作顯示,祂是主動的,積極的去找這些門徒。
[00:07:08.000 --> 00:07:17.000]  這個動作其實解除了那些門徒害怕耶穌責備他們的疑慮,解除了疑慮。
[00:07:17.000 --> 00:07:26.000]  而且,耶穌接下來說的那番話,是讓門徒重新確立他們的目標和方向。
[00:07:26.000 --> 00:07:30.000]  而耶穌說的這番話,我們也很熟悉。
[00:07:30.000 --> 00:07:36.000]  也是被歷世歷代的教會稱之為大使命的Great Commission。
[00:07:36.000 --> 00:07:42.000]  Commission這個字在這裡解作任命和委託。
[00:07:42.000 --> 00:07:48.000]  不過,到底我們是否真的清楚大使命是說什麼呢?
[00:07:48.000 --> 00:07:52.000]  我們又有沒有履行這個大使命呢?
[00:07:52.000 --> 00:08:01.000]  如果沒有,那麼這個Great Commission就會變成Great Omission,即是大甩漏。
[00:08:01.000 --> 00:08:08.000]  為了防止甩漏,我們現在就一起來看看這個大使命的意義是什麼。
[00:08:08.000 --> 00:08:15.000]  大使命何大之有呢?為什麼要叫做大使命呢?
[00:08:15.000 --> 00:08:22.000]  這裡告訴我們,耶穌進前來的時候,對門徒說,
[00:08:22.000 --> 00:08:28.000]  天上地下所有的權柄都賜給我了。
[00:08:28.000 --> 00:08:32.000]  這裡的意思是,耶穌已經掌權了,
[00:08:32.000 --> 00:08:44.000]  祂擁有統治宇宙所有的權柄,而這個權柄正正就是祂接下來要頒佈的大使命的基礎。
[00:08:44.000 --> 00:08:51.000]  因此,在19開始的時候,就有兩個字,那兩個字是什麼呢?
[00:08:51.000 --> 00:09:07.000]  "所以",就是因為耶穌已經掌權,所以祂現在就將這個任命,這個使命,來委託那些門徒。
[00:09:07.000 --> 00:09:15.000]  這個情況就好像一個君主剛剛上任,坐上王位,
[00:09:15.000 --> 00:09:20.000]  他就任命那些臣子來承擔使命。
[00:09:20.000 --> 00:09:27.000]  這個使命之所以為大,正正就是因為這位大君王,
[00:09:27.000 --> 00:09:36.000]  這位掌管宇宙萬物的大君王所頒佈的,所以這是一個大使命。
[00:09:36.000 --> 00:09:39.000]  這個大使命的內容是什麼呢?
[00:09:39.000 --> 00:09:44.000]  我相信大家都應該會背的,大使命,我們一起來背吧。
[00:09:44.000 --> 00:09:55.000]  "所以,你們要去,使萬民作我的門徒,奉父子聖靈的名,給他們施洗。
[00:09:55.000 --> 00:10:00.000]  凡我所吩咐你們的,都教訓他們遵守。
[00:10:00.000 --> 00:10:06.000]  我就常與你們同在,直到世界的末了。"
[00:10:06.000 --> 00:10:15.000]  大家背得都很熟悉。在這短短的兩節裡面,其實有一個字是重複出現了三次。
[00:10:15.000 --> 00:10:20.000]  這是什麼字呢?這裡已經highlight了紅色。
[00:10:20.000 --> 00:10:25.000]  這個字的意思其實就是說"所有",
[00:10:25.000 --> 00:10:32.000]  所有的人民,所有我吩咐你們的,所有的時間。
[00:10:32.000 --> 00:10:38.000]  所有這個字其實就是顯示這個使命的廣泛性。
[00:10:38.000 --> 00:10:46.000]  它是針對所有信耶穌的人,所有信耶穌的人都要承擔這個使命,
[00:10:46.000 --> 00:10:58.000]  就是要使所有的人知道耶穌的吩咐,並且遵行,使所有的人成為門徒。
[00:10:58.000 --> 00:11:06.000]  這樣,耶穌就會在所有的時間都與我們同在,直到世界的末了。
[00:11:06.000 --> 00:11:11.000]  這是耶穌的應許。當我們履行了這個使命的時候,
[00:11:11.000 --> 00:11:17.000]  耶穌就應許我們常與我們同在。
[00:11:17.000 --> 00:11:25.000]  這個神與我們同在的訊息,其實在《馬太福音》的第一章也曾經出現。
[00:11:25.000 --> 00:11:34.000]  天使向約瑟顯現,吩咐他要迎娶瑪利亞,並且將生下來的孩子取名為耶穌,
[00:11:34.000 --> 00:11:40.000]  並且說這件事是要應驗先知所說的,必有同女生子,
[00:11:40.000 --> 00:11:47.000]  人要稱她的名為"爾瑪內利","爾瑪內利"就是神與人同在的意思。
[00:11:47.000 --> 00:11:54.000]  所以《馬太福音》是首尾呼應,一頭一尾都說出神與人同在的訊息。
