
[00:00:00.000 --> 00:00:03.000]  繼續講哥羅西書時
[00:00:03.000 --> 00:00:10.000]  今日這段經文由第十六章到第二十三節
[00:00:10.000 --> 00:00:19.200]  基本上是講到哥羅西真正面對甚麼異端
[00:00:19.200 --> 00:00:22.000]  剛才已經讀過
[00:00:22.000 --> 00:00:28.440]  一開始時已經講出他們所面對的其中一些困難
[00:00:28.440 --> 00:00:30.600]  或者一些危險的教導
[00:00:30.600 --> 00:00:35.400]  所以不區在飲食上或節期、月數、安息日
[00:00:35.400 --> 00:00:39.000]  都不可讓人論斷你們
[00:00:39.000 --> 00:00:41.000]  這裏究竟是講甚麼呢
[00:00:41.000 --> 00:00:45.000]  其中一個異端他們所面對的
[00:00:45.000 --> 00:00:51.000]  就是有一些人去教導剛剛信耶穌的基督徒
[00:00:51.000 --> 00:01:00.760]  他們說你們信耶穌其實是要做一些猶太教的規矩
[00:01:00.760 --> 00:01:08.760]  當中包括在飲食上要跟一些規則
[00:01:08.760 --> 00:01:12.360]  譬如有些猶太人不吃的東西也不要吃
[00:01:12.360 --> 00:01:15.360]  或者有些神不喜歡的東西
[00:01:15.360 --> 00:01:20.360]  譬如舊約不潔淨的食物也不要吃
[00:01:20.360 --> 00:01:24.360]  亦都要守某一些的節期
[00:01:24.360 --> 00:01:33.360]  當時來說當然有猶太教有雨節、住盤節、中乾節
[00:01:33.360 --> 00:01:36.360]  諸如此類有很多的節期
[00:01:36.360 --> 00:01:41.360]  亦都有一些特別的日子
[00:01:41.360 --> 00:01:43.360]  譬如月數
[00:01:43.360 --> 00:01:53.360]  當時除了一些聖經所教導的日子
[00:01:53.360 --> 00:01:58.360]  其實可能加插了一些我們自己的規矩要守
[00:01:58.360 --> 00:02:03.360]  亦都有安息日當然要做
[00:02:03.360 --> 00:02:06.360]  七天有一天是要安息的
[00:02:06.360 --> 00:02:08.360]  如果不做的時候
[00:02:08.360 --> 00:02:12.360]  有些人就會批評他們
[00:02:12.360 --> 00:02:14.360]  如果你不這樣做
[00:02:14.360 --> 00:02:17.360]  其實你是做不足
[00:02:17.360 --> 00:02:23.360]  你沒有資格去稱為一個基督徒
[00:02:23.360 --> 00:02:25.360]  當這樣說的時候
[00:02:25.360 --> 00:02:28.360]  當然是一個非常危險的教導
[00:02:28.360 --> 00:02:32.360]  因為雖然那些事情本身
[00:02:32.360 --> 00:02:34.360]  其實在保羅的角度來說
[00:02:34.360 --> 00:02:37.360]  其實是沒有所謂的
[00:02:37.360 --> 00:02:42.360]  保羅在哥羅西書中沒有詳細的說
[00:02:42.360 --> 00:02:46.360]  但在哥倫多前書已經很清楚的說
[00:02:46.360 --> 00:02:49.360]  有些事情做不做其實沒有所謂
[00:02:49.360 --> 00:02:51.360]  譬如你守不守節日
[00:02:51.360 --> 00:02:52.360]  沒有所謂
[00:02:52.360 --> 00:02:53.360]  你要守就守
[00:02:53.360 --> 00:02:54.360]  你不守就不守
[00:02:54.360 --> 00:02:57.360]  在羅馬書中亦有說
[00:02:57.360 --> 00:03:00.360]  有些人守日是為主守
[00:03:00.360 --> 00:03:02.360]  有些人守日是為主不守
[00:03:02.360 --> 00:03:04.360]  守日的為主守
[00:03:04.360 --> 00:03:06.360]  不守日的也是為主不守
[00:03:06.360 --> 00:03:11.360]  每個人按著你心裏的確信
[00:03:11.360 --> 00:03:12.360]  是怎樣是對的
[00:03:12.360 --> 00:03:15.360]  意見堅定地去做就可以了
[00:03:15.360 --> 00:03:17.360]  食物也是一樣
[00:03:17.360 --> 00:03:19.360]  保羅在哥倫多前書
[00:03:19.360 --> 00:03:21.360]  我們之前說哥倫多前書的時候
[00:03:21.360 --> 00:03:22.360]  都解釋過
[00:03:22.360 --> 00:03:25.360]  食物就不會叫神看重我們
[00:03:25.360 --> 00:03:31.360]  我們吃也無益不吃也無損
[00:03:31.360 --> 00:03:38.360]  不會說你多吃一些不潔淨的食物
[00:03:38.360 --> 00:03:41.360]  神就會懲罰你
[00:03:41.360 --> 00:03:45.360]  或者你不吃那些不潔淨的食物
[00:03:45.360 --> 00:03:47.360]  神就會看重你
[00:03:47.360 --> 00:03:49.360]  其實是沒有所謂的
[00:03:49.360 --> 00:03:53.360]  基本上保羅在哥倫多前書也好
[00:03:53.360 --> 00:03:54.360]  羅馬書也好
[00:03:54.360 --> 00:03:56.360]  都教導過這些
[00:03:56.360 --> 00:03:58.360]  但是在當時來說
[00:03:58.360 --> 00:04:03.360]  那些新的信徒面對著這樣的教導
[00:04:03.360 --> 00:04:07.360]  就感受到非常迷惑
[00:04:07.360 --> 00:04:12.360]  究竟是不是真的要做這些事呢
[00:04:12.360 --> 00:04:13.360]  究竟是不是真的要做這些事呢
[00:04:13.360 --> 00:04:14.360]  事實上
[00:04:14.360 --> 00:04:20.360]  做和不做本身不是最大的問題
[00:04:20.360 --> 00:04:23.360]  保羅剛才也說過
[00:04:23.360 --> 00:04:25.360]  在哥倫多前書也說過
[00:04:25.360 --> 00:04:28.360]  其實有時候你吃也好不吃也好
[00:04:28.360 --> 00:04:29.360]  只要你不叛道人
[00:04:29.360 --> 00:04:31.360]  基本上都沒有問題
[00:04:31.360 --> 00:04:33.360]  你喜歡吃豬肉就吃豬肉
[00:04:33.360 --> 00:04:37.360]  你喜歡吃蝦就吃蝦
[00:04:37.360 --> 00:04:40.360]  這些在舊約稱為不潔淨的食物
[00:04:40.360 --> 00:04:41.360]  在外邦人來說
[00:04:41.360 --> 00:04:43.360]  基本上是沒有所謂的
[00:04:43.360 --> 00:04:45.360]  但是這裡就牽涉到一個問題
[00:04:45.360 --> 00:04:48.360]  你說今時今日就沒有這些問題
[00:04:48.360 --> 00:04:51.360]  但其實這裡就牽涉到一個問題
[00:04:51.360 --> 00:04:55.360]  就是信仰的核心是什麼
[00:04:55.360 --> 00:04:58.360]  信仰的核心是什麼
[00:04:58.360 --> 00:05:01.360]  當然信仰包括很多方面
[00:05:01.360 --> 00:05:04.360]  信仰包括生活的部分
[00:05:04.360 --> 00:05:08.360]  你不只是做一個星期天的基督徒
[00:05:08.360 --> 00:05:10.360]  如果你只是做一個星期天的基督徒
[00:05:10.360 --> 00:05:11.360]  當然沒有所謂
[00:05:11.360 --> 00:05:13.360]  你最多不吃那些東西
[00:05:13.360 --> 00:05:14.360]  就星期天
[00:05:14.360 --> 00:05:17.360]  或者在教會的朋友面前就不吃
[00:05:17.360 --> 00:05:18.360]  但是你回到家裡
[00:05:18.360 --> 00:05:26.360]  你照樣吃蝦、蟹、豬、果子狸
[00:05:26.360 --> 00:05:29.360]  都沒有所謂的
[00:05:29.360 --> 00:05:32.360]  如果你只是信仰
