
[00:00:00.000 --> 00:00:04.940]  大家和我一起祈禱,我們一起預備思想聖經的說話
[00:00:04.940 --> 00:00:12.660]  真主,我們感謝祢
[00:00:12.660 --> 00:00:16.260]  祢是那位又真又活的上帝
[00:00:16.260 --> 00:00:19.740]  祢是我們天上的父親
[00:00:19.740 --> 00:00:23.760]  祢何等渴望將恩典賜給我們
[00:00:23.760 --> 00:00:28.480]  但祢更盼望我們懂得向祢尋求
[00:00:29.040 --> 00:00:31.160]  不是依靠人的勢力
[00:00:31.160 --> 00:00:34.460]  不是依靠人的資源、才能
[00:00:34.460 --> 00:00:38.580]  而是依靠祢的靈、生活、行事
[00:00:38.580 --> 00:00:41.820]  主,今次我們到祢面前來感謝祢
[00:00:41.820 --> 00:00:43.520]  讓我們可以敬拜祢
[00:00:43.520 --> 00:00:47.300]  能夠有健康、有力量來敬拜
[00:00:47.300 --> 00:00:50.780]  每一次、每一次都是出於祢的恩惠
[00:00:50.780 --> 00:00:53.820]  如今我們到祢面前來
[00:00:53.820 --> 00:00:59.400]  主,我們尋求祢聖靈的真理、的保守
[00:00:59.400 --> 00:01:02.600]  讓我們在祢的面前領受祢的真道
[00:01:02.600 --> 00:01:04.500]  領受天上的糧食
[00:01:04.500 --> 00:01:06.800]  我們的生命可以得堅固
[00:01:06.800 --> 00:01:09.120]  也祈求主在這段時間
[00:01:09.120 --> 00:01:11.080]  祢賜下祢的同在
[00:01:11.080 --> 00:01:13.560]  施恩於我們眾弟兄妹
[00:01:13.560 --> 00:01:15.320]  我們仰望、祈禱
[00:01:15.320 --> 00:01:17.840]  奉耶穌基督,聖名祈求
[00:01:17.840 --> 00:01:18.840]  阿門
[00:01:21.500 --> 00:01:25.120]  我們今天讀的聖經《路加福音》第十一章
[00:01:25.120 --> 00:01:27.960]  是主耶穌教導我們祈禱
[00:01:27.960 --> 00:01:31.620]  也勉勵我們不要灰心
[00:01:31.620 --> 00:01:34.480]  是要常常向主祈禱
[00:01:34.480 --> 00:01:37.480]  勉勵我們相信
[00:01:37.480 --> 00:01:40.720]  這位上帝是真正聽人祈禱的上帝
[00:01:40.720 --> 00:01:43.040]  講起祈禱的時候
[00:01:43.040 --> 00:01:45.680]  我自己相信大家都會認同一件事情
[00:01:45.680 --> 00:01:47.580]  就是對於教徒來說
[00:01:47.580 --> 00:01:50.720]  祈禱的確是我們最大的權利
[00:01:52.480 --> 00:01:53.640]  或者我們覺得
[00:01:53.640 --> 00:01:55.920]  我們理所當然可以向神祈禱
[00:01:55.920 --> 00:01:57.080]  我們是教徒
[00:01:57.080 --> 00:01:59.120]  但當你小心再想的時候
[00:01:59.120 --> 00:02:00.240]  你會體會
[00:02:00.240 --> 00:02:03.400]  其實人可以向神祈禱
[00:02:03.400 --> 00:02:06.400]  是一件奇妙的事情
[00:02:06.400 --> 00:02:10.080]  各位掌管天地永恆的上帝
[00:02:10.080 --> 00:02:14.740]  樂意去聽一個塵土所造的人
[00:02:14.740 --> 00:02:16.960]  來向祂祈禱
[00:02:16.960 --> 00:02:19.240]  是一件奇妙的事情
[00:02:19.780 --> 00:02:22.420]  不僅是祂聽,而且是祂應許
[00:02:22.420 --> 00:02:25.400]  祂要為等候祂的人行事
[00:02:25.400 --> 00:02:28.200]  上帝為人做事
[00:02:28.200 --> 00:02:31.720]  這正正是一個極大的奇妙的事情
[00:02:31.720 --> 00:02:36.280]  當我們領受這一份權利的時候
[00:02:36.280 --> 00:02:37.640]  我們要留意
[00:02:37.640 --> 00:02:39.680]  人生有很多不同的事情
[00:02:39.680 --> 00:02:42.120]  如果你要去領受恩典
[00:02:42.120 --> 00:02:43.800]  你必須祈禱
[00:02:43.800 --> 00:02:46.040]  如果你不去祈禱
[00:02:46.040 --> 00:02:48.120]  你會有很大的損失
[00:02:48.360 --> 00:02:50.600]  正如聖經《雅各書》說到
[00:02:50.600 --> 00:02:54.920]  「你們得不著,是因為你們不求」
[00:02:54.920 --> 00:02:59.200]  你不求,你會失去恩典
[00:02:59.200 --> 00:03:02.160]  你會看到上帝有一個計劃
[00:03:02.160 --> 00:03:03.920]  就是祂的旨意
[00:03:03.920 --> 00:03:07.160]  就是祂選擇藉著人的祈禱
[00:03:07.160 --> 00:03:09.160]  向人施恩典
[00:03:09.160 --> 00:03:11.880]  祂選擇藉著人的祈禱
[00:03:11.880 --> 00:03:14.320]  去成就祂自己的大事
[00:03:14.320 --> 00:03:17.320]  所以當我們講到祈禱的時候
[00:03:17.320 --> 00:03:19.640]  不是一種可有可無
[00:03:19.640 --> 00:03:24.320]  例如:你偶爾有空,有什麼事就去祈禱吧
[00:03:24.320 --> 00:03:25.520]  不是
[00:03:25.520 --> 00:03:30.360]  而是神給人一個極大的蒙恩的途徑
[00:03:30.360 --> 00:03:33.160]  當我們在香港生活的時候
[00:03:33.160 --> 00:03:35.160]  我們體會到其實有很多時候
[00:03:35.160 --> 00:03:37.880]  有太多忙碌的事情
[00:03:37.880 --> 00:03:41.640]  使我們不禱告
[00:03:41.640 --> 00:03:44.440]  因此當你再看聖經裡面
[00:03:44.440 --> 00:03:46.200]  主耶穌對我們的勉勵的時候
[00:03:46.200 --> 00:03:50.600]  你知道主是帶著一種愛去勉勵我們
[00:03:50.600 --> 00:03:52.600]  你一定要祈禱
[00:03:52.600 --> 00:03:54.440]  不要灰心
[00:03:54.440 --> 00:03:56.120]  向上尋求上帝
[00:03:56.120 --> 00:03:59.240]  以至我們可以得到神要給我們的恩惠
[00:03:59.240 --> 00:04:01.760]  今天當我們讀到《路加福音》十一章的時候
[00:04:01.760 --> 00:04:04.400]  是其中一段主耶穌在福音書裡面
[00:04:04.400 --> 00:04:07.160]  提及關於禱告的信息
[00:04:07.160 --> 00:04:08.560]  裡面提到主禱文
[00:04:08.560 --> 00:04:11.000]  也是主教導門徒的禱告
[00:04:11.000 --> 00:04:14.440]  我們嘗試從其中特別思想兩個的重點
[00:04:14.440 --> 00:04:16.560]  然後主耶穌再說一個比喻
[00:04:16.560 --> 00:04:17.840]  一個比方
[00:04:17.840 --> 00:04:18.840]  告訴我們
[00:04:18.840 --> 00:04:21.040]  你放心你祈禱的時候
[00:04:21.040 --> 00:04:23.440]  神一定會聽
[00:04:23.440 --> 00:04:27.240]  我們先看看開始的那一段經文
[00:04:27.240 --> 00:04:30.400]  十一章開始的時候
[00:04:30.400 --> 00:04:32.360]  主耶穌自己祈禱
[00:04:32.360 --> 00:04:34.160]  門徒看到之後
[00:04:34.160 --> 00:04:35.600]  看到祂的榜樣
[00:04:35.600 --> 00:04:36.240]  大家留意
[00:04:36.240 --> 00:04:38.400]  其實連我們的主自己
[00:04:38.400 --> 00:04:40.640]  在地上的時候祂都祈禱
[00:04:40.640 --> 00:04:42.440]  何況我們
[00:04:42.440 --> 00:04:44.120]  因此門徒看到這樣的情況
[00:04:44.120 --> 00:04:45.240]  看到主的榜樣
[00:04:45.240 --> 00:04:46.120]  就去問主
[00:04:46.120 --> 00:04:48.440]  你教我們怎樣祈禱
[00:04:48.440 --> 00:04:51.320]  我們有時候真的不知道怎樣祈禱
[00:04:51.320 --> 00:04:54.240]  主耶穌就開始教他們禱告
[00:04:54.240 --> 00:04:56.640]  然後一開始主就說
[00:04:56.640 --> 00:04:58.320]  耶穌說第二節
[00:04:58.320 --> 00:05:01.320]  你們禱告的時候要說
[00:05:01.320 --> 00:05:06.200]  父啊願祢的名被尊為聖
[00:05:06.200 --> 00:05:07.800]  一開始就講述到
[00:05:07.800 --> 00:05:11.120]  你們向天父祈禱
[00:05:11.120 --> 00:05:12.240]  我們覺得很平常
[00:05:12.240 --> 00:05:13.840]  我們平時祈禱都會說
[00:05:13.840 --> 00:05:16.040]  天父啊天父啊
[00:05:16.040 --> 00:05:17.640]  但對於當時猶太人來講
[00:05:17.640 --> 00:05:19.440]  他們覺得很驚訝
[00:05:19.440 --> 00:05:24.560]  因為他們絕少直接稱呼上帝為天父
[00:05:24.560 --> 00:05:26.520]  他們會稱呼神
[00:05:26.520 --> 00:05:28.200]  耶和華上帝
[00:05:28.200 --> 00:05:31.920]  但是不會說天父
[00:05:31.920 --> 00:05:34.240]  但主耶穌祂的祈禱
[00:05:34.240 --> 00:05:37.040]  常常都是天父
[00:05:37.040 --> 00:05:39.120]  還有祂有教導祂的門徒
[00:05:39.120 --> 00:05:42.440]  你們向天父祈禱
[00:05:42.440 --> 00:05:44.280]  弟兄姊妹不要忘記
[00:05:44.280 --> 00:05:47.360]  你有一位天父
[00:05:47.360 --> 00:05:49.520]  一位祂愛你的父
[00:05:49.520 --> 00:05:50.680]  愛你的
[00:05:50.680 --> 00:05:53.760]  關心你的父親
[00:05:53.760 --> 00:05:54.800]  大家都會體驗的
[00:05:54.800 --> 00:05:56.480]  如果有些事情你需要人幫助
[00:05:56.480 --> 00:05:57.520]  你找人幫助的時候
[00:05:57.520 --> 00:05:58.920]  你知道祂很關心你
[00:05:58.920 --> 00:06:00.640]  祂很愛護你的
[00:06:00.640 --> 00:06:03.160]  你就可以放心找祂幫忙
[00:06:03.160 --> 00:06:05.200]  不過有些時候你會發覺
[00:06:05.200 --> 00:06:07.480]  愛莫能助
[00:06:07.480 --> 00:06:08.040]  祂疼你
[00:06:08.040 --> 00:06:11.360]  不過祂沒有力量幫不到
[00:06:11.360 --> 00:06:13.040]  但是先講到一位的父親
[00:06:13.040 --> 00:06:15.160]  是天上的父親
[00:06:15.160 --> 00:06:18.080]  祂掌管著天地萬有
