
[00:00:00.000 --> 00:00:03.600]  今天教會舉行浸禮
[00:00:03.600 --> 00:00:05.540]  我講到的題目是
[00:00:05.540 --> 00:00:09.760]  「耶穌的洗禮」和「你的洗禮」
[00:00:09.760 --> 00:00:13.120]  首先讓我為大家讀一段經文
[00:00:13.120 --> 00:00:19.280]  是記載在《馬太福音》第三章第五節到第十五節
[00:00:19.280 --> 00:00:23.600]  那段經文是記載耶穌洗禮的經過
[00:00:23.600 --> 00:00:26.880]  《馬太福音》第三章第五節說
[00:00:26.880 --> 00:00:31.360]  那時耶路撒冷和猶太傳遞
[00:00:31.360 --> 00:00:34.960]  並約旦河一帶地方的人
[00:00:34.960 --> 00:00:38.080]  都出去到約翰那裡
[00:00:38.080 --> 00:00:41.840]  (約翰就是施洗約翰)
[00:00:41.840 --> 00:00:42.960]  到那裡做什麼呢?
[00:00:42.960 --> 00:00:45.200]  就承認他們的罪
[00:00:45.200 --> 00:00:49.040]  在約旦河裡受他的洗
[00:00:49.040 --> 00:00:55.760]  約翰看見許多伐利賽人和撒都哥人也來受洗
[00:00:55.760 --> 00:00:58.240]  就對他們說
[00:00:58.240 --> 00:00:59.920]  「毒蛇的種類
[00:00:59.920 --> 00:01:05.280]  誰指示你們逃避將來的憤怒呢?
[00:01:05.280 --> 00:01:07.440]  你們要結出果子來
[00:01:07.440 --> 00:01:10.560]  與悔改的心相稱
[00:01:10.560 --> 00:01:16.400]  不要自己心裡說有阿伯拉罕為我們的祖宗
[00:01:16.400 --> 00:01:17.680]  我告訴你們
[00:01:17.680 --> 00:01:20.680]  神能夠從這些石頭裡
[00:01:20.680 --> 00:01:24.560]  給阿伯拉罕興起子孫來
[00:01:24.560 --> 00:01:28.720]  現在這個斧子(斧頭)已經放在樹根上
[00:01:28.720 --> 00:01:31.280]  凡不跌好果子的樹
[00:01:31.280 --> 00:01:32.560]  就砍下來
[00:01:32.560 --> 00:01:34.560]  凋在火裡」
[00:01:34.560 --> 00:01:37.280]  約翰在第十一節對他們說
[00:01:37.280 --> 00:01:39.600]  「我是用水為你們施洗
[00:01:39.600 --> 00:01:41.200]  叫你們悔改
[00:01:41.200 --> 00:01:44.160]  但是有一位在我耳後來的
[00:01:44.160 --> 00:01:46.160]  他的能力比我大
[00:01:46.160 --> 00:01:50.000]  我就是跟他拿著鞋子都不配
[00:01:50.000 --> 00:01:54.480]  他要用聖靈和火為你們施洗
[00:01:54.480 --> 00:01:56.800]  他的手裡拿著播機
[00:01:56.800 --> 00:01:59.040]  要釀靜他的牆
[00:01:59.040 --> 00:02:01.360]  把墨紙收在瘡裡
[00:02:01.360 --> 00:02:06.400]  把腔用不滅的火燒盡了」
[00:02:06.400 --> 00:02:09.920]  當下耶穌從加利利來到約旦河
[00:02:09.920 --> 00:02:11.280]  見到約翰
[00:02:11.280 --> 00:02:14.000]  就要接受約翰的洗禮
[00:02:14.000 --> 00:02:16.240]  約翰想要攔著他說
[00:02:16.240 --> 00:02:18.800]  「我應當受你的洗禮
[00:02:18.800 --> 00:02:22.160]  為什麼你要來受我的洗禮?」
[00:02:22.160 --> 00:02:26.080]  耶穌回答他「你暫且聽我
[00:02:26.080 --> 00:02:29.200]  因為我們理當
[00:02:29.200 --> 00:02:33.680]  這樣去盡諸般的義」
[00:02:33.680 --> 00:02:37.920]  於是約翰就許了他
[00:02:37.920 --> 00:02:40.320]  各位弟兄姊妹朋友
[00:02:40.320 --> 00:02:44.560]  今天的浸禮是很高興的事
[00:02:44.560 --> 00:02:47.440]  我們跟大家去思想這段經文
[00:02:47.440 --> 00:02:48.800]  都很有意思
[00:02:48.800 --> 00:02:52.400]  耶穌的洗禮和你的洗禮有什麼關係呢?
[00:02:52.400 --> 00:02:55.200]  剛才讀經文提到施洗約翰
[00:02:55.200 --> 00:02:57.760]  在約旦河為人洗禮
[00:02:57.760 --> 00:03:03.280]  施洗約翰開辦的洗禮班非常精簡
[00:03:03.280 --> 00:03:05.440]  幾分鐘就上完
[00:03:05.440 --> 00:03:07.280]  第一句就說
[00:03:07.280 --> 00:03:09.280]  「毒蛇的種類
[00:03:09.280 --> 00:03:13.360]  誰指示你們逃避將來的憤怒?」
[00:03:13.360 --> 00:03:15.440]  一句這麼清楚
[00:03:15.440 --> 00:03:17.360]  相對約翰來看
[00:03:17.360 --> 00:03:20.720]  我今天就溫柔很多
[00:03:20.720 --> 00:03:22.000]  或者你會奇怪
[00:03:22.000 --> 00:03:24.880]  為什麼施洗約翰要這樣罵他們呢?
[00:03:24.880 --> 00:03:26.720]  其實是有段故事的
[00:03:26.720 --> 00:03:30.640]  我要跟大家講一下洗禮的歷史
[00:03:30.640 --> 00:03:33.840]  洗禮不是施洗約翰發明的
[00:03:33.840 --> 00:03:35.840]  其實在舊約時代
[00:03:35.840 --> 00:03:38.240]  猶太人已經有洗禮
[00:03:38.240 --> 00:03:40.400]  你會說「猶太人洗禮的嗎?」
[00:03:40.400 --> 00:03:42.400]  不是猶太人自己洗禮
[00:03:42.400 --> 00:03:45.040]  是猶太人為外邦人洗禮
[00:03:45.040 --> 00:03:48.720]  因為有些外邦人明白洗禮
[00:03:48.720 --> 00:03:51.520]  他知道猶太人所信的上帝
[00:03:51.520 --> 00:03:53.040]  才是真神
[00:03:53.040 --> 00:03:55.520]  才是創造天地的上帝
[00:03:55.520 --> 00:03:58.960]  他們就想加入猶太教
[00:03:58.960 --> 00:04:02.000]  在舊約一個外邦人要加入猶太教
[00:04:02.000 --> 00:04:04.080]  有三件事要做
[00:04:04.080 --> 00:04:06.080]  有三個步驟
[00:04:06.080 --> 00:04:08.800]  第一就是受國禮
[00:04:08.800 --> 00:04:13.360]  國禮的意思就是承認人的本質有罪
[00:04:13.360 --> 00:04:16.480]  而且這個罪是一代傳給一代
[00:04:16.480 --> 00:04:19.600]  影響到全人類的
[00:04:19.600 --> 00:04:22.720]  所以第一件事要做就是受國禮
[00:04:22.720 --> 00:04:25.280]  第二件事要做就是受水禮
[00:04:25.280 --> 00:04:26.480]  就是浸禮
[00:04:26.480 --> 00:04:30.000]  浸禮的意思就是埋葬
[00:04:30.000 --> 00:04:35.280]  受洗的外邦人願意捨棄以前外邦的生活
[00:04:35.280 --> 00:04:37.840]  離開以前犯罪的環境
[00:04:37.840 --> 00:04:41.440]  因為浸禮,浸在水裏即是死了
[00:04:41.440 --> 00:04:44.080]  即是脫離,分開的意思
[00:04:44.080 --> 00:04:47.360]  離開以前犯罪的環境
[00:04:47.360 --> 00:04:51.760]  第三件事要做就是將一隻動物
[00:04:51.760 --> 00:04:53.760]  一隻製牲獻給神
[00:04:53.760 --> 00:04:57.360]  這位入猶太教的外邦人
[00:04:57.360 --> 00:05:00.880]  第一次向耶和華獻祭
[00:05:00.880 --> 00:05:02.880]  但不是唯一一次
[00:05:02.880 --> 00:05:04.880]  他都跟其他猶太人一樣
[00:05:04.880 --> 00:05:07.600]  以後一生都要這樣做
[00:05:07.600 --> 00:05:10.560]  因為人是不奪的犯罪
[00:05:10.560 --> 00:05:13.680]  所以不奪的要獻祭來贖罪
[00:05:13.680 --> 00:05:15.680]  好了
[00:05:15.680 --> 00:05:18.480]  三件事要做才可以歸入猶太教
[00:05:18.480 --> 00:05:20.480]  國禮、浸禮和獻祭
[00:05:20.480 --> 00:05:23.200]  到了施洗約翰的時候
[00:05:23.200 --> 00:05:25.200]  他的洗禮就有點不同
[00:05:25.200 --> 00:05:29.120]  施洗約翰是舊約最後一位先知
[00:05:29.120 --> 00:05:31.840]  也是耶穌基督的先行者
[00:05:31.840 --> 00:05:34.480]  他是為基督預備道路的
[00:05:34.480 --> 00:05:38.560]  所以施洗約翰是將舊約和新約連貫起來
[00:05:38.560 --> 00:05:42.160]  在《馬太福音》第三章第二字
[00:05:42.160 --> 00:05:43.280]  施洗約翰說:
[00:05:43.280 --> 00:05:46.800]  「天國近了,你們應當悔改」
[00:05:46.800 --> 00:05:51.360]  約翰施行的洗禮就是悔改的洗禮
[00:05:51.360 --> 00:05:53.920]  這裡就產生一個問題
[00:05:53.920 --> 00:05:57.600]  猶太人認為自己是阿伯拉罕的子孫
[00:05:57.600 --> 00:06:00.720]  即是納約之子
[00:06:00.720 --> 00:06:04.480]  是以神的選民來自豪
[00:06:04.480 --> 00:06:10.240]  洗禮是為那些外邦人想加入猶太人而設的
[00:06:10.240 --> 00:06:14.720]  為什麼猶太人自己要去施洗約翰洗禮呢?
[00:06:14.720 --> 00:06:19.440]  原因是有一些猶太人發現
[00:06:19.440 --> 00:06:22.320]  自己雖然是阿伯拉罕的子孫
[00:06:22.320 --> 00:06:25.280]  但仍然受到罪的捆綁
[00:06:25.280 --> 00:06:28.160]  需要悔改、需要潔淨
[00:06:28.160 --> 00:06:33.280]  所以他們就來到施洗約翰接受悔改的洗禮
[00:06:33.280 --> 00:06:37.840]  當施洗約翰為猶太人洗禮的時候
[00:06:37.840 --> 00:06:39.840]  他特別提到耶穌
[00:06:39.840 --> 00:06:43.280]  「我是用水為你們施洗,叫你們悔改
[00:06:43.280 --> 00:06:46.480]  但在我以後來的這一位能力比我大
[00:06:46.480 --> 00:06:49.360]  我就是給他提鞋也不配」
[00:06:49.360 --> 00:06:51.520]  即是拿著一雙鞋也不配
[00:06:51.520 --> 00:06:54.640]  「他要用聖鍊和火為你們施洗
[00:06:54.640 --> 00:06:56.640]  他手裡拿著播機
[00:06:56.640 --> 00:06:58.480]  要揚靜他的牆
[00:06:58.480 --> 00:07:00.320]  把墨紙收在倉裡
[00:07:00.320 --> 00:07:04.560]  把坑用不滅的火燒盡」
[00:07:04.560 --> 00:07:06.640]  從這裡我們看到施洗約翰
[00:07:06.640 --> 00:07:08.080]  他明白、很清楚
[00:07:08.080 --> 00:07:12.560]  他自己是為耶穌基督預備道路
[00:07:12.560 --> 00:07:15.760]  So far, so good
[00:07:15.760 --> 00:07:18.080]  但是到了《馬太福音》第三章
[00:07:18.080 --> 00:07:20.160]  就有一件奇怪的事發生
[00:07:20.160 --> 00:07:21.920]  耶穌來到約翰那裡
[00:07:21.920 --> 00:07:24.160]  竟然要受約翰的洗禮
[00:07:24.160 --> 00:07:25.680]  約翰就馬上問
[00:07:25.680 --> 00:07:28.000]  「我應該受你的洗
[00:07:28.000 --> 00:07:31.200]  你反倒上我這裏來嗎?」
[00:07:31.200 --> 00:07:35.600]  你留意到當伐尼塞人和撒都哥人
[00:07:35.600 --> 00:07:36.960]  上來洗禮的時候
[00:07:36.960 --> 00:07:39.600]  約翰就認為他們不配受洗禮
[00:07:39.600 --> 00:07:42.080]  因為他們沒有悔改
[00:07:42.080 --> 00:07:44.560]  但是當耶穌基督來洗禮的時候
[00:07:44.560 --> 00:07:47.040]  約翰就覺得自己不配
[00:07:47.040 --> 00:07:48.640]  為耶穌基督洗禮
[00:07:48.640 --> 00:07:51.120]  因為約翰知道耶穌基督是尼塞亞
[00:07:51.120 --> 00:07:52.080]  是從神而來的
[00:07:52.080 --> 00:07:52.720]  是沒有罪的
[00:07:52.720 --> 00:07:53.920]  自己是有罪的
[00:07:53.920 --> 00:07:55.360]  既然耶穌基督沒有罪
[00:07:55.360 --> 00:07:58.160]  為什麼要受一個有罪的人
[00:07:58.160 --> 00:08:00.960]  約翰來和祂施洗呢?
[00:08:00.960 --> 00:08:03.680]  但是耶穌基督堅持要接受祂的洗禮
[00:08:03.680 --> 00:08:04.640]  為什麼?
[00:08:04.640 --> 00:08:08.080]  耶穌基督的洗禮是代表什麼呢?
[00:08:08.080 --> 00:08:09.760]  其實耶穌基督的洗禮
[00:08:09.760 --> 00:08:12.640]  是代表祂的死和復活
[00:08:12.640 --> 00:08:14.160]  祂在十字架上的死
[00:08:14.160 --> 00:08:16.160]  和祂第三天的復活
[00:08:16.160 --> 00:08:18.960]  有兩節經文可以幫助我們明白
[00:08:18.960 --> 00:08:22.000]  耶穌基督要洗禮的意義
[00:08:22.000 --> 00:08:24.960]  如果你打開《路加福音》第十二章
