
[00:00:00.000 --> 00:00:04.160]  感謝神這些年帶領我們跟嘉義基督教醫院
[00:00:04.160 --> 00:00:08.480]  跟臺灣信義會有非常美好的連結
[00:00:08.480 --> 00:00:10.880]  雖然我們是在不同的地方
[00:00:10.880 --> 00:00:12.040]  有不同的背景
[00:00:12.040 --> 00:00:16.200]  甚至我們教會的背景也都不同
[00:00:16.200 --> 00:00:20.440]  但在主的裡面我們卻同有一個使命
[00:00:20.440 --> 00:00:22.260]  同有一個心志
[00:00:22.260 --> 00:00:25.040]  一同為福音打那美好的仗
[00:00:25.040 --> 00:00:27.680]  你們就好像保羅在剛才
[00:00:27.680 --> 00:00:30.200]  田伯代後書第四章的經文講說
[00:00:30.200 --> 00:00:33.120]  那美好的仗我已經打過了
[00:00:33.120 --> 00:00:35.760]  他說那是一個美好的仗
[00:00:35.760 --> 00:00:38.600]  也是一個他當打的仗
[00:00:38.600 --> 00:00:40.720]  不是他自己要打的仗
[00:00:40.720 --> 00:00:43.600]  卻是主要他打的仗
[00:00:43.600 --> 00:00:45.880]  在保羅的侍奉過程當中
[00:00:45.880 --> 00:00:49.240]  我們看見他非常的清楚明白
[00:00:49.240 --> 00:00:52.120]  他所處的每一個環境
[00:00:52.120 --> 00:00:57.000]  他也非常清楚明白他所面對的每一場征戰
[00:00:57.000 --> 00:01:04.160]  而更重要的是他更懂得選擇打那當打的仗
[00:01:04.160 --> 00:01:09.040]  對保羅來講環境可以捆鎖他
[00:01:09.040 --> 00:01:11.600]  仇敵可以攻擊他
[00:01:11.600 --> 00:01:15.360]  甚至教會的弟兄姐妹可以誤會他
[00:01:15.360 --> 00:01:19.000]  但有一場戰爭也是最重要的戰爭
[00:01:19.000 --> 00:01:22.080]  是必須要贏的不能夠失去的
[00:01:22.080 --> 00:01:26.640]  那就是主的福音必須要被傳開
[00:01:26.640 --> 00:01:30.880]  弟兄姐妹這在我們整個人生的過程當中
[00:01:30.880 --> 00:01:34.320]  是一個非常重要的提醒
[00:01:34.320 --> 00:01:36.320]  那個提醒就是
[00:01:36.320 --> 00:01:41.560]  嘿 不要上錯戰場打錯仗
[00:01:41.560 --> 00:01:42.560]  你們
[00:01:42.560 --> 00:01:46.760]  跟你們說不要上錯戰場打錯仗
[00:01:46.760 --> 00:01:50.440]  今天我看見有太多人在人生的過程當中
[00:01:50.440 --> 00:01:54.000]  就是不斷的上錯戰場
[00:01:54.000 --> 00:01:56.760]  不斷的打錯仗
[00:01:56.760 --> 00:01:59.920]  常常只是為了一些枝節
[00:01:59.920 --> 00:02:03.200]  真的你死我活
[00:02:03.200 --> 00:02:07.520]  結果不但為別人帶來極大的傷害
[00:02:07.520 --> 00:02:11.440]  而且自己也失去了神的祝福
[00:02:11.440 --> 00:02:14.560]  所以今天我們要從兩方面
[00:02:14.560 --> 00:02:16.920]  今天講到不是三點
[00:02:16.920 --> 00:02:19.440]  兩方面
[00:02:19.440 --> 00:02:24.240]  我們來看怎麼樣能夠為主打那當打的仗
[00:02:24.240 --> 00:02:25.360]  你們
[00:02:25.360 --> 00:02:26.680]  第一個
[00:02:26.680 --> 00:02:28.240]  不要上錯戰場
[00:02:28.240 --> 00:02:31.280]  跟你媽說不要上錯戰場
[00:02:31.280 --> 00:02:32.800]  太重要了
[00:02:32.800 --> 00:02:35.320]  因為戰場一上錯
[00:02:35.320 --> 00:02:38.320]  你自然就會打錯仗
[00:02:38.320 --> 00:02:40.280]  所以在還沒有上戰場之前
[00:02:40.280 --> 00:02:44.800]  你要搞清楚你到底在打什麼仗
[00:02:44.800 --> 00:02:48.560]  你還記得當保羅在寫菲律賓書的時候
[00:02:48.560 --> 00:02:51.160]  其實他是在監獄裡面
[00:02:51.160 --> 00:02:52.640]  他之所以在監獄裡面
[00:02:52.640 --> 00:02:55.120]  不是因為他做錯什麼事情
[00:02:55.120 --> 00:02:59.640]  他乃是為福音的緣故被關在監獄裡面
[00:02:59.640 --> 00:03:01.080]  不但他在監獄裡面
[00:03:01.080 --> 00:03:09.120]  而且當時他被教會很多弟兄姐妹攻擊批評誤解他
[00:03:09.120 --> 00:03:12.240]  他之所以被批評也不是因為他做錯什麼事情
[00:03:12.240 --> 00:03:16.840]  事實上是因為當時很多教會的弟兄嫉妒他
[00:03:16.840 --> 00:03:23.760]  本來保羅可以選擇在任何一個戰場為自己辯解的
[00:03:23.760 --> 00:03:24.920]  但你想想看
[00:03:24.920 --> 00:03:27.400]  如果他這樣做
[00:03:27.400 --> 00:03:34.560]  他不就是會被捲入那永無止境的漩渦裡面去了嗎
[00:03:34.560 --> 00:03:36.440]  當你不斷的為自己辯解
[00:03:36.440 --> 00:03:39.680]  越辯解越走不出來
[00:03:39.680 --> 00:03:41.080]  但我們看見保羅沒有這樣
[00:03:41.080 --> 00:03:42.360]  保羅怎麼說呢
[00:03:42.360 --> 00:03:44.640]  菲律賓書第一章第十八節
[00:03:44.640 --> 00:03:45.960]  他說這又何妨呢
[00:03:45.960 --> 00:03:47.320]  或是假意或真心
[00:03:47.320 --> 00:03:48.880]  無論怎麼樣
[00:03:48.880 --> 00:03:53.600]  基督究竟被傳開了
[00:03:53.600 --> 00:03:55.520]  為此我就歡喜
[00:03:55.520 --> 00:03:57.560]  並且還要歡喜
[00:03:57.560 --> 00:03:59.640]  換句話說So what
[00:03:59.640 --> 00:04:02.280]  就在這一切攻擊So what
[00:04:02.280 --> 00:04:04.960]  這一切捆綁So what
[00:04:04.960 --> 00:04:07.320]  最重要的是基督被傳開
[00:04:07.320 --> 00:04:11.400]  感謝神他並沒有選錯戰場
[00:04:11.400 --> 00:04:15.880]  所以他才能夠專心打主要他所打的仗
[00:04:15.880 --> 00:04:16.960]  你們
[00:04:16.960 --> 00:04:20.240]  我們看見不要上錯戰場
[00:04:20.240 --> 00:04:22.120]  也許你才問說那牧師
[00:04:22.120 --> 00:04:27.360]  在我們人生當中有什麼戰場是我們常常選錯的呢
[00:04:27.360 --> 00:04:28.200]  三種戰場
[00:04:28.200 --> 00:04:29.200]  第一個
[00:04:29.200 --> 00:04:30.560]  個性的戰場
[00:04:30.560 --> 00:04:33.800]  跟你們說個性的戰場
[00:04:33.800 --> 00:04:38.040]  我們人常常就是因為個性彼此的不同
[00:04:38.040 --> 00:04:41.200]  我們很容易彼此相爭不是嗎
[00:04:41.200 --> 00:04:43.560]  我們卻忽略了個性的不同
[00:04:43.560 --> 00:04:46.320]  雖然在表面上看起來是衝突
[00:04:46.320 --> 00:04:49.480]  但實際上在人際關係當中
[00:04:49.480 --> 00:04:55.040]  是一個非常重要的一個互補的作用在這裡
[00:04:55.040 --> 00:04:56.760]  正常在教會裡面
[00:04:56.760 --> 00:05:01.520]  一討論起事情來就會發現有些人是比較理想主義的
[00:05:01.520 --> 00:05:04.000]  有些人比較實用主義
[00:05:04.000 --> 00:05:07.960]  所以一討論起來就是問題重重
[00:05:07.960 --> 00:05:10.800]  但是事實上請問理想重不重要啊
[00:05:10.800 --> 00:05:11.640]  重要
[00:05:11.640 --> 00:05:13.520]  實用重不重要
[00:05:13.520 --> 00:05:15.080]  也很重要
[00:05:15.080 --> 00:05:18.800]  兩者是要互補的嘛
[00:05:18.800 --> 00:05:21.360]  每次開會的時候也是這樣
[00:05:21.360 --> 00:05:23.160]  有些人性質很急
[00:05:23.160 --> 00:05:26.560]  兩三下臉色就不大好看
[00:05:26.560 --> 00:05:28.880]  有些人個性比較慢
[00:05:28.880 --> 00:05:33.440]  考慮再三還是無法做決定
[00:05:33.440 --> 00:05:37.600]  所以像中國話所說急驚風就碰到慢郎中
[00:05:37.600 --> 00:05:39.800]  那怎麼辦呢
[00:05:39.800 --> 00:05:43.920]  但事實上急的人是很容易落入主觀當中的嘛
[00:05:43.920 --> 00:05:47.800]  慢的人是很需要信心跟勇敢的嘛
[00:05:47.800 --> 00:05:51.720]  這兩者也是需要彼此互補的
[00:05:51.720 --> 00:05:53.720]  多少時候我們在教會裡面就看見
[00:05:53.720 --> 00:05:57.400]  其實大家都是為教會的好處
[00:05:57.400 --> 00:06:01.280]  可是我們卻常常落入個性的戰場當中
[00:06:01.280 --> 00:06:03.520]  彼此相爭
[00:06:03.520 --> 00:06:08.160]  反而我們忘記了到底為何而戰
[00:06:08.160 --> 00:06:10.440]  在家庭當中也是這樣子
[00:06:10.440 --> 00:06:15.360]  多少的夫妻就是為了個性不和再吵架
[00:06:15.360 --> 00:06:17.760]  我們一天到晚爭來爭去
[00:06:17.760 --> 00:06:19.960]  到底想要是誰對誰錯
[00:06:19.960 --> 00:06:22.000]  但事實上無論誰對誰錯
[00:06:22.000 --> 00:06:27.480]  誰輸誰贏都為這個家庭帶來極大的一個傷害嘛
[00:06:27.480 --> 00:06:29.920]  其實這麼多年來我做婚姻輔導
[00:06:29.920 --> 00:06:32.560]  我就明白一件事情
[00:06:32.560 --> 00:06:34.720]  一個美滿的婚姻
[00:06:34.720 --> 00:06:38.200]  永遠不是因為對方被改變了
[00:06:38.200 --> 00:06:39.520]  Hello
[00:06:39.520 --> 00:06:41.280]  多少時候我們以為對方改變了就美滿
[00:06:41.280 --> 00:06:42.400]  No No No
[00:06:42.400 --> 00:06:47.040]  一個美滿的婚姻永遠不是因為對方被改變了
[00:06:47.040 --> 00:06:52.840]  一個美滿的婚姻永遠是因為我們開始接納對方了
[00:06:52.840 --> 00:06:54.080]  Amen
[00:06:54.080 --> 00:06:57.240]  這個接納包括接納他的優點
[00:06:57.240 --> 00:06:59.240]  也接納他的缺點
[00:06:59.240 --> 00:07:00.920]  接納他的個性
[00:07:00.920 --> 00:07:04.960]  也包括接納他溝通的方式
[00:07:04.960 --> 00:07:06.360]  今天我看多少的夫妻
[00:07:06.360 --> 00:07:10.320]  光是為溝通的方式就吵個不完
[00:07:10.320 --> 00:07:12.560]  一定要按照方式坐下來講
[00:07:12.560 --> 00:07:15.960]  給我講個清楚
[00:07:15.960 --> 00:07:18.880]  很多人一坐下來就不知道講什麼
[00:07:18.880 --> 00:07:21.240]  無話可講
[00:07:21.240 --> 00:07:24.080]  你一定要按照你的方式溝通來溝通
[00:07:24.080 --> 00:07:26.080]  就很難了
[00:07:26.080 --> 00:07:29.600]  其實你的目的是要溝通不是嗎
[00:07:29.600 --> 00:07:34.760]  不要因為方式跟個性而打錯仗
[00:07:34.760 --> 00:07:36.680]  結果溝都還沒通
[00:07:36.680 --> 00:07:40.120]  已經兩敗俱傷了
[00:07:40.120 --> 00:07:45.120]  所以我常說夫妻的溝通一定要自然
[00:07:45.120 --> 00:07:49.800]  能夠找一些一起喜歡做的事情一起去做
[00:07:49.800 --> 00:07:55.360]  當你在一起做一些事情的時候很自然就溝通了
[00:07:55.360 --> 00:07:56.800]  我還記得有一個夫妻跟我說
[00:07:56.800 --> 00:07:58.760]  劉慕斯自從我們家養隻狗
[00:07:58.760 --> 00:08:00.440]  我們夫妻愛火重燃
