
[00:00:00.000 --> 00:00:02.000]  早安 各位
[00:00:02.000 --> 00:00:04.000]  今天我的題目是
[00:00:04.000 --> 00:00:06.000]  你的皮袋合時嗎?
[00:00:06.000 --> 00:00:08.000]  當我問這個問題的時候
[00:00:08.000 --> 00:00:10.000]  可能很多女士
[00:00:10.000 --> 00:00:12.000]  會立即檢查自己的手袋
[00:00:12.000 --> 00:00:16.000]  究竟是否最新的款式?
[00:00:16.000 --> 00:00:18.000]  究竟夠不夠流行?
[00:00:18.000 --> 00:00:22.000]  千萬不要出門
[00:00:22.000 --> 00:00:24.000]  我們香港人很害怕
[00:00:24.000 --> 00:00:26.000]  男士們就會立即檢查自己的iPhone
[00:00:26.000 --> 00:00:28.000]  是否最新的模型呢?
[00:00:28.000 --> 00:00:30.000]  我的IOS是否更新了呢?
[00:00:30.000 --> 00:00:32.000]  我們很怕外出
[00:00:32.000 --> 00:00:34.000]  很怕不更新
[00:00:34.000 --> 00:00:36.000]  但是
[00:00:36.000 --> 00:00:38.000]  其實可能我們的表面
[00:00:38.000 --> 00:00:40.000]  我們很注重
[00:00:40.000 --> 00:00:42.000]  我們要穿最新的時尚
[00:00:42.000 --> 00:00:44.000]  拿最新的手機和手袋
[00:00:44.000 --> 00:00:46.000]  但是
[00:00:46.000 --> 00:00:48.000]  其實我們一些的信念
[00:00:48.000 --> 00:00:50.000]  一些的價值觀
[00:00:50.000 --> 00:00:52.000]  又有沒有時不時更新呢?
[00:00:52.000 --> 00:00:54.000]  那你們會跟我說
[00:00:54.000 --> 00:00:56.000]  我們當然是信不變的
[00:00:56.000 --> 00:00:58.000]  我們的信是不變的
[00:00:58.000 --> 00:01:00.000]  耶穌是道路
[00:01:00.000 --> 00:01:02.000]  真理
[00:01:02.000 --> 00:01:04.000]  生命
[00:01:04.000 --> 00:01:06.000]  耶穌就是真理
[00:01:06.000 --> 00:01:08.000]  但是我們對真理的明白
[00:01:08.000 --> 00:01:10.000]  和諧息
[00:01:10.000 --> 00:01:12.000]  其實很多時候
[00:01:12.000 --> 00:01:14.000]  在我們的時代改變的時候
[00:01:14.000 --> 00:01:16.000]  我們都需要有更新
[00:01:16.000 --> 00:01:18.000]  首先
[00:01:18.000 --> 00:01:20.000]  主席要幫我們讀了這段經文
[00:01:20.000 --> 00:01:22.000]  首先
[00:01:22.000 --> 00:01:24.000]  我想給大家一點背景
[00:01:24.000 --> 00:01:26.000]  因為為什麼
[00:01:26.000 --> 00:01:28.000]  突然間這些人會問耶穌的問題呢?
[00:01:28.000 --> 00:01:30.000]  你們都知道在聖經裡面
[00:01:30.000 --> 00:01:32.000]  耶穌經常被質問
[00:01:32.000 --> 00:01:34.000]  為什麼呢?
[00:01:34.000 --> 00:01:36.000]  因為耶穌在當時來說
[00:01:36.000 --> 00:01:38.000]  很多
[00:01:38.000 --> 00:01:40.000]  一些傳統
[00:01:40.000 --> 00:01:42.000]  特別是法利塞人
[00:01:42.000 --> 00:01:44.000]  他們一些猶太人
[00:01:44.000 --> 00:01:46.000]  是很看不過眼的
[00:01:46.000 --> 00:01:48.000]  因為耶穌的言行
[00:01:48.000 --> 00:01:50.000]  對他們來說
[00:01:50.000 --> 00:01:52.000]  就是他們不夠更新
[00:01:52.000 --> 00:01:54.000]  也會覺得
[00:01:54.000 --> 00:01:56.000]  不太順眼
[00:01:56.000 --> 00:01:58.000]  不太適合我們的律法
[00:01:58.000 --> 00:02:00.000]  不太適合我們的聖經
[00:02:00.000 --> 00:02:02.000]  或者他們當時的
[00:02:02.000 --> 00:02:04.000]  舊約聖經
[00:02:04.000 --> 00:02:06.000]  其實這件事的背景
[00:02:06.000 --> 00:02:08.000]  就是耶穌
[00:02:08.000 --> 00:02:10.000]  剛剛呼召了馬太
[00:02:10.000 --> 00:02:12.000]  做祂的門徒
[00:02:12.000 --> 00:02:14.000]  你們知道馬太是什麼工作嗎?
[00:02:14.000 --> 00:02:16.000]  是的
[00:02:16.000 --> 00:02:18.000]  是瑞利
[00:02:18.000 --> 00:02:20.000]  耶穌就跟馬太
[00:02:20.000 --> 00:02:22.000]  他們的朋友一起吃飯
[00:02:22.000 --> 00:02:24.000]  如果你是瑞利的話
[00:02:24.000 --> 00:02:26.000]  你的朋友很多都是瑞利
[00:02:26.000 --> 00:02:28.000]  所以其實他們就已經問
[00:02:28.000 --> 00:02:30.000]  為什麼耶穌
[00:02:30.000 --> 00:02:32.000]  又說是拉比
[00:02:32.000 --> 00:02:34.000]  他知不知道這些人是罪人
[00:02:34.000 --> 00:02:36.000]  這些是瑞利
[00:02:36.000 --> 00:02:38.000]  記得耶穌怎麼回答他們嗎?
[00:02:38.000 --> 00:02:40.000]  健康的人就不用去醫治
[00:02:40.000 --> 00:02:42.000]  就不需要我救
[00:02:42.000 --> 00:02:44.000]  我來到就是要去
[00:02:44.000 --> 00:02:46.000]  一些有病的人
[00:02:46.000 --> 00:02:48.000]  當然他們覺得
[00:02:48.000 --> 00:02:50.000]  這次這群法利塞人
[00:02:50.000 --> 00:02:52.000]  不只是對耶穌不滿
[00:02:52.000 --> 00:02:54.000]  他們還拉著
[00:02:54.000 --> 00:02:56.000]  約翰的門徒上水
[00:02:56.000 --> 00:02:58.000]  為什麼這樣說呢?
[00:02:58.000 --> 00:03:00.000]  因為大家都知道
[00:03:00.000 --> 00:03:02.000]  約翰是耶穌的表親
[00:03:02.000 --> 00:03:04.000]  司洗約翰來到這個世界
[00:03:04.000 --> 00:03:06.000]  是要為主耶穌
[00:03:06.000 --> 00:03:08.000]  預備他的道路
[00:03:08.000 --> 00:03:10.000]  所以主耶穌
[00:03:10.000 --> 00:03:12.000]  你就可能會說
[00:03:12.000 --> 00:03:14.000]  我們法利塞人太保守了
[00:03:14.000 --> 00:03:16.000]  約翰是你的黨人
[00:03:16.000 --> 00:03:18.000]  也是激進的人
[00:03:18.000 --> 00:03:20.000]  而且大家都知道
[00:03:20.000 --> 00:03:22.000]  約翰他本身的生活方式
[00:03:22.000 --> 00:03:24.000]  是比較禁慾主義
[00:03:24.000 --> 00:03:26.000]  和修行的
[00:03:26.000 --> 00:03:28.000]  大家都知道
[00:03:28.000 --> 00:03:30.000]  約翰的穿著是很簡單
[00:03:30.000 --> 00:03:32.000]  住在曠野
[00:03:32.000 --> 00:03:34.000]  吃的也很簡單
[00:03:34.000 --> 00:03:36.000]  因為他們都是希望
[00:03:36.000 --> 00:03:38.000]  能夠靠他們
[00:03:38.000 --> 00:03:40.000]  因為約翰的主要信息
[00:03:40.000 --> 00:03:42.000]  是要人悔改
[00:03:42.000 --> 00:03:44.000]  悔改是要悲哀的
[00:03:44.000 --> 00:03:46.000]  要對你自己以前
[00:03:46.000 --> 00:03:48.000]  做過的事情
[00:03:48.000 --> 00:03:50.000]  感到哀動
[00:03:50.000 --> 00:03:52.000]  所以其實約翰
[00:03:52.000 --> 00:03:54.000]  那個時候是一個新的時候
[00:03:54.000 --> 00:03:56.000]  但是耶穌來到
[00:03:56.000 --> 00:03:58.000]  是一個更新的時候
[00:03:58.000 --> 00:04:00.000]  所以
[00:04:00.000 --> 00:04:02.000]  他講到常常禁食
[00:04:02.000 --> 00:04:04.000]  其實不是指律法
[00:04:04.000 --> 00:04:06.000]  因為猶太人
[00:04:06.000 --> 00:04:08.000]  在摩西五經裡面
[00:04:08.000 --> 00:04:10.000]  有些日子
[00:04:10.000 --> 00:04:12.000]  他們真的需要禁食
[00:04:12.000 --> 00:04:14.000]  但是
[00:04:14.000 --> 00:04:16.000]  這個常常禁食
[00:04:16.000 --> 00:04:18.000]  是指一些額外
[00:04:18.000 --> 00:04:20.000]  自願的禁食
[00:04:20.000 --> 00:04:22.000]  所以當時猶太人
[00:04:22.000 --> 00:04:24.000]  起碼每個禮拜禁食兩次
[00:04:24.000 --> 00:04:26.000]  通常是禮拜一
[00:04:26.000 --> 00:04:28.000]  和禮拜四
[00:04:28.000 --> 00:04:30.000]  但是真正律法需要禁食的日子
[00:04:30.000 --> 00:04:32.000]  其實不是太多
[00:04:32.000 --> 00:04:34.000]  而且大家都記得
[00:04:34.000 --> 00:04:36.000]  耶穌在福音書裡面
[00:04:36.000 --> 00:04:38.000]  其實他禁食的時候
[00:04:38.000 --> 00:04:40.000]  是很少的
[00:04:40.000 --> 00:04:42.000]  第一次我們記得
[00:04:42.000 --> 00:04:44.000]  當然是在四十週夜
[00:04:44.000 --> 00:04:46.000]  在抗野壽試探
[00:04:46.000 --> 00:04:48.000]  但是其實
[00:04:48.000 --> 00:04:50.000]  他在其他的日子
[00:04:50.000 --> 00:04:52.000]  都很少描寫耶穌的禁食
[00:04:52.000 --> 00:04:54.000]  那耶穌
[00:04:54.000 --> 00:04:56.000]  怎麼回答這個問題呢
[00:04:56.000 --> 00:04:58.000]  耶穌給了三個比喻去回答
[00:04:58.000 --> 00:05:00.000]  第一個比喻就是說
[00:05:00.000 --> 00:05:02.000]  當新郎和賓客
[00:05:02.000 --> 00:05:04.000]  在一起的時候
[00:05:04.000 --> 00:05:06.000]  你們怎麼可以禁食呢
[00:05:06.000 --> 00:05:08.000]  如果在原文裡面
