
[00:00:00.000 --> 00:00:01.720]  好 弟兄姊妹住下去平安
[00:00:01.720 --> 00:00:04.260]  下家中的弟兄姊妹都平安
[00:00:04.260 --> 00:00:07.960]  感謝主 大家記得我講什麼
[00:00:07.960 --> 00:00:10.840]  所以能夠成爲阿力心中的疑問
[00:00:10.840 --> 00:00:12.440]  爲什麼跳到這裏呢
[00:00:12.440 --> 00:00:13.680]  也是好的
[00:00:13.680 --> 00:00:17.400]  證明了常常放在腦裏記住
[00:00:17.400 --> 00:00:18.640]  說到哪裏 說到哪裏
[00:00:18.640 --> 00:00:20.280]  都很想繼續聽下去
[00:00:20.280 --> 00:00:22.480]  也是給我們一些鼓勵
[00:00:22.480 --> 00:00:25.600]  讓我們一起祈禱
[00:00:25.600 --> 00:00:27.560]  好 親愛的主 我們去謝謝你
[00:00:27.560 --> 00:00:29.920]  因爲你的話語是寶貴
[00:00:29.920 --> 00:00:32.160]  謝謝你一直藉着創世紀
[00:00:32.160 --> 00:00:35.320]  幫我們看到阿巴拉罕的生命
[00:00:35.320 --> 00:00:38.040]  讓生命裏刺激我們思考
[00:00:38.040 --> 00:00:40.360]  我們如何活出我們的生命
[00:00:40.360 --> 00:00:41.240]  因此我們多謝你
[00:00:41.240 --> 00:00:44.120]  讓我們今天藉着阿巴拉罕的日子
[00:00:44.120 --> 00:00:46.280]  讓我們同樣去數損上帝
[00:00:46.280 --> 00:00:48.480]  你自己的心意和大靈
[00:00:48.480 --> 00:00:49.640]  聽我們祈禱
[00:00:49.640 --> 00:00:52.000]  奉耶穌的名字而求
[00:00:52.000 --> 00:00:53.640]  阿們
[00:00:53.640 --> 00:01:00.240]  實在我們今天這段落是25章的段落
[00:01:00.240 --> 00:01:02.200]  不過在看經文之前
[00:01:02.200 --> 00:01:05.960]  我們先看一首詩
[00:01:05.960 --> 00:01:08.440]  不知道大家有沒有見過這首詩
[00:01:08.440 --> 00:01:14.240]  這首詩是來自唐朝的杜甫
[00:01:14.240 --> 00:01:16.520]  他寫了很多的詩
[00:01:16.520 --> 00:01:20.120]  因爲你知道李白杜甫齊名
[00:01:20.120 --> 00:01:22.680]  但是這首詩有點不同
[00:01:22.680 --> 00:01:25.120]  不是齊言
[00:01:25.120 --> 00:01:28.600]  頭兩句已經不是齊言
[00:01:28.600 --> 00:01:33.240]  特別在這本詩當中有幾句
[00:01:33.240 --> 00:01:38.760]  丈夫蓋棺事此定
[00:01:38.760 --> 00:01:41.840]  君金恨未成老庸
[00:01:41.840 --> 00:01:44.840]  何恨潮水在山中
[00:01:44.840 --> 00:01:48.760]  其實這一句我上網看
[00:01:48.760 --> 00:01:57.280]  這句可能就是蓋棺論定這句話最原本的來源出處
[00:01:57.280 --> 00:02:00.440]  因爲有時候我們想說蓋棺論定
[00:02:00.440 --> 00:02:03.360]  究竟蓋棺論定是什麼來的
[00:02:03.360 --> 00:02:04.120]  或者是怎麼來的
[00:02:04.120 --> 00:02:07.640]  其實就是來自杜甫的一首詩
[00:02:07.640 --> 00:02:15.360]  其中是一個比較早一點看到的概念的開始
[00:02:15.360 --> 00:02:17.040]  簡單地說
[00:02:17.040 --> 00:02:18.320]  其實這裏在說什麼呢
[00:02:18.320 --> 00:02:20.320]  這裏正正好在說
[00:02:20.320 --> 00:02:21.640]  杜甫有一個朋友
[00:02:21.640 --> 00:02:29.240]  他自己很想勸他的朋友出來爲這個社會做一些事
[00:02:29.240 --> 00:02:30.480]  當他做這件事的時候
[00:02:30.480 --> 00:02:34.760]  其實正正好鼓勵這個朋友說
[00:02:34.760 --> 00:02:38.560]  原來一天我們都還沒死
[00:02:38.560 --> 00:02:42.720]  其實有些事情都還沒定
[00:02:42.720 --> 00:02:44.000]  所以今天他說
[00:02:44.000 --> 00:02:46.320]  至今恨未成老庸
[00:02:46.320 --> 00:02:51.040]  所以他這個朋友還是年輕的時候
[00:02:51.040 --> 00:02:53.760]  其實就可以趁他還有氣有力
[00:02:53.760 --> 00:02:56.160]  還可以決定自己人生的時候
[00:02:56.160 --> 00:03:01.320]  他可以盡一分力爲社會爲國家去做一些事情
[00:03:01.320 --> 00:03:07.720]  以至到將來能夠在他死的日子知道結果是怎樣
[00:03:07.720 --> 00:03:12.120]  所以鼓勵他不要留在山裏面
[00:03:12.120 --> 00:03:13.560]  其實就是這樣
[00:03:13.560 --> 00:03:18.280]  所以這個概觀論定其實又不是很悲觀
[00:03:18.280 --> 00:03:23.600]  不是說什麼都沒得說
[00:03:23.600 --> 00:03:27.160]  原來正正好其實也有些鼓勵性的就是
[00:03:27.160 --> 00:03:29.520]  就是因爲現在還沒概觀論定
[00:03:29.520 --> 00:03:32.480]  所以我們能不能夠怎樣去面對我們今天
[00:03:32.480 --> 00:03:34.720]  怎樣去用我們現在的時間
[00:03:34.720 --> 00:03:37.280]  怎樣去做我們人生的決定
[00:03:37.280 --> 00:03:43.480]  其實才決定你的概觀的時候是怎樣去論定你
[00:03:43.480 --> 00:03:45.640]  所以今天我們就去思考一個問題
[00:03:45.640 --> 00:03:50.160]  就是當你真的去到要死的時候
[00:03:50.160 --> 00:03:56.640]  那究竟你想想你在你的喪禮或者你的安息禮拜的時候
[00:03:56.640 --> 00:03:58.640]  究竟留下什麼字據呢
[00:03:58.640 --> 00:04:03.400]  留下什麼給你的後人給你的親友去見呢
[00:04:03.400 --> 00:04:08.200]  這裏就選了就是大家見到這個誰來的
[00:04:08.200 --> 00:04:09.680]  是金庸來的
[00:04:09.680 --> 00:04:13.720]  這裏說人人都會死 每個人都會面對死亡
