
[00:00:00.000 --> 00:00:05.680]  上周的講道我講了登山補訓的結論
[00:00:05.680 --> 00:00:13.200]  即是登山補訓的主要內容大致上已經講完了
[00:00:13.200 --> 00:00:19.680]  接下來要講的部分就是我們要作出回應
[00:00:19.680 --> 00:00:21.200]  回應的方法很簡單
[00:00:21.200 --> 00:00:23.680]  就是我們需要做一個選擇
[00:00:23.680 --> 00:00:29.680]  是為我們的人生和前途來做一個選擇
[00:00:29.680 --> 00:00:35.680]  這個選擇不是一個很普通無所謂的選擇
[00:00:35.680 --> 00:00:39.680]  是一個會影響我們的一生
[00:00:39.680 --> 00:00:41.680]  影響我們的幸福的一個選擇
[00:00:41.680 --> 00:00:43.680]  普通的選擇
[00:00:43.680 --> 00:00:45.680]  選擇錯了
[00:00:45.680 --> 00:00:47.680]  很簡單的就再選擇一次
[00:00:47.680 --> 00:00:51.680]  比如我們去餐館吃晚餐
[00:00:51.680 --> 00:00:53.680]  我們點了一些菜
[00:00:53.680 --> 00:00:55.680]  點錯了不合口味
[00:00:55.680 --> 00:00:59.680]  再點多一樣
[00:00:59.680 --> 00:01:01.680]  我們去買衣服
[00:01:01.680 --> 00:01:03.680]  選來選去
[00:01:03.680 --> 00:01:05.680]  選到一件好像合適
[00:01:05.680 --> 00:01:07.680]  誰知道試上身不合適
[00:01:07.680 --> 00:01:09.680]  怎樣?
[00:01:09.680 --> 00:01:11.680]  就選那件
[00:01:11.680 --> 00:01:15.680]  吃飯
[00:01:15.680 --> 00:01:17.680]  點菜
[00:01:17.680 --> 00:01:19.680]  選衣服
[00:01:19.680 --> 00:01:21.680]  選錯了
[00:01:21.680 --> 00:01:23.680]  沒所謂
[00:01:23.680 --> 00:01:25.680]  選擇上我們選擇錯了
[00:01:25.680 --> 00:01:27.680]  問題就會大很多
[00:01:27.680 --> 00:01:29.680]  比如我們
[00:01:29.680 --> 00:01:31.680]  像我們的學生
[00:01:31.680 --> 00:01:33.680]  考慮出國留學的時候
[00:01:33.680 --> 00:01:37.680]  你選哪個去哪裏讀書好呢?
[00:01:37.680 --> 00:01:39.680]  如果你選錯了
[00:01:39.680 --> 00:01:41.680]  問題就大了
[00:01:41.680 --> 00:01:45.680]  如果我們又要結婚
[00:01:45.680 --> 00:01:47.680]  如果選錯對象
[00:01:47.680 --> 00:01:51.680]  問題就更加大了
[00:01:51.680 --> 00:01:55.680]  如果我們要決定
[00:01:55.680 --> 00:01:59.680]  做一個有生命危險的手術
[00:01:59.680 --> 00:02:03.680]  我們更加不可以選錯
[00:02:03.680 --> 00:02:05.680]  如果我們選錯醫生
[00:02:05.680 --> 00:02:07.680]  或者選錯方法
[00:02:07.680 --> 00:02:09.680]  後果更加嚴重
[00:02:09.680 --> 00:02:19.680]  選擇在我們人生的過程裏
[00:02:19.680 --> 00:02:23.680]  是不可缺少的
[00:02:23.680 --> 00:02:27.680]  選擇是我們不斷日日要做
[00:02:27.680 --> 00:02:31.680]  重複要做的一些活動
[00:02:31.680 --> 00:02:35.680]  比如你想想
[00:02:35.680 --> 00:02:37.680]  每天早上鬧鐘響的時候
[00:02:37.680 --> 00:02:39.680]  這個我們已經是一個
[00:02:39.680 --> 00:02:41.680]  要選擇起身還是不起身
[00:02:41.680 --> 00:02:47.680]  很多這些大大小小的選擇
[00:02:47.680 --> 00:02:51.680]  把它串起來的時候
[00:02:51.680 --> 00:02:55.680]  就會成為我們人生歷程的骨幹
[00:02:55.680 --> 00:03:01.680]  而在其中的一些重大的選擇
[00:03:01.680 --> 00:03:03.680]  就會更加成為
[00:03:03.680 --> 00:03:07.680]  我們這個人生歷程的轉捩點
[00:03:07.680 --> 00:03:09.680]  你想想以前
[00:03:15.680 --> 00:03:17.680]  這一刻
[00:03:17.680 --> 00:03:21.680]  能夠站在這個講台上講道
[00:03:21.680 --> 00:03:25.680]  都是因為我在以前曾經
[00:03:25.680 --> 00:03:29.680]  做過一些重大的選擇
[00:03:29.680 --> 00:03:31.680]  我說的不只是單單說
[00:03:31.680 --> 00:03:33.680]  我回應神的呼召
[00:03:33.680 --> 00:03:35.680]  做傳導人的選擇
[00:03:35.680 --> 00:03:37.680]  其實之前之後
[00:03:37.680 --> 00:03:41.680]  都有很多重大的選擇
[00:03:41.680 --> 00:03:45.680]  以致今天我能夠來到這裡
[00:03:45.680 --> 00:03:47.680]  站在這裡講道
[00:03:47.680 --> 00:03:53.680]  當我每次這樣回顧往事的時候
[00:03:53.680 --> 00:03:57.680]  我都會很驚訝和很感謝神
[00:03:57.680 --> 00:04:01.680]  祂在我身上的計劃和恩典
[00:04:01.680 --> 00:04:03.680]  我想問大家
[00:04:03.680 --> 00:04:07.680]  你們一生以往是怎樣的呢?
[00:04:07.680 --> 00:04:10.680]  你曾經做過什麼重大的決定?
[00:04:10.680 --> 00:04:13.680]  無論當時你所決定的東西
[00:04:13.680 --> 00:04:15.680]  在當時看來是好的
[00:04:15.680 --> 00:04:17.680]  或者是壞的
[00:04:17.680 --> 00:04:19.680]  或者是無奈的
[00:04:19.680 --> 00:04:21.680]  但是以致今天
[00:04:21.680 --> 00:04:23.680]  輾轉你能夠坐在這裡
[00:04:23.680 --> 00:04:25.680]  來去敬拜是奉神
[00:04:25.680 --> 00:04:30.680]  當你這樣去回顧的時候
[00:04:30.680 --> 00:04:32.680]  你有什麼感受呢?
[00:04:32.680 --> 00:04:36.680]  是嘆息 是無奈 還是驚喜呢?
[00:04:36.680 --> 00:04:39.680]  是很後悔 還是很感恩呢?
[00:04:41.680 --> 00:04:45.680]  如果你覺得以往
[00:04:45.680 --> 00:04:47.680]  在人生方向方面
[00:04:47.680 --> 00:04:49.680]  你是選錯了
[00:04:49.680 --> 00:04:52.680]  現在你可以再選擇
[00:04:52.680 --> 00:04:57.680]  如果你覺得以往所選擇的
[00:04:57.680 --> 00:04:59.680]  是很對的
[00:04:59.680 --> 00:05:03.680]  那你就要堅持下去
[00:05:03.680 --> 00:05:05.680]  繼續走這個方向
[00:05:07.680 --> 00:05:10.680]  有人這樣說
[00:05:10.680 --> 00:05:13.680]  當我們要決定一件事情的時候
[00:05:13.680 --> 00:05:16.680]  我們可以有三個選擇
[00:05:16.680 --> 00:05:18.680]  哪三個選擇呢?
[00:05:18.680 --> 00:05:20.680]  第一 怎樣決定東西呢?
[00:05:20.680 --> 00:05:23.680]  就是憑我們自己喜好來決定
[00:05:23.680 --> 00:05:25.680]  即是你喜歡怎樣就怎樣
[00:05:25.680 --> 00:05:28.680]  就好像你買衣服 點菜那樣
[00:05:28.680 --> 00:05:31.680]  第二 第二個方法就是
[00:05:31.680 --> 00:05:33.680]  你看到別人怎樣做
[00:05:33.680 --> 00:05:35.680]  你就跟著怎樣做
[00:05:35.680 --> 00:05:37.680]  包沒錯了
[00:05:37.680 --> 00:05:39.680]  或者別人不會取笑你
[00:05:39.680 --> 00:05:42.680]  點菜也是
[00:05:42.680 --> 00:05:44.680]  你看到網民在旁邊吃什麼
[00:05:44.680 --> 00:05:45.680]  你就點什麼
[00:05:45.680 --> 00:05:47.680]  有時候也是這樣
[00:05:47.680 --> 00:05:52.680]  看見大部分人穿什麼款式的衣服
[00:05:52.680 --> 00:05:53.680]  就買那些衣服
[00:05:53.680 --> 00:05:55.680]  沒錯了 不會被人取笑
[00:05:55.680 --> 00:05:59.680]  第三個方法
[00:05:59.680 --> 00:06:04.680]  就是選擇對的東西才去做
[00:06:06.680 --> 00:06:09.680]  當然有些抽象 什麼叫做對呢?
[00:06:09.680 --> 00:06:13.680]  我相信我們大部分人
[00:06:13.680 --> 00:06:15.680]  在理智上 頭腦上
[00:06:15.680 --> 00:06:17.680]  我們都是希望
[00:06:17.680 --> 00:06:19.680]  是對的東西我們才選擇去做
[00:06:19.680 --> 00:06:22.680]  但是很多時候在實際的生活上
[00:06:22.680 --> 00:06:24.680]  我們
[00:06:24.680 --> 00:06:26.680]  結果是怎樣呢?
[00:06:26.680 --> 00:06:28.680]  都是憑著自己的喜好
[00:06:28.680 --> 00:06:30.680]  或者看到別人怎樣做就怎樣做
[00:06:30.680 --> 00:06:32.680]  這樣來決定
[00:06:35.680 --> 00:06:37.680]  很多時候是因為我們
[00:06:37.680 --> 00:06:39.680]  不知道究竟
[00:06:39.680 --> 00:06:41.680]  什麼才是對的
[00:06:41.680 --> 00:06:47.680]  比如昨天
[00:06:47.680 --> 00:06:51.680]  我意思是很難聽別人的意見就決定
[00:06:51.680 --> 00:06:54.680]  昨天去踢完足球的時候
[00:06:54.680 --> 00:06:56.680]  腰酸背痛
[00:06:56.680 --> 00:06:58.680]  全身都很辛苦
[00:06:58.680 --> 00:07:00.680]  下樓梯都幾乎下不了
[00:07:00.680 --> 00:07:02.680]  有人就說
[00:07:03.680 --> 00:07:05.680]  夏牧師你這把年紀了
[00:07:05.680 --> 00:07:07.680]  不要踢了
[00:07:07.680 --> 00:07:10.680]  但是又會有些人說
[00:07:10.680 --> 00:07:12.680]  夏牧師你這把年紀了
[00:07:12.680 --> 00:07:14.680]  你還可以踢足球嗎?
[00:07:14.680 --> 00:07:16.680]  繼續努力
[00:07:16.680 --> 00:07:19.680]  我也不知道聽誰說的
[00:07:19.680 --> 00:07:29.680]  在人生的大方向上
[00:07:29.680 --> 00:07:32.680]  誰可以告訴我們什麼是對的呢?
[00:07:32.680 --> 00:07:34.680]  什麼方向才是正確呢?
[00:07:34.680 --> 00:07:37.680]  誰呢?
[00:07:37.680 --> 00:07:39.680]  當然我們也會猜到
[00:07:39.680 --> 00:07:41.680]  是耶穌
[00:07:41.680 --> 00:07:43.680]  是聖經
[00:07:43.680 --> 00:07:47.680]  在今天的經文裡
[00:07:47.680 --> 00:07:49.680]  主耶穌很清楚地告訴我們
[00:07:49.680 --> 00:07:51.680]  我們應該選擇
[00:07:51.680 --> 00:07:53.680]  什麼樣的人生方向
[00:07:53.680 --> 00:07:56.680]  我們一起看看今天的經文
[00:07:56.680 --> 00:07:59.680]  馬太福音七章十三節
[00:08:00.680 --> 00:08:02.680]  你們要進閘門
[00:08:02.680 --> 00:08:04.680]  因為引導滅亡那門是寬的
[00:08:04.680 --> 00:08:07.680]  路是大的進去的人也多
[00:08:07.680 --> 00:08:09.680]  十四節
[00:08:09.680 --> 00:08:11.680]  引導永生那門是窄的
[00:08:11.680 --> 00:08:13.680]  路是小的找了的人也少
[00:08:13.680 --> 00:08:16.680]  我們看回十三節
[00:08:16.680 --> 00:08:20.680]  在第一句那裡
[00:08:20.680 --> 00:08:22.680]  你們要進閘門
[00:08:22.680 --> 00:08:25.680]  這一句話是一個
[00:08:25.680 --> 00:08:27.680]  命令式的語句
[00:08:29.680 --> 00:08:31.680]  是吩咐我們
[00:08:31.680 --> 00:08:33.680]  要進入閘門
[00:08:33.680 --> 00:08:36.680]  要選擇進入閘門
[00:08:36.680 --> 00:08:38.680]  為什麼
[00:08:38.680 --> 00:08:40.680]  主耶穌會在這個時候
[00:08:40.680 --> 00:08:42.680]  在經文這個編排裡
[00:08:42.680 --> 00:08:44.680]  在這個時候
[00:08:44.680 --> 00:08:46.680]  會特別吩咐我們進入閘門呢?
[00:08:46.680 --> 00:08:49.680]  是不是怕我們不懂得選擇呢?
[00:08:49.680 --> 00:08:51.680]  選錯了
[00:08:51.680 --> 00:08:53.680]  不懂得選擇永生那個閘門
[00:08:53.680 --> 00:08:55.680]  就選擇那個
[00:08:55.680 --> 00:08:57.680]  滅亡的闊門呢?
[00:09:00.680 --> 00:09:02.680]  有人會問
[00:09:02.680 --> 00:09:04.680]  這一段經文
[00:09:04.680 --> 00:09:06.680]  是不是講
[00:09:06.680 --> 00:09:08.680]  得救的問題呢?
[00:09:08.680 --> 00:09:10.680]  因為有講滅亡和永生
[00:09:10.680 --> 00:09:13.680]  是不是講得救
[00:09:13.680 --> 00:09:15.680]  是否得救的問題呢?
[00:09:15.680 --> 00:09:17.680]  又或者是否講
[00:09:17.680 --> 00:09:19.680]  天堂地獄的選擇呢?
[00:09:19.680 --> 00:09:23.680]  是不是在這裡
[00:09:23.680 --> 00:09:25.680]  主耶穌順點呼籲人們要信他呢?
[00:09:25.680 --> 00:09:27.680]  信耶穌得永生
[00:09:27.680 --> 00:09:29.680]  否則就會滅亡
[00:09:29.680 --> 00:09:31.680]  是不是這樣的意思呢?
[00:09:31.680 --> 00:09:33.680]  這一句經文
[00:09:33.680 --> 00:09:35.680]  看起來好像是
[00:09:35.680 --> 00:09:37.680]  但其實不是
[00:09:37.680 --> 00:09:39.680]  因為
[00:09:39.680 --> 00:09:41.680]  我也需要重複提醒大家
[00:09:41.680 --> 00:09:43.680]  關於登山補訓的
[00:09:43.680 --> 00:09:45.680]  要講教訓的對象
[00:09:45.680 --> 00:09:47.680]  是講給什麼人聽呢?
[00:09:47.680 --> 00:09:49.680]  是講給
[00:09:49.680 --> 00:09:51.680]  未信的人聽呢?
[00:09:51.680 --> 00:09:53.680]  還是講給信了的人聽呢?
[00:09:53.680 --> 00:09:55.680]  如果大家記得的都知道
[00:09:55.680 --> 00:09:57.680]  是講給信了的人聽
[00:09:57.680 --> 00:09:59.680]  是對門徒講的
[00:09:59.680 --> 00:10:01.680]  大家想想
[00:10:01.680 --> 00:10:03.680]  再回顧一下登山補訓的內容
[00:10:03.680 --> 00:10:05.680]  如果
[00:10:05.680 --> 00:10:07.680]  登山補訓是
[00:10:07.680 --> 00:10:09.680]  進天國或者得救的
[00:10:09.680 --> 00:10:11.680]  要求的時候
[00:10:11.680 --> 00:10:13.680]  這樣的時候
[00:10:13.680 --> 00:10:15.680]  還有什麼人可以得救呢?
[00:10:15.680 --> 00:10:17.680]  有什麼人可以進天國呢?
[00:10:17.680 --> 00:10:19.680]  試問有誰
[00:10:19.680 --> 00:10:21.680]  當他讀到
[00:10:21.680 --> 00:10:23.680]  馬太福音五章
[00:10:23.680 --> 00:10:25.680]  第七章的
[00:10:25.680 --> 00:10:27.680]  登山補訓裏面
[00:10:27.680 --> 00:10:29.680]  他會能夠
[00:10:29.680 --> 00:10:31.680]  覺得不慚愧的
[00:10:31.680 --> 00:10:35.680]  你想想
[00:10:35.680 --> 00:10:37.680]  當人看到這麼高的
[00:10:37.680 --> 00:10:39.680]  要求的時候
[00:10:39.680 --> 00:10:41.680]  哪有能力達到這麼高的要求呢?
[00:10:41.680 --> 00:10:43.680]  人靠自己怎麼可以做到
[00:10:43.680 --> 00:10:45.680]  這麼完美的地步呢?
[00:10:45.680 --> 00:10:49.680]  所以正正是因為這樣
[00:10:49.680 --> 00:10:51.680]  一方面
[00:10:51.680 --> 00:10:53.680]  這個就是登山補訓
[00:10:53.680 --> 00:10:55.680]  就是要
[00:10:55.680 --> 00:10:57.680]  給我們那些自以為
[00:10:57.680 --> 00:10:59.680]  自以為靠自己可以
[00:10:59.680 --> 00:11:01.680]  碰的人
[00:11:01.680 --> 00:11:03.680]  給我們一下當頭棒
[00:11:03.680 --> 00:11:07.680]  讓我們
[00:11:07.680 --> 00:11:09.680]  知道自己不行
[00:11:09.680 --> 00:11:11.680]  轉而去尋求神
[00:11:11.680 --> 00:11:13.680]  依靠神
[00:11:13.680 --> 00:11:15.680]  另一方面
[00:11:15.680 --> 00:11:17.680]  透過登山補訓
[00:11:17.680 --> 00:11:19.680]  我們可以看到
[00:11:19.680 --> 00:11:21.680]  一幅
[00:11:21.680 --> 00:11:23.680]  很美麗的圖畫
[00:11:23.680 --> 00:11:25.680]  是一幅神國度裏面
[00:11:25.680 --> 00:11:27.680]  高質素生命的
[00:11:27.680 --> 00:11:29.680]  一幅圖畫
[00:11:29.680 --> 00:11:31.680]  我們看到人性
[00:11:31.680 --> 00:11:33.680]  和人的品格
[00:11:33.680 --> 00:11:35.680]  原來可以達到這麼高的境界
[00:11:35.680 --> 00:11:37.680]  是這麼美麗的
[00:11:37.680 --> 00:11:45.680]  我在這裏所說的門
[00:11:45.680 --> 00:11:47.680]  不是
[00:11:47.680 --> 00:11:49.680]  得救的門
[00:11:49.680 --> 00:11:51.680]  而是
[00:11:51.680 --> 00:11:53.680]  福氣的門
[00:11:53.680 --> 00:11:57.680]  我們信耶穌進入了
[00:11:57.680 --> 00:11:59.680]  得救的門之後
[00:11:59.680 --> 00:12:01.680]  仍然需要繼續努力
[00:12:01.680 --> 00:12:03.680]  進入福氣的門
[00:12:03.680 --> 00:12:05.680]  這樣才可以
[00:12:05.680 --> 00:12:07.680]  享受到神為我們
[00:12:07.680 --> 00:12:09.680]  預備了
[00:12:09.680 --> 00:12:11.680]  在地上
[00:12:11.680 --> 00:12:13.680]  行永生的路上所有的
[00:12:13.680 --> 00:12:15.680]  福氣
[00:12:17.680 --> 00:12:19.680]  耶穌在這裏
[00:12:19.680 --> 00:12:21.680]  吩咐門徒這樣做
[00:12:21.680 --> 00:12:23.680]  和舊約裏面
[00:12:23.680 --> 00:12:25.680]  神吩咐
[00:12:25.680 --> 00:12:27.680]  以色列人這樣做
[00:12:27.680 --> 00:12:29.680]  是一致的
[00:12:29.680 --> 00:12:31.680]  就是要遵守
[00:12:31.680 --> 00:12:33.680]  要繼續努力
[00:12:33.680 --> 00:12:35.680]  才可以享受到神的福氣
[00:12:35.680 --> 00:12:39.680]  耶穌向門徒宣講
[00:12:39.680 --> 00:12:41.680]  登山補訓
[00:12:41.680 --> 00:12:43.680]  可以被視為
[00:12:43.680 --> 00:12:45.680]  是等同
[00:12:45.680 --> 00:12:47.680]  媲美於
[00:12:47.680 --> 00:12:49.680]  摩西向
[00:12:49.680 --> 00:12:51.680]  以色列人頒發十誡
[00:12:51.680 --> 00:12:53.680]  和典章律法
[00:12:53.680 --> 00:12:57.680]  登山補訓和
[00:12:57.680 --> 00:12:59.680]  十誡典章律法
[00:12:59.680 --> 00:13:01.680]  都有講清楚
[00:13:01.680 --> 00:13:03.680]  人要遵守
[00:13:03.680 --> 00:13:05.680]  才能夠享受到
[00:13:05.680 --> 00:13:07.680]  神所應許的福氣
[00:13:07.680 --> 00:13:13.680]  摩西在臨終的時候
[00:13:13.680 --> 00:13:15.680]  他在所有的
[00:13:15.680 --> 00:13:17.680]  以色列人面前
[00:13:17.680 --> 00:13:19.680]  他重新再將
[00:13:19.680 --> 00:13:21.680]  這個誡命典章律法
[00:13:21.680 --> 00:13:23.680]  和
[00:13:23.680 --> 00:13:25.680]  所有的福氣
[00:13:25.680 --> 00:13:27.680]  或者是奏訟
[00:13:27.680 --> 00:13:29.680]  都一次過再重新
[00:13:29.680 --> 00:13:31.680]  讀給以色列人聽
[00:13:31.680 --> 00:13:35.680]  然後吩咐他們要進行
[00:13:35.680 --> 00:13:37.680]  我們看看
[00:13:37.680 --> 00:13:39.680]  生命記三十章
[00:13:39.680 --> 00:13:41.680]  十五節
[00:13:41.680 --> 00:13:43.680]  摩西說
[00:13:43.680 --> 00:13:45.680]  看啊!我今天將
[00:13:45.680 --> 00:13:47.680]  生與福死與和
[00:13:47.680 --> 00:13:49.680]  陳明在你面前
[00:13:49.680 --> 00:13:51.680]  十六節
[00:13:51.680 --> 00:13:53.680]  吩咐你愛耶和華
[00:13:53.680 --> 00:13:55.680]  你的神進行他的道
[00:13:55.680 --> 00:13:57.680]  謹守他的誡命
[00:13:57.680 --> 00:13:59.680]  律例典章
[00:13:59.680 --> 00:14:01.680]  耶和華你神就
[00:14:01.680 --> 00:14:03.680]  必在你所有進去得
[00:14:03.680 --> 00:14:05.680]  為業的地上
[00:14:05.680 --> 00:14:07.680]  賜福於你
[00:14:07.680 --> 00:14:09.680]  十七節
[00:14:09.680 --> 00:14:11.680]  心裡偏離不肯聽從
[00:14:11.680 --> 00:14:13.680]  十八節
[00:14:13.680 --> 00:14:15.680]  我今天明明告訴你們
[00:14:15.680 --> 00:14:17.680]  你們必要滅亡
[00:14:17.680 --> 00:14:19.680]  十九節
[00:14:19.680 --> 00:14:21.680]  我今天呼天喚地向你作見證
[00:14:21.680 --> 00:14:23.680]  我將生死和福
[00:14:23.680 --> 00:14:25.680]  陳明在你面前
[00:14:25.680 --> 00:14:27.680]  所以你要
[00:14:27.680 --> 00:14:29.680]  揀選生命
[00:14:29.680 --> 00:14:31.680]  使你和你的後裔
[00:14:31.680 --> 00:14:33.680]  都得存活
[00:14:33.680 --> 00:14:35.680]  這裡說得很清楚
[00:14:39.680 --> 00:14:41.680]  摩西這番說話
[00:14:41.680 --> 00:14:43.680]  是表明
[00:14:43.680 --> 00:14:45.680]  就算進入了神所
[00:14:45.680 --> 00:14:47.680]  應許的迦南美地之後
[00:14:47.680 --> 00:14:49.680]  仍要繼續
[00:14:49.680 --> 00:14:51.680]  聽從神的吩咐來生活
[00:14:51.680 --> 00:14:53.680]  這樣才可以
