
[00:00:00.000 --> 00:00:03.200]  在今年《時代》雜誌裏面
[00:00:03.200 --> 00:00:06.200]  有一個年度英雄
[00:00:06.200 --> 00:00:09.360]  這個年度英雄是哪一位呢?
[00:00:09.360 --> 00:00:17.520]  就是創造出順士核糖核酸mRNA的新冠疫苗的四位科學家
[00:00:17.520 --> 00:00:22.760]  雜誌稱他們是創造奇蹟的人
[00:00:22.760 --> 00:00:27.400]  在遠在以色列這個地方
[00:00:27.400 --> 00:00:30.600]  從十一月至十二月
[00:00:30.600 --> 00:00:34.480]  他們會慶祝一個光明節
[00:00:34.480 --> 00:00:36.920]  或者叫修奠節
[00:00:36.920 --> 00:00:40.640]  當中他們有一個傳統的遊戲
[00:00:40.640 --> 00:00:42.520]  就是陀螺遊戲
[00:00:42.520 --> 00:00:46.520]  這個陀螺就像一個骰子
[00:00:46.520 --> 00:00:49.600]  玩的時候可以轉動它
[00:00:49.600 --> 00:00:55.640]  這個陀螺的四面分別有四個希伯來的字母
[00:00:55.640 --> 00:01:01.440]  合起來就是一句說話的縮寫
[00:01:01.440 --> 00:01:02.760]  這句說話就是
[00:01:02.760 --> 00:01:06.840]  一個偉大的奇蹟在這裏發生
[00:01:06.840 --> 00:01:08.040]  或者在那裏發生呢?
[00:01:08.040 --> 00:01:10.680]  看看它用哪一個字母
[00:01:10.680 --> 00:01:14.760]  所以在今天我和大家宣講的一個題目
[00:01:14.760 --> 00:01:16.160]  都是用了一個
[00:01:16.160 --> 00:01:20.800]  一個偉大的奇蹟在這裏發生
[00:01:20.800 --> 00:01:25.880]  經文是在《路加夫音》一章二十六至三十八節我們一起讀出
[00:01:51.800 --> 00:01:54.800]  瑪麗亞因這話就很驚慌
[00:01:54.800 --> 00:01:59.440]  反復思考這樣問候的甚麼意思
[00:01:59.440 --> 00:02:01.080]  天使對她說
[00:02:01.080 --> 00:02:02.920]  瑪麗亞不要怕
[00:02:02.920 --> 00:02:05.920]  你在神面前已經蒙恩了
[00:02:05.920 --> 00:02:07.920]  你要為人生子
[00:02:07.920 --> 00:02:10.480]  要給他起名叫耶穌
[00:02:10.480 --> 00:02:12.240]  他將要為大
[00:02:12.240 --> 00:02:14.760]  稱為至高者的兒子
[00:02:14.760 --> 00:02:19.000]  主神要把他祖先大位的王位給他
[00:02:19.000 --> 00:02:21.280]  他要作那國家的王
[00:02:21.280 --> 00:02:22.800]  直到永遠
[00:02:22.800 --> 00:02:25.160]  他的國沒有窮盡
[00:02:25.160 --> 00:02:27.160]  瑪麗亞對天使說
[00:02:27.160 --> 00:02:28.760]  我沒有出嫁
[00:02:28.760 --> 00:02:30.960]  怎麼會有這事呢?
[00:02:30.960 --> 00:02:32.760]  天使回答她說
[00:02:32.760 --> 00:02:35.280]  聖靈要臨到你身上
[00:02:35.280 --> 00:02:38.240]  至高者的能力要被任你
[00:02:38.240 --> 00:02:41.080]  因此那要出生的聖者
[00:02:41.080 --> 00:02:43.360]  要稱為神的兒子
[00:02:43.360 --> 00:02:46.400]  況且你的親戚伊麗莎白
[00:02:46.400 --> 00:02:49.560]  就是那素來稱為不生育的
[00:02:49.560 --> 00:02:53.000]  在年老的時候也懷了男胎
[00:02:53.000 --> 00:02:55.600]  現在懷孕六個月了
[00:02:55.600 --> 00:02:57.600]  因為出於神的話
[00:02:57.600 --> 00:03:00.440]  沒有一句不賴能力的
[00:03:00.440 --> 00:03:01.680]  瑪麗亞說
[00:03:01.680 --> 00:03:03.560]  我是主的侍女
[00:03:03.560 --> 00:03:07.680]  願意照你的話實現在我身上
[00:03:07.680 --> 00:03:10.120]  《路加福音》
[00:03:10.120 --> 00:03:14.320]  頭兩章講到施浸約翰和耶穌
[00:03:14.320 --> 00:03:16.200]  出生的故事
[00:03:16.200 --> 00:03:18.720]  絕對是神自己
[00:03:18.720 --> 00:03:22.520]  親自介入在歷史當中
[00:03:22.520 --> 00:03:25.080]  成就祂自己救贖的工作
[00:03:25.080 --> 00:03:28.320]  也是救了聖經一早所應許的
[00:03:28.320 --> 00:03:30.320]  看這一段經文
[00:03:30.320 --> 00:03:33.040]  其實大部份的內容和字句
[00:03:33.040 --> 00:03:36.360]  在耶穌出生之前七百多年前
[00:03:36.360 --> 00:03:38.360]  七百多年前
[00:03:38.360 --> 00:03:41.640]  就早已經預言了
[00:03:41.640 --> 00:03:46.040]  以賽雅先知曾經這樣說
[00:03:46.040 --> 00:03:48.040]  聽啊大衛家
[00:03:48.040 --> 00:03:50.480]  主自己要給你們一個預兆
[00:03:50.480 --> 00:03:53.480]  看啊 必有同女懷孕生子
[00:03:53.480 --> 00:03:55.720]  給他起名叫爾瑪萊尼
[00:03:55.720 --> 00:03:59.280]  爾瑪萊尼的意思是神與我們同在
[00:03:59.280 --> 00:04:03.040]  他的政權與平安必加增無窮
[00:04:03.040 --> 00:04:06.040]  他必在大衛的寶座上治理他的國
[00:04:06.040 --> 00:04:10.440]  以公平公義使國堅定穩固
[00:04:10.440 --> 00:04:13.440]  從今直到永遠
[00:04:13.440 --> 00:04:15.240]  是不是很相似?
[00:04:15.240 --> 00:04:17.840]  看回《路加福音》
[00:04:17.840 --> 00:04:20.480]  說到瑪利亞是同女的身份
[00:04:20.480 --> 00:04:22.960]  說到約瑟是出自哪個家族?
[00:04:22.960 --> 00:04:24.720]  大衛的家族
[00:04:24.720 --> 00:04:27.880]  爾瑪萊尼就是神與人同在的宣告
[00:04:27.880 --> 00:04:31.120]  同女要懷孕生子
[00:04:31.120 --> 00:04:35.000]  更加說到大衛家的延續和榮耀
[00:04:35.000 --> 00:04:36.120]  是不是?
[00:04:36.120 --> 00:04:38.600]  甚至之後
[00:04:38.600 --> 00:04:41.600]  如果我們記得
[00:04:41.600 --> 00:04:44.960]  耶穌當出生的時候
[00:04:44.960 --> 00:04:47.920]  希律要屠殺這些男嬰
[00:04:47.920 --> 00:04:51.720]  甚至之後約瑟一家人要逃亡到埃及
[00:04:51.720 --> 00:04:57.120]  其實這些都是在舊約的先知書裡預言過的
[00:04:57.120 --> 00:05:01.240]  一個偉大的奇蹟在這裡發生
[00:05:01.240 --> 00:05:02.400]  不是偶然的
[00:05:02.400 --> 00:05:08.720]  而是神在七百多年前早已經預言
[00:05:08.720 --> 00:05:10.320]  現在就發生
[00:05:10.320 --> 00:05:11.640]  應驗
[00:05:11.640 --> 00:05:15.800]  而在亞先知說草必枯乾,花必凋謝
[00:05:15.800 --> 00:05:20.000]  唯有我們神的話永遠立定
[00:05:20.000 --> 00:05:22.880]  孫迅博士有這樣說過
[00:05:22.880 --> 00:05:25.640]  他說舊約是一個基礎
[00:05:25.640 --> 00:05:27.560]  這個基礎就是
[00:05:27.560 --> 00:05:30.320]  是新約救贖歷史的基礎
[00:05:30.320 --> 00:05:32.240]  舊約所期待的
[00:05:32.240 --> 00:05:35.240]  在新約裡得到成就
[00:05:35.240 --> 00:05:40.280]  新約接續舊約
[00:05:40.280 --> 00:05:44.600]  這一本聖經,或者今天你們用手機的聖經
[00:05:44.600 --> 00:05:47.480]  這本聖經就是神的說話
[00:05:47.480 --> 00:05:49.520]  就是神的啟示
[00:05:49.520 --> 00:05:52.520]  而神的啟示是漸進的
[00:05:52.520 --> 00:05:56.520]  是指向人類歷史最重要的一件事
[00:05:56.520 --> 00:06:00.000]  耶穌基督是應許的彌賽亞
[00:06:00.000 --> 00:06:03.080]  所以舊約和新約一樣這麼重要
[00:06:03.080 --> 00:06:06.720]  我們應該要用心去研讀
[00:06:06.720 --> 00:06:09.840]  很快下個星期就2022年
[00:06:09.840 --> 00:06:11.160]  進入2022年
[00:06:11.160 --> 00:06:13.520]  我們全年成長班
[00:06:13.520 --> 00:06:16.320]  就會查考舊約聖經
[00:06:16.320 --> 00:06:19.200]  就是舊約的十五二記上
[00:06:19.200 --> 00:06:26.000]  總題叫「神權下的君王與子民」
[00:06:26.000 --> 00:06:27.880]  弟兄姊妹,若果你
[00:06:27.880 --> 00:06:32.000]  未曾有穩定的成長班生活
[00:06:32.000 --> 00:06:34.080]  又或者當中有一些來賓
[00:06:34.080 --> 00:06:36.600]  都很想參加我們的成長班
[00:06:36.600 --> 00:06:43.120]  我邀請你們在新一年的旅邊積極地加入
[00:06:43.120 --> 00:06:44.480]  每一個聖誕節
[00:06:44.480 --> 00:06:49.440]  我們都在巡述耶穌降生的事實
[00:06:49.440 --> 00:06:52.560]  提醒我們耶穌是為我們而生
[00:06:52.560 --> 00:06:58.840]  今天,或許我們在慶祝第二千多個聖誕節
[00:06:58.840 --> 00:07:03.560]  讓我們嘗試回到第一個的聖誕節
[00:07:03.560 --> 00:07:07.320]  看吶,因為我報給你們帶來的訊息
[00:07:07.320 --> 00:07:09.280]  是關乎萬民的
[00:07:09.280 --> 00:07:11.000]  因為今天在大衛城裡
[00:07:11.000 --> 00:07:13.440]  為你們生了救主
[00:07:13.440 --> 00:07:16.280]  就是主基督
[00:07:16.280 --> 00:07:18.520]  保羅在加拉太書裏面
[00:07:18.520 --> 00:07:22.720]  他說「等到時候成熟」
[00:07:22.720 --> 00:07:25.600]  神就差遣他的兒子為女子所生
[00:07:25.600 --> 00:07:28.960]  等到時候成熟
[00:07:28.960 --> 00:07:31.000]  預言就應驗了
[00:07:31.000 --> 00:07:33.000]  應許實現了
[00:07:33.000 --> 00:07:36.760]  一個偉大的奇蹟就在這裏發生
[00:07:36.760 --> 00:07:39.480]  但是不要忘記
[00:07:39.480 --> 00:07:41.880]  耶穌還要回來
[00:07:41.880 --> 00:07:43.120]  耶穌會回來
[00:07:43.120 --> 00:07:44.960]  這也是事實
[00:07:44.960 --> 00:07:47.160]  剛才我們唱悅詩的時候
[00:07:47.160 --> 00:07:49.440]  最後那一段是怎樣說的?
[00:07:49.440 --> 00:07:52.880]  「主基督將要再來」
[00:07:52.880 --> 00:07:57.440]  「乘著雲彩降臨」
[00:07:57.440 --> 00:07:59.680]  是我們熱切期盼的
[00:07:59.680 --> 00:08:02.080]  好像斯班說的
[00:08:02.080 --> 00:08:05.080]  我們盼望主在來
[00:08:05.080 --> 00:08:07.000]  我們熱切期盼
[00:08:07.000 --> 00:08:12.080]  我們信靠等候的
[00:08:12.080 --> 00:08:13.480]  在這段經文裏面
[00:08:13.480 --> 00:08:17.960]  天使加伯列和瑪利亞的對話
[00:08:17.960 --> 00:08:19.680]  比例是怎樣呢?
[00:08:19.680 --> 00:08:23.040]  其實瑪利亞只是說了兩句話
[00:08:23.040 --> 00:08:26.920]  但是天使是說了很多的說話
[00:08:26.920 --> 00:08:32.160]  反映這是神自己採取主動的工作
[00:08:32.160 --> 00:08:35.080]  這不僅是真實的故事
[00:08:35.080 --> 00:08:39.400]  這絕對是神跡
[00:08:39.400 --> 00:08:40.720]  第三十一節
[00:08:40.720 --> 00:08:45.440]  「看呀,你要在禱福中懷孕生子」
[00:08:45.440 --> 00:08:50.400]  我括著是因為和修本或者和下本都沒有這個字
[00:08:50.400 --> 00:08:53.640]  《路加福音》的作者是路加醫生
[00:08:53.640 --> 00:08:58.280]  或者他是醫生,醫生比較細微
[00:08:58.280 --> 00:09:00.480]  對身體比較熟悉
[00:09:00.480 --> 00:09:01.640]  所以他說
[00:09:01.640 --> 00:09:05.400]  「你要在禱福中懷孕生子」
[00:09:05.400 --> 00:09:06.280]  可能我們會問
[00:09:06.280 --> 00:09:11.800]  耶穌為甚麼會以人的方式出生和成長呢?
[00:09:11.800 --> 00:09:13.880]  「在禱福中懷孕生子」
[00:09:13.880 --> 00:09:18.200]  是表達人類自然成長的階段
[00:09:18.200 --> 00:09:21.920]  主耶穌要和人類認同
[00:09:21.920 --> 00:09:24.600]  但同時
[00:09:24.600 --> 00:09:27.360]  祂也是獨一無二
[00:09:27.360 --> 00:09:29.960]  也是超自然的
[00:09:29.960 --> 00:09:30.960]  這位神
[00:09:30.960 --> 00:09:32.960]  祂明白我們
[00:09:32.960 --> 00:09:36.440]  了解我們人類一切的需要
[00:09:36.440 --> 00:09:40.120]  明白人間的苦困
[00:09:40.120 --> 00:09:41.600]  在這段經文裏面
[00:09:41.600 --> 00:09:43.640]  紅色字我們看到
[00:09:43.640 --> 00:09:50.400]  很多講到這個小小嬰孩的稱號
[00:09:50.400 --> 00:09:52.920]  當我們禮拜堂在今年聖誕節
[00:09:52.920 --> 00:09:56.200]  在大門口有一個聖景
[00:09:56.200 --> 00:09:59.600]  你看到馬槽上有一個小小的嬰孩
[00:09:59.600 --> 00:10:01.320]  是真的很小
[00:10:01.320 --> 00:10:02.160]  如果剛出生
[00:10:02.160 --> 00:10:05.960]  剛才嬰兒奉獻禮的嬰兒都是手抱
[00:10:05.960 --> 00:10:07.480]  很小的
[00:10:07.480 --> 00:10:10.680]  這個小小嬰孩有這麼多稱號的
[00:10:10.680 --> 00:10:12.120]  耶穌
[00:10:12.120 --> 00:10:12.960]  耶穌是甚麼意思?
[00:10:12.960 --> 00:10:14.640]  耶穌是約書亞的意思
[00:10:14.640 --> 00:10:16.840]  約書亞的意思是甚麼意思?
[00:10:16.840 --> 00:10:19.080]  耶和華是救恩
