
[00:00:00.000 --> 00:00:03.760]  我覺得《肥蠟筆書》特別第四章很好
[00:00:03.760 --> 00:00:06.600]  我就想以《肥蠟筆書》作爲
[00:00:06.600 --> 00:00:09.800]  今次和未來兩次的
[00:00:09.800 --> 00:00:11.440]  講道的主幹
[00:00:11.440 --> 00:00:13.400]  再加入我一些
[00:00:13.400 --> 00:00:17.600]  過往這麼多年在這裏的一些深刻的體會
[00:00:17.600 --> 00:00:20.400]  來和大家分享
[00:00:20.400 --> 00:00:24.160]  你說爲什麼選《肥蠟筆書》啊
[00:00:24.160 --> 00:00:26.840]  《肥蠟筆書》其實是
[00:00:26.840 --> 00:00:31.360]  仕途保羅在他
[00:00:31.360 --> 00:00:32.960]  離開世界之前
[00:00:32.960 --> 00:00:37.440]  寫給教會的最後一封書信來的
[00:00:37.440 --> 00:00:40.840]  保羅寫給教會最後一封書信
[00:00:40.840 --> 00:00:42.480]  你說是嗎
[00:00:42.480 --> 00:00:48.360]  保羅不是寫在提摩太後書是最後嗎
[00:00:48.360 --> 00:00:52.640]  提多書或者提摩太前後是寫給個人的
[00:00:52.640 --> 00:00:54.360]  提多是一個人所以
[00:00:54.360 --> 00:00:57.320]  保羅寫一封信給他就叫提多書
[00:00:57.320 --> 00:00:59.520]  接着保羅寫另外一封信給
[00:00:59.520 --> 00:01:02.800]  兩封給提摩太后所以就提摩太前後
[00:01:02.800 --> 00:01:04.120]  但是他寫給教會
[00:01:04.120 --> 00:01:11.240]  address教會最後一封信是寫給《肥蠟筆書》
[00:01:11.240 --> 00:01:14.000]  在當中保羅很感謝
[00:01:14.000 --> 00:01:16.440]  特別在《肥蠟筆》的教會
[00:01:16.440 --> 00:01:18.840]  多方面各方面的幫助
[00:01:18.840 --> 00:01:21.040]  包括在福音工作上
[00:01:21.040 --> 00:01:22.240]  大家同工
[00:01:22.240 --> 00:01:27.480]  還有在金錢和資源上很慷慨地支持他
[00:01:27.480 --> 00:01:31.680]  然而他也在當中嘗試處理教會合一的問題
[00:01:31.680 --> 00:01:33.800]  如果你們看下去你們就知道
[00:01:33.800 --> 00:01:38.720]  他也在教會面對一些問題
[00:01:38.720 --> 00:01:41.360]  有些人結黨紛爭
[00:01:41.360 --> 00:01:44.240]  分黨分黨派
[00:01:44.240 --> 00:01:46.000]  這個跟那個跟那個
[00:01:46.000 --> 00:01:50.200]  然後也有些人在人際關係上
[00:01:50.200 --> 00:01:51.400]  不是很健全
[00:01:51.400 --> 00:01:54.760]  所以保羅就寫這個《肥蠟筆書》
[00:01:54.760 --> 00:01:57.440]  寫這個書信給《肥蠟筆》的教會
[00:01:57.440 --> 00:01:59.160]  一方面去感謝他們
[00:01:59.160 --> 00:02:02.160]  另一方面來鼓勵他們
[00:02:02.160 --> 00:02:05.120]  這個我覺得對我們今天的教會來說
[00:02:05.120 --> 00:02:07.200]  也是非常地適切
[00:02:07.200 --> 00:02:09.120]  我們再一次祈禱好嗎
[00:02:09.120 --> 00:02:13.000]  然後我們有少少的分享
[00:02:22.400 --> 00:02:24.440]  天父啊在這個炎熱的天氣
[00:02:24.440 --> 00:02:25.720]  求禰幫助我們
[00:02:25.720 --> 00:02:28.240]  給我們其實我們也很感恩
[00:02:28.240 --> 00:02:30.920]  給我們在這個地方里面有冷氣
[00:02:30.920 --> 00:02:35.200]  起碼可以調節在一個比較合適的溫度
[00:02:35.200 --> 00:02:39.880]  大主幫助我們也能夠在這個天氣裏面
[00:02:39.880 --> 00:02:43.560]  能夠小心身體
[00:02:43.560 --> 00:02:47.000]  就是冷熱出入冷氣的時候
[00:02:47.000 --> 00:02:49.840]  也給我們有精神有體力
[00:02:49.840 --> 00:02:54.840]  帶領我們以下十多二十分鐘的分享信息
[00:02:54.840 --> 00:02:58.320]  懇求主祝福讓聽的講的同德益處
[00:02:58.320 --> 00:03:00.080]  奉耶穌基督的名
[00:03:00.080 --> 00:03:03.040]  我們一起再讀一讀《肥蠟筆書》第四章
[00:03:03.040 --> 00:03:05.360]  第二到第三節
[00:03:05.360 --> 00:03:08.560]  第二和第三 請讀
[00:03:08.560 --> 00:03:11.840]  我勸有爹和秦都基
[00:03:11.840 --> 00:03:14.520]  要在主裏同心
[00:03:14.520 --> 00:03:20.080]  我也求禰這真實同富一惡的
[00:03:20.080 --> 00:03:22.080]  幫助這兩個女人
[00:03:22.080 --> 00:03:24.360]  因爲她們所欣賞
[00:03:24.360 --> 00:03:27.080]  曾與我一同努苦
[00:03:27.080 --> 00:03:29.080]  我懇求家庭裏
[00:03:29.080 --> 00:03:31.880]  請禰讓我一同做好事
[00:03:31.880 --> 00:03:35.880]  阿彌陀佛請禰都在心裏貪心
[00:03:35.880 --> 00:03:37.680]  在第二第三節我們看到
[00:03:37.680 --> 00:03:38.800]  這裏有兩個人
[00:03:38.800 --> 00:03:40.080]  一個叫有阿爹
[00:03:40.080 --> 00:03:41.600]  我不知道他是否
[00:03:41.600 --> 00:03:44.680]  和殺爹不知道有沒有關係
[00:03:44.680 --> 00:03:47.360]  有阿爹和秦都基
[00:03:47.360 --> 00:03:49.640]  這兩個是教會的同工
[00:03:49.640 --> 00:03:52.360]  你看到第三節
[00:03:52.360 --> 00:03:54.800]  你看到他們曾經和保羅
[00:03:54.800 --> 00:03:56.800]  在福音的工作上一同努苦
[00:03:56.800 --> 00:03:58.800]  他們是教會的女同工
[00:03:58.800 --> 00:04:00.800]  她們是女人
[00:04:00.800 --> 00:04:01.760]  兩個女同工
[00:04:01.760 --> 00:04:04.800]  但是她們之間意見不和
[00:04:04.800 --> 00:04:07.760]  相信應該
[00:04:07.760 --> 00:04:09.760]  意見不和之後
[00:04:09.760 --> 00:04:13.160]  應該意見不和都挺嚴重
[00:04:13.160 --> 00:04:16.760]  到一個地步要公開信來寫
[00:04:16.760 --> 00:04:18.160]  提他們
[00:04:18.160 --> 00:04:21.160]  應該都到某一個程度
[00:04:21.160 --> 00:04:22.040]  都挺嚴重
[00:04:22.040 --> 00:04:24.040]  如果不是保羅不會在這裏
[00:04:24.040 --> 00:04:25.760]  因爲這個信是寫給教會的
[00:04:25.760 --> 00:04:27.760]  但在教會的信裏面是提名
[00:04:27.760 --> 00:04:30.760]  提這兩個女同工的名字出來
[00:04:30.760 --> 00:04:32.760]  所以相信都是不簡單
[00:04:32.760 --> 00:04:34.760]  去到一個程度
[00:04:34.760 --> 00:04:36.240]  這裏說
[00:04:36.240 --> 00:04:41.960]  保羅說勸這兩個主內的姐妹
[00:04:41.960 --> 00:04:43.960]  在主裏面同心
[00:04:43.960 --> 00:04:46.960]  同心是什麼意思
[00:04:46.960 --> 00:04:49.960]  同心在原文裏面是說
[00:04:49.960 --> 00:04:51.960]  同樣的心思
[00:04:51.960 --> 00:04:53.960]  同樣的心思和意念
[00:04:53.960 --> 00:04:55.960]  即是她的mind和heart
[00:04:55.960 --> 00:04:58.960]  是同一的
[00:04:58.960 --> 00:05:01.960]  然後她們一同認同真理
[00:05:01.960 --> 00:05:05.960]  在主裏面有一個和諧的關係
[00:05:05.960 --> 00:05:07.960]  是同心的意思
[00:05:07.960 --> 00:05:10.960]  同心固然是需要
[00:05:10.960 --> 00:05:13.960]  合作的雙方面
[00:05:13.960 --> 00:05:15.960]  或者三方面
[00:05:15.960 --> 00:05:17.960]  可能是幾個party或者幾個人一起
[00:05:17.960 --> 00:05:19.960]  甚至可能四方面五方面一起
[00:05:19.960 --> 00:05:21.960]  一起的合一纔行
[00:05:21.960 --> 00:05:25.960]  但其實外圍的人同樣都重要
[00:05:25.960 --> 00:05:28.960]  你有沒有試過勸交
[00:05:28.960 --> 00:05:31.960]  或者調解人與人之間
[00:05:31.960 --> 00:05:33.960]  有時候我們做一件事
[00:05:33.960 --> 00:05:34.960]  我不知道你有沒有試過
[00:05:34.960 --> 00:05:36.960]  我想起我以前
[00:05:36.960 --> 00:05:40.960]  小時候也有這樣做一些很傻的事
[00:05:40.960 --> 00:05:42.960]  跟阿甲說
[00:05:42.960 --> 00:05:43.960]  哎呀阿月真的一般般
[00:05:43.960 --> 00:05:45.960]  這樣不太對
[00:05:45.960 --> 00:05:47.960]  跟着跟阿月又說什麼
[00:05:47.960 --> 00:05:48.960]  跟阿月的時候又說
[00:05:48.960 --> 00:05:50.960]  哎呀阿甲也幫不過的
[00:05:50.960 --> 00:05:55.960]  這樣不是在做一些很對的事
[00:05:55.960 --> 00:05:57.960]  保羅在這裏她是怎樣的
[00:05:57.960 --> 00:05:59.960]  她作爲一個外圍的人
[00:05:59.960 --> 00:06:00.960]  即是外面的人
[00:06:00.960 --> 00:06:01.960]  現在這兩個人
[00:06:01.960 --> 00:06:03.960]  這兩個party或者兩三方
[00:06:03.960 --> 00:06:05.960]  不是很同心
[00:06:05.960 --> 00:06:07.960]  她是怎樣做的
[00:06:07.960 --> 00:06:08.960]  我們可以留意到
[00:06:08.960 --> 00:06:13.960]  保羅她處理人與人不和的關係
[00:06:13.960 --> 00:06:15.960]  首先她不是定罪
[00:06:15.960 --> 00:06:17.960]  她不是說誰對誰不對
[00:06:17.960 --> 00:06:18.960]  不是說你錯她錯
[00:06:18.960 --> 00:06:20.960]  她不是這樣來定罪
[00:06:20.960 --> 00:06:25.960]  而是溫和地去勸勉去幫助
[00:06:25.960 --> 00:06:28.960]  你看不看到她是很正面的
[00:06:28.960 --> 00:06:30.960]  首先她不是定罪
[00:06:30.960 --> 00:06:33.960]  她是去勸去幫助
[00:06:33.960 --> 00:06:35.960]  你看第二第三節
[00:06:35.960 --> 00:06:40.960]  她說我勸他們在主裏同心
[00:06:40.960 --> 00:06:43.960]  然後第三節她就說
[00:06:43.960 --> 00:06:47.960]  叫大家來幫助這兩個女人
[00:06:47.960 --> 00:06:50.960]  所以是去勸勉和去幫助
[00:06:50.960 --> 00:06:54.960]  她也不是說去偏袒某一方
[00:06:54.960 --> 00:06:58.960]  所以那個中立是很重要的
[00:06:58.960 --> 00:07:01.960]  當然有時候到了一個地步
[00:07:01.960 --> 00:07:04.960]  如果對方在真理上有錯誤
[00:07:04.960 --> 00:07:05.960]  或者是犯罪
[00:07:05.960 --> 00:07:09.960]  那她是需要去督責
[00:07:09.960 --> 00:07:11.960]  甚至可能去罵醒她
[00:07:11.960 --> 00:07:15.960]  但這裏不是說在真理上
[00:07:15.960 --> 00:07:17.960]  或者在犯罪上
[00:07:17.960 --> 00:07:21.960]  而是可能在一些合作的做法上
[00:07:21.960 --> 00:07:24.960]  或者一些處事的方針
[00:07:24.960 --> 00:07:25.960]  是有一些不同
[00:07:25.960 --> 00:07:27.960]  所以保羅她在這裏是一箇中立
[00:07:27.960 --> 00:07:30.960]  但是帶着一個正面的態度
[00:07:30.960 --> 00:07:34.960]  去提醒去挽回
[00:07:34.960 --> 00:07:38.960]  這些大家彼此不和的弟兄姊妹
[00:07:38.960 --> 00:07:41.960]  你說我們怎麼去學同心呢
[00:07:41.960 --> 00:07:43.960]  在外面的人就是這樣
[00:07:43.960 --> 00:07:45.960]  要中立一點
[00:07:45.960 --> 00:07:47.960]  不是說一開始去定罪
[00:07:47.960 --> 00:07:49.960]  而是去勸勉去幫助
[00:07:49.960 --> 00:07:50.960]  清楚嗎
[00:07:50.960 --> 00:07:53.960]  如果是真理上或者她在犯罪
[00:07:53.960 --> 00:07:58.960]  那是要嚴厲的提醒犯罪
[00:07:58.960 --> 00:08:00.960]  但如果只是在一些做法上
[00:08:00.960 --> 00:08:02.960]  一些處事的方針
[00:08:02.960 --> 00:08:03.960]  譬如說
[00:08:03.960 --> 00:08:06.960]  我一時想起了一些例子
[00:08:06.960 --> 00:08:08.960]  譬如說
[00:08:08.960 --> 00:08:09.960]  做一個聚會
[00:08:09.960 --> 00:08:12.960]  應該是內容是放什麼先
[00:08:12.960 --> 00:08:15.960]  那個內容是先喫飯還是先說信息呢
[00:08:15.960 --> 00:08:18.960]  那個是可以針對的
[00:08:18.960 --> 00:08:20.960]  不是說一定要先喫飯
[00:08:20.960 --> 00:08:21.960]  不先喫飯就違背真理
[00:08:21.960 --> 00:08:24.960]  或者不先說就得罪神
[00:08:24.960 --> 00:08:27.960]  你分清楚這件事
[00:08:27.960 --> 00:08:29.960]  但我們在主裏面
[00:08:29.960 --> 00:08:31.960]  我們怎麼來到同心呢
[00:08:31.960 --> 00:08:36.960]  這裏是以弗所書給我們的理解
[00:08:36.960 --> 00:08:38.960]  我沒有弄上來這裏
[00:08:38.960 --> 00:08:39.960]  如果你有聖經
[00:08:39.960 --> 00:08:42.960]  可不可以和我一起揭開以弗所書
[00:08:42.960 --> 00:08:57.960]  第四章
[00:08:57.960 --> 00:09:06.960]  以弗所書第四章第四到第六節
[00:09:06.960 --> 00:09:09.960]  以弗所書第四章第四到第六節
[00:09:09.960 --> 00:09:12.960]  如果有聖經你找到的
[00:09:12.960 --> 00:09:14.960]  跟我一起讀
[00:09:14.960 --> 00:09:16.960]  如果沒有的我們就聽
[00:09:16.960 --> 00:09:18.960]  找到的一起讀
[00:09:18.960 --> 00:09:19.960]  請讀
[00:09:19.960 --> 00:09:21.960]  身體只有一個
[00:09:21.960 --> 00:09:23.960]  性靈只有一個
[00:09:23.960 --> 00:09:25.960]  正如你們蒙照
[00:09:25.960 --> 00:09:27.960]  同有一個指望
[00:09:27.960 --> 00:09:31.960]  一主一信一使一神
[00:09:31.960 --> 00:09:33.960]  就是衆人的父
[00:09:33.960 --> 00:09:35.960]  超乎衆人之上
[00:09:35.960 --> 00:09:37.960]  半乎衆人之中
[00:09:37.960 --> 00:09:40.960]  也住在衆人之內
[00:09:40.960 --> 00:09:44.960]  這裏說了很多一
[00:09:44.960 --> 00:09:45.960]  一個神
[00:09:45.960 --> 00:09:47.960]  一位主
[00:09:47.960 --> 00:09:49.960]  一位父
[00:09:49.960 --> 00:09:51.960]  因爲這樣的緣故
[00:09:51.960 --> 00:09:54.960]  我們有同一個指望
[00:09:54.960 --> 00:09:56.960]  我們在一個身體裏面
[00:09:56.960 --> 00:09:58.960]  有一位的性靈
[00:09:58.960 --> 00:09:59.960]  是同一位的性靈
[00:09:59.960 --> 00:10:00.960]  又是住在你心裏面
[00:10:00.960 --> 00:10:03.960]  又是在我心裏面
[00:10:03.960 --> 00:10:05.960]  因爲耶穌基督的
[00:10:05.960 --> 00:10:07.960]  受死復活
[00:10:07.960 --> 00:10:09.960]  我們其實在神面前
[00:10:09.960 --> 00:10:11.960]  我們都是平等的
[00:10:11.960 --> 00:10:13.960]  無分高低
[00:10:13.960 --> 00:10:15.960]  雖然我們背景是不同的
[00:10:15.960 --> 00:10:17.960]  膚色可能也有些不同
[00:10:17.960 --> 00:10:19.960]  有些白一點有些黑一點
[00:10:19.960 --> 00:10:21.960]  有男有女
[00:10:21.960 --> 00:10:23.960]  有些經驗是
[00:10:23.960 --> 00:10:25.960]  很多人生的經驗
[00:10:25.960 --> 00:10:27.960]  有些是初出茅廬
[00:10:27.960 --> 00:10:29.960]  有人經歷過很多
[00:10:29.960 --> 00:10:31.960]  不同的艱難
[00:10:31.960 --> 00:10:33.960]  纔來到澳洲
[00:10:33.960 --> 00:10:35.960]  但是有些人來澳洲是很爽的
[00:10:35.960 --> 00:10:36.960]  父母送他過來
[00:10:36.960 --> 00:10:38.960]  讀書讀完就留在這裏
[00:10:38.960 --> 00:10:40.960]  很多不同的經歷
[00:10:40.960 --> 00:10:41.960]  不同的背景
[00:10:41.960 --> 00:10:43.960]  但是我們在神面前
[00:10:43.960 --> 00:10:47.960]  我們是平等的
[00:10:47.960 --> 00:10:49.960]  有些人他有不同的性格
[00:10:49.960 --> 00:10:52.960]  有些是很剛烈的
[00:10:52.960 --> 00:10:54.960]  不怕得罪權貴
[00:10:54.960 --> 00:10:56.960]  會出聲的
[00:10:56.960 --> 00:10:58.960]  但是有些人可能是膽怯一點
[00:10:58.960 --> 00:11:01.960]  但是他又會懂得考慮很多因素
[00:11:01.960 --> 00:11:03.960]  懂得去體諒別人
[00:11:03.960 --> 00:11:05.960]  有些人可能在公司裏面
[00:11:05.960 --> 00:11:07.960]  你是老闆
[00:11:07.960 --> 00:11:09.960]  有些可能是下屬
[00:11:09.960 --> 00:11:11.960]  但是我們在主裏面
[00:11:11.960 --> 00:11:12.960]  都是平等的
[00:11:12.960 --> 00:11:13.960]  這個在聖經裏面
[00:11:13.960 --> 00:11:15.960]  很清楚的一個信息
[00:11:15.960 --> 00:11:17.960]  我們之前在《哥羅西書》
[00:11:17.960 --> 00:11:19.960]  也有提到
[00:11:19.960 --> 00:11:22.960]  主人或者是僕人
[00:11:22.960 --> 00:11:24.960]  但是可能在
[00:11:24.960 --> 00:11:27.960]  在外面工作的時候
[00:11:27.960 --> 00:11:29.960]  是有一些不同的角色
[00:11:29.960 --> 00:11:31.960]  但是在主裏面
[00:11:31.960 --> 00:11:32.960]  在主的家裏面
[00:11:32.960 --> 00:11:33.960]  我們都是平等
[00:11:33.960 --> 00:11:35.960]  我們都是弟兄姊妹
[00:11:35.960 --> 00:11:38.960]  沒有一個人
[00:11:38.960 --> 00:11:39.960]  在神面前
[00:11:39.960 --> 00:11:41.960]  是比另外一個人優越一點的
[00:11:41.960 --> 00:11:43.960]  不是說我站在這裏
[00:11:43.960 --> 00:11:45.960]  帶領的人
[00:11:45.960 --> 00:11:47.960]  他優越一點
[00:11:47.960 --> 00:11:48.960]  他身份應該高一點
[00:11:48.960 --> 00:11:49.960]  不是
[00:11:49.960 --> 00:11:51.960]  在下面坐的
[00:11:51.960 --> 00:11:53.960]  或者是掃地的
[00:11:53.960 --> 00:11:56.960]  或者要幫忙洗一下廁所的
[00:11:56.960 --> 00:11:57.960]  就是低下一點
[00:11:57.960 --> 00:12:00.960]  不是這樣
[00:12:00.960 --> 00:12:01.960]  我很深印象
[00:12:01.960 --> 00:12:04.960]  曾經有一些
[00:12:04.960 --> 00:12:06.960]  我說弟兄姊妹
[00:12:06.960 --> 00:12:09.960]  免得說得那麼白
[00:12:09.960 --> 00:12:11.960]  我有一個這樣的經歷
[00:12:11.960 --> 00:12:13.960]  也很深印象
[00:12:13.960 --> 00:12:16.960]  又見過一個這樣的弟兄姊妹
[00:12:16.960 --> 00:12:18.960]  她拒絕
[00:12:18.960 --> 00:12:20.960]  說不要放我做
[00:12:20.960 --> 00:12:22.960]  某一類的侍奉
[00:12:22.960 --> 00:12:24.960]  特別是雜務性的
[00:12:24.960 --> 00:12:26.960]  要幫忙清潔一下
[00:12:26.960 --> 00:12:28.960]  她的原因是什麼呢?
[00:12:28.960 --> 00:12:30.960]  她的原因是
[00:12:30.960 --> 00:12:32.960]  因爲她要在臺上侍奉
[00:12:32.960 --> 00:12:34.960]  她要穿衣服漂亮一點
[00:12:34.960 --> 00:12:37.960]  所以不要讓她做一些雜務
[00:12:37.960 --> 00:12:38.960]  不要掃地
[00:12:38.960 --> 00:12:39.960]  不要吸塵
[00:12:39.960 --> 00:12:42.960]  不要放她
[00:12:42.960 --> 00:12:45.960]  侍奉沒有分什麼是
[00:12:45.960 --> 00:12:46.960]  尊貴
[00:12:46.960 --> 00:12:48.960]  卑賤
[00:12:48.960 --> 00:12:50.960]  人在神的面前
[00:12:50.960 --> 00:12:52.960]  也沒有誰是高級一點
[00:12:52.960 --> 00:12:54.960]  或者誰是低級一點
[00:12:54.960 --> 00:12:56.960]  我們在神的面前都是平等的
[00:12:56.960 --> 00:12:58.960]  這是我們童心的基礎
[00:12:58.960 --> 00:13:01.960]  所以當我們和弟兄姊妹
[00:13:01.960 --> 00:13:04.960]  同工或者同一個小組裏面
[00:13:04.960 --> 00:13:07.960]  不是說大的高級一點
[00:13:07.960 --> 00:13:10.960]  或者我們聽的又低級一點
[00:13:10.960 --> 00:13:12.960]  或者甚至有時候反過來也不一定
[00:13:12.960 --> 00:13:15.960]  組長很多時候是僕人
[00:13:15.960 --> 00:13:17.960]  有時候他做得比僕人多
