
[00:00:00.000 --> 00:00:02.000]  兄弟姐妹朋友們早安
[00:00:02.000 --> 00:00:06.000]  線上弟兄姐妹朋友們早安
[00:00:06.000 --> 00:00:09.000]  這個禮拜風足足的
[00:00:09.000 --> 00:00:14.000]  我昨天晚上回家趕快寫講章
[00:00:14.000 --> 00:00:17.000]  寫到我最後沒有時間做PowerPoint
[00:00:17.000 --> 00:00:22.000]  所以我今天是聽講
[00:00:22.000 --> 00:00:23.000]  感謝神
[00:00:23.000 --> 00:00:25.000]  但是我看到我們弟兄姐妹
[00:00:25.000 --> 00:00:29.000]  也都是整個禮拜完全的擺上
[00:00:29.000 --> 00:00:31.000]  我們的明華
[00:00:31.000 --> 00:00:33.000]  我們的慧玉
[00:00:33.000 --> 00:00:35.000]  還有我們的陳彥
[00:00:35.000 --> 00:00:36.000]  還有以旺
[00:00:36.000 --> 00:00:38.000]  我們每一位都是如此
[00:00:38.000 --> 00:00:40.000]  還有我們小遠
[00:00:40.000 --> 00:00:42.000]  感謝神
[00:00:42.000 --> 00:00:44.000]  我們的建政
[00:00:44.000 --> 00:00:45.000]  昨天的
[00:00:45.000 --> 00:00:47.000]  非常的好
[00:00:47.000 --> 00:00:49.000]  其實也都放上網了
[00:00:49.000 --> 00:00:52.000]  昨天我回家又把它做了
[00:00:52.000 --> 00:00:55.000]  做做了把它通通放上網了
[00:00:55.000 --> 00:00:56.000]  但是我看到
[00:00:56.000 --> 00:01:00.000]  真的是再苦再累
[00:01:00.000 --> 00:01:03.000]  神喜歡就好了
[00:01:03.000 --> 00:01:04.000]  是不是
[00:01:04.000 --> 00:01:07.000]  我說耶和華是我的募資
[00:01:07.000 --> 00:01:10.000]  下一季就夠了
[00:01:10.000 --> 00:01:11.000]  是不是
[00:01:11.000 --> 00:01:14.000]  感謝神讚美神
[00:01:14.000 --> 00:01:18.000]  但是我們也要想一想
[00:01:18.000 --> 00:01:22.000]  如果我們忙得團團轉
[00:01:22.000 --> 00:01:23.000]  我講過
[00:01:23.000 --> 00:01:27.000]  我們有三樣東西流
[00:01:27.000 --> 00:01:29.000]  流出來神喜歡
[00:01:29.000 --> 00:01:33.000]  哪三樣
[00:01:33.000 --> 00:01:36.000]  流血
[00:01:36.000 --> 00:01:40.000]  流汗神不喜歡的
[00:01:40.000 --> 00:01:41.000]  流淚
[00:01:41.000 --> 00:01:42.000]  是不是
[00:01:42.000 --> 00:01:44.000]  OK就兩樣流了
[00:01:44.000 --> 00:01:46.000]  兩個流神喜歡
[00:01:46.000 --> 00:01:48.000]  那流汗神不喜歡
[00:01:48.000 --> 00:01:51.000]  所以我們來到神的殿裡面
[00:01:51.000 --> 00:01:53.000]  我們要永遠是歡歡喜喜
[00:01:53.000 --> 00:01:56.000]  快快樂樂高高興興
[00:01:56.000 --> 00:01:57.000]  因為我們是來召見
[00:01:57.000 --> 00:02:02.000]  朝見我們的神
[00:02:02.000 --> 00:02:05.000]  今天要跟各位分享
[00:02:05.000 --> 00:02:09.000]  是臨時才想到這個題目
[00:02:09.000 --> 00:02:10.000]  我覺得
[00:02:10.000 --> 00:02:12.000]  因為我們都知道
[00:02:12.000 --> 00:02:15.000]  什麼叫愛的真諦
[00:02:15.000 --> 00:02:17.000]  是不是
[00:02:17.000 --> 00:02:20.000]  The truth of love
[00:02:20.000 --> 00:02:23.000]  愛是恆久忍耐
[00:02:23.000 --> 00:02:24.000]  有恩慈
[00:02:24.000 --> 00:02:25.000]  愛是不嫉妒
[00:02:25.000 --> 00:02:27.000]  愛是不張狂不自誇
[00:02:27.000 --> 00:02:28.000]  是不是
[00:02:28.000 --> 00:02:29.000]  等等等等
[00:02:29.000 --> 00:02:32.000]  好棒好棒
[00:02:32.000 --> 00:02:34.000]  但是我今天要講
[00:02:34.000 --> 00:02:36.000]  信的真諦
[00:02:36.000 --> 00:02:39.000]  The truth of faith
[00:02:39.000 --> 00:02:43.000]  這就是完全兩樣不同的事情
[00:02:43.000 --> 00:02:45.000]  我們都知道信嘛
[00:02:45.000 --> 00:02:46.000]  信耶穌嘛
[00:02:46.000 --> 00:02:48.000]  對不對
[00:02:48.000 --> 00:02:50.000]  我也常常喜歡講
[00:02:50.000 --> 00:02:53.000]  鬼魔也信啊
[00:02:53.000 --> 00:02:55.000]  他知道耶穌是基督
[00:02:55.000 --> 00:02:57.000]  是神的兒子
[00:02:57.000 --> 00:03:00.000]  聖經上面不止一次講到
[00:03:00.000 --> 00:03:02.000]  那個被鬼附的人說
[00:03:02.000 --> 00:03:04.000]  耶穌啊
[00:03:04.000 --> 00:03:07.000]  神的兒子我與你何相干啊
[00:03:07.000 --> 00:03:08.000]  是不是
[00:03:08.000 --> 00:03:09.000]  他也知道
[00:03:09.000 --> 00:03:11.000]  神的兒子大有能力的
[00:03:11.000 --> 00:03:14.000]  所以他呼叫
[00:03:14.000 --> 00:03:16.000]  所以我們對信
[00:03:16.000 --> 00:03:18.000]  我們要有進一步了解
[00:03:18.000 --> 00:03:21.000]  跟進一步的認識
[00:03:21.000 --> 00:03:27.000]  因為信是基督徒信仰的關鍵
[00:03:27.000 --> 00:03:31.000]  一般世人認為
[00:03:31.000 --> 00:03:34.000]  宗教無非是叫人行善嘛
[00:03:34.000 --> 00:03:36.000]  對不對
[00:03:36.000 --> 00:03:38.000]  也都沒有錯啦
[00:03:38.000 --> 00:03:42.000]  但是這勸人為善
[00:03:42.000 --> 00:03:45.000]  這不是我們基督徒的目的
[00:03:45.000 --> 00:03:47.000]  最終目的
[00:03:47.000 --> 00:03:50.000]  我們信基督教的最高的原則
[00:03:50.000 --> 00:03:53.000]  我們的信仰的根基是什麼
[00:03:53.000 --> 00:03:55.000]  是救贖
[00:03:55.000 --> 00:03:57.000]  好的
[00:03:57.000 --> 00:03:59.000]  我也常常喜歡講
[00:03:59.000 --> 00:04:03.000]  我們基督徒生命有三個層次
[00:04:03.000 --> 00:04:06.000]  第一個是起點
