
[00:00:00.000 --> 00:00:01.440]  各位電影姐妹大家好
[00:00:01.440 --> 00:00:03.080]  一起讀聖經
[00:00:03.080 --> 00:00:08.200]  今次可以說是約書亞記的最後一章
[00:00:08.200 --> 00:00:14.600]  經過一段時間,講聖經人物,約書亞,摩西死了然後到約書亞
[00:00:14.600 --> 00:00:21.240]  約書亞帶領以色列人入迦納,一直打,然後得到整個英許之地
[00:00:21.240 --> 00:00:22.520]  迦納地
[00:00:22.520 --> 00:00:24.060]  分了地
[00:00:24.060 --> 00:00:28.160]  屬靈上又設立了
[00:00:28.160 --> 00:00:29.960]  祭司
[00:00:30.220 --> 00:00:33.780]  在士劍安放好藥櫃
[00:00:33.780 --> 00:00:34.820]  等等
[00:00:34.820 --> 00:00:38.660]  來到一個地方,約書亞記的結束
[00:00:38.660 --> 00:00:44.800]  結束的時候,約書亞已經很老,年紀老了,就把他們叫來
[00:00:44.800 --> 00:00:47.860]  語重心長,講了很多東西
[00:00:47.860 --> 00:00:50.940]  這裏就是約書亞記裏面的人
[00:00:50.940 --> 00:00:52.980]  約書亞,士就是
[00:00:52.980 --> 00:00:56.060]  來到這裏,他們最後立志
[00:00:56.060 --> 00:00:58.360]  侍奉耶和華
[00:01:00.160 --> 00:01:02.200]  約書亞記二十四章
[00:01:02.200 --> 00:01:04.520]  二十四節
[00:01:04.520 --> 00:01:07.080]  二十四二十四,如果這次聖經
[00:01:07.080 --> 00:01:08.640]  你想要你
[00:01:08.640 --> 00:01:12.760]  自己立志都不錯的,約書亞記二十四二十四
[00:01:12.760 --> 00:01:15.580]  百姓回答約書亞說
[00:01:15.580 --> 00:01:18.900]  我們必侍奉耶和華
[00:01:18.900 --> 00:01:20.680]  我們的上帝
[00:01:20.680 --> 00:01:22.480]  聽從他的話
[00:01:22.480 --> 00:01:27.080]  當日,約書亞就與百姓納約
[00:01:27.340 --> 00:01:31.940]  在士劍為他們訂立律例典章
[00:01:31.940 --> 00:01:33.740]  留意了
[00:01:33.740 --> 00:01:36.300]  是我要講的第一點
[00:01:36.300 --> 00:01:40.920]  就是我們必侍奉耶和華
[00:01:40.920 --> 00:01:42.700]  我們的上帝
[00:01:42.700 --> 00:01:44.500]  聽從他的話
[00:01:44.500 --> 00:01:50.120]  在約書亞記尾,約書亞已經很老了,差不多的時候
