
[00:00:00.000 --> 00:00:01.880]  講完「彼得前書」之後呢
[00:00:01.880 --> 00:00:04.320]  我想我應該要講哪一卷書呢?
[00:00:04.320 --> 00:00:08.040]  我這次就會選讀了「尼希米記」
[00:00:08.040 --> 00:00:10.560]  那麼為什麼會選擇「尼希米記」呢?
[00:00:10.560 --> 00:00:11.520]  有幾個原因
[00:00:11.520 --> 00:00:14.880]  第一就是我發覺很多基督徒都不喜歡看舊約的
[00:00:14.880 --> 00:00:16.640]  或者是看不明白舊約的
[00:00:16.640 --> 00:00:18.880]  所以你留意到在這幾年裡面
[00:00:18.880 --> 00:00:20.680]  我都是講舊約的
[00:00:20.680 --> 00:00:24.400]  那麼希望大家對舊約聖經有更多的了解和體會
[00:00:24.400 --> 00:00:26.200]  第二就是「尼希米」
[00:00:26.200 --> 00:00:28.480]  它很值得我們去學習和欣賞
[00:00:28.800 --> 00:00:33.320]  「尼希米」本身是自己個人的屬靈生命的操守
[00:00:33.320 --> 00:00:34.880]  和神的關係
[00:00:34.880 --> 00:00:37.960]  去對自己國家那份的情
[00:00:37.960 --> 00:00:42.440]  和要好好的來建立那個城牆
[00:00:42.440 --> 00:00:45.440]  或者重建國家那個的需要
[00:00:45.440 --> 00:00:49.160]  其實有時候我們都看到我們的生命很需要去重整
[00:00:49.160 --> 00:00:50.560]  我們要去重建
[00:00:50.560 --> 00:00:53.760]  所以我就會選讀「尼希米記」
[00:00:53.760 --> 00:00:55.920]  但是有一點矛盾
[00:00:55.920 --> 00:00:58.360]  因為由七月開始的時候
[00:00:58.520 --> 00:01:00.680]  我就講舊約的祈禱
[00:01:00.680 --> 00:01:02.080]  我不知道大家有沒有聽過
[00:01:02.080 --> 00:01:04.560]  我講了三堂道跟「尼希米」有關的
[00:01:04.560 --> 00:01:06.440]  就是「三軍未動」
[00:01:06.440 --> 00:01:07.920]  「祈禱先行」
[00:01:07.920 --> 00:01:09.840]  和「施恩與我」
[00:01:09.840 --> 00:01:13.960]  那麼這三堂道都是跟「尼希米記」裡面抽出來的
[00:01:13.960 --> 00:01:16.840]  那麼如果我要真的有系統地去講的時候
[00:01:16.840 --> 00:01:19.200]  可能會重複這三堂道
[00:01:19.200 --> 00:01:21.560]  當然因為培靈聖的崇拜
[00:01:21.560 --> 00:01:22.520]  是釋經
[00:01:22.520 --> 00:01:24.640]  所以會講得更加詳細一點
[00:01:24.640 --> 00:01:26.520]  那麼如果你聽了的時候
[00:01:26.640 --> 00:01:29.000]  都很希望你繼續回來
[00:01:29.000 --> 00:01:31.400]  因為崇拜不是只聽一堂道的
[00:01:31.400 --> 00:01:32.600]  但是你發覺咦
[00:01:32.600 --> 00:01:35.240]  那三次很可能是重複了的時候
[00:01:35.240 --> 00:01:37.160]  那麼你可以回第二堂崇拜
[00:01:37.160 --> 00:01:38.240]  不是我講的
[00:01:38.240 --> 00:01:40.080]  但是今天你會聽的時候
[00:01:40.080 --> 00:01:42.760]  已經跟第一次我所講的已經有很不同的了
[00:01:42.760 --> 00:01:46.120]  那麼我會跟大家來到先大部分時間
[00:01:46.120 --> 00:01:48.360]  看一看「尼希米記」的背景
[00:01:48.360 --> 00:01:50.480]  當我讀神學的時候
[00:01:50.480 --> 00:01:52.280]  我要去看一些釋經書
[00:01:52.280 --> 00:01:53.920]  說真的看背景是很悶的
[00:01:53.920 --> 00:01:55.760]  我很想快一點跳過去
[00:01:55.920 --> 00:01:57.280]  就看裡面的內文
[00:01:57.280 --> 00:02:00.000]  但是如果我們不明白背景的時候
[00:02:00.000 --> 00:02:02.800]  對那一段的聖經其實的體會
[00:02:02.800 --> 00:02:04.000]  或者了解
[00:02:04.000 --> 00:02:05.600]  就會差了一點
[00:02:05.600 --> 00:02:06.920]  所以今天呢
[00:02:06.920 --> 00:02:10.440]  我會先來帶大家去看「尼希米記」的背景
[00:02:10.440 --> 00:02:12.440]  但是都求神來幫助我
[00:02:12.440 --> 00:02:15.120]  可以釋一些很深或者很悶的東西
[00:02:15.120 --> 00:02:16.480]  講得不會太悶
[00:02:16.480 --> 00:02:18.360]  好,我低頭我們來先禱告
[00:02:18.360 --> 00:02:21.000]  天主懇求你自己來帶我們去
[00:02:21.000 --> 00:02:21.920]  給我們有智慧
[00:02:21.920 --> 00:02:24.000]  給我們有好的表達能力
[00:02:24.240 --> 00:02:26.320]  也懇求聖靈你自己親自的工作
[00:02:26.320 --> 00:02:28.440]  讓我們能夠很深的體會到
[00:02:28.440 --> 00:02:30.640]  神你自己怎樣藉著你的話語
[00:02:30.640 --> 00:02:32.320]  給我們有這個提醒
[00:02:32.320 --> 00:02:34.560]  求神你自己來帶我們去使用
[00:02:34.560 --> 00:02:36.480]  我們今天每一個人
[00:02:36.480 --> 00:02:38.600]  特別使用這個這麼沒用的器皿
[00:02:38.600 --> 00:02:39.880]  帶領以後的時間
[00:02:39.880 --> 00:02:41.560]  祈禱賴奉主得聖的名
[00:02:41.560 --> 00:02:42.320]  Amen
[00:02:42.320 --> 00:02:45.320]  「尼希米記」有十三章
[00:02:45.320 --> 00:02:47.600]  頭那七章聖經裡面
[00:02:47.600 --> 00:02:50.720]  你留意到尼希米是用第一人是我
[00:02:50.720 --> 00:02:51.480]  怎樣怎樣
[00:02:51.480 --> 00:02:53.160]  用我作為稱呼的
[00:02:53.760 --> 00:02:55.120]  第八章開始
[00:02:55.120 --> 00:02:57.720]  就是用第三身來帶我們去講出來
[00:02:57.720 --> 00:02:59.840]  到最後第十三章
[00:02:59.840 --> 00:03:02.000]  是一篇很長的文章
[00:03:02.000 --> 00:03:03.920]  但是又用回第一身
[00:03:03.920 --> 00:03:06.160]  那很可能是尼希米他第二次
[00:03:06.160 --> 00:03:08.120]  再回到耶路撒冷的時候
[00:03:08.120 --> 00:03:09.880]  來將他自己的一些經歷
[00:03:09.880 --> 00:03:11.160]  來帶我們去記錄下來
[00:03:11.160 --> 00:03:12.840]  我們要了解一下
[00:03:12.840 --> 00:03:15.240]  猶太和以色列國的歷史
[00:03:15.240 --> 00:03:17.200]  大家知道大衛作王
[00:03:17.200 --> 00:03:18.640]  後來傳給所羅門
[00:03:18.640 --> 00:03:20.440]  所羅門就傳給他的兒子
[00:03:20.440 --> 00:03:21.480]  就叫做羅邦安
[00:03:21.880 --> 00:03:24.040]  但後來羅邦安在位的時候
[00:03:24.040 --> 00:03:25.760]  後來國家就分裂了
[00:03:25.760 --> 00:03:27.520]  成為南北兩邊
[00:03:27.520 --> 00:03:29.320]  北邊的就稱為北國
[00:03:29.320 --> 00:03:31.240]  南邊的自然就叫什麼
[00:03:31.240 --> 00:03:32.360]  南國
[00:03:32.360 --> 00:03:35.360]  但北邊的國家就叫以色列國
[00:03:35.360 --> 00:03:39.400]  南邊的國家因為屬於猶大這個支派
[00:03:39.400 --> 00:03:41.480]  所以我們稱他為猶大國
[00:03:41.480 --> 00:03:42.480]  好了
[00:03:42.480 --> 00:03:46.040]  北邊的國家後來是被亞述滅了
[00:03:46.040 --> 00:03:49.560]  他們在亞述滅完之後沒多久
[00:03:50.080 --> 00:03:52.040]  就輪到剩下的南國
[00:03:52.040 --> 00:03:54.880]  就被巴比倫王利達去滅了
[00:03:54.880 --> 00:03:56.440]  我們就知道
[00:03:56.440 --> 00:03:57.920]  巴比倫滅去的時候
[00:03:57.920 --> 00:04:00.360]  大概就是公元前586年
[00:04:00.360 --> 00:04:02.240]  一會兒會再詳細講
[00:04:02.240 --> 00:04:05.960]  其實巴比倫是兩次滅猶大國的
[00:04:05.960 --> 00:04:07.560]  先後有兩次
[00:04:07.560 --> 00:04:08.360]  好了
[00:04:08.360 --> 00:04:11.320]  但是巴比倫雖然是四大文明古國之一
[00:04:11.320 --> 00:04:13.680]  但是這個這麼厲害的國家
[00:04:13.680 --> 00:04:17.080]  竟然一晚之內就滅亡了
[00:04:17.600 --> 00:04:20.800]  是被波斯帝國利達去亡了
[00:04:20.800 --> 00:04:24.360]  巴比倫當他滅猶大國的時候
[00:04:24.360 --> 00:04:24.880]  很特別
[00:04:24.880 --> 00:04:26.000]  一會兒我們會看到
[00:04:26.000 --> 00:04:29.080]  他將猶大國裡面的精英和人
[00:04:29.080 --> 00:04:32.200]  全部擄走去自己的國家裡面
[00:04:32.200 --> 00:04:34.880]  差一點的就做廉價勞工
[00:04:34.880 --> 00:04:37.600]  但是不要忘記經過幾十年的時候
[00:04:37.600 --> 00:04:40.080]  人數是不斷不斷地增加的
[00:04:40.080 --> 00:04:41.480]  你現在想想
[00:04:41.480 --> 00:04:42.440]  香港
[00:04:42.440 --> 00:04:44.840]  一天有150個名額來的時候
[00:04:44.840 --> 00:04:45.960]  你算一算
[00:04:45.960 --> 00:04:47.560]  一年有多少人來
[00:04:47.560 --> 00:04:49.360]  所以現在人是越來越多的
[00:04:49.360 --> 00:04:52.880]  後來波斯滅了巴比倫之後
[00:04:52.880 --> 00:04:54.640]  政策改變了
[00:04:54.640 --> 00:04:57.200]  他發覺這麼多猶太人在這裡
[00:04:57.200 --> 00:04:58.160]  怎麼辦?
[00:04:58.160 --> 00:04:59.000]  不要了
[00:04:59.000 --> 00:05:00.720]  其實你是使得我國家
[00:05:00.720 --> 00:05:03.080]  要找地來蓋房子也很麻煩
[00:05:03.080 --> 00:05:03.880]  於是怎麼樣?
[00:05:03.880 --> 00:05:04.560]  回去
[00:05:04.560 --> 00:05:09.880]  於是巴比倫他們就納入了這幫以色列人
[00:05:09.880 --> 00:05:12.680]  但是當波斯作王的時候
[00:05:12.680 --> 00:05:13.880]  他們又怎麼樣呢?
