
[00:00:00.000 --> 00:00:06.000]  我今日想同大家去透過馬可福音的一段經文
[00:00:06.000 --> 00:00:10.000]  大家都熟悉的 其實是耶穌平靜風浪
[00:00:10.000 --> 00:00:14.000]  同大家去看一個人生的一個題目
[00:00:14.000 --> 00:00:21.000]  大家有沒有聽過一個古詩人叫做河馬
[00:00:21.000 --> 00:00:23.000]  不是那隻動物
[00:00:23.000 --> 00:00:30.000]  是一個在公元前800年的一個古希臘
[00:00:30.000 --> 00:00:34.000]  雙眼失明的一個詩人叫做河馬
[00:00:34.000 --> 00:00:40.000]  相傳他就寫了兩部很長的著作
[00:00:40.000 --> 00:00:43.000]  我們叫做《史詩》
[00:00:43.000 --> 00:00:51.000]  是用詩歌體裁來寫一些人物歷史的古典著作
[00:00:51.000 --> 00:00:56.000]  其中一部著作大家認識的名字叫做《Odyssey》
[00:00:56.000 --> 00:00:57.000]  但不是那輛車
[00:00:57.000 --> 00:01:00.000]  你知道那牌子的車的模型叫《Odyssey》
[00:01:00.000 --> 00:01:01.000]  不是那輛車
[00:01:01.000 --> 00:01:05.000]  兩卷著作我們統稱叫做《河馬史詩》
[00:01:05.000 --> 00:01:09.000]  這兩卷的《河馬史詩》的著作
[00:01:09.000 --> 00:01:14.000]  其實是成為了日後古希臘的文獻
[00:01:14.000 --> 00:01:17.000]  一些文學著作的基石
[00:01:17.000 --> 00:01:20.000]  其實到今日有很多不同的文學作品
[00:01:20.000 --> 00:01:28.000]  一些音樂藝術甚至是一些電影的題目
[00:01:28.000 --> 00:01:32.000]  都是受到《河馬史詩》的影響
[00:01:32.000 --> 00:01:34.000]  我為什麼要提到《河馬史詩》
[00:01:34.000 --> 00:01:40.000]  因為很多學者對《河馬史詩》的研究分析
[00:01:40.000 --> 00:01:44.000]  他發現到這部著作最吸引的地方在哪裡
[00:01:44.000 --> 00:01:54.000]  就是貫穿著這兩卷著作的一股我們叫做《秩序》
[00:01:54.000 --> 00:01:57.000]  或者我們叫做一個對稱的意識
[00:01:57.000 --> 00:02:05.000]  而有趣的地方就是這股秩序並非不可動搖的
[00:02:05.000 --> 00:02:09.000]  是經過一些時間變遷之後
[00:02:09.000 --> 00:02:11.000]  這股秩序會失序的
[00:02:11.000 --> 00:02:13.000]  會失去這個秩序
[00:02:13.000 --> 00:02:16.000]  但是很奇怪的就是這個失序之後
[00:02:16.000 --> 00:02:22.000]  它會慢慢又會安然地繼續下去
[00:02:22.000 --> 00:02:24.000]  當我們這樣看的時候
[00:02:24.000 --> 00:02:27.000]  其實跟我們人生有什麼關係呢
[00:02:27.000 --> 00:02:31.000]  我們人生的歷程其實就是
[00:02:31.000 --> 00:02:37.000]  不斷地在一個秩序和失序的意識形態底下
[00:02:37.000 --> 00:02:40.000]  一直繼續走下去
[00:02:40.000 --> 00:02:43.000]  我們時常都覺得我們時常都想
[00:02:43.000 --> 00:02:47.000]  每個人都很想能夠找到一個安身立命的地方
[00:02:47.000 --> 00:02:49.000]  但是很可惜的就是
[00:02:49.000 --> 00:02:51.000]  我們想有秩序地生活
[00:02:51.000 --> 00:02:53.000]  但是很可惜的就是
[00:02:53.000 --> 00:02:58.000]  不時受到一些很無情的混亂的威脅
[00:02:58.000 --> 00:03:04.000]  使得我們想秩序生活但是變得失序
[00:03:04.000 --> 00:03:09.000]  正如好像我們都聽過說變幻才是永恆
[00:03:09.000 --> 00:03:15.000]  那究竟怎樣才能夠可以很安然地繼續生活下去呢
[00:03:15.000 --> 00:03:18.000]  我們不需要
[00:03:18.000 --> 00:03:20.000]  其實對人生的描寫
[00:03:20.000 --> 00:03:23.000]  都不需要只有古人才會獨有
[00:03:23.000 --> 00:03:26.000]  大家有沒有聽過這首流行曲
[00:03:26.000 --> 00:03:29.000]  當然流行就是以前
[00:03:29.000 --> 00:03:31.000]  叫《幾許風雨》
[00:03:31.000 --> 00:03:32.000]  有沒有聽過
[00:03:32.000 --> 00:03:34.000]  你聽過就是你大概都知道
[00:03:34.000 --> 00:03:36.000]  我都猜到你幾多歲了
[00:03:36.000 --> 00:03:39.000]  是二十世紀八十年代
[00:03:39.000 --> 00:03:41.000]  在香港一首很流行
[00:03:41.000 --> 00:03:43.000]  記不記得是誰寫的
[00:03:43.000 --> 00:03:44.000]  是誰唱的
[00:03:44.000 --> 00:03:45.000]  羅文唱的
[00:03:45.000 --> 00:03:46.000]  大家懂得唱嗎
[00:03:46.000 --> 00:03:48.000]  你不用現在唱的
[00:03:48.000 --> 00:03:51.000]  一首很繪著人口的
[00:03:51.000 --> 00:03:54.000]  當時的流行歌叫做《幾許風雨》
[00:03:54.000 --> 00:03:57.000]  這首歌一開始的時候就說
[00:03:57.000 --> 00:03:59.000]  無言輕衣
[00:03:59.000 --> 00:04:02.000]  唱邊迎望雨勢急也亂
[00:04:02.000 --> 00:04:06.000]  這句話已經告訴我們人生是有
[00:04:06.000 --> 00:04:08.000]  人生是有很多痛苦的
[00:04:08.000 --> 00:04:11.000]  他用了風雨來描寫這個痛苦
[00:04:11.000 --> 00:04:12.000]  或者人生
[00:04:12.000 --> 00:04:14.000]  人生裏面很多的混亂
[00:04:14.000 --> 00:04:16.000]  但是這首詩歌去到下面
[00:04:16.000 --> 00:04:17.000]  他說
[00:04:17.000 --> 00:04:19.000]  幾許風雨我也經過
[00:04:19.000 --> 00:04:20.000]  壓立到目前
[00:04:20.000 --> 00:04:21.000]  的意思就是
[00:04:21.000 --> 00:04:25.000]  縱然是有很多混亂
[00:04:25.000 --> 00:04:26.000]  很多痛苦
[00:04:26.000 --> 00:04:28.000]  很多挫敗
[00:04:28.000 --> 00:04:31.000]  但是經歷了之後回望
[00:04:31.000 --> 00:04:34.000]  我們都可以站得穩
[00:04:34.000 --> 00:04:37.000]  這首流行歌就想說這件事
[00:04:37.000 --> 00:04:41.000]  究竟怎樣能夠可以站得穩呢
[00:04:41.000 --> 00:04:44.000]  究竟我們怎樣能夠從秩序
[00:04:44.000 --> 00:04:46.000]  變成失序
[00:04:46.000 --> 00:04:48.000]  然後尋回那個秩序呢
[00:04:48.000 --> 00:04:51.000]  很多很多很多的智者
[00:04:51.000 --> 00:04:54.000]  都去嘗試回答這個問題
[00:04:54.000 --> 00:04:56.000]  我今天想和大家看這段經文
[00:04:56.000 --> 00:04:58.000]  就是馬赫福音
[00:04:58.000 --> 00:05:01.000]  耶穌平靜風浪
[00:05:01.000 --> 00:05:03.000]  同樣用風浪來描寫
[00:05:03.000 --> 00:05:05.000]  好像一個人生的旅程
[00:05:05.000 --> 00:05:08.000]  究竟耶穌和門徒
