
[00:00:00.000 --> 00:00:02.500]  我今天繼續講門徒
[00:00:02.500 --> 00:00:04.500]  去到第十個門徒
[00:00:04.500 --> 00:00:05.500]  這個門徒
[00:00:05.500 --> 00:00:07.500]  我的題目叫做
[00:00:07.500 --> 00:00:11.500]  領人歸向耶穌的安德烈
[00:00:11.500 --> 00:00:13.500]  對我來說
[00:00:13.500 --> 00:00:17.500]  這個門徒是我們最容易學的一個門徒
[00:00:17.500 --> 00:00:19.500]  所以我們要有信心
[00:00:19.500 --> 00:00:21.500]  聽到之才有信心
[00:00:21.500 --> 00:00:23.500]  你跟自己講
[00:00:23.500 --> 00:00:24.500]  先跟自己講
[00:00:24.500 --> 00:00:26.000]  你說我要成為安德烈
[00:00:26.000 --> 00:00:27.500]  夠不夠膽
[00:00:27.500 --> 00:00:28.500]  我還未講
[00:00:28.500 --> 00:00:30.500]  但我講明是最容易學的
[00:00:30.500 --> 00:00:32.500]  最容易學一個門徒
[00:00:32.500 --> 00:00:35.500]  我要成為一個安德烈
[00:00:35.500 --> 00:00:36.500]  為什麼
[00:00:36.500 --> 00:00:38.500]  其實我自己侍奉了幾十年
[00:00:38.500 --> 00:00:40.500]  我時時聽很多弟兄姊妹跟我說
[00:00:40.500 --> 00:00:43.500]  牧師其實我不太會傳福音
[00:00:43.500 --> 00:00:45.500]  這個我經常都聽到
[00:00:45.500 --> 00:00:47.500]  於是我就說其實很容易
[00:00:47.500 --> 00:00:48.500]  三分鐘
[00:00:48.500 --> 00:00:50.500]  預備三分鐘的見證
[00:00:50.500 --> 00:00:51.500]  三點
[00:00:51.500 --> 00:00:53.500]  你知道牧師總是講三點
[00:00:53.500 --> 00:00:54.500]  第一點就是
[00:00:54.500 --> 00:00:56.500]  我未信耶穌之前是什麼樣子
[00:00:56.500 --> 00:00:57.500]  是什麼光景
[00:00:57.500 --> 00:00:58.500]  然後我怎樣信耶穌
[00:00:58.500 --> 00:00:59.500]  第二點
[00:00:59.500 --> 00:01:00.500]  然後第三點
[00:01:00.500 --> 00:01:02.500]  信了耶穌之後有什麼改變
[00:01:02.500 --> 00:01:03.500]  好像很簡單
[00:01:03.500 --> 00:01:07.500]  但很多時候我們都覺得是不容易的
[00:01:07.500 --> 00:01:09.500]  不容易去傳福音
[00:01:09.500 --> 00:01:11.500]  特別在現在這個世代那邊
[00:01:11.500 --> 00:01:13.500]  在這幾年那邊
[00:01:13.500 --> 00:01:14.500]  香港發生很多事
[00:01:14.500 --> 00:01:18.500]  有時候我們教會都被很多人有很多不同的誤解
[00:01:18.500 --> 00:01:20.500]  但一方面
[00:01:20.500 --> 00:01:23.500]  當我自己思考這個安德烈的時候
[00:01:23.500 --> 00:01:25.500]  我發覺他很有趣
[00:01:25.500 --> 00:01:27.500]  這個使徒
[00:01:27.500 --> 00:01:29.500]  給我們一個感覺
[00:01:29.500 --> 00:01:34.500]  就是好像他不是很需要直接去傳福音
[00:01:34.500 --> 00:01:36.500]  他唯一做的一件事
[00:01:36.500 --> 00:01:38.500]  就是永遠帶人去見耶穌
[00:01:38.500 --> 00:01:39.500]  就是這麼簡單
[00:01:39.500 --> 00:01:43.500]  他的動作就是帶人去見耶穌
[00:01:43.500 --> 00:01:45.500]  當然這個門徒
[00:01:45.500 --> 00:01:46.500]  這個安德烈
[00:01:46.500 --> 00:01:48.500]  在四卷福音書當中
[00:01:48.500 --> 00:01:51.500]  唯一又是約翰福音
[00:01:51.500 --> 00:01:55.500]  是記載他較為詳細的事跡
[00:01:55.500 --> 00:01:57.500]  記載了三個事跡
[00:01:57.500 --> 00:01:58.500]  是關於安德烈
[00:01:58.500 --> 00:02:00.500]  在其他福音書那邊
[00:02:00.500 --> 00:02:02.500]  只是提一下他的名字
[00:02:02.500 --> 00:02:05.500]  跟多瑪是差不多
[00:02:05.500 --> 00:02:07.500]  所以我經常覺得約翰是挺好的
[00:02:07.500 --> 00:02:11.500]  約翰專門將一些不是那麼多人記載的門徒事跡
[00:02:11.500 --> 00:02:13.500]  放在約翰福音
[00:02:13.500 --> 00:02:15.500]  所以約翰福音其實很重要
[00:02:15.500 --> 00:02:16.500]  可以讓我們認識一些
[00:02:16.500 --> 00:02:19.500]  我們可能其他三卷福音書
[00:02:19.500 --> 00:02:22.500]  看不到的一些門徒的心平
[00:02:22.500 --> 00:02:25.500]  而今天我們要學
[00:02:25.500 --> 00:02:30.500]  要學安德烈有三個心
[00:02:30.500 --> 00:02:31.500]  這三個心
