
[00:00:00.000 --> 00:00:04.140]  好,現在就回到我們今天講的經文。
[00:00:04.140 --> 00:00:08.080]  在經文裡面呢,我們可以看見剛才念的時候,
[00:00:08.080 --> 00:00:12.940]  您看見就是耶穌剛剛講完一段說話,
[00:00:12.940 --> 00:00:17.880]  然後呢,就有一個會堂的主管來到,
[00:00:17.880 --> 00:00:24.040]  他說,他的女兒怎麼樣,死掉了,死了。
[00:00:24.040 --> 00:00:30.240]  然後呢,他很有信心,他就叫,耶穌,你來幫忙啊。
[00:00:30.240 --> 00:00:37.240]  你到我的家,按手在他身上,就怎麼樣,活過來了一定。
[00:00:37.240 --> 00:00:41.360]  所以你看他多有信心,然後呢,耶穌也蠻好的,
[00:00:41.360 --> 00:00:48.500]  因為他蠻有憐憫他們的心,他就跟隨他去走過去了。
[00:00:48.500 --> 00:00:54.040]  其實呢,每一個人呢,我們人生當中可能有不同的情況,
[00:00:54.040 --> 00:00:58.640]  也會遇到不同的事情,我們都很緊張,
[00:00:58.640 --> 00:01:02.520]  特別是我們的女兒,兒女。
[00:01:02.520 --> 00:01:06.340]  你呢,你們當中有多少是父母的?
[00:01:06.340 --> 00:01:08.840]  哇,很多啊,大部分都是父母的嘛。
[00:01:08.840 --> 00:01:13.440]  所以做父母的,不要說他生命上有問題,
[00:01:13.440 --> 00:01:19.060]  就是說他生病的時候,我們也怎麼樣,很擔心,對嗎?
[00:01:19.060 --> 00:01:26.300]  其實呢,每一個人都可以遇上不同的情況,也會很擔心。
[00:01:26.300 --> 00:01:34.200]  我們做父母的,是神託付我們,給我們特別的一個教師,
[00:01:34.200 --> 00:01:40.120]  去關懷,關懷自己的兒女,對嗎?
[00:01:40.120 --> 00:01:47.840]  我有三個孩子,一個就是九年後,一個是一年後。
[00:01:47.840 --> 00:01:53.140]  是三個,大的念大學了,老二念中學了,
[00:01:53.140 --> 00:01:59.140]  少的小學一年級,所以都不容易。
[00:01:59.140 --> 00:02:03.380]  所以有時候我都學習很多在當中,
[00:02:03.380 --> 00:02:08.240]  特別是跟弟兄姊妹做父母的,你們有很多經驗,
[00:02:08.240 --> 00:02:12.600]  我跟你們學,學怎麼樣去照顧他們。
[00:02:12.600 --> 00:02:16.460]  因為每一個人的家裡面有很多事情要想的,
[00:02:16.460 --> 00:02:21.400]  有時候我們要想的太多,要關懷的很多,對嗎?
[00:02:21.400 --> 00:02:27.900]  過去一個星期你們忙嗎?家裡面有很多事情要忙嗎?
[00:02:27.900 --> 00:02:32.300]  還有家人要照顧嗎?所以真的不容易的。
[00:02:32.300 --> 00:02:37.840]  我特別是我老二出生的時候,不簡單啊。
[00:02:37.840 --> 00:02:45.700]  他出生的時候只有兩公斤,很小啊,很小了就,
[00:02:45.700 --> 00:02:49.400]  他剛出來的時候,醫生說還好啊,
[00:02:49.400 --> 00:02:52.400]  因為在美國的時候,我念神學的時候,
[00:02:52.400 --> 00:02:55.760]  他很好,說不太差他的情況,
[00:02:55.760 --> 00:03:04.000]  你記得嗎?你小心一點,還有學習CPR,就是人工呼吸,
[00:03:04.000 --> 00:03:11.540]  他有什麼危險的時候,你就馬上請救他就可以了。
[00:03:11.540 --> 00:03:16.740]  所以這樣我就帶他,他才剛剛一個月我帶他回家。
[00:03:16.740 --> 00:03:20.940]  但是他身上有很多電線,為什麼呢?
[00:03:20.940 --> 00:03:28.080]  因為他要常常嘆氣他有沒有心跳,
[00:03:28.080 --> 00:03:32.720]  所以我常常聽見一個聲音就是嘟嘟嘟嘟嘟嘟嘟,
[00:03:32.720 --> 00:03:42.600]  從早到晚都是嘟嘟嘟嘟嘟嘟嘟,但是晚上有時候會這樣嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟。
[00:03:42.600 --> 00:03:49.100]  哇,這樣就嚇死我了,你知道嗎?就是很害怕,因為孩子嘛。
[00:03:49.100 --> 00:03:55.860]  還有就是他睡在我旁邊,我就馬上跳起來,看看他有沒有事情,還好。
[00:03:55.860 --> 00:04:01.560]  其實只有他只有一次沒有呼吸,其他的情況,
[00:04:01.560 --> 00:04:15.660]  他可能轉身弄一點,弄掉那個嘆氣的東西啦,我也不知道,
[00:04:15.660 --> 00:04:22.220]  但是聽見就是嘟嘟嘟嘟嘟嘟,所以呢,那個會堂的主管,
[00:04:22.220 --> 00:04:29.020]  當他知道他的女兒死掉的時候,我有一點明白他的心情。
[00:04:29.020 --> 00:04:38.440]  就是很害怕。神節目好,給我一個節目漂亮的女兒,我很喜歡女兒,
[00:04:38.440 --> 00:04:44.660]  雖然我只有三個男孩,我常常說如果第一個是女兒就沒有第二了應該,
[00:04:44.660 --> 00:04:49.200]  但是上帝的意念告訴我們,但是哪時候你知道嗎?
[00:04:49.200 --> 00:05:01.840]  十二年啦,那個管會堂的,他跟他的女兒一起,那個快樂的時刻很多很多,對吧?
[00:05:01.840 --> 00:05:08.140]  所以對他來講很重要,在他心靈裏面,他的家人對他來講很重要的。
[00:05:08.140 --> 00:05:15.160]  我們每一個人都有自己的家人,我們知道這個是很重要的事情。
[00:05:15.160 --> 00:05:25.220]  我們作為神把我們帶到我們家人的身邊,讓我們可以怎麼樣?
[00:05:25.220 --> 00:05:34.740]  相愛,讓我們體驗天父延伸的愛,讓我們在當中可以有特別的義務,
[00:05:34.740 --> 00:05:41.700]  就是我們是獨一的,就是照顧他們,其他人不可以作為他的父母去照顧他們,
[00:05:41.700 --> 00:05:48.240]  所以只有你可以要這樣做,所以每個人都會有很多忙的事情。
[00:05:48.240 --> 00:05:54.420]  在剛才的事情裏面,管會堂的,他就找耶穌來幫忙,
[00:05:54.420 --> 00:06:01.660]  過去你有沒有找耶穌來幫忙你家裏面的事情?有沒有?沒有啊,為什麼沒有?
[00:06:01.660 --> 00:06:06.980]  最重要你最愛的人啊,要把握機會啊,對嗎?
[00:06:06.980 --> 00:06:13.220]  因為耶穌的大能啊,你有沒有那個信心,死掉的,也可以,
[00:06:13.220 --> 00:06:18.560]  耶穌在,伴手在他身上,可以把一切改變過來。
[00:06:18.560 --> 00:06:23.000]  耶穌有大能,可以在你的家裏面,可以改變一切。
[00:06:23.000 --> 00:06:27.060]  在瑞士裏面,我看見,我住在那裏五年的時候,在地中集會裏面,
[00:06:27.060 --> 00:06:36.460]  我看見很多特別的事情,我看見怎麼樣去把一個人的生命可以完完全全改變過來。
[00:06:36.460 --> 00:06:41.740]  有時候,孩子跟你的關係,也可以改變過來。
[00:06:41.740 --> 00:06:45.620]  就是我們求,還是不求。
[00:06:45.620 --> 00:06:54.240]  我們要求,把我們自己,把我們的家庭改變過來,這不是很重要的事情。
[00:06:54.240 --> 00:06:58.540]  在剛才的故事裏面,我們看見了,主管找耶穌,
[00:06:58.540 --> 00:07:03.740]  但是在這個故事裏面,又有另外一個故事,這是什麼故事?
[00:07:03.740 --> 00:07:13.140]  哇,原來呢,當他去的時候,有遇過邪六的婦人,怎麼樣?
[00:07:13.140 --> 00:07:17.540]  他也來找耶穌,他有沒有信心?
[00:07:17.540 --> 00:07:23.860]  有,他知道只要抹他一下,還是怎麼樣,耶穌就可以幫助他。
[00:07:23.860 --> 00:07:27.300]  幫助他怎麼樣?
[00:07:27.300 --> 00:07:47.940]  12年來,他有很多邪魔,他有邪六,我不知道他還清楚哪個情況是怎麼樣的。
[00:07:47.940 --> 00:07:57.280]  但是讓我想,我老二出生的時候,我太太剛剛懷孕一個多月的時候,
[00:07:57.280 --> 00:08:02.740]  他就怎麼樣?他就常常就流血,為什麼流血呢?
[00:08:02.740 --> 00:08:07.780]  後來我們才知道,他就是有個胎盤的前置。
[00:08:07.780 --> 00:08:14.280]  就是剛剛那個胎盤,就是生在子宮口的上面,
[00:08:14.280 --> 00:08:20.380]  所以他只要動一下,就怎麼樣?流血了,很擔心。
[00:08:20.380 --> 00:08:27.220]  那時候我就找醫生,醫生說,考慮不要哪個孩子,
[00:08:27.220 --> 00:08:33.200]  因為很危險的,你在美國,你要開車去醫院,
[00:08:33.200 --> 00:08:38.180]  可能要半個小時,可能一個小時,其實蠻危險的。
[00:08:38.180 --> 00:08:42.880]  所以他說,你考慮不要,不要這個孩子,打掉他。
[00:08:42.880 --> 00:08:47.160]  但是我們禱告,我們相信這個孩子是神給我們的。
[00:08:47.160 --> 00:08:52.560]  現在他比我更高了,他已經比我高很多了,他16歲了。
[00:08:52.560 --> 00:08:59.560]  那時候呢,我太太因為這個緣故,就是躺二在牆上面,
[00:08:59.560 --> 00:09:06.880]  他一站起來,還是動作多一點,就是我動一下,怎麼樣?
[00:09:06.880 --> 00:09:12.080]  有血就出來了,就不好了,對孩子不好,對他也不好,
[00:09:12.080 --> 00:09:19.200]  是蠻危險的,所以他就八個月,他就躺二在牆上面,
[00:09:19.200 --> 00:09:25.080]  我就照顧他,幫他擦身體,還有呢,去廁所,
[00:09:25.080 --> 00:09:29.760]  我給他一個盤子在上面,讓他動小一點,
[00:09:29.760 --> 00:09:36.400]  我弄得他有一個位置,然後他可以放那個大小便,
[00:09:36.400 --> 00:09:42.880]  都要在牆上面。所以我也想到一點,就是學二年,
[00:09:42.880 --> 00:09:47.860]  我太太八個月,動一下都很麻煩,學六的也是。
[00:09:47.860 --> 00:09:53.440]  如果他學二年,都是有很多問題,
[00:09:53.440 --> 00:09:57.240]  還有呢,我們從其他的福音書裡面知道,
[00:09:57.240 --> 00:10:02.160]  他把醫生所有的都花掉了。
[00:10:02.160 --> 00:10:09.120]  所以我們看見,當中我們尋求神的恩典,
[00:10:09.120 --> 00:10:16.000]  好像那個婦人一樣,我跟我太太也尋求,
[00:10:16.000 --> 00:10:25.400]  神啊,你幫忙,看顧我太太,沒事,八個月一點事情都沒有,
[00:10:25.400 --> 00:10:29.280]  我太太很乖的,其實乖乖的躺二在牆上面,
