
[00:00:00.000 --> 00:00:03.600]  各位弟兄姊妹 各位朋友 早晨
[00:00:03.600 --> 00:00:04.600]  主余裏面平安
[00:00:04.600 --> 00:00:07.600]  我們感謝上帝讓我們能夠回到教會裏面
[00:00:07.600 --> 00:00:10.600]  一同去敬拜 一同去學習上帝的說話
[00:00:10.600 --> 00:00:14.600]  我們一起低頭禱告
[00:00:14.600 --> 00:00:16.800]  七天會上帝 我們感謝贊美你
[00:00:16.800 --> 00:00:21.600]  很感謝你今天仍然賜給我們有生命氣息
[00:00:21.600 --> 00:00:24.000]  我們能夠有這個福氣回到教會當中
[00:00:24.000 --> 00:00:29.000]  一同去藉著詩歌去勾歌贊美你
[00:00:29.000 --> 00:00:31.400]  亦給我們有神的說話
[00:00:31.400 --> 00:00:34.200]  教導我們一生怎樣去跟從你
[00:00:34.200 --> 00:00:38.200]  願真理的靈幫助我們能夠明白你的話語
[00:00:38.200 --> 00:00:41.200]  讓我們一起學習的時候
[00:00:41.200 --> 00:00:43.600]  有精神 有體力 有專注
[00:00:43.600 --> 00:00:45.600]  願你親自去帶領
[00:00:45.600 --> 00:00:48.200]  多謝你聽我們同心合意祈禱
[00:00:48.200 --> 00:00:53.200]  奉靠基督耶穌名字禱告 阿們
[00:00:53.200 --> 00:00:57.200]  曾經聽過一位姊妹分享見證
[00:00:57.200 --> 00:00:59.600]  她信主已經很多年了
[00:00:59.600 --> 00:01:01.600]  平時都會回到教會
[00:01:01.600 --> 00:01:07.000]  參加崇拜 主一學 參與許多侍奉
[00:01:07.000 --> 00:01:11.200]  有一天 她遇上了超市購物
[00:01:11.200 --> 00:01:14.200]  購物後便去付款
[00:01:14.200 --> 00:01:17.200]  付款後 她將購物車推到一旁
[00:01:17.200 --> 00:01:20.200]  打算去收拾好購物
[00:01:20.200 --> 00:01:22.200]  怎料她發現
[00:01:22.200 --> 00:01:28.200]  客櫃有一排牛奶忘了給收銀員算帳
[00:01:28.200 --> 00:01:34.200]  你猜她當時怎樣做
[00:01:34.200 --> 00:01:35.200]  信了主很久
[00:01:35.200 --> 00:01:38.200]  忘了說她很敬虔
[00:01:38.200 --> 00:01:40.200]  原來在那一刻
[00:01:40.200 --> 00:01:42.200]  其實是閃了一下
[00:01:42.200 --> 00:01:44.200]  她便跟自己說
[00:01:44.200 --> 00:01:47.200]  算了 由得她吧
[00:01:47.200 --> 00:01:48.200]  當她離開超市
[00:01:48.200 --> 00:01:51.200]  on the way回家的時候
[00:01:51.200 --> 00:01:52.200]  她便跟自己說
[00:01:52.200 --> 00:01:54.200]  怎麼搞的
[00:01:54.200 --> 00:01:56.200]  為何自己會這樣
[00:01:56.200 --> 00:02:00.200]  為何我會為那幾十元去做這些事
[00:02:00.200 --> 00:02:02.200]  內心很自責
[00:02:02.200 --> 00:02:04.200]  不過她便由得她
[00:02:04.200 --> 00:02:06.200]  如常回家
[00:02:06.200 --> 00:02:07.200]  過了不久
[00:02:07.200 --> 00:02:10.200]  她又去超市購物
[00:02:10.200 --> 00:02:12.200]  忘了跟大家說
[00:02:12.200 --> 00:02:14.200]  她去街市購物沒有問題
[00:02:14.200 --> 00:02:15.200]  名碼十價
[00:02:15.200 --> 00:02:17.200]  十五元一斤菜就給那位姊妹
[00:02:17.200 --> 00:02:18.200]  就沒有這問題
[00:02:18.200 --> 00:02:21.200]  但在超市她次次遇到很多挑戰
[00:02:21.200 --> 00:02:23.200]  今次的挑戰升級了
[00:02:23.200 --> 00:02:26.200]  明明那個產品是二十元四件
[00:02:26.200 --> 00:02:28.200]  她不知為何心想
[00:02:28.200 --> 00:02:30.200]  很想要多一件
[00:02:30.200 --> 00:02:31.200]  她真的這樣做
[00:02:31.200 --> 00:02:34.200]  她照樣把購物車推到收銀處
[00:02:34.200 --> 00:02:36.200]  遮遮掩掩
[00:02:36.200 --> 00:02:40.200]  不要讓人發現她多了一個
[00:02:40.200 --> 00:02:42.200]  七十大姊姊妹
[00:02:42.200 --> 00:02:45.200]  原來我們信靠神的人
[00:02:45.200 --> 00:02:47.200]  蒙神上帝恩典的人
[00:02:47.200 --> 00:02:49.200]  仍然都會在生活當中
[00:02:49.200 --> 00:02:53.200]  面對各樣不同的試探和挑戰
[00:02:53.200 --> 00:02:55.200]  還記得兩個星期前
[00:02:55.200 --> 00:02:56.200]  朱牧師在這裡分享
[00:02:56.200 --> 00:02:58.200]  《羅馬書》第七章的時候
[00:02:58.200 --> 00:02:59.200]  大家如果有回
[00:02:59.200 --> 00:03:02.200]  記得他的題目是甚麼嗎
[00:03:02.200 --> 00:03:04.200]  就是
[00:03:04.200 --> 00:03:08.200]  成聖之路的掙扎
[00:03:08.200 --> 00:03:10.200]  原來我們每一個
[00:03:10.200 --> 00:03:11.200]  相信耶穌的人
[00:03:11.200 --> 00:03:13.200]  繼續走的一條路裡
[00:03:13.200 --> 00:03:16.200]  都要去追求一個聖潔的生命
[00:03:16.200 --> 00:03:17.200]  在過程裡面
[00:03:17.200 --> 00:03:20.200]  必然遇到很多的挑戰和掙扎
[00:03:20.200 --> 00:03:22.200]  今天跟大家分享的題目是
[00:03:22.200 --> 00:03:25.200]  在聖靈裡面的新生活
[00:03:25.200 --> 00:03:28.200]  很盼望我們透過一起怎樣學習
[00:03:28.200 --> 00:03:29.200]  順從聖靈
[00:03:29.200 --> 00:03:33.200]  以致我們能夠去抵擋
[00:03:33.200 --> 00:03:35.200]  我們人性的軟弱
[00:03:35.200 --> 00:03:37.200]  在聖聖之路的掙扎
[00:03:37.200 --> 00:03:38.200]  以致我們能夠
[00:03:38.200 --> 00:03:41.200]  去跟從神的心意去生活
[00:03:41.200 --> 00:03:46.200]  我們看到第八章一到四節
[00:03:46.200 --> 00:03:47.200]  在螢光幕裡面
[00:03:47.200 --> 00:03:49.200]  我選擇了新漢語譯本
[00:03:49.200 --> 00:03:51.200]  幫助我們有另一個版本
[00:03:51.200 --> 00:03:52.200]  幫助我們更加容易明白
[00:03:52.200 --> 00:03:54.200]  我們的聖經
[00:03:54.200 --> 00:03:56.200]  在未說第八章之前
[00:03:56.200 --> 00:03:58.200]  為甚麼我們留意到
[00:03:58.200 --> 00:03:59.200]  八章一節
[00:03:59.200 --> 00:04:01.200]  開始有一個恩賜的儀式
[00:04:01.200 --> 00:04:03.200]  原來
[00:04:03.200 --> 00:04:05.200]  保羅是承接他第七章
[00:04:05.200 --> 00:04:07.200]  在說他一個很坦誠
[00:04:07.200 --> 00:04:08.200]  生命的分享
[00:04:08.200 --> 00:04:10.200]  如果大家還記得的話
[00:04:10.200 --> 00:04:11.200]  保羅就是說
[00:04:11.200 --> 00:04:14.200]  他很坦誠地告訴大家
[00:04:14.200 --> 00:04:15.200]  我的軟弱
[00:04:15.200 --> 00:04:17.200]  明明知道那些事情
[00:04:17.200 --> 00:04:18.200]  要去做的
[00:04:18.200 --> 00:04:20.200]  不知道為甚麼
[00:04:20.200 --> 00:04:22.200]  他無能為力去做
[00:04:22.200 --> 00:04:24.200]  明知不應該做的
[00:04:24.200 --> 00:04:25.200]  就去做
[00:04:25.200 --> 00:04:26.200]  要做的
[00:04:26.200 --> 00:04:27.200]  他就沒有去做
[00:04:27.200 --> 00:04:30.200]  說到他那份掙扎和痛苦
[00:04:30.200 --> 00:04:32.200]  甚至在裡面說
[00:04:32.200 --> 00:04:34.200]  我這個取死的身體
[00:04:34.200 --> 00:04:36.200]  誰能夠救我呢
[00:04:36.200 --> 00:04:38.200]  在七章最後一節
[00:04:38.200 --> 00:04:41.200]  他有一個大的釋放
[00:04:41.200 --> 00:04:43.200]  他說感謝上帝
[00:04:43.200 --> 00:04:44.200]  因著我依靠神
[00:04:44.200 --> 00:04:46.200]  能夠得勝猶如
[00:04:46.200 --> 00:04:51.200]  可以跨過罪性的試探和誘惑
[00:04:51.200 --> 00:04:52.200]  保羅說到
[00:04:52.200 --> 00:04:54.200]  他自己生命的經歷的時候
[00:04:54.200 --> 00:04:55.200]  在第八章開始
[00:04:55.200 --> 00:04:56.200]  他說
[00:04:56.200 --> 00:04:57.200]  我也是這樣的經歷
[00:04:57.200 --> 00:04:58.200]  這樣跨過
[00:04:58.200 --> 00:05:00.200]  盼望當時收這封信的
[00:05:00.200 --> 00:05:02.200]  羅馬教會的弟兄姊妹
[00:05:02.200 --> 00:05:04.200]  一樣跟他一起
[00:05:04.200 --> 00:05:06.200]  怎樣跨過這個軟弱
[00:05:06.200 --> 00:05:09.200]  叫我們不要靠自己
[00:05:09.200 --> 00:05:11.200]  去面對信仰的挑戰
[00:05:11.200 --> 00:05:12.200]  在這裡
[00:05:12.200 --> 00:05:14.200]  我給了這一段的題目
[00:05:14.200 --> 00:05:15.200]  它是
[00:05:15.200 --> 00:05:16.200]  蒙神救恩的人
[00:05:16.200 --> 00:05:19.200]  只隨從聖靈而行
[00:05:19.200 --> 00:05:20.200]  因為這裡
[00:05:20.200 --> 00:05:22.200]  兩次提到我們
[00:05:22.200 --> 00:05:23.200]  每一個屬神的人
[00:05:23.200 --> 00:05:25.200]  都在基督耶穌裡面
[00:05:25.200 --> 00:05:26.200]  因著神
[00:05:26.200 --> 00:05:27.200]  愛我們的緣故
[00:05:27.200 --> 00:05:29.200]  藉著他的愛子耶穌基督
[00:05:29.200 --> 00:05:31.200]  為我們的罪釘在十字架上
[00:05:31.200 --> 00:05:33.200]  把我們罪的責任
[00:05:33.200 --> 00:05:35.200]  推到他耶穌的身上
[00:05:35.200 --> 00:05:37.200]  為我們承擔
[00:05:37.200 --> 00:05:39.200]  以致我們得著新的生命
[00:05:39.200 --> 00:05:41.200]  得著釋放
