
[00:00:00.000 --> 00:00:02.000]  英雄姊妹平安
[00:00:02.000 --> 00:00:04.000]  我們一起來讀一段神的話語
[00:00:04.000 --> 00:00:06.000]  以上亞書三十章
[00:00:06.000 --> 00:00:08.000]  十五到十八節
[00:00:08.000 --> 00:00:12.000]  主耶和華以色列的聖者
[00:00:12.000 --> 00:00:14.000]  曾如此說
[00:00:14.000 --> 00:00:16.000]  你們得利在乎歸回安息
[00:00:16.000 --> 00:00:20.000]  你們得利在乎平靜安穩
[00:00:20.000 --> 00:00:22.000]  你們盡志不肯
[00:00:22.000 --> 00:00:24.000]  你們卻說不然
[00:00:24.000 --> 00:00:26.000]  我們要騎馬奔走
[00:00:26.000 --> 00:00:28.000]  所以你們必然奔走
[00:00:28.000 --> 00:00:32.000]  又說我們要騎飛快的牲口
[00:00:32.000 --> 00:00:36.000]  所以追趕你們的也必飛快
[00:00:36.000 --> 00:00:38.000]  一人次賀必令千人逃跑
[00:00:38.000 --> 00:00:42.000]  五人次賀你們都必逃跑
[00:00:42.000 --> 00:00:44.000]  以致剩下的
[00:00:44.000 --> 00:00:48.000]  好像山底的旗桿剛上的大旗
[00:00:48.000 --> 00:00:50.000]  耶和華必然等候
[00:00:50.000 --> 00:00:52.000]  要施恩給你們
[00:00:52.000 --> 00:00:54.000]  必然興起
[00:00:54.000 --> 00:00:56.000]  好憐憫你們
[00:00:56.000 --> 00:00:58.000]  祂是公平的神
[00:00:58.000 --> 00:01:00.000]  凡等候祂的
[00:01:00.000 --> 00:01:02.000]  都是有福的
[00:01:02.000 --> 00:01:04.000]  Amen
[00:01:04.000 --> 00:01:06.000]  這是一個凡事講求效率
[00:01:06.000 --> 00:01:10.000]  追求快速的一個時代
[00:01:10.000 --> 00:01:12.000]  因此當我們每天早上
[00:01:12.000 --> 00:01:14.000]  醒來之後
[00:01:14.000 --> 00:01:16.000]  我們就開始要跟時間來賽跑
[00:01:16.000 --> 00:01:18.000]  網路的速度
[00:01:18.000 --> 00:01:20.000]  是越來越快
[00:01:20.000 --> 00:01:22.000]  從前從3G到4G
[00:01:22.000 --> 00:01:24.000]  很快的
[00:01:24.000 --> 00:01:26.000]  我們即將進入5G
[00:01:26.000 --> 00:01:28.000]  甚至是6G的時代
[00:01:28.000 --> 00:01:30.000]  而科技的發展
[00:01:30.000 --> 00:01:32.000]  更是一日千里
[00:01:32.000 --> 00:01:34.000]  我們的生活在不知不覺當中
[00:01:34.000 --> 00:01:38.000]  都加快了腳步
[00:01:38.000 --> 00:01:40.000]  我們以為
[00:01:40.000 --> 00:01:42.000]  當我們努力的提高我們的工作效率
[00:01:42.000 --> 00:01:46.000]  當速度都在加快的時候
[00:01:46.000 --> 00:01:48.000]  我們就以為我們可以有更多
[00:01:48.000 --> 00:01:50.000]  屬於自己的時間
[00:01:50.000 --> 00:01:52.000]  而我們的心情
[00:01:52.000 --> 00:01:54.000]  卻變得更加的輕鬆愉快
[00:01:54.000 --> 00:01:56.000]  可是
[00:01:56.000 --> 00:01:58.000]  當我們去這樣生活的時候
[00:01:58.000 --> 00:02:00.000]  我們卻發現
[00:02:00.000 --> 00:02:02.000]  我們時間不但沒有變多
[00:02:02.000 --> 00:02:04.000]  反而縮少了
[00:02:04.000 --> 00:02:06.000]  我們變得更加的忙碌
[00:02:06.000 --> 00:02:08.000]  而我們的心情
[00:02:08.000 --> 00:02:10.000]  卻變得更加的緊張而煩躁
[00:02:10.000 --> 00:02:12.000]  好像我們每時每刻
[00:02:12.000 --> 00:02:16.000]  都被時間追著跑
[00:02:16.000 --> 00:02:20.000]  漸漸的我們也失去了耐性
[00:02:20.000 --> 00:02:22.000]  當你看到前面的車子開得太慢的時候
[00:02:22.000 --> 00:02:24.000]  你心裡就忍不住
[00:02:24.000 --> 00:02:26.000]  想要按它喇叭
[00:02:26.000 --> 00:02:28.000]  當你看到問題的時候
[00:02:28.000 --> 00:02:30.000]  你想都不想
[00:02:30.000 --> 00:02:32.000]  你馬上Google上網
[00:02:32.000 --> 00:02:36.000]  去找所謂的答案
[00:02:36.000 --> 00:02:38.000]  當你看到螢幕的時候
[00:02:38.000 --> 00:02:40.000]  你的手指頭就忍不住
[00:02:40.000 --> 00:02:42.000]  要在上面滑過來滑過去
[00:02:42.000 --> 00:02:44.000]  甚至看到鏡子
[00:02:44.000 --> 00:02:50.000]  你都不小心想要依法炮製一下
[00:02:50.000 --> 00:02:56.000]  我們的心好像一刻都停不下來的樣子
[00:02:56.000 --> 00:02:58.000]  可是在我們日常生活中
[00:02:58.000 --> 00:03:00.000]  你卻也常常會碰到
[00:03:00.000 --> 00:03:04.000]  你不得不停下腳步
[00:03:04.000 --> 00:03:08.000]  耐心等候的時刻
[00:03:08.000 --> 00:03:10.000]  當紅燈亮起來的時候
[00:03:10.000 --> 00:03:14.000]  你就必須等待綠燈
[00:03:14.000 --> 00:03:16.000]  當你去應徵工作的時候
[00:03:16.000 --> 00:03:20.000]  你就要耐心等候面試的通知
[00:03:20.000 --> 00:03:22.000]  當你懷孕的時候
[00:03:22.000 --> 00:03:26.000]  你就要耐心等候十個月
[00:03:26.000 --> 00:03:28.000]  當新冠疫情來的時候
[00:03:28.000 --> 00:03:32.000]  你就要耐心等候解封的時刻
[00:03:32.000 --> 00:03:38.000]  你就要耐心等候疫苗發展成功的時候
[00:03:38.000 --> 00:03:44.000]  等候似乎也成為我們生活中的一部分
[00:03:44.000 --> 00:03:48.000]  可是有人在等候的時候
[00:03:48.000 --> 00:03:52.000]  他的心情卻是緊張煩躁跟不安的
[00:03:52.000 --> 00:03:54.000]  但也有人在等候的時候
[00:03:54.000 --> 00:04:00.000]  他心裡卻是充滿了平安喜樂和盼望的
[00:04:00.000 --> 00:04:02.000]  同樣的環境
[00:04:02.000 --> 00:04:05.000]  同樣大家都在等待
[00:04:05.000 --> 00:04:09.000]  可是因著人的心情跟態度不一樣
[00:04:09.000 --> 00:04:13.000]  就會帶來不一樣的結果
[00:04:13.000 --> 00:04:20.000]  今天你到底是用什麼樣的心情跟態度在等候呢
[00:04:20.000 --> 00:04:25.000]  今天我們就從大衛的身上來學習
[00:04:25.000 --> 00:04:29.000]  如何在一個緊急急難的時候
[00:04:29.000 --> 00:04:37.000]  耐心等候以至於可以扭轉局勢反敗為勝
[00:04:37.000 --> 00:04:41.000]  大衛不但沒有被環境打倒
[00:04:41.000 --> 00:04:45.000]  大衛反而能夠重新得利
[00:04:45.000 --> 00:04:48.000]  得勝環境得勝仇敵
[00:04:48.000 --> 00:04:52.000]  那麼他得勝的秘訣到底是什麼呢
[00:04:52.000 --> 00:04:55.000]  有三點要跟弟兄姊妹來分享
[00:04:55.000 --> 00:05:01.000]  第一人生難免會遇到緊急危難的時候
[00:05:01.000 --> 00:05:06.000]  人生難免會遇到緊急危難的時候
[00:05:06.000 --> 00:05:08.000]  我們來讀一節經文
[00:05:08.000 --> 00:05:12.000]  四篇六十二篇三到四節
[00:05:12.000 --> 00:05:16.000]  你們大家攻擊一人把他毀壞
[00:05:16.000 --> 00:05:20.000]  如同毀壞歪斜的牆將倒的壁
[00:05:20.000 --> 00:05:22.000]  要到幾時呢
[00:05:22.000 --> 00:05:28.000]  他們彼此上意專要從他的尊位上把他推下
[00:05:28.000 --> 00:05:30.000]  他們喜愛謊話
[00:05:30.000 --> 00:05:35.000]  口雖祝福心卻咒詛
[00:05:35.000 --> 00:05:40.000]  四篇六十二篇是大衛所寫的詩篇
[00:05:40.000 --> 00:05:44.000]  大衛是神所高利的王
[00:05:44.000 --> 00:05:50.000]  大衛也曾經為以色列國立下許許多多的戰功
[00:05:50.000 --> 00:05:54.000]  而以色列在大衛的治理之下
[00:05:54.000 --> 00:05:56.000]  國泰民安
[00:05:56.000 --> 00:06:00.000]  百姓過著安居樂業
[00:06:00.000 --> 00:06:04.000]  國家的前景是一片的榮景
[00:06:04.000 --> 00:06:08.000]  可是就在這個時光裡
[00:06:08.000 --> 00:06:15.000]  大衛的親生兒子亞沙隆卻帶頭起來背叛他
[00:06:15.000 --> 00:06:20.000]  亞沙隆也聯合了大衛的大臣海鮮摩世
[00:06:20.000 --> 00:06:23.000]  一起起來背叛大衛
[00:06:23.000 --> 00:06:26.000]  要奪取大衛的王位
[00:06:26.000 --> 00:06:30.000]  甚至還要把大衛殺死
[00:06:30.000 --> 00:06:34.000]  這個時候大衛他的光景就如同詩篇所講的
[00:06:34.000 --> 00:06:40.000]  他是一個將要毀壞那歪斜的牆將倒的壁
[00:06:40.000 --> 00:06:44.000]  他整個人幾乎快要站立不住了
[00:06:44.000 --> 00:06:48.000]  可是他的仇敵卻如狼似虎一般
[00:06:48.000 --> 00:06:51.000]  虎視眈眈的不放過他
[00:06:51.000 --> 00:06:55.000]  甚至要把他給吞吃掉
[00:06:55.000 --> 00:06:59.000]  大衛面臨這樣一個緊急危難的時刻
[00:06:59.000 --> 00:07:02.000]  他該怎麼辦才好
[00:07:02.000 --> 00:07:05.000]  他能夠脫離這樣的險境嗎
[00:07:05.000 --> 00:07:09.000]  他的性命可以保存下來嗎
[00:07:09.000 --> 00:07:14.000]  大衛還有機會可以反敗為勝
[00:07:14.000 --> 00:07:17.000]  得勝仇敵嗎
[00:07:17.000 --> 00:07:19.000]  在你的人生當中
[00:07:19.000 --> 00:07:22.000]  你是否也曾經遇到
[00:07:22.000 --> 00:07:25.000]  類似這樣一個突如其來
[00:07:25.000 --> 00:07:29.000]  緊急危難的時刻嗎
[00:07:29.000 --> 00:07:35.000]  突然發生一場你意想不到的車禍
[00:07:35.000 --> 00:07:39.000]  突然接到學校老師打來的緊急電話說
[00:07:39.000 --> 00:07:44.000]  你的孩子出事了
[00:07:44.000 --> 00:07:47.000]  上班的時候你的老闆突然跟你說
[00:07:47.000 --> 00:07:50.000]  不用再來上班了
[00:07:50.000 --> 00:07:53.000]  而那結婚多年的老伴
[00:07:53.000 --> 00:07:57.000]  突然跟你說我們分手吧
[00:07:57.000 --> 00:08:00.000]  當你滿懷著興奮的心情
[00:08:00.000 --> 00:08:04.000]  期待著準備在2020年結婚的時候
[00:08:04.000 --> 00:08:10.000]  突然被一場疫情給沒收了
[00:08:10.000 --> 00:08:13.000]  我們都不希望有緊急危難的時刻
[00:08:13.000 --> 00:08:17.000]  而緊急危難的時刻就突然來到
[00:08:17.000 --> 00:08:22.000]  這個時候你心裡一定感受到極大的震驚
[00:08:22.000 --> 00:08:25.000]  怎麼可能發生這種事情
[00:08:25.000 --> 00:08:30.000]  這種事情怎麼可能發生在我的身上呢
[00:08:30.000 --> 00:08:35.000]  這個時候你的裡面一定產生許許多多的負面的情緒
[00:08:35.000 --> 00:08:39.000]  緊張 恐懼 害怕
[00:08:39.000 --> 00:08:42.000]  甚至你覺得還滿委屈的
[00:08:42.000 --> 00:08:46.000]  甚至還有那麼一點點的氣憤
[00:08:46.000 --> 00:08:50.000]  為什麼 為什麼 為什麼
[00:08:50.000 --> 00:08:53.000]  然後你就開始去想
[00:08:53.000 --> 00:08:56.000]  我應該怎麼回應呢
[00:08:56.000 --> 00:09:00.000]  面對這個突如其來意想不到
[00:09:00.000 --> 00:09:04.000]  緊急危難的事情來臨的時候
[00:09:04.000 --> 00:09:08.000]  我要怎麼回應呢
[00:09:08.000 --> 00:09:14.000]  我是否該猛烈的無情的反擊回去
[00:09:14.000 --> 00:09:19.000]  還是我就摸著鼻子默默的離開呢
[00:09:19.000 --> 00:09:23.000]  還是我就去找一個沒有人的角落
[00:09:23.000 --> 00:09:28.000]  在那個地方好好的痛哭一場呢
[00:09:28.000 --> 00:09:31.000]  還是我趕快去找一個有力的人士
[00:09:31.000 --> 00:09:36.000]  來為我討回一個公道呢
[00:09:36.000 --> 00:09:40.000]  面對仇敵 面對一個惡劣的環境
[00:09:40.000 --> 00:09:44.000]  我們頓時之間感受到極大的壓力
[00:09:44.000 --> 00:09:47.000]  甚至生命都遭受了威脅
[00:09:47.000 --> 00:09:50.000]  我們就好像大衛所形容的
[00:09:50.000 --> 00:09:54.000]  我們整個人好像快要站立不住了
[00:09:54.000 --> 00:09:58.000]  就像那一道即將毀壞那個歪斜的牆
[00:09:58.000 --> 00:10:03.000]  將倒的壁 要到幾時呢
[00:10:03.000 --> 00:10:07.000]  人生總難免會遇到各式各樣
[00:10:07.000 --> 00:10:10.000]  緊急危難的事情
[00:10:10.000 --> 00:10:15.000]  而當你遇到這樣緊急危難突然來臨的時候
[00:10:15.000 --> 00:10:21.000]  你是用什麼樣的心情跟態度去面對它呢
[00:10:21.000 --> 00:10:26.000]  或許 大衛的經歷還有他的做法
[00:10:26.000 --> 00:10:30.000]  可以成為你極大的幫助
[00:10:30.000 --> 00:10:33.000]  大衛在面對緊急危難的時刻
[00:10:33.000 --> 00:10:40.000]  他選擇安靜下來 專心等候神
[00:10:40.000 --> 00:10:43.000]  大衛在面對一個突如其來緊急危難的時刻
[00:10:43.000 --> 00:10:49.000]  他選擇我要安靜 專心等候神
[00:10:49.000 --> 00:10:50.000]  所以弟兄姊妹們
