
[00:00:00.000 --> 00:00:03.000]  近來在社交媒體
[00:00:03.000 --> 00:00:08.000]  經常被用作
[00:00:08.000 --> 00:00:11.000]  在二次創作裏有一句說話
[00:00:11.000 --> 00:00:14.000]  叫作「唔使做乜,唔使做乜」
[00:00:14.000 --> 00:00:16.000]  如果緣份到
[00:00:16.000 --> 00:00:18.000]  自然就會得
[00:00:18.000 --> 00:00:20.000]  大家看看這幅圖熟不熟悉
[00:00:20.000 --> 00:00:26.000]  大家有沒有買來看呢
[00:00:26.000 --> 00:00:28.000]  最新的一期
[00:00:28.000 --> 00:00:30.000]  100毛
[00:00:30.000 --> 00:00:33.000]  古巨基在封面上
[00:00:33.000 --> 00:00:35.000]  在裏面說
[00:00:35.000 --> 00:00:37.000]  他又不用做這不用做那
[00:00:37.000 --> 00:00:39.000]  如果緣份到
[00:00:39.000 --> 00:00:41.000]  自然就會上了封面
[00:00:41.000 --> 00:00:43.000]  這就是他
[00:00:43.000 --> 00:00:45.000]  當然大家覺得
[00:00:45.000 --> 00:00:48.000]  基督徒當然不會用
[00:00:48.000 --> 00:00:50.000]  緣份到自然就會做得到
[00:00:50.000 --> 00:00:52.000]  或者得到甚麼
[00:00:52.000 --> 00:00:54.000]  因為緣份
[00:00:54.000 --> 00:00:57.000]  似乎是佛家的思想
[00:00:57.000 --> 00:00:59.000]  不過
[00:00:59.000 --> 00:01:01.000]  有些時候基督徒
[00:01:01.000 --> 00:01:04.000]  很容易將上帝的旨意
[00:01:04.000 --> 00:01:06.000]  代替了緣份這兩個字
[00:01:06.000 --> 00:01:08.000]  其他東西不改
[00:01:08.000 --> 00:01:10.000]  就好像很合用
[00:01:10.000 --> 00:01:12.000]  所以大家又看看另一幅圖
[00:01:12.000 --> 00:01:15.000]  大家有沒有看過這幅圖呢
[00:01:15.000 --> 00:01:17.000]  這幅圖說甚麼呢
[00:01:17.000 --> 00:01:19.000]  是一個佛系的基督徒
[00:01:19.000 --> 00:01:21.000]  即是說
[00:01:21.000 --> 00:01:23.000]  他說的話其實只是
[00:01:23.000 --> 00:01:25.000]  將他改了一點點
[00:01:25.000 --> 00:01:27.000]  跟佛教的思想
[00:01:27.000 --> 00:01:29.000]  可能是不遑多讓的
[00:01:29.000 --> 00:01:31.000]  在那幅圖裏面寫甚麼呢
[00:01:31.000 --> 00:01:33.000]  就是不靠自己又不靠別人
[00:01:33.000 --> 00:01:35.000]  又不預備又不思考
[00:01:35.000 --> 00:01:37.000]  不做任何的事情
[00:01:37.000 --> 00:01:39.000]  如果是神的旨意
[00:01:39.000 --> 00:01:41.000]  事情就會好了
[00:01:41.000 --> 00:01:43.000]  大家想想
[00:01:43.000 --> 00:01:45.000]  會不會這個有時候也是你的想法呢
[00:01:45.000 --> 00:01:47.000]  只要神的旨意
[00:01:47.000 --> 00:01:49.000]  到的時候
[00:01:49.000 --> 00:01:51.000]  就搞定了
[00:01:51.000 --> 00:01:53.000]  甚麼都不用動
[00:01:53.000 --> 00:01:55.000]  又不用思考
[00:01:55.000 --> 00:01:57.000]  又不用準備
[00:01:57.000 --> 00:01:59.000]  當然
[00:01:59.000 --> 00:02:01.000]  這個當然是一個不正確的想法
[00:02:01.000 --> 00:02:03.000]  擺出來給大家看
[00:02:03.000 --> 00:02:05.000]  純粹是
[00:02:05.000 --> 00:02:07.000]  可以這樣說
[00:02:07.000 --> 00:02:09.000]  是一種疑似創作
[00:02:09.000 --> 00:02:11.000]  去挑戰大家去想想
[00:02:11.000 --> 00:02:13.000]  究竟這個是不是
[00:02:13.000 --> 00:02:15.000]  一直以來你的信仰的觀念
[00:02:15.000 --> 00:02:17.000]  是不是也是你
[00:02:17.000 --> 00:02:19.000]  心目當中
[00:02:19.000 --> 00:02:21.000]  所奉行的一種
[00:02:21.000 --> 00:02:23.000]  信仰的實踐
[00:02:23.000 --> 00:02:25.000]  雖然你覺得不是
[00:02:25.000 --> 00:02:27.000]  但在心底裏面
[00:02:27.000 --> 00:02:29.000]  可能其實是在指導你
[00:02:29.000 --> 00:02:31.000]  很多很多的想法
[00:02:31.000 --> 00:02:33.000]  將這個基督教的術語
[00:02:33.000 --> 00:02:35.000]  擺入
[00:02:35.000 --> 00:02:37.000]  這個情況當中
[00:02:37.000 --> 00:02:39.000]  又好像聽上去很對
[00:02:39.000 --> 00:02:41.000]  但其實並非一個
[00:02:41.000 --> 00:02:43.000]  真正的基督教的信仰
[00:02:43.000 --> 00:02:45.000]  今天的經課
[00:02:45.000 --> 00:02:47.000]  其實就是幫我們去看一下
[00:02:47.000 --> 00:02:49.000]  基督教信仰
[00:02:49.000 --> 00:02:51.000]  這一種的說法
[00:02:51.000 --> 00:02:53.000]  不是只是一套的觀念
[00:02:53.000 --> 00:02:55.000]  而是一個生命之道
[00:02:55.000 --> 00:02:57.000]  所以剛才大家
[00:02:57.000 --> 00:02:59.000]  讀這一段的經文
[00:02:59.000 --> 00:03:01.000]  一開始約翰一書第一章就說
[00:03:01.000 --> 00:03:03.000]  論道從起初
[00:03:03.000 --> 00:03:05.000]  原有生命之道
[00:03:05.000 --> 00:03:07.000]  其實今天的經課
[00:03:07.000 --> 00:03:09.000]  都相當長的書信這一部分
[00:03:09.000 --> 00:03:11.000]  所以我其實只會集中
[00:03:11.000 --> 00:03:13.000]  在頭那四節
[00:03:13.000 --> 00:03:15.000]  已經有很多東西要跟大家說
[00:03:15.000 --> 00:03:17.000]  因為再說後面那些
[00:03:17.000 --> 00:03:19.000]  我再兩課才能說完
[00:03:19.000 --> 00:03:21.000]  前面那四節
[00:03:21.000 --> 00:03:23.000]  其實是說什麼呢
[00:03:23.000 --> 00:03:25.000]  首先我們回到第一節
[00:03:25.000 --> 00:03:27.000]  說起初
[00:03:27.000 --> 00:03:29.000]  原有生命之道
[00:03:29.000 --> 00:03:31.000]  當我們去看約翰一書
[00:03:31.000 --> 00:03:33.000]  或者二書
[00:03:33.000 --> 00:03:35.000]  三書
[00:03:35.000 --> 00:03:37.000]  再將它比較一下約翰福音
[00:03:37.000 --> 00:03:39.000]  我們發覺有很多
[00:03:39.000 --> 00:03:41.000]  用字相似的地方
[00:03:41.000 --> 00:03:43.000]  譬如在約翰福音
[00:03:43.000 --> 00:03:45.000]  第一章
[00:03:45.000 --> 00:03:47.000]  第一節我們很熟悉的
[00:03:47.000 --> 00:03:49.000]  說什麼呢
[00:03:49.000 --> 00:03:51.000]  太初有道
[00:03:51.000 --> 00:03:53.000]  道與上帝同在
[00:03:53.000 --> 00:03:55.000]  道就是上帝
[00:03:55.000 --> 00:03:57.000]  這道太初與上帝同在
[00:03:57.000 --> 00:03:59.000]  跟約翰一書一開始說的
[00:03:59.000 --> 00:04:01.000]  起初原有
[00:04:01.000 --> 00:04:03.000]  生命之道
[00:04:03.000 --> 00:04:05.000]  這個道是完全
[00:04:05.000 --> 00:04:07.000]  同一個字
[00:04:07.000 --> 00:04:09.000]  原因很簡單
[00:04:09.000 --> 00:04:11.000]  因為我們稱約翰的著作
[00:04:11.000 --> 00:04:13.000]  包括了約翰福音
[00:04:13.000 --> 00:04:15.000]  書信和啟示錄
[00:04:15.000 --> 00:04:17.000]  所以裡面有很多用字
[00:04:17.000 --> 00:04:19.000]  都是類近的
[00:04:19.000 --> 00:04:21.000]  有很多觀念想法都是很相似的
[00:04:21.000 --> 00:04:23.000]  而在這段經文裡
[00:04:23.000 --> 00:04:25.000]  第四節
[00:04:25.000 --> 00:04:27.000]  如果大家有聖經
[00:04:27.000 --> 00:04:29.000]  可以看看第四節
[00:04:29.000 --> 00:04:31.000]  第四節是將第一章
[00:04:31.000 --> 00:04:33.000]  和整卷
[00:04:33.000 --> 00:04:35.000]  約翰一書
[00:04:35.000 --> 00:04:37.000]  寫作的目的
[00:04:37.000 --> 00:04:39.000]  幾乎已經很清楚地說出來
[00:04:39.000 --> 00:04:41.000]  是毫無隱藏的
[00:04:41.000 --> 00:04:43.000]  第四節說
[00:04:43.000 --> 00:04:45.000]  我們把這些事
[00:04:45.000 --> 00:04:47.000]  寫給你們
[00:04:47.000 --> 00:04:49.000]  使我們的喜樂得以滿足
[00:04:49.000 --> 00:04:51.000]  這個就是他的目的
[00:04:51.000 --> 00:04:53.000]  當要
[00:04:53.000 --> 00:04:55.000]  講了這麼多的東西給我們聽
[00:04:55.000 --> 00:04:57.000]  使我們
[00:04:57.000 --> 00:04:59.000]  大家看看
[00:04:59.000 --> 00:05:01.000]  有一個著
[00:05:01.000 --> 00:05:03.000]  在後面寫什麼呢
[00:05:03.000 --> 00:05:05.000]  有古卷就是你們
[00:05:05.000 --> 00:05:07.000]  究竟是我們還是你們呢
[00:05:07.000 --> 00:05:09.000]  其實不是很
[00:05:09.000 --> 00:05:11.000]  大的問題
[00:05:11.000 --> 00:05:13.000]  原因是什麼呢
[00:05:13.000 --> 00:05:15.000]  其實我們已經是一群人
[00:05:15.000 --> 00:05:17.000]  當我說我和你的時候
[00:05:17.000 --> 00:05:19.000]  其實都是我們這一群人
[00:05:19.000 --> 00:05:21.000]  所以在說
[00:05:21.000 --> 00:05:23.000]  當我們認識了解之後
[00:05:23.000 --> 00:05:25.000]  我們的喜樂就可以滿足
[00:05:25.000 --> 00:05:27.000]  我們就會明白
[00:05:27.000 --> 00:05:29.000]  為什麼我們的生命充滿喜樂
[00:05:29.000 --> 00:05:31.000]  因為我們認識真正
[00:05:31.000 --> 00:05:33.000]  生命之道
[00:05:33.000 --> 00:05:35.000]  在這段經文裡
[00:05:35.000 --> 00:05:37.000]  用了三個層次
[00:05:37.000 --> 00:05:39.000]  來讓我們
[00:05:39.000 --> 00:05:41.000]  明白、理解
[00:05:41.000 --> 00:05:43.000]  我們和耶穌之間的關係
[00:05:43.000 --> 00:05:45.000]  我們和耶穌是怎樣
[00:05:45.000 --> 00:05:47.000]  來接觸
[00:05:47.000 --> 00:05:49.000]  這三個層次是怎樣的呢
[00:05:49.000 --> 00:05:51.000]  第一個層次是真實的接觸
[00:05:51.000 --> 00:05:53.000]  就是和耶穌一起
[00:05:53.000 --> 00:05:55.000]  生活相處的人
[00:05:55.000 --> 00:05:57.000]  他們真真實實來和耶穌接觸
[00:05:57.000 --> 00:05:59.000]  第二個層次
[00:05:59.000 --> 00:06:01.000]  就是一個屬靈上的接觸
[00:06:01.000 --> 00:06:03.000]  怎樣屬靈上的接觸呢
[00:06:03.000 --> 00:06:05.000]  就是透過
[00:06:05.000 --> 00:06:07.000]  傳揚耶穌基督的時候
[00:06:07.000 --> 00:06:09.000]  有一個屬靈上的接觸
[00:06:09.000 --> 00:06:11.000]  第三個層次
[00:06:11.000 --> 00:06:13.000]  就是在團契上的接觸
[00:06:13.000 --> 00:06:15.000]  這個團契不是我們一般坐在這裡的團契
[00:06:15.000 --> 00:06:17.000]  這個團契是說
[00:06:17.000 --> 00:06:19.000]  是和父子
[00:06:19.000 --> 00:06:21.000]  上帝家裡面的人一起
[00:06:21.000 --> 00:06:23.000]  那種團契
[00:06:23.000 --> 00:06:25.000]  就是這三個層次
[00:06:25.000 --> 00:06:27.000]  來讓我們看到怎樣認識
[00:06:27.000 --> 00:06:29.000]  這個生命之道
[00:06:29.000 --> 00:06:31.000]  第一個層次
