
[00:00:00.000 --> 00:00:04.000]  今天我們要來到這個可信的話的第五講
[00:00:04.000 --> 00:00:10.000]  我們從這個提摩太前書、提摩太後書跟提諾書
[00:00:10.000 --> 00:00:18.000]  一共看見在這三原書當中有可信的話一共提過五次
[00:00:18.000 --> 00:00:22.000]  第一次是在提摩太前書的第一章
[00:00:22.000 --> 00:00:27.000]  就講到基督耶穌降世爲了拯救罪人
[00:00:27.000 --> 00:00:31.000]  這話是可信的、是十分可佩服的
[00:00:31.000 --> 00:00:37.000]  到第二次的可信的話是到提摩太前書第三章
[00:00:37.000 --> 00:00:39.000]  講到第一節的話
[00:00:39.000 --> 00:00:45.000]  人若想要得劍督的時分就是炫目神功
[00:00:45.000 --> 00:00:47.000]  這話是可信的
[00:00:47.000 --> 00:00:51.000]  第三次是來到提摩太前書的第四章
[00:00:51.000 --> 00:00:54.000]  說超量身體一處還少
[00:00:54.000 --> 00:00:59.000]  唯獨超量淨淺凡事都有一處
[00:00:59.000 --> 00:01:02.000]  這話是可信的、是十分可佩服的
[00:01:02.000 --> 00:01:07.000]  第四次是我們上次所講的
[00:01:07.000 --> 00:01:13.000]  就是提摩太後書第二章所說的可信的話
[00:01:13.000 --> 00:01:17.000]  就是在患難中要忍耐
[00:01:17.000 --> 00:01:23.000]  說到我們在患難中要忍耐
[00:01:23.000 --> 00:01:28.000]  今天我們又來到第五次
[00:01:28.000 --> 00:01:34.000]  就是在提多書的第三章這一段的神經
[00:01:34.000 --> 00:01:38.000]  我們看到還是提到可信的話
[00:01:38.000 --> 00:01:40.000]  他說這話是可信的
[00:01:40.000 --> 00:01:46.000]  他說我也願你把這些事情要切切實實地講明
[00:01:46.000 --> 00:01:51.000]  使信神的人留心做正經事業
[00:01:51.000 --> 00:01:55.000]  正經事業在小致就留心行善
[00:01:55.000 --> 00:01:57.000]  正經的事情
[00:01:57.000 --> 00:01:59.000]  基督徒正經什麼事情呢
[00:01:59.000 --> 00:02:01.000]  就是要行善
[00:02:01.000 --> 00:02:03.000]  行善就是好行爲
[00:02:03.000 --> 00:02:05.000]  他說這些都是好事
[00:02:05.000 --> 00:02:08.000]  並且是跟人有益的
[00:02:08.000 --> 00:02:14.000]  主耶穌教導我們
[00:02:14.000 --> 00:02:17.000]  基督徒我們信了主以後
[00:02:17.000 --> 00:02:21.000]  我們在世上我們就是世上的光
[00:02:21.000 --> 00:02:23.000]  世界的炎
[00:02:23.000 --> 00:02:30.000]  意思就是我們要有光有炎的作用
[00:02:30.000 --> 00:02:34.000]  主耶穌在馬太布音所講到的就是
[00:02:34.000 --> 00:02:39.000]  他說你們的光也當這樣照在人的前
[00:02:39.000 --> 00:02:42.000]  叫他們看見你們的好行爲
[00:02:42.000 --> 00:02:47.000]  並將榮耀歸給你們在天上的布
[00:02:47.000 --> 00:02:52.000]  這是講到主耶穌在講登山寶聖的時候
[00:02:52.000 --> 00:02:56.000]  就提到我們基督徒
[00:02:56.000 --> 00:02:58.000]  你信了主以後
[00:02:58.000 --> 00:03:00.000]  你在世上有什麼作用呢
[00:03:00.000 --> 00:03:02.000]  你是要做光
[00:03:02.000 --> 00:03:04.000]  能夠照在人的面前
[00:03:04.000 --> 00:03:07.000]  在黑暗裏頭能看見神
[00:03:07.000 --> 00:03:13.000]  你們做炎使得生活顯在人的面前
[00:03:13.000 --> 00:03:17.000]  使一個對人有益處的
[00:03:17.000 --> 00:03:21.000]  能看見你們的好行爲
[00:03:21.000 --> 00:03:23.000]  你們做光做炎
[00:03:23.000 --> 00:03:28.000]  都是把你的生命裏頭的好行爲能夠表現出來
[00:03:28.000 --> 00:03:34.000]  這樣的話你們天上的布就得到榮耀了
[00:03:34.000 --> 00:03:36.000]  你怎麼榮耀神呢
[00:03:36.000 --> 00:03:39.000]  你就是把你所得到的新生命
[00:03:39.000 --> 00:03:42.000]  這些美麗能夠活出來
[00:03:42.000 --> 00:03:43.000]  能看見
[00:03:43.000 --> 00:03:45.000]  雖然他們不太明白
[00:03:45.000 --> 00:03:47.000]  不太認識神
[00:03:47.000 --> 00:03:49.000]  但看見你的好行爲
[00:03:49.000 --> 00:03:52.000]  他們就知道宇宙中間有一位神
[00:03:52.000 --> 00:03:54.000]  這位神實在是好
[00:03:54.000 --> 00:03:56.000]  他能夠改變人
[00:03:56.000 --> 00:04:00.000]  能夠教人有這樣一個好的行爲
[00:04:00.000 --> 00:04:07.000]  在許多書就告訴我們這個好行爲的動機是什麼
[00:04:07.000 --> 00:04:10.000]  是不是說我要做好行爲
[00:04:10.000 --> 00:04:12.000]  教人來誇獎我呢
[00:04:12.000 --> 00:04:14.000]  我有好行爲的話
[00:04:14.000 --> 00:04:17.000]  人家可以來看得起我呢
[00:04:17.000 --> 00:04:19.000]  或者怎麼樣呢
[00:04:19.000 --> 00:04:22.000]  這裏告訴我們好行爲的動機
[00:04:22.000 --> 00:04:24.000]  怎樣能夠有個好行爲
[00:04:24.000 --> 00:04:26.000]  從什麼出發
[00:04:26.000 --> 00:04:30.000]  是從我們紀念,記住我們的神
[00:04:30.000 --> 00:04:32.000]  我們的救主
[00:04:32.000 --> 00:04:36.000]  他救我們的豐富的大愛跟恩典
[00:04:36.000 --> 00:04:39.000]  所以基督徒的好行爲
[00:04:39.000 --> 00:04:43.000]  並不是他自己想要做什麼
[00:04:43.000 --> 00:04:46.000]  要去幫助人
[00:04:46.000 --> 00:04:49.000]  或者要顯出自己多麼的好
[00:04:49.000 --> 00:04:56.000]  但是因爲他們是記住神的救主
[00:04:56.000 --> 00:05:00.000]  給他們豐盛的大恩典跟大愛
[00:05:00.000 --> 00:05:05.000]  那我們怎樣能夠明白耶穌基督救人的恩典呢
[00:05:05.000 --> 00:05:08.000]  我們怎麼能明白呢
[00:05:08.000 --> 00:05:10.000]  你要記住這個恩典
[00:05:10.000 --> 00:05:12.000]  你首先要明白
[00:05:12.000 --> 00:05:15.000]  你明白很透徹的明白的話
[00:05:15.000 --> 00:05:17.000]  你就會記在心裏頭
[00:05:17.000 --> 00:05:23.000]  成爲你所說話跟言語的動機
[00:05:23.000 --> 00:05:28.000]  這裏聖經就告訴我們
[00:05:28.000 --> 00:05:35.000]  是怎樣能夠明白耶穌基督救人的恩典呢
[00:05:35.000 --> 00:05:38.000]  在第三節保羅先讓我們看到
[00:05:38.000 --> 00:05:43.000]  我們得救以前的情況
[00:05:43.000 --> 00:05:46.000]  看到得救以後
[00:05:46.000 --> 00:05:49.000]  我們的情形怎麼樣
[00:05:49.000 --> 00:05:53.000]  所以在保羅講到這些教訓的以前
[00:05:53.000 --> 00:05:56.000]  他的第三節就提到
[00:05:56.000 --> 00:06:01.000]  我們從前我們過去什麼樣的情形呢
[00:06:01.000 --> 00:06:05.000]  我們就是包括保羅在裏頭
[00:06:05.000 --> 00:06:10.000]  保羅不是把這些話只是講給信徒聽
[00:06:10.000 --> 00:06:13.000]  他也是講給自己聽
[00:06:13.000 --> 00:06:19.000]  保羅也想到他過去沒有信徒以前是怎麼樣的
[00:06:19.000 --> 00:06:22.000]  如果我們能夠記住
[00:06:22.000 --> 00:06:27.000]  看到自己在得救以前的情形的話
[00:06:27.000 --> 00:06:34.000]  你就會寶貴神接待耶穌基督給我們恩典
[00:06:34.000 --> 00:06:37.000]  這樣的話
[00:06:37.000 --> 00:06:42.000]  就是能夠深深印在我們心裏頭
[00:06:42.000 --> 00:06:44.000]  第三節告訴我們
[00:06:44.000 --> 00:06:46.000]  我們從前怎麼樣呢
[00:06:46.000 --> 00:06:50.000]  我們從前也是無知 悖逆 受迷惑
[00:06:50.000 --> 00:06:54.000]  服食各樣的私慾和業樂
[00:06:54.000 --> 00:06:57.000]  長存惡毒嫉妒的心
[00:06:57.000 --> 00:06:58.000]  是可恨的
[00:06:58.000 --> 00:07:00.000]  這些事情都可恨的
[00:07:00.000 --> 00:07:02.000]  不但是自己是可恨的
[00:07:02.000 --> 00:07:05.000]  而且還彼此相恨
[00:07:05.000 --> 00:07:15.000]  一句這樣的經文就把我們過去沒有信徒以前的情形
[00:07:15.000 --> 00:07:17.000]  這裏面提到的
[00:07:17.000 --> 00:07:20.000]  不管是什麼地方的人
[00:07:20.000 --> 00:07:23.000]  也不管是什麼樣的階層的人
[00:07:23.000 --> 00:07:26.000]  都是在這種光景裏頭
[00:07:26.000 --> 00:07:29.000]  什麼叫做無知呢
[00:07:29.000 --> 00:07:33.000]  無知就是不知道神愛罪人
[00:07:33.000 --> 00:07:37.000]  無知就是不知道人生的意義
[00:07:37.000 --> 00:07:39.000]  不知道人生的意義是什麼
[00:07:39.000 --> 00:07:41.000]  活着是爲什麼
[00:07:41.000 --> 00:07:47.000]  這就是我們過去沒有信徒以前的情形
[00:07:47.000 --> 00:07:50.000]  我想我沒有信徒以前
[00:07:50.000 --> 00:07:54.000]  我是年輕的時候信的主的
[00:07:54.000 --> 00:07:56.000]  在我沒有信徒以前
[00:07:56.000 --> 00:07:59.000]  我覺得人生是什麼呢
[00:07:59.000 --> 00:08:02.000]  因爲那個時候我在唸高中
[00:08:02.000 --> 00:08:05.000]  我們是住在學校裏頭
[00:08:05.000 --> 00:08:09.000]  所以是禮拜天回去
[00:08:09.000 --> 00:08:11.000]  禮拜六呢
[00:08:11.000 --> 00:08:13.000]  就下午才能出來
[00:08:13.000 --> 00:08:15.000]  就是回到家裏
[00:08:15.000 --> 00:08:17.000]  那這個我們同學裏頭
[00:08:17.000 --> 00:08:19.000]  有一個同學呢
[00:08:19.000 --> 00:08:21.000]  他家裏比較有錢
[00:08:21.000 --> 00:08:24.000]  他的爸爸是開工廠的
[00:08:24.000 --> 00:08:25.000]  所以禮拜六的時候
[00:08:25.000 --> 00:08:32.000]  他的父親就派一個汽車來接他回去
[00:08:32.000 --> 00:08:34.000]  那個時候汽車很少
[00:08:34.000 --> 00:08:37.000]  不像我們現在每個人家裏都有汽車
[00:08:37.000 --> 00:08:40.000]  那個時候一九四幾年的時候
[00:08:40.000 --> 00:08:42.000]  有汽車的人不多的
[00:08:42.000 --> 00:08:45.000]  街上的私家車也很少的
[00:08:45.000 --> 00:08:47.000]  所以我們就有機會
[00:08:47.000 --> 00:08:48.000]  有的時候呢
[00:08:48.000 --> 00:08:49.000]  同學說走吧
[00:08:49.000 --> 00:08:52.000]  我們一塊坐坐這個車回去
[00:08:52.000 --> 00:08:55.000]  我們就坐了這個車子
[00:08:55.000 --> 00:08:56.000]  非常羨慕
[00:08:56.000 --> 00:08:57.000]  大了以後
[00:08:57.000 --> 00:09:00.000]  我希望我也可以有一個汽車
[00:09:00.000 --> 00:09:01.000]  當然現在
[00:09:01.000 --> 00:09:02.000]  後來來北美以後
[00:09:02.000 --> 00:09:03.000]  我已經實現了
[00:09:03.000 --> 00:09:05.000]  我又只有自己的汽車
[00:09:05.000 --> 00:09:06.000]  那個時候想到
[00:09:06.000 --> 00:09:07.000]  有汽車
[00:09:07.000 --> 00:09:09.000]  這個人人生就好了
[00:09:09.000 --> 00:09:11.000]  人生就有意義了
[00:09:11.000 --> 00:09:12.000]  其實看見
[00:09:12.000 --> 00:09:13.000]  無知
[00:09:13.000 --> 00:09:15.000]  可以說聖經說
[00:09:15.000 --> 00:09:16.000]  無知
[00:09:16.000 --> 00:09:18.000]  你不知道人生的意義是什麼
[00:09:18.000 --> 00:09:20.000]  你不知道你自己是個罪人
[00:09:20.000 --> 00:09:22.000]  你更不知道有一位神
[00:09:22.000 --> 00:09:24.000]  這位神愛你
[00:09:24.000 --> 00:09:27.000]  後來到聽到福音的時候
[00:09:27.000 --> 00:09:28.000]  才明白
[00:09:28.000 --> 00:09:30.000]  原來我是個罪人
[00:09:30.000 --> 00:09:32.000]  原來是神這麼愛我
[00:09:32.000 --> 00:09:36.000]  讓他的獨生子來到世上爲我死
[00:09:36.000 --> 00:09:38.000]  赦免我的罪
[00:09:38.000 --> 00:09:41.000]  我一下我明白過來了
[00:09:41.000 --> 00:09:45.000]  這位神就有來往了
[00:09:45.000 --> 00:09:47.000]  這個我們過去
[00:09:47.000 --> 00:09:49.000]  你看這裏面常有的
[00:09:49.000 --> 00:09:50.000]  受迷惑
[00:09:50.000 --> 00:09:51.000]  我們有迷惑
[00:09:51.000 --> 00:09:54.000]  好多的科學的東西
[00:09:54.000 --> 00:09:57.000]  好多的哲學的東西
[00:09:57.000 --> 00:09:58.000]  會迷惑我們
[00:09:58.000 --> 00:10:00.000]  叫我們看不見人生
[00:10:00.000 --> 00:10:01.000]  真正的價值
[00:10:01.000 --> 00:10:03.000]  看不見神
[00:10:03.000 --> 00:10:04.000]  看不見神的偉大
[00:10:04.000 --> 00:10:07.000]  看不見神的慈愛
[00:10:07.000 --> 00:10:09.000]  我們這種種的情形
[00:10:09.000 --> 00:10:11.000]  都是叫我們每個人回想起來
[00:10:11.000 --> 00:10:13.000]  你在沒有信主以前
[00:10:13.000 --> 00:10:15.000]  你是怎樣的光景
[00:10:15.000 --> 00:10:17.000]  可以說是一種很可憐
[00:10:17.000 --> 00:10:19.000]  很沒有希望
[00:10:19.000 --> 00:10:21.000]  走向滅亡的光景
[00:10:21.000 --> 00:10:27.000]  當你這樣會常想到這些事情的話
[00:10:27.000 --> 00:10:28.000]  回到事情
[00:10:28.000 --> 00:10:31.000]  你就會寶貴神的救恩
[00:10:31.000 --> 00:10:33.000]  你就會寶貴主耶穌基督
[00:10:33.000 --> 00:10:35.000]  他怎樣的爲了我們
[00:10:35.000 --> 00:10:38.000]  他獻上他的自己
[00:10:38.000 --> 00:10:40.000]  替我們釘在十字架上
[00:10:40.000 --> 00:10:43.000]  他用他自己來換取我們
[00:10:43.000 --> 00:10:45.000]  叫我們來歸向他
[00:10:45.000 --> 00:10:47.000]  所以第一個
[00:10:47.000 --> 00:10:48.000]  我們要看到
[00:10:48.000 --> 00:10:51.000]  自己過去敗壞的光景
[00:10:51.000 --> 00:10:55.000]  第二個呢
[00:10:55.000 --> 00:11:01.000]  要明白我們之所以能夠得救呢
[00:11:01.000 --> 00:11:03.000]  完全是神的干預
[00:11:03.000 --> 00:11:05.000]  完全是神的工作
[00:11:05.000 --> 00:11:09.000]  這裏說他是救主神
[00:11:09.000 --> 00:11:11.000]  這是我們的神
[00:11:11.000 --> 00:11:16.000]  我們救主
[00:11:16.000 --> 00:11:18.000]  神是我們的救主
[00:11:18.000 --> 00:11:21.000]  神不但是創造天地萬物
[00:11:21.000 --> 00:11:23.000]  創造我們人類
[00:11:23.000 --> 00:11:24.000]  創造萬有
[00:11:24.000 --> 00:11:26.000]  神還是我們的救主
[00:11:26.000 --> 00:11:28.000]  他要救我們
[00:11:28.000 --> 00:11:33.000]  所以要不是神來工作
[00:11:33.000 --> 00:11:37.000]  若不是神主動來尋找我們
[00:11:37.000 --> 00:11:41.000]  我們就不能夠來認識他
[00:11:41.000 --> 00:11:43.000]  他是救主神
[00:11:43.000 --> 00:11:46.000]  他用什麼來尋找我們
[00:11:46.000 --> 00:11:49.000]  怎樣叫我們能夠來認識他呢
[00:11:49.000 --> 00:11:53.000]  是用他的恩慈和慈愛
[00:11:53.000 --> 00:11:57.000]  向我們寫明
[00:11:57.000 --> 00:11:59.000]  恩慈是什麼
[00:11:59.000 --> 00:12:02.000]  恩慈就指神滿有恩典
[00:12:02.000 --> 00:12:07.000]  他樂意把這福氣賜給我們
[00:12:07.000 --> 00:12:11.000]  這是神出自內心的
[00:12:11.000 --> 00:12:17.000]  他內心裏頭就願意人得到他的好處
[00:12:17.000 --> 00:12:19.000]  這是神的恩慈
[00:12:19.000 --> 00:12:22.000]  那麼慈愛呢
[00:12:22.000 --> 00:12:24.000]  慈愛的意思呢
[00:12:24.000 --> 00:12:26.000]  就是怎樣來表現呢
[00:12:26.000 --> 00:12:30.000]  他說他向人所施的慈愛
[00:12:30.000 --> 00:12:32.000]  向人
[00:12:32.000 --> 00:12:34.000]  所施慈愛什麼呢
[00:12:34.000 --> 00:12:38.000]  就神的兒子來到世間
[00:12:38.000 --> 00:12:40.000]  爲我們的罪受死
[00:12:40.000 --> 00:12:44.000]  他是天上榮耀的神的兒子
[00:12:44.000 --> 00:12:46.000]  但是爲了我們
[00:12:46.000 --> 00:12:50.000]  他是付諸的爲了我們成爲貧窮
[00:12:50.000 --> 00:12:55.000]  他在地上33年受盡一切的苦難
[00:12:55.000 --> 00:12:57.000]  人頂撞他
[00:12:57.000 --> 00:12:59.000]  人拒絕他
[00:12:59.000 --> 00:13:03.000]  但是他向人施慈愛
[00:13:03.000 --> 00:13:05.000]  爲人使得慈悲
[00:13:05.000 --> 00:13:08.000]  使我們能夠跟神和好
[00:13:08.000 --> 00:13:11.000]  那麼神的愛呢
[00:13:11.000 --> 00:13:13.000]  就向我們顯明的
[00:13:13.000 --> 00:13:16.000]  所以在羅馬書裏頭就告訴我們
[00:13:16.000 --> 00:13:19.000]  我們怎麼看到神的愛呢
[00:13:19.000 --> 00:13:24.000]  神在我們什麼情況下救了我們呢
[00:13:24.000 --> 00:13:26.000]  羅馬書告訴我們
[00:13:26.000 --> 00:13:28.000]  在我們還做罪人的時候
[00:13:28.000 --> 00:13:30.000]  他就爲我們死的
[00:13:30.000 --> 00:13:32.000]  他不是爲好人死
[00:13:32.000 --> 00:13:34.000]  也不是爲義人死
[00:13:34.000 --> 00:13:36.000]  那是爲罪人死
[00:13:36.000 --> 00:13:40.000]  而且耶穌基督在我們還軟弱
[00:13:40.000 --> 00:13:43.000]  還不知道怎麼樣來尋求他的時候
[00:13:43.000 --> 00:13:45.000]  他便爲我們死了
[00:13:45.000 --> 00:13:49.000]  神的愛在此就向我們顯明瞭
[00:13:49.000 --> 00:13:51.000]  我們怎麼看到神的愛呢
[00:13:51.000 --> 00:13:55.000]  因爲是神的兒子爲了我們
[00:13:55.000 --> 00:13:58.000]  他付上了一切的代價
[00:13:58.000 --> 00:14:01.000]  這就是他的慈愛
[00:14:01.000 --> 00:14:03.000]  這個地方的慈愛呢
[00:14:03.000 --> 00:14:06.000]  也就是向人所施的慈愛
[00:14:06.000 --> 00:14:10.000]  那麼有人稱爲這個是博愛
[00:14:10.000 --> 00:14:12.000]  所以不信主的人
[00:14:12.000 --> 00:14:14.000]  他們也會欣賞
[00:14:14.000 --> 00:14:17.000]  會覺得耶穌很有愛心
[00:14:17.000 --> 00:14:19.000]  他是博愛
[00:14:19.000 --> 00:14:22.000]  向人所施的慈愛就是博愛
[00:14:22.000 --> 00:14:25.000]  但是這個是向神
[00:14:25.000 --> 00:14:28.000]  神向所有的世界上的人
[00:14:28.000 --> 00:14:29.000]  顯出他的愛
[00:14:29.000 --> 00:14:32.000]  但是不是每個人自動的
[00:14:32.000 --> 00:14:34.000]  就可以得到神的救恩
[00:14:34.000 --> 00:14:40.000]  這個向神的愛是廣泛的
[00:14:40.000 --> 00:14:41.000]  向着每一個人
[00:14:41.000 --> 00:14:43.000]  但是人有些不接受的
[00:14:43.000 --> 00:14:45.000]  他就得不到神的愛
[00:14:45.000 --> 00:14:52.000]  那我們要知道神的愛
[00:14:52.000 --> 00:14:54.000]  我們知道過去的敗壞
[00:14:54.000 --> 00:14:56.000]  我們也要知道神的愛
[00:14:56.000 --> 00:15:00.000]  如果我們只知道神是愛
[00:15:00.000 --> 00:15:02.000]  而不知道自己過去
[00:15:02.000 --> 00:15:04.000]  是多麼敗壞的話
[00:15:04.000 --> 00:15:06.000]  我們是一個罪人
[00:15:06.000 --> 00:15:08.000]  蒙主的恩典
[00:15:08.000 --> 00:15:10.000]  如果不是這樣的話
[00:15:10.000 --> 00:15:11.000]  我們就可以說
[00:15:11.000 --> 00:15:15.000]  不會真正明白神的愛
[00:15:15.000 --> 00:15:18.000]  所以福音不是單單講神的愛
[00:15:18.000 --> 00:15:20.000]  有一次我參加一個聚會
[00:15:20.000 --> 00:15:25.000]  有個弟兄在傳福音
[00:15:25.000 --> 00:15:26.000]  講神的愛
