
[00:00:00.000 --> 00:00:05.000]  (主席)大家早晨!很高興在此和大家透過這個視像是一個敬拜
[00:00:05.000 --> 00:00:11.000]  今天很想和大家思想到教會過往這兩年主題是和門徒有關
[00:00:11.000 --> 00:00:14.000]  有時我想和大家思想到一個訊息
[00:00:14.000 --> 00:00:19.000]  就是我們門徒敬虔的生活的特質是什麼呢?
[00:00:19.000 --> 00:00:22.000]  在大家的程序表上看到
[00:00:22.000 --> 00:00:27.000]  我介紹到在馬德福音第六章一到十八節
[00:00:27.000 --> 00:00:31.000]  耶穌基督是挑戰當時一班猶太人
[00:00:31.000 --> 00:00:35.000]  猶太人有三種敬虔的生活
[00:00:35.000 --> 00:00:39.000]  分別是一到四節是講到施舍
[00:00:39.000 --> 00:00:43.000]  五到十五節今天和大家思想有關祈禱
[00:00:43.000 --> 00:00:48.000]  然後十六、十八節是講到禁食
[00:00:48.000 --> 00:00:51.000]  耶穌基督給我這個挑戰
[00:00:51.000 --> 00:00:54.000]  在馬德福音書第五章二十節那裡這樣說
[00:00:54.000 --> 00:00:58.000]  你們的義若不勝過民事和法理出人的義
[00:00:58.000 --> 00:01:00.000]  就不能進天國
[00:01:00.000 --> 00:01:03.000]  耶穌基督要我們有一個的敬虔
[00:01:03.000 --> 00:01:06.000]  猶太人當中一班的民事和法理出人
[00:01:06.000 --> 00:01:08.000]  他們有敬虔的外貌
[00:01:08.000 --> 00:01:10.000]  但是沒有這種實質
[00:01:10.000 --> 00:01:13.000]  耶穌基督就挑戰跟隨他的門徒
[00:01:13.000 --> 00:01:18.000]  我們的義應該比這些假冒為善的人的義
[00:01:18.000 --> 00:01:20.000]  是更加的認真的
[00:01:20.000 --> 00:01:23.000]  因此在六章一到十八節那裡
[00:01:23.000 --> 00:01:27.000]  講到三種猶太人他們那種的方式
[00:01:27.000 --> 00:01:32.000]  六章一節說在眾人面前你們行這個義
[00:01:32.000 --> 00:01:35.000]  換言之猶太人會做這些的方式
[00:01:35.000 --> 00:01:39.000]  究竟猶太人這種的敬虔的生活
[00:01:39.000 --> 00:01:42.000]  是不是只有外貌沒有一種的實質呢
[00:01:42.000 --> 00:01:45.000]  在下面那個圖那裡
[00:01:45.000 --> 00:01:47.000]  可能大家看得不清楚
[00:01:47.000 --> 00:01:49.000]  不過你們的電腦可能會更大
[00:01:49.000 --> 00:01:54.000]  甚至給大家看到猶太人三種的敬虔
[00:01:54.000 --> 00:01:55.000]  耶穌跟他們說
[00:01:55.000 --> 00:02:00.000]  當你們去這個施捨祈禱和禁食的時候
[00:02:00.000 --> 00:02:04.000]  不要像一班的法尼塞人
[00:02:04.000 --> 00:02:06.000]  他們做給人看的
[00:02:06.000 --> 00:02:11.000]  他們在禮堂那裡舉起手好像很敬虔
[00:02:11.000 --> 00:02:16.000]  他們那個禁食是讓人看到好像很辛苦
[00:02:16.000 --> 00:02:18.000]  他們那個動機不良
[00:02:18.000 --> 00:02:20.000]  得到人給他的稱讚
[00:02:20.000 --> 00:02:24.000]  當你們去施捨的時候
[00:02:24.000 --> 00:02:26.000]  左手不要讓右手知道
[00:02:26.000 --> 00:02:30.000]  你們進到內室那裡向天父祈禱
[00:02:30.000 --> 00:02:35.000]  同樣你禁食的時候要洗頭洗臉
[00:02:35.000 --> 00:02:39.000]  讓人覺得你不像受苦的狀況
[00:02:39.000 --> 00:02:42.000]  重點是讓我們看到
[00:02:42.000 --> 00:02:46.000]  上帝怎樣看一種的敬虔
[00:02:46.000 --> 00:02:50.000]  究竟我們追求敬虔會否做到自然呢?
[00:02:50.000 --> 00:02:53.000]  六章第一節耶穌提醒
[00:02:53.000 --> 00:02:57.000]  不要故意在人面前表現敬虔
[00:02:57.000 --> 00:03:00.000]  但耶穌基督在五章第十六節這樣說
[00:03:00.000 --> 00:03:03.000]  要叫他們見到你們的好行為
[00:03:03.000 --> 00:03:05.000]  為什麼呢?
[00:03:05.000 --> 00:03:07.000]  一方面叫我們有好行為
[00:03:07.000 --> 00:03:10.000]  另一方面不要刻意被人看到
[00:03:10.000 --> 00:03:13.000]  我相信重點在於動機那裡
[00:03:13.000 --> 00:03:17.000]  我們的行義我們的敬虔的動機是什麼
[00:03:17.000 --> 00:03:21.000]  如果我們的敬虔的動機是對的話
[00:03:21.000 --> 00:03:23.000]  上帝是業納的
[00:03:23.000 --> 00:03:26.000]  如果我們的動機不對的話
[00:03:26.000 --> 00:03:28.000]  想做一個正確的事
[00:03:28.000 --> 00:03:32.000]  耶穌要我們知道要表裡一致
[00:03:32.000 --> 00:03:35.000]  五章十三到十六節大家都熟悉了
[00:03:35.000 --> 00:03:37.000]  作炎作光
[00:03:37.000 --> 00:03:40.000]  我們將好行為給人看到
[00:03:40.000 --> 00:03:43.000]  將榮耀歸給我們的神
[00:03:43.000 --> 00:03:46.000]  而六章那裡不要做表面的功夫
[00:03:46.000 --> 00:03:49.000]  不要像那些假冒為善
[00:03:49.000 --> 00:03:50.000]  三次這樣說
[00:03:50.000 --> 00:03:53.000]  第二節、第五節、第十六節
[00:03:53.000 --> 00:03:56.000]  下個圖再給大家看到
[00:03:56.000 --> 00:03:58.000]  我們外貌是怎樣
[00:03:58.000 --> 00:04:02.000]  或者我們實際的來生、生命是怎樣呢?
[00:04:02.000 --> 00:04:06.000]  在大家的程序表看到這個圖
[00:04:06.000 --> 00:04:12.000]  真正去敬畏是欽著我們愛慕上帝
[00:04:12.000 --> 00:04:15.000]  我們不是要得別人的賞賜
[00:04:15.000 --> 00:04:18.000]  因此在六章一到十八節那裡
[00:04:18.000 --> 00:04:20.000]  八次講到你的負
[00:04:20.000 --> 00:04:23.000]  而三次講到的就是說
[00:04:23.000 --> 00:04:27.000]  你負在這個隱密當中是擦汗的
[00:04:27.000 --> 00:04:29.000]  今天我們集中的
[00:04:29.000 --> 00:04:32.000]  剛剛是追著跟我們讀過的有關祈禱
[00:04:32.000 --> 00:04:36.000]  六章五到十五節是講到祈禱
[00:04:36.000 --> 00:04:38.000]  相信大家已經熟悉了
[00:04:38.000 --> 00:04:40.000]  所以我說其實不容易
[00:04:40.000 --> 00:04:42.000]  因為大家都熟悉這個內容
[00:04:42.000 --> 00:04:45.000]  因為熟悉我們嘗試從不同的角度
[00:04:45.000 --> 00:04:51.000]  或者我們是否真的認識到主禱文的教導呢?
[00:04:51.000 --> 00:04:56.000]  五到十五節其實是講兩個的祈禱
[00:04:56.000 --> 00:05:01.000]  在五到八節是講到公開的祈禱
[00:05:01.000 --> 00:05:04.000]  或者是祈禱當中很多言語
[00:05:04.000 --> 00:05:08.000]  或者是一個私下在上帝面前的祈禱
[00:05:08.000 --> 00:05:11.000]  或者我們的祈禱可以很簡潔
[00:05:11.000 --> 00:05:15.000]  九到十五節主禱文更加大家很熟悉了
[00:05:15.000 --> 00:05:17.000]  會和大家去思想到
[00:05:17.000 --> 00:05:19.000]  耶穌基督教我們的主禱文
[00:05:19.000 --> 00:05:23.000]  是否在提醒我們一個優先次序
[00:05:23.000 --> 00:05:25.000]  先向上帝祈禱
[00:05:25.000 --> 00:05:29.000]  然後為我們個人的禱告
[00:05:29.000 --> 00:05:31.000]  然後十四到十五節
[00:05:31.000 --> 00:05:35.000]  是更加可能我們剛剛聽主席讀的時候
[00:05:35.000 --> 00:05:37.000]  可能一個擔心
[00:05:37.000 --> 00:05:41.000]  在祈禱當中講到描述這個題目
[00:05:41.000 --> 00:05:44.000]  我就從這幾方面和大家一起思想
[00:05:44.000 --> 00:05:49.000]  五到八節是講到兩種的祈禱
[00:05:49.000 --> 00:05:52.000]  我在這裡不和大家再去讀了
[00:05:52.000 --> 00:05:55.000]  五到六節是講到公開的祈禱
[00:05:55.000 --> 00:05:57.000]  或者私下的祈禱
[00:05:57.000 --> 00:06:02.000]  七到八節是祈禱的言語多寡的問題
[00:06:02.000 --> 00:06:05.000]  第一類在五到六節那裡
[00:06:05.000 --> 00:06:09.000]  耶穌基督稱一班法利賽人為
[00:06:09.000 --> 00:06:11.000]  一班假冒為善
[00:06:11.000 --> 00:06:14.000]  我們看其他的譯本的時候
[00:06:14.000 --> 00:06:17.000]  甚至翻譯為他們是偽君子
[00:06:17.000 --> 00:06:19.000]  即不是真君子
[00:06:19.000 --> 00:06:20.000]  他們是假冒的
[00:06:20.000 --> 00:06:23.000]  他們那個敬虔是虛的
[00:06:23.000 --> 00:06:25.000]  是做給人看的
[00:06:25.000 --> 00:06:26.000]  大家可能都聽過了
[00:06:26.000 --> 00:06:28.000]  在古代的舞台上
[00:06:28.000 --> 00:06:32.000]  當一個演員要扮演幾個角色的時候
[00:06:32.000 --> 00:06:34.000]  為了要台下的人知道
[00:06:34.000 --> 00:06:36.000]  我扮演什麼角色的時候
[00:06:36.000 --> 00:06:38.000]  會戴上面具的
[00:06:38.000 --> 00:06:40.000]  這個可能大家看到的
[00:06:40.000 --> 00:06:42.000]  是典型的兩種面具
[00:06:42.000 --> 00:06:43.000]  一種是開心的
[00:06:43.000 --> 00:06:45.000]  一種是憂愁的
[00:06:45.000 --> 00:06:48.000]  當我戴一個面具的時候
[00:06:48.000 --> 00:06:50.000]  台下的觀眾知道
[00:06:50.000 --> 00:06:52.000]  我現在扮演某一個角色
[00:06:52.000 --> 00:06:55.000]  但當我要換另一個角色的時候
[00:06:55.000 --> 00:06:57.000]  我戴上另一個面具
[00:06:57.000 --> 00:07:01.000]  幫助一班觀眾了解
[00:07:01.000 --> 00:07:05.000]  但法利賽人他們現在是假冒為善
[00:07:05.000 --> 00:07:08.000]  他們說給人看我是屬靈的
[00:07:08.000 --> 00:07:10.000]  向神祈禱
[00:07:10.000 --> 00:07:13.000]  但是這個是做給人看的
[00:07:13.000 --> 00:07:16.000]  還是向神祈禱呢
[00:07:16.000 --> 00:07:19.000]  一班法利賽人很希望的是
[00:07:19.000 --> 00:07:21.000]  找到一個舞台的時候
[00:07:21.000 --> 00:07:24.000]  他就扮演一個演員
[00:07:24.000 --> 00:07:26.000]  他的舞台有兩個
[00:07:26.000 --> 00:07:28.000]  第一就是在會堂當中
[00:07:28.000 --> 00:07:29.000]  當在會堂的時候
[00:07:29.000 --> 00:07:31.000]  他們在那裡祈禱
[00:07:31.000 --> 00:07:32.000]  有舞台了
[00:07:32.000 --> 00:07:34.000]  現在是一個祈禱時間
[00:07:34.000 --> 00:07:37.000]  他就在扮演一個屬靈的禱告
[00:07:37.000 --> 00:07:42.000]  為的是要一班其他猶太人覺得他是敬虔
[00:07:42.000 --> 00:07:44.000]  另外一個舞台在哪裡呢
[00:07:44.000 --> 00:07:46.000]  在十字路口
[00:07:46.000 --> 00:07:49.000]  十字路口就是很多人來來往往的
[00:07:49.000 --> 00:07:51.000]  在很多人來來往往的時候
[00:07:51.000 --> 00:07:53.000]  他在下一次敬虔的時候
[00:07:53.000 --> 00:07:57.000]  舉起手向天上的神祈禱
[00:07:57.000 --> 00:07:59.000]  其他人看到他這個行為的時候
[00:07:59.000 --> 00:08:02.000]  鼓掌說你真的敬虔
[00:08:02.000 --> 00:08:05.000]  這個敬虔是一個外貌
[00:08:05.000 --> 00:08:07.000]  是假的
[00:08:07.000 --> 00:08:10.000]  耶穌基督是禁止一班門徒
[00:08:10.000 --> 00:08:12.000]  你跟隨我的時候
[00:08:12.000 --> 00:08:15.000]  不要效法一班法利賽人
[00:08:15.000 --> 00:08:19.000]  耶穌基督不是禁止公開的祈禱
[00:08:19.000 --> 00:08:24.000]  耶穌基督不是禁止在宗教主日的時候
[00:08:24.000 --> 00:08:26.000]  那種真誠的祈禱
[00:08:26.000 --> 00:08:27.000]  其實不是的
[00:08:27.000 --> 00:08:29.000]  我們有公開的祈禱
[00:08:29.000 --> 00:08:32.000]  但是我們不是做給人看的
[00:08:32.000 --> 00:08:35.000]  耶穌基督是提醒他們
[00:08:35.000 --> 00:08:37.000]  如果你在私下祈禱的時候
[00:08:37.000 --> 00:08:39.000]  進到你的密室那裡
[00:08:39.000 --> 00:08:41.000]  關上門
[00:08:41.000 --> 00:08:43.000]  向你隱密的父祈禱
[00:08:43.000 --> 00:08:45.000]  三次這樣說
[00:08:45.000 --> 00:08:50.000]  你會在隱密當中擦汗
[00:08:50.000 --> 00:08:52.000]  當我們的動機不是做給人看
[00:08:52.000 --> 00:08:56.000]  我們向上帝去真誠的祈禱的時候
[00:08:56.000 --> 00:08:57.000]  上帝是看
[00:08:57.000 --> 00:08:59.000]  更加聖經說
[00:08:59.000 --> 00:09:01.000]  上帝是會報答
[00:09:01.000 --> 00:09:03.000]  報答可以指的就是說
[00:09:03.000 --> 00:09:04.000]  上帝聽我們的祈禱
[00:09:04.000 --> 00:09:06.000]  上帝會按祂的旨
[00:09:06.000 --> 00:09:08.000]  在我們生命中的旨意
[00:09:08.000 --> 00:09:12.000]  按祂的時間去回答我們
[00:09:12.000 --> 00:09:16.000]  第五第六節是講法利賽式的祈禱
[00:09:16.000 --> 00:09:19.000]  找到舞台給人看
[00:09:19.000 --> 00:09:23.000]  第七第八節是愛邦式祈禱
[00:09:23.000 --> 00:09:26.000]  就是這班還沒認識上帝的人
[00:09:26.000 --> 00:09:29.000]  一班愛邦人有一個想法
[00:09:29.000 --> 00:09:32.000]  這麼多人都向他們的神明祈禱
[00:09:32.000 --> 00:09:35.000]  這個神明聽不聽得到誰向他祈禱
[00:09:35.000 --> 00:09:37.000]  因此可能他們有一個想法
[00:09:37.000 --> 00:09:39.000]  就是我不斷的重複
[00:09:39.000 --> 00:09:40.000]  不斷的說
[00:09:40.000 --> 00:09:44.000]  剛剛神明聽到的時候就好了
[00:09:44.000 --> 00:09:47.000]  耶穌基督是去矯正了他們的錯誤
[00:09:47.000 --> 00:09:50.000]  第一祈禱不要唸口往
[00:09:50.000 --> 00:09:52.000]  唸口往沒用的
[00:09:52.000 --> 00:09:56.000]  有些教會每主日都有主禱文
