
[00:00:00.000 --> 00:00:07.180]  好,今天的題目是「即場被給,一切從心開始」
[00:00:07.180 --> 00:00:11.360]  如果大家很記性,我們是在說「以忽所殊」,大家知道嗎?
[00:00:11.360 --> 00:00:12.920]  第六章
[00:00:12.920 --> 00:00:14.920]  之前兩位牧師
[00:00:14.920 --> 00:00:16.920]  梁牧師先
[00:00:16.920 --> 00:00:20.560]  因為我們講到一些很實務性的學習
[00:00:20.560 --> 00:00:23.520]  所以梁牧師就講到夫妻的關係
[00:00:23.520 --> 00:00:28.240]  而陳牧師整個星期就講到父母和子女的關係
[00:00:28.240 --> 00:00:31.180]  今天我們踏入「即場」
[00:00:31.180 --> 00:00:35.040]  不過,未踏入「即場」之前先和大家聊聊天
[00:00:35.040 --> 00:00:39.340]  你知不知道我們童工
[00:00:39.340 --> 00:00:44.680]  其實每半年會開一次童工退休會
[00:00:44.680 --> 00:00:47.420]  童工退休會是很開心的
[00:00:47.420 --> 00:00:52.040]  但梁牧師每一次都問我們所有童工一條問題
[00:00:52.040 --> 00:00:54.040]  他說在過去半年
[00:00:54.040 --> 00:00:57.580]  你們的工作開心指數有多少分
[00:00:57.580 --> 00:01:00.120]  老闆問這樣的問題,你明白嗎?
[00:01:00.120 --> 00:01:01.920]  我們每一個都要回答
[00:01:01.920 --> 00:01:05.680]  0至10分,你給自己多少分呢?
[00:01:05.680 --> 00:01:07.960]  不過,我都很感恩的
[00:01:07.960 --> 00:01:13.520]  我們絕大部分的童工都會給自己8分或以上的
[00:01:13.520 --> 00:01:14.780]  你說開心嗎?
[00:01:14.780 --> 00:01:15.780]  開心
[00:01:15.780 --> 00:01:18.280]  有幾位童工是很厲害的
[00:01:18.280 --> 00:01:21.220]  他們常常都給自己滿分的
[00:01:21.220 --> 00:01:23.120]  經常都有10分出現的
[00:01:23.120 --> 00:01:25.120]  我們工作開心指數
[00:01:25.120 --> 00:01:26.840]  你看主席笑得多開心
[00:01:26.840 --> 00:01:29.380]  看到這些童工工作得這麼開心
[00:01:29.380 --> 00:01:31.080]  真的開心
[00:01:31.080 --> 00:01:32.580]  不過我在想
[00:01:32.580 --> 00:01:35.320]  不知道領子妹上班是怎樣的呢?
[00:01:35.320 --> 00:01:39.180]  不知道你們上班開心不開心呢?
[00:01:39.180 --> 00:01:43.080]  你給你的工作開心指數有多少分呢?
[00:01:43.080 --> 00:01:46.820]  又再問問,其實你們喜不喜歡上班呢?
[00:01:46.820 --> 00:01:51.080]  這個真的值得問問自己的問題
[00:01:51.080 --> 00:01:52.420]  為甚麼我這樣說呢?
[00:01:52.420 --> 00:01:56.580]  我最近在一間日本的人力資源公司
[00:01:56.580 --> 00:01:59.680]  我在網上看到他最近的一份調查
[00:01:59.680 --> 00:02:02.380]  他就說比起其他國家
[00:02:02.380 --> 00:02:04.280]  我看完之後就發現
[00:02:04.280 --> 00:02:07.220]  香港人其實真的不太喜歡上班
[00:02:07.220 --> 00:02:09.020]  真的不太喜歡工作
[00:02:09.020 --> 00:02:13.080]  因為這個調查訪問了18個國家或地區
[00:02:13.080 --> 00:02:16.280]  每個國家問了1000個僱員
[00:02:16.280 --> 00:02:19.820]  結果都挺特別的
[00:02:19.820 --> 00:02:24.680]  你猜最多人說工作喜樂指數
[00:02:24.680 --> 00:02:28.380]  最高分的三個國家是哪裏呢?
[00:02:28.380 --> 00:02:30.440]  (食肆)
[00:02:30.440 --> 00:02:33.240]  很多人都猜那些
[00:02:33.240 --> 00:02:38.080]  原來西方、歐美國家只是中位
[00:02:38.080 --> 00:02:40.320]  我給你看看頭三位
[00:02:40.320 --> 00:02:42.320]  你都可能很驚訝
[00:02:42.320 --> 00:02:46.980]  竟然是印度、印尼和菲律賓
[00:02:46.980 --> 00:02:48.720]  厲害嗎?
[00:02:48.720 --> 00:02:49.740]  厲害吧?
[00:02:49.740 --> 00:02:52.680]  原來你不要以為瓶蓆的地方
[00:02:52.680 --> 00:02:54.420]  他們工作不開心
[00:02:54.420 --> 00:02:58.040]  原來他們可以工作得很開心
[00:02:58.040 --> 00:02:59.420]  你也猜不到
[00:02:59.420 --> 00:03:03.540]  其他幾個亞洲地方又挺特別的
[00:03:03.540 --> 00:03:06.140]  你猜香港排名幾位呢?
[00:03:06.140 --> 00:03:09.240]  (尾十)
[00:03:09.240 --> 00:03:11.580]  尾十、尾二
[00:03:11.580 --> 00:03:12.680]  還有呢?
[00:03:12.680 --> 00:03:14.580]  最後
[00:03:14.580 --> 00:03:16.880]  那麼開估吧
[00:03:16.880 --> 00:03:19.340]  尾十
[00:03:19.340 --> 00:03:20.740]  最後幾位是甚麼?
[00:03:20.740 --> 00:03:21.580]  看看
[00:03:21.580 --> 00:03:23.420]  台灣、南韓
[00:03:23.420 --> 00:03:26.980]  韓主席你很喜歡日本
[00:03:26.980 --> 00:03:29.880]  原來越複數的地方
[00:03:29.880 --> 00:03:31.880]  人們越不喜歡上班
[00:03:31.880 --> 00:03:34.280]  不知道是否壓力太大的緣故
[00:03:34.280 --> 00:03:35.840]  也挺奇怪的
[00:03:35.840 --> 00:03:39.880]  我在網上看到另外一些訊息
[00:03:39.880 --> 00:03:44.840]  看看網民覺得最不喜歡上班的是甚麼原因
[00:03:44.840 --> 00:03:47.540]  我看到這十個理由
[00:03:47.540 --> 00:03:50.340]  工作時間太長
[00:03:50.340 --> 00:03:52.940]  工作情緒很混亂
[00:03:52.940 --> 00:03:54.180]  不知道要做甚麼
[00:03:54.180 --> 00:03:57.120]  人際關係很複雜
[00:03:57.120 --> 00:04:00.140]  不理會員工的訴求
[00:04:00.140 --> 00:04:04.540]  還要幫一些不懂工作的人幫忙
[00:04:04.540 --> 00:04:10.620]  這些戇居的公司就做一些戇居的事
[00:04:10.620 --> 00:04:11.820]  很有共鳴
[00:04:11.820 --> 00:04:13.420]  不知道為甚麼大家
[00:04:13.420 --> 00:04:14.880]  然後呢
[00:04:14.880 --> 00:04:17.620]  人工加50%
[00:04:17.620 --> 00:04:19.740]  工作就要做100%
[00:04:19.740 --> 00:04:22.340]  做多100%
[00:04:22.340 --> 00:04:23.980]  壓力真的很大
[00:04:23.980 --> 00:04:25.640]  大到不得了
[00:04:25.640 --> 00:04:28.940]  我的工作極度沉悶
[00:04:28.940 --> 00:04:31.340]  想起上班就想死
[00:04:31.340 --> 00:04:33.480]  最後一個多有趣
[00:04:33.480 --> 00:04:36.080]  很早起床
[00:04:36.080 --> 00:04:41.240]  我覺得今早勁敗隊回來練歌也很早起床
[00:04:41.240 --> 00:04:44.740]  但他們又很開心回來練歌
[00:04:44.740 --> 00:04:46.740]  (開心指數)
[00:04:46.740 --> 00:04:48.020]  開心指數
[00:04:48.020 --> 00:04:50.620]  一回來教會就爆燈
[00:04:50.620 --> 00:04:52.540]  是真的
[00:04:52.540 --> 00:04:55.940]  似乎香港人看上去
[00:04:55.940 --> 00:04:58.940]  對工作有很多負面的情緒
[00:04:58.940 --> 00:05:03.440]  不過一個星期有168個小時
[00:05:03.440 --> 00:05:06.540]  而香港人工作時間真的很長
[00:05:06.540 --> 00:05:10.040]  如果你上班那些隨時一個隊
[00:05:10.040 --> 00:05:11.920]  12小時一天
[00:05:11.920 --> 00:05:13.740]  就是說很多人
[00:05:13.740 --> 00:05:15.740]  他每個星期上班的時間
[00:05:15.740 --> 00:05:19.380]  佔了他一個星期可能30%至40%
[00:05:19.380 --> 00:05:22.680]  究竟我們在困局裡有沒有出路呢?
[00:05:22.680 --> 00:05:28.380]  我們可不可以天天帶著不開心的心情上班呢?
[00:05:28.380 --> 00:05:31.420]  更加我們是耶穌的門徒
[00:05:31.420 --> 00:05:38.580]  我們如何可以在職場裡為主作見證呢?
[00:05:38.580 --> 00:05:40.020]  今天我們繼續看
[00:05:40.020 --> 00:05:42.880]  《爾忽所書》六章五至九節
[00:05:42.880 --> 00:05:45.980]  看看保羅叫我們學甚麼功課
[00:05:45.980 --> 00:05:49.980]  主席馬上在數了五至九節是多少節呢?
[00:05:49.980 --> 00:05:51.580]  只有五節
[00:05:51.580 --> 00:05:55.940]  所以我們邀請大家一起先讀這五節聖經
[00:05:55.940 --> 00:05:57.640]  我們一起讀這五節聖經
[00:05:57.640 --> 00:05:58.780]  1 2 3
[00:05:58.780 --> 00:06:02.380]  「美滿作僕人的,要屢怕佔頸」
[00:06:02.380 --> 00:06:06.180]  「用誠實的心聽從美滿肉身的主人」
[00:06:06.180 --> 00:06:08.480]  「保障聽從基督一般」
[00:06:08.480 --> 00:06:10.880]  「為要事在眼前侍奉」
[00:06:10.880 --> 00:06:12.880]  「將事討人喜歡的」
[00:06:12.880 --> 00:06:17.480]  「用上基督的服人,從心裡進行神的旨意」
[00:06:17.480 --> 00:06:21.980]  「甘心侍奉,抱上復師處,不再服侍人」
[00:06:21.980 --> 00:06:24.980]  「因為要得各人所行的善事」
[00:06:24.980 --> 00:06:27.880]  「不論是為奴的、善事主的」
[00:06:27.880 --> 00:06:31.280]  「都見愛所行的、不主的上次」
[00:06:31.280 --> 00:06:35.180]  「美滿作主人的,代僕人也是一定」
[00:06:35.180 --> 00:06:36.980]  「要威嚇花門」
[00:06:36.980 --> 00:06:41.880]  「因為知道花門和美滿同有的位處在天上」
[00:06:41.880 --> 00:06:44.080]  「下定特天堂人」
[00:06:44.080 --> 00:06:47.780]  接著我們仔細地看看這幾段經文
[00:06:47.780 --> 00:06:50.180]  你猜我們今天一起學了多少功課?
[00:06:50.180 --> 00:06:50.880]  三個
[00:06:50.880 --> 00:06:52.380]  三個功課
[00:06:52.380 --> 00:06:54.880]  果然是阿根廷的弟兄姊妹
[00:06:54.880 --> 00:06:57.680]  我們先看五至八節
[00:06:57.680 --> 00:07:01.780]  原來這幾節和僕人說話
[00:07:01.780 --> 00:07:08.280]  究竟僕人怎可以跳出這個不開心的困局呢?
[00:07:08.280 --> 00:07:09.880]  有方法的
[00:07:09.880 --> 00:07:12.880]  有條關鍵給他
[00:07:12.880 --> 00:07:14.480]  僕人的弱勢是甚麼?
[00:07:14.480 --> 00:07:16.480]  心意更生
[00:07:16.480 --> 00:07:18.880]  我們再看看五至七節
[00:07:18.880 --> 00:07:20.380]  他一開始就說
[00:07:20.380 --> 00:07:23.280]  「你們作僕人的」
[00:07:23.280 --> 00:07:25.980]  你僕人就想起現在的工人
[00:07:25.980 --> 00:07:28.680]  想起現在的下屬
[00:07:28.680 --> 00:07:32.080]  當時原來僕人是在說
[00:07:32.080 --> 00:07:33.980]  勞僕或者勞弟
[00:07:33.980 --> 00:07:35.880]  而勞弟或者勞僕
[00:07:35.880 --> 00:07:37.980]  是可以拿錢買回來的
[00:07:37.980 --> 00:07:40.280]  或者承繼回來的
[00:07:40.280 --> 00:07:43.480]  不過有一件事就是絕對沒有自由
[00:07:43.480 --> 00:07:46.580]  古代原來世界各地有很多地方
[00:07:46.580 --> 00:07:48.380]  有很多勞弟
[00:07:48.380 --> 00:07:50.780]  並且數目極之多
[00:07:50.780 --> 00:07:54.580]  正是羅馬帝國據有些資料顯示
[00:07:54.580 --> 00:07:58.180]  已經有六千萬個勞弟
[00:07:58.180 --> 00:08:00.980]  他們基本上已經構成了
[00:08:00.980 --> 00:08:04.280]  當時全部的勞動人口
[00:08:04.280 --> 00:08:04.780]  是嗎?
[00:08:04.780 --> 00:08:06.280]  這麼多人
[00:08:06.280 --> 00:08:10.780]  勞弟制度在當時來說是完全被認同
[00:08:10.780 --> 00:08:13.180]  並且覺得都不可以少了他
[00:08:13.180 --> 00:08:15.980]  因為按照當時的法律
[00:08:15.980 --> 00:08:20.080]  主人對勞弟是有生死之權的
[00:08:20.080 --> 00:08:23.380]  相信今天的老闆沒有這個權力
[00:08:23.380 --> 00:08:25.280]  除非有些主人
[00:08:25.280 --> 00:08:27.580]  他仁慈開恩
[00:08:27.580 --> 00:08:30.280]  才可以釋放那些勞弟
[00:08:30.280 --> 00:08:33.880]  如果不是他一生可能都要做勞弟
[00:08:33.880 --> 00:08:36.880]  他們本身沒有任何的權利
[00:08:36.880 --> 00:08:41.480]  他們的存在就是為了服侍他們的主人
[00:08:41.480 --> 00:08:43.680]  如果在這樣的情況之下
[00:08:43.680 --> 00:08:46.080]  你覺得他們做事會不會開心?
[00:08:46.080 --> 00:08:47.880]  他們上班會不會開心?
[00:08:47.880 --> 00:08:51.780]  他們的存在就是為了服侍他們的主人
[00:08:51.780 --> 00:08:55.480]  其實保羅在這裡對勞弟的教導
[00:08:55.480 --> 00:08:58.680]  是很有顛覆性的
[00:08:58.680 --> 00:09:03.180]  首先看看保羅竟然將主僕的關係
[00:09:03.180 --> 00:09:05.880]  放在家事表裡面
[00:09:05.880 --> 00:09:08.480]  什麼叫做放在家事表裡面?
[00:09:08.480 --> 00:09:09.980]  剛才不是說了嗎?
[00:09:09.980 --> 00:09:12.580]  梁牧師先說了夫妻關係
[00:09:12.580 --> 00:09:16.480]  接著陳牧師說父母和子女的關係
[00:09:16.480 --> 00:09:19.480]  接著就說主僕的關係
[00:09:19.480 --> 00:09:23.780]  原來當時來說真的是家事
[00:09:23.780 --> 00:09:25.780]  不過保羅在這裡提出
[00:09:25.780 --> 00:09:30.480]  也表示勞弟在基督教的群體之中
[00:09:30.480 --> 00:09:32.180]  已經被設立
[00:09:32.180 --> 00:09:36.280]  保羅相信他們是可以負責任的人
[00:09:36.280 --> 00:09:38.080]  就好像主人一樣
[00:09:38.080 --> 00:09:41.580]  他們可以一起接受保羅的教導
[00:09:41.580 --> 00:09:43.280]  我又在想
[00:09:43.280 --> 00:09:46.780]  就好像今天的老闆或者打工仔
[00:09:46.780 --> 00:09:48.880]  上司或者下屬
[00:09:48.880 --> 00:09:50.780]  你也可以信耶穌
[00:09:50.780 --> 00:09:52.480]  你也可以成為基督徒
[00:09:52.480 --> 00:09:58.480]  不過你也同樣要進行上帝的旨意
[00:09:58.480 --> 00:09:59.980]  保羅在這幾節經文
[00:09:59.980 --> 00:10:03.180]  特別去提及僕人幾件事
[00:10:03.180 --> 00:10:05.580]  他第一件事要提的是
[00:10:05.580 --> 00:10:08.280]  要懼怕戰經
[00:10:08.280 --> 00:10:11.580]  原來要很害怕那些主人嗎?
[00:10:11.580 --> 00:10:14.680]  原來他原文的含義是
[00:10:14.680 --> 00:10:16.880]  敬畏主
[00:10:16.880 --> 00:10:18.180]  敬畏神
[00:10:18.180 --> 00:10:20.380]  在《哥羅西書》三章二十二節
[00:10:20.380 --> 00:10:21.780]  有一段平行的經文
[00:10:21.780 --> 00:10:23.280]  就很直接地說出來
[00:10:23.280 --> 00:10:25.280]  不如我邀請大家一起讀好嗎?
[00:10:25.280 --> 00:10:27.780]  好 《哥羅西書》三章二十二節
[00:10:27.780 --> 00:10:32.880]  你們作僕人的 要凡事聽從你們獨身的主人
[00:10:32.880 --> 00:10:35.180]  不要只在眼前自貢
[00:10:35.180 --> 00:10:37.180]  像是好人喜歡的
[00:10:37.180 --> 00:10:40.180]  總要全心誠實敬畏主
[00:10:40.180 --> 00:10:41.580]  是啊 原來第一件事
[00:10:41.580 --> 00:10:44.880]  我們作僕人 作下屬的話
[00:10:44.880 --> 00:10:49.780]  我們要全一個敬畏神的心
[00:10:49.780 --> 00:10:51.780]  全一個敬畏神的心
[00:10:51.780 --> 00:10:52.780]  做什麼都好
[00:10:52.780 --> 00:10:55.380]  我們是不是敬畏神的呢?
[00:10:55.380 --> 00:10:57.880]  在同一次聖經 剛才你們讀過的
[00:10:57.880 --> 00:11:01.080]  有說到作為僕人下屬
[00:11:01.080 --> 00:11:04.180]  應該有一個誠實的心
[00:11:04.180 --> 00:11:05.980]  那個誠實的心
[00:11:05.980 --> 00:11:09.180]  叫我們正直地去做我們的工作
[00:11:09.180 --> 00:11:10.780]  全心誠服
[00:11:10.780 --> 00:11:12.580]  沒有虛假
[00:11:12.580 --> 00:11:14.580]  要誠服我們的主人
[00:11:14.580 --> 00:11:18.480]  好像誠服基督一樣
[00:11:18.480 --> 00:11:20.380]  去到第七節還要說
[00:11:20.380 --> 00:11:22.680]  原來我們做工
[00:11:22.680 --> 00:11:27.380]  好像要作為基督的僕人
[00:11:27.380 --> 00:11:29.380]  什麼是基督的僕人呢?
[00:11:29.380 --> 00:11:33.080]  原來原民是基督的奴隸
[00:11:33.080 --> 00:11:36.480]  就是說基督才是我們的主
[00:11:36.480 --> 00:11:38.080]  所以我們的工作
[00:11:38.080 --> 00:11:39.280]  我們的侍奉
[00:11:39.280 --> 00:11:40.680]  不是取悅人
[00:11:40.680 --> 00:11:43.580]  而是取悅神帝 取悅神
[00:11:43.580 --> 00:11:48.580]  要從心裡面去遵行神的旨意
[00:11:48.580 --> 00:11:51.280]  去到第七節又提到
[00:11:51.280 --> 00:11:52.680]  不單止敬畏神
[00:11:52.680 --> 00:11:53.980]  要有誠實的心
[00:11:53.980 --> 00:11:56.980]  要作為基督的僕人
[00:11:56.980 --> 00:11:59.880]  還要甘心樂意
[00:11:59.880 --> 00:12:01.480]  要甘心
[00:12:01.480 --> 00:12:04.680]  因為我們要好像服侍主
[00:12:04.680 --> 00:12:06.480]  不是服侍人
[00:12:06.480 --> 00:12:11.680]  工作也是我們服侍主的場所
[00:12:11.680 --> 00:12:12.980]  不過大家不要覺得
[00:12:12.980 --> 00:12:14.680]  哎呀 上帝你講來講去
[00:12:14.680 --> 00:12:16.480]  其實都是叫我們
[00:12:16.480 --> 00:12:19.080]  要服侍我們肉身的主人
[00:12:19.080 --> 00:12:20.780]  好像全部都責任那樣
