
[00:00:00.000 --> 00:00:05.160]  各位電影節目我們今天一起去看一段經文
[00:00:05.160 --> 00:00:11.200]  在《舊約聖經》以西傑書第三章十六至二十一節
[00:00:11.200 --> 00:00:14.200]  如果大家有聖經可以打開聖經
[00:00:14.200 --> 00:00:18.360]  或者可以跟著銀幕投射
[00:00:18.360 --> 00:00:21.200]  我們去讀一讀這段經文
[00:00:21.200 --> 00:00:27.240]  是以西傑書第三章十六至二十一節
[00:00:27.240 --> 00:00:29.360]  好,預備起
[00:00:29.360 --> 00:00:33.600]  「過了七日,耶和華的話臨到我說:
[00:00:33.600 --> 00:00:38.360]  人子啊,我立你作以色列家的守望者
[00:00:38.360 --> 00:00:43.360]  所以你要聽我口中的話,替我警戒他們
[00:00:43.360 --> 00:00:48.160]  我何時指著惡人說:他必要死
[00:00:48.160 --> 00:00:51.960]  你若不警戒他,也不勸告他
[00:00:51.960 --> 00:00:55.760]  使他離開惡行,拯救他的性命
[00:00:55.760 --> 00:00:58.760]  這惡人必死在罪孽之中
[00:00:58.760 --> 00:01:03.360]  我卻要從你手裡討他的血債
[00:01:03.360 --> 00:01:08.560]  倘若你警戒惡人,他仍不轉離罪惡
[00:01:08.560 --> 00:01:12.560]  也不離開惡行,他必死在罪孽之中
[00:01:12.560 --> 00:01:15.160]  你卻救了自己的命
[00:01:15.160 --> 00:01:19.160]  但是,亦人若轉離他的意而作惡
[00:01:19.160 --> 00:01:22.560]  我要把半腳石放在他面前
[00:01:22.560 --> 00:01:23.960]  他必死亡
[00:01:23.960 --> 00:01:27.960]  因你沒有警戒他,他必死在罪中
[00:01:27.960 --> 00:01:31.160]  他素來所行的義,不被紀念
[00:01:31.160 --> 00:01:35.160]  我卻要從你手裡討他的血債
[00:01:35.160 --> 00:01:38.760]  倘若你警戒惡人,使他不犯罪
[00:01:38.760 --> 00:01:40.560]  他就不犯罪
[00:01:40.560 --> 00:01:43.760]  他因領受警戒,就必存活
[00:01:43.760 --> 00:01:46.560]  你也救了自己的命
[00:01:46.560 --> 00:01:53.760]  我今天會和大家就著這段經文思想一個題目
[00:01:53.760 --> 00:01:57.560]  叫做「時代的守望者」
[00:01:57.560 --> 00:02:03.560]  幾年前有一本書叫做「四代香港人」
[00:02:03.560 --> 00:02:05.760]  不知道大家有沒有看過
[00:02:05.760 --> 00:02:08.760]  可能沒有看過,不過可能聽過這本書名
[00:02:08.760 --> 00:02:11.760]  作者是呂大樂
[00:02:11.760 --> 00:02:15.760]  其實呂大樂也可以說是我老師
[00:02:15.760 --> 00:02:19.160]  因為在中大的時候除了讀神學
[00:02:19.160 --> 00:02:21.960]  我也收了很多社會學系的科目
[00:02:21.960 --> 00:02:25.160]  其中呂大樂那些大家都很喜歡上
[00:02:25.160 --> 00:02:29.160]  因為一直說覺得很有趣
[00:02:29.160 --> 00:02:35.360]  「四代香港人」這本書描寫或分析
[00:02:35.360 --> 00:02:39.760]  由1920年代到1980年代出生的人
[00:02:39.760 --> 00:02:41.560]  將他們分為四代
[00:02:41.560 --> 00:02:44.160]  所以大家聽過什麼叫「八十後」
[00:02:44.160 --> 00:02:45.560]  就是從這裡來的
[00:02:45.560 --> 00:02:50.560]  就是今天那些三十歲左近的青年人
[00:02:50.560 --> 00:02:53.560]  被統稱為「八十後」
[00:02:53.560 --> 00:02:55.560]  其實每一代人
[00:02:55.560 --> 00:02:58.160]  他們都有一個很獨特的處境
[00:02:58.160 --> 00:03:00.560]  和需要面對的挑戰
[00:03:00.560 --> 00:03:02.560]  不單止是八十後
[00:03:02.560 --> 00:03:05.360]  他們要面對一些所謂的問題
[00:03:05.360 --> 00:03:09.160]  其實回到舊約正經的時代
[00:03:09.160 --> 00:03:11.960]  古代的人其實都有他們的問題
[00:03:11.960 --> 00:03:13.960]  都有他們的困難
[00:03:13.960 --> 00:03:16.960]  都有他們所面對的挑戰
[00:03:16.960 --> 00:03:19.160]  所以因為這樣的緣故
[00:03:19.160 --> 00:03:22.560]  每一代的人都需要一個很獨特的訊息
[00:03:22.560 --> 00:03:24.560]  來提醒他們
[00:03:24.560 --> 00:03:26.560]  和指導他們
[00:03:26.560 --> 00:03:29.560]  先知作為上帝的代言人
[00:03:29.560 --> 00:03:31.560]  就要將上帝的訊息
[00:03:31.560 --> 00:03:33.560]  一個很獨特的訊息
[00:03:33.560 --> 00:03:35.560]  來給那一代的人
[00:03:35.560 --> 00:03:37.560]  先知當代的人
[00:03:37.560 --> 00:03:40.560]  讓他們聽到上帝的話
[00:03:40.560 --> 00:03:43.360]  今天有沒有先知呢?
[00:03:43.360 --> 00:03:46.760]  當然有些人說自己是先知
[00:03:46.760 --> 00:03:51.960]  但是究竟他的先知有多大的真實性呢?
[00:03:51.960 --> 00:03:53.960]  這個我們都很難去質疑
[00:03:53.960 --> 00:03:55.560]  但是我們看到一件事
[00:03:55.560 --> 00:03:57.560]  就是今天的先知就是
[00:03:57.560 --> 00:03:59.560]  上帝不只是呼召一個人
[00:03:59.560 --> 00:04:01.560]  一個個人的身份
[00:04:01.560 --> 00:04:04.160]  來去履行先知的職份
[00:04:04.160 --> 00:04:06.560]  上帝是呼召一個群體
[00:04:06.560 --> 00:04:08.960]  來去履行這個先知的職份
[00:04:08.960 --> 00:04:10.960]  而這個群體呢
[00:04:10.960 --> 00:04:12.960]  就被稱為教會
[00:04:12.960 --> 00:04:14.960]  教會就在這個地上
[00:04:14.960 --> 00:04:17.960]  在今時今日就是上帝的代言人
[00:04:17.960 --> 00:04:21.560]  將上帝的訊息來去帶給這一代的人
[00:04:21.560 --> 00:04:24.160]  大家是教會的份子
[00:04:24.160 --> 00:04:26.160]  就是說我們每一個人
[00:04:26.160 --> 00:04:28.960]  都需要去擔當或者去履行
[00:04:28.960 --> 00:04:32.960]  這個先知的角色和職份
[00:04:32.960 --> 00:04:38.560]  先知除了將這個訊息帶到當代的人當中
[00:04:38.560 --> 00:04:40.960]  在今天我們這段經文所看
[00:04:40.960 --> 00:04:42.960]  就是以西傑先知
[00:04:42.960 --> 00:04:46.360]  上帝要呼召他
[00:04:46.360 --> 00:04:50.560]  更加成為一位時代的守望者
[00:04:50.560 --> 00:04:54.560]  有簡單的介紹
[00:04:54.560 --> 00:04:57.560]  以西傑除了是先知
[00:04:57.560 --> 00:04:59.560]  或者在這段經文裡
[00:04:59.560 --> 00:05:02.560]  我們看到他是成為一個守望者之外
[00:05:02.560 --> 00:05:04.560]  其實他本身是一個祭司
[00:05:04.560 --> 00:05:08.560]  他是以一個祭司的身份被呼召
[00:05:08.560 --> 00:05:11.560]  大概就在主前的第六世紀
[00:05:11.560 --> 00:05:13.560]  他就要跟隨那些
[00:05:13.560 --> 00:05:15.960]  秘魯到巴比倫當中的人
[00:05:15.960 --> 00:05:18.560]  成為秘魯的一份子
[00:05:18.560 --> 00:05:21.560]  神就在那個時間呼召他
[00:05:21.560 --> 00:05:24.560]  要他擔當先知的職份
[00:05:24.560 --> 00:05:27.560]  如果大家有聖經可以看到
[00:05:27.560 --> 00:05:31.560]  在以西傑書第三章第一至第十五節
[00:05:31.560 --> 00:05:35.560]  就是以西傑要去複述
[00:05:35.560 --> 00:05:38.560]  上帝怎樣去猜險和安排他
[00:05:38.560 --> 00:05:41.560]  去到那些秘魯的以色列民當中
[00:05:41.560 --> 00:05:43.560]  去宣講這個訊息
[00:05:43.560 --> 00:05:47.560]  然後就去因著被上帝猜險的那種震撼性
[00:05:47.560 --> 00:05:49.560]  在那裡做什麼呢?
[00:05:49.560 --> 00:05:51.560]  如果大家有聖經可以看到
[00:05:51.560 --> 00:05:52.560]  第十五節那裡說
[00:05:52.560 --> 00:05:55.560]  他驚愕地坐在那裡七天
[00:05:55.560 --> 00:05:57.560]  就是有七天的時間在那裡發呆
[00:05:57.560 --> 00:06:00.560]  或者好像是傻了一樣
[00:06:00.560 --> 00:06:02.560]  因為太過震撼了
[00:06:02.560 --> 00:06:04.560]  然後去到第十六節
[00:06:04.560 --> 00:06:05.560]  我們看回那段經文
[00:06:05.560 --> 00:06:07.560]  剛才大家讀過的第十六節
[00:06:07.560 --> 00:06:13.560]  第十六節開始說什麼呢?
[00:06:13.560 --> 00:06:14.560]  過了七天
[00:06:14.560 --> 00:06:16.560]  就是在那裡發呆了七天之後
[00:06:16.560 --> 00:06:18.560]  那個人終於醒了
[00:06:18.560 --> 00:06:20.560]  或者是定下來
[00:06:20.560 --> 00:06:23.560]  就開始要準備去做事了
[00:06:23.560 --> 00:06:25.560]  準備去做事
[00:06:25.560 --> 00:06:28.560]  耶和華的話就臨到他了
[00:06:28.560 --> 00:06:30.560]  在以西傑書當中
[00:06:30.560 --> 00:06:33.560]  耶和華的話臨到我
[00:06:33.560 --> 00:06:35.560]  是非常之多的
[00:06:35.560 --> 00:06:37.560]  當然其他的先知書
[00:06:37.560 --> 00:06:40.560]  都會有這是萬君子耶華所說的
[00:06:40.560 --> 00:06:43.560]  或者是耶華的說話臨到他
[00:06:43.560 --> 00:06:46.560]  但是以西傑先知特別多
[00:06:46.560 --> 00:06:48.560]  在以西傑書當中
[00:06:48.560 --> 00:06:51.560]  講耶華的話是臨到他
[00:06:51.560 --> 00:06:53.560]  然後就要吩咐他做一些事
[00:06:53.560 --> 00:06:56.560]  在第三章的十六到二十一節
[00:06:56.560 --> 00:06:58.560]  剛才大家讀過這段經文
[00:06:58.560 --> 00:06:59.560]  就很清楚了
[00:06:59.560 --> 00:07:04.560]  上帝要吩咐以西傑
[00:07:04.560 --> 00:07:06.560]  他就成為先知
[00:07:06.560 --> 00:07:09.560]  作為以色列家一個守望的人
[00:07:09.560 --> 00:07:11.560]  第十七節裡面是這樣說的
[00:07:11.560 --> 00:07:16.560]  人子啊,我納你作以色列家的守望者
[00:07:16.560 --> 00:07:19.560]  好了,就做一個守望者
[00:07:19.560 --> 00:07:23.560]  然後就要詳細告訴先知他要做些什麼
[00:07:23.560 --> 00:07:26.560]  在第十八到二十一節
[00:07:26.560 --> 00:07:30.560]  就是他工作或者任務的內容
[00:07:30.560 --> 00:07:34.560]  然後在這段經文有一個有趣的地方
[00:07:34.560 --> 00:07:36.560]  就是我們一直在讀
[00:07:36.560 --> 00:07:39.560]  讀到第三十三章的時候
[00:07:39.560 --> 00:07:43.560]  發現第七到第九節幾乎是重複了
[00:07:43.560 --> 00:07:49.560]  上帝去呼召以西傑成為先知的說話
[00:07:49.560 --> 00:07:51.560]  是差不多一樣的
[00:07:51.560 --> 00:07:53.560]  三十三章第七到第九節
[00:07:53.560 --> 00:07:58.560]  然後在第三章的二十到二十一節裡面所講的東西
