
[00:00:00.000 --> 00:00:02.000]  好,各位頂之妹晚安
[00:00:02.000 --> 00:00:05.000]  很開心能夠跟大家分享上來的說話
[00:00:05.000 --> 00:00:07.000]  先看清楚大家的樣子
[00:00:07.000 --> 00:00:11.000]  很開心能夠再一次跟大家分享這本書
[00:00:11.000 --> 00:00:16.000]  話這麼快,我們這本貼紙上來的前書就即將要來到尾聲了
[00:00:16.000 --> 00:00:19.000]  不知道大家的感覺是怎樣
[00:00:19.000 --> 00:00:22.000]  今天我們會一起去看這本書的最後一章
[00:00:22.000 --> 00:00:26.000]  就是第五章一字到十一字的經文
[00:00:26.000 --> 00:00:30.000]  不過在開始之前,很想問大家一個問題
[00:00:30.000 --> 00:00:36.000]  如果你可以問主耶穌一條有關世界末日的問題
[00:00:36.000 --> 00:00:39.000]  我不知道大家會問些什麼
[00:00:39.000 --> 00:00:42.000]  什麼時候來的
[00:00:42.000 --> 00:00:45.000]  先想一想
[00:00:52.000 --> 00:00:56.000]  對於貼紙上來的教會信徒
[00:00:56.000 --> 00:00:59.000]  他們大概會問兩個問題
[00:00:59.000 --> 00:01:02.000]  如果可以展示一下
[00:01:02.000 --> 00:01:03.000]  他們大概會問兩個問題
[00:01:03.000 --> 00:01:05.000]  第一,就像剛才所說
[00:01:05.000 --> 00:01:09.000]  究竟世界末日是何時來的?
[00:01:09.000 --> 00:01:11.000]  世界末日是何時來的?
[00:01:11.000 --> 00:01:14.000]  就是說主耶穌會何時再回來的?
[00:01:14.000 --> 00:01:18.000]  我都聽到了,大家都有問這個問題
[00:01:18.000 --> 00:01:20.000]  大家都對這件事感到興趣
[00:01:20.000 --> 00:01:22.000]  不過第二個問題就是
[00:01:22.000 --> 00:01:26.000]  究竟主再回來的時候會發生什麼事?
[00:01:26.000 --> 00:01:29.000]  尤其是那些在耶穌再回來之前
[00:01:29.000 --> 00:01:32.000]  卻又已經安息主懷的人
[00:01:32.000 --> 00:01:34.000]  有什麼結局呢?
[00:01:34.000 --> 00:01:36.000]  在上兩個星期
[00:01:36.000 --> 00:01:40.000]  林牧師正正跟我們講解了第二條問題的答案
[00:01:40.000 --> 00:01:42.000]  當中他告訴我們
[00:01:42.000 --> 00:01:46.000]  這幫已經安息主懷的信徒是有指望的
[00:01:46.000 --> 00:01:49.000]  因為他們只是在睡覺而已
[00:01:49.000 --> 00:01:51.000]  到了基督再回來的日子
[00:01:51.000 --> 00:01:53.000]  他們必然會復活
[00:01:53.000 --> 00:01:59.000]  甚至要在那幫仍然活著的信徒之先復活
[00:01:59.000 --> 00:02:02.000]  並且要得著一個榮耀的身體
[00:02:02.000 --> 00:02:05.000]  所以今天我們會一起去拆解第一個問題
[00:02:05.000 --> 00:02:08.000]  就是究竟主耶穌是何時會再回來的?
[00:02:08.000 --> 00:02:10.000]  在祂回來的時候
[00:02:10.000 --> 00:02:11.000]  或者在祂回來之前
[00:02:11.000 --> 00:02:14.000]  我們怎樣能夠預備好自己呢?
[00:02:14.000 --> 00:02:19.000]  我們一起讀今天的經文,五章一至十一節
[00:02:19.000 --> 00:02:21.000]  好,預備起
[00:02:21.000 --> 00:02:24.000]  弟兄們,關若的是厚和日期
[00:02:24.000 --> 00:02:27.000]  不用人寫信給你們
[00:02:27.000 --> 00:02:30.000]  因為你們自己明明知道
[00:02:30.000 --> 00:02:32.000]  主的日子來到
[00:02:32.000 --> 00:02:35.000]  會像擦在夜間突然來到一樣
[00:02:35.000 --> 00:02:38.000]  人正說平安穩定的時候
[00:02:38.000 --> 00:02:41.000]  災禍忽然臨到他們
[00:02:41.000 --> 00:02:45.000]  如同陣痛臨到懷胎的婦人一樣
[00:02:45.000 --> 00:02:48.000]  他們絕對逃不了
[00:02:48.000 --> 00:02:51.000]  弟兄們,你們並不在黑暗裡
[00:02:51.000 --> 00:02:55.000]  那日子不會像擦一樣臨到你們
[00:02:55.000 --> 00:02:58.000]  你們都是光明之子
[00:02:58.000 --> 00:03:00.000]  都是白晝之子
[00:03:00.000 --> 00:03:02.000]  我們不屬黑夜
[00:03:02.000 --> 00:03:05.000]  也不屬幽暗
[00:03:05.000 --> 00:03:08.000]  所以我們不要沉睡
[00:03:08.000 --> 00:03:10.000]  像別人一樣
[00:03:10.000 --> 00:03:13.000]  總要警醒謹慎
[00:03:40.000 --> 00:03:42.000]  你們該彼此勸勉
[00:03:42.000 --> 00:03:44.000]  互相造就
[00:03:44.000 --> 00:03:47.000]  正如你們素常做的
[00:03:47.000 --> 00:03:49.000]  好,謝謝大家
[00:03:49.000 --> 00:03:52.000]  這段經文大概可以分成三個部分
[00:03:52.000 --> 00:03:56.000]  保羅首先在第五章的一至三節
[00:03:56.000 --> 00:03:59.000]  肯定了主宰回來的事實
[00:03:59.000 --> 00:04:01.000]  當中說明了每個主宰
[00:04:01.000 --> 00:04:04.000]  每個主宰都會有一個主宰
[00:04:04.000 --> 00:04:06.000]  當中說明了每個主宰
[00:04:06.000 --> 00:04:09.000]  每個主宰都會有一個主宰
[00:04:09.000 --> 00:04:12.000]  當中說明了末世有什麼特性
[00:04:12.000 --> 00:04:15.000]  緊接著他在第四第五節
[00:04:15.000 --> 00:04:18.000]  就說了信徒為什麼要警醒
[00:04:18.000 --> 00:04:21.000]  最後在第六至第十一節的部分
[00:04:21.000 --> 00:04:23.000]  保羅花了很多篇幅
[00:04:23.000 --> 00:04:27.000]  說了我們要警醒的實踐
[00:04:27.000 --> 00:04:30.000]  首先我們一起看看第一個部分
[00:04:30.000 --> 00:04:32.000]  這段經文一開始就說
[00:04:32.000 --> 00:04:36.000]  弟兄們,關於那個時候和日期
[00:04:36.000 --> 00:04:39.000]  不用人寫信給你們
[00:04:39.000 --> 00:04:41.000]  首先這裡所說的時間
[00:04:41.000 --> 00:04:43.000]  這個時候和日期
[00:04:43.000 --> 00:04:46.000]  當然是說主宰回來的日子
[00:04:46.000 --> 00:04:48.000]  不過很奇怪
[00:04:48.000 --> 00:04:52.000]  保羅說不用再有人寫信給你們
[00:04:52.000 --> 00:04:56.000]  是不是因為他們已經知道主何時再回來
[00:04:56.000 --> 00:04:59.000]  不是吧,當然不是
[00:04:59.000 --> 00:05:01.000]  保羅在第二節這樣說
[00:05:01.000 --> 00:05:03.000]  你們不用再有人寫信給你們
[00:05:03.000 --> 00:05:06.000]  是因為你們已經很清楚地明白到
[00:05:06.000 --> 00:05:08.000]  主的日子會好像賊
[00:05:08.000 --> 00:05:11.000]  在夜間突然的臨到
[00:05:11.000 --> 00:05:15.000]  用賊來形容主耶穌好像有點不敬
[00:05:15.000 --> 00:05:17.000]  不過其實主耶穌他自己
[00:05:17.000 --> 00:05:20.000]  也曾經用過這個比喻去形容末世
[00:05:20.000 --> 00:05:23.000]  大家記得是什麼時候嗎
[00:05:23.000 --> 00:05:26.000]  在馬太福音二十四章
[00:05:26.000 --> 00:05:31.000]  這裡說我們一起讀紅色字
[00:05:31.000 --> 00:05:34.000]  所以你們要警醒
[00:05:34.000 --> 00:05:38.000]  因為不知道主哪一天來到
[00:05:38.000 --> 00:05:41.000]  你們要知道一家的主人
[00:05:41.000 --> 00:05:45.000]  若知道晚上什麼時候有賊來
[00:05:45.000 --> 00:05:47.000]  就必警醒
[00:05:47.000 --> 00:05:50.000]  不讓賊挖穿房屋
[00:05:50.000 --> 00:05:53.000]  所以你們也要準備
[00:05:53.000 --> 00:05:56.000]  因為在你們想不到的時候
[00:05:56.000 --> 00:05:58.000]  人子就來了
[00:05:58.000 --> 00:06:01.000]  我相信這段經文對大家來說
[00:06:01.000 --> 00:06:02.000]  一點也不陌生
[00:06:02.000 --> 00:06:04.000]  因為主耶穌他自己
[00:06:04.000 --> 00:06:07.000]  也曾經用過賊來形容末世
[00:06:07.000 --> 00:06:10.000]  目的就是要告訴門徒
[00:06:10.000 --> 00:06:12.000]  末世什麼時候來到
[00:06:12.000 --> 00:06:14.000]  其實是沒有人知道的
[00:06:14.000 --> 00:06:16.000]  確實有沒有人知道
[00:06:16.000 --> 00:06:18.000]  賊什麼時候會上門
[00:06:18.000 --> 00:06:19.000]  他會不會說
[00:06:19.000 --> 00:06:21.000]  李先生,我今晚凌晨三點正
