
[00:00:00.000 --> 00:00:05.000]  你沒有學會怎樣去謝謝
[00:00:05.000 --> 00:00:10.000]  原來你的兒子來看你是很艱難的
[00:00:10.000 --> 00:00:14.000]  他能夠來是很不錯了
[00:00:14.000 --> 00:00:16.000]  他很忙嘛
[00:00:16.000 --> 00:00:18.000]  他也有自己的事業
[00:00:18.000 --> 00:00:21.000]  有自己的孩子要照顧
[00:00:21.000 --> 00:00:24.000]  他能夠來看你一趟
[00:00:24.000 --> 00:00:27.000]  廣東話話好北明啊
[00:00:27.000 --> 00:00:29.000]  還給你面子啊
[00:00:29.000 --> 00:00:32.000]  他竟然肯來看你了
[00:00:32.000 --> 00:00:35.000]  那第二年級大了
[00:00:35.000 --> 00:00:37.000]  我們就病痛比較多
[00:00:37.000 --> 00:00:40.000]  哎呀 今天又血壓高了
[00:00:40.000 --> 00:00:43.000]  今天又有點頭疼了
[00:00:43.000 --> 00:00:45.000]  哎呀 今天一起床
[00:00:45.000 --> 00:00:48.000]  就眼睛花花的沒精神了
[00:00:48.000 --> 00:00:50.000]  哎呀 今天不來死了
[00:00:50.000 --> 00:00:52.000]  喘氣了 不來了 不來了
[00:00:52.000 --> 00:00:58.000]  我們就很多的憂慮啊
[00:00:58.000 --> 00:01:03.000]  又擔心我的腳最近走路不好啊
[00:01:03.000 --> 00:01:06.000]  總是走得很慢啊
[00:01:06.000 --> 00:01:09.000]  就哎呀 要看醫生了
[00:01:09.000 --> 00:01:11.000]  看看什麼問題
[00:01:11.000 --> 00:01:14.000]  我們憂慮太多了
[00:01:14.000 --> 00:01:20.000]  我們沒有學習去交托跟禱告
[00:01:20.000 --> 00:01:26.000]  聖經說凡事一無掛慮啊
[00:01:26.000 --> 00:01:29.000]  只要接著禱告 祈禱 感嘆
[00:01:29.000 --> 00:01:33.000]  將你所要的告訴神
[00:01:33.000 --> 00:01:39.000]  祂會視我們是出人意外的平安
[00:01:39.000 --> 00:01:42.000]  所以我們要常常有神的話
[00:01:42.000 --> 00:01:43.000]  在我們裡頭
[00:01:43.000 --> 00:01:47.000]  那就沒有那麼多憂慮
[00:01:47.000 --> 00:01:50.000]  擔心這個 擔心那個
[00:01:50.000 --> 00:01:53.000]  我們常常說啊
[00:01:53.000 --> 00:01:58.000]  人無遠慮就總有盡憂啊 對不對
[00:01:58.000 --> 00:02:01.000]  遠的 近的 你不擔憂
[00:02:01.000 --> 00:02:04.000]  第三還有就是
[00:02:04.000 --> 00:02:10.000]  我們年紀大了就愁容滿臉啊
[00:02:10.000 --> 00:02:13.000]  今天很好 各位都是笑的
[00:02:13.000 --> 00:02:16.000]  沒有人很苦的啊
[00:02:16.000 --> 00:02:19.000]  整個好像叫苦瓜乾一樣
[00:02:19.000 --> 00:02:24.000]  很不高興 我很愁煩
[00:02:24.000 --> 00:02:28.000]  就你愁容滿臉
[00:02:28.000 --> 00:02:31.000]  那你的喜樂就少了
[00:02:31.000 --> 00:02:34.000]  應該常常換笑嘛
[00:02:34.000 --> 00:02:36.000]  所以喜樂團聚
[00:02:36.000 --> 00:02:40.000]  我記得有一次我也來講是喜樂
[00:02:40.000 --> 00:02:41.000]  怎麼樣跟喜樂
[00:02:41.000 --> 00:02:46.000]  你既然就自己是喜樂團聚的團友
[00:02:46.000 --> 00:02:49.000]  那你應該常常喜樂
[00:02:49.000 --> 00:02:53.000]  所以今天我想說一個題目就是
[00:02:53.000 --> 00:03:00.000]  感恩應該成為你生命中很重要的元素
[00:03:00.000 --> 00:03:05.000]  所以我叫它做感恩的DNA
[00:03:05.000 --> 00:03:09.000]  好像你的遺傳恩子一樣
[00:03:09.000 --> 00:03:12.000]  是在你的骨頭裡面
[00:03:12.000 --> 00:03:17.000]  我們基督徒一定要懂感恩
[00:03:17.000 --> 00:03:20.000]  一定要學會感恩
[00:03:20.000 --> 00:03:23.000]  一定要知道感恩
[00:03:23.000 --> 00:03:27.000]  也一定要會感恩
[00:03:27.000 --> 00:03:31.000]  你感恩越多 神的恩人越大
[00:03:31.000 --> 00:03:33.000]  你感恩越大
[00:03:33.000 --> 00:03:39.000]  那神的祝福就從天上倒下來給你了
[00:03:39.000 --> 00:03:44.000]  因為我們的神是一位很愛我們
[00:03:44.000 --> 00:03:47.000]  很關心我們的神
[00:03:47.000 --> 00:03:51.000]  我們是祂的女兒 是祂的兒女
[00:03:51.000 --> 00:03:54.000]  有哪一個做父母的
[00:03:54.000 --> 00:03:57.000]  不把好東西給他的兒女呢
[00:03:57.000 --> 00:03:58.000]  肯定嘛
[00:03:58.000 --> 00:04:02.000]  你買衣服總買最好的品牌是嗎
[00:04:02.000 --> 00:04:05.000]  耐用一點 不用每年都買
[00:04:05.000 --> 00:04:07.000]  可以多穿幾年
[00:04:07.000 --> 00:04:10.000]  除非你的孩子一直長大
[00:04:10.000 --> 00:04:12.000]  舊的衣服不好穿
[00:04:12.000 --> 00:04:14.000]  哎呀 又要買新
[00:04:14.000 --> 00:04:17.000]  特別鞋子很快就換一雙
[00:04:17.000 --> 00:04:22.000]  因為孩子們現在腳長得很快
[00:04:22.000 --> 00:04:25.000]  所以我們一定要學會感恩
[00:04:25.000 --> 00:04:28.000]  所以今天我要講的是
[00:04:28.000 --> 00:04:31.000]  在聖經裡面
[00:04:31.000 --> 00:04:33.000]  我想請大家想一想
[00:04:33.000 --> 00:04:38.000]  哪一位人物 聖經當中
[00:04:38.000 --> 00:04:43.000]  哪一位人物最懂得感恩呢
[00:04:43.000 --> 00:04:46.000]  你們說 試試看
[00:04:46.000 --> 00:04:51.000]  你們心中 聖經中哪一個人物
[00:04:51.000 --> 00:04:55.000]  最懂感恩呢
[00:04:55.000 --> 00:04:59.000]  保羅 還有誰呢
[00:04:59.000 --> 00:05:03.000]  大衛 摩西 亞胡拉罕
[00:05:03.000 --> 00:05:08.000]  長老太太說得很好
[00:05:08.000 --> 00:05:11.000]  我的答案也是保羅
[00:05:11.000 --> 00:05:14.000]  保羅寫了很多卷書信
[00:05:14.000 --> 00:05:18.000]  他的書信裡面總有感恩的
[00:05:18.000 --> 00:05:20.000]  無論是哪一卷
[00:05:20.000 --> 00:05:24.000]  當然最著名的是菲律賓書
[00:05:24.000 --> 00:05:26.000]  菲律賓書就是說
[00:05:26.000 --> 00:05:29.000]  你們要喜樂 我告訴你們
[00:05:29.000 --> 00:05:33.000]  我再說你們要喜樂
[00:05:33.000 --> 00:05:38.000]  而且這卷書是在監獄裡寫的
[00:05:38.000 --> 00:05:40.000]  住監牢還要喜樂
[00:05:40.000 --> 00:05:44.000]  而且要救別人也喜樂
[00:05:44.000 --> 00:05:45.000]  真的厲害
[00:05:45.000 --> 00:05:48.000]  所以有一次保羅跟希拉
[00:05:48.000 --> 00:05:50.000]  被拉到監牢裡面
[00:05:50.000 --> 00:05:56.000]  半夜在牢裡面唱詩讚美神
[00:05:56.000 --> 00:05:59.000]  所以他的生命就是一個
[00:05:59.000 --> 00:06:01.000]  感恩的生命
[00:06:01.000 --> 00:06:03.000]  他流露出來的
[00:06:03.000 --> 00:06:08.000]  就是常常數算天父的恩典
[00:06:08.000 --> 00:06:11.000]  所以就對我們的祝福很大
[00:06:11.000 --> 00:06:14.000]  從保羅的身上
[00:06:14.000 --> 00:06:20.000]  我們可以學應該怎麼樣感恩
[00:06:20.000 --> 00:06:25.000]  為什麼事情來感恩
[00:06:25.000 --> 00:06:28.000]  今天我就提出五個
[00:06:28.000 --> 00:06:31.000]  我們應該感恩的事情
[00:06:31.000 --> 00:06:39.000]  第一個就是為你的信仰而感恩
[00:06:39.000 --> 00:06:44.000]  英文裡面這五個都是從F開始的
[00:06:44.000 --> 00:06:48.000]  第一個信仰就是我們的faith
[00:06:48.000 --> 00:06:50.000]  我們的信仰
[00:06:50.000 --> 00:06:54.000]  保羅他怎麼說呢
[00:06:54.000 --> 00:06:59.000]  菲律賓書第一章第三節那裡說
[00:06:59.000 --> 00:07:04.000]  我每逢想念你們
[00:07:04.000 --> 00:07:08.000]  就感謝我的神
[00:07:08.000 --> 00:07:11.000]  菲律賓書四章十節說
[00:07:11.000 --> 00:07:16.000]  我靠祖大大的喜樂
[00:07:16.000 --> 00:07:21.000]  因為你們想念我們的心
[00:07:21.000 --> 00:07:23.000]  如今又發生了
[00:07:23.000 --> 00:07:26.000]  你們向來就想念我
[00:07:26.000 --> 00:07:30.000]  只是沒得忌諱
[00:07:30.000 --> 00:07:33.000]  保羅他心裡頭
[00:07:33.000 --> 00:07:36.000]  是充滿感恩充滿喜樂
[00:07:36.000 --> 00:07:39.000]  特別每一次當他想起
[00:07:39.000 --> 00:07:42.000]  菲律賓這間教會的時候
[00:07:42.000 --> 00:07:45.000]  他就更掛念他們
[00:07:45.000 --> 00:07:47.000]  我每次想到你們
[00:07:47.000 --> 00:07:49.000]  因為你們常常想起我來
[00:07:49.000 --> 00:07:51.000]  因為原來這間教會
[00:07:51.000 --> 00:07:55.000]  一直支持保羅的宣教師父
[00:07:55.000 --> 00:07:59.000]  常常把金錢送到保羅那裡
[00:07:59.000 --> 00:08:02.000]  幫助他的師父
[00:08:02.000 --> 00:08:04.000]  所以這間教會很興旺
[00:08:04.000 --> 00:08:07.000]  這間教會很有愛心
[00:08:07.000 --> 00:08:11.000]  這間教會很注意梵福音的工作
[00:08:11.000 --> 00:08:15.000]  所以他們就支持這個使徒的工作
[00:08:15.000 --> 00:08:20.000]  那保羅他怎麼樣為他的信仰來感恩呢
[00:08:20.000 --> 00:08:22.000]  請大家來看
[00:08:22.000 --> 00:08:27.000]  哥林多後書第九章十五節
[00:08:27.000 --> 00:08:35.000]  感謝神因為他有說不盡的恩賜
[00:08:35.000 --> 00:08:43.000]  第二段是在提摩太后書四章七節
[00:08:43.000 --> 00:08:46.000]  保羅在臨終的時候
[00:08:46.000 --> 00:08:51.000]  大家知道保羅最後寫的一卷書
[00:08:51.000 --> 00:08:53.000]  就是提摩太后書
[00:08:53.000 --> 00:08:58.000]  所以有人說可能保羅寫完這卷書以後
[00:08:58.000 --> 00:09:01.000]  他就為主殉道
[00:09:01.000 --> 00:09:03.000]  所以在這卷書裡面
[00:09:03.000 --> 00:09:07.000]  有人說是保羅的遺族
[00:09:07.000 --> 00:09:13.000]  他很愛這位他的真兒子提摩太
[00:09:13.000 --> 00:09:15.000]  這位年輕的傳道人
[00:09:15.000 --> 00:09:19.000]  所以他就說我祝福你
[00:09:19.000 --> 00:09:23.000]  你在主的面前我祝福你
[00:09:23.000 --> 00:09:28.000]  無藥傳道無論得死不得死
[00:09:28.000 --> 00:09:34.000]  然後他說當跑的路我跑進了
[00:09:34.000 --> 00:09:37.000]  所信的道我守住了
[00:09:37.000 --> 00:09:43.000]  然後打的仗我已經打過了
[00:09:43.000 --> 00:09:46.000]  三個已經做好了
[00:09:46.000 --> 00:09:51.000]  然後我一定會得到天父要賞賜給
[00:09:51.000 --> 00:09:54.000]  那些等候他顯現的人
[00:09:54.000 --> 00:09:58.000]  就是有冠冕賜給他們
[00:09:58.000 --> 00:10:02.000]  所以這是保羅最後的一個丁寧
[00:10:02.000 --> 00:10:05.000]  一個祖父是很寶貴
[00:10:05.000 --> 00:10:11.000]  原來保羅為他是蒙神減血
[00:10:11.000 --> 00:10:17.000]  得到神的救恩他充滿感恩
[00:10:17.000 --> 00:10:20.000]  我不曉得你們信主多久嗎
[00:10:20.000 --> 00:10:24.000]  大概有一些信主的年月很長的
[00:10:24.000 --> 00:10:25.000]  因為你們是講解
[00:10:25.000 --> 00:10:29.000]  哎呀我信耶穌五十年了六十年了
[00:10:29.000 --> 00:10:32.000]  七十年了真的很久
[00:10:32.000 --> 00:10:37.000]  我也很感恩我爸爸是牧師
[00:10:37.000 --> 00:10:39.000]  所以我是牧師的孩子
[00:10:39.000 --> 00:10:42.000]  從小就在教會長大
[00:10:42.000 --> 00:10:45.000]  那我今年七十五歲了
[00:10:45.000 --> 00:10:50.000]  我是在我初中一的時候十二歲
[00:10:50.000 --> 00:10:53.000]  立志覺知信主
[00:10:53.000 --> 00:10:56.000]  當然小時候我已經去主流學了
[00:10:56.000 --> 00:10:59.000]  兒童活動了什麼
[00:10:59.000 --> 00:11:03.000]  所以很多人都以為我一早就是基督徒
[00:11:03.000 --> 00:11:09.000]  是當我中學一年級學校舉行部大會
[00:11:09.000 --> 00:11:12.000]  我讀的是基督教的學校
[00:11:12.000 --> 00:11:15.000]  我就跑出去覺知信主
[00:11:15.000 --> 00:11:17.000]  其他同學笑我
[00:11:17.000 --> 00:11:21.000]  劉少康有沒有搞錯現在才信主
[00:11:21.000 --> 00:11:25.000]  但是那次真的是聖靈責備我
[00:11:25.000 --> 00:11:29.000]  哎呀你有很多罪你還沒有重生
[00:11:29.000 --> 00:11:33.000]  那麼我就走到台前覺知信主
[00:11:33.000 --> 00:11:36.000]  真的我的生命由我信主開始
[00:11:36.000 --> 00:11:38.000]  就開始有改變
[00:11:38.000 --> 00:11:40.000]  以前是騙人的
[00:11:40.000 --> 00:11:44.000]  我好像很乖的樣子偷偷的去犯罪
[00:11:44.000 --> 00:11:48.000]  偷偷的偷媽媽的錢去賭博
[00:11:48.000 --> 00:11:50.000]  我什麼都會幹
[00:11:50.000 --> 00:11:54.000]  其實真的人性是很墮落的
[00:11:54.000 --> 00:11:56.000]  罪就在你裡頭
[00:11:56.000 --> 00:12:02.000]  除非你願罪悔改你才重生而救
[00:12:02.000 --> 00:12:06.000]  所以保羅衛他能夠蒙恩
[00:12:06.000 --> 00:12:11.000]  大家記得在提莫太后蘇迪迦那裡怎麼說
[00:12:11.000 --> 00:12:16.000]  她說在罪人中我是個罪魁
[00:12:16.000 --> 00:12:20.000]  然而我蒙了
[00:12:20.000 --> 00:12:23.000]  因為他以前是逼迫基督徒的
[00:12:23.000 --> 00:12:27.000]  而且是從羅馬觀察那裡
[00:12:27.000 --> 00:12:31.000]  拿著文書去抓基督徒的
[00:12:31.000 --> 00:12:34.000]  所以就在大馬寺的路上
[00:12:34.000 --> 00:12:36.000]  他被主光照
[00:12:36.000 --> 00:12:41.000]  他就整個人從馬上面倒下來了
[00:12:41.000 --> 00:12:43.000]  就有聲音說保羅
[00:12:43.000 --> 00:12:45.000]  保羅你為什麼逼迫我
[00:12:45.000 --> 00:12:47.000]  你是誰啊
[00:12:47.000 --> 00:12:50.000]  我就是你所逼迫的耶穌
[00:12:50.000 --> 00:12:56.000]  所以保羅的生命一個大改變
[00:12:56.000 --> 00:12:59.000]  我記得他講那句
[00:12:59.000 --> 00:13:02.000]  在罪人中我是個罪魁
[00:13:02.000 --> 00:13:06.000]  然而我蒙了
[00:13:06.000 --> 00:13:10.000]  有一次我就聽一個牧師講道
[00:13:10.000 --> 00:13:14.000]  就講這張聖經
[00:13:14.000 --> 00:13:16.000]  他就教我們唱歌
[00:13:16.000 --> 00:13:19.000]  那首歌我永遠記得怎麼唱
[00:13:19.000 --> 00:13:24.000]  我唱給你們聽
[00:13:24.000 --> 00:13:31.000]  在罪人中我是個罪魁
[00:13:31.000 --> 00:13:36.000]  然而我蒙了
[00:13:36.000 --> 00:13:41.000]  基督耶穌將死
[00:13:41.000 --> 00:13:45.000]  我要拯救罪人
[00:13:45.000 --> 00:13:51.000]  在罪人中我是個罪魁
[00:13:51.000 --> 00:13:59.000]  然而我蒙了
[00:13:59.000 --> 00:14:03.000]  非常好的歌曲
[00:14:03.000 --> 00:14:06.000]  就是把這些經文唱出來
[00:14:06.000 --> 00:14:08.000]  讓你記得
[00:14:08.000 --> 00:14:11.000]  我們都是罪人
[00:14:11.000 --> 00:14:13.000]  是靠耶穌的愛
[00:14:13.000 --> 00:14:16.000]  耶穌賢賢我們
[00:14:16.000 --> 00:14:19.000]  是你才有機會信耶穌
[00:14:19.000 --> 00:14:24.000]  我們每一個信耶穌的經歷都不一樣
[00:14:24.000 --> 00:14:30.000]  我在外國人的教會聚會
[00:14:30.000 --> 00:14:33.000]  我們當中也有很多華人
[00:14:33.000 --> 00:14:36.000]  大部分是從國內來的
[00:14:36.000 --> 00:14:38.000]  我才想問他們
[00:14:38.000 --> 00:14:39.000]  你們怎麼信耶穌
[00:14:39.000 --> 00:14:41.000]  來了紐西蘭嗎
[00:14:41.000 --> 00:14:45.000]  來了紐西蘭就有機會信祖了
[00:14:45.000 --> 00:14:48.000]  在國內的環境比較困難
[00:14:48.000 --> 00:14:52.000]  而且父母家人都不是基督徒
[00:14:52.000 --> 00:14:56.000]  但是我來了紐西蘭就有機會了
[00:14:56.000 --> 00:14:58.000]  就聽到福音信祖
[00:14:58.000 --> 00:15:01.000]  就生命扭轉了
[00:15:01.000 --> 00:15:03.000]  這神很奇妙
[00:15:03.000 --> 00:15:05.000]  是祂來簡選我們
[00:15:05.000 --> 00:15:07.000]  不是我們選祂
[00:15:07.000 --> 00:15:10.000]  祂一早就簡選我們
[00:15:10.000 --> 00:15:13.000]  就我們成為祂的兒女
[00:15:13.000 --> 00:15:15.000]  能夠蒙祂的舊恩
[00:15:15.000 --> 00:15:18.000]  所以為你有信仰
[00:15:18.000 --> 00:15:20.000]  為你成為神的兒女
[00:15:20.000 --> 00:15:22.000]  你要感恩
[00:15:22.000 --> 00:15:23.000]  第二
[00:15:23.000 --> 00:15:27.000]  為你的家人感恩
[00:15:27.000 --> 00:15:31.000]  Friends for your family
[00:15:31.000 --> 00:15:34.000]  剛才也講了
[00:15:34.000 --> 00:15:39.000]  請問你有沒有選在哪一個家出生的
[00:15:39.000 --> 00:15:42.000]  你可以選嗎
[00:15:42.000 --> 00:15:44.000]  沒得選的
[00:15:44.000 --> 00:15:46.000]  你信什麼
[00:15:46.000 --> 00:15:49.000]  因為你在這個家出生
[00:15:49.000 --> 00:15:53.000]  剛才我認識了劉牧師跟劉師母
[00:15:53.000 --> 00:15:54.000]  他也姓劉
[00:15:54.000 --> 00:15:56.000]  我也姓劉
[00:15:56.000 --> 00:15:57.000]  沒得選的
[00:15:57.000 --> 00:16:01.000]  你就在一個姓劉的家出生
[00:16:01.000 --> 00:16:02.000]  剛才我也講
[00:16:02.000 --> 00:16:03.000]  我爸爸是牧師
[00:16:03.000 --> 00:16:06.000]  我也沒得挑的
[00:16:06.000 --> 00:16:10.000]  我不能說我不要在一個牧師家出生
[00:16:10.000 --> 00:16:14.000]  所以父母是神替你定的
[00:16:14.000 --> 00:16:19.000]  你有多少個兄弟姊妹也是神替你定的
[00:16:19.000 --> 00:16:22.000]  你不能說我要是獨生子
[00:16:22.000 --> 00:16:24.000]  我不要姐姐
[00:16:24.000 --> 00:16:25.000]  不要妹妹
[00:16:25.000 --> 00:16:26.000]  不要弟弟
[00:16:26.000 --> 00:16:28.000]  沒得選的
[00:16:28.000 --> 00:16:34.000]  有些人在一個十個兄弟姊妹的大家庭出生的
[00:16:34.000 --> 00:16:37.000]  也沒得選嘛
[00:16:37.000 --> 00:16:40.000]  我只是有那麼多兄弟姊妹
[00:16:40.000 --> 00:16:42.000]  常常是打架大的
[00:16:42.000 --> 00:16:46.000]  因為家裡面人多嘛
[00:16:46.000 --> 00:16:49.000]  所以我們在哪一個家庭出生
[00:16:49.000 --> 00:16:51.000]  沒得選
[00:16:51.000 --> 00:16:54.000]  你是貧窮的還是富有的
[00:16:54.000 --> 00:16:56.000]  也沒得選啊
[00:16:56.000 --> 00:16:58.000]  我們常常香港人說
[00:16:58.000 --> 00:17:03.000]  有些人是含著金鑰匙出生的
[00:17:03.000 --> 00:17:06.000]  因為他是李嘉誠的兒子
[00:17:06.000 --> 00:17:10.000]  是什麼大財族的兒子
[00:17:10.000 --> 00:17:13.000]  他就好了
[00:17:13.000 --> 00:17:19.000]  他爸爸給他那麼多事務去管理
[00:17:19.000 --> 00:17:24.000]  早知道我在李嘉誠的家出生了
[00:17:24.000 --> 00:17:26.000]  你沒得選
[00:17:26.000 --> 00:17:29.000]  是你在哪一個家庭出生
[00:17:29.000 --> 00:17:32.000]  是神替你定的
[00:17:32.000 --> 00:17:37.000]  我爸爸生我是在香港
[00:17:37.000 --> 00:17:40.000]  所以我就在香港出生
[00:17:40.000 --> 00:17:45.000]  我爸爸以前在過上海廣州做牧師
[00:17:45.000 --> 00:17:49.000]  所以我有哥哥是上海出生
[00:17:49.000 --> 00:17:52.000]  我有姐姐是廣州出生
[00:17:52.000 --> 00:17:53.000]  但是輪到我
[00:17:53.000 --> 00:17:56.000]  我爸爸來了香港做牧師
[00:17:56.000 --> 00:17:58.000]  我就在香港出生
[00:17:58.000 --> 00:18:00.000]  沒得選啊
[00:18:00.000 --> 00:18:02.000]  你在哪一個地方出生
[00:18:02.000 --> 00:18:06.000]  都是神替你安排的
[00:18:06.000 --> 00:18:14.000]  不能說我喜歡在紐西蘭出生
[00:18:14.000 --> 00:18:16.000]  那我可以有護照
[00:18:16.000 --> 00:18:19.000]  你是在哪裡出生
[00:18:19.000 --> 00:18:22.000]  神就帶領你的生命
[00:18:22.000 --> 00:18:27.000]  所以我們要為我們的家庭來感恩
[00:18:27.000 --> 00:18:30.000]  你的父母養育你
[00:18:30.000 --> 00:18:35.000]  你的父母供養你去接受教育
[00:18:35.000 --> 00:18:39.000]  很多人可能你們都中學畢業
[00:18:39.000 --> 00:18:42.000]  有很多也大學畢業
[00:18:42.000 --> 00:18:45.000]  都是神的帶領
[00:18:45.000 --> 00:18:48.000]  也是神給我們機會
[00:18:48.000 --> 00:18:50.000]  我們來看看保羅
[00:18:50.000 --> 00:18:55.000]  他常常怎麼樣為一些人的家庭來感恩
[00:18:55.000 --> 00:18:58.000]  我們先看提摩太前書
[00:18:58.000 --> 00:19:00.000]  一章五節
[00:19:00.000 --> 00:19:05.000]  特別是他對提摩太說的
[00:19:05.000 --> 00:19:09.000]  但命令的總歸就是愛
[00:19:09.000 --> 00:19:12.000]  這愛是從清潔的心
[00:19:12.000 --> 00:19:14.000]  和無愧的良心
