
[00:00:00.000 --> 00:00:02.000]  好,大家早安!
[00:00:02.000 --> 00:00:05.000]  好,讓我們在聆聽主導以先
[00:00:05.000 --> 00:00:08.000]  讓我們首先再次將我們的新心靈
[00:00:08.000 --> 00:00:10.000]  交給主在我們神的面前
[00:00:10.000 --> 00:00:12.000]  讓我們一起同心合肚
[00:00:12.000 --> 00:00:14.000]  慈悲的天父,多謝你
[00:00:14.000 --> 00:00:16.000]  讓我們能夠再次回來
[00:00:16.000 --> 00:00:19.000]  在你寶貴說話的根前
[00:00:19.000 --> 00:00:21.000]  讓我們在你的啟示當中
[00:00:21.000 --> 00:00:23.000]  能夠認識你更多
[00:00:23.000 --> 00:00:25.000]  明白你怎樣是一位主,一位神
[00:00:25.000 --> 00:00:27.000]  要讓我們真的能夠
[00:00:27.000 --> 00:00:29.000]  更在透過認識之後
[00:00:29.000 --> 00:00:32.000]  學會如何降伏在主你的當中
[00:00:32.000 --> 00:00:33.000]  求主你的帶領
[00:00:33.000 --> 00:00:35.000]  讓我們每一個大軒子媒
[00:00:35.000 --> 00:00:38.000]  能夠在這段聆聽主導的過程當中
[00:00:38.000 --> 00:00:40.000]  都能夠真的明白
[00:00:40.000 --> 00:00:44.000]  如何在人生這條淑靈的道路上
[00:00:44.000 --> 00:00:49.000]  能夠活出主你要我們所擔當應有的角色
[00:00:49.000 --> 00:00:50.000]  求你與我們同在
[00:00:50.000 --> 00:00:54.000]  普告奉教主耶穌基督特聖的名字而求
[00:00:54.000 --> 00:00:55.000]  掌門
[00:00:56.000 --> 00:00:59.000]  好,今天我會和大家一起思想的經文
[00:00:59.000 --> 00:01:02.000]  是出自於《馬太福音》的第九章
[00:01:02.000 --> 00:01:04.000]  從第十四節至第十七節
[00:01:04.000 --> 00:01:05.000]  給了一個標題
[00:01:05.000 --> 00:01:10.000]  它叫做「想成為安舒地被窒息死的生命嗎?」
[00:01:10.000 --> 00:01:17.000]  看來這條問題有一種很負面的感覺
[00:01:17.000 --> 00:01:20.000]  但是實質上也是很多時候
[00:01:20.000 --> 00:01:22.000]  在今天的教會裏面
[00:01:22.000 --> 00:01:27.000]  信徒正在活著的狀態
[00:01:27.000 --> 00:01:29.000]  所以我希望透過這條題目
[00:01:29.000 --> 00:01:32.000]  能夠給我們大軒子媒能夠有更深一層的反思
[00:01:32.000 --> 00:01:36.000]  能夠在未來我們往後的人生當中
[00:01:36.000 --> 00:01:39.000]  走出這條所謂淑靈的道路的過程裏面
[00:01:39.000 --> 00:01:43.000]  不會掉入在一種好像很安舒
[00:01:43.000 --> 00:01:45.000]  很榮耀的一個狀態裏面
[00:01:45.000 --> 00:01:50.000]  但是原來我們卻是死在罪惡過犯當中
[00:01:50.000 --> 00:01:53.000]  不少的人都會有這樣的看法
[00:01:53.000 --> 00:01:55.000]  譬如打工的話
[00:01:55.000 --> 00:01:58.000]  我們就要找一間大的公司
[00:01:58.000 --> 00:02:01.000]  去成為他們的僱員
[00:02:01.000 --> 00:02:02.000]  有些人就問
[00:02:02.000 --> 00:02:05.000]  為什麼很多人喜歡去做一些大公司
[00:02:05.000 --> 00:02:07.000]  大企業的工作呢
[00:02:07.000 --> 00:02:11.000]  因為他們相信在這些大公司
[00:02:11.000 --> 00:02:13.000]  大機構裏面工作的時候
[00:02:13.000 --> 00:02:16.000]  有一份的安全感
[00:02:16.000 --> 00:02:20.000]  正所謂一種安全感
[00:02:20.000 --> 00:02:22.000]  或者現在很多人說
[00:02:22.000 --> 00:02:26.000]  有一份穩定的收入
[00:02:26.000 --> 00:02:30.000]  所以有些人特別經常都這樣說
[00:02:30.000 --> 00:02:33.000]  特別打政府工的工作
[00:02:33.000 --> 00:02:36.000]  或者工營機構的工作的時候就說
[00:02:36.000 --> 00:02:39.000]  做有36 不做有36
[00:02:39.000 --> 00:02:42.000]  經濟好你也是出那份工資
[00:02:42.000 --> 00:02:45.000]  經濟不好你也是出那份工資
[00:02:45.000 --> 00:02:48.000]  所以做政府工 做工營機構就非常之好
[00:02:48.000 --> 00:02:50.000]  但是有些人就說
[00:02:50.000 --> 00:02:53.000]  如果除了做政府工之外
[00:02:53.000 --> 00:02:56.000]  為什麼人們喜歡去做這些大機構呢
[00:02:56.000 --> 00:02:58.000]  因為有一個很重要的觀念
[00:02:58.000 --> 00:03:01.000]  就叫做樹大好遮風
[00:03:01.000 --> 00:03:03.000]  但是有些人就認為
[00:03:03.000 --> 00:03:07.000]  當我們進入了大公司裏面工作的時候
[00:03:07.000 --> 00:03:11.000]  有一件事在這些大的企業裏面缺乏的
[00:03:11.000 --> 00:03:14.000]  就是沒有了一份的挑戰性
[00:03:14.000 --> 00:03:16.000]  因為你做的事
[00:03:16.000 --> 00:03:19.000]  差不多只不過是一個整個大機構裏面
[00:03:19.000 --> 00:03:21.000]  一個小小的環節
[00:03:21.000 --> 00:03:23.000]  或者簡單一點來講用個比喻
[00:03:23.000 --> 00:03:26.000]  就好像一部大的機器
[00:03:26.000 --> 00:03:29.000]  或者一個的引擎
[00:03:29.000 --> 00:03:32.000]  你只不過是這個小小的一個的
[00:03:32.000 --> 00:03:35.000]  螺旋的部件
[00:03:35.000 --> 00:03:37.000]  或者只是一條的膠喉
[00:03:37.000 --> 00:03:39.000]  其實有你沒你
[00:03:39.000 --> 00:03:42.000]  其實有時都不是很大的分別
[00:03:42.000 --> 00:03:46.000]  所以如果有些人喜歡去創新的話
[00:03:46.000 --> 00:03:49.000]  就不會考慮這些大公司
[00:03:49.000 --> 00:03:52.000]  但是在兩者相比之下
[00:03:52.000 --> 00:03:56.000]  很多人仍然很喜歡去大公司裏面工作
[00:03:56.000 --> 00:03:58.000]  雖然如果你說
[00:03:58.000 --> 00:04:00.000]  我要去有些的創意
[00:04:00.000 --> 00:04:02.000]  在一個公司裏面去運作
[00:04:02.000 --> 00:04:03.000]  是非常之困難
[00:04:03.000 --> 00:04:05.000]  因為通常這些大公司
[00:04:05.000 --> 00:04:08.000]  都很避忌的一件事就是改變
[00:04:08.000 --> 00:04:10.000]  因為一改變的時候
[00:04:10.000 --> 00:04:14.000]  就有很多牽連的調節是需要出現的
[00:04:14.000 --> 00:04:17.000]  最明顯的例子就是最近加拿大
[00:04:17.000 --> 00:04:20.000]  加拿大有些人就講到
[00:04:20.000 --> 00:04:23.000]  因為英國的女皇過身
[00:04:23.000 --> 00:04:26.000]  所以突然間有一天放假
[00:04:26.000 --> 00:04:28.000]  聯邦政府也有放假
[00:04:28.000 --> 00:04:31.000]  但是就很多的機構
[00:04:31.000 --> 00:04:36.000]  就算是聯邦管轄的一些機構都沒有份
[00:04:36.000 --> 00:04:39.000]  因為為了一天的放假
[00:04:39.000 --> 00:04:42.000]  要去調節整個的系統
[00:04:42.000 --> 00:04:47.000]  其實是有很大的人力物力去配合的
[00:04:47.000 --> 00:04:50.000]  所以從這些種種跡象裏面
[00:04:50.000 --> 00:04:56.000]  大的機構雖然能夠提供到一種很大的安全感
[00:04:56.000 --> 00:05:00.000]  你一定有份工資給你發工資
[00:05:00.000 --> 00:05:02.000]  但是也都造成了一種
[00:05:02.000 --> 00:05:06.000]  漸漸變成僵化的狀態
[00:05:06.000 --> 00:05:09.000]  為什麼我會討論這些問題呢
[00:05:09.000 --> 00:05:14.000]  其實當我們跌入在一個這樣的思維之下
[00:05:14.000 --> 00:05:17.000]  而進行我們屬靈的生活的時候
[00:05:17.000 --> 00:05:21.000]  其實也很容易同樣的後塵
[00:05:21.000 --> 00:05:25.000]  都會照樣發生在信徒的身上
[00:05:25.000 --> 00:05:30.000]  特別一些大一點的宗教機構集團
[00:05:30.000 --> 00:05:34.000]  就很容易造成了一種信徒靈性
[00:05:34.000 --> 00:05:37.000]  逐漸變得是教義化
[00:05:37.000 --> 00:05:40.000]  我們叫做indoctrinated condition
[00:05:40.000 --> 00:05:45.000]  就是變成一種漸漸僵化的教義生活
[00:05:45.000 --> 00:05:47.000]  而這種教義生活
[00:05:47.000 --> 00:05:50.000]  也都為信徒某程度上造成了一種
[00:05:50.000 --> 00:05:54.000]  好像很安舒、很舒服的環境
[00:05:54.000 --> 00:05:57.000]  很穩定的屬靈生活
[00:05:57.000 --> 00:06:00.000]  教會生活現在喜歡用這個陳述
[00:06:00.000 --> 00:06:06.000]  但是這種很安舒、穩定的屬靈的狀態生活
[00:06:06.000 --> 00:06:09.000]  在今天的教會提供的同時
[00:06:09.000 --> 00:06:12.000]  也都漸漸為信徒造成了一種
[00:06:12.000 --> 00:06:18.000]  信仰開始為我獨尊的這種趨向
