
[00:00:00.000 --> 00:00:05.200]  很快我們去到這個系列的最後一個講道
[00:00:05.200 --> 00:00:10.120]  昨晚是一個很黑的夜晚
[00:00:10.120 --> 00:00:11.560]  不知道大家覺不覺得
[00:00:11.560 --> 00:00:14.640]  是不是特別黑呢
[00:00:14.640 --> 00:00:17.080]  為什麼特別黑呢
[00:00:17.080 --> 00:00:20.120]  因為我掉了鑰匙
[00:00:20.120 --> 00:00:22.360]  都挺黑
[00:00:22.360 --> 00:00:24.120]  但更加黑的
[00:00:24.120 --> 00:00:27.200]  是我們的社會為了商業的原因
[00:00:28.000 --> 00:00:30.360]  將這些黑暗的生活的方式
[00:00:30.360 --> 00:00:32.040]  成為娛樂
[00:00:32.040 --> 00:00:34.600]  將交軌的方式
[00:00:34.600 --> 00:00:36.840]  成為一個節慶
[00:00:36.840 --> 00:00:38.760]  大量的推動
[00:00:38.760 --> 00:00:40.840]  我們的親鄰
[00:00:40.840 --> 00:00:42.320]  我們的鄰舍
[00:00:42.320 --> 00:00:45.080]  我們的朋友
[00:00:45.080 --> 00:00:47.680]  去參與這些娛樂
[00:00:47.680 --> 00:00:53.920]  弟兄姊妹很多都已經有這個意識
[00:00:53.920 --> 00:00:56.080]  知道不應該參加萬聖節的活動
[00:00:56.640 --> 00:00:58.520]  但新聞很高調
[00:00:58.520 --> 00:01:01.080]  白宮都變成一個不知什麼的地方
[00:01:01.080 --> 00:01:04.280]  在慶祝萬聖節
[00:01:04.280 --> 00:01:10.280]  我們很需要去學習
[00:01:10.280 --> 00:01:12.280]  用一個更健康
[00:01:12.280 --> 00:01:16.120]  更正面的信仰價值
[00:01:16.120 --> 00:01:19.400]  來回應一個扭曲的世界文化
[00:01:19.400 --> 00:01:21.640]  所以11月
[00:01:21.640 --> 00:01:25.720]  同工們都一早計劃了
[00:01:25.720 --> 00:01:28.520]  希望有一個感恩月的行動
[00:01:28.520 --> 00:01:31.120]  大家去操練學習感恩
[00:01:31.120 --> 00:01:33.960]  一會兒完崇拜之後
[00:01:33.960 --> 00:01:37.320]  在副堂外面應該有一些白色的卡
[00:01:37.320 --> 00:01:38.920]  有一些貼紙
[00:01:38.920 --> 00:01:40.920]  去年用這些貼紙
[00:01:40.920 --> 00:01:42.000]  你貼我我貼你
[00:01:42.000 --> 00:01:43.000]  今年改一改
[00:01:43.000 --> 00:01:46.720]  第一個主日我們希望你們學
[00:01:46.720 --> 00:01:48.400]  回去多謝家人
[00:01:48.400 --> 00:01:50.760]  你可以將裡面一張貼紙
[00:01:50.760 --> 00:01:51.920]  唸在白卡上
[00:01:51.920 --> 00:01:54.400]  寫下一些多謝家人的話
[00:01:54.400 --> 00:01:55.920]  回去送給你的家人
[00:01:55.920 --> 00:01:59.720]  為這個這麼黑暗的文化的日子
[00:01:59.720 --> 00:02:01.800]  帶來一點點的光
[00:02:01.800 --> 00:02:03.920]  感恩的操練很重要
[00:02:03.920 --> 00:02:06.120]  聖經說凡事謝恩
[00:02:06.120 --> 00:02:09.120]  我們在任何事上都要謝恩
[00:02:09.120 --> 00:02:11.240]  我們和家人的相處
[00:02:11.240 --> 00:02:15.720]  雖然都有很多開心不開心的經歷
[00:02:15.720 --> 00:02:18.160]  有的時候令我們
[00:02:18.160 --> 00:02:20.440]  都不是很積極地曉得
[00:02:20.440 --> 00:02:23.160]  很主動地去多謝家人
[00:02:24.160 --> 00:02:27.440]  但我相信神的真理
[00:02:27.440 --> 00:02:29.840]  是要建立我們的生命
[00:02:29.840 --> 00:02:32.000]  所以當神說凡事謝恩
[00:02:32.000 --> 00:02:34.000]  就算你家人對你有的時候
[00:02:34.000 --> 00:02:35.080]  不是太理想
[00:02:35.080 --> 00:02:36.680]  令你太開心的時候
[00:02:36.680 --> 00:02:39.760]  其實他已經為了你做了很多事
[00:02:39.760 --> 00:02:41.400]  是值得你去多謝他的
[00:02:41.400 --> 00:02:44.560]  我們可以求神幫助我們
[00:02:44.560 --> 00:02:46.120]  啟發我們
[00:02:46.120 --> 00:02:51.120]  嘗試在不同的一點點滴滴裡面
[00:02:51.120 --> 00:02:56.800]  尋找可以去多謝家人的一些說話
[00:02:56.800 --> 00:02:58.760]  去多謝家人
[00:02:58.760 --> 00:03:02.240]  如果你揭開了彼得前書三章的時候
[00:03:02.240 --> 00:03:03.720]  你不妨去看一下
[00:03:03.720 --> 00:03:06.280]  因為這個經文說
[00:03:06.280 --> 00:03:10.160]  總而言之你們都要同心彼此體恤
[00:03:10.160 --> 00:03:11.560]  相愛如弟兄
[00:03:11.560 --> 00:03:15.000]  全馳憐謙卑的心
[00:03:15.000 --> 00:03:16.400]  這個總而言之
[00:03:16.400 --> 00:03:19.360]  其實它是總結了在彼得前書二章十一節
[00:03:19.640 --> 00:03:21.600]  到三章十一節
[00:03:21.600 --> 00:03:24.640]  裡面關於一個跟從神
[00:03:24.640 --> 00:03:27.320]  以前是未蒙連述
[00:03:27.320 --> 00:03:29.120]  現在蒙了連述
[00:03:29.120 --> 00:03:31.840]  進入了神恩典的角度的人
[00:03:31.840 --> 00:03:33.560]  應該生活的方法
[00:03:33.560 --> 00:03:35.440]  在二章十一節裡面
[00:03:35.440 --> 00:03:36.440]  很清楚的告訴我們
[00:03:36.440 --> 00:03:37.840]  客裡是寄居的
[00:03:37.840 --> 00:03:41.360]  我們不斷要用私慾和靈魂去爭戰
[00:03:41.360 --> 00:03:44.160]  而且我們要活出一個好的行為
[00:03:44.160 --> 00:03:45.960]  在這個監察的日子裡面
[00:03:45.960 --> 00:03:48.160]  歸榮要給神
[00:03:48.400 --> 00:03:50.880]  神要求我們去
[00:03:50.880 --> 00:03:53.080]  活在這個黑暗的世界裡面
[00:03:53.080 --> 00:03:54.080]  要為祂發光
[00:03:54.080 --> 00:03:57.920]  第十三節它這樣說
[00:03:57.920 --> 00:03:59.640]  你們為主的願故
[00:03:59.640 --> 00:04:02.600]  要信服人的一切制度
[00:04:02.600 --> 00:04:04.760]  或是在上的君王
[00:04:04.760 --> 00:04:08.240]  原來我們就是要用一個信服的態度
[00:04:08.240 --> 00:04:09.360]  去為主祢發光
[00:04:09.360 --> 00:04:14.480]  所以家庭是神所結合給人最基本的
[00:04:14.480 --> 00:04:16.960]  一個成長的
[00:04:17.160 --> 00:04:19.080]  一個空間、一個制度
[00:04:19.080 --> 00:04:21.200]  縱然
[00:04:21.200 --> 00:04:23.360]  我們的家人裡面
[00:04:23.360 --> 00:04:25.200]  有種種的限制
[00:04:25.200 --> 00:04:26.520]  他們受了傷
[00:04:26.520 --> 00:04:28.160]  以致他們的傷
[00:04:28.160 --> 00:04:29.680]  令到他們有時候
[00:04:29.680 --> 00:04:31.880]  表達出來那種關愛
[00:04:31.880 --> 00:04:33.960]  帶著很多的沙石
[00:04:33.960 --> 00:04:35.960]  甚至是傷害
[00:04:35.960 --> 00:04:37.880]  聖經這裡說
[00:04:37.880 --> 00:04:40.440]  第十八節
[00:04:40.440 --> 00:04:42.440]  你們作服人的
[00:04:42.440 --> 00:04:45.360]  凡事要傳敬畏的心信服主人
[00:04:46.040 --> 00:04:48.560]  不但信服那善良溫和的
[00:04:48.560 --> 00:04:51.720]  就是那規迫的也要信服
[00:04:51.720 --> 00:04:54.160]  原來神的信服
[00:04:54.160 --> 00:04:58.520]  不是我們要信服好的才信服
[00:04:58.520 --> 00:04:59.720]  是甚麼
[00:04:59.720 --> 00:05:01.360]  規迫的
[00:05:01.360 --> 00:05:03.160]  對你不好的
[00:05:03.160 --> 00:05:05.640]  你也要去信服
[00:05:05.640 --> 00:05:08.640]  因為
[00:05:08.640 --> 00:05:10.280]  聖經在這裡很清楚
[00:05:10.280 --> 00:05:11.600]  提醒我們
[00:05:11.600 --> 00:05:13.240]  我們
[00:05:13.240 --> 00:05:14.800]  其實
[00:05:15.880 --> 00:05:16.960]  在第一節二十一節說
[00:05:16.960 --> 00:05:17.960]  你們夢照
[00:05:17.960 --> 00:05:19.840]  原是為此
[00:05:19.840 --> 00:05:22.440]  因基督也為你們受過苦
[00:05:22.440 --> 00:05:24.160]  給你們留下榜樣
[00:05:24.160 --> 00:05:27.320]  叫你們跟隨他的腳蹤行
[00:05:27.320 --> 00:05:30.640]  可能我們
[00:05:30.640 --> 00:05:32.240]  不太喜歡聽這些經文
[00:05:32.240 --> 00:05:33.920]  可能
[00:05:33.920 --> 00:05:35.440]  我們認同
[00:05:35.440 --> 00:05:38.000]  現在我們的社會的習慣文化
[00:05:38.000 --> 00:05:39.680]  多過認同神的道
[00:05:39.680 --> 00:05:41.880]  但是神的道
[00:05:41.880 --> 00:05:45.040]  就是要來建立我們的生命去抗衡
[00:05:45.360 --> 00:05:47.400]  我們所處這個不健康的文化
[00:05:47.400 --> 00:05:50.960]  我們
[00:05:50.960 --> 00:05:52.120]  夢照
[00:05:52.120 --> 00:05:53.880]  原是為此
[00:05:53.880 --> 00:05:55.200]  我們夢照
[00:05:55.200 --> 00:05:56.600]  去受苦
[00:05:56.600 --> 00:06:01.400]  因為唯獨我們好像學校耶穌基督一樣
[00:06:01.400 --> 00:06:03.040]  願意背負
[00:06:03.040 --> 00:06:04.040]  十字架
[00:06:04.040 --> 00:06:05.640]  唯獨別人的
[00:06:05.640 --> 00:06:06.600]  軟弱
[00:06:06.600 --> 00:06:07.800]  不足
[00:06:07.800 --> 00:06:09.400]  生命的扭曲
[00:06:09.400 --> 00:06:10.960]  他們的規迫
[00:06:10.960 --> 00:06:13.760]  所帶來給我們的苦
[00:06:13.760 --> 00:06:14.920]  我們願意去承擔
[00:06:15.400 --> 00:06:17.040]  我願意去信服神的心意
[00:06:17.040 --> 00:06:18.840]  信服神的教導的時候
[00:06:18.840 --> 00:06:20.920]  神的醫治
[00:06:20.920 --> 00:06:22.560]  神的見證的能力
[00:06:22.560 --> 00:06:24.040]  就透過我們的生命
[00:06:24.040 --> 00:06:26.960]  開始去在我們所處的
[00:06:26.960 --> 00:06:28.640]  生活的空間裡面
[00:06:28.640 --> 00:06:30.360]  將神的榮耀
[00:06:30.360 --> 00:06:32.640]  點點滴滴的散發出來
[00:06:32.640 --> 00:06:34.480]  叫人看到的時候
[00:06:34.480 --> 00:06:37.000]  將榮耀歸給我們的主
[00:06:37.000 --> 00:06:41.520]  三章開始將這個道理擺放在婚姻
[00:06:41.520 --> 00:06:43.040]  家庭的裡面去
[00:06:44.760 --> 00:06:47.520]  以致到第八節可以有這個總結
[00:06:47.520 --> 00:06:49.440]  你們要同心
[00:06:49.440 --> 00:06:50.600]  彼此提出
[00:06:50.600 --> 00:06:52.320]  相愛如兄弟
[00:06:52.320 --> 00:06:53.240]  全
[00:06:53.240 --> 00:06:54.600]  這個慈
[00:06:54.600 --> 00:06:55.160]  憐
[00:06:55.160 --> 00:06:56.160]  謙卑的心
[00:06:56.160 --> 00:06:58.600]  我們同心怎麼同心呢
[00:06:58.600 --> 00:07:01.280]  我們的婚姻
[00:07:01.280 --> 00:07:02.680]  我們的家庭
[00:07:02.680 --> 00:07:05.200]  都很希望去同心是不是
[00:07:05.200 --> 00:07:08.040]  所以結婚我們會贈問一句永結同心
[00:07:08.040 --> 00:07:10.520]  但結果呢
[00:07:10.520 --> 00:07:12.600]  我們所經歷的婚姻
[00:07:12.600 --> 00:07:14.400]  是不是這麼容易同心呢
[00:07:15.520 --> 00:07:16.680]  是你同我的心
[00:07:16.680 --> 00:07:18.760]  還是我去同你的心呢
[00:07:18.760 --> 00:07:21.840]  在婚姻裡面最大的迷思
[00:07:21.840 --> 00:07:24.080]  那個愛的迷思就是
[00:07:24.080 --> 00:07:26.480]  究竟我用我習慣的愛來愛你
[00:07:26.480 --> 00:07:29.160]  還是用你所期待的愛來愛你
[00:07:29.160 --> 00:07:30.840]  這些
[00:07:30.840 --> 00:07:33.640]  用人來做本位的心
[00:07:33.640 --> 00:07:34.720]  可不可以同一道呢
[00:07:34.720 --> 00:07:37.280]  同不到
[00:07:37.280 --> 00:07:40.440]  那這個聖經說你們要同心
[00:07:40.440 --> 00:07:41.360]  去同哪個心呢
[00:07:41.360 --> 00:07:43.560]  如果你跟上問
[00:07:44.120 --> 00:07:46.360]  很清楚的我們要學習基督的榜樣
[00:07:46.360 --> 00:07:47.600]  我們夢照
[00:07:47.600 --> 00:07:49.960]  是跟從耶穌一樣去受苦的時候
[00:07:49.960 --> 00:07:51.560]  我們就是要學習
[00:07:51.560 --> 00:07:52.400]  耶穌
[00:07:52.400 --> 00:07:55.240]  去嘗試大家都是同耶穌的心的時候
[00:07:55.240 --> 00:07:57.840]  當我們同耶穌的心的時候
[00:07:57.840 --> 00:07:59.440]  我們就能夠
[00:07:59.440 --> 00:08:00.480]  去將那種
[00:08:00.480 --> 00:08:01.840]  彼此體恤
[00:08:01.840 --> 00:08:04.640]  相愛如弟兄的愛
[00:08:04.640 --> 00:08:05.640]  和
[00:08:05.640 --> 00:08:07.160]  慈憐謙卑的心
[00:08:07.160 --> 00:08:08.360]  可以引發出來
[00:08:08.360 --> 00:08:10.640]  彼得在這裡提醒我們
[00:08:10.640 --> 00:08:13.920]  這個是每個基督徒都應該去操練的
[00:08:15.120 --> 00:08:16.360]  但是很多時候
[00:08:16.360 --> 00:08:18.400]  我們習慣了
[00:08:18.400 --> 00:08:20.200]  我們自己的方式
[00:08:20.200 --> 00:08:21.800]  留在一個舒適的地帶
[00:08:21.800 --> 00:08:24.600]  不是很願意去回應
[00:08:24.600 --> 00:08:26.120]  神的呼召
[00:08:26.120 --> 00:08:27.880]  叫我們去受苦
[00:08:27.880 --> 00:08:30.160]  以致我們未能夠將
[00:08:30.160 --> 00:08:33.360]  神給我們的醫治帶進去我們
[00:08:33.360 --> 00:08:35.360]  所屬的家庭
[00:08:35.360 --> 00:08:36.280]  我們的家族
[00:08:36.280 --> 00:08:38.160]  我們的
[00:08:38.160 --> 00:08:38.960]  鄰舍
[00:08:38.960 --> 00:08:40.240]  我們的公司
[00:08:40.240 --> 00:08:41.480]  甚至
[00:08:41.640 --> 00:08:44.240]  教會一個屬靈的大家庭裡面
[00:08:44.240 --> 00:08:46.040]  有的時候我們帶不到
[00:08:46.040 --> 00:08:47.520]  這種的生命出來
[00:08:47.520 --> 00:08:50.360]  所以為什麼我們今天
[00:08:50.360 --> 00:08:51.160]  要講
[00:08:51.160 --> 00:08:52.920]  這個親福系列呢
[00:08:52.920 --> 00:08:56.120]  因為就是在這個親密的關係裡面
[00:08:56.120 --> 00:08:57.800]  我們體驗到
[00:08:57.800 --> 00:08:58.960]  很多恩著
[00:08:58.960 --> 00:09:00.240]  我們都想去愛
[00:09:00.240 --> 00:09:01.720]  就好像以前我們說傳福音
[00:09:01.720 --> 00:09:03.680]  兩隻箭豬想擠在一起
[00:09:03.680 --> 00:09:05.920]  我們越想去愛的時候
[00:09:05.920 --> 00:09:07.640]  我們心底的不安
[00:09:07.640 --> 00:09:08.800]  令我們這些箭
[00:09:08.800 --> 00:09:10.200]  豎起的時候
[00:09:10.400 --> 00:09:12.120]  就互相去刺傷
[00:09:12.120 --> 00:09:14.440]  留下了很多的傷痕
[00:09:14.440 --> 00:09:16.920]  留下了很多未化解的恐懼
[00:09:16.920 --> 00:09:19.520]  留下了很多很多的問題
[00:09:19.520 --> 00:09:21.680]  是越想親密的時候
[00:09:21.680 --> 00:09:23.120]  越困惑
[00:09:23.120 --> 00:09:25.240]  親福系列
[00:09:25.240 --> 00:09:27.160]  是將神的真理
[00:09:27.160 --> 00:09:29.160]  有系統地去組織
[00:09:29.160 --> 00:09:30.680]  一個可持續
[00:09:30.680 --> 00:09:32.560]  去操練的歷程
[00:09:32.560 --> 00:09:34.960]  令到我們慢慢可以將這種
[00:09:34.960 --> 00:09:38.280]  在人的本位上面去愛
