
[00:00:00.000 --> 00:00:01.400]  讓我們一起祈禱
[00:00:01.400 --> 00:00:08.180]  天父上帝我求祢去安靜我們每一個人的心
[00:00:08.180 --> 00:00:14.380]  讓我們能夠在疫情嚴峻的日子當中
[00:00:14.380 --> 00:00:18.780]  我們的心現在能夠單單地去對準祢
[00:00:18.780 --> 00:00:22.180]  神啊,我們很需要祢的話語
[00:00:22.180 --> 00:00:25.520]  去成為我們的盆石
[00:00:25.520 --> 00:00:27.000]  去幫助我們
[00:00:27.860 --> 00:00:30.000]  在恐慌的日子當中
[00:00:30.000 --> 00:00:33.200]  我們要學習憑信心去仰望
[00:00:33.200 --> 00:00:35.400]  進入你的居所當中
[00:00:35.400 --> 00:00:36.540]  去明白
[00:00:36.540 --> 00:00:38.240]  亦能夠體察
[00:00:38.240 --> 00:00:40.880]  上帝你怎樣來看待這個世界
[00:00:40.880 --> 00:00:45.880]  讓我們知道怎樣按著你的心意來繼續在地上
[00:00:45.880 --> 00:00:48.720]  去過一個土地喜悅的生活
[00:00:48.720 --> 00:00:53.160]  在我們今天進入彌禧米這個祈禱當中的時候
[00:00:53.160 --> 00:00:55.600]  求祢指教我們怎樣去禱告
[00:00:56.000 --> 00:00:59.600]  多謝您聽我們的祈禱,奉耶穌的名,阿們
[00:00:59.600 --> 00:01:06.340]  這幾年在我們周圍或者世界上都發生了很多災難事件
[00:01:06.340 --> 00:01:10.800]  我相信往往弟兄姊妹很多時候都會問一個問題
[00:01:10.800 --> 00:01:15.140]  我們作為基督徒其實應該怎樣回應這些事呢?
[00:01:15.140 --> 00:01:17.540]  我們有什麼可以做呢?
[00:01:17.540 --> 00:01:20.420]  我經常聽到有人問我這個問題
[00:01:20.420 --> 00:01:24.420]  我通常的回答是,我想我們要先祈禱
[00:01:25.060 --> 00:01:28.120]  我希望各位知體聽到我這樣回答的時候
[00:01:28.120 --> 00:01:31.520]  不要覺得我是在敷衍他
[00:01:31.520 --> 00:01:34.620]  而是一個真心的答案
[00:01:34.620 --> 00:01:37.660]  因為我深信作為基督徒
[00:01:37.660 --> 00:01:39.840]  唯有透過禱告
[00:01:39.840 --> 00:01:43.080]  我們能夠進入上帝的心
[00:01:43.080 --> 00:01:48.640]  我們才能夠知道上帝怎樣去看待這件事
[00:01:48.640 --> 00:01:51.240]  也唯有透過禱告
[00:01:51.240 --> 00:01:55.020]  上帝才能夠在我們的心裏去動功
[00:01:55.520 --> 00:01:59.180]  教導我們怎樣去回應這些事情
[00:01:59.180 --> 00:02:04.260]  有一位很有名的基督徒作家叫Eugene Peterson
[00:02:04.260 --> 00:02:06.260]  他的中文翻譯叫畢德森
[00:02:06.260 --> 00:02:09.560]  他曾經在一本書裏面這樣寫
[00:02:09.560 --> 00:02:15.700]  他說,禱告是上帝在我們的身體和靈魂裏執行祂旨意的工具
[00:02:15.700 --> 00:02:20.740]  禱告也是我們用來參與祂這個工作的工具
[00:02:22.680 --> 00:02:26.520]  所以在面對世界上很複雜的事件的時候
[00:02:26.520 --> 00:02:28.940]  我想我們作為基督徒
[00:02:28.940 --> 00:02:31.020]  如何回應之前
[00:02:31.020 --> 00:02:35.220]  我們第一件事要放上膝蓋的功課就是禱告
[00:02:35.220 --> 00:02:39.860]  今天早上我們去研讀這個人物
[00:02:39.860 --> 00:02:41.160]  尼西米
[00:02:41.160 --> 00:02:45.340]  他正正見證著這句說話的真實
[00:02:45.340 --> 00:02:48.960]  在一個國破家亡的時代
[00:02:49.800 --> 00:02:55.600]  他有機會接待一群從遠方祂的祖國來的弟兄
[00:02:55.600 --> 00:02:58.540]  他聽到一個很悲慘的消息
[00:02:58.540 --> 00:03:01.840]  他第一個反應是祈禱
[00:03:01.840 --> 00:03:06.540]  在祈禱的裏面,神奇妙地透過他這個禱告
[00:03:06.540 --> 00:03:08.280]  感動了他
[00:03:08.280 --> 00:03:11.860]  來帶領第三批的以色列人
[00:03:11.860 --> 00:03:15.120]  回歸耶路撒冷重見神的國
[00:03:15.120 --> 00:03:19.440]  今天我和大家分享的題目是重見神的國
[00:03:19.840 --> 00:03:21.160]  從禱告開始
[00:03:21.160 --> 00:03:26.680]  我們揀選了尼西米記第一章這個很長的祈禱
[00:03:26.680 --> 00:03:30.680]  我們很想一齊去看看這個祈禱有什麼特點
[00:03:30.680 --> 00:03:33.580]  其實說到這個祈禱有什麼特點呢
[00:03:33.580 --> 00:03:37.440]  更加是說一個祈禱的人有什麼特點
[00:03:37.440 --> 00:03:42.720]  當我們去研究尼西米記的時候
[00:03:42.720 --> 00:03:44.960]  就會和以色列記有些不同
[00:03:44.960 --> 00:03:49.780]  以色列記給了我們很多事件
[00:03:50.120 --> 00:03:52.120]  記載了很多事件
[00:03:52.120 --> 00:03:56.620]  我們看到神施恩的手如何幫助以色列人第一次回歸
[00:03:56.620 --> 00:03:58.620]  第二次的回歸
[00:03:58.620 --> 00:03:59.820]  但是很有趣的
[00:03:59.820 --> 00:04:01.820]  到了尼西米記的時候
