
[00:00:00.000 --> 00:00:02.000]  按過去的經驗
[00:00:02.000 --> 00:00:06.000]  一個中至大型的股災
[00:00:06.000 --> 00:00:09.000]  大概需要半年到一年
[00:00:09.000 --> 00:00:13.000]  有些嚴重些可能需要兩年的時間
[00:00:13.000 --> 00:00:15.000]  才可以復原
[00:00:15.000 --> 00:00:21.000]  香港自九七年十月開始的股災
[00:00:21.000 --> 00:00:24.000]  無論從深度到幅度
[00:00:24.000 --> 00:00:29.000]  絕對可以說是一個中型以上的股災
[00:00:29.000 --> 00:00:33.000]  從深度來說
[00:00:33.000 --> 00:00:38.000]  我們的股市上下的差點
[00:00:38.000 --> 00:00:41.000]  是去到八千零四十四點
[00:00:41.000 --> 00:00:43.000]  而幅度就是說
[00:00:43.000 --> 00:00:46.000]  不單單是我們香港這個地方
[00:00:46.000 --> 00:00:49.000]  全球所有重要的市場
[00:00:49.000 --> 00:00:51.000]  無一倖免
[00:00:51.000 --> 00:00:53.000]  所以這個股災
[00:00:53.000 --> 00:00:57.000]  絕對是一個中型以上的股災
[00:00:57.000 --> 00:00:59.000]  現在的問題
[00:00:59.000 --> 00:01:03.000]  就是說兩年未來的復原期
[00:01:03.000 --> 00:01:08.000]  會不會是我們經濟的冰河期呢?
[00:01:08.000 --> 00:01:11.000]  如果這個冷凍期過了之後
[00:01:11.000 --> 00:01:15.000]  我們回到以前的舊世界
[00:01:15.000 --> 00:01:16.000]  是不是呢?
[00:01:16.000 --> 00:01:19.000]  等於一切如常
[00:01:19.000 --> 00:01:22.000]  就好像九七年十月之前
[00:01:22.000 --> 00:01:24.000]  那種興旺局面
[00:01:24.000 --> 00:01:26.000]  會不會是這樣呢?
[00:01:26.000 --> 00:01:28.000]  或者
[00:01:28.000 --> 00:01:36.000]  這個是我們更加需要去研究的
[00:01:36.000 --> 00:01:38.000]  就是說現在的經濟低迷
[00:01:38.000 --> 00:01:41.000]  其實正是表明
[00:01:41.000 --> 00:01:46.000]  我們是在經歷一場結構性的改變
[00:01:46.000 --> 00:01:49.000]  以致到這個低迷期過了之後
[00:01:49.000 --> 00:01:52.000]  我們不是回到舊有的世界
[00:01:52.000 --> 00:01:55.000]  而是進入一個新的世界
[00:01:55.000 --> 00:02:00.000]  經濟的社會是按著新的秩序來運作的
[00:02:00.000 --> 00:02:02.000]  其實美國
[00:02:02.000 --> 00:02:04.000]  格林斯潘他說
[00:02:04.000 --> 00:02:06.000]  我們全球面對的
[00:02:06.000 --> 00:02:10.000]  是一個21世紀的新金融體系
[00:02:10.000 --> 00:02:13.000]  他說的正正是這樣的一回事
[00:02:13.000 --> 00:02:16.000]  現在我們的問題只是說
[00:02:16.000 --> 00:02:20.000]  從來沒有人知道這個新秩序
[00:02:20.000 --> 00:02:22.000]  到底性質是怎樣的
