
[00:00:00.000 --> 00:00:08.680]  大家早上好,今天早上可以同大家一起崇拜
[00:00:08.680 --> 00:00:12.080]  盼望上主喜與愛對她的尊崇
[00:00:12.080 --> 00:00:15.280]  有期待上主向我們說話
[00:00:15.280 --> 00:00:18.880]  仍然在我們中間有她自己的工作
[00:00:18.880 --> 00:00:22.640]  讓我們在開始講道和聽道的福氏之先
[00:00:22.640 --> 00:00:28.160]  同心低頭向主禱告
[00:00:28.160 --> 00:00:29.960]  自我啟示的三一上帝
[00:00:29.960 --> 00:00:34.880]  感謝你藉著使徒和先知賜下話語
[00:00:34.880 --> 00:00:40.840]  就求你使用孩子的口宣講你的說話
[00:00:40.840 --> 00:00:43.440]  又求你祝福在座
[00:00:43.440 --> 00:00:49.360]  每一個人的耳朵都能夠聽得清楚你的聲音
[00:00:49.360 --> 00:00:52.400]  幫助我們整個群體
[00:00:52.400 --> 00:00:55.080]  每個人的心都向你開放
[00:00:55.080 --> 00:00:58.600]  樂意回應你自己的說話
[00:00:58.600 --> 00:00:59.520]  我們這樣祈禱
[00:00:59.520 --> 00:01:04.080]  奉主耶穌基督,得聖名自己給
[00:01:04.080 --> 00:01:08.000]  丹姐妹,當你聽到被選中這三個字的時候
[00:01:08.000 --> 00:01:10.240]  你會想起什麼?
[00:01:10.240 --> 00:01:12.520]  可能你會想起一個學生
[00:01:12.520 --> 00:01:18.480]  憑著他的努力被心儀的大學去取錄
[00:01:18.480 --> 00:01:23.400]  一個運動員經過很多年艱苦的訓練
[00:01:23.400 --> 00:01:27.240]  最終獲選為代表隊
[00:01:27.240 --> 00:01:29.080]  又或者是一個員工
[00:01:29.080 --> 00:01:36.000]  因為他表現出眾而被他的上司提拔
[00:01:36.000 --> 00:01:39.240]  我們都會在一個重視表現
[00:01:39.240 --> 00:01:42.880]  強調成就的世界裡面
[00:01:42.880 --> 00:01:44.680]  自然都會受到
[00:01:44.680 --> 00:01:46.640]  只要我做得夠好
[00:01:46.640 --> 00:01:53.200]  我就值得被選上的價值觀影響
[00:01:53.200 --> 00:01:55.240]  但是在聖經所說
[00:01:55.240 --> 00:01:59.880]  被選中被揀選的課題裡面
[00:01:59.880 --> 00:02:04.240]  卻是顛覆著這個常理
[00:02:04.240 --> 00:02:07.560]  似乎上帝揀選人的時候
[00:02:07.560 --> 00:02:09.280]  他的標準
[00:02:09.280 --> 00:02:10.840]  他的方式
[00:02:10.840 --> 00:02:13.640]  跟我們平時習慣的
[00:02:13.640 --> 00:02:16.080]  是截然不同
[00:02:16.080 --> 00:02:19.360]  今天來到羅馬書第二十二講
[00:02:19.360 --> 00:02:22.000]  上個星期士師諾翠雲傳道
[00:02:22.000 --> 00:02:26.040]  在這裡宣講了第八章的最後部分
[00:02:26.040 --> 00:02:28.840]  保羅在八章三十一到三十九節
[00:02:28.840 --> 00:02:32.840]  強調基督的愛的那一份超越性
[00:02:32.840 --> 00:02:35.440]  一份不能隔絕的愛
[00:02:35.440 --> 00:02:37.360]  即使患難困苦
[00:02:37.360 --> 00:02:39.040]  迫害飢餓
[00:02:39.040 --> 00:02:40.440]  赤身露體
[00:02:40.440 --> 00:02:42.600]  危險刀劍
[00:02:42.600 --> 00:02:48.560]  都不能叫基督徒和上帝的愛去隔絕
[00:02:48.560 --> 00:02:50.160]  整個八章的經文
[00:02:50.160 --> 00:02:54.160]  就在保羅的一篇歡慶宣告裡面
[00:02:54.160 --> 00:02:56.160]  去到結束
[00:02:56.160 --> 00:02:57.840]  而這一次我們要讀的經文
[00:02:57.840 --> 00:03:01.200]  是九章一到十三節
[00:03:01.200 --> 00:03:04.080]  由八章過到去第九章
[00:03:04.080 --> 00:03:06.160]  保羅的表達手法
[00:03:06.160 --> 00:03:09.400]  來得相當直接和突然
[00:03:09.400 --> 00:03:11.960]  在這兩章的經文裡面
[00:03:11.960 --> 00:03:13.120]  他們之間
[00:03:13.120 --> 00:03:17.440]  沒有任何的連接詞或者助語詞
[00:03:17.440 --> 00:03:22.400]  一瞬間由上一章的歡慶激昂
[00:03:22.400 --> 00:03:28.440]  轉變成為一個哀傷的景況
[00:03:28.440 --> 00:03:30.600]  不少的聖經學者相信
[00:03:30.600 --> 00:03:33.240]  保羅這個寫作手法
[00:03:33.240 --> 00:03:36.840]  是刻意地要讓他的讀者
[00:03:36.840 --> 00:03:42.200]  能夠在看完八章三十九節之後稍作停頓
[00:03:42.200 --> 00:03:44.200]  繼而可以注視
[00:03:44.200 --> 00:03:48.680]  他將要在九至十一章開始的一個新段落
[00:03:48.680 --> 00:03:52.000]  新的主題
[00:03:52.000 --> 00:03:56.160]  在這裡保羅需要回答一個信仰的問題
[00:03:56.160 --> 00:03:58.600]  就是當時有人挑戰
[00:03:58.600 --> 00:04:02.600]  究竟上帝的話語是否落空了
[00:04:02.600 --> 00:04:06.680]  因為似乎上帝對阿伯拉罕的呼召和應許
[00:04:06.680 --> 00:04:09.600]  顯然不可以在他的子民
[00:04:09.600 --> 00:04:14.640]  猶太人和以色列人身上得到完全的實現
[00:04:14.640 --> 00:04:16.120]  面對著這個
[00:04:16.120 --> 00:04:21.080]  究竟上帝的話語是否落空的信仰疑問
[00:04:21.080 --> 00:04:25.600]  保羅運用了大量舊約經文的方式
[00:04:25.600 --> 00:04:29.360]  逐步去鮮明他的神學立場
[00:04:29.360 --> 00:04:34.480]  就是他確信上帝不單止沒有放棄他的救贖計劃
[00:04:34.480 --> 00:04:37.800]  並且舊因歷史的連續性
[00:04:37.800 --> 00:04:42.920]  也沒有因為以色列人的不信而落空
[00:04:42.920 --> 00:04:45.920]  第二點是讓我們透過這一段經文
[00:04:45.920 --> 00:04:50.720]  再一次思想上帝揀選的因典
[00:04:50.720 --> 00:04:53.800]  如何改變我們今天的生命
[00:04:53.800 --> 00:04:57.200]  如何影響我們的生活和抉擇
[00:04:57.200 --> 00:05:00.200]  讓我們帶著敬畏和這樣的心
[00:05:00.200 --> 00:05:04.440]  一起聆聽上帝藉著羅馬書九章
[00:05:04.440 --> 00:05:09.360]  向他的教會說的話
[00:05:09.360 --> 00:05:12.240]  保羅在羅馬書第九章的開始
[00:05:12.240 --> 00:05:14.320]  首先用很強烈的語氣
[00:05:14.320 --> 00:05:18.240]  去表達自己對同胞的關切
[00:05:18.240 --> 00:05:19.840]  第一至三節
[00:05:19.840 --> 00:05:23.080]  我在基督內說真話不說謊話
[00:05:23.080 --> 00:05:26.920]  我的良心被聖靈感動為我作證
[00:05:26.920 --> 00:05:28.720]  我非常憂愁
[00:05:28.720 --> 00:05:31.160]  心裡時常傷痛
[00:05:31.160 --> 00:05:34.240]  為我弟兄我骨肉之親
[00:05:34.240 --> 00:05:37.360]  就是自己被奏作
[00:05:37.360 --> 00:05:42.160]  與基督分離我也願意
[00:05:42.160 --> 00:05:46.040]  即使保羅的立場是多麼堅定
[00:05:46.040 --> 00:05:52.200]  但這對他來說不是一件容易接受的事
[00:05:52.200 --> 00:05:55.040]  畢竟當他想到自己的同胞
[00:05:55.040 --> 00:05:56.800]  絕大部分的猶太人
[00:05:56.800 --> 00:05:59.760]  都沒有用信心去回應福音
[00:05:59.760 --> 00:06:03.240]  選擇去拒絕基督的時候
[00:06:03.240 --> 00:06:07.360]  他心裡極其憂傷
[00:06:07.360 --> 00:06:09.720]  由保羅的文字
[00:06:09.720 --> 00:06:14.320]  在基督裡說真話不說謊話
[00:06:14.320 --> 00:06:17.440]  和良心被聖靈感動
[00:06:17.440 --> 00:06:19.640]  我們不難去看出
[00:06:19.640 --> 00:06:23.320]  他那份確實的難過
[00:06:23.320 --> 00:06:26.520]  保羅再三強調他的憂傷
[00:06:26.520 --> 00:06:29.040]  相信是因為他作為
[00:06:29.040 --> 00:06:33.320]  外邦人的仕途的身份
[00:06:33.320 --> 00:06:35.040]  在早期教會裡
[00:06:35.040 --> 00:06:38.200]  保羅特別強調著重
