
[00:00:00.000 --> 00:00:02.000]  咸魚翻生記
[00:00:02.000 --> 00:00:06.000]  我們廣東人更加吻合一點
[00:00:06.000 --> 00:00:11.000]  我們看看當中的耶律他究竟是什麼人
[00:00:11.000 --> 00:00:15.000]  不過先說說我們也要看看聖經的一段經文
[00:00:15.000 --> 00:00:20.000]  這個就是我引言裡說的哥倫多後書第四章七節
[00:00:20.000 --> 00:00:22.000]  聖經這樣說
[00:00:22.000 --> 00:00:25.000]  我們有者寶貝放在瓦器裡
[00:00:25.000 --> 00:00:31.000]  惟要顯明者莫大之能力是出於上帝,而不是出於我們。
[00:00:31.000 --> 00:00:34.000]  我想讀著讀著其中一樣東西
[00:00:34.000 --> 00:00:41.000]  我們覺得感恩的不單止是我們能夠得到一個永生的英許
[00:00:41.000 --> 00:00:45.000]  或者我們叫做天堂的入場券
[00:00:45.000 --> 00:00:47.000]  其實我們看聖經也都
[00:00:47.000 --> 00:00:51.000]  因為教導我們也不單止說得著永生這麼簡單
[00:00:51.000 --> 00:00:56.000]  我們也有聖經的話語成為了我們人生的指引
[00:00:56.000 --> 00:00:58.000]  我們知道我們人生目標是怎樣
[00:00:58.000 --> 00:01:00.000]  我們應該怎樣做一個基督徒
[00:01:00.000 --> 00:01:06.000]  但更加重要的是我們能夠從聖經裡面提醒我們
[00:01:06.000 --> 00:01:09.000]  我們怎樣可以經歷上帝
[00:01:09.000 --> 00:01:12.000]  因為信仰如果沒有經歷的話
[00:01:12.000 --> 00:01:14.000]  信仰如果沒有經歷上帝的話
[00:01:14.000 --> 00:01:17.000]  信仰就是純粹頭腦知識
[00:01:17.000 --> 00:01:20.000]  你知道有上帝你知道有救恩
[00:01:20.000 --> 00:01:22.000]  你知道很多聖經的知識
[00:01:22.000 --> 00:01:26.000]  但純粹知道亞各書亞各都說
[00:01:26.000 --> 00:01:31.000]  撒旦都知道,鬼魔也信,卻是賤經
[00:01:31.000 --> 00:01:35.000]  所以我們基督徒必須要有一個經歷上帝的機會
[00:01:35.000 --> 00:01:38.000]  只要你能夠在生命裡面有機會經歷上帝的話
[00:01:38.000 --> 00:01:44.000]  我們的信仰就不會再是隨隨便便,孖孖虎虎
[00:01:44.000 --> 00:01:47.000]  因為你能夠經歷上帝的時候
[00:01:47.000 --> 00:01:51.000]  你就能夠感受到這個上帝是越來越真實
[00:01:51.000 --> 00:01:54.000]  所以剛才說不說後書那段經文
[00:01:54.000 --> 00:01:56.000]  我們看到保羅說
[00:01:56.000 --> 00:01:59.000]  你知不知道我過去是怎樣
[00:01:59.000 --> 00:02:01.000]  大家都知道保羅過去是怎樣
[00:02:01.000 --> 00:02:03.000]  他是一個罪魁
[00:02:03.000 --> 00:02:05.000]  是迫害教會的
[00:02:05.000 --> 00:02:07.000]  是逼迫基督徒的
[00:02:07.000 --> 00:02:09.000]  是反對上帝的
[00:02:09.000 --> 00:02:13.000]  是和上帝為敵的
[00:02:13.000 --> 00:02:16.000]  但保羅說我信了主之後
[00:02:16.000 --> 00:02:18.000]  我經歷了一件很重要的事情
[00:02:18.000 --> 00:02:21.000]  上帝沒有看我過去是怎樣
[00:02:21.000 --> 00:02:23.000]  因為我過去的一切已經過去了
[00:02:23.000 --> 00:02:25.000]  好像糞土一樣已經沒用了
[00:02:25.000 --> 00:02:27.000]  現在這一刻我看到的就是
[00:02:27.000 --> 00:02:31.000]  在外表看來好像雅氣,這麼不顯眼
[00:02:31.000 --> 00:02:35.000]  這麼卑微,好像一排爛泥一樣的東西
[00:02:35.000 --> 00:02:39.000]  但是上帝卻用我能夠彰顯祂的大能
[00:02:39.000 --> 00:02:43.000]  目的是什麼?目的是要顯明這個莫大的能力
[00:02:43.000 --> 00:02:46.000]  如果你看希臘文原文這個字是一個很特別的字
[00:02:46.000 --> 00:02:48.000]  莫大,如果用廣東話就是
[00:02:48.000 --> 00:02:50.000]  頂不住的
[00:02:50.000 --> 00:02:52.000]  一個沒得頂的
[00:02:52.000 --> 00:02:54.000]  一個很誇張
[00:02:54.000 --> 00:02:56.000]  一個很厲害的能力
[00:02:56.000 --> 00:02:58.000]  不是因為我們
[00:02:58.000 --> 00:03:00.000]  不是因為我們有多厲害
[00:03:00.000 --> 00:03:02.000]  也不是因為我們有多差
[00:03:02.000 --> 00:03:04.000]  完全不是因為我們
[00:03:04.000 --> 00:03:06.000]  而是因為上帝
[00:03:06.000 --> 00:03:08.000]  如果你看過那麼多前後書第一
[00:03:08.000 --> 00:03:10.000]  四章第一節裡面
[00:03:10.000 --> 00:03:12.000]  保羅一開始的時候
[00:03:12.000 --> 00:03:14.000]  開宗明已經說了一句話
[00:03:14.000 --> 00:03:18.000]  我們蒙上帝的憐憫
[00:03:18.000 --> 00:03:20.000]  得著這一份的職份
[00:03:20.000 --> 00:03:22.000]  保羅說
[00:03:22.000 --> 00:03:24.000]  不是因為我們有多厲害
[00:03:24.000 --> 00:03:26.000]  或者不是因為我們有多差
[00:03:26.000 --> 00:03:29.000]  而是因為上帝的憐憫
[00:03:29.000 --> 00:03:31.000]  上帝給我們機會
[00:03:31.000 --> 00:03:35.000]  有時候我也遇到很多不同的弟兄姊妹
[00:03:35.000 --> 00:03:38.000]  我們都在給我們很多過去
[00:03:38.000 --> 00:03:40.000]  給我們很多曾經做過的事情
[00:03:40.000 --> 00:03:42.000]  或者我們的出身
[00:03:42.000 --> 00:03:44.000]  或者我們的經歷
[00:03:44.000 --> 00:03:46.000]  而影響了我們侍奉
[00:03:46.000 --> 00:03:48.000]  和給神用的機會
[00:03:48.000 --> 00:03:50.000]  有時候也聽到弟兄姊妹會說
[00:03:50.000 --> 00:03:52.000]  這樣不行,那樣不行
[00:03:52.000 --> 00:03:54.000]  或者我沒有這個學位,我沒有這個訓練
[00:03:54.000 --> 00:03:56.000]  很多這些背景的東西
[00:03:56.000 --> 00:03:58.000]  但是
[00:03:58.000 --> 00:04:00.000]  聖經上時告訴我們
[00:04:00.000 --> 00:04:02.000]  只要你願意的話
