
[00:00:00.000 --> 00:00:04.000]  好,最後我們和你一起看彼得前後孫
[00:00:04.000 --> 00:00:07.040]  彼得我們相信他信了主之後
[00:00:07.040 --> 00:00:10.920]  在耶路撒冷、墨回到公元44年左右
[00:00:10.920 --> 00:00:13.140]  他離開了耶路撒冷
[00:00:13.140 --> 00:00:16.220]  在公元50年左右定居了羅馬
[00:00:16.220 --> 00:00:21.020]  他在尼祿未做王之前已經在羅馬
[00:00:21.020 --> 00:00:23.320]  但是尼祿做王之後
[00:00:23.320 --> 00:00:25.200]  彼得一直在羅馬
[00:00:25.200 --> 00:00:30.420]  去到公元62、63年左右寫了彼得前書
[00:00:30.420 --> 00:00:33.760]  在那個時候羅馬已經是風氣混亂
[00:00:33.760 --> 00:00:38.760]  所以他已經是在寫一個碧白時代的一本書信
[00:00:38.760 --> 00:00:42.000]  所以你會看到彼得前書裡面講到他是受苦的
[00:00:42.000 --> 00:00:44.640]  去到最後彼得後書的時候
[00:00:44.640 --> 00:00:49.480]  就是過了兩年他已經在監獄裡面準備去世
[00:00:49.480 --> 00:00:51.220]  所以我在看彼得後書的時候
[00:00:51.220 --> 00:00:54.180]  這個感覺有一點像提摩太后書
[00:00:54.180 --> 00:00:58.020]  提摩太后書是保羅最後的一封信
[00:00:58.020 --> 00:00:59.480]  就臨死之前
[00:00:59.480 --> 00:01:01.400]  因為我們會看彼得後書
[00:01:01.400 --> 00:01:04.400]  彼得臨死之前的書
[00:01:04.400 --> 00:01:05.560]  因為時間關係
[00:01:05.560 --> 00:01:08.520]  我就不會跟你讀太多彼得前書
[00:01:08.520 --> 00:01:12.400]  但是我想跟你看彼得前書第一章、第二章
[00:01:12.400 --> 00:01:15.160]  一個很精彩的架構
[00:01:15.160 --> 00:01:18.360]  彼得前書第二章有一句說話
[00:01:18.360 --> 00:01:19.700]  大家都熟悉的
[00:01:19.700 --> 00:01:23.780]  就是說彼得叫彼得建造一個屬靈的殿
[00:01:23.780 --> 00:01:27.000]  在當中成為聖傑的祭司
[00:01:27.000 --> 00:01:30.580]  他會說每一個基督徒都是一個靈磚、靈塊
[00:01:30.580 --> 00:01:33.300]  我們拼在一起就變成一個屬靈的殿
[00:01:33.300 --> 00:01:37.260]  然後在裡面我們做屬靈的聖傑的祭司
[00:01:37.260 --> 00:01:38.500]  但是我想你留意
[00:01:38.500 --> 00:01:40.180]  他要建造這棟建築物之前
[00:01:40.180 --> 00:01:42.960]  中間他放了很多心思
[00:01:42.960 --> 00:01:45.640]  當你要建造這棟建築物之前
[00:01:45.640 --> 00:01:47.340]  你一定要有一個地基
[00:01:47.340 --> 00:01:48.840]  那個地基是什麼呢?
[00:01:48.840 --> 00:01:50.640]  那個地基就不是你要去做什麼
[00:01:50.640 --> 00:01:53.820]  那個地基是上帝為我們做的事情
[00:01:53.820 --> 00:01:56.760]  如果你記得我們讀保羅書信的時候
[00:01:56.760 --> 00:02:00.020]  無論是《已不鎖書》或者《六華書》都是
[00:02:00.020 --> 00:02:04.260]  頭一半或者是頭超過一半是沒有應用的
[00:02:04.260 --> 00:02:06.380]  是說上帝為我們做了什麼
[00:02:06.380 --> 00:02:10.020]  這個是我們人心、我們教會的根基
[00:02:10.020 --> 00:02:12.980]  你的根基不穩定你是建造不了東西的
[00:02:12.980 --> 00:02:15.020]  但是你的根基很穩定的時候
[00:02:15.020 --> 00:02:18.440]  你可以建造很厲害的東西
[00:02:18.440 --> 00:02:20.580]  所以要看你的根基是什麼
[00:02:20.580 --> 00:02:22.580]  這些東西我哪裡抽出來的呢?
[00:02:22.580 --> 00:02:26.340]  是彼得前書第一章第三至十二節
[00:02:26.340 --> 00:02:27.060]  那裡出來的
[00:02:27.060 --> 00:02:29.380]  就是很 condensed 的
[00:02:29.380 --> 00:02:30.900]  他說上帝給我們什麼呢?
[00:02:30.900 --> 00:02:32.740]  活生生的盼望
[00:02:32.740 --> 00:02:35.500]  一個有生命、極大生命力的盼望
[00:02:35.500 --> 00:02:39.460]  這個所謂盼望就不是我希望下個星期不下雨
[00:02:39.460 --> 00:02:43.180]  這個盼望在聖經的原文裡面是當一個很肯定的事情
[00:02:43.180 --> 00:02:44.300]  一定會發生的
[00:02:44.300 --> 00:02:47.420]  上帝給我們的盼望是堅穩的
[00:02:47.420 --> 00:02:48.260]  一定會發生的
[00:02:48.260 --> 00:02:49.820]  不過在未來
[00:02:49.820 --> 00:02:55.980]  上帝給我們在天上有一個不扭壞的產業
[00:02:55.980 --> 00:03:00.500]  我們的生命和上帝大能保守有它的救恩
[00:03:00.500 --> 00:03:03.340]  我們的信心被考驗
[00:03:03.340 --> 00:03:06.180]  有比金紙更加寶貴
[00:03:06.180 --> 00:03:08.340]  上帝用很多的
[00:03:08.340 --> 00:03:10.220]  就是碧白試驗
[00:03:10.220 --> 00:03:12.220]  去煉我們的生命
[00:03:12.220 --> 00:03:16.620]  讓我們的信心比金紙、唇紮更加寶貴
[00:03:16.620 --> 00:03:22.300]  因信祂
[00:03:22.300 --> 00:03:24.820]  我們有滿有榮光的喜樂
[00:03:24.820 --> 00:03:27.940]  在這個苦難當中有極大的喜樂
[00:03:27.940 --> 00:03:33.420]  基督受苦進入榮耀的救恩是屬於我們的
[00:03:33.420 --> 00:03:34.100]  還有
[00:03:34.100 --> 00:03:37.820]  他說眾善之和天上差來的聖靈
[00:03:37.820 --> 00:03:39.820]  都是在服侍著我們
[00:03:39.820 --> 00:03:40.540]  很有趣的
[00:03:40.540 --> 00:03:41.300]  他在說
[00:03:41.300 --> 00:03:43.220]  你打開一本舊的聖經
[00:03:43.220 --> 00:03:45.020]  舊的聖經裡面的眾善之
[00:03:45.020 --> 00:03:46.700]  寫了那麼多東西、受了那麼多苦
[00:03:46.700 --> 00:03:47.260]  其實是為誰?
[00:03:47.260 --> 00:03:48.500]  是為你
[00:03:48.500 --> 00:03:49.860]  為你啊
[00:03:49.860 --> 00:03:51.020]  為我啊
[00:03:51.020 --> 00:03:52.500]  你有沒有這樣的感覺?
[00:03:52.500 --> 00:03:54.140]  如果我叫你讀舊約
[00:03:54.140 --> 00:03:55.180]  你會覺得很慘
[00:03:55.180 --> 00:03:56.340]  所以不要叫我讀舊約
[00:03:56.340 --> 00:03:57.820]  很悶、很長
[00:03:57.820 --> 00:04:00.100]  你應該是懷著一個很喜樂的心
[00:04:00.100 --> 00:04:01.100]  你看看
[00:04:01.100 --> 00:04:04.860]  多少人為我的救恩寫了銀紙
[00:04:04.860 --> 00:04:07.220]  他說你們讀舊約的先知
[00:04:07.220 --> 00:04:09.660]  舊約先知是在服侍著你們
[00:04:09.660 --> 00:04:10.500]  還有呢
[00:04:10.500 --> 00:04:11.820]  天上來的聖靈
[00:04:11.820 --> 00:04:15.700]  聖靈差遣使徒傳福音
[00:04:15.700 --> 00:04:18.980]  聖靈建立教會讓福音廣傳
[00:04:18.980 --> 00:04:20.740]  聖靈服侍著我們
[00:04:20.740 --> 00:04:25.220]  你的生命是多麼幸福的一件事
[00:04:25.220 --> 00:04:27.020]  如果你留心去看這裡
[00:04:27.020 --> 00:04:32.140]  我們會說這是救恩的過去、現在、未來
[00:04:32.140 --> 00:04:35.140]  過去、現在、未來
[00:04:35.140 --> 00:04:36.100]  在過去裡面
[00:04:36.100 --> 00:04:38.540]  耶穌為我們受苦盡了榮耀
[00:04:38.540 --> 00:04:39.580]  在現在的時候
[00:04:39.580 --> 00:04:41.740]  我們的信心被考驗
[00:04:41.740 --> 00:04:44.900]  被煉成比精金更寶貴
[00:04:44.900 --> 00:04:45.740]  在將來
[00:04:45.740 --> 00:04:48.580]  在天上我們有不漏的機緣
[00:04:48.580 --> 00:04:50.940]  一個活潑的探望
[00:04:50.940 --> 00:04:51.580]  你明白嗎?
[00:04:51.580 --> 00:04:52.180]  所以
[00:04:52.180 --> 00:04:56.260]  救恩的過去、現在、未來
[00:04:56.260 --> 00:04:59.140]  如果你的地基像他那樣打
[00:04:59.140 --> 00:05:00.820]  那你就是天下無敵了
[00:05:00.820 --> 00:05:02.340]  於是在這個地基上
[00:05:02.340 --> 00:05:03.060]  他開始
[00:05:03.060 --> 00:05:06.660]  第一章第十三節開始
[00:05:06.660 --> 00:05:07.620]  就建這幾個建築物
[00:05:07.620 --> 00:05:09.020]  你要建這建築物的時候
[00:05:09.020 --> 00:05:10.060]  要建幾個支柱
[00:05:10.060 --> 00:05:11.860]  支柱是什麼呢?
[00:05:11.860 --> 00:05:13.380]  應用了
[00:05:13.380 --> 00:05:16.620]  要專心盼望耶穌基督
[00:05:16.620 --> 00:05:17.220]  第二
[00:05:17.220 --> 00:05:18.780]  一切所行的事項
[00:05:18.780 --> 00:05:19.900]  你要承認
[00:05:19.900 --> 00:05:20.700]  第三
[00:05:20.700 --> 00:05:23.300]  敬畏審判人的天賦
[00:05:23.300 --> 00:05:24.140]  第四
[00:05:24.140 --> 00:05:26.980]  真誠彼此切實的相愛
[00:05:26.980 --> 00:05:27.820]  第五
[00:05:27.820 --> 00:05:30.100]  渴慕純正的靈奶
[00:05:30.100 --> 00:05:31.500]  聖經
[00:05:31.500 --> 00:05:32.980]  當你做了這件事
[00:05:32.980 --> 00:05:34.740]  建了這五個建築物之後
[00:05:34.740 --> 00:05:36.940]  你上面就建成了
[00:05:36.940 --> 00:05:38.300]  那個什麼呢?
[00:05:38.300 --> 00:05:40.140]  聖殿
[00:05:40.140 --> 00:05:41.700]  屬靈的聖殿
[00:05:41.700 --> 00:05:45.140]  在當中你和我成為聖結的祭司
[00:05:45.140 --> 00:05:47.860]  他在畫舊約的圖畫
[00:05:47.860 --> 00:05:51.460]  舊約最偉大的工程就是建這個聖殿
[00:05:51.460 --> 00:05:52.860]  但是我想跟你說
[00:05:52.860 --> 00:05:54.660]  當彼得畫這個圖畫的時候
[00:05:54.660 --> 00:05:57.700]  這個和舊約又有很不一樣的地方
[00:05:57.700 --> 00:05:59.180]  現在我們要去哪裡呢?
[00:05:59.180 --> 00:06:01.340]  舊約的聖殿是高高在上
[00:06:01.340 --> 00:06:03.220]  在一個山上的
[00:06:03.220 --> 00:06:05.700]  然後舊約的聖殿建好了之後
[00:06:05.700 --> 00:06:06.820]  就呼召人們
[00:06:06.820 --> 00:06:07.900]  邀請人們
[00:06:07.900 --> 00:06:09.900]  上山去敬拜的
[00:06:09.900 --> 00:06:12.980]  新約的聖殿就不在山上了
[00:06:12.980 --> 00:06:16.220]  新約的聖殿是被差派去這個世界裡面
[00:06:16.220 --> 00:06:17.980]  為上帝做見證的
[00:06:17.980 --> 00:06:18.980]  我怎麼知道呢?
[00:06:18.980 --> 00:06:21.460]  因為他做了這麼多的大龍鳳
[00:06:21.460 --> 00:06:24.900]  結果給了我們兩個很巨大的呼召
[00:06:24.900 --> 00:06:28.500]  為什麼要建立這個屬靈的聖殿呢?
[00:06:28.500 --> 00:06:29.580]  因為
