
[00:00:00.000 --> 00:00:02.240]  聖經的一個時機
[00:00:02.240 --> 00:00:06.040]  就好像是一個箭在弦上的時機
[00:00:06.040 --> 00:00:07.060]  什麼意思呢?
[00:00:07.060 --> 00:00:10.060]  你看箭在弦上代表什麼呢?
[00:00:10.060 --> 00:00:13.040]  代表著隨時待發
[00:00:13.040 --> 00:00:17.540]  已經準備好隨時可以發出去
[00:00:17.540 --> 00:00:20.660]  在這樣一個箭在弦上的時機
[00:00:20.660 --> 00:00:22.860]  我們能夠當作什麼呢?
[00:00:22.860 --> 00:00:24.260]  我就想起在聖經當中
[00:00:24.260 --> 00:00:26.800]  其實也有一個時刻
[00:00:26.800 --> 00:00:30.200]  也是一個箭在弦上的時刻
[00:00:30.200 --> 00:00:32.900]  這就是剛才我們所讀那段聖經的背景
[00:00:32.900 --> 00:00:35.600]  就在史律學第一章的裡面
[00:00:35.600 --> 00:00:39.400]  你要記得當耶穌基督從死裡復活之後
[00:00:39.400 --> 00:00:42.500]  他就向門徒們發出了一個預言
[00:00:42.500 --> 00:00:44.300]  也是一個應許
[00:00:44.300 --> 00:00:46.000]  史律學第一章第八節說
[00:00:46.000 --> 00:00:47.700]  在聖靈降臨在你們身上
[00:00:47.700 --> 00:00:49.900]  你們就必得著能力
[00:00:49.900 --> 00:00:52.300]  而且要在耶路撒冷、猶太、全帝、撒瑪利亞
[00:00:52.300 --> 00:00:56.000]  直到地極做我的見證
[00:00:56.000 --> 00:00:58.400]  你知道在這個時刻
[00:00:58.400 --> 00:01:00.900]  對當時的教會來講
[00:01:00.900 --> 00:01:05.200]  不也是一個箭在弦上的時機嗎?
[00:01:05.200 --> 00:01:07.600]  一切都準備好了嘛
[00:01:07.600 --> 00:01:11.100]  我們看見救恩已經完成
[00:01:11.100 --> 00:01:13.900]  一切都已經到位了
[00:01:13.900 --> 00:01:16.900]  聖靈隨時要降臨
[00:01:16.900 --> 00:01:18.400]  雖然還沒降臨
[00:01:18.400 --> 00:01:21.200]  但隨時可以降臨
[00:01:21.200 --> 00:01:24.600]  的確這是在當時的教會來講
[00:01:24.600 --> 00:01:27.900]  是一個箭在弦上的時機
[00:01:27.900 --> 00:01:31.800]  是隨時待發的時機
[00:01:31.800 --> 00:01:33.300]  在這段時間裡面
[00:01:33.300 --> 00:01:36.400]  初代的教會做了些什麼呢?
[00:01:36.400 --> 00:01:39.200]  初代教會做了三件事情
[00:01:39.200 --> 00:01:40.900]  第一件事情
[00:01:40.900 --> 00:01:45.000]  他們持續同心合一地禱告
[00:01:45.000 --> 00:01:49.300]  跟你旁邊說持續同心合一地禱告
[00:01:49.300 --> 00:01:51.200]  史律學第一章第十四節
[00:01:51.200 --> 00:01:53.600]  他們領受了這個應許之後
[00:01:53.600 --> 00:01:54.700]  這裡說這些人
[00:01:54.700 --> 00:01:56.900]  同著幾個婦人和耶穌的母親瑪利亞
[00:01:56.900 --> 00:01:59.800]  並耶穌的弟兄都同心合一地
[00:01:59.800 --> 00:02:02.400]  橫切禱告
[00:02:02.400 --> 00:02:03.800]  你說難道不禱告
[00:02:03.800 --> 00:02:07.400]  神的應許就不會實現嗎?
[00:02:07.400 --> 00:02:09.400]  你說難道不禱告
[00:02:09.400 --> 00:02:14.500]  神的聖靈就不按照祂的心意降臨下來嗎?
[00:02:14.500 --> 00:02:15.900]  不是的
[00:02:15.900 --> 00:02:19.400]  神的應許必然要成就
[00:02:19.400 --> 00:02:23.200]  神的聖靈也必然按照祂的時候要降臨
[00:02:23.200 --> 00:02:24.400]  但問題是
[00:02:24.400 --> 00:02:29.500]  神的應許不見得要成就在你我的身上
[00:02:29.500 --> 00:02:31.700]  你想到過沒有
[00:02:31.700 --> 00:02:34.100]  神的應許必要成就
[00:02:34.100 --> 00:02:37.800]  但不見得是要藉著你、藉著我
[00:02:37.800 --> 00:02:41.600]  這就好像在以利亞的時代
[00:02:41.600 --> 00:02:44.300]  你看見當他在加密山頂上
[00:02:44.300 --> 00:02:47.400]  跟巴黎的先知在較力
[00:02:47.400 --> 00:02:51.000]  來證明誰的神是真神的時候
[00:02:51.000 --> 00:02:53.900]  他吩咐當時的里斯人建造一個祭壇
[00:02:53.900 --> 00:02:56.900]  那是一個禱告的祭壇
[00:02:56.900 --> 00:03:00.200]  他就在祭壇的前面向神呼求
[00:03:00.200 --> 00:03:05.400]  求神從天上降下火來
[00:03:05.400 --> 00:03:08.400]  結果神果然垂聽他的禱告
[00:03:08.400 --> 00:03:10.300]  降下火來
[00:03:10.300 --> 00:03:13.500]  但這個火降在哪裡呢?
[00:03:13.500 --> 00:03:16.900]  你要知道這個火沒有降在其他的地方
[00:03:16.900 --> 00:03:20.900]  這個火單單降在祭壇上
[00:03:20.900 --> 00:03:26.200]  跟你媽說火單單降在祭壇上跟她說
[00:03:26.200 --> 00:03:30.600]  是在禱告祭壇設立的地方
[00:03:30.600 --> 00:03:33.500]  才是火降臨的地方
[00:03:33.500 --> 00:03:37.100]  是在禱告祭壇設立的地方
[00:03:37.100 --> 00:03:41.000]  才是神應許成就的地方
[00:03:41.000 --> 00:03:45.900]  第二點這是為什麼今天我們需要同心合一禱告的原因
[00:03:45.900 --> 00:03:48.200]  我們需要為教會來禱告
[00:03:48.200 --> 00:03:51.200]  求復興臨到整個教會
[00:03:51.200 --> 00:03:53.500]  我們需要為神的國度來禱告
[00:03:53.500 --> 00:03:58.900]  求神榮耀的同在降臨在我們中間
[00:03:58.900 --> 00:04:00.700]  也許你說牧師啊
[00:04:00.700 --> 00:04:02.100]  不瞞您說
[00:04:02.100 --> 00:04:06.000]  我現在最需要的就是個工作而已啦
[00:04:06.000 --> 00:04:07.700]  幹嘛那個麻煩
[00:04:07.700 --> 00:04:09.700]  還要為神的國度禱告
[00:04:09.700 --> 00:04:12.300]  為復興來祈求
[00:04:12.300 --> 00:04:14.100]  也許有人說對啊牧師啊
[00:04:14.100 --> 00:04:16.700]  我今天就只叫個伴侶就好了嘛
[00:04:16.700 --> 00:04:18.600]  幹嘛那麼麻煩
[00:04:18.600 --> 00:04:22.500]  有人說我只需要精氣得已周轉一下嘛
[00:04:22.500 --> 00:04:25.200]  我有人說我只希望老闆對我好一點就好
[00:04:25.200 --> 00:04:29.200]  最重要我孩子要聽我的話
[00:04:29.200 --> 00:04:31.000]  幹嘛那麼麻煩呢
[00:04:31.000 --> 00:04:32.800]  還要求復興
[00:04:32.800 --> 00:04:36.800]  還要為神的國度來祈求呢
[00:04:36.800 --> 00:04:42.300]  我常說就好像你出去想河裡去撈個魚嘛
[00:04:42.300 --> 00:04:44.100]  你心裡想我肚子這麼小
[00:04:44.100 --> 00:04:47.000]  我只需要這麼小條魚就夠
[00:04:47.000 --> 00:04:49.400]  所以你就帶著這麼小的網去
[00:04:49.400 --> 00:04:54.000]  你想只要撈到一條我夠吃的魚就好了
[00:04:54.000 --> 00:04:56.200]  你拿這麼小的網去撈魚
[00:04:56.200 --> 00:04:57.100]  在河裡撈魚
[00:04:57.100 --> 00:05:00.400]  你就發現所有比這個網子大一點的魚
[00:05:00.400 --> 00:05:02.700]  都擦身而過
[00:05:02.700 --> 00:05:06.200]  連同那一條剛剛好可以fit in在這個網裡
[00:05:06.200 --> 00:05:10.900]  那條小魚也跟著其他的魚群擦身而過
[00:05:10.900 --> 00:05:14.100]  結果你一條魚都打不到
[00:05:14.100 --> 00:05:16.900]  你要拿大一點的網子啦
[00:05:16.900 --> 00:05:20.900]  跟你媽說你要拿大一點的網子
[00:05:20.900 --> 00:05:23.200]  你拿一個大網去撈魚的時候
[00:05:23.200 --> 00:05:27.600]  不但那一條可以滿足你肚子的魚進入你魚網裡面
[00:05:27.600 --> 00:05:30.000]  所有的比這條魚大一點的魚
[00:05:30.000 --> 00:05:32.400]  通通進入魚網裡面
[00:05:32.400 --> 00:05:34.300]  Hallelujah
[00:05:34.300 --> 00:05:35.900]  今天做一個基督徒
[00:05:35.900 --> 00:05:38.700]  你不要只是格局那麼狹窄
[00:05:38.700 --> 00:05:40.700]  你只看見你的需要而已
[00:05:40.700 --> 00:05:42.000]  我告訴你做一個基督徒
[00:05:42.000 --> 00:05:44.900]  你要明白你跟其他的宗教人不一樣
[00:05:44.900 --> 00:05:47.000]  其他的宗教一天到晚去拜拜
[00:05:47.000 --> 00:05:49.800]  求菩薩只為自己的需要
[00:05:49.800 --> 00:05:50.600]  做一個基督徒
[00:05:50.600 --> 00:05:52.400]  你的格局要放大
[00:05:52.400 --> 00:05:54.100]  你是為上帝而活
[00:05:54.100 --> 00:05:57.900]  你是為上帝的國度而存在
[00:05:57.900 --> 00:06:01.200]  你要先求神的國和神的義
[00:06:01.200 --> 00:06:05.500]  耶穌就應許你說這些東西怎麼樣
[00:06:05.500 --> 00:06:08.100]  都要加給你嘛
[00:06:08.100 --> 00:06:10.100]  這個經我們都會背
[00:06:10.100 --> 00:06:12.700]  說不定你都會倒背如流
[00:06:12.700 --> 00:06:13.900]  但也沒有存在
[00:06:13.900 --> 00:06:16.500]  你心裡你真的明白嗎
[00:06:16.500 --> 00:06:18.500]  主講的這麼清楚
[00:06:18.500 --> 00:06:21.000]  先求神的國和神的義
[00:06:21.000 --> 00:06:24.500]  這一切你所需要那些東西
[00:06:24.500 --> 00:06:26.600]  主都知道
[00:06:26.600 --> 00:06:28.500]  主都明白
[00:06:28.500 --> 00:06:33.400]  主一定能夠按照他榮耀的豐富來為你預備
[00:06:33.400 --> 00:06:34.400]  Amen
[00:06:34.400 --> 00:06:36.400]  這為什麼我們需要來禱告
[00:06:36.400 --> 00:06:38.700]  需要起來同心合一的禱告
[00:06:38.700 --> 00:06:40.000]  為教會來禱告
[00:06:40.000 --> 00:06:41.400]  為復興來禱告
[00:06:41.400 --> 00:06:43.900]  第五年我們真的需要為整個特會來禱告
[00:06:43.900 --> 00:06:46.300]  還有三個禮拜這特會就要來臨了
[00:06:46.300 --> 00:06:48.600]  雖然神真的是恩待我們
[00:06:48.600 --> 00:06:51.200]  能夠請到真的是一流的講人在我們中間
[00:06:51.200 --> 00:06:52.100]  我告訴你
[00:06:52.100 --> 00:06:54.300]  想想看能夠在同一個時間
[00:06:54.300 --> 00:06:57.700]  把這麼多各行各業的精英聚集在一起
[00:06:57.700 --> 00:07:00.900]  這個本身就不是件容易的事情
[00:07:00.900 --> 00:07:03.500]  但如果沒有聖靈的恩高在我們中間
[00:07:03.500 --> 00:07:06.800]  這就是明德羅想的罷一樣而已啦
[00:07:06.800 --> 00:07:08.000]  Amen
[00:07:08.000 --> 00:07:10.000]  前兩天當我在帶領敬拜團隊
[00:07:10.000 --> 00:07:13.300]  我們練習特會晚上的敬拜的時候
[00:07:13.300 --> 00:07:16.500]  我就深深有這種感覺
[00:07:16.500 --> 00:07:17.900]  當我在念敬拜的時候
[00:07:17.900 --> 00:07:20.500]  我心裡有這麼好的師哥
[00:07:20.500 --> 00:07:22.900]  我們有這麼好的團隊
[00:07:22.900 --> 00:07:24.800]  但如果沒有聖靈在其中
[00:07:24.800 --> 00:07:26.900]  我們就什麼都不能做
[00:07:26.900 --> 00:07:28.000]  Amen
[00:07:28.000 --> 00:07:30.300]  我們真的需要來禱告
[00:07:30.300 --> 00:07:32.100]  不要以為說我們有很好的特會
[00:07:32.100 --> 00:07:33.200]  神一定會說No No No No
[00:07:33.200 --> 00:07:35.000]  你一定要抓住神的力氣
[00:07:35.000 --> 00:07:39.000]  迫切同心合一來為特會來禱告
[00:07:39.000 --> 00:07:40.500]  Amen
[00:07:40.500 --> 00:07:43.000]  我們要為教會的復興來禱告
[00:07:43.000 --> 00:07:45.000]  我常說我們教會這麼大
[00:07:45.000 --> 00:07:47.700]  當教會要向前進的時候
[00:07:47.700 --> 00:07:51.900]  龍頭到龍尾是很長的
[00:07:51.900 --> 00:07:53.300]  真的
[00:07:53.300 --> 00:07:54.500]  龍頭還跟得好好
[00:07:54.500 --> 00:07:56.200]  龍尾都不知道到哪裡去了
[00:07:56.200 --> 00:07:58.000]  我告訴你
[00:07:58.000 --> 00:08:00.200]  當整個教會要前進的時候
[00:08:00.200 --> 00:08:03.700]  我們真的要求神來帶領整個教會
[00:08:03.700 --> 00:08:05.900]  復興降臨在整個教會裡面
[00:08:05.900 --> 00:08:10.200]  所有的會眾都要一起來跟上
[00:08:10.200 --> 00:08:12.800]  不能有一個人丟在後面的
[00:08:12.800 --> 00:08:14.400]  大家要一同跟上
[00:08:14.400 --> 00:08:16.200]  你旁邊說大家你也要一同跟上
[00:08:16.200 --> 00:08:16.800]  跟他說
[00:08:16.800 --> 00:08:19.200]  Amen
[00:08:19.200 --> 00:08:21.800]  如果我們真的想要影響世代
[00:08:21.800 --> 00:08:25.800]  絕對不是靠我們牧師少數同工
[00:08:25.800 --> 00:08:27.200]  你真的要影響世代
[00:08:27.200 --> 00:08:29.800]  我需要各行各業的人
[00:08:29.800 --> 00:08:31.400]  我需要你
[00:08:31.400 --> 00:08:33.500]  就在你的崗位上
[00:08:33.500 --> 00:08:35.200]  你要為主來興起
[00:08:35.200 --> 00:08:36.200]  Amen
[00:08:36.200 --> 00:08:37.800]  不是少數的人
[00:08:37.800 --> 00:08:42.000]  一定要全體總動員
[00:08:42.000 --> 00:08:46.100]  我們更是要持續的來禱告
[00:08:46.100 --> 00:08:47.100]  不要因為說看見
[00:08:47.100 --> 00:08:48.700]  神已經開始工作了
[00:08:48.700 --> 00:08:50.900]  你就鬆懈不禱告
[00:08:50.900 --> 00:08:51.900]  不要說你看見
[00:08:51.900 --> 00:08:53.900]  神已經這麼多應許在我們身上
[00:08:53.900 --> 00:08:55.200]  很歡喜快樂
[00:08:55.200 --> 00:08:57.800]  你就停止禱告
[00:08:57.800 --> 00:08:59.600]  我們需要在神面
[00:08:59.600 --> 00:09:03.700]  持續的抓住神的應許來禱告
[00:09:03.700 --> 00:09:04.800]  Amen
[00:09:04.800 --> 00:09:05.900]  你知道布永康牧師
[00:09:05.900 --> 00:09:09.000]  是神在非洲使用一個佈道家
[00:09:09.000 --> 00:09:10.800]  有一次當他們在一個地方
[00:09:10.800 --> 00:09:14.100]  要舉行一個大型的佈道會的時候
[00:09:14.100 --> 00:09:15.100]  在這個之前
[00:09:15.100 --> 00:09:17.500]  他們的帶導團隊一位先知
[00:09:17.500 --> 00:09:18.700]  就領受了神的話
[00:09:18.700 --> 00:09:19.400]  神對他說
[00:09:19.400 --> 00:09:21.300]  在這個佈道大會當中
[00:09:21.300 --> 00:09:24.400]  是一個特別的神蹟要顯明出來
[00:09:24.400 --> 00:09:25.900]  他就很興奮
[00:09:25.900 --> 00:09:26.900]  其他幾位同工
[00:09:26.900 --> 00:09:28.900]  似乎也同樣領受神的應證
[00:09:28.900 --> 00:09:31.000]  覺得神是要在這次佈道大會
[00:09:31.000 --> 00:09:32.100]  做這件事情
[00:09:32.100 --> 00:09:33.900]  非常的歡喜他們
[00:09:33.900 --> 00:09:36.000]  就期待神要在他們中心
[00:09:36.000 --> 00:09:38.000]  做奇妙的作為
[00:09:38.000 --> 00:09:40.300]  可是佈道會第一天過去了
[00:09:40.300 --> 00:09:42.200]  這件事情沒發生
[00:09:42.200 --> 00:09:43.800]  第二天過去
[00:09:43.800 --> 00:09:45.500]  這件事情也沒發生
[00:09:45.500 --> 00:09:48.500]  他們以為應該第三天會發生吧
[00:09:48.500 --> 00:09:50.200]  結果第三天過去了
[00:09:50.200 --> 00:09:52.700]  這件事情還是沒發生
[00:09:52.700 --> 00:09:54.500]  非常的失望
[00:09:54.500 --> 00:09:56.000]  就來到主的面前對神說
[00:09:56.000 --> 00:09:56.500]  主啊
[00:09:56.500 --> 00:09:58.000]  怎麼回事
[00:09:58.000 --> 00:09:59.500]  你不是親自對我們說
[00:09:59.500 --> 00:10:02.500]  你要在我們做這件事情嗎
[00:10:02.500 --> 00:10:05.000]  結果神就問他們一個問題
[00:10:05.000 --> 00:10:05.300]  主說
[00:10:05.300 --> 00:10:08.300]  但是從那個時候直到如今
[00:10:08.300 --> 00:10:11.600]  你們有為這件事情持續禱告過嗎
[00:10:11.600 --> 00:10:13.200]  他們才發現
[00:10:13.200 --> 00:10:16.100]  他們本來以為這件事必然成就了
[00:10:16.100 --> 00:10:17.600]  歡喜快樂
[00:10:17.600 --> 00:10:19.500]  他們從那個時候直到如今
[00:10:19.500 --> 00:10:21.300]  就沒有再為這件事情禱告過
[00:10:21.300 --> 00:10:22.500]  他們也必然成就
[00:10:22.500 --> 00:10:24.500]  就不用再禱告了
[00:10:24.500 --> 00:10:28.700]  以至於他們反而錯過了神的工作
[00:10:28.700 --> 00:10:30.500]  我就想到今天神給我們教會
[00:10:30.500 --> 00:10:33.000]  不但有諸般的應許嗎
