
[00:00:00.000 --> 00:00:05.040]  今天講題是「根果不讓素微」之「湖寶之微」
[00:00:05.040 --> 00:00:08.940]  我不知道大家覺得男女有什麼分別
[00:00:08.940 --> 00:00:13.580]  在Bright Star 2016年有一個以漫畫方式
[00:00:13.580 --> 00:00:17.340]  十四張圖秒懂男女的不同
[00:00:17.340 --> 00:00:18.940]  我抽了一點點也挺有趣的
[00:00:18.940 --> 00:00:21.060]  不知道大家看完之後同不同意
[00:00:21.060 --> 00:00:23.940]  或者想想你的處境是不是也是這樣
[00:00:23.940 --> 00:00:25.080]  例如有什麼不同呢?
[00:00:25.080 --> 00:00:27.140]  出門口的時間是很不同的
[00:00:27.140 --> 00:00:30.360]  準備也很不同的
[00:00:30.360 --> 00:00:34.080]  例如我約了七點晚上要出街吃飯
[00:00:34.080 --> 00:00:39.200]  男士就繼續六點打機、看東西、看書
[00:00:39.200 --> 00:00:41.700]  六點三就一樣不會動
[00:00:41.700 --> 00:00:43.300]  六點半也不動
[00:00:43.300 --> 00:00:44.960]  六點九還沒動
[00:00:44.960 --> 00:00:47.580]  六點五十五分可能動一下
[00:00:47.580 --> 00:00:50.180]  突然間七點就換了衣服在門口
[00:00:50.180 --> 00:00:51.280]  女士就不同了
[00:00:51.280 --> 00:00:53.000]  早一個小時已經
[00:00:53.000 --> 00:00:56.540]  洗澡、洗頭、化妝、吹頭
[00:00:56.540 --> 00:00:58.460]  弄來弄去很不滿
[00:00:58.460 --> 00:00:59.360]  不是很不滿
[00:00:59.360 --> 00:01:01.000]  就是看著老公你還不動
[00:01:01.000 --> 00:01:03.860]  但是結果她比老公遲出門口
[00:01:03.860 --> 00:01:05.220]  這是其中一件事
[00:01:05.220 --> 00:01:06.800]  我不知道你家是不是這樣
[00:01:06.800 --> 00:01:08.020]  我家是不是這樣
[00:01:08.020 --> 00:01:09.880]  我太太坐在這裡不敢說
[00:01:09.880 --> 00:01:11.420]  等你完了再問問她
[00:01:11.420 --> 00:01:11.960]  好了
[00:01:11.960 --> 00:01:13.940]  衣服就這樣
[00:01:13.940 --> 00:01:17.260]  女士整個衣櫃都是衣服
[00:01:17.260 --> 00:01:20.580]  不過永遠沒有她想要的衣服
[00:01:20.580 --> 00:01:22.140]  臨出門口
[00:01:22.140 --> 00:01:23.020]  我也看到的
[00:01:23.020 --> 00:01:24.300]  太太是不是?
[00:01:24.300 --> 00:01:26.300]  有個女士在房間
[00:01:26.300 --> 00:01:28.620]  每天早上起來
[00:01:28.620 --> 00:01:30.860]  看著衣櫃好像在祈禱一樣
[00:01:30.860 --> 00:01:33.440]  等了很久才找到一件
[00:01:33.440 --> 00:01:34.700]  男士不是
[00:01:34.700 --> 00:01:36.140]  通常一般來說
[00:01:36.140 --> 00:01:37.260]  不是太愛美的男士
[00:01:37.260 --> 00:01:39.180]  都是作來作去那幾件
[00:01:39.180 --> 00:01:41.340]  如果我老婆不幫我買衣服
[00:01:41.340 --> 00:01:43.940]  我想我兩三件衣服都是穿一輩子的
[00:01:43.940 --> 00:01:45.100]  我老婆當然了
[00:01:45.100 --> 00:01:45.780]  你不用買
[00:01:45.780 --> 00:01:46.740]  我幫你買
[00:01:46.740 --> 00:01:48.980]  所以就要娶老婆
[00:01:48.980 --> 00:01:52.340]  顏色的男士都是那幾種
[00:01:52.340 --> 00:01:53.940]  紅色、黃色、青色、藍色
[00:01:53.940 --> 00:01:55.700]  綠色就是綠色
[00:01:55.700 --> 00:01:56.580]  但女士不是
[00:01:56.580 --> 00:01:59.420]  綠色會淺綠色、深綠色
[00:01:59.420 --> 00:02:03.540]  男士會天空藍、海洋藍
[00:02:03.540 --> 00:02:08.380]  紅色有酒紅、腥紅、深紅
[00:02:08.380 --> 00:02:09.620]  男士不是很簡單
[00:02:09.620 --> 00:02:10.900]  因為女士很多
[00:02:10.900 --> 00:02:12.620]  化妝品有很多配搭
[00:02:12.620 --> 00:02:13.540]  很不同的
[00:02:13.540 --> 00:02:15.060]  女士真的七彩
[00:02:15.060 --> 00:02:17.140]  男士就是這樣彩
[00:02:17.140 --> 00:02:17.860]  洗頭水
[00:02:17.860 --> 00:02:19.420]  我不知道大家是不是
[00:02:19.420 --> 00:02:20.980]  女士一見到洗頭水
[00:02:20.980 --> 00:02:23.100]  什麼牌子?好不好用?
[00:02:23.100 --> 00:02:25.100]  功能是怎樣?多少錢?
[00:02:25.100 --> 00:02:27.020]  朋友有沒有介紹?
[00:02:27.020 --> 00:02:29.420]  在上面有很多想法
[00:02:29.420 --> 00:02:30.820]  男士很簡單
[00:02:30.820 --> 00:02:32.100]  我不知道你們是不是
[00:02:32.100 --> 00:02:33.740]  是洗頭水我就用
[00:02:33.740 --> 00:02:36.180]  你說洗潔精是洗頭水我也會用
[00:02:36.180 --> 00:02:38.380]  有一天老婆說這些是洗頭水
[00:02:38.380 --> 00:02:39.180]  一擠進去
[00:02:39.180 --> 00:02:40.420]  我都不知道是不是洗潔精
[00:02:40.420 --> 00:02:41.740]  都擠進去
[00:02:41.740 --> 00:02:44.020]  簡單一點當然了
[00:02:44.020 --> 00:02:45.860]  太太幫你搞定
[00:02:45.860 --> 00:02:48.100]  我怕說完回去沒東西用
[00:02:48.100 --> 00:02:48.660]  對了
[00:02:48.660 --> 00:02:49.340]  分床
[00:02:49.340 --> 00:02:50.260]  我不知道你們是怎樣
[00:02:50.260 --> 00:02:51.980]  看看這張床很大
[00:02:51.980 --> 00:02:53.140]  男人都是
[00:02:53.140 --> 00:02:54.340]  你們是不是這樣?
[00:02:54.340 --> 00:02:55.900]  有些男人在笑
[00:02:55.900 --> 00:02:57.380]  如果太太坐在你旁邊
[00:02:57.380 --> 00:02:58.660]  你笑得要小聲一點
[00:02:58.660 --> 00:02:59.180]  是不是?
[00:02:59.180 --> 00:03:00.900]  危險回家
[00:03:00.900 --> 00:03:01.460]  也是的
[00:03:01.460 --> 00:03:02.060]  有時候都是這樣
[00:03:02.060 --> 00:03:04.380]  因為愛太太讓她多睡一點
[00:03:04.380 --> 00:03:04.940]  是不是?
[00:03:04.940 --> 00:03:05.900]  還有一樣
[00:03:05.900 --> 00:03:06.820]  說完這個很有趣
[00:03:06.820 --> 00:03:09.260]  男士的桌面都是比較亂的
[00:03:09.260 --> 00:03:10.620]  我肯定是
[00:03:10.620 --> 00:03:12.300]  因為我老婆罵了我二十多年
[00:03:12.300 --> 00:03:13.260]  現在不罵了
[00:03:13.260 --> 00:03:15.060]  因為她放棄了
[00:03:15.060 --> 00:03:17.580]  有一次很多本書
[00:03:17.580 --> 00:03:18.100]  在寫書
[00:03:18.100 --> 00:03:19.900]  有十幾本書在這裡
[00:03:19.900 --> 00:03:21.540]  我只收拾過一次
[00:03:21.540 --> 00:03:22.620]  她不明白
[00:03:22.620 --> 00:03:24.300]  亂中有什麼?
[00:03:24.300 --> 00:03:26.300]  再說一次亂中有什麼?
[00:03:26.300 --> 00:03:27.140]  對了
[00:03:27.140 --> 00:03:28.460]  這個是真理
[00:03:28.460 --> 00:03:31.300]  我第三本書夾到第四版
[00:03:31.300 --> 00:03:32.740]  我才知道是什麼
[00:03:32.740 --> 00:03:35.220]  女士比較整潔
[00:03:35.220 --> 00:03:37.020]  當然男士都很整潔
[00:03:37.020 --> 00:03:37.940]  不像我這樣
[00:03:37.940 --> 00:03:38.860]  大混亂的
[00:03:38.860 --> 00:03:40.700]  或者電腦桌面
[00:03:40.700 --> 00:03:42.020]  我覺得有倒轉的
[00:03:42.020 --> 00:03:43.100]  男士比較簡單
[00:03:43.100 --> 00:03:44.740]  女士很多漂亮的東西
[00:03:44.740 --> 00:03:48.540]  當然男女不同是神造的
[00:03:48.540 --> 00:03:49.220]  行不行?
[00:03:49.220 --> 00:03:51.900]  男女不同的確是神造的
[00:03:51.900 --> 00:03:54.500]  不代表身份高低
[00:03:54.500 --> 00:03:56.860]  只是角色配搭的問題
[00:03:56.860 --> 00:03:57.460]  再說一次
[00:03:57.460 --> 00:03:59.100]  不代表身份高低
[00:03:59.100 --> 00:04:01.420]  是角色的配搭
[00:04:01.420 --> 00:04:04.100]  互補的角度很重要
[00:04:04.100 --> 00:04:07.700]  當然我們說到事司記
[00:04:07.700 --> 00:04:11.740]  這裡唯一出現女士做事司
[00:04:11.740 --> 00:04:12.700]  唯一這麼多的事司
[00:04:12.700 --> 00:04:13.540]  只有一個而已
[00:04:13.540 --> 00:04:16.820]  所以今天特別提到女士的身份
[00:04:16.820 --> 00:04:20.740]  今天先介紹幾個重要的角色
[00:04:20.740 --> 00:04:24.380]  我們才進入今天重要的事件
[00:04:24.380 --> 00:04:27.460]  第一個角色叫底波拉
[00:04:27.460 --> 00:04:29.020]  底波拉英文是什麼?
[00:04:29.020 --> 00:04:29.980]  Deborah
[00:04:29.980 --> 00:04:32.180]  這裡有沒有人叫Deborah?
[00:04:32.180 --> 00:04:33.340]  沒有吧
[00:04:33.340 --> 00:04:36.380]  很多名字都是源自聖經出現的
[00:04:36.380 --> 00:04:37.220]  第一次出現
[00:04:37.220 --> 00:04:38.340]  底波拉
[00:04:38.340 --> 00:04:40.980]  今期的事司
[00:04:40.980 --> 00:04:43.060]  今次是第四第五章
[00:04:43.060 --> 00:04:44.380]  接著有一個領袖
[00:04:44.380 --> 00:04:46.300]  他呼喚了出來叫巴拉
[00:04:46.300 --> 00:04:47.460]  不過是男士
[00:04:47.460 --> 00:04:49.260]  在中間是男士
[00:04:49.260 --> 00:04:50.700]  巴拉雖然叫拉
[00:04:50.700 --> 00:04:52.860]  但是男士叫巴拉
[00:04:52.860 --> 00:04:54.540]  希伯來文
[00:04:54.540 --> 00:04:57.300]  接著有一個女士叫阿益
[00:04:57.300 --> 00:05:00.540]  今天神的子民
