
[00:00:00.000 --> 00:00:01.540]  親愛的同工
[00:00:01.540 --> 00:00:06.840]  各位在網絡上收看的弟兄姊妹平安
[00:00:06.840 --> 00:00:11.000]  時間過得很快
[00:00:11.000 --> 00:00:15.560]  眨眼我們很快
[00:00:15.560 --> 00:00:19.080]  其實已經在四巡期與苦期之中
[00:00:19.080 --> 00:00:21.760]  我們都不知道這個壽苦節
[00:00:21.760 --> 00:00:23.960]  我們是否要妄想
[00:00:23.960 --> 00:00:26.360]  還是能夠實體
[00:00:26.360 --> 00:00:28.160]  我們都需要為這件事情祈禱
[00:00:28.160 --> 00:00:32.000]  不過我們都有兩手的準備
[00:00:32.000 --> 00:00:35.280]  我們以為都是在網絡上
[00:00:35.280 --> 00:00:36.680]  如果到時有實體
[00:00:36.680 --> 00:00:39.040]  我們便很開心
[00:00:39.040 --> 00:00:44.640]  當作是一個驚喜
[00:00:44.640 --> 00:00:50.440]  今天要與弟兄姊妹分享的主題是
[00:00:50.440 --> 00:00:52.920]  我們需要更多巴拿巴
[00:00:52.920 --> 00:00:54.160]  有括弧
[00:00:54.160 --> 00:00:55.520]  就是下集
[00:00:55.520 --> 00:00:59.160]  要將之前未講完的繼續
[00:00:59.160 --> 00:01:06.200]  上一次原來已經是2020年10月18日的事
[00:01:06.200 --> 00:01:08.520]  時間真的過得很快
[00:01:08.520 --> 00:01:09.520]  有弟兄姊妹說
[00:01:09.520 --> 00:01:11.520]  牧師為何你經常有這麼多下集
[00:01:11.520 --> 00:01:13.440]  所以要先找數
[00:01:13.440 --> 00:01:17.520]  時間真的過得快
[00:01:17.520 --> 00:01:22.080]  年輕的時候我時時聽到別人說
[00:01:22.080 --> 00:01:25.680]  人生猶如白驅過驅
[00:01:25.680 --> 00:01:26.880]  這個有多少人聽過
[00:01:26.880 --> 00:01:28.880]  流傳到
[00:01:28.880 --> 00:01:31.080]  他們這麼資深的一定聽過
[00:01:31.080 --> 00:01:33.840]  我那時候聽總是覺得有些
[00:01:33.840 --> 00:01:36.760]  說這些很老掉牙
[00:01:36.760 --> 00:01:39.040]  經常說這些很過時
[00:01:39.040 --> 00:01:42.960]  也不知道什麼叫做白驅過驅
[00:01:42.960 --> 00:01:45.400]  那時候的講者大概都是說到
[00:01:45.400 --> 00:01:47.520]  光陰似箭
[00:01:47.520 --> 00:01:49.080]  日月如梭
[00:01:49.080 --> 00:01:52.040]  總之你要珍惜光陰
[00:01:52.040 --> 00:01:54.600]  原來白驅過驅是什麼意思
[00:01:54.600 --> 00:02:01.720]  驅是指很狹小的縫隙
[00:02:01.720 --> 00:02:05.480]  驅我們指的是量馬和進馬
[00:02:05.480 --> 00:02:09.480]  白驅過驅就是指進馬很快速奔馳
[00:02:09.480 --> 00:02:13.320]  你從很狹小的縫隙看下去
[00:02:13.320 --> 00:02:15.600]  你僅僅只看到一個
[00:02:15.600 --> 00:02:18.960]  好像白光一閃即逝
[00:02:18.960 --> 00:02:22.280]  就是這樣這個比喻
[00:02:22.280 --> 00:02:28.240]  但現在我對這個比喻感受多了
[00:02:28.240 --> 00:02:30.840]  值得注意的是原來這句話
[00:02:30.840 --> 00:02:32.440]  是出自哪裡的呢
[00:02:32.440 --> 00:02:36.000]  是出自莊子的《知不由》
[00:02:36.000 --> 00:02:38.000]  莊子在那裡怎麼說呢
[00:02:38.000 --> 00:02:41.760]  他說人生天地之間
[00:02:41.760 --> 00:02:43.840]  若白驅之過驅
[00:02:43.840 --> 00:02:45.560]  忽然而已
[00:02:45.560 --> 00:02:54.120]  他感嘆人停留在天地間的時間很短暫
[00:02:54.120 --> 00:02:56.840]  生命消逝很快速
[00:02:56.840 --> 00:02:59.120]  就像白驅過驅
[00:02:59.120 --> 00:03:05.880]  很快速奔馳在狹小的縫隙時一樣
[00:03:05.880 --> 00:03:09.560]  不知道大家喜不喜歡看《三國演義》
[00:03:09.560 --> 00:03:16.240]  或者有人喜歡打《三國演義》的遊戲
[00:03:16.240 --> 00:03:19.640]  在《三國演義》第107回
[00:03:19.640 --> 00:03:24.480]  諸葛亮的繼承人
[00:03:24.480 --> 00:03:26.120]  大家知道是誰嗎
[00:03:26.120 --> 00:03:29.200]  也是一個屬漢的名將叫做姜維
[00:03:29.200 --> 00:03:30.760]  他那裡也引用
[00:03:30.760 --> 00:03:33.920]  他說人生如白驅過驅
[00:03:33.920 --> 00:03:39.600]  此次千年歲月 何日恢復中原苦
[00:03:39.600 --> 00:03:43.360]  姜維曾經跟隨諸葛亮不乏四次
[00:03:43.360 --> 00:03:44.880]  諸葛亮死後
[00:03:44.880 --> 00:03:50.400]  他一統中原的志業由姜維繼承
[00:03:50.400 --> 00:03:52.040]  但這句說話表達
[00:03:52.040 --> 00:03:54.960]  姜維內心有一份迫切
[00:03:54.960 --> 00:03:58.880]  他似乎覺得時間過得太快
[00:03:58.880 --> 00:04:02.720]  這個志業未完成他便會離開
[00:04:02.720 --> 00:04:04.960]  日後發展果然是這樣
[00:04:04.960 --> 00:04:07.840]  無法逆天
[00:04:07.840 --> 00:04:09.640]  所以人生就是這樣
[00:04:09.640 --> 00:04:12.040]  時間過得很快
[00:04:12.040 --> 00:04:13.840]  既然時間這麼寶貴
[00:04:13.840 --> 00:04:15.560]  便要進入正題
[00:04:15.560 --> 00:04:18.080]  上一集我們說到
[00:04:18.080 --> 00:04:20.040]  除非你有做筆記
[00:04:20.040 --> 00:04:23.120]  否則你應該不會記得
[00:04:23.120 --> 00:04:26.600]  2020年10月18日所說的是什麼
[00:04:26.600 --> 00:04:29.440]  不知道梅利牧師記不記得
[00:04:29.440 --> 00:04:31.720]  他馬上表示
[00:04:31.720 --> 00:04:32.760]  當然記得
[00:04:32.760 --> 00:04:36.400]  不過我不好意思說
[00:04:36.400 --> 00:04:40.640]  上一集說到巴拿巴是一個怎樣的人
[00:04:40.640 --> 00:04:42.400]  是一個好人
[00:04:42.400 --> 00:04:46.080]  他被聖靈充滿大有信心
[00:04:46.080 --> 00:04:48.360]  今天我們繼續看下集
[00:04:48.360 --> 00:04:53.040]  看看他有什麼方面值得我們學習
[00:04:53.040 --> 00:04:58.400]  我們同心企圖
[00:04:58.400 --> 00:05:01.840]  賜給人愛的天父
[00:05:01.840 --> 00:05:06.400]  當我們在環有光陰的時候
[00:05:06.400 --> 00:05:10.160]  能夠來侍奉祢
[00:05:10.160 --> 00:05:13.400]  能夠來敬拜祢
[00:05:13.400 --> 00:05:15.400]  歌頌祢
[00:05:15.400 --> 00:05:18.600]  實在是一份恩典
[00:05:18.600 --> 00:05:23.680]  人生真的好像白驅過驅
[00:05:23.680 --> 00:05:26.920]  真的一閃即逝
[00:05:26.920 --> 00:05:30.320]  天父求祢教導我們珍惜
[00:05:30.320 --> 00:05:34.800]  每一次我們可以親近祢的機會
[00:05:34.800 --> 00:05:39.240]  現在當我們翻開祢的聖言的時候
[00:05:39.240 --> 00:05:43.360]  求祢對我們每一個人來說話
[00:05:43.360 --> 00:05:47.240]  讓我們好像童子撒慕爾那樣說
[00:05:47.240 --> 00:05:51.520]  「我主請說,僕人敬聽」
[00:05:51.520 --> 00:05:52.840]  讓我們將祢的話
[00:05:52.840 --> 00:05:55.680]  深藏在我們的內心
[00:05:55.680 --> 00:05:57.680]  又能夠實行出來
[00:05:57.680 --> 00:06:00.400]  免得我們得罪祢
[00:06:00.400 --> 00:06:02.240]  祂們撫聽我們的祈禱
[00:06:02.240 --> 00:06:07.760]  靠賴耶穌基督的聖名求
[00:06:07.760 --> 00:06:12.840]  今天我會用兩點跟頂姐妹分享
[00:06:12.840 --> 00:06:16.320]  我們先再讀一次
[00:06:16.320 --> 00:06:24.320]  《使徒行傳》九章二十六到二十八節
[00:06:24.320 --> 00:06:27.960]  蘇羅到了耶路撒冷
[00:06:27.960 --> 00:06:30.600]  想與門徒結交
[00:06:30.600 --> 00:06:33.040]  他們卻都怕他
[00:06:33.040 --> 00:06:35.520]  不信他是門徒
[00:06:35.520 --> 00:06:38.600]  唯有巴拿巴接待他
[00:06:38.600 --> 00:06:40.800]  領去見使徒
[00:06:40.800 --> 00:06:44.800]  把他在路上怎樣看見主
[00:06:44.800 --> 00:06:47.680]  主怎樣向他說話
[00:06:47.680 --> 00:06:51.720]  他在大馬式怎樣奉耶穌的名
[00:06:51.720 --> 00:06:53.600]  放膽傳道
[00:06:53.600 --> 00:06:56.080]  都述說出來
[00:06:56.080 --> 00:06:59.240]  於是蘇羅在耶路撒冷
[00:06:59.240 --> 00:07:04.080]  和門徒出入來往
[00:07:04.080 --> 00:07:06.400]  另外一個譯本我讀給大家聽
[00:07:06.400 --> 00:07:08.480]  蘇羅到了耶路撒冷
[00:07:08.480 --> 00:07:10.800]  想跟門徒來往
