
[00:00:00.000 --> 00:00:04.800]  讀一段聖經,在約翰福音第四章第三十五節
[00:00:04.800 --> 00:00:07.680]  這一節聖經我們一同來念,好,來
[00:00:07.680 --> 00:00:11.480]  你們豈不說到收割的時候還有四個月嗎?
[00:00:11.480 --> 00:00:15.920]  我告訴你們,舉目向前觀看,莊稼已經熟了
[00:00:15.920 --> 00:00:19.480]  可以收割了,讀到這裡
[00:00:19.480 --> 00:00:24.320]  我想隨著疫苗普遍的接種以及社會的重開
[00:00:24.320 --> 00:00:30.560]  我想我們終於開始有一種疫情即將會過去的感覺
[00:00:30.560 --> 00:00:36.720]  各行各業在疫情之後的大環境裡面也是充滿了新的期待
[00:00:36.720 --> 00:00:38.720]  我想教會的事工也不例外
[00:00:38.720 --> 00:00:43.400]  這個週末我們教會的同工團隊將會為明年的事工
[00:00:43.400 --> 00:00:46.400]  來舉行一個年度計畫會議
[00:00:46.400 --> 00:00:51.360]  我們會針對如何面對新的常態以及未來教會的方向
[00:00:51.360 --> 00:00:53.200]  做各方面的討論
[00:00:53.200 --> 00:00:55.200]  雖然會議還沒開始
[00:00:55.200 --> 00:01:01.400]  但我知道感覺到同工們已經對新的一年有非常多新的期待
[00:01:01.400 --> 00:01:04.200]  的確我們看見在疫情之後
[00:01:04.200 --> 00:01:08.840]  擺在我們面前真的有許多嶄新的機會
[00:01:08.840 --> 00:01:11.440]  不但是在我們的生活跟工作中
[00:01:11.440 --> 00:01:14.200]  不但在教會的侍奉當中
[00:01:14.200 --> 00:01:16.200]  更是在宣教的工廠當中
[00:01:16.200 --> 00:01:17.360]  Amen
[00:01:17.360 --> 00:01:23.800]  特別在疫情期間我們看見多少人經歷過環境的改變
[00:01:23.800 --> 00:01:25.800]  家庭的破碎
[00:01:25.800 --> 00:01:27.800]  生命中的孤寂
[00:01:27.800 --> 00:01:30.800]  人的心在尋求答案
[00:01:30.800 --> 00:01:34.000]  人的心在尋求真神
[00:01:34.000 --> 00:01:38.360]  正好主耶穌在約翰福音第四章第35節所說的
[00:01:38.360 --> 00:01:42.680]  如果我們真的是舉目向天觀看的話
[00:01:42.680 --> 00:01:45.280]  如果我們真的去看這個世界的需要
[00:01:45.280 --> 00:01:48.720]  我們就明白莊稼真的已經熟了
[00:01:48.720 --> 00:01:49.880]  可以收割了
[00:01:49.880 --> 00:01:51.160]  Amen
[00:01:51.160 --> 00:01:55.120]  雖然今天我們仍然處在一個危機的世代
[00:01:55.120 --> 00:01:57.120]  但當我們看整個教會歷史
[00:01:57.120 --> 00:02:00.400]  我們就會發現越是在危機的時代
[00:02:00.400 --> 00:02:04.520]  越是神要做翻轉工作的時代
[00:02:04.520 --> 00:02:07.920]  如果我們能夠在這個時刻抓住時機
[00:02:07.920 --> 00:02:09.760]  勇敢向前
[00:02:09.760 --> 00:02:12.960]  我們就能夠成為神施恩典的管道
[00:02:12.960 --> 00:02:15.720]  使萬國萬民都來歸向真神
[00:02:15.720 --> 00:02:16.800]  Amen
[00:02:16.800 --> 00:02:21.280]  這為什麼今年我們把宣教月的主題
[00:02:21.280 --> 00:02:25.160]  我們定為是奮勇抓住得人的時機
[00:02:25.160 --> 00:02:26.600]  各位同學來念一遍
[00:02:26.600 --> 00:02:29.920]  奮勇抓住得人的時機
[00:02:29.920 --> 00:02:33.120]  所以今天從幾方面來看我們怎麼樣
[00:02:33.120 --> 00:02:37.320]  能夠奮勇抓住這樣一個得人的時機呢
[00:02:37.320 --> 00:02:38.840]  首先第一個
[00:02:38.840 --> 00:02:41.120]  要領受使命所帶來的權柄
[00:02:41.120 --> 00:02:46.880]  跟你媽說要領受使命所帶來的權柄跟她說
[00:02:46.880 --> 00:02:50.160]  我們都非常熟悉主所給我們的大使命
[00:02:50.160 --> 00:02:54.440]  在馬太福音第28章19節第20節裡面這裡說
[00:02:54.440 --> 00:02:56.320]  主說所以你們要去
[00:02:56.320 --> 00:02:57.880]  使萬民做我的門徒
[00:02:57.880 --> 00:03:01.040]  奉父子聖靈的名給他們施洗
[00:03:01.040 --> 00:03:03.680]  凡我所吩咐你們都教訓他們遵守
[00:03:03.680 --> 00:03:07.600]  我就長與你們同在直到世界的末了
[00:03:07.600 --> 00:03:10.360]  這是我們都很熟悉的大使命
[00:03:10.360 --> 00:03:13.640]  但如果你仔細讀上下文你就會發現
[00:03:13.640 --> 00:03:19.040]  其實大使命不是從馬太福音28章19節開始的
[00:03:19.040 --> 00:03:21.240]  因為19節一開始說什麼呢
[00:03:21.240 --> 00:03:22.800]  所以
[00:03:22.800 --> 00:03:25.280]  既然所以就有什麼
[00:03:25.280 --> 00:03:26.640]  就有因為嘛
[00:03:26.640 --> 00:03:28.560]  那因為什麼呢
[00:03:28.560 --> 00:03:31.800]  我們看見馬太福音28章18節給我們這個答案
[00:03:31.800 --> 00:03:33.440]  我們一同來念好不好
[00:03:33.440 --> 00:03:35.720]  耶穌進前來對他們說
[00:03:35.720 --> 00:03:39.160]  天上地下所有的權柄都賜給我們
[00:03:39.160 --> 00:03:41.120]  原來因為什麼
[00:03:41.120 --> 00:03:47.080]  因為主說天上地下一切的權柄都已經賜給主了
[00:03:47.080 --> 00:03:48.760]  所以
[00:03:48.760 --> 00:03:51.280]  祂才打發我們要去
[00:03:51.280 --> 00:03:52.840]  所以我們就看見在這裡
[00:03:52.840 --> 00:03:54.840]  主很清楚講到
[00:03:54.840 --> 00:03:58.920]  祂之所以打發我們去是因為祂擁有這個權柄
[00:03:58.920 --> 00:04:03.360]  那我們怎麼知道主已經擁有天上地下一切的權柄呢
[00:04:03.360 --> 00:04:08.520]  我們怎麼知道祂就是擁有這個權柄坐在寶座上的主呢
[00:04:08.520 --> 00:04:11.040]  我相信最重要一個原因
[00:04:11.040 --> 00:04:14.400]  就是因為我們的主從死裡復活了
[00:04:14.400 --> 00:04:20.200]  主的復活證明了祂勝過一切罪惡跟死亡的權勢
[00:04:20.200 --> 00:04:24.320]  主的復活證明了祂勝過一切黑暗的權勢
[00:04:24.320 --> 00:04:29.280]  主的復活也證明了祂勝過一切仇敵撒旦的攻擊跟作為
[00:04:29.280 --> 00:04:30.720]  Amen
[00:04:30.720 --> 00:04:32.400]  而今天界的聖靈
[00:04:32.400 --> 00:04:35.840]  祂也住在我們的裡面
[00:04:35.840 --> 00:04:39.640]  這為什麼保羅在格林多後書第四章第七節講
[00:04:39.640 --> 00:04:42.120]  他說我們有這寶貝放在瓦器裡
[00:04:42.120 --> 00:04:45.840]  要寫明這莫大的能力是出於神
[00:04:45.840 --> 00:04:47.840]  不是出於我們
[00:04:47.840 --> 00:04:51.600]  保羅在這裡講到說我們人好像一個瓦器
[00:04:51.600 --> 00:04:54.800]  的確今天我們人看自己真的很軟弱不是嗎
[00:04:54.800 --> 00:04:55.520]  瓦器是什麼
[00:04:55.520 --> 00:04:57.040]  瓦器很脆弱
[00:04:57.040 --> 00:04:58.200]  一碰就裂
[00:04:58.200 --> 00:05:00.400]  一摔就碎
[00:05:00.400 --> 00:05:02.760]  我們很多時候就像瓦器一樣
[00:05:02.760 --> 00:05:04.120]  我們人很脆弱
[00:05:04.120 --> 00:05:06.120]  很容易受傷害
[00:05:06.120 --> 00:05:10.040]  我們就看見保羅說雖然我們人是這樣的軟弱
