
[00:00:00.000 --> 00:00:03.900]  在今年教會的主題「剛強壯膽 守主導」的底下
[00:00:03.900 --> 00:00:08.200]  所以第一季我們會用「約書客記」去講解這個主題
[00:00:08.200 --> 00:00:10.400]  在「約書客記」裏面我們要講到
[00:00:10.400 --> 00:00:13.800]  今天要提到的是「得地為業」的要素
[00:00:13.800 --> 00:00:17.800]  究竟要包括多少種重要的要點
[00:00:17.800 --> 00:00:19.500]  是上帝要吩咐「約書客」呢?
[00:00:19.500 --> 00:00:22.500]  第一樣東西在第一章第十一節裏面
[00:00:22.500 --> 00:00:24.300]  是上帝要跟「約書客」說
[00:00:24.300 --> 00:00:27.400]  祂說你要吩咐你領袖要走遍營中
[00:00:27.400 --> 00:00:30.000]  吩咐百姓說當預備食物
[00:00:30.000 --> 00:00:32.700]  因為三日之內你們要過約但何
[00:00:32.700 --> 00:00:36.200]  進去得而華 你們臣賜給你們為業之地
[00:00:36.200 --> 00:00:41.600]  在這個打仗的過程裏面
[00:00:41.600 --> 00:00:43.300]  我們中國人有句說話很出名
[00:00:43.300 --> 00:00:47.300]  他說「三軍未動 糧草先行」
[00:00:47.300 --> 00:00:48.500]  糧草是很重要的
[00:00:48.500 --> 00:00:50.800]  所以在這次的戰爭裏面
[00:00:50.800 --> 00:00:56.200]  第一樣東西是上帝要吩咐以色列人要預備好他們的食物
[00:00:56.200 --> 00:00:58.100]  如果我們說「約書客記」
[00:00:58.100 --> 00:01:00.100]  怎樣應用在我們今天的世代裏面
[00:01:00.100 --> 00:01:04.700]  我們說上個星期是要影響轉化我們身邊的人
[00:01:04.700 --> 00:01:06.100]  包括信徒和非信徒
[00:01:06.100 --> 00:01:09.200]  讓他們能夠得到救恩的福祿
[00:01:09.200 --> 00:01:11.900]  得到永生的盼望的時候
[00:01:11.900 --> 00:01:13.500]  我們影響他們的價值觀
[00:01:13.500 --> 00:01:16.800]  能夠認同基督教的價值觀的時候
[00:01:16.800 --> 00:01:18.300]  我們有一件不簡單的事情
[00:01:18.300 --> 00:01:19.300]  在這個過程裏面
[00:01:19.300 --> 00:01:21.100]  無論我們肉身上的需要
[00:01:21.100 --> 00:01:23.000]  或者屬靈上面的需要
[00:01:23.000 --> 00:01:26.300]  我們都要預備好我們的食物
[00:01:26.300 --> 00:01:27.600]  在說甚麼回事
[00:01:27.600 --> 00:01:29.200]  就好像新約所說的
[00:01:29.200 --> 00:01:32.900]  當微信主的人問我們信心的緣由的時候
[00:01:32.900 --> 00:01:35.100]  我們要用溫柔的心
[00:01:35.100 --> 00:01:37.600]  溫柔的態度去回答
[00:01:37.600 --> 00:01:39.100]  這個世代有很多的問題
[00:01:39.100 --> 00:01:40.800]  關於信仰的問題
[00:01:40.800 --> 00:01:41.900]  很多人會問
[00:01:41.900 --> 00:01:43.500]  我們在隨時隨刻
[00:01:43.500 --> 00:01:46.200]  我們要有好過我們準備回答
[00:01:46.200 --> 00:01:49.200]  別人對信仰的質詢
[00:01:49.200 --> 00:01:52.400]  甚至信仰的查詢
[00:01:52.400 --> 00:01:54.600]  我們要回應這些問題的時候
[00:01:54.600 --> 00:01:56.000]  不是等問題來
[00:01:56.000 --> 00:01:57.000]  我們不懂得回答
[00:01:57.000 --> 00:01:59.400]  而是我們要早作準備
[00:01:59.400 --> 00:02:02.300]  因為這個就是打仗必備的事情
[00:02:02.300 --> 00:02:03.100]  弟子們
[00:02:03.100 --> 00:02:06.700]  有很多人在新年的時候
[00:02:06.700 --> 00:02:07.900]  說一句話
[00:02:07.900 --> 00:02:10.100]  我都請你和你旁邊的弟子們說
[00:02:10.100 --> 00:02:13.900]  祝你身體健康
[00:02:13.900 --> 00:02:19.200]  我們明白到健康有時是因為遺傳的問題
[00:02:19.200 --> 00:02:21.500]  影響我們身體的質素
[00:02:21.500 --> 00:02:23.100]  但大部分的時候
[00:02:23.100 --> 00:02:27.300]  都是我們後天的影響的底下
[00:02:27.300 --> 00:02:30.800]  所以我們的身體的預備是很需要
[00:02:30.800 --> 00:02:32.100]  所以如果你看看
[00:02:32.100 --> 00:02:36.100]  無論你是多雄心壯志
[00:02:36.100 --> 00:02:38.400]  但是如果你身體沒有健康的話
[00:02:38.400 --> 00:02:41.400]  你所有的事情都是做不到
[00:02:41.400 --> 00:02:43.800]  我們必須要預備好我們自己
[00:02:43.800 --> 00:02:46.800]  去迎接這場的戰爭
[00:02:46.800 --> 00:02:47.600]  第二
[00:02:47.600 --> 00:02:49.800]  上帝吩咐若舒雅和她說
[00:02:49.800 --> 00:02:55.900]  你去和河東的兩支派伴說話
[00:02:55.900 --> 00:02:57.300]  這幅圖可能細一點
[00:02:57.300 --> 00:02:58.500]  你看得辛苦一點
[00:02:58.500 --> 00:03:01.700]  在這個地圖的中間部分
[00:03:01.700 --> 00:03:03.200]  你見到有藍色的
[00:03:03.200 --> 00:03:05.300]  那個很大的就是死海
[00:03:05.300 --> 00:03:10.600]  死海是沿著死海一條很深藍色的線上去的
[00:03:10.600 --> 00:03:13.300]  那個就是約旦河
[00:03:13.300 --> 00:03:14.700]  加利利湖
[00:03:14.700 --> 00:03:17.000]  上面細的藍色是加利利湖
[00:03:17.000 --> 00:03:19.800]  約旦河在你的右邊
[00:03:19.800 --> 00:03:21.200]  你見到有兩支派
[00:03:21.200 --> 00:03:22.700]  有三支派的名稱
[00:03:22.700 --> 00:03:24.300]  包括了馬拿西
[00:03:24.300 --> 00:03:27.200]  是加德和呂便
[00:03:27.200 --> 00:03:31.000]  呂便的舊的翻譯叫做劉便
[00:03:31.000 --> 00:03:33.600]  無論怎樣翻譯這個名字都很難聽
[00:03:33.600 --> 00:03:35.600]  呂便還是呂便
[00:03:35.600 --> 00:03:37.200]  無論如何我們知道
[00:03:37.200 --> 00:03:40.100]  馬拿西在你的右邊出現過
[00:03:40.100 --> 00:03:42.100]  但是在左邊都出現馬拿西
[00:03:42.100 --> 00:03:42.600]  為什麼呢
[00:03:42.600 --> 00:03:44.900]  因為在抽籤的這個支派裡面
[00:03:44.900 --> 00:03:47.500]  有半支派是抽到河東
[00:03:47.500 --> 00:03:49.200]  半支派是分到河西
[00:03:49.200 --> 00:03:51.600]  所以河東有兩支派半
[00:03:51.600 --> 00:03:54.400]  河東這邊有兩支派半
[00:03:54.400 --> 00:03:58.000]  河西這邊有九支派半的德地的地方
[00:03:58.000 --> 00:04:00.900]  但是河東這邊的兩支派半
[00:04:00.900 --> 00:04:02.400]  是基本上不需要打的
[00:04:02.400 --> 00:04:05.100]  因為他們是一去到那個位置
[00:04:05.100 --> 00:04:07.200]  就已經拿了應許之地
[00:04:07.200 --> 00:04:09.000]  而且甚至乎就算要打的話
[00:04:09.000 --> 00:04:11.600]  都是很輕散的事情
[00:04:11.600 --> 00:04:14.400]  不需要怎樣去費一兵一卒
[00:04:14.400 --> 00:04:16.600]  因為他們那麼容易已經得到那個地方
[00:04:16.600 --> 00:04:17.700]  所以在這裡
[00:04:17.700 --> 00:04:19.600]  約書下就要呼喚他們
[00:04:19.600 --> 00:04:20.200]  跟他們講
[00:04:20.200 --> 00:04:21.300]  跟他們將領講
[00:04:21.300 --> 00:04:22.800]  你們要帶著兵器
[00:04:22.800 --> 00:04:25.800]  將你們的兒女生畜
[00:04:25.800 --> 00:04:28.300]  是你的太太留在這個應許之地
[00:04:28.300 --> 00:04:29.400]  河東的地方
[00:04:29.400 --> 00:04:31.900]  然後你要跟你的兄弟去到河西
[00:04:31.900 --> 00:04:33.300]  圍到那九支派半
[00:04:33.300 --> 00:04:34.400]  未得之地
[00:04:34.400 --> 00:04:35.800]  去勇猛的
[00:04:35.800 --> 00:04:36.800]  直前的
[00:04:36.800 --> 00:04:37.900]  去勇敢的
[00:04:37.900 --> 00:04:40.200]  去打一場的戰爭
[00:04:40.200 --> 00:04:42.300]  雖然那九支派半的分地不是你們的
[00:04:42.300 --> 00:04:44.900]  但是因著你們是支派同盟
[00:04:44.900 --> 00:04:46.100]  是弟兄姊妹的緣故
[00:04:46.100 --> 00:04:49.000]  所以你要過去幫他們打一場仗
[00:04:49.000 --> 00:04:51.000]  直到他們得到應許之地之後
[00:04:51.000 --> 00:04:52.500]  你們就可以回你的老家
[00:04:52.500 --> 00:04:53.900]  去安享晚年
[00:04:53.900 --> 00:04:55.100]  這種是一種什麼精神
[00:04:55.100 --> 00:04:56.700]  這種是彼此相愛
[00:04:56.700 --> 00:04:58.000]  互助的精神
[00:04:58.000 --> 00:05:00.700]  但是這個付出是需要代價的
[00:05:00.700 --> 00:05:03.700]  我們怎樣去理解這個觀念
[00:05:03.700 --> 00:05:05.700]  在我們小組裡面呢
[00:05:05.700 --> 00:05:09.200]  有些組員是很有全方位恩賜的
[00:05:09.200 --> 00:05:11.300]  又或者碰巧去公司裡面
[00:05:11.300 --> 00:05:12.700]  十年都沒有新人的
[00:05:12.700 --> 00:05:14.500]  他的全方位已經全傳了
[00:05:14.500 --> 00:05:16.200]  信就已經信了
[00:05:16.200 --> 00:05:18.400]  他好像在他的生命裡面
[00:05:18.400 --> 00:05:20.700]  他的公司的和長
[00:05:20.700 --> 00:05:22.000]  他影響的很小
[00:05:22.000 --> 00:05:23.000]  但是他可以做什麼
[00:05:23.000 --> 00:05:24.900]  他可以幫其他的組員
[00:05:24.900 --> 00:05:27.500]  有些組員可能全方位恩賜不是那麼強
[00:05:27.500 --> 00:05:29.600]  他公司一個月換一次新人的
[00:05:29.600 --> 00:05:31.300]  嘩!真是多對象
[00:05:31.300 --> 00:05:32.300]  如果這樣的時候
[00:05:32.300 --> 00:05:35.600]  你就可以幫這些組員去接觸他未信主的人
[00:05:35.600 --> 00:05:36.900]  向他們全方
[00:05:36.900 --> 00:05:39.900]  去年我去台灣約一對夫婦吃飯的時候
[00:05:39.900 --> 00:05:41.400]  我很感動
[00:05:41.400 --> 00:05:42.800]  因為原本約她去中午吃飯
[00:05:42.800 --> 00:05:43.600]  但是她說不行
[00:05:43.600 --> 00:05:45.200]  我們第一次見面
[00:05:45.200 --> 00:05:46.200]  就改了晚上
[00:05:46.200 --> 00:05:48.100]  晚上一坐下
[00:05:48.100 --> 00:05:49.700]  那個姐妹就分享
[00:05:49.700 --> 00:05:50.800]  不要忘記
[00:05:50.800 --> 00:05:54.500]  這一對夫婦是六十幾歲的
[00:05:54.500 --> 00:05:57.000]  看樣子不覺得
[00:05:57.000 --> 00:05:59.600]  所以這裡如果有超過
[00:05:59.600 --> 00:06:01.000]  已經登了六的人
[00:06:01.000 --> 00:06:04.000]  就是六十歲以上登了六的人
[00:06:04.000 --> 00:06:05.200]  登了六的人
[00:06:05.200 --> 00:06:08.000]  你不需要灰心
[00:06:08.000 --> 00:06:08.900]  上帝都要用你
[00:06:08.900 --> 00:06:11.900]  為什麼?現在全香港的人口
[00:06:11.900 --> 00:06:14.600]  是直衝去登六的
[00:06:14.600 --> 00:06:16.700]  我們現在是全人口老化的
[00:06:16.700 --> 00:06:19.800]  所以全香港最大的和場
[00:06:19.800 --> 00:06:21.300]  最大的市場
[00:06:21.300 --> 00:06:23.500]  一定是登六以後那批人
[00:06:23.500 --> 00:06:24.400]  你慢慢看
[00:06:24.400 --> 00:06:25.500]  香港的設施
[00:06:25.500 --> 00:06:28.200]  那些字會越來越大
[00:06:28.200 --> 00:06:30.300]  因為我們看不到
[00:06:30.300 --> 00:06:32.500]  你看下去將會是這樣的
[00:06:32.500 --> 00:06:34.000]  手提電話
[00:06:34.000 --> 00:06:35.900]  小一點的屏幕我都看不到
[00:06:35.900 --> 00:06:37.500]  這個人口越來越大
[00:06:37.500 --> 00:06:39.700]  這個市場越來越大
[00:06:39.700 --> 00:06:41.700]  年輕的要來看電視
[00:06:41.700 --> 00:06:44.100]  年長的要來看字都看不到
[00:06:44.100 --> 00:06:45.600]  一定要很大
[00:06:45.600 --> 00:06:48.100]  這一對夫婦已經登了六
[00:06:48.100 --> 00:06:50.300]  但是太太告訴我
[00:06:50.300 --> 00:06:51.000]  牧師不好意思
[00:06:51.000 --> 00:06:52.000]  今天中午見不到你
[00:06:52.000 --> 00:06:54.500]  我要改晚上的原因是
[00:06:54.500 --> 00:06:56.900]  我嘗試用香港的地域
[00:06:56.900 --> 00:06:57.900]  去解釋給你聽
[00:06:57.900 --> 00:06:59.200]  你會容易明白一點
[00:06:59.200 --> 00:07:00.500]  他們在台北
[00:07:00.500 --> 00:07:02.500]  她說你明白
[00:07:02.500 --> 00:07:04.200]  在台北不是有佐敦
[00:07:04.200 --> 00:07:04.900]  不是有灣仔
[00:07:04.900 --> 00:07:07.500]  但是我想用香港的地域讓你容易明白
[00:07:07.500 --> 00:07:11.000]  她說這個姐妹原本是在佐敦工作
[00:07:11.000 --> 00:07:13.700]  但是教會要求小組的組員
[00:07:13.700 --> 00:07:15.500]  是每個星期都要約
[00:07:15.500 --> 00:07:19.500]  他們組員的身邊的朋友一起吃飯
[00:07:19.500 --> 00:07:22.900]  而且其他的組員要協助他們去見這些朋友
[00:07:22.900 --> 00:07:23.800]  因為這個緣故
[00:07:23.800 --> 00:07:25.100]  這個姐妹中午
[00:07:25.100 --> 00:07:27.900]  由佐敦要坐車去到
[00:07:27.900 --> 00:07:29.400]  記住不要地跳
[00:07:29.400 --> 00:07:31.600]  坐車去到灣仔
[00:07:31.600 --> 00:07:33.000]  然後去到灣仔
