
[00:00:00.000 --> 00:00:03.240]  菲律賓書是保羅受聖靈感動
[00:00:03.240 --> 00:00:06.160]  寫下神所賜給他的說話
[00:00:06.160 --> 00:00:08.320]  寫下神所賜給他的話語
[00:00:08.320 --> 00:00:13.200]  這種屬靈的生命可以將平實的生命提升
[00:00:13.200 --> 00:00:17.320]  這種屬靈的生命可以把平實的生命提升
[00:00:17.320 --> 00:00:19.480]  令人在逆境中得勝
[00:00:19.480 --> 00:00:21.240]  令人在逆境中得勝
[00:00:21.240 --> 00:00:22.840]  在世界上很多地方
[00:00:22.840 --> 00:00:24.480]  在逆境中得勝
[00:00:24.480 --> 00:00:26.120]  在世界上很多地方
[00:00:26.120 --> 00:00:27.720]  在逆境中得勝
[00:00:27.720 --> 00:00:31.200]  在世界上很多地方
[00:00:31.200 --> 00:00:36.160]  很多人都認為人生不如意事
[00:00:36.160 --> 00:00:38.360]  都認為人生不如意事
[00:00:38.360 --> 00:00:40.600]  其實不單止是十常八九
[00:00:40.600 --> 00:00:42.080]  其實不單止是十常八九
[00:00:42.080 --> 00:00:43.840]  有些人同一個時間
[00:00:43.840 --> 00:00:45.600]  有些人同一個時間
[00:00:45.600 --> 00:00:46.600]  他會失業
[00:00:46.600 --> 00:00:47.600]  他會失業
[00:00:47.600 --> 00:00:48.400]  失學
[00:00:48.400 --> 00:00:49.080]  失學
[00:00:49.080 --> 00:00:49.640]  失戀
[00:00:49.640 --> 00:00:50.200]  失戀
[00:00:50.200 --> 00:00:50.720]  失戀
[00:00:50.720 --> 00:00:51.520]  失婚
[00:00:51.520 --> 00:00:53.120]  還有些人的家
[00:00:53.120 --> 00:00:54.520]  還有些人的家
[00:00:54.520 --> 00:00:55.880]  又出現什麼包二奶
[00:00:55.880 --> 00:00:57.600]  又出現包二奶
[00:00:57.600 --> 00:00:58.760]  又包二公
[00:00:58.760 --> 00:00:59.720]  又包二公
[00:00:59.720 --> 00:01:01.080]  所以感情的問題
[00:01:01.080 --> 00:01:04.200]  也令到人們感到很煩惱
[00:01:04.200 --> 00:01:05.400]  所以感情的問題
[00:01:05.400 --> 00:01:07.080]  也令到人們感到非常煩惱
[00:01:07.080 --> 00:01:08.640]  而生活在現實裡面
[00:01:08.640 --> 00:01:10.040]  而生活在現實當中
[00:01:10.040 --> 00:01:11.840]  大家最怕聽一個字
[00:01:11.840 --> 00:01:13.160]  大家最怕聽一個字
[00:01:13.160 --> 00:01:13.760]  什麼字
[00:01:13.760 --> 00:01:15.720]  什麼字
[00:01:15.720 --> 00:01:16.600]  加字
[00:01:16.600 --> 00:01:17.400]  加字
[00:01:17.400 --> 00:01:18.160]  加稅
[00:01:18.160 --> 00:01:18.920]  加稅
[00:01:18.920 --> 00:01:19.680]  加假
[00:01:19.680 --> 00:01:20.280]  加假
[00:01:20.280 --> 00:01:21.560]  加醫療費用
[00:01:21.560 --> 00:01:22.360]  加醫療費用
[00:01:22.360 --> 00:01:25.280]  都會令到很多有病痛的人
[00:01:25.280 --> 00:01:26.600]  都會令到很多有病痛的人
[00:01:26.600 --> 00:01:27.880]  長期病患者
[00:01:27.880 --> 00:01:28.560]  長期病患者
[00:01:28.560 --> 00:01:31.320]  感受都不知道如何給予藥費
[00:01:31.320 --> 00:01:33.000]  都不知道如何給予藥費
[00:01:33.000 --> 00:01:36.000]  英美大軍曾經攻打伊拉克
[00:01:36.000 --> 00:01:38.000]  英美大軍曾經攻打伊拉克
[00:01:38.000 --> 00:01:39.200]  結果伊拉克
[00:01:39.200 --> 00:01:42.280]  西班牙、倫敦、埃及等的地方
[00:01:42.280 --> 00:01:45.880]  結果伊拉克、西班牙、倫敦、埃及等的地方
[00:01:45.880 --> 00:01:48.280]  各地都出現一些恐怖襲擊
[00:01:48.280 --> 00:01:50.560]  各地都出現一些恐怖襲擊
[00:01:50.560 --> 00:01:53.480]  伊朗和北韓有核爆會議等等
[00:01:53.480 --> 00:01:56.840]  伊朗和北韓有核爆會議等等
[00:01:56.840 --> 00:01:59.360]  近年因為疫症影響更大
[00:01:59.360 --> 00:02:01.720]  近年因為疫症影響更大
[00:02:01.720 --> 00:02:03.520]  可以說是影響全世界
[00:02:03.520 --> 00:02:05.440]  可以說是影響全世界
[00:02:05.440 --> 00:02:07.880]  現在很多人都怕失業
[00:02:07.880 --> 00:02:09.240]  現在很多人都怕失業
[00:02:09.240 --> 00:02:10.080]  減薪
[00:02:10.080 --> 00:02:10.720]  減薪
[00:02:10.720 --> 00:02:14.880]  更加有人患有輕度、中度或者嚴重的抑鬱症
[00:02:14.880 --> 00:02:17.880]  更加有人患輕度、中度或者嚴重的憂鬱症
[00:02:17.880 --> 00:02:19.400]  假如你沒有信仰
[00:02:19.400 --> 00:02:20.480]  假如你沒有信仰
[00:02:20.480 --> 00:02:23.040]  假如你沒有耶穌
[00:02:23.040 --> 00:02:24.240]  假如你沒有耶穌
[00:02:24.240 --> 00:02:26.840]  怎樣去面對這個的人生呢?
[00:02:26.840 --> 00:02:28.960]  怎樣去面對這個人生呢?
[00:02:28.960 --> 00:02:31.400]  身為基督徒的你
[00:02:31.400 --> 00:02:32.640]  身為基督徒的你
[00:02:32.640 --> 00:02:33.480]  擁有信仰
[00:02:33.480 --> 00:02:35.360]  擁有又真又活的神
[00:02:35.360 --> 00:02:36.800]  擁有又真又活的神
[00:02:36.800 --> 00:02:40.080]  我們又可以怎樣在逆境裡得勝呢?
[00:02:40.080 --> 00:02:42.640]  我們又可以怎樣在逆境裡得勝呢?
