
[00:00:00.000 --> 00:00:09.000]  弟兄姊妹們,中午好,下午好
[00:00:09.000 --> 00:00:14.000]  美國最近是拜普選
[00:00:14.000 --> 00:00:21.000]  在11月8號,今年的11月8號就要總統選舉
[00:00:21.000 --> 00:00:24.000]  在6月就有一個普選
[00:00:24.000 --> 00:00:27.000]  在Davis,我們是在6月初的時候
[00:00:27.000 --> 00:00:29.000]  應該Supplemental也差不多
[00:00:29.000 --> 00:00:31.000]  一樣啦,一樣這樣
[00:00:31.000 --> 00:00:35.000]  那現在就剩下兩個人
[00:00:35.000 --> 00:00:38.000]  一個是Trump,一個是Hillary Clinton這樣
[00:00:38.000 --> 00:00:40.000]  那一般是這樣
[00:00:40.000 --> 00:00:45.000]  在教會我們不能說我們要支持誰
[00:00:45.000 --> 00:00:46.000]  這樣就不行
[00:00:46.000 --> 00:00:49.000]  但是教會要為這個候選人禱告
[00:00:49.000 --> 00:00:52.000]  要為美國將來的總統禱告
[00:00:52.000 --> 00:00:57.000]  我們是天上的國民,也是地上的國民
[00:00:57.000 --> 00:01:03.000]  所以要為美國的選舉禱告,求神
[00:01:03.000 --> 00:01:05.000]  選出祂合意的人這樣
[00:01:05.000 --> 00:01:11.000]  但是我不曉得這兩個人是不是神所合意的心意中的人
[00:01:11.000 --> 00:01:18.000]  連川普的這個,就是川普是在共和黨
[00:01:18.000 --> 00:01:23.000]  連共和黨的主席都說我還要再考慮考慮看看
[00:01:23.000 --> 00:01:25.000]  是不是要支持他這樣
[00:01:25.000 --> 00:01:28.000]  那老布希跟這個George Bush
[00:01:28.000 --> 00:01:31.000]  他們就決定不支持川普這樣
[00:01:31.000 --> 00:01:35.000]  那格里漢穆斯你們知道,年紀很大了
[00:01:35.000 --> 00:01:40.000]  格里漢穆斯他的兒子是Frank
[00:01:40.000 --> 00:01:45.000]  那Frank他也退出這個GOP的這個
[00:01:45.000 --> 00:01:49.000]  他就是也不是說參加
[00:01:49.000 --> 00:01:51.000]  那你知道川普
[00:01:51.000 --> 00:01:54.000]  他每次都說他很有錢
[00:01:54.000 --> 00:01:56.000]  I'm very rich
[00:01:56.000 --> 00:01:58.000]  每次都說他很有錢
[00:01:58.000 --> 00:02:03.000]  那你知道他Declare Bankruptcy
[00:02:03.000 --> 00:02:07.000]  就是Chapter 11總共有四次這樣
[00:02:07.000 --> 00:02:09.000]  都是因為賭場
[00:02:09.000 --> 00:02:12.000]  他在Atlantic就是開賭場
[00:02:12.000 --> 00:02:15.000]  那賭場不賺錢就破產
[00:02:15.000 --> 00:02:17.000]  然後他又很驕傲說
[00:02:17.000 --> 00:02:21.000]  你看我很聰明,就是藉著這個破產我也賺了很多錢這樣
[00:02:21.000 --> 00:02:25.000]  哇,這個很特別這樣
[00:02:25.000 --> 00:02:29.000]  那所以現在很多基督徒看到這個情形的時候
[00:02:29.000 --> 00:02:32.000]  越看就是覺得很難過這樣
[00:02:32.000 --> 00:02:36.000]  所以每次看就覺得非常的難過
[00:02:36.000 --> 00:02:39.000]  那所以我想我們也是一樣
[00:02:39.000 --> 00:02:41.000]  每天看報紙看這個情形
[00:02:41.000 --> 00:02:43.000]  那不曉得誰要當選這樣
[00:02:43.000 --> 00:02:46.000]  那美國真是很特別
[00:02:46.000 --> 00:02:52.000]  平常在外國你那個投票
[00:02:52.000 --> 00:02:56.000]  你這個票單是不能隨便填的這樣
[00:02:56.000 --> 00:02:59.000]  但是在美國你看這次的普選
[00:02:59.000 --> 00:03:01.000]  你假如不選Trump
[00:03:01.000 --> 00:03:03.000]  你假如不選Hillary Clinton
[00:03:03.000 --> 00:03:07.000]  然後底下有一個Write In
[00:03:07.000 --> 00:03:10.000]  就是說你可以填一個人
[00:03:10.000 --> 00:03:12.000]  你喜歡的人
[00:03:12.000 --> 00:03:16.000]  那把他的名字寫下去這樣
[00:03:16.000 --> 00:03:21.000]  所以我今年可能會寫Monday Chen這樣
[00:03:21.000 --> 00:03:25.000]  美國的自由到這個程度
[00:03:25.000 --> 00:03:28.000]  我真是非常的驚訝
[00:03:28.000 --> 00:03:31.000]  就是說你不喜歡這些提名的人
[00:03:31.000 --> 00:03:35.000]  你可以把你自己名字寫上去這樣
[00:03:35.000 --> 00:03:39.000]  你們有選過就是在中國
[00:03:39.000 --> 00:03:46.000]  在台灣有選過總統的舉手一下
[00:03:46.000 --> 00:03:48.000]  我就問你們有沒有選過
[00:03:48.000 --> 00:03:50.000]  沒有選過這樣
[00:03:50.000 --> 00:03:52.000]  我30歲的時候
[00:03:52.000 --> 00:03:55.000]  來美國的時候
[00:03:55.000 --> 00:03:58.000]  我還沒有選過台灣的總統這樣
[00:03:58.000 --> 00:04:01.000]  蔣介石都一直連下去
[00:04:01.000 --> 00:04:05.000]  所以當我來美國第一次投票的時候
[00:04:05.000 --> 00:04:08.000]  哇我可以選美國總統
[00:04:08.000 --> 00:04:11.000]  那種心裡的感受是很強烈的這樣
[00:04:11.000 --> 00:04:16.000]  你們在中國不能選中國的總統
[00:04:16.000 --> 00:04:18.000]  但是你來美國
[00:04:18.000 --> 00:04:20.000]  你可以選美國的總統
[00:04:20.000 --> 00:04:22.000]  這樣的權柄
[00:04:22.000 --> 00:04:24.000]  真是很難得這樣
[00:04:24.000 --> 00:04:29.000]  我們為美國總統的大選禱告這樣
[00:04:29.000 --> 00:04:34.000]  那假如你們都不選他們的話
[00:04:34.000 --> 00:04:38.000]  你們可以選自己也沒關係
[00:04:38.000 --> 00:04:41.000]  雖然你們不是在美國生的
[00:04:41.000 --> 00:04:43.000]  但是你這個選舉
[00:04:43.000 --> 00:04:48.000]  會把你的兒子或女兒的名字填上去這樣
[00:04:48.000 --> 00:04:51.000]  最少他們也得到總統票一票這樣
[00:04:51.000 --> 00:04:54.000]  所以當我們在看這個世界的時候
[00:04:54.000 --> 00:04:55.000]  我們就覺得
[00:04:55.000 --> 00:04:58.000]  哎呀真是這個世界不曉得要走向什麼樣子
[00:04:58.000 --> 00:05:00.000]  所以今天我們就從世界
[00:05:00.000 --> 00:05:05.000]  跳離這個世界來看看天上是怎麼樣
[00:05:05.000 --> 00:05:08.000]  看看天上的情形是怎麼樣
[00:05:08.000 --> 00:05:10.000]  那今天我們的題目是
[00:05:10.000 --> 00:05:14.000]  Every Nation, Tribe, People and Language這樣
[00:05:14.000 --> 00:05:20.000]  那啟示錄的剛開始
[00:05:20.000 --> 00:05:22.000]  有一個應許
[00:05:22.000 --> 00:05:24.000]  他說你讀啟示錄
[00:05:24.000 --> 00:05:26.000]  你聽啟示錄
[00:05:26.000 --> 00:05:28.000]  你遵行啟示錄
[00:05:28.000 --> 00:05:31.000]  你就會有福氣這樣
[00:05:31.000 --> 00:05:34.000]  有一個父親在Nursing Home
[00:05:34.000 --> 00:05:36.000]  即將去世了
[00:05:36.000 --> 00:05:37.000]  女兒去看爸爸
[00:05:37.000 --> 00:05:38.000]  問爸爸說
[00:05:38.000 --> 00:05:41.000]  爸爸我能夠為你做什麼事情
[00:05:41.000 --> 00:05:44.000]  那爸爸說你就讀啟示錄給我聽這樣
[00:05:44.000 --> 00:05:50.000]  所以女兒就從啟示錄第一章第二章第三章讀給爸爸聽
[00:05:50.000 --> 00:05:54.000]  你想一想一個面對死亡的人
[00:05:54.000 --> 00:05:57.000]  聽到啟示錄會有什麼樣的感受
[00:05:57.000 --> 00:05:59.000]  因為這個爸爸深知道
[00:05:59.000 --> 00:06:01.000]  他聽啟示錄的時候
[00:06:01.000 --> 00:06:03.000]  神要祝福他
[00:06:03.000 --> 00:06:06.000]  而且這個爸爸很聰明你知道嗎
[00:06:06.000 --> 00:06:08.000]  他叫女兒讀
[00:06:08.000 --> 00:06:11.000]  所以女兒也在讀的時候
[00:06:11.000 --> 00:06:13.000]  也明白這個將來是怎麼樣
[00:06:13.000 --> 00:06:16.000]  然後也得到神的祝福
[00:06:16.000 --> 00:06:20.000]  今天你們剛才已經讀了啟示錄的其中一段
[00:06:20.000 --> 00:06:25.000]  那你們又在聽牧師講啟示錄
[00:06:25.000 --> 00:06:27.000]  那我們一起遵行
[00:06:27.000 --> 00:06:31.000]  我們就滿有神的福氣
[00:06:31.000 --> 00:06:33.000]  對不起
[00:06:33.000 --> 00:06:38.000]  我們來讀一下中英文
[00:06:38.000 --> 00:06:40.000]  再讀一遍
[00:06:40.000 --> 00:06:43.000]  此後我觀看
[00:06:43.000 --> 00:06:45.000]  竟有許多人
[00:06:45.000 --> 00:06:47.000]  沒有人能數過來
[00:06:47.000 --> 00:06:52.000]  是各國各族各民各方來的
[00:06:52.000 --> 00:06:55.000]  那一天早晨或早上兩點前
[00:06:55.000 --> 00:06:57.000]  在正常人面前
[00:06:57.000 --> 00:06:59.000]  守著祂的祖居之地
[00:06:59.000 --> 00:07:01.000]  好 念一下英文
[00:07:01.000 --> 00:07:06.000]  A great multitude that no one could count
[00:07:06.000 --> 00:07:08.000]  在那天早晨或早上
[00:07:08.000 --> 00:07:10.000]  並沒有人能數過來
[00:07:10.000 --> 00:07:15.000]  是各國各族各民各方來的
[00:07:15.000 --> 00:07:19.000]  所以在這裡老約翰
[00:07:19.000 --> 00:07:22.000]  他就看到一個情形
[00:07:22.000 --> 00:07:26.000]  一個picture 一個圖畫 一個景象
[00:07:26.000 --> 00:07:29.000]  所以我們可以想像這個景象是怎麼樣
[00:07:29.000 --> 00:07:35.000]  就是說在神的寶座和羔羊的前面
[00:07:35.000 --> 00:07:37.000]  神的寶座在天上
[00:07:37.000 --> 00:07:40.000]  寶座坐的是上帝
[00:07:40.000 --> 00:07:42.000]  那羔羊在旁邊
[00:07:42.000 --> 00:07:44.000]  所以在寶座前面
[00:07:44.000 --> 00:07:50.000]  有許多身穿白衣拿著鐘樹枝的人
[00:07:50.000 --> 00:07:53.000]  那這些穿白衣的人有多少人呢
[00:07:53.000 --> 00:07:59.000]  這些人就是各族各民各方
[00:07:59.000 --> 00:08:04.000]  其實就是各種的語言
[00:08:04.000 --> 00:08:07.000]  所以非常多的人
[00:08:07.000 --> 00:08:09.000]  多到什麼程度
[00:08:09.000 --> 00:08:12.000]  有多少人
[00:08:12.000 --> 00:08:14.000]  Nobody can count
[00:08:14.000 --> 00:08:17.000]  多到沒有人可以數
[00:08:17.000 --> 00:08:25.000]  所以我們有一天也在那一群人當中
[00:08:25.000 --> 00:08:28.000]  其實今天弟兄姊妹在唱詩的時候
[00:08:28.000 --> 00:08:30.000]  真是非常的感恩
[00:08:30.000 --> 00:08:34.000]  好像我們就預嘗天上的景象
[00:08:34.000 --> 00:08:41.000]  我們在神的寶座前來敬拜祂 歌頌祂
[00:08:41.000 --> 00:08:45.000]  你們知道在現在的種族當中
[00:08:45.000 --> 00:08:50.000]  大概有一萬的people group
[00:08:50.000 --> 00:08:54.000]  有六千五百種語言
[00:08:54.000 --> 00:08:58.000]  其中有人在講的
[00:08:58.000 --> 00:09:02.000]  多人在講的大概一千兩百多種
[00:09:02.000 --> 00:09:05.000]  大概兩千多種
[00:09:05.000 --> 00:09:07.000]  已經翻成聖經的
[00:09:07.000 --> 00:09:10.000]  大概有五百多種語言
[00:09:10.000 --> 00:09:13.000]  每次有時候我會聽到
[00:09:13.000 --> 00:09:16.000]  有人說他要去一個民族
[00:09:16.000 --> 00:09:20.000]  他要翻那個民族的語言
[00:09:20.000 --> 00:09:23.000]  我聽了真是肅然起敬
[00:09:23.000 --> 00:09:25.000]  要去學一個語言
[00:09:25.000 --> 00:09:30.000]  然後要把它翻成另外一個語言
[00:09:30.000 --> 00:09:32.000]  把聖經翻出來
[00:09:32.000 --> 00:09:35.000]  所以在這麼多的種族當中
[00:09:35.000 --> 00:09:40.000]  其實很多人都有聖經
[00:09:40.000 --> 00:09:43.000]  在這個兩千多的語言當中
[00:09:43.000 --> 00:09:48.000]  你知道哪一種語言是被人所說的最多的一種語言
[00:09:48.000 --> 00:09:52.000]  是哪一種語言
