
[00:00:00.000 --> 00:00:01.320]  各位弟子平安
[00:00:01.320 --> 00:00:04.220]  要請大家做一次低頭祈禱
[00:00:04.220 --> 00:00:08.180]  新神像我們感謝祢
[00:00:08.180 --> 00:00:10.260]  是祢的
[00:00:10.260 --> 00:00:13.740]  我們每一個都是祢心愛的孩子
[00:00:13.740 --> 00:00:16.900]  而且祢呼喚我們在很繁忙
[00:00:16.900 --> 00:00:19.480]  很有壓力的生活裡
[00:00:19.480 --> 00:00:21.180]  分別出來
[00:00:21.180 --> 00:00:23.480]  在祢的殿裡一起敬拜
[00:00:23.480 --> 00:00:26.480]  讓聖靈時刻與我們同在
[00:00:27.220 --> 00:00:30.140]  讓我們有聖靈給我們的悟性
[00:00:30.140 --> 00:00:31.780]  去明白你懷疑中的奧秘
[00:00:31.780 --> 00:00:34.900]  讓你聽的和說的都同望你的月亮
[00:00:34.900 --> 00:00:37.140]  更求你使用木人
[00:00:37.140 --> 00:00:39.200]  去作成你要作的功
[00:00:39.200 --> 00:00:41.120]  我們同心交托獻上寶
[00:00:41.120 --> 00:00:43.800]  禱告奉祝耶穌基督的名球
[00:00:43.800 --> 00:00:44.800]  Amen
[00:00:44.800 --> 00:00:48.460]  今天和大家定的題目
[00:00:48.460 --> 00:00:51.540]  叫做「聖靈的大能」
[00:00:51.540 --> 00:00:54.080]  一想到聖靈的大能
[00:00:54.080 --> 00:00:56.980]  不知道你有什麼想法
[00:00:58.220 --> 00:00:59.880]  又或者我告訴你
[00:00:59.880 --> 00:01:02.620]  你可以向上帝求聖靈的大能
[00:01:02.620 --> 00:01:05.980]  不知道你想求些什麼
[00:01:05.980 --> 00:01:09.160]  有沒有想過
[00:01:09.160 --> 00:01:12.760]  我在想像的時候
[00:01:12.760 --> 00:01:14.880]  不知道你會不會是
[00:01:14.880 --> 00:01:18.840]  我每天上班都有做不完的工作
[00:01:18.840 --> 00:01:21.200]  盼望上帝給我的能力
[00:01:21.200 --> 00:01:22.960]  可以神速做完我的事
[00:01:22.960 --> 00:01:24.540]  可以盡早下班
[00:01:25.760 --> 00:01:27.300]  又或者聖經說
[00:01:27.300 --> 00:01:29.460]  我們有信心的時候就有儀山的能力
[00:01:29.460 --> 00:01:30.800]  不知道你會不會求
[00:01:30.800 --> 00:01:32.820]  你有儀山的能力
[00:01:32.820 --> 00:01:34.420]  阻礙你面前的困難
[00:01:34.420 --> 00:01:36.260]  你可以將它一掃而空
[00:01:36.260 --> 00:01:38.660]  又或者
[00:01:38.660 --> 00:01:41.320]  我們當中不知道是不是都
[00:01:41.320 --> 00:01:43.460]  其實我不太知道
[00:01:43.460 --> 00:01:47.180]  不過不知道你會不會是一個無學的蝸牛
[00:01:47.180 --> 00:01:48.380]  好像我一樣
[00:01:48.380 --> 00:01:51.960]  你會不會求上帝給你一個預知樓市的能力
[00:01:51.960 --> 00:01:53.900]  以致你能夠及時入市
[00:01:53.900 --> 00:01:57.080]  可以不要再做無學的蝸牛
[00:01:57.080 --> 00:01:59.980]  曾經有教友問我
[00:01:59.980 --> 00:02:01.320]  核牧師
[00:02:01.320 --> 00:02:04.340]  新玉畫讓我們看到
[00:02:04.340 --> 00:02:07.220]  很多使徒他們有醫病的能力
[00:02:07.220 --> 00:02:09.200]  為什麼現在
[00:02:09.200 --> 00:02:11.820]  我們的牧師沒有
[00:02:11.820 --> 00:02:15.780]  其實面對教友想面對的困難
[00:02:15.780 --> 00:02:19.720]  特別是一些長期病患的頂姐妹
[00:02:19.720 --> 00:02:23.060]  其實心裏面都真的希望自己能夠有醫病的能力
[00:02:23.060 --> 00:02:25.820]  讓頂姐妹或者她們的家人
[00:02:25.820 --> 00:02:28.900]  可以脫離病痛給她們的折磨
[00:02:28.900 --> 00:02:31.240]  不過我
[00:02:31.240 --> 00:02:33.500]  沒有這樣求過上帝
[00:02:33.500 --> 00:02:35.620]  因為我自己都問自己
[00:02:35.620 --> 00:02:39.280]  求一個恩賜是不是合乎神的心意呢
[00:02:39.280 --> 00:02:41.620]  今天
[00:02:41.620 --> 00:02:43.700]  今天的經課
[00:02:43.700 --> 00:02:45.220]  其實我們用三代經文
[00:02:45.220 --> 00:02:47.580]  今天的經課是《使徒行傳》第八章
[00:02:47.580 --> 00:02:49.780]  我選取了九至二十節
[00:02:49.780 --> 00:02:51.380]  我們一起來讀一下
[00:02:52.780 --> 00:02:55.820]  《使徒行傳》第八章九至二十節
[00:02:55.820 --> 00:02:58.660]  我們一起讀出
[00:02:58.660 --> 00:03:01.180]  有一個人名叫西門
[00:03:01.180 --> 00:03:05.020]  向來在那城裏有行邪術
[00:03:05.020 --> 00:03:07.300]  致命偉大人物
[00:03:07.300 --> 00:03:10.580]  使撒瑪利亞的居民驚奇
[00:03:10.580 --> 00:03:15.740]  所有的人從小到大都聽從他說
[00:03:15.740 --> 00:03:18.620]  這個人就是上帝的能力
[00:03:18.620 --> 00:03:21.340]  那稱為大能者的
[00:03:21.340 --> 00:03:23.340]  他們聽從他
[00:03:23.340 --> 00:03:28.700]  因他很久以來用邪術使他們驚奇
[00:03:28.700 --> 00:03:33.820]  當他們信了肥利所傳上帝國的福音
[00:03:33.820 --> 00:03:35.820]  和耶穌基督的名
[00:03:35.820 --> 00:03:39.260]  連男大女都受了洗
[00:03:39.260 --> 00:03:41.820]  西門自己也信了
[00:03:41.820 --> 00:03:43.820]  既受了洗
[00:03:43.820 --> 00:03:46.700]  就尚與肥利在一處
[00:03:46.700 --> 00:03:50.780]  看見他所行的神蹟和大義能
[00:03:50.780 --> 00:03:53.340]  就覺得很驚奇
[00:03:53.340 --> 00:03:56.540]  在耶路撒冷的使徒聽見
[00:03:56.540 --> 00:04:00.380]  撒瑪利亞人領受了上帝的道
[00:04:00.380 --> 00:04:06.140]  就打發彼得和約翰到他們那裏去
[00:04:06.140 --> 00:04:08.140]  兩個人下去
[00:04:08.140 --> 00:04:10.380]  就為他們禱告
[00:04:10.380 --> 00:04:13.340]  要讓他們領受聖靈
[00:04:13.340 --> 00:04:19.100]  因為聖靈還沒有降在他們任何一個人身上
[00:04:19.100 --> 00:04:23.340]  他們只奉主耶穌的名受了洗
[00:04:23.340 --> 00:04:27.260]  於是使徒按手在他們頭上
[00:04:27.260 --> 00:04:30.300]  他們就領受了聖靈
[00:04:30.300 --> 00:04:33.500]  西門看見使徒一按手
[00:04:33.500 --> 00:04:38.300]  就有聖靈之下就拿錢給使徒
[00:04:38.300 --> 00:04:42.140]  說:請把這權柄也給我
[00:04:42.140 --> 00:04:44.460]  使我手按著誰
[00:04:44.460 --> 00:04:47.500]  誰就可以領受聖靈
[00:04:47.500 --> 00:04:52.620]  彼得對他說:你的銀子和你一同滅亡吧
[00:04:52.620 --> 00:04:57.740]  因為你想上帝的恩賜是可以用錢買的
[00:04:57.740 --> 00:05:01.340]  你在這道上無份無關
[00:05:01.340 --> 00:05:05.420]  因為你在上帝面前心懷不正
[00:05:05.420 --> 00:05:09.020]  你要為你這樣的惡而悔改
[00:05:09.020 --> 00:05:15.020]  祈求主或你心裏的意念可得赦免
[00:05:15.020 --> 00:05:18.620]  我看出你正在苦膽之中
[00:05:18.620 --> 00:05:21.420]  被不義捆綁著
[00:05:21.420 --> 00:05:25.740]  西門回答說:請你們為我求主
[00:05:25.740 --> 00:05:32.940]  使你們所說的沒有一樣臨到我身上
[00:05:32.940 --> 00:05:36.780]  今天我沒有跟大家讀上面的經文
[00:05:36.780 --> 00:05:38.860]  不過如果大家有聖經的時候
[00:05:38.860 --> 00:05:41.900]  可以翻開《小男人傳》第八章
[00:05:41.900 --> 00:05:45.980]  第八章的四字八字描述「肥利」
[00:05:45.980 --> 00:05:53.420]  這位肥利是當時教會選出七位執事的其中一位
[00:05:53.420 --> 00:05:55.980]  他去到撒瑪利亞傳道
[00:05:55.980 --> 00:05:58.940]  眾人一邊聽他講的說話
[00:05:58.940 --> 00:06:02.140]  一邊看他行的神蹟
[00:06:02.140 --> 00:06:03.900]  肥利有著聖靈的大能
[00:06:03.900 --> 00:06:07.100]  聖經裏面說到他大有能力
[00:06:07.100 --> 00:06:09.580]  被聖靈充滿大有信心
[00:06:09.580 --> 00:06:11.980]  他可以趕鬼可以醫病
[00:06:11.980 --> 00:06:14.540]  幫助當地人脫離苦困
[00:06:14.540 --> 00:06:17.900]  讓當地人大有喜樂
[00:06:17.900 --> 00:06:19.900]  有一個人叫西門
[00:06:19.900 --> 00:06:23.180]  當然這個西門和西門彼得是不同的
[00:06:23.180 --> 00:06:26.220]  這位西門是行邪術的
[00:06:26.220 --> 00:06:30.140]  聖經說他自命為大人物
[00:06:30.140 --> 00:06:33.580]  換句話說他很想位高權重
[00:06:33.580 --> 00:06:35.820]  受眾人景仰
[00:06:35.820 --> 00:06:38.860]  因為他行邪術的關係讓人很驚奇
[00:06:38.860 --> 00:06:41.900]  於是所有撒瑪利亞城的人
[00:06:41.900 --> 00:06:46.540]  聖經說從小到大都聽從他
[00:06:46.540 --> 00:06:48.060]  多厲害
[00:06:48.060 --> 00:06:50.540]  眾人都當他是神般拜
[00:06:50.540 --> 00:06:55.660]  第十節的描述讓我們有這個體見
[00:06:55.660 --> 00:06:59.020]  其他人真的當他是神般拜
[00:06:59.020 --> 00:07:01.900]  但當合城的人聽了肥利所傳的道
[00:07:01.900 --> 00:07:03.260]  就信了基督
[00:07:03.260 --> 00:07:04.860]  並且洗禮
[00:07:04.860 --> 00:07:07.100]  西門也加入他們的行列
[00:07:07.100 --> 00:07:09.820]  並且時時和肥利在一起
[00:07:09.820 --> 00:07:12.540]  他看到肥利所行的神蹟
[00:07:12.540 --> 00:07:17.340]  聖經用「驚奇」這兩個字來形容西門
[00:07:17.340 --> 00:07:20.700]  就好像合城的人以前看到他行邪術
[00:07:20.700 --> 00:07:22.780]  覺得很驚奇一樣
[00:07:22.780 --> 00:07:24.380]  換句話說
[00:07:24.380 --> 00:07:29.180]  西門覺得肥利所行比他自己更厲害
[00:07:29.180 --> 00:07:33.820]  事實上他以往在城內所擁有的特權和地位
[00:07:33.820 --> 00:07:37.820]  因為肥利的出現,完全沒有了
