
[00:00:00.000 --> 00:00:25.000]  主持人:今天講題是「我們不要再看錯了」,大家有沒有看錯或判斷錯誤呢?
[00:00:25.000 --> 00:00:31.000]  大家有沒有看錯或判斷錯呢?
[00:00:31.000 --> 00:00:37.000]  大約三年前,有一次我撞花了我的車門。
[00:00:37.000 --> 00:00:41.000]  大約在三年之前,我曾經把車子的門刮花了。
[00:00:41.000 --> 00:00:45.000]  就交給車房修理。
[00:00:45.000 --> 00:00:48.000]  然後就交給修車行去修理。
[00:00:48.000 --> 00:00:59.000]  在某一天,當我把修理好的車子拿回來之後,
[00:00:59.000 --> 00:01:10.000]  車房就在九龍。
[00:01:10.000 --> 00:01:13.000]  應該在土瓜灣那邊。
[00:01:13.000 --> 00:01:22.000]  我就打算把修理好的車子開回九龍。
[00:01:22.000 --> 00:01:28.000]  我就打算把修好的車子開回港島。
[00:01:28.000 --> 00:01:33.000]  去參加家族聚餐。
[00:01:33.000 --> 00:01:38.000]  誰知我在路口提早轉彎。
[00:01:38.000 --> 00:01:50.000]  就駛入了一條路通往啟德發展區。
[00:01:50.000 --> 00:01:54.000]  我就開進了一條路通往啟德發展區那邊。
[00:01:54.000 --> 00:01:59.000]  那邊有很多建築地盤。
[00:01:59.000 --> 00:02:09.000]  如果你今天去啟德,你都會看到有很多建築物。
[00:02:09.000 --> 00:02:12.000]  如果你現在到啟德發展區那邊看看的話,
[00:02:12.000 --> 00:02:15.000]  你會發現有很多的工地在蓋房子。
[00:02:15.000 --> 00:02:18.000]  我就誤入了這個地盤裡面。
[00:02:18.000 --> 00:02:22.000]  我就誤入了不小心進入了那個發展區裡面。
[00:02:22.000 --> 00:02:30.000]  有很多打地基的工程在進行當中。
[00:02:30.000 --> 00:02:34.000]  誰知那條路不通。
[00:02:34.000 --> 00:02:39.000]  我就進入了地盤。
[00:02:39.000 --> 00:02:43.000]  前無去路。
[00:02:43.000 --> 00:02:47.000]  那我怎麼辦呢?
[00:02:47.000 --> 00:02:53.000]  我就把車倒過來開。
[00:02:53.000 --> 00:02:59.000]  然後就打算找個地方調頭。
[00:02:59.000 --> 00:03:02.000]  那我就想要找一個地方回轉。
[00:03:02.000 --> 00:03:05.000]  誰知我們的後視鏡。
[00:03:05.000 --> 00:03:07.000]  沒想到我的後視鏡。
[00:03:07.000 --> 00:03:09.000]  大家看一下這個後視鏡。
[00:03:09.000 --> 00:03:13.000]  大家可以看一下圖片。
[00:03:13.000 --> 00:03:18.000]  前視鏡。
[00:03:18.000 --> 00:03:19.000]  看不到吧?
[00:03:19.000 --> 00:03:20.000]  怪了吧?
[00:03:20.000 --> 00:03:21.000]  很奇怪。
[00:03:21.000 --> 00:03:27.000]  是不是?
[00:03:27.000 --> 00:03:30.000]  怎麼辦呢?
[00:03:30.000 --> 00:03:33.000]  沒關係,大家想像一下那個後視鏡好不好?
[00:03:33.000 --> 00:03:34.000]  沒關係,大家想像一下那個後視鏡好不好?
[00:03:34.000 --> 00:03:35.000]  沒關係,大家想像一下那個後視鏡好不好?
[00:03:35.000 --> 00:03:36.000]  沒關係,大家想像一下那個後視鏡好不好?
[00:03:36.000 --> 00:03:37.000]  大家想像一下那個後視鏡好不好?
[00:03:37.000 --> 00:03:38.000]  大家想像一下那個後視鏡好不好?
[00:03:38.000 --> 00:03:39.000]  大家想像一下那個後視鏡好不好?
[00:03:39.000 --> 00:03:40.000]  大家想像一下那個後視鏡好不好?
[00:03:40.000 --> 00:03:41.000]  大家想像一下那個後視鏡好不好?
[00:03:41.000 --> 00:03:43.000]  大家想像一下那個後視鏡好不好?
[00:03:43.000 --> 00:03:44.000]  大家想像一下那個後視鏡好不好?
[00:03:44.000 --> 00:03:45.000]  大家想像一下那個後視鏡好不好?
[00:03:45.000 --> 00:03:46.000]  大家想像一下那個後視鏡好不好?
[00:03:46.000 --> 00:03:47.000]  大家想像一下那個後視鏡好不好?
[00:03:47.000 --> 00:03:48.000]  大家想像一下那個後視鏡好不好?
[00:03:48.000 --> 00:03:49.000]  大家想像一下那個後視鏡好不好?
[00:03:49.000 --> 00:03:50.000]  大家想像一下那個後視鏡好不好?
[00:03:50.000 --> 00:03:51.000]  大家想像一下那個後視鏡好不好?
[00:03:51.000 --> 00:03:52.000]  大家想像一下那個後視鏡好不好?
[00:03:52.000 --> 00:03:53.000]  大家想像一下那個後視鏡好不好?
[00:03:53.000 --> 00:03:54.000]  大家想像一下那個後視鏡好不好?
[00:03:54.000 --> 00:03:55.000]  大家想像一下那個後視鏡好不好?
[00:03:55.000 --> 00:03:56.000]  大家想像一下那個後視鏡好不好?
[00:03:56.000 --> 00:03:57.000]  大家想像一下那個後視鏡好不好?
[00:03:57.000 --> 00:03:58.000]  大家想像一下那個後視鏡好不好?
[00:03:58.000 --> 00:04:11.000]  大家想像一下那個後視鏡好不好?
[00:04:11.000 --> 00:04:12.000]  大家想像一下那個後視鏡好不好?
[00:04:12.000 --> 00:04:13.000]  大家想像一下那個後視鏡好不好?
[00:04:13.000 --> 00:04:14.000]  大家想像一下那個後視鏡好不好?
[00:04:14.000 --> 00:04:15.000]  大家想像一下那個後視鏡好不好?
[00:04:15.000 --> 00:04:16.000]  大家想像一下那個後視鏡好不好?
[00:04:16.000 --> 00:04:17.000]  大家想像一下那個後視鏡好不好?
[00:04:17.000 --> 00:04:18.000]  大家想像一下那個後視鏡好不好?
[00:04:18.000 --> 00:04:19.000]  大家想像一下那個後視鏡好不好?
[00:04:19.000 --> 00:04:20.000]  大家想像一下那個後視鏡好不好?
[00:04:20.000 --> 00:04:21.000]  大家想像一下那個後視鏡好不好?
[00:04:21.000 --> 00:04:22.000]  大家想像一下那個後視鏡好不好?
[00:04:22.000 --> 00:04:23.000]  大家想像一下那個後視鏡好不好?
[00:04:23.000 --> 00:04:24.000]  大家想像一下那個後視鏡好不好?
[00:04:24.000 --> 00:04:25.000]  大家想像一下那個後視鏡好不好?
[00:04:25.000 --> 00:04:26.000]  大家想像一下那個後視鏡好不好?
[00:04:26.000 --> 00:04:28.000]  大家想像一下那個後視鏡好不好?
[00:04:28.000 --> 00:04:29.000]  大家想像一下那個後視鏡好不好?
[00:04:29.000 --> 00:04:30.000]  大家想像一下那個後視鏡好不好?
[00:04:30.000 --> 00:04:31.000]  大家想像一下那個後視鏡好不好?
[00:04:31.000 --> 00:04:32.000]  大家想像一下那個後視鏡好不好?
[00:04:32.000 --> 00:04:33.000]  大家想像一下那個後視鏡好不好?
[00:04:33.000 --> 00:04:34.000]  大家想像一下那個後視鏡好不好?
[00:04:34.000 --> 00:04:35.000]  大家想像一下那個後視鏡好不好?
[00:04:35.000 --> 00:04:36.000]  大家想像一下那個後視鏡好不好?
[00:04:36.000 --> 00:04:37.000]  大家想像一下那個後視鏡好不好?
[00:04:37.000 --> 00:04:38.000]  大家想像一下那個後視鏡好不好?
[00:04:38.000 --> 00:04:39.000]  大家想像一下那個後視鏡好不好?
[00:04:39.000 --> 00:04:40.000]  大家想像一下那個後視鏡好不好?
[00:04:40.000 --> 00:04:41.000]  大家想像一下那個後視鏡好不好?
[00:04:41.000 --> 00:04:42.000]  大家想像一下那個後視鏡好不好?
[00:04:42.000 --> 00:04:43.000]  大家想像一下那個後視鏡好不好?
[00:04:43.000 --> 00:05:03.000]  大家想像一下那個後視鏡好不好?
[00:05:14.000 --> 00:05:15.000]  大家想像一下那個後視鏡好不好?
[00:05:15.000 --> 00:05:16.000]  大家想像一下那個後視鏡好不好?
[00:05:16.000 --> 00:05:17.000]  大家想像一下那個後視鏡好不好?
[00:05:17.000 --> 00:05:18.000]  大家想像一下那個後視鏡好不好?
[00:05:18.000 --> 00:05:19.000]  大家想像一下那個後視鏡好不好?
[00:05:19.000 --> 00:05:20.000]  大家想像一下那個後視鏡好不好?
[00:05:20.000 --> 00:05:21.000]  大家想像一下那個後視鏡好不好?
[00:05:21.000 --> 00:05:22.000]  大家想像一下那個後視鏡好不好?
[00:05:22.000 --> 00:05:23.000]  大家想像一下那個後視鏡好不好?
[00:05:23.000 --> 00:05:24.000]  大家想像一下那個後視鏡好不好?
[00:05:24.000 --> 00:05:25.000]  大家想像一下那個後視鏡好不好?
[00:05:25.000 --> 00:05:26.000]  大家想像一下那個後視鏡好不好?
[00:05:26.000 --> 00:05:27.000]  大家想像一下那個後視鏡好不好?
[00:05:27.000 --> 00:05:28.000]  大家想像一下那個後視鏡好不好?
[00:05:28.000 --> 00:05:29.000]  大家想像一下那個後視鏡好不好?
[00:05:29.000 --> 00:05:30.000]  大家想像一下那個後視鏡好不好?
[00:05:30.000 --> 00:05:47.000]  大家想像一下那個後視鏡好不好?
[00:05:47.000 --> 00:05:48.000]  大家想像一下那個後視鏡好不好?
[00:05:48.000 --> 00:05:49.000]  大家想像一下那個後視鏡好不好?
[00:05:49.000 --> 00:05:50.000]  大家想像一下那個後視鏡好不好?
[00:05:50.000 --> 00:05:51.000]  大家想像一下那個後視鏡好不好?
[00:05:51.000 --> 00:05:52.000]  大家想像一下那個後視鏡好不好?
[00:05:52.000 --> 00:05:53.000]  大家想像一下那個後視鏡好不好?
[00:05:53.000 --> 00:05:54.000]  大家想像一下那個後視鏡好不好?
[00:05:54.000 --> 00:05:55.000]  大家想像一下那個後視鏡好不好?
[00:05:55.000 --> 00:05:56.000]  大家想像一下那個後視鏡好不好?
[00:05:56.000 --> 00:05:57.000]  大家想像一下那個後視鏡好不好?
[00:05:57.000 --> 00:05:58.000]  大家想像一下那個後視鏡好不好?
[00:05:58.000 --> 00:05:59.000]  大家想像一下那個後視鏡好不好?
[00:05:59.000 --> 00:06:00.000]  大家想像一下那個後視鏡好不好?
[00:06:00.000 --> 00:06:01.000]  大家想像一下那個後視鏡好不好?
[00:06:01.000 --> 00:06:02.000]  大家想像一下那個後視鏡好不好?
[00:06:02.000 --> 00:06:03.000]  大家想像一下那個後視鏡好不好?
[00:06:03.000 --> 00:06:04.000]  大家想像一下那個後視鏡好不好?
[00:06:04.000 --> 00:06:05.000]  大家想像一下那個後視鏡好不好?
