
[00:00:00.000 --> 00:00:06.400]  好,我們今天去研讀《哈勃書記》二章第一至五節
[00:00:06.400 --> 00:00:11.400]  我們說:「聖、善、仁、正未算為二」
[00:00:11.400 --> 00:00:12.400]  很嚴厲吧
[00:00:12.400 --> 00:00:13.600]  如果你做這麼好的人
[00:00:13.600 --> 00:00:14.400]  也未算是二人
[00:00:14.400 --> 00:00:15.400]  怎麼算是呢?
[00:00:15.400 --> 00:00:17.200]  求主幫助我們一起去祈禱
[00:00:17.200 --> 00:00:20.600]  主耶穌讓我們在這句話上
[00:00:20.600 --> 00:00:25.200]  知道二人是因順得生
[00:00:25.200 --> 00:00:30.800]  因在對主應許的信靠
[00:00:30.800 --> 00:00:33.400]  被主的德稱為二
[00:00:33.400 --> 00:00:34.800]  開我們的眼
[00:00:34.800 --> 00:00:36.800]  讓我們縱然在苦難裏面
[00:00:36.800 --> 00:00:38.200]  仍能夠堅忍
[00:00:38.200 --> 00:00:41.400]  直至神的應許不會落空
[00:00:41.400 --> 00:00:43.000]  的應許成就
[00:00:43.000 --> 00:00:44.000]  奉耶穌的聖名
[00:00:44.000 --> 00:00:45.000]  阿們
[00:00:45.000 --> 00:00:48.800]  我們看聖經會發覺
[00:00:48.800 --> 00:00:51.800]  神是一位很答非所問的神
[00:00:53.000 --> 00:00:55.200]  例如看《哈勃書記》
[00:00:55.200 --> 00:00:58.600]  《哈勃書記》開始問的問題
[00:00:58.600 --> 00:01:03.000]  就是我在《哈勃書記》的第一次講道已經說了
[00:01:03.000 --> 00:01:04.800]  就是說
[00:01:04.800 --> 00:01:07.400]  主啊,還要等多久啊?
[00:01:07.400 --> 00:01:09.400]  How long? Oh Lord!
[00:01:09.400 --> 00:01:11.000]  那裡某程度上
[00:01:11.000 --> 00:01:12.600]  神也在回答了
[00:01:12.600 --> 00:01:13.800]  剛才大家讀的時候
[00:01:13.800 --> 00:01:14.800]  看到第二節
[00:01:14.800 --> 00:01:17.400]  神就說:很快,一定會應驗
[00:01:17.400 --> 00:01:19.200]  但是當神繼續說
[00:01:19.200 --> 00:01:20.800]  關於《哈勃書記》才去投訴
[00:01:20.800 --> 00:01:23.400]  猶太國裏面有這麼多的奸惡
[00:01:23.400 --> 00:01:24.400]  這麼多的暴力
[00:01:24.400 --> 00:01:25.400]  這麼多的不義
[00:01:25.400 --> 00:01:26.800]  神你不見得嗎?
[00:01:26.800 --> 00:01:28.400]  你不去對付猶太國?
[00:01:28.400 --> 00:01:30.200]  去審判這些惡人嗎?
[00:01:30.200 --> 00:01:32.400]  神的回應是怎樣的?
[00:01:32.400 --> 00:01:33.800]  我會,當然會
[00:01:33.800 --> 00:01:36.000]  怎樣去審判猶太國?
[00:01:36.000 --> 00:01:37.400]  我找更加暴力
[00:01:37.400 --> 00:01:38.400]  更加不義
[00:01:38.400 --> 00:01:41.400]  更加奸惡的加勒底人
[00:01:41.400 --> 00:01:42.800]  即是巴比倫
[00:01:42.800 --> 00:01:45.800]  去審判猶太國
[00:01:45.800 --> 00:01:48.800]  按同期的耶利米茲先知已經預言
[00:01:48.800 --> 00:01:54.400]  七十年猶太國將會被滅
[00:01:54.400 --> 00:01:56.000]  而且猶太國要被擄
[00:01:56.000 --> 00:01:57.600]  要過七十年之後
[00:01:57.600 --> 00:02:00.800]  他們才會回歸回應許之地
[00:02:00.800 --> 00:02:02.600]  在我們計算沒有錯的時候
[00:02:02.600 --> 00:02:05.200]  哈勃先知去領受這個啟示
[00:02:05.200 --> 00:02:07.400]  直到猶太國真的滅國
[00:02:07.400 --> 00:02:10.200]  大概只有八年的時間
[00:02:10.200 --> 00:02:12.800]  所以神在第二節說到
[00:02:12.800 --> 00:02:16.600]  這件事很快就應驗
[00:02:16.600 --> 00:02:18.600]  但是當哈勃先知聽到的時候
[00:02:18.600 --> 00:02:20.200]  他很討厭這些神
[00:02:20.200 --> 00:02:21.200]  那些聖潔的神
[00:02:21.200 --> 00:02:22.800]  吳漢奸詐罪惡的神
[00:02:22.800 --> 00:02:25.000]  為什麼你容許更加不義
[00:02:25.000 --> 00:02:25.800]  更加奸惡
[00:02:25.800 --> 00:02:29.000]  更加暴力的巴比倫去滅了猶太呢?
[00:02:29.000 --> 00:02:30.200]  於是他很緊張
[00:02:30.200 --> 00:02:31.200]  第一節說到
[00:02:31.200 --> 00:02:34.200]  他在城樓或守望處
[00:02:34.200 --> 00:02:37.200]  因為以前的城市一定有城牆
[00:02:37.200 --> 00:02:40.000]  以前一定靠城牆去保護城市
[00:02:40.000 --> 00:02:42.800]  在城樓或城牆最高的地方
[00:02:42.800 --> 00:02:44.800]  有人不斷有一個守望者看著
[00:02:44.800 --> 00:02:46.000]  究竟有沒有敵人來
[00:02:46.000 --> 00:02:48.000]  有的時候他就要摧割全城的人
[00:02:48.000 --> 00:02:49.200]  就要戒備
[00:02:49.200 --> 00:02:50.800]  預備去迎敵
[00:02:50.800 --> 00:02:53.000]  先知就好像這個城市
[00:02:53.000 --> 00:02:54.800]  甚至這個國家的守望者
[00:02:54.800 --> 00:02:58.400]  他上到營樓頂去守望
[00:02:58.400 --> 00:02:59.600]  神啊,你如何回應?
[00:02:59.600 --> 00:03:02.200]  我如何向我的百姓交代?
[00:03:02.200 --> 00:03:03.200]  祂說出神的意思
[00:03:03.200 --> 00:03:06.000]  應該是我們國家的旨意
[00:03:06.000 --> 00:03:09.800]  又或者
[00:03:09.800 --> 00:03:12.200]  他好像預期
[00:03:12.200 --> 00:03:14.200]  巴比倫人將要來到
[00:03:14.200 --> 00:03:16.600]  他就有一個守望者看著這個城市
[00:03:16.600 --> 00:03:18.200]  若有人侵略的時候
[00:03:18.200 --> 00:03:21.400]  他應該如何提醒百姓應變?
[00:03:21.400 --> 00:03:23.000]  神的說法就是
[00:03:23.000 --> 00:03:25.200]  第二節
[00:03:25.200 --> 00:03:27.400]  要將這個默示寫在漢版上
[00:03:27.400 --> 00:03:28.600]  使人容易朗讀
[00:03:28.600 --> 00:03:31.200]  因為這默示有一定的日期
[00:03:31.200 --> 00:03:32.200]  論及終局
[00:03:32.200 --> 00:03:33.600]  絕不落空
[00:03:33.600 --> 00:03:35.200]  他雖然擔言
[00:03:35.200 --> 00:03:36.000]  你要等候
[00:03:36.000 --> 00:03:37.200]  因為他必臨到
[00:03:37.200 --> 00:03:38.800]  不再遲疑
[00:03:38.800 --> 00:03:40.200]  這書在說什麼呢?
[00:03:40.200 --> 00:03:42.200]  你將我所說的話寫下
[00:03:42.200 --> 00:03:43.800]  寫在漢版上
[00:03:43.800 --> 00:03:45.000]  一塊板上
[00:03:45.000 --> 00:03:46.400]  以至人們如何讀?
[00:03:46.400 --> 00:03:48.000]  不需要像今天我們這樣
[00:03:48.000 --> 00:03:50.800]  很辛苦睜開雙眼才大概看到經文
[00:03:50.800 --> 00:03:53.400]  人們就算一路走一路跑
[00:03:53.400 --> 00:03:56.000]  都能夠清楚信息說什麼
[00:03:56.000 --> 00:03:57.600]  像什麼呢?
[00:03:57.600 --> 00:03:59.800]  大概就是如果大家去外國
[00:03:59.800 --> 00:04:03.000]  開車去公路
[00:04:03.000 --> 00:04:04.200]  大家知道
[00:04:04.200 --> 00:04:06.400]  那裡被丹麥駁
[00:04:06.400 --> 00:04:10.800]  人們賣廣告就放在很高很高的廣告架上
[00:04:10.800 --> 00:04:12.000]  一塊板
[00:04:12.000 --> 00:04:13.000]  很大的字
[00:04:13.000 --> 00:04:14.400]  讓你開車的時候
[00:04:14.400 --> 00:04:16.800]  當然不會這麼仔細去看細節說什麼
[00:04:16.800 --> 00:04:20.800]  不會是一整段文章寫出來
[00:04:20.800 --> 00:04:22.000]  一定是幾個字
[00:04:22.000 --> 00:04:24.000]  一看就知道
[00:04:24.000 --> 00:04:25.600]  接下來有一家什麼餐廳
[00:04:25.600 --> 00:04:26.400]  我轉個彎
[00:04:26.400 --> 00:04:27.800]  打兩圈就到了
[00:04:27.800 --> 00:04:31.400]  或者前面哪家公司有什麼減價
[00:04:31.400 --> 00:04:34.400]  接下來有什麼電影就快上行了
[00:04:34.400 --> 00:04:36.600]  於是大家一看就知道
[00:04:36.600 --> 00:04:40.200]  有人甚至說這個可能是當時
[00:04:41.000 --> 00:04:45.600]  皇帝要使一些政府的官銜
[00:04:45.600 --> 00:04:47.200]  放在公眾的地方
[00:04:47.200 --> 00:04:48.600]  每個人一走過
[00:04:48.600 --> 00:04:50.200]  看到一定知道的東西
[00:04:50.200 --> 00:04:52.600]  總之神就說
[00:04:52.600 --> 00:04:53.800]  你要讓人知道
[00:04:53.800 --> 00:04:55.000]  第一是很容易明白的
[00:04:55.000 --> 00:04:58.400]  因為我所要做的審判一定會來
[00:04:58.400 --> 00:05:01.600]  而且是一定會準時來到
[00:05:01.600 --> 00:05:04.600]  不是按照著人的時間
[00:05:04.600 --> 00:05:06.000]  是人的時間
[00:05:06.000 --> 00:05:07.600]  人一定要知道
[00:05:07.600 --> 00:05:09.800]  所以人一定要預備
[00:05:09.800 --> 00:05:13.000]  所以為什麼神是一個答非所問的神呢?
[00:05:13.000 --> 00:05:14.600]  哈伯古先子問
[00:05:14.600 --> 00:05:18.600]  神為什麼要用更加不義的人去審判不義的人呢?
[00:05:18.600 --> 00:05:22.200]  神的回答就不是這樣
[00:05:22.200 --> 00:05:24.000]  祂說總之你告訴別人
[00:05:24.000 --> 00:05:25.400]  一定會來到的
[00:05:25.400 --> 00:05:27.200]  我現在告訴你的就是
[00:05:27.200 --> 00:05:30.000]  如何在一個苦難世界裡面求存
[00:05:30.000 --> 00:05:32.400]  一個救生的秘笈
[00:05:32.400 --> 00:05:35.000]  然後到了第四節
[00:05:35.000 --> 00:05:38.800]  就是聖經裡面其中一句非常出名的聖經
[00:05:38.800 --> 00:05:41.400]  稍後會講到它身上非常重要的一段聖經
[00:05:41.400 --> 00:05:44.000]  或者我們一起將第四節再讀一次
[00:05:44.000 --> 00:05:44.600]  請讀
[00:05:44.600 --> 00:05:54.000]  好
[00:05:54.000 --> 00:05:57.200]  不過現在的結果其實應該是標題
[00:05:57.200 --> 00:05:59.000]  不是聖經本身
[00:05:59.000 --> 00:06:00.800]  可能就是
[00:06:00.800 --> 00:06:04.600]  唐光祥去 copy and paste 的時候沒有留意
[00:06:04.600 --> 00:06:06.800]  好
[00:06:07.400 --> 00:06:08.800]  大家留意一下
[00:06:08.800 --> 00:06:11.800]  我近來習慣嘗試用華本修訂版
[00:06:11.800 --> 00:06:15.000]  所以跟大家傳統讀開的華本少出入
[00:06:15.000 --> 00:06:18.200]  我覺得這個翻譯比較適切一點
[00:06:18.200 --> 00:06:19.400]  在華漢
[00:06:19.400 --> 00:06:22.400]  惡人自高自大心不正直
[00:06:22.400 --> 00:06:25.800]  為二人必因他的信得生
[00:06:25.800 --> 00:06:28.400]  這裡所說的惡人不僅是說猶大人
[00:06:28.400 --> 00:06:31.200]  不僅是說巴比倫的迦勒底人
[00:06:31.200 --> 00:06:34.800]  更加是普及性地說地上所有的惡人
[00:06:34.800 --> 00:06:36.000]  那些惡人怎麼說呢?
[00:06:36.000 --> 00:06:37.200]  主用惡作什麼呢?
[00:06:37.200 --> 00:06:38.400]  他們自高自大
[00:06:38.400 --> 00:06:41.600]  當然巴比倫人真的很厲害
[00:06:41.600 --> 00:06:43.400]  迦勒底人很殘暴
[00:06:43.400 --> 00:06:45.600]  到了第二章一直讀下去的時候
[00:06:45.600 --> 00:06:47.400]  神說他們五個災
[00:06:47.400 --> 00:06:49.600]  都是跟他們的罪惡有關
[00:06:49.600 --> 00:06:50.800]  神說要審判他們
[00:06:50.800 --> 00:06:52.400]  他們要自食其果
[00:06:52.400 --> 00:06:56.800]  這樣
[00:06:56.800 --> 00:06:58.600]  在這個災難裡面
[00:06:58.600 --> 00:07:00.400]  人怎麼求生呢?
[00:07:00.400 --> 00:07:02.400]  多買幾份保險
[00:07:02.400 --> 00:07:05.200]  拿幾塊黃金去走攬
[00:07:05.200 --> 00:07:06.000]  移民
[00:07:06.600 --> 00:07:09.600]  神說為什麼因信得生呢?
[00:07:09.600 --> 00:07:12.600]  二人是因他的信得生
[00:07:12.600 --> 00:07:14.400]  這裡可以有兩個解釋
[00:07:14.400 --> 00:07:17.600]  一是二人因著對神的信靠
[00:07:17.600 --> 00:07:19.400]  尤其是神的應許
[00:07:19.400 --> 00:07:21.800]  能夠得救
[00:07:21.800 --> 00:07:24.400]  另外一個說法就是
[00:07:24.400 --> 00:07:28.800]  二人因著二人本身自己信實的行為
[00:07:28.800 --> 00:07:30.600]  而得救
[00:07:30.600 --> 00:07:33.000]  但總括來說
[00:07:33.000 --> 00:07:36.000]  其實兩個解釋都沒有矛盾
[00:07:36.400 --> 00:07:37.600]  人若信靠神
[00:07:37.600 --> 00:07:39.000]  你應許的話會審判
[00:07:39.000 --> 00:07:41.600]  所以人就在等候神會做事
[00:07:41.600 --> 00:07:43.000]  神是公義的位置
[00:07:43.000 --> 00:07:45.000]  用神的方法時間
[00:07:45.000 --> 00:07:46.800]  不是用人的方法時間去做事
[00:07:46.800 --> 00:07:49.000]  於是人信靠神
[00:07:49.000 --> 00:07:51.600]  就活出一種因著對神的信實
[00:07:51.600 --> 00:07:52.600]  活出一種對神
[00:07:52.600 --> 00:07:55.000]  甚至對人的信實的生命
[00:07:55.000 --> 00:07:57.800]  反映出對神的信靠
[00:07:57.800 --> 00:08:01.600]  像什麼呢?
[00:08:04.400 --> 00:08:08.000]  大家知道我第二個兒子出生大概一個多月
[00:08:08.000 --> 00:08:11.600]  太太仍然在家中休養
[00:08:11.600 --> 00:08:13.400]  但是
[00:08:13.400 --> 00:08:16.800]  大兒子整個月沒有上主要學校
[00:08:16.800 --> 00:08:18.000]  太太就很擔心
[00:08:18.000 --> 00:08:19.000]  他不上主要學校
[00:08:19.000 --> 00:08:20.000]  很不開心
[00:08:20.000 --> 00:08:20.600]  怎麼樣?
[00:08:20.600 --> 00:08:22.000]  其實兒子也沒有說要上主要學校
[00:08:22.000 --> 00:08:23.000]  你不開心而已
[00:08:23.000 --> 00:08:24.400]  不要緊
[00:08:24.400 --> 00:08:27.800]  大兒子只有兩歲多
[00:08:27.800 --> 00:08:31.200]  她就說不如你今天嘗試帶他上主要學校
[00:08:31.200 --> 00:08:34.600]  如果有人看著他,你就走廣道,他就在上面
[00:08:34.600 --> 00:08:36.400]  不過預期他會哭
[00:08:36.400 --> 00:08:37.200]  那就預料到了
[00:08:37.200 --> 00:08:39.200]  雖然今天早上我太太也跟兒子說
[00:08:39.200 --> 00:08:40.800]  記住不要哭
[00:08:40.800 --> 00:08:43.600]  其實說完就等於沒有說
[00:08:43.600 --> 00:08:45.600]  於是今天早上我帶兒子上去
[00:08:45.600 --> 00:08:48.400]  然後有些主要學校的導師很好
[00:08:48.400 --> 00:08:50.200]  我說把兒子交給你
[00:08:50.200 --> 00:08:51.000]  幫你照顧他
[00:08:51.000 --> 00:08:51.800]  我去廣道
[00:08:51.800 --> 00:08:52.600]  行了
[00:08:52.600 --> 00:08:54.200]  兒子已經知道發生什麼事
[00:08:54.200 --> 00:08:54.600]  開始哭了
[00:08:54.600 --> 00:08:55.200]  爆哭了
[00:08:55.200 --> 00:08:55.800]  是不是?
[00:08:55.800 --> 00:08:57.200]  我又再講一次給他聽
[00:08:57.200 --> 00:08:59.000]  乖乖的在這裡
[00:08:59.000 --> 00:09:00.200]  不要到處跑
[00:09:00.200 --> 00:09:01.800]  爸爸一會兒講完廣道
[00:09:01.800 --> 00:09:03.200]  做完之後會上來接你的
[00:09:03.200 --> 00:09:04.400]  記住!記住!記住!
[00:09:04.400 --> 00:09:06.000]  你知道我兒子會不會聽完之後
[00:09:06.000 --> 00:09:07.200]  不知道爸爸這樣
[00:09:07.200 --> 00:09:08.400]  就繼續爆哭
[00:09:08.400 --> 00:09:09.000]  是不是?
[00:09:09.000 --> 00:09:11.600]  但是無論如何
[00:09:11.600 --> 00:09:13.400]  總之我講完道
[00:09:13.400 --> 00:09:14.200]  跟大家握完手
[00:09:14.200 --> 00:09:15.200]  我就上去接兒子
[00:09:15.200 --> 00:09:19.000]  他哭不哭
[00:09:19.000 --> 00:09:21.800]  我應許他的事
[00:09:21.800 --> 00:09:22.600]  我答應他的事
[00:09:22.600 --> 00:09:23.200]  我都會做
[00:09:23.200 --> 00:09:25.800]  只要他留在上面
[00:09:25.800 --> 00:09:27.000]  不要到處跑
[00:09:27.000 --> 00:09:28.800]  繼續讓主要學校的導師看著他
[00:09:28.800 --> 00:09:29.600]  就安全了
[00:09:30.600 --> 00:09:32.200]  但是若他不聽話的時候
[00:09:32.200 --> 00:09:34.000]  他說
[00:09:34.000 --> 00:09:35.400]  爸爸不是騙我的嗎?
[00:09:35.400 --> 00:09:36.600]  他走了去哪裡?
[00:09:36.600 --> 00:09:37.600]  沒有回來
[00:09:37.600 --> 00:09:38.600]  一個人一上來
[00:09:38.600 --> 00:09:39.200]  嘩!真是太好了
[00:09:39.200 --> 00:09:39.800]  沒有網管了
[00:09:39.800 --> 00:09:41.200]  我先去找其他東西
[00:09:41.200 --> 00:09:42.800]  然後到處走了去
[00:09:42.800 --> 00:09:44.000]  踏一些棚樓梯
[00:09:44.000 --> 00:09:45.400]  然後我上去找不到他
[00:09:45.400 --> 00:09:46.400]  這樣就麻煩了
[00:09:46.400 --> 00:09:49.000]  這樣他就不是二人廟在眼中了
[00:09:49.000 --> 00:09:50.400]  他就不是恩信得心了
[00:09:50.400 --> 00:09:51.000]  很大件事
