
[00:00:00.000 --> 00:00:03.520]  各位聽眾平安 我是劉少康牧師
[00:00:03.520 --> 00:00:06.120]  我們這個末世交響曲
[00:00:06.120 --> 00:00:11.720]  就是使徒約翰在拔摩海島上所見到的圖像
[00:00:11.720 --> 00:00:15.280]  已經來到第二十二講了
[00:00:15.280 --> 00:00:20.280]  就會講解啟示錄的十五和十六
[00:00:20.280 --> 00:00:22.560]  這兩章的成經
[00:00:22.560 --> 00:00:26.480]  或者在這裡我要做一個小小的複雜
[00:00:26.480 --> 00:00:29.480]  因為由第六章開始
[00:00:29.480 --> 00:00:34.680]  啟示錄是依次序提到七個人
[00:00:34.680 --> 00:00:38.560]  接著就提到七個的號動
[00:00:38.560 --> 00:00:42.160]  接著就提到七個碗
[00:00:42.160 --> 00:00:46.880]  這三個是啟示錄裏面很重要
[00:00:46.880 --> 00:00:52.560]  神對世界的審判一個大災難
[00:00:52.560 --> 00:00:54.560]  有解經家說
[00:00:54.560 --> 00:01:01.120]  這個大災難是神顯明祂的公正、公義、公平
[00:01:01.120 --> 00:01:07.160]  因為祂對這個世界的罪惡已經不能夠再忍受
[00:01:07.160 --> 00:01:12.480]  但我們的神祂是一位很公義、公正
[00:01:12.480 --> 00:01:18.960]  但卻另外一方面又慈愛、又憐憫的神
[00:01:18.960 --> 00:01:23.280]  所以七人會停頓一下
[00:01:23.280 --> 00:01:26.720]  然後七號又停頓一下
[00:01:26.720 --> 00:01:29.200]  然後講七碗
[00:01:29.200 --> 00:01:32.200]  然後又停頓一下
[00:01:32.200 --> 00:01:35.880]  有人叫這三次的停頓
[00:01:35.880 --> 00:01:39.080]  叫做三個Interlude
[00:01:39.080 --> 00:01:43.760]  就是三個休息、歇息的時間
[00:01:43.760 --> 00:01:47.600]  這三個歇息時間的作用是什麼呢?
[00:01:47.600 --> 00:01:51.520]  就是讓我們向天來仰望
[00:01:51.520 --> 00:01:56.000]  我們見到我們的神仍然是有慈愛
[00:01:56.000 --> 00:02:00.880]  祂接納那些來到祂面前的人
[00:02:00.880 --> 00:02:07.360]  剛才我提過第六章就提到七個印
[00:02:07.360 --> 00:02:13.080]  由第七章就是第一個Interlude
[00:02:13.080 --> 00:02:15.400]  這個Interlude講什麼呢?
[00:02:15.400 --> 00:02:19.440]  就是在地上有十四萬四千人
[00:02:19.440 --> 00:02:24.040]  他們都是受了神的印記的
[00:02:24.040 --> 00:02:26.920]  而且有千千萬萬的人
[00:02:26.920 --> 00:02:30.480]  他們是從各族、各民、各方來的
[00:02:30.480 --> 00:02:35.480]  他們都要在天上來敬拜我們的神
[00:02:35.480 --> 00:02:40.240]  這裡再給我們看見雖然地上有啟示六四騎士
[00:02:40.240 --> 00:02:42.680]  有各種不同的災難
[00:02:42.680 --> 00:02:46.640]  但是神仍然憐憫世人
[00:02:46.640 --> 00:02:53.800]  而第八和第九章就揭開七個號圖
[00:02:53.800 --> 00:03:00.920]  但由第十章第一節一直到十一章十四節
[00:03:00.920 --> 00:03:04.400]  這個是第二個Interlude
[00:03:04.400 --> 00:03:06.400]  第二個休息
[00:03:06.400 --> 00:03:08.560]  這個休息講什麼呢?
[00:03:08.560 --> 00:03:14.040]  就是講約翰他吃了一個書卷
[00:03:14.040 --> 00:03:18.040]  然後他就會講寓言
[00:03:18.040 --> 00:03:21.760]  他而且手上有一條位子
[00:03:21.760 --> 00:03:26.840]  給他去量度電和軟子
[00:03:26.840 --> 00:03:30.840]  接著他會見到有兩個見證人
[00:03:30.840 --> 00:03:35.960]  這兩個見證人是有關他們去傳道
[00:03:35.960 --> 00:03:41.760]  他們就是叫那些人能夠悔改
[00:03:41.760 --> 00:03:47.520]  他們是耶穌基督的見證人
[00:03:47.520 --> 00:03:50.520]  所以很特別第二個Interlude
[00:03:50.520 --> 00:03:53.160]  又是講到全福音的
[00:03:53.160 --> 00:03:55.000]  只要你悔改
[00:03:55.000 --> 00:03:56.800]  只要你歸向神
[00:03:56.800 --> 00:04:00.480]  你仍然有機會回絕
[00:04:00.480 --> 00:04:06.000]  然後由第十一章十五到十九節
[00:04:06.000 --> 00:04:10.600]  就開始揭開這個所謂第七個號
[00:04:10.600 --> 00:04:15.080]  換句話來說就是七個碗
[00:04:15.080 --> 00:04:18.280]  但那裡只用了幾節聖經題
[00:04:18.280 --> 00:04:21.560]  接著又有第三個Interlude
[00:04:21.560 --> 00:04:24.880]  就由第十二章第一節
[00:04:24.880 --> 00:04:28.160]  一直到十五章第八節
[00:04:28.160 --> 00:04:31.120]  這裡是比較長一點的
[00:04:31.120 --> 00:04:33.800]  這個Interlude講什麼呢?
[00:04:33.800 --> 00:04:39.280]  就是他們會見到有大紅龍的出現
[00:04:39.280 --> 00:04:43.240]  有婦人的出現
[00:04:43.240 --> 00:04:46.160]  和有地上的神
[00:04:46.160 --> 00:04:48.120]  這三樣東西
[00:04:48.120 --> 00:04:54.760]  紅龍、婦人和地上的神
[00:04:54.760 --> 00:05:05.760]  有人說這三個就是與神對抗魔鬼的三位一體
[00:05:05.760 --> 00:05:09.480]  就是迪基督、賈先知
[00:05:09.480 --> 00:05:21.120]  和迪基督、賈先知
[00:05:21.120 --> 00:05:28.600]  這三個就是與耶穌基督作對的三大勢力
[00:05:28.600 --> 00:05:33.520]  就是撒旦、迪基督和賈先知
[00:05:33.520 --> 00:05:38.840]  而且他們好像結合成為一體
[00:05:38.840 --> 00:05:40.880]  所以在這裡
[00:05:40.880 --> 00:05:44.040]  就是聖經裡面在啟述錄裡面
[00:05:44.040 --> 00:05:54.240]  就講到大紅龍、地上的獸和那個婦人
[00:05:54.240 --> 00:05:57.680]  但在地上這個戰爭
[00:05:57.680 --> 00:06:01.920]  卻見到有十四萬四千人
[00:06:01.920 --> 00:06:05.560]  他們仍然在唱新歌
[00:06:05.560 --> 00:06:14.560]  而且是在玻璃海上唱高揚的新歌
[00:06:14.560 --> 00:06:21.040]  所以今天我們就開始看這個十五章和十六章
[00:06:21.040 --> 00:06:27.000]  因為接下來十六章就會講到七個的碗
[00:06:27.000 --> 00:06:32.320]  請大家一起打開啟述錄第十五章
[00:06:32.320 --> 00:06:34.440]  第一節那裡就說
[00:06:34.440 --> 00:06:40.120]  「我又看見在天上有一個異象」
[00:06:40.120 --> 00:06:43.320]  這個異象有一個描寫
[00:06:43.320 --> 00:06:47.600]  就是「又大又奇」
[00:06:47.600 --> 00:06:52.920]  你會見到一個又大又奇的異象
[00:06:52.920 --> 00:06:57.280]  因為有七個的天使
[00:06:57.280 --> 00:07:03.040]  祂拿著七個末了、七個的災
[00:07:03.040 --> 00:07:12.880]  祂要將神的大怒在空中發盡了
[00:07:12.880 --> 00:07:16.120]  「發盡」這個意思
[00:07:16.120 --> 00:07:20.480]  就是神的怒氣要很徹底
[00:07:20.480 --> 00:07:25.000]  要很傾倒地倒出來
[00:07:25.000 --> 00:07:29.360]  有些人說你拿著一碗很熱的湯
[00:07:29.360 --> 00:07:31.000]  突然之間燙一燙
[00:07:31.000 --> 00:07:35.400]  你不小心整碗湯就倒出來了
[00:07:35.400 --> 00:07:38.600]  神的烈怒都好像是這樣
[00:07:38.600 --> 00:07:42.960]  一個大碗盛著神的憤怒
[00:07:42.960 --> 00:07:46.160]  就傾倒出來
[00:07:46.160 --> 00:07:50.840]  可以接著由第二節開始
[00:07:50.840 --> 00:07:57.600]  祂就說「我彷彿見到玻璃海」
[00:07:57.600 --> 00:08:02.800]  這個玻璃海跟啟示錄第四章
[00:08:02.800 --> 00:08:09.360]  天上的敬拜所描寫的玻璃海是有不同的
[00:08:09.360 --> 00:08:11.240]  因為這個玻璃海
[00:08:11.240 --> 00:08:14.440]  祂加了一個形容詞
[00:08:14.440 --> 00:08:21.280]  就是這個玻璃海是有火財集在當中的
[00:08:21.280 --> 00:08:25.120]  火往往是表示神的審判
[00:08:25.120 --> 00:08:28.040]  神的憤怒
[00:08:28.040 --> 00:08:37.440]  然後祂說「我又看見是那個聖鳥獸和獸的像」
[00:08:37.440 --> 00:08:44.440]  他們的名字數目的人都站在這個玻璃海上
[00:08:44.440 --> 00:08:48.200]  拿著神的琴
[00:08:48.200 --> 00:08:56.520]  他們唱神僕人摩西的歌和高揚的歌
[00:08:56.520 --> 00:08:59.200]  我們很感謝神的恩典
[00:08:59.200 --> 00:09:02.000]  做起這七個碗
[00:09:02.000 --> 00:09:06.240]  神的憤怒要完全發盡的時候
[00:09:06.240 --> 00:09:11.880]  卻見到有一批是神所揀選的人
[00:09:11.880 --> 00:09:13.800]  是屬神的人
[00:09:13.800 --> 00:09:22.000]  他們在這個玻璃海前面唱摩西和高揚的歌
[00:09:22.000 --> 00:09:25.160]  這裡有少許舊約的背景
[00:09:25.160 --> 00:09:27.440]  讓我們可以想到的
[00:09:27.440 --> 00:09:31.200]  就是出埃及過紅海
[00:09:31.200 --> 00:09:37.160]  大家都知道當神在埃及行完十個災之後
[00:09:37.160 --> 00:09:44.000]  法老終於准許摩西帶著這班百姓離開
[00:09:44.000 --> 00:09:48.040]  於是他們就出埃及了
[00:09:48.040 --> 00:09:55.000]  誰不知話口未完沒多久就來到紅海的邊緣
[00:09:55.000 --> 00:09:59.640]  見到後面有埃及的追兵
[00:09:59.640 --> 00:10:02.680]  可以說前無去路
[00:10:02.680 --> 00:10:04.200]  後有追兵
[00:10:04.200 --> 00:10:05.720]  那怎麼辦呢?
[00:10:05.720 --> 00:10:07.960]  但是神吩咐摩西
[00:10:07.960 --> 00:10:10.600]  你舉起手中的杖
[00:10:10.600 --> 00:10:13.880]  所以當摩西舉起手中的杖
[00:10:13.880 --> 00:10:21.280]  就有大東風來將這個紅海吹開一條通道
[00:10:21.280 --> 00:10:28.000]  這條通道是讓以色列人可以在乾地行走的
[00:10:28.000 --> 00:10:33.880]  結果神就是這樣帶領他們過紅海
[00:10:33.880 --> 00:10:40.360]  大家都知道過紅海是很有象徵的意義
[00:10:40.360 --> 00:10:43.160]  我們每一個屬神的兒女
[00:10:43.160 --> 00:10:44.920]  我們都在罪惡
[00:10:44.920 --> 00:10:50.040]  在過去我們的圍爐之地
[00:10:50.040 --> 00:10:54.800]  我們被耶穌基督的愛將我們拯救出來
[00:10:54.800 --> 00:10:57.960]  當摩西過完紅海之後
[00:10:57.960 --> 00:11:01.680]  祂就唱摩西的歌
[00:11:01.680 --> 00:11:06.840]  是一首很榮耀、很讚美歌頌神的偉大
[00:11:06.840 --> 00:11:10.600]  歌頌神奇妙的作品
[00:11:10.600 --> 00:11:18.560]  所以在此我們又見到祂們唱摩西和高粱的歌
[00:11:18.560 --> 00:11:20.520]  就在這個時候
