
[00:00:00.000 --> 00:00:01.080]  大英姊妹,平安
[00:00:01.080 --> 00:00:02.280]  平安
[00:00:02.280 --> 00:00:04.080]  不知道大家有沒有試過
[00:00:04.080 --> 00:00:05.840]  駕車的時候
[00:00:05.840 --> 00:00:08.680]  Google Maps原先帶你走的那條路
[00:00:08.680 --> 00:00:11.000]  可能是走比較大的路
[00:00:11.000 --> 00:00:12.720]  可能是M路、Motorway
[00:00:12.720 --> 00:00:14.240]  或者是A路
[00:00:14.240 --> 00:00:16.320]  但是有些原因
[00:00:16.320 --> 00:00:17.640]  可能因為塞車
[00:00:17.640 --> 00:00:18.880]  或者因為封路
[00:00:18.880 --> 00:00:20.880]  就帶你走一些小路
[00:00:20.880 --> 00:00:22.240]  走一些山路
[00:00:22.240 --> 00:00:24.240]  你也不會走的
[00:00:24.240 --> 00:00:25.560]  你沒有走過的
[00:00:25.560 --> 00:00:27.240]  老華橋可能沒有這個問題
[00:00:27.240 --> 00:00:29.360]  因為他們是不用用Google Maps
[00:00:29.360 --> 00:00:31.360]  但是我們這些不熟路的
[00:00:31.360 --> 00:00:34.120]  就經常都是靠Google Maps
[00:00:34.120 --> 00:00:36.280]  或者Waze來引路的
[00:00:36.280 --> 00:00:38.160]  尤其是晚上
[00:00:38.160 --> 00:00:40.400]  如果你晚上走的時候
[00:00:40.400 --> 00:00:42.600]  本來打算走Motorway
[00:00:42.600 --> 00:00:43.320]  比較大的路
[00:00:43.320 --> 00:00:44.680]  然後繞了一些山路
[00:00:44.680 --> 00:00:45.600]  小路黑黑的
[00:00:45.600 --> 00:00:46.880]  你看不到的時候
[00:00:46.880 --> 00:00:49.320]  其實你也真的挺害怕的
[00:00:49.320 --> 00:00:51.360]  不知道那條路是怎麼走的
[00:00:51.360 --> 00:00:53.120]  剛剛早上結束之後
[00:00:53.120 --> 00:00:54.800]  有個姊妹就跟我說
[00:00:54.800 --> 00:00:56.720]  她不只走那些小路
[00:00:56.720 --> 00:00:59.560]  她連森林的路也要走
[00:00:59.560 --> 00:01:02.560]  因為她也要送貨
[00:01:02.560 --> 00:01:05.200]  走的路都是很迂迴曲折
[00:01:05.200 --> 00:01:07.440]  甚至是以前沒走過的
[00:01:07.440 --> 00:01:10.640]  路其實很多時候
[00:01:10.640 --> 00:01:12.400]  無論在聖經也好
[00:01:12.400 --> 00:01:15.280]  或者我們自己平時分享
[00:01:15.280 --> 00:01:16.040]  說話也好
[00:01:16.040 --> 00:01:18.480]  不只是說走那條路
[00:01:18.480 --> 00:01:21.400]  其實也是在說我們人生的路
[00:01:21.400 --> 00:01:23.960]  今天也跟大家去看看
[00:01:23.960 --> 00:01:26.480]  就是看看巴蘭的道路
[00:01:26.480 --> 00:01:27.680]  藉著他的道路
[00:01:27.680 --> 00:01:31.560]  我們就看看神跟我們說什麼話
[00:01:31.560 --> 00:01:35.560]  上次我們看到第二十章
[00:01:35.560 --> 00:01:37.360]  《文數記》的二十章
[00:01:37.360 --> 00:01:40.040]  那裡說到摩西和亞倫
[00:01:40.040 --> 00:01:41.840]  因為他們不是完全
[00:01:41.840 --> 00:01:44.200]  遵行上帝的命令
[00:01:44.200 --> 00:01:45.680]  記不記得
[00:01:45.680 --> 00:01:47.600]  吩咐盤石出水
[00:01:47.600 --> 00:01:51.040]  但是結果摩西是去敲打盤石
[00:01:51.040 --> 00:01:53.080]  於是神就跟他們說
[00:01:53.080 --> 00:01:54.960]  不可以進入迦蘭地
[00:01:54.960 --> 00:01:58.600]  而亞倫也之後死了在曠野
[00:01:58.600 --> 00:02:01.560]  那麼二十一章開始他們就繼續行程
[00:02:01.560 --> 00:02:04.960]  他們就慢慢一步一步邁向迦蘭地
[00:02:04.960 --> 00:02:07.760]  就是上帝給他們的應許之地
[00:02:07.760 --> 00:02:11.200]  也在裡面他們戰勝了幾個的王
[00:02:11.200 --> 00:02:15.840]  就是巴山王和另外一個外邦的王
[00:02:15.840 --> 00:02:17.320]  那麼來到二十二章
[00:02:17.320 --> 00:02:18.880]  今天我們看二十二章
[00:02:18.880 --> 00:02:21.920]  他們就去到摩崖平原
[00:02:21.920 --> 00:02:24.680]  那麼來看看第一節
[00:02:24.680 --> 00:02:28.120]  以色列人就起行去到摩崖平原
[00:02:28.120 --> 00:02:31.680]  就約旦河東對著耶利哥安營
[00:02:31.680 --> 00:02:33.000]  如果我們看地圖
[00:02:33.000 --> 00:02:36.320]  其實已經很接近迦蘭地了
[00:02:36.320 --> 00:02:38.400]  他們去到約旦河的東面
[00:02:38.400 --> 00:02:41.400]  就是對面河望著耶利哥
[00:02:41.400 --> 00:02:44.640]  那個地方就是摩崖平原
[00:02:44.640 --> 00:02:50.000]  其實也是很接近摩崖王的領土
[00:02:50.000 --> 00:02:52.160]  於是摩崖人
[00:02:52.160 --> 00:02:54.160]  一個外邦的民族
[00:02:54.160 --> 00:02:56.600]  他看到以色列人很多人
[00:02:56.600 --> 00:02:57.800]  就是人多勢眾
[00:02:57.800 --> 00:03:01.240]  他們就懼怕
[00:03:01.240 --> 00:03:04.360]  那麼他們是看到他們形容是怎樣呢
[00:03:04.360 --> 00:03:05.400]  他說這幫人
[00:03:05.400 --> 00:03:06.760]  就是這幫以色列人
[00:03:06.760 --> 00:03:10.240]  是舔盡了我四圍的一切
[00:03:10.240 --> 00:03:14.560]  好像牛在田間舔盡了一切草一樣
[00:03:14.560 --> 00:03:17.840]  就是我們說舔盡了一切好處
[00:03:17.840 --> 00:03:22.400]  這裡他們很怕以色列人拿了他們的東西
[00:03:22.400 --> 00:03:27.040]  於是當時的摩崖王就是巴勒
[00:03:27.040 --> 00:03:29.560]  我們今天留意兩個主角的名字
[00:03:29.560 --> 00:03:32.120]  一個是巴勒是摩崖王
[00:03:32.120 --> 00:03:33.520]  另一個是巴蘭
[00:03:33.520 --> 00:03:34.160]  不同的
[00:03:34.160 --> 00:03:36.640]  我們不要搞亂
[00:03:36.640 --> 00:03:38.040]  這個摩崖王巴勒
[00:03:38.040 --> 00:03:41.640]  於是他想了一個辦法
[00:03:41.640 --> 00:03:46.480]  就是他派一些使者去到一個地方
[00:03:46.480 --> 00:03:50.400]  就是大河那邊去找一個人
[00:03:50.400 --> 00:03:52.240]  就是叫巴蘭
[00:03:52.240 --> 00:03:54.840]  大河是給大家看一下
[00:03:54.840 --> 00:04:00.120]  這個地圖中間那裡就是幼法拉底河
[00:04:00.120 --> 00:04:04.560]  在近東米索波大米亞的地方
[00:04:04.560 --> 00:04:05.760]  幼法拉底河
[00:04:05.760 --> 00:04:07.960]  還有另外一條的底格里斯河
[00:04:07.960 --> 00:04:12.120]  就是整個當時古近東的時候
[00:04:12.120 --> 00:04:14.120]  一個文明的搖籃
[00:04:14.120 --> 00:04:18.880]  而摩崖其實是在地圖的左下方
[00:04:18.880 --> 00:04:20.560]  那個附近的位置
[00:04:20.560 --> 00:04:25.120]  很遠的路程去找巴蘭
[00:04:25.120 --> 00:04:29.120]  巴蘭是一個什麼人呢?
[00:04:29.120 --> 00:04:31.120]  他就來找巴蘭
[00:04:31.120 --> 00:04:33.960]  很想他去奏作以色列人
[00:04:33.960 --> 00:04:38.360]  你可能覺得巴勒這個王都很迷信
[00:04:38.360 --> 00:04:40.200]  有點像什麼?
[00:04:40.200 --> 00:04:42.240]  在灣仔鵝頸橋做什麼?
[00:04:42.240 --> 00:04:44.080]  打小人是不是?
[00:04:44.080 --> 00:04:47.080]  但是原來在古近東的文化裡面
[00:04:47.080 --> 00:04:51.400]  他們是覺得懂法術的人
[00:04:51.400 --> 00:04:55.360]  找一些懂法術的人去奏作敵人是很普遍
[00:04:55.360 --> 00:04:56.920]  上次也說過了
[00:04:56.920 --> 00:04:59.560]  如果大家有機會去大英博物館的時候
[00:04:59.560 --> 00:05:02.280]  也不妨去看一下另外一個館
[00:05:02.280 --> 00:05:04.200]  米索波大米亞的館
[00:05:04.200 --> 00:05:08.720]  其實裡面有很多不同的石碑
[00:05:08.720 --> 00:05:12.240]  它都是寫了當時一些咒語的
[00:05:12.240 --> 00:05:14.560]  你們可以去留意一下
[00:05:14.560 --> 00:05:17.560]  所以大英博物館有很多東西都可以看到
[00:05:17.560 --> 00:05:22.440]  有關聖經或者當時的文化是怎樣的
[00:05:22.440 --> 00:05:26.840]  巴蘭不是以色列人
[00:05:26.840 --> 00:05:29.800]  但是他是一個精通咒語
[00:05:29.800 --> 00:05:32.160]  精通法術的術士
[00:05:32.160 --> 00:05:37.080]  他的職業就是去奏作人
[00:05:37.080 --> 00:05:39.960]  他應該沒有那麼低級的
[00:05:39.960 --> 00:05:42.360]  不只是鵝頸橋打小人
[00:05:42.360 --> 00:05:43.880]  他是比較高級的
[00:05:43.880 --> 00:05:50.520]  或者有點像東南亞的落槓頭的巫師
[00:05:50.520 --> 00:05:56.240]  他是能夠聽到一些神明的聲音
[00:05:56.240 --> 00:05:58.000]  甚至在一段經文裡面
[00:05:58.000 --> 00:06:01.400]  我們看到耶和華上帝是對他說話
[00:06:01.400 --> 00:06:06.480]  所以其實你可以說他是一個神明的代言人
[00:06:06.480 --> 00:06:09.560]  他能夠通靈諸如此類
[00:06:09.560 --> 00:06:12.800]  不過我們記得他不是耶和華的先知
[00:06:12.800 --> 00:06:16.760]  巴勒王他就覺得巴蘭很厲害
[00:06:16.760 --> 00:06:19.880]  他覺得 或者他聽聞是怎樣的呢
[00:06:19.880 --> 00:06:21.840]  在第六節最下面那裡他說
[00:06:21.840 --> 00:06:24.600]  你為誰祝福 誰就得福
[00:06:24.600 --> 00:06:28.640]  你奏作誰 誰就會受到奏作
[00:06:28.640 --> 00:06:33.600]  所以他是很厲害的 巴蘭這個術士
[00:06:33.600 --> 00:06:37.800]  他可能在當時 近東這麼大的地區
[00:06:37.800 --> 00:06:39.320]  又這麼遠走過去
[00:06:39.320 --> 00:06:42.600]  在當時國際享負盛名
[00:06:42.600 --> 00:06:46.800]  很出名的一個這樣的術士
[00:06:46.800 --> 00:06:49.400]  於是巴勒 我都說錯了
[00:06:49.400 --> 00:06:50.720]  摩崖行巴勒
[00:06:50.720 --> 00:06:56.240]  第五節這裡他就派很多的使者來找他
[00:06:56.240 --> 00:06:58.320]  重金禮聘
[00:06:58.320 --> 00:07:03.840]  不過第一次我們發現是無功而還
[00:07:09.600 --> 00:07:15.880]  因為耶和華上帝真的對巴蘭說話
[00:07:15.880 --> 00:07:18.880]  上帝就跟巴蘭說 你不可以跟他們去
[00:07:18.880 --> 00:07:20.360]  也不可以詛咒這個百姓
[00:07:20.360 --> 00:07:22.320]  因為他們是蒙福的
[00:07:22.320 --> 00:07:24.840]  於是巴蘭第一次拒絕了他們
[00:07:24.840 --> 00:07:28.600]  這裡就在五至十四節記載
[00:07:28.600 --> 00:07:31.320]  巴勒王沒有放棄
[00:07:31.320 --> 00:07:33.200]  於是再去第二次
[00:07:33.200 --> 00:07:35.920]  第二次就是剛才主席跟我們讀的
[00:07:35.920 --> 00:07:37.840]  派更多尊貴的高員
[00:07:37.840 --> 00:07:39.360]  就是派高級一點的
[00:07:39.360 --> 00:07:41.440]  本來是派副官
[00:07:41.440 --> 00:07:43.160]  現在派了政的
[00:07:43.160 --> 00:07:44.600]  派了國務卿
[00:07:44.600 --> 00:07:46.800]  派了外包部部長
[00:07:46.800 --> 00:07:50.320]  來找他
[00:07:50.320 --> 00:07:53.640]  而且他是帶更多的酬勞
[00:07:53.640 --> 00:07:58.320]  他就跟巴蘭說
[00:07:58.320 --> 00:08:04.880]  他是將他很多的財富都可以給他
[00:08:04.880 --> 00:08:05.720]  什麼都可以
[00:08:05.720 --> 00:08:10.760]  好像開一張沒有寫到限額的支票一樣
[00:08:10.760 --> 00:08:12.360]  沒有上限的
[00:08:12.360 --> 00:08:14.760]  承諾他得到極大的尊榮
[00:08:14.760 --> 00:08:17.800]  就是得到極大的酬勞
[00:08:17.800 --> 00:08:20.200]  真的很吸引
[00:08:20.200 --> 00:08:22.720]  但是巴蘭怎麼回應呢
[00:08:22.720 --> 00:08:23.720]  巴蘭就說
[00:08:23.720 --> 00:08:26.760]  就算你將整副身家都給了我
[00:08:26.760 --> 00:08:31.640]  我也不能夠違背耶和華的命令
[00:08:31.640 --> 00:08:33.720]  在巴蘭的眼中
[00:08:33.720 --> 00:08:37.560]  耶和華當然是以色列人上帝的名字
[00:08:37.560 --> 00:08:39.240]  在他的眼中
[00:08:39.240 --> 00:08:42.480]  這是以色列人的神明
[00:08:42.480 --> 00:08:47.120]  他就覺得不可以越過這個神明的意思
[00:08:47.120 --> 00:08:48.680]  不過他不知道為什麼
[00:08:48.680 --> 00:08:50.000]  就是加了一句
[00:08:50.000 --> 00:08:51.240]  就是第十八節那裡
[00:08:51.240 --> 00:08:53.920]  他說不可以違背耶和華
[00:08:53.920 --> 00:08:55.840]  我上帝的指示
[00:08:55.840 --> 00:08:58.840]  他好像在說
[00:08:58.840 --> 00:09:01.840]  這個耶和華是他自己的上帝
[00:09:01.840 --> 00:09:04.000]  但實質上是不是呢
[00:09:04.000 --> 00:09:05.560]  他是不是耶和華的先知呢
[00:09:05.560 --> 00:09:07.160]  我們一路去看的時候
[00:09:07.160 --> 00:09:09.520]  我們會繼續去看到
[00:09:09.520 --> 00:09:11.920]  不過他雖然開口就是這樣說
[00:09:11.920 --> 00:09:13.560]  嘴巴是這樣說
[00:09:13.560 --> 00:09:15.600]  但是他又留了一條尾巴
[00:09:15.600 --> 00:09:17.760]  因為他第二次
[00:09:17.760 --> 00:09:18.560]  這次的時候
[00:09:18.560 --> 00:09:20.920]  他都叫使者留下來
[00:09:20.920 --> 00:09:24.880]  看看耶和華還有什麼東西跟他說
[00:09:24.880 --> 00:09:25.880]  你試想一下
[00:09:25.880 --> 00:09:26.880]  其實第一次
[00:09:26.880 --> 00:09:27.920]  剛才我們看
[00:09:27.920 --> 00:09:29.840]  上帝都很清楚跟他說
[00:09:29.840 --> 00:09:31.840]  不可以跟他們去
[00:09:31.840 --> 00:09:36.640]  也不可以去詛咒這些以色列人
[00:09:36.640 --> 00:09:39.960]  那你期望第二次上帝說什麼呢
[00:09:39.960 --> 00:09:44.000]  是不是這個沒有上限的支票太吸引了
[00:09:44.000 --> 00:09:47.520]  他很希望耶和華去改變主意
[00:09:47.520 --> 00:09:50.920]  使他可以有發財的機會
[00:09:50.920 --> 00:09:52.680]  上帝說什麼呢
[00:09:52.680 --> 00:09:56.080]  二十節那晚真的有跟他說
[00:09:56.080 --> 00:09:58.400]  你會發現都挺奇怪的
[00:09:58.400 --> 00:10:03.480]  他說你可以跟他們去
[00:10:03.480 --> 00:10:05.360]  是不是上帝開綠燈呢
[00:10:05.360 --> 00:10:08.720]  就是讓他去詛咒以色列人呢
[00:10:08.720 --> 00:10:09.960]  但是我們看清楚一點
[00:10:09.960 --> 00:10:11.880]  上帝又說你可以跟他去
[00:10:11.880 --> 00:10:15.560]  不過你要照著我對你說的話
[00:10:15.560 --> 00:10:16.960]  來去做
[00:10:16.960 --> 00:10:21.080]  就是耶和華上帝跟你說什麼
[00:10:21.080 --> 00:10:23.360]  你就要去照說
[00:10:23.360 --> 00:10:26.760]  那是不是真的如巴蘭的算盤這樣想
[00:10:26.760 --> 00:10:29.520]  可以去詛咒以色列人呢
[00:10:29.520 --> 00:10:34.040]  他很明顯巴蘭是利欲分心
[00:10:34.040 --> 00:10:38.600]  他很想賺到這筆大錢
[00:10:38.600 --> 00:10:41.360]  他假設上帝准他去了
[00:10:41.360 --> 00:10:46.360]  是不是有機會可以去詛咒以色列人呢
[00:10:46.360 --> 00:10:49.440]  即使這個機會不知道有多高
[00:10:49.440 --> 00:10:51.080]  所以表面上雖然他說
[00:10:51.080 --> 00:10:55.200]  我不會違背耶和華我上帝的指示
[00:10:55.200 --> 00:10:58.080]  但其實他心裡是有隱藏主意
[00:10:58.080 --> 00:11:00.520]  他心裡一直盤算著
[00:11:00.520 --> 00:11:03.440]  希望上帝改變主意
[00:11:03.440 --> 00:11:07.200]  弟兄姊妹其實有時候我們都會是一樣
[00:11:07.200 --> 00:11:09.840]  我們有時候會為一些事情祈禱
[00:11:09.840 --> 00:11:11.520]  為某些事禱告
[00:11:11.520 --> 00:11:13.880]  可能我們口裡說的時候
[00:11:13.880 --> 00:11:16.920]  是按上帝的旨意去成就
[00:11:16.920 --> 00:11:18.520]  說得很好聽
[00:11:18.520 --> 00:11:20.640]  但是其實骨子裡
[00:11:20.640 --> 00:11:25.960]  我是希望我自己的心意去成就
[00:11:25.960 --> 00:11:27.880]  我們的時期都會不會是這樣呢
[00:11:27.880 --> 00:11:30.520]  我們心裡都有一個隱藏主意
[00:11:30.520 --> 00:11:34.120]  有一個自己的盤算
[00:11:34.120 --> 00:11:38.040]  但是上帝是知道我們的盤算
[00:11:38.040 --> 00:11:42.640]  他不喜悅我們去厚視心非
[00:11:42.640 --> 00:11:47.560]  今天有些教會有些堂會都是這樣
[00:11:47.560 --> 00:11:54.720]  表面上是好像有些很宏大的長遠的計劃
[00:11:54.720 --> 00:11:59.000]  教會要怎樣去人數增長
[00:11:59.000 --> 00:12:01.840]  福音興旺更多人信主
[00:12:01.840 --> 00:12:05.920]  是非常漂亮的一個計劃
[00:12:05.920 --> 00:12:07.240]  一個願景
[00:12:07.240 --> 00:12:10.480]  但其實質上可能裡面他們就是希望
[00:12:10.480 --> 00:12:12.040]  那盤數越做越大
[00:12:12.040 --> 00:12:17.960]  更多人的番教會更多的財力
[00:12:17.960 --> 00:12:22.080]  教會變成了好像一間公司為了業績
[00:12:22.080 --> 00:12:25.360]  好像銷售公司為了去跑數
[00:12:25.360 --> 00:12:28.800]  不是真正的榮耀神
[00:12:28.800 --> 00:12:33.000]  只是為了自己的虛榮
[00:12:33.000 --> 00:12:34.960]  有機會現在可能少了
[00:12:34.960 --> 00:12:37.640]  有機會以前你回大陸的時候
[00:12:37.640 --> 00:12:40.360]  你看看大陸有些教堂
[00:12:40.360 --> 00:12:44.160]  很多的三字教堂建得很大很漂亮
[00:12:44.160 --> 00:12:51.000]  你看下去好像城堡酒店很大一間
[00:12:51.000 --> 00:12:54.200]  表面上好像是很榮耀神
[00:12:54.200 --> 00:12:59.680]  但實質上都是受到世俗的思想去影響
[00:12:59.680 --> 00:13:02.520]  越大越高越漂亮越好
[00:13:02.520 --> 00:13:08.200]  甚至是跟其他教堂去比較
[00:13:08.200 --> 00:13:10.800]  接著我們看《老王》繼續看下去
[00:13:10.800 --> 00:13:14.040]  巴蘭出發了
[00:13:14.040 --> 00:13:17.720]  第二天急不及待
[00:13:17.720 --> 00:13:20.160]  馬上騎驢出發
[00:13:20.160 --> 00:13:22.120]  跟摩押的官員走
[00:13:22.120 --> 00:13:26.960]  21到35節這段的經文可能大家很熟悉
[00:13:26.960 --> 00:13:31.200]  我兒子小時候
[00:13:31.200 --> 00:13:33.400]  我經常跟他看一本故事書
[00:13:33.400 --> 00:13:34.720]  《聖經故事》
[00:13:34.720 --> 00:13:38.360]  我找不回來因為太久應該丟掉了
[00:13:38.360 --> 00:13:40.960]  叫《驢子會說話》
[00:13:40.960 --> 00:13:43.120]  我要教他
[00:13:43.120 --> 00:13:45.280]  他姓驢的
[00:13:45.280 --> 00:13:47.280]  但那個驢不是這個驢
[00:13:47.280 --> 00:13:49.280]  有馬字旁的另一個驢
[00:13:49.280 --> 00:13:50.800]  驢是什麼
[00:13:50.800 --> 00:13:52.160]  這個故事是講什麼呢
[00:13:52.160 --> 00:13:55.840]  就是講巴蘭出發的時候騎驢
[00:13:55.840 --> 00:13:59.520]  然後天使就三次攔了巴蘭的驢
[00:13:59.520 --> 00:14:03.760]  那隻驢就三次都擋住了
[00:14:03.760 --> 00:14:07.880]  最神奇的是那隻驢會開口說話
