
[00:00:00.000 --> 00:00:02.080]  大家好,我們又讀聖經了
[00:00:02.080 --> 00:00:06.920]  聖經人、聖經事、生命說、宣教網絡為你提供讀聖經
[00:00:06.920 --> 00:00:12.200]  今次就看看裡面的人和上帝在背後做些什麼
[00:00:12.200 --> 00:00:14.920]  是幫助我們認識人性更加多
[00:00:14.920 --> 00:00:17.200]  認識神性更加多
[00:00:17.200 --> 00:00:20.840]  今次看到有些人用人的方法
[00:00:20.840 --> 00:00:26.480]  其實今天這一段經文是很久以前曾經說過了
[00:00:26.480 --> 00:00:28.280]  不過是再重溫
[00:00:28.280 --> 00:00:32.120]  然後是由這個角度去看這段經文
[00:00:32.120 --> 00:00:36.520]  創世紀十九章第三十節
[00:00:36.520 --> 00:00:38.680]  都是和阿伯拉罕有關係的
[00:00:38.680 --> 00:00:42.960]  阿伯拉罕坐在橡樹下
[00:00:42.960 --> 00:00:46.160]  有三個人迎面而來
[00:00:46.160 --> 00:00:47.400]  來到他住的地方
[00:00:47.400 --> 00:00:50.640]  阿伯拉罕看到有三個人跑出去
[00:00:50.640 --> 00:00:56.880]  請三位來我家住坐吃點東西再前行
[00:00:56.880 --> 00:00:58.880]  很恭敬
[00:00:58.880 --> 00:01:02.200]  馬上預備食物給他
[00:01:02.200 --> 00:01:07.000]  還找一隻美的羊來宰給他
[00:01:07.000 --> 00:01:12.600]  阿伯拉罕站在那裡服侍三個人
[00:01:12.600 --> 00:01:14.200]  為什麼會這樣呢?
[00:01:14.200 --> 00:01:15.800]  很有可能
[00:01:15.800 --> 00:01:17.160]  聖經沒有直接說
[00:01:17.160 --> 00:01:20.440]  不過似乎阿伯拉罕有一個感動
[00:01:20.440 --> 00:01:21.800]  是為了神感動
[00:01:21.800 --> 00:01:25.280]  他知道來的三個人是神
[00:01:25.280 --> 00:01:29.240]  於是他不敢怠慢跑出去
[00:01:29.240 --> 00:01:32.800]  如果願意來我家吃點東西
[00:01:32.800 --> 00:01:36.040]  加添心力再前行
[00:01:36.040 --> 00:01:38.440]  於是那三個其中一個就說
[00:01:38.440 --> 00:01:40.600]  明年今天你太太會生個兒子
[00:01:40.600 --> 00:01:41.880]  然後撒拉笑
[00:01:41.880 --> 00:01:43.400]  哈哈,誰會呢?
[00:01:43.400 --> 00:01:45.400]  是這樣的
[00:01:45.400 --> 00:01:47.920]  而這個時候
[00:01:47.920 --> 00:01:51.440]  阿伯拉罕已經和羅德分開了
[00:01:51.440 --> 00:01:53.320]  而他的兒子羅德
[00:01:53.320 --> 00:01:59.120]  羅德的父親是阿伯拉罕的兄弟
[00:01:59.120 --> 00:02:01.840]  所以阿伯拉罕也很照顧羅德
[00:02:01.840 --> 00:02:05.480]  羅德這個字
[00:02:05.480 --> 00:02:10.680]  其實是遮蓋
[00:02:10.680 --> 00:02:13.720]  因為怕住在索爾
[00:02:13.720 --> 00:02:18.440]  由於之後那三個人
[00:02:18.440 --> 00:02:19.640]  一個留下
[00:02:19.640 --> 00:02:23.840]  另外兩個就前行去索多瑪俄摩拉平原地方
[00:02:23.840 --> 00:02:25.720]  因為那裡有很多城市
[00:02:25.720 --> 00:02:28.600]  很壞,大家記得這段聖經
[00:02:28.600 --> 00:02:32.560]  於是忽然之間不再是那三個人
[00:02:32.560 --> 00:02:33.600]  而是改了
[00:02:33.600 --> 00:02:38.040]  又說我怎可以瞞住我的朋友阿伯拉罕呢?
[00:02:38.040 --> 00:02:39.360]  於是他告訴他
[00:02:39.360 --> 00:02:44.640]  他們是前行去毀滅索多瑪俄摩拉和平原上的城
[00:02:44.640 --> 00:02:46.120]  於是阿伯拉罕就說
[00:02:46.120 --> 00:02:48.800]  如果有五十個義人是否也毀滅城?
[00:02:48.800 --> 00:02:50.800]  四十個?三十個?二十個?
[00:02:50.800 --> 00:02:52.280]  大家記得這段聖經
[00:02:52.280 --> 00:02:55.040]  是羅德在說數
[00:02:55.040 --> 00:03:00.600]  這裡就改成耶和華和阿伯拉罕聊天
[00:03:00.600 --> 00:03:02.160]  真厲害
[00:03:02.160 --> 00:03:08.760]  於是耶和華就當他父上帝天父
[00:03:08.760 --> 00:03:11.640]  然後前行去做事的
[00:03:11.640 --> 00:03:14.360]  就是聖子和聖靈
[00:03:14.360 --> 00:03:17.320]  他們就去救羅德
[00:03:17.320 --> 00:03:19.320]  然後就叫他快點離開
[00:03:19.320 --> 00:03:20.280]  上山
[00:03:20.280 --> 00:03:22.800]  我都說我不想住在山上
[00:03:22.800 --> 00:03:25.600]  有個小城叫索爾
[00:03:25.600 --> 00:03:27.440]  不如讓我去那個小城
[00:03:27.440 --> 00:03:28.840]  那裡沒什麼害
[00:03:28.840 --> 00:03:30.960]  那邊緣地方
[00:03:30.960 --> 00:03:34.600]  那兩個就說好
[00:03:34.600 --> 00:03:35.640]  你去那裡
[00:03:35.640 --> 00:03:36.520]  你快點去
[00:03:36.520 --> 00:03:37.520]  如果你不去了
[00:03:37.520 --> 00:03:38.680]  我們做不到事
[00:03:38.680 --> 00:03:40.800]  因為開始有毀滅
[00:03:40.800 --> 00:03:45.760]  我留索爾在那裡的小城鎮給你住
[00:03:45.760 --> 00:03:49.320]  後來羅德想了想
[00:03:49.320 --> 00:03:51.120]  還是不要住在平原
[00:03:51.120 --> 00:03:52.520]  真的很危險
[00:03:52.520 --> 00:03:55.840]  羅德怕住在平原的小城
[00:03:55.840 --> 00:03:58.520]  索爾就和他兩個女兒
[00:03:58.520 --> 00:04:02.400]  由索爾上去住在山裡
[00:04:02.400 --> 00:04:04.960]  本來說不想住在山裡
[00:04:04.960 --> 00:04:07.360]  現在就住在山裡
[00:04:07.360 --> 00:04:08.720]  比較安全
[00:04:08.720 --> 00:04:10.880]  為什麼會這樣呢?
[00:04:10.880 --> 00:04:11.920]  不知道
[00:04:11.920 --> 00:04:13.320]  會不會是平原呢?
[00:04:13.320 --> 00:04:14.720]  因為死了很多人
[00:04:14.720 --> 00:04:17.200]  火燒、索多瑪、俄摩拉
[00:04:17.200 --> 00:04:18.760]  索爾很害怕
[00:04:18.760 --> 00:04:22.800]  又或者變成很凌亂
