
[00:00:00.000 --> 00:00:01.480]  敬梓梅主人平安
[00:00:01.480 --> 00:00:07.200]  剛剛在聚會開始之前
[00:00:07.200 --> 00:00:08.960]  我們都會有一個會前禱告
[00:00:08.960 --> 00:00:10.360]  會前禱告的時候
[00:00:10.360 --> 00:00:11.440]  今天宇康傳道
[00:00:11.440 --> 00:00:12.880]  在帶領會前禱告的時候
[00:00:12.880 --> 00:00:13.760]  爲今天的講員
[00:00:13.760 --> 00:00:15.160]  也就是爲我禱告的時候
[00:00:15.160 --> 00:00:16.560]  開了一個幽默
[00:00:16.560 --> 00:00:17.840]  說了一句幽默話
[00:00:17.840 --> 00:00:19.360]  說我們爲張磊牧師
[00:00:19.360 --> 00:00:21.320]  最後一次講道來禱告
[00:00:21.320 --> 00:00:23.440]  因爲我們的弟兄知道
[00:00:23.440 --> 00:00:26.040]  我今天晚上有一次出行
[00:00:26.040 --> 00:00:27.280]  有一次出遠門
[00:00:27.280 --> 00:00:28.560]  他的意思是
[00:00:28.560 --> 00:00:30.080]  在這之前爲我禱告
[00:00:30.080 --> 00:00:32.840]  但是這就讓我想起了
[00:00:32.840 --> 00:00:34.360]  在中世紀曾經有一位
[00:00:34.360 --> 00:00:36.360]  清教徒的牧師叫巴克斯特
[00:00:36.360 --> 00:00:37.960]  他是一位隨軍的牧師
[00:00:37.960 --> 00:00:39.200]  在有一次戰役的時候
[00:00:39.200 --> 00:00:40.680]  在1646年的時候
[00:00:40.680 --> 00:00:41.680]  他就受傷了
[00:00:41.680 --> 00:00:44.480]  受傷之後不打緊
[00:00:44.480 --> 00:00:45.360]  他還做了一次
[00:00:45.360 --> 00:00:46.880]  非常糟糕的手術
[00:00:46.880 --> 00:00:48.080]  失血一加輪
[00:00:48.080 --> 00:00:49.360]  所以從此以後
[00:00:49.360 --> 00:00:51.840]  他每天都覺得自己快要死了
[00:00:51.840 --> 00:00:54.600]  然後他就這一位
[00:00:54.600 --> 00:00:55.560]  從此以後
[00:00:55.560 --> 00:00:57.640]  下半輩子都病歪歪的牧師
[00:00:57.640 --> 00:00:59.480]  就說了一句非常有名的話
[00:00:59.480 --> 00:01:00.880]  叫做我
[00:01:00.880 --> 00:01:03.240]  我把我每一次的正道
[00:01:03.240 --> 00:01:05.800]  都當做人生最後一次正道
[00:01:05.800 --> 00:01:09.400]  那我想誰敢保證
[00:01:09.400 --> 00:01:11.440]  我的弟兄不是在說預言呢
[00:01:11.440 --> 00:01:13.160]  誰敢保證
[00:01:13.160 --> 00:01:15.080]  我們能夠活到下一個主日呢
[00:01:15.080 --> 00:01:17.320]  所以讓我們爭分奪秒的來愛主
[00:01:17.320 --> 00:01:17.880]  阿們
[00:01:17.880 --> 00:01:20.440]  我們一起有一個簡短的禱告
[00:01:20.440 --> 00:01:21.560]  主耶穌是的
[00:01:21.560 --> 00:01:23.320]  我們來到你的面前主啊
[00:01:23.320 --> 00:01:24.160]  爲着你
[00:01:24.160 --> 00:01:26.720]  今天再次把這個主日賞賜給我們
[00:01:26.760 --> 00:01:28.240]  我們就向你獻上感恩
[00:01:28.240 --> 00:01:28.680]  主啊
[00:01:28.680 --> 00:01:29.840]  你說復活在你
[00:01:29.840 --> 00:01:31.040]  生命也在你
[00:01:31.040 --> 00:01:31.360]  主啊
[00:01:31.360 --> 00:01:32.240]  我們信了你
[00:01:32.240 --> 00:01:32.880]  主啊
[00:01:32.880 --> 00:01:34.840]  我們就與這生命相連了
[00:01:34.840 --> 00:01:35.800]  主耶穌是的
[00:01:35.800 --> 00:01:36.680]  把這樣的信心
[00:01:36.680 --> 00:01:38.600]  今天再次做在我們的裏頭
[00:01:38.600 --> 00:01:40.680]  奉耶穌基督的名禱告
[00:01:40.680 --> 00:01:41.200]  阿們
[00:01:41.200 --> 00:01:46.280]  之所以選今天這段經文
[00:01:46.280 --> 00:01:47.840]  路加福音第24章
[00:01:47.840 --> 00:01:49.200]  是因爲我們的導讀
[00:01:49.200 --> 00:01:50.800]  我們的導讀的進度
[00:01:50.800 --> 00:01:53.160]  今天剛剛好是這一段的經文
[00:01:53.160 --> 00:01:55.520]  我們已經讀完了路加福音
[00:01:55.520 --> 00:01:57.480]  第24章是講到復活
[00:01:57.480 --> 00:01:59.400]  那我就想要展開這個題目
[00:01:59.400 --> 00:02:01.240]  跟大家有一點點的分享
[00:02:01.240 --> 00:02:03.600]  所以我不會拘泥於這段經文
[00:02:03.600 --> 00:02:06.440]  所以我不會在今天就這一段經文
[00:02:06.440 --> 00:02:08.520]  試經式的這樣的講解
[00:02:08.520 --> 00:02:12.040]  那我會跳到格林多前書
[00:02:12.040 --> 00:02:13.840]  講到復活的經文
[00:02:13.840 --> 00:02:16.280]  其實剛剛過復活節不久
[00:02:16.280 --> 00:02:16.920]  對不對
[00:02:16.920 --> 00:02:18.840]  這個月初是復活節
[00:02:18.840 --> 00:02:20.800]  今天的復活節稍微有點特別
[00:02:20.800 --> 00:02:23.520]  就是我們的復活節和我們的華人的
[00:02:23.520 --> 00:02:26.760]  清明節重疊在一起了
[00:02:26.760 --> 00:02:29.200]  雖然這兩個日子重疊在一起
[00:02:29.200 --> 00:02:33.600]  這兩個日子的意義卻是截然相反的
[00:02:33.600 --> 00:02:36.320]  復活節意味着生命
[00:02:36.320 --> 00:02:39.520]  清明節意味的是死亡
[00:02:39.520 --> 00:02:41.080]  在清明節
[00:02:41.080 --> 00:02:44.560]  這是一個你必須要去面對死亡的日子
[00:02:44.560 --> 00:02:46.600]  所以人在那幾天會祭祖
[00:02:46.600 --> 00:02:47.280]  會掃墓
[00:02:47.280 --> 00:02:48.040]  會上香
[00:02:48.040 --> 00:02:48.680]  會燒紙
[00:02:48.680 --> 00:02:49.640]  會上墳
[00:02:49.640 --> 00:02:52.000]  世人會做這些的事情
[00:02:52.000 --> 00:02:54.600]  去面對人人都有一死
[00:02:54.600 --> 00:02:56.200]  這樣一個殘酷的事實
[00:02:56.200 --> 00:02:58.480]  我就想到有一句話
[00:02:58.480 --> 00:02:59.360]  這句話是這麼說的
[00:02:59.360 --> 00:03:02.320]  他說如果沒有聖誕節
[00:03:02.320 --> 00:03:05.360]  你人生所有的日子都叫做愚人節
[00:03:05.360 --> 00:03:07.080]  因爲只有基督是真實
