
[00:00:00.000 --> 00:00:02.320]  大家看到這句說話的時候
[00:00:02.320 --> 00:00:05.280]  有沒有些稍微熟悉的感覺?
[00:00:05.280 --> 00:00:08.400]  都好像在哪裏聽過,是嗎?
[00:00:08.400 --> 00:00:12.080]  當然答案就在下面寫著
[00:00:12.080 --> 00:00:14.720]  《士道行傳》十六章三十一節
[00:00:14.720 --> 00:00:20.400]  這節的聖經在發生的時候有一個小故事
[00:00:20.400 --> 00:00:27.120]  我們都打開聖經讀一讀《士道行傳》十六章
[00:00:27.120 --> 00:00:33.040]  我們由十六節開始讀到三十四節
[00:00:33.040 --> 00:00:38.320]  其中包括了這一節三十一節的經文
[00:00:38.320 --> 00:00:42.720]  我們打開《士道行傳》十六章
[00:00:42.720 --> 00:00:46.240]  我們由十六節開始讀
[00:00:55.520 --> 00:00:58.320]  由十六讀到三十四
[00:00:58.320 --> 00:01:00.880]  大家打開一起讀,慢慢讀
[00:01:26.480 --> 00:01:31.280]  保羅就心中煩,轉身對那鬼說
[00:01:31.280 --> 00:01:36.160]  我奉耶穌基督的名,吩咐你從他身上出來
[00:01:36.160 --> 00:01:38.800]  那鬼當時就出來了
[00:01:38.800 --> 00:01:43.360]  士隊的主人們見得利的指望沒有了
[00:01:43.360 --> 00:01:48.960]  便抽著保羅和西拉,拉他們到市上去見首領
[00:01:48.960 --> 00:01:56.640]  又帶到官長面前說,這些人原是猶太人,竟騷擾我們的城
[00:01:56.640 --> 00:02:01.440]  傳我們羅馬人所不可受不可行的規矩
[00:02:01.440 --> 00:02:04.720]  眾人就一同起來攻擊他們
[00:02:04.720 --> 00:02:09.520]  官長吩咐剝了他們的衣裳,用棍打
[00:02:09.520 --> 00:02:13.760]  打了許多棍便將他們下在監獄
[00:02:13.760 --> 00:02:21.520]  祝福獄卒嚴謹看守,禁卒領了這樣的命
[00:02:21.520 --> 00:02:26.720]  就把他們下在內監裡,兩腳上了木狗
[00:02:26.720 --> 00:02:30.480]  約在半夜,保羅和西拉禱告
[00:02:30.480 --> 00:02:34.880]  唱詩讚美神,眾囚犯也質疑而聽
[00:02:34.880 --> 00:02:40.400]  忽然地態震動,甚至監獄的地基都搖動了
[00:02:40.400 --> 00:02:46.160]  監門立刻全開,眾囚犯的鎖鏈也都鬆開了
[00:02:46.160 --> 00:02:49.680]  禁卒一醒,看見監門全開
[00:02:49.680 --> 00:02:54.240]  以為囚犯已經逃走,就拔刀要自殺
[00:02:54.240 --> 00:03:00.240]  保羅大聲呼叫,不要傷害自己,我們都在這裡
[00:03:00.240 --> 00:03:04.080]  禁卒叫人拿燈來,就跳進去
[00:03:04.080 --> 00:03:08.000]  戰戰兢兢的苦復在,又領他們出來
[00:03:08.000 --> 00:03:13.760]  他們說:二位先生,我當這樣行,才可以得救
[00:03:13.760 --> 00:03:19.280]  他們說:當信主耶穌,你和你一家都必得救
[00:03:19.280 --> 00:03:24.640]  他們就把主的道,講給他和他全家的人聽
[00:03:24.640 --> 00:03:31.200]  當夜,就在那時候,禁卒把他們帶去,洗他們的傷
[00:03:31.200 --> 00:03:35.200]  他和屬乎他的人,臨時都受了洗
[00:03:35.200 --> 00:03:39.360]  於是禁卒領他們上自己家裡去
[00:03:39.360 --> 00:03:46.000]  給他們擺上飯,他和全家因為盡了神,都肯喜樂
[00:03:46.000 --> 00:03:49.360]  很清楚吧?一個故事
[00:03:49.360 --> 00:03:55.520]  如果大家跟著讀經的話,應該剛剛讀了不久了
[00:03:55.520 --> 00:04:00.000]  是一個故事講述保羅西拉,他去到菲律賓的時候
[00:04:00.000 --> 00:04:05.680]  他有一些經過,被鎖在監獄裡面
[00:04:05.680 --> 00:04:11.840]  晚上大地震,監獄門鎖鏈脫落
[00:04:11.840 --> 00:04:14.880]  禁卒以為那些人都走了,想要截殺死
[00:04:14.880 --> 00:04:18.560]  但是保羅西拉沒有走,就叫他不要
[00:04:18.560 --> 00:04:25.520]  這個禁卒就問他們,我當怎樣行,才可以得救
[00:04:25.520 --> 00:04:28.480]  從聖經的脈絡一直講下去
[00:04:28.480 --> 00:04:33.760]  似乎這個禁卒都知道保羅他們來到菲律賓
[00:04:33.760 --> 00:04:38.320]  是做些什麼,講些什麼,有一些了解
[00:04:38.320 --> 00:04:41.440]  我覺得這樣讀下去的時候
[00:04:41.440 --> 00:04:48.000]  他其實都是知道保羅他們所傳的福音內容是怎樣
[00:04:48.000 --> 00:04:50.880]  但是又知不知道的
[00:04:50.880 --> 00:04:53.840]  當發生這樣的大事的時候
[00:04:53.840 --> 00:04:57.920]  明明是他們正常情況,逃走了
[00:04:57.920 --> 00:04:59.920]  為什麼他們又會不走呢
[00:04:59.920 --> 00:05:03.120]  這班人被人這樣鎖鏈鎖住
[00:05:03.120 --> 00:05:06.800]  腳又上了木狗,行動不便
[00:05:06.800 --> 00:05:13.760]  都應該會安安靜靜,會睡覺,會不出聲
[00:05:13.760 --> 00:05:16.960]  但竟然他們在做什麼,唱詩讚美神
[00:05:16.960 --> 00:05:20.160]  是一些很奇怪的行為,這兩個人
[00:05:20.160 --> 00:05:25.920]  這個禁卒應該知道他們為什麼的原因拉了進來
[00:05:25.920 --> 00:05:29.760]  有這樣的行為,唱詩讚美神
[00:05:29.760 --> 00:05:33.280]  現在應該可以逃走的又不走
[00:05:33.280 --> 00:05:35.680]  這個禁卒應該心裡面
[00:05:35.680 --> 00:05:42.560]  都是對他們所傳福音的神有些感覺
[00:05:42.560 --> 00:05:45.440]  有些想,哎呀,其實應該怎樣呢
[00:05:45.440 --> 00:05:46.880]  所以他就問了一句話
[00:05:46.880 --> 00:05:51.600]  我當怎樣行才可以得救
[00:05:51.600 --> 00:05:56.480]  保羅和西拉兩個人回答他這句話,是三十一節
[00:05:56.480 --> 00:05:59.760]  今天講這段經文的三十一節
[00:05:59.760 --> 00:06:04.160]  他們說,順理和理一家,都必得
[00:06:04.160 --> 00:06:09.200]  今天主要環繞著這節經文,所以要講這一節的經文
[00:06:09.200 --> 00:06:13.520]  因為這一節的經文是太過金句
[00:06:13.520 --> 00:06:19.760]  太過金句之餘,很多時候人們都用了這句話
[00:06:19.760 --> 00:06:24.080]  在教會的門外弄一個大標語
[00:06:24.080 --> 00:06:29.440]  或者在一些刊物上都很喜歡用這一句話
[00:06:29.440 --> 00:06:36.480]  但是這一句話其實是真的有些問題的翻譯
[00:06:36.480 --> 00:06:40.320]  聖經沒有問題,翻譯上有問題
[00:06:40.320 --> 00:06:43.920]  因為你這樣讀下去,以和合本這個中文
[00:06:43.920 --> 00:06:45.920]  我們大多數都是中文人
[00:06:45.920 --> 00:06:50.400]  你讀下去就是,當信主耶穌,你和你一家都必得救
[00:06:50.400 --> 00:06:53.520]  而這句經文也有很多人讀下去的時候
[00:06:53.520 --> 00:06:59.200]  就被字面上所帶出來的信息
[00:06:59.200 --> 00:07:02.400]  令到他很喜歡這段經文
[00:07:02.400 --> 00:07:06.400]  哎呀,我一個人信了主,我信了主就好了
[00:07:06.400 --> 00:07:08.400]  我一家人都會得救了
[00:07:08.400 --> 00:07:10.400]  字面就是這個意思
[00:07:10.400 --> 00:07:14.400]  當信主耶穌,你和你一家都必得救
[00:07:14.400 --> 00:07:19.600]  而且很多教會,很多人類傳福音都會用這一句話
[00:07:19.600 --> 00:07:24.400]  勸人信主是好的,對的
[00:07:24.400 --> 00:07:28.400]  但是令到人們有個感覺說
[00:07:28.400 --> 00:07:33.200]  你一個人信了主,你和你一家就必定會得救了
[00:07:33.200 --> 00:07:35.200]  就有些問題
[00:07:35.200 --> 00:07:41.600]  我說他有些問題,其實這段經文不是這樣說的嗎?
[00:07:41.600 --> 00:07:48.400]  我就不是太過經常性,所謂去找原文去講經的人
[00:07:48.400 --> 00:07:53.200]  因為很多時候經文都是翻譯得很好,很清晰
[00:07:53.200 --> 00:07:58.400]  我們懂一點點英文,去翻查一下英文的譯本
[00:07:58.400 --> 00:08:02.400]  英文的譯本很多,他們有不同的譯本
[00:08:02.400 --> 00:08:06.400]  看完五六本,都是這樣譯法
[00:08:06.400 --> 00:08:10.400]  你就會清楚知道,其實那段經文真的是這樣譯法
[00:08:10.400 --> 00:08:16.400]  我今天講這段經文,翻查很多譯本的時候
[00:08:16.400 --> 00:08:18.400]  就不是這樣的譯法
[00:08:18.400 --> 00:08:24.400]  不知道為什麼當時中文聖經和合本的人是這樣譯法
[00:08:24.400 --> 00:08:30.400]  我們必須要看一看,所謂其他的譯本是怎麼講的
[00:08:30.400 --> 00:08:34.400]  好像很學術,但其實是必須的
[00:08:38.400 --> 00:08:46.400]  在解經裡面有幾個層次,我會跟著帶大家去明白
[00:08:46.400 --> 00:08:48.400]  第一,最簡單的就是按字面解
[00:08:48.400 --> 00:08:50.400]  聖經這樣寫就是這樣解
[00:08:50.400 --> 00:08:55.400]  但如果碰到有些經文,有些懷疑或者想深入研究的時候
[00:08:55.400 --> 00:08:58.400]  就要再看多一點,看多一點是怎樣呢?
[00:08:58.400 --> 00:09:07.400]  最簡單的也是按上下文的場景來解釋
[00:09:07.400 --> 00:09:10.400]  這個也很合理,因為聖經寫出來的時候
[00:09:10.400 --> 00:09:14.400]  當時發生什麼事,為什麼這樣講這句話
[00:09:14.400 --> 00:09:21.400]  講給誰聽,有當時的處境來根據他去理解
[00:09:21.400 --> 00:09:24.400]  當中的經文如果是很超脫出來
[00:09:24.400 --> 00:09:31.400]  可以獨立成為一個不被其他東西影響的獨立真理
[00:09:31.400 --> 00:09:33.400]  那他就可以成為一個獨立真理
[00:09:33.400 --> 00:09:38.400]  否則他也會被那個場景所影響
[00:09:38.400 --> 00:09:41.400]  所以我們看經文的時候,按字面解是需要的
[00:09:41.400 --> 00:09:45.400]  按上下文去理解也是需要的
[00:09:45.400 --> 00:09:51.400]  這兩個是不需要你去找很多所謂的聖經材料
[00:09:51.400 --> 00:09:54.400]  你要留意一下就可以了
[00:09:54.400 --> 00:09:58.400]  最後一個也是我經常提的
[00:09:58.400 --> 00:10:03.400]  就是你要按照聖經的發展,從舊約看到新約
[00:10:03.400 --> 00:10:05.400]  整本聖經看完
[00:10:05.400 --> 00:10:11.400]  你知道整體的原則,神怎樣做事來去解
[00:10:11.400 --> 00:10:14.400]  因為如果那一節的經文你的解釋
[00:10:14.400 --> 00:10:18.400]  是與整個聖經舊約新約發展到將來
[00:10:18.400 --> 00:10:24.400]  末世永恆,神所寫給我們的聖經裡面講的有不同
[00:10:24.400 --> 00:10:29.400]  那你自己的看法是否值得懷疑再去看清楚呢
[00:10:29.400 --> 00:10:31.400]  這個也很合理
[00:10:31.400 --> 00:10:34.400]  所以很簡單的看聖經就是按字面解
[00:10:34.400 --> 00:10:38.400]  按當時的上下文場景來解
[00:10:38.400 --> 00:10:44.400]  也要看一下與整個聖經舊約新約一直寫下去的發展
[00:10:44.400 --> 00:10:46.400]  整體的原則來解
[00:10:46.400 --> 00:10:48.400]  看聖經是需要這樣的
[00:10:48.400 --> 00:10:51.400]  其實我一會兒講的東西也是這樣,很簡單
[00:10:51.400 --> 00:10:54.400]  好,我們開始看下去
[00:10:54.400 --> 00:11:00.400]  你看到我找了幾本我手頭上有的英文版本
[00:11:00.400 --> 00:11:06.400]  第一個叫KJV,KJV就是King James Version
[00:11:06.400 --> 00:11:08.400]  是一個很古老的英文版
[00:11:08.400 --> 00:11:13.400]  有很多人看就說King James裡面的英文這麼古板
[00:11:13.400 --> 00:11:17.400]  但其實雖然古板,但好像我們讀唐詩一樣
[00:11:17.400 --> 00:11:19.400]  你讀唐詩也是按唐詩來讀
[00:11:19.400 --> 00:11:25.400]  你不會用唐詩的現代中文譯本來讀
[00:11:25.400 --> 00:11:30.400]  我在床的前面看到一輪明月
[00:11:30.400 --> 00:11:33.400]  明月真是很光亮
[00:11:33.400 --> 00:11:35.400]  你不會這樣看的
[00:11:35.400 --> 00:11:37.400]  你當然是按原則原理
[00:11:37.400 --> 00:11:40.400]  床前明月光如是地上霜
[00:11:40.400 --> 00:11:41.400]  如是地上霜
[00:11:41.400 --> 00:11:42.400]  是這樣看的
[00:11:42.400 --> 00:11:45.400]  你才能領悟到真正的意思
[00:11:45.400 --> 00:11:50.400]  King James Version這個英文很忠於原文
[00:11:50.400 --> 00:11:52.400]  所以你讀下去的時候
[00:11:52.400 --> 00:11:58.400]  跟原文的意思不99.9%也99%是準確的
[00:11:58.400 --> 00:11:59.400]  所以是很值得參考的
[00:11:59.400 --> 00:12:04.400]  King James Version裡面的英文是說這一節聖經
[00:12:04.400 --> 00:12:07.400]  And they said,即是保羅和西拉兩人說
[00:12:07.400 --> 00:12:09.400]  Believe on the Lord Jesus Christ
[00:12:09.400 --> 00:12:11.400]  And thou shalt be saved
[00:12:11.400 --> 00:12:16.400]  這裡我打錯字了,Thou shalt be saved
[00:12:16.400 --> 00:12:18.400]  我這裡錯得很厲害
[00:12:18.400 --> 00:12:20.400]  即是我抄的時候
[00:12:20.400 --> 00:12:23.400]  我要讀回我手上的版本
[00:12:23.400 --> 00:12:24.400]  Thou shalt be saved
[00:12:24.400 --> 00:12:29.400]  接著是逗號and thy house
[00:12:29.400 --> 00:12:33.400]  Thou shalt be saved逗號
[00:12:33.400 --> 00:12:37.400]  RSV的譯法是很近似的
[00:12:37.400 --> 00:12:40.400]  And they said,加了一些標點符號
[00:12:40.400 --> 00:12:42.400]  Believe in the Lord Jesus
[00:12:42.400 --> 00:12:44.400]  And you will be saved逗號
[00:12:44.400 --> 00:12:47.400]  You and your household
[00:12:47.400 --> 00:12:49.400]  NIV是最多人讀的英文版本
[00:12:49.400 --> 00:12:53.400]  They replied, Believe in the Lord Jesus
[00:12:53.400 --> 00:12:56.400]  And you will be saved
[00:12:56.400 --> 00:12:58.400]  You and your household
[00:12:58.400 --> 00:13:01.400]  NED是新英文的譯本
[00:13:01.400 --> 00:13:04.400]  They replied, Believe in the Lord Jesus
[00:13:04.400 --> 00:13:07.400]  And you will be saved逗號
[00:13:07.400 --> 00:13:09.400]  You and your household
[00:13:09.400 --> 00:13:13.400]  見不見到大部分的英文聖經都是這樣譯
[00:13:13.400 --> 00:13:17.400]  按字面的中文翻譯
[00:13:17.400 --> 00:13:19.400]  叫禁卒
[00:13:19.400 --> 00:13:21.400]  信耶穌基督
[00:13:21.400 --> 00:13:23.400]  你就會得救
[00:13:23.400 --> 00:13:25.400]  然後逗號就是透一口氣
