
[00:00:00.000 --> 00:00:02.000]  祝福我們一起禱告
[00:00:02.000 --> 00:00:05.000]  我們在天上的父神愛我們的主耶穌基督
[00:00:05.000 --> 00:00:07.000]  我們滿心的感謝祢
[00:00:07.000 --> 00:00:10.000]  感謝祢將祢自己
[00:00:10.000 --> 00:00:13.000]  將神、父神都啟示給我們
[00:00:13.000 --> 00:00:14.000]  主我們也感謝祢
[00:00:14.000 --> 00:00:16.000]  祢自己應許我們
[00:00:16.000 --> 00:00:18.000]  祢要賜給我們聖靈
[00:00:18.000 --> 00:00:20.000]  當我們得到聖靈的時候
[00:00:20.000 --> 00:00:22.000]  我們就會有能力
[00:00:22.000 --> 00:00:24.000]  主啊我們感謝祢
[00:00:24.000 --> 00:00:25.000]  主我們也感謝祢
[00:00:25.000 --> 00:00:27.000]  祢自己真的是已經把聖靈賜下來
[00:00:27.000 --> 00:00:30.000]  讓我們這些信的人有聖靈住在我們裡面
[00:00:30.000 --> 00:00:33.000]  讓我們能夠受聖靈的洗
[00:00:33.000 --> 00:00:35.000]  讓我們能夠被潔淨
[00:00:35.000 --> 00:00:37.000]  主我們再一次的感謝讚美祢
[00:00:37.000 --> 00:00:39.000]  主我們也謝謝祢
[00:00:39.000 --> 00:00:41.000]  主祢自己為我們所成就的事情
[00:00:41.000 --> 00:00:43.000]  主祢告訴我們
[00:00:43.000 --> 00:00:45.000]  真的是祢當初用泥土造了人
[00:00:45.000 --> 00:00:49.000]  然後祢又把一股生氣吹在這個鼻孔裡面
[00:00:49.000 --> 00:00:51.000]  人就成了有靈的活人
[00:00:51.000 --> 00:00:53.000]  主我們真的是感謝祢
[00:00:53.000 --> 00:00:55.000]  讓我們那個時候就有了生命
[00:00:55.000 --> 00:00:57.000]  從祢那裡來的生命
[00:00:57.000 --> 00:00:59.000]  但是很可惜的
[00:00:59.000 --> 00:01:01.000]  主人沒有聽
[00:01:01.000 --> 00:01:04.000]  所以我們跟祢又遠離了
[00:01:04.000 --> 00:01:05.000]  但是主我們謝謝祢
[00:01:05.000 --> 00:01:08.000]  祢自己拆遷祢自己獨生的愛子
[00:01:08.000 --> 00:01:09.000]  來到這個世界上
[00:01:09.000 --> 00:01:10.000]  為我們捨命
[00:01:10.000 --> 00:01:12.000]  為我們釘在十字架上
[00:01:12.000 --> 00:01:14.000]  為我們從死裡復活
[00:01:14.000 --> 00:01:16.000]  為我們升到天上
[00:01:16.000 --> 00:01:18.000]  讓我們能夠信
[00:01:18.000 --> 00:01:20.000]  讓我們能夠有這個樹林的生命
[00:01:20.000 --> 00:01:23.000]  讓我們能夠從我們舊的生命裡面脫出來
[00:01:23.000 --> 00:01:25.000]  然後再跟祢
[00:01:25.000 --> 00:01:27.000]  能夠有新的生命的聯合
[00:01:27.000 --> 00:01:28.000]  我們謝謝祢
[00:01:28.000 --> 00:01:30.000]  謝謝祢祢自己的恩典
[00:01:30.000 --> 00:01:31.000]  讓我們每一個人
[00:01:31.000 --> 00:01:33.000]  今天就像祢所說的
[00:01:33.000 --> 00:01:35.000]  有耳的就應當聽
[00:01:35.000 --> 00:01:37.000]  讓我們順著一個順服的心
[00:01:37.000 --> 00:01:38.000]  來到祢面前
[00:01:38.000 --> 00:01:40.000]  聽祢自己的話
[00:01:40.000 --> 00:01:42.000]  禱告跟耶穌基督的聖名
[00:01:42.000 --> 00:01:43.000]  阿們
[00:01:43.000 --> 00:01:52.000]  剛才我們從二十四節到三十節
[00:01:52.000 --> 00:01:53.000]  其實很簡單
[00:01:53.000 --> 00:01:55.000]  就是主耶穌講這個比喻
[00:01:55.000 --> 00:01:56.000]  這個比喻的內容
[00:01:56.000 --> 00:01:58.000]  就是在二十四節到三十節
[00:01:58.000 --> 00:02:00.000]  所以我不花時間去看
[00:02:00.000 --> 00:02:03.000]  然後到從三十六節
[00:02:03.000 --> 00:02:05.000]  一直到第四十三節
[00:02:05.000 --> 00:02:08.000]  主耶穌祂又開始解釋這個事情
[00:02:08.000 --> 00:02:11.000]  那麼在今天呢
[00:02:11.000 --> 00:02:13.000]  我們就要藉著這個比喻
[00:02:13.000 --> 00:02:15.000]  藉著主耶穌祂的解釋
[00:02:15.000 --> 00:02:17.000]  我們要來看幾件事情
[00:02:17.000 --> 00:02:18.000]  第一件事情
[00:02:18.000 --> 00:02:21.000]  就是這個撒種的人
[00:02:21.000 --> 00:02:24.000]  那聖經上在第三十七節
[00:02:24.000 --> 00:02:25.000]  那邊告訴我們
[00:02:25.000 --> 00:02:28.000]  他說那撒好種的就是人子
[00:02:28.000 --> 00:02:30.000]  這人子是誰呢
[00:02:30.000 --> 00:02:32.000]  我們從聖經上從新約裡面
[00:02:32.000 --> 00:02:34.000]  主耶穌一再的稱呼他自己
[00:02:34.000 --> 00:02:35.000]  就是這個人子
[00:02:35.000 --> 00:02:37.000]  他就是道成肉身的
[00:02:37.000 --> 00:02:39.000]  神道成了肉身
[00:02:39.000 --> 00:02:41.000]  神第二位道成了肉身
[00:02:41.000 --> 00:02:42.000]  來到這個世界上
[00:02:42.000 --> 00:02:45.000]  降世成為耶穌
[00:02:45.000 --> 00:02:47.000]  然後他就講
[00:02:47.000 --> 00:02:50.000]  他說那撒好種的
[00:02:50.000 --> 00:02:52.000]  在我們中文本
[00:02:52.000 --> 00:02:53.000]  俄文本
[00:02:53.000 --> 00:02:56.000]  有的時候不太容易看出來
[00:02:56.000 --> 00:02:59.000]  他說天國好像
[00:02:59.000 --> 00:03:00.000]  第二十四節
[00:03:00.000 --> 00:03:04.000]  他說天國好像人撒好種在田裡
[00:03:04.000 --> 00:03:05.000]  如果你去看英文本
[00:03:05.000 --> 00:03:07.000]  或者是原文本的話
[00:03:07.000 --> 00:03:08.000]  他就會告訴你
[00:03:08.000 --> 00:03:12.000]  他撒好種在他的田裡面
[00:03:12.000 --> 00:03:15.000]  所以如果我們繼續看三十八節
[00:03:15.000 --> 00:03:17.000]  他說田地就是世界
[00:03:17.000 --> 00:03:19.000]  在這裡我們看到一件事情
[00:03:19.000 --> 00:03:21.000]  主耶穌他在那裡宣告
[00:03:21.000 --> 00:03:24.000]  他說這個屬人的世界
[00:03:24.000 --> 00:03:26.000]  今天我們所處的這個世界裡面
[00:03:26.000 --> 00:03:28.000]  還是他的
[00:03:28.000 --> 00:03:30.000]  仍然是他的
[00:03:30.000 --> 00:03:33.000]  雖然在這個世界上人不信他
[00:03:33.000 --> 00:03:35.000]  但是他仍然是主人
[00:03:35.000 --> 00:03:37.000]  他沒有失去了控制
[00:03:37.000 --> 00:03:39.000]  或者是有很多人在講
[00:03:39.000 --> 00:03:41.000]  說神創造了世界之後
[00:03:41.000 --> 00:03:42.000]  他就一走了之了
[00:03:42.000 --> 00:03:43.000]  就不管了
[00:03:43.000 --> 00:03:45.000]  讓你自己去自生自滅
[00:03:45.000 --> 00:03:46.000]  但是我們從聖經上面看
[00:03:46.000 --> 00:03:48.000]  在這裡主耶穌他自己告訴我們
[00:03:48.000 --> 00:03:51.000]  他沒有把他丟棄
[00:03:51.000 --> 00:03:53.000]  他仍然繼續的在管理
[00:03:53.000 --> 00:03:55.000]  繼續的在工作
[00:03:55.000 --> 00:03:56.000]  這就是第一件事情
[00:03:56.000 --> 00:03:59.000]  我們看到這個撒好種的人
[00:03:59.000 --> 00:04:01.000]  這個人他是把這個好種
[00:04:01.000 --> 00:04:05.000]  撒在他的田裡面
[00:04:05.000 --> 00:04:08.000]  接下去我們就要看
[00:04:08.000 --> 00:04:11.000]  那這個撒好種呢
[00:04:11.000 --> 00:04:14.000]  如果我們看第二十四節
[00:04:14.000 --> 00:04:17.000]  他說人撒好種在田裡
[00:04:17.000 --> 00:04:20.000]  及至人睡覺的時候
[00:04:20.000 --> 00:04:24.000]  有仇敵來將麥子撒在麥子裡面
[00:04:24.000 --> 00:04:26.000]  在這裡我們看見
[00:04:26.000 --> 00:04:29.000]  這個主耶穌或者是說人子
[00:04:29.000 --> 00:04:34.000]  他把這個好種撒在地上
[00:04:34.000 --> 00:04:35.000]  對不對
[00:04:35.000 --> 00:04:36.000]  他撒在地上
[00:04:36.000 --> 00:04:38.000]  那麼這個好種是什麼呢
[00:04:38.000 --> 00:04:42.000]  這個好種如果我們跳到第三十八節
[00:04:42.000 --> 00:04:43.000]  在那裡告訴我們說
[00:04:43.000 --> 00:04:46.000]  這個好種就是天國之子
[00:04:46.000 --> 00:04:48.000]  什麼叫做天國之子呢
[00:04:48.000 --> 00:04:50.000]  天國之子就是他自己
[00:04:50.000 --> 00:04:52.000]  就是主耶穌在馬太福音第十六章的時候
[00:04:52.000 --> 00:04:53.000]  他就講
[00:04:53.000 --> 00:04:56.000]  他說他要把他的教會建立在這個地上
[00:04:56.000 --> 00:04:58.000]  那麼這些天國之子
[00:04:58.000 --> 00:05:00.000]  這個就是好種
[00:05:00.000 --> 00:05:04.000]  那這些好種是什麼呢
[00:05:04.000 --> 00:05:07.000]  就是主耶穌他用他自己的生命
[00:05:07.000 --> 00:05:10.000]  他自己捨身流血
