
[00:00:00.000 --> 00:00:11.000]  主持人:今天也不容易在3號風籌中還是可以平安的回來。
[00:00:11.000 --> 00:00:25.000]  今天我跟各位開始一個我想在《普通話崇拜》當中新的講道的系列,大概我會負責的講道的時候就會用這個經文。
[00:00:25.000 --> 00:00:36.000]  這個經文是有些弟兄姐妹在這會比較時間長久一點,就會有機會聽過或者說你比較熟悉的詩篇二三篇。
[00:00:36.000 --> 00:00:44.000]  我也想做一個調查,有誰有讀過這個詩篇?至少有讀過詩篇二三篇,大部分都有。
[00:00:44.000 --> 00:00:57.000]  如果你還沒有機會,沒關係,你都可以回去看聖經,無論從手機裏面還是你拿你的聖經來看的,你放到詩篇二三篇去看。
[00:00:57.000 --> 00:01:05.000]  這個詩篇二三篇是很多基督徒都很喜歡的一段經文,也是很多基督徒都很熟悉的經文。
[00:01:05.000 --> 00:01:18.000]  甚至說有些弟兄姐妹都會把這個詩篇二三篇背誦下來,讓這個經文在他的生命裏面,在他的信仰裏面成爲他的幫助。
[00:01:18.000 --> 00:01:37.000]  所以講這個詩篇,我很想跟各位從詩篇裏面多認識一下這個經文對我們生命的影響。可能對你很熟悉,可能你也聽過不同的講員,
[00:01:37.000 --> 00:01:48.000]  或許你在一些的查經裏面都有去看過這段經文,你都可以有不同的領受,這個都是好的。
[00:01:48.000 --> 00:02:06.000]  但我想跟各位慢慢去看這個詩篇。以前我大部分在崇拜講道都是講的一段比較長的經文,也是一個書卷,比如說傳道書,比如說講到禱告的專題的話。
[00:02:06.000 --> 00:02:33.000]  今天我這個詩篇二三篇有點比較特別,我會講的比較慢,或許慢的意思就是說,這個詩篇二三篇可能我是會用,我不曉得看我的進度是怎麼樣,可能是用至少四次,或者五次,或者六次,可能講到十次都是講詩篇二三篇,我不曉得你還會記得多少,但至少就是會講的比較慢一點這個詩篇二三篇。
[00:02:33.000 --> 00:02:50.000]  所以你可以去回家,可以慢慢去消化一下。但最好我會是一個建議就是說,你把詩篇二三篇背起來,當你真的在你的信仰,在你的生活當中,你就可以成爲你一個很大的幫助了,我相信。
[00:02:50.000 --> 00:03:10.000]  今天我先跟各位來看一下,我把他的題目叫做《是耶和華是我的母子》,當然這個是有點跟詩篇二三篇第一節裏面是很有關係的,但我是把它有點不一樣的翻譯。
[00:03:10.000 --> 00:03:29.000]  好,我先跟各位來讀一遍詩篇二三篇,讓我們都可以有印象,特別是可能有些弟兄弟妹沒有機會讀過的話,我們先讀一遍詩篇二三篇,看到的我們一起來讀一遍。
[00:03:40.000 --> 00:04:00.000]  在可安歇的水邊,他使我的靈魂甦醒,爲自己的名引導我走異路。我雖然行過喜應的憂苦,也不怕遭害,因爲你與我同在,你的髒,你的肝都安慰我。
[00:04:00.000 --> 00:04:19.000]  在我敵人面前,你爲我擺設演習,你擁有高樓我的頭,使我的伏碑滿意。我一生於世,必有恩惠只愛隨着我,我且要住在耶和華的殿中直到永遠。
[00:04:19.000 --> 00:04:40.000]  這是二三篇裏面六節的經文,算是一篇很短的詩篇的經文。我鼓勵你回去看,看這首詩篇的六節當中有些什麼不同的地方,或者說它有些什麼轉變的地方。
[00:04:40.000 --> 00:04:52.000]  下期回來的時候我們可以請你分享一下。今天我講到的大綱最主要有兩個還是三個重點。
[00:04:52.000 --> 00:05:13.000]  第一個就是從這個詩篇二三篇裏面去認識我,認識你自己這個人會是怎麼樣。認識我大概是我們讀這個詩篇的時候要認識我這個人。從讀這個經文的時候就能夠更多的認識我這個人,我這個人是怎麼樣。
[00:05:13.000 --> 00:05:27.000]  另外一個從詩篇二三篇裏面是可以認識你。在經文我們剛纔讀的時候,你有留意到"你"就是跟我們平常用"人"字旁的"你"一樣。
[00:05:27.000 --> 00:05:45.000]  我會特別想用"是"字旁,就是代表神的那個意思,那個"你"。那個有點不同。所以這個詩篇二三篇是,第一個是先認識我這個人,然後是認識你這位神。
[00:05:45.000 --> 00:06:07.000]  第二個就是從詩篇二三篇"詩人"。通常我們都說這個字是大衛的,但他的作者是大衛。他寫下的詩篇不單止是認識我自己是一個怎麼樣的人,也更重要是認識我們的神,這位神到底是一位怎麼樣的神。這就是我們從詩篇二三篇裏面可以特別看到的地方。
[00:06:07.000 --> 00:06:35.000]  第三個重點是什麼呢?當有"我"、有"你"的話,就是在一本很出名的書叫《I am God》,我不曉得有沒有人聽過。這本書是一位作者,他寫的也很短,他就是寫到在基督信仰裏面的一個經驗,就是講到"我"與"你",這個"你"就是剛纔我們說的"神","我"與"神。
[00:06:35.000 --> 00:07:04.000]  《I am God》的"道"就是在聖經裏面有不同的翻譯本。英文的聖經裏面的"King James Version"有一本叫《陰王簽訂本》的聖經,它都是用"道"來代表"神",所以"I am God"就是講到"我"跟"神",這位神的關係是怎麼樣,在"我"跟"神"的信仰是怎麼樣的信仰。
[00:07:04.000 --> 00:07:23.000]  所以從四標三聘也是這樣子,先認識"我",然後再認識"你","我"跟"你","我"與"神"是怎麼樣的相遇,然後是講到"我"跟"神"之間的關係是怎麼樣。
[00:07:23.000 --> 00:07:52.960]  在四標三聘裏面就講到"在地若天",我們在地上的那種人生,我們的生活,其實就跟代表天上的生活差不多的樣子。而且這個"在地若天"的話,我們能夠經驗到的話,我們跟神的關係就是直到永遠,到永恆的時候,這就是"我"跟"神","I am God"跟祂之間的關係。
[00:07:52.960 --> 00:08:03.200]  所以這就是我從四標三聘跟各位領受神給我們這段經文很寶貴的信息。
[00:08:03.200 --> 00:08:16.040]  好,第一個就賞心跟各位來講,四標三聘第一節的經文,如果你還記得我們剛纔所讀的中文聖經的話,第一句是什麼?
[00:08:16.040 --> 00:08:27.640]  "耶和華是我的慕者"。這是第一節的第一句。然後就是第一節裏面"我必不自缺乏"嘛。
[00:08:27.640 --> 00:08:33.640]  我們先看這一節經文,大概我今天就繼續講這一節經文的上半部。
[00:08:33.640 --> 00:08:47.880]  "耶和華是我的慕者",在原來聖經裏面寫的,我們說的那個直接的翻譯就是這樣子的:"是耶和華,是慕者"。
[00:08:47.880 --> 00:09:02.000]  這個是詩篇大衛所寫的時候,他是寫的是"是耶和華,是慕者"。這個背景是怎麼樣呢?大概就是講到一個牧羊人跟羊的關係。
[00:09:02.000 --> 00:09:26.400]  他先講到羊,他們在有機會牧羊人那裏羊出去的時候,他們就在山上或者草地上跟其他來自不同牧羊人或不同羊羣的羊一起在草地上草,或者他們一起來碰面。
[00:09:26.400 --> 00:09:36.800]  這個有點像什麼呢?像我們基督徒,有時候我們會有一些叫做聯合的聚會,我不曉得有沒有弟兄有沒有參加過。
[00:09:36.800 --> 00:09:49.400]  據說當你從一個比較有機構來舉辦聯合的聚會的話,有來自不同的教會的人會參與。
[00:09:49.400 --> 00:10:04.080]  我們教會在每年8月1號到10號都有一個叫做港九培林研究大會,有誰有參加過?都有參加過,可能你現在比較方便是在網上來聽就好了。
