
[00:00:00.000 --> 00:00:04.840]  今天我會和大家一齊從《針研》裏面學習
[00:00:04.840 --> 00:00:07.880]  如果大家都記得
[00:00:07.880 --> 00:00:15.000]  上星期我們第一次崇拜的經文訊息
[00:00:15.000 --> 00:00:17.240]  主要來自菲律賓書
[00:00:17.240 --> 00:00:20.360]  而我們今年會在菲律賓書
[00:00:20.360 --> 00:00:23.400]  和在《針研》這兩本書裏面
[00:00:23.400 --> 00:00:27.440]  主要作為我們崇拜的宣講的經文
[00:00:27.440 --> 00:00:29.440]  和要領受的訊息
[00:00:29.440 --> 00:00:34.600]  而當中仍然跟我們今年教會的方向主題
[00:00:34.600 --> 00:00:41.000]  就是基督是主 與己 與人 結連
[00:00:41.000 --> 00:00:44.880]  《針研》我們會選一些不同的經文
[00:00:44.880 --> 00:00:47.320]  因為《針研》很豐富
[00:00:47.320 --> 00:00:49.000]  我們講不完這麼多
[00:00:49.000 --> 00:00:53.560]  但我們希望選一些與人結連有關的經文
[00:00:53.560 --> 00:00:56.280]  當然可以是與己結連的 我相信
[00:00:56.280 --> 00:00:58.640]  這兩個主題之下的經文
[00:00:58.640 --> 00:01:00.760]  我們很想跟大家一齊去領受
[00:01:00.760 --> 00:01:04.800]  《針研》給我們學習
[00:01:04.800 --> 00:01:06.280]  經文不長
[00:01:06.280 --> 00:01:07.320]  在《針研》裏面
[00:01:07.320 --> 00:01:09.000]  其實因為《針研》的特色
[00:01:09.000 --> 00:01:12.280]  就是幾節經文就已經講到一個主題
[00:01:12.280 --> 00:01:14.880]  所以我想大家都會較容易捉到
[00:01:14.880 --> 00:01:20.200]  在《針研》裏面所讀的經文其實很短
[00:01:20.200 --> 00:01:25.080]  今天我們會選讀《針研》的二十五章八到十節
[00:01:25.080 --> 00:01:26.880]  我讀一次給大家聽聽
[00:01:26.880 --> 00:01:31.600]  大家在網上可以打開你的聖經
[00:01:31.600 --> 00:01:33.600]  你聽我讀也可以
[00:01:33.600 --> 00:01:35.000]  聖經這樣說
[00:01:35.000 --> 00:01:38.640]  「不要無失出去與人爭敬
[00:01:38.640 --> 00:01:41.800]  免得至終被他羞辱
[00:01:41.800 --> 00:01:45.320]  你就不知道怎樣行了
[00:01:45.320 --> 00:01:47.760]  你與鄰舍爭訟
[00:01:47.760 --> 00:01:50.800]  要與他一人辯論
[00:01:50.800 --> 00:01:54.120]  不可洩露人的默示
[00:01:54.120 --> 00:01:56.680]  恐怕聽見人罵你
[00:01:56.680 --> 00:02:01.320]  你的臭名就難以脫離」
[00:02:01.320 --> 00:02:05.160]  就是短短的三節
[00:02:05.160 --> 00:02:10.120]  大概都講得很白
[00:02:10.120 --> 00:02:15.440]  大家都應該可以有初步的印象
[00:02:15.440 --> 00:02:17.400]  我們其實在過去
[00:02:17.400 --> 00:02:20.800]  基督事主2020年、2021年的時候
[00:02:20.800 --> 00:02:24.120]  講到與神結連作為一個主線
[00:02:24.120 --> 00:02:27.880]  然後今年我們盼望能夠與己與人結連
[00:02:27.880 --> 00:02:29.880]  到2023年
[00:02:29.880 --> 00:02:32.000]  就是基督事主與萬物結連
[00:02:32.000 --> 00:02:35.520]  這個大概就是我們希望能夠讓弟兄姊妹
[00:02:35.520 --> 00:02:40.480]  更多讓我們在神的話語裏面
[00:02:40.480 --> 00:02:43.320]  在我們信仰裏面更多的經歷
[00:02:43.320 --> 00:02:45.320]  耶穌基督是我們的主
[00:02:45.320 --> 00:02:47.160]  而我們不單止與祂結連
[00:02:47.160 --> 00:02:50.640]  我們同樣與我們身邊的人
[00:02:50.640 --> 00:02:52.640]  身邊的萬物結連
[00:02:55.080 --> 00:02:56.840]  今年二十五章八到十節
[00:02:56.840 --> 00:03:02.080]  我想這次邀請大家來讀這段經文
[00:03:02.080 --> 00:03:05.960]  這個我稍為和剛才我們讀的經文
[00:03:05.960 --> 00:03:08.800]  是一般我們會用的和合本聖經
[00:03:08.800 --> 00:03:15.320]  這一段我將它稍為用了原文直譯的版本
[00:03:15.320 --> 00:03:20.600]  將這三節經文稍為用了直接翻譯的意思
[00:03:20.600 --> 00:03:23.040]  來表達翻過的意思
[00:03:23.040 --> 00:03:26.520]  同樣這三節第八、第九、第十
[00:03:26.520 --> 00:03:28.520]  就是直譯的
[00:03:28.520 --> 00:03:30.880]  但我又不會讀這個版本
[00:03:30.880 --> 00:03:32.200]  我想和大家讀一個甚麼呢?
[00:03:32.200 --> 00:03:33.720]  也是這個版本
[00:03:33.720 --> 00:03:34.600]  不過我將它
[00:03:34.600 --> 00:03:36.040]  如果大家看看有些小分別
[00:03:36.040 --> 00:03:39.240]  我就將八、九、十這三節裏面
[00:03:39.240 --> 00:03:40.240]  稍為轉一轉
[00:03:40.240 --> 00:03:42.240]  我就不按它的分別
[00:03:42.240 --> 00:03:45.440]  我將它轉成三段的
[00:03:45.440 --> 00:03:48.760]  但就會將頭兩行為之第一段
[00:03:48.760 --> 00:03:50.440]  中間是第二段
[00:03:50.440 --> 00:03:53.880]  然後最後三行就是第三段
[00:03:53.880 --> 00:03:55.840]  我會和大家一起去領受的訊息
[00:03:55.840 --> 00:03:57.920]  就是分開這三個部份
[00:03:57.920 --> 00:04:00.200]  所以我將這段經文
[00:04:00.200 --> 00:04:05.400]  稍為有少許不同的新段落
[00:04:05.400 --> 00:04:07.400]  所以我就邀請大家讀這三段
[00:04:07.400 --> 00:04:08.600]  大家稍為留意一下
[00:04:08.600 --> 00:04:10.600]  其實就分開三個小段
[00:04:10.600 --> 00:04:14.520]  然後大致上有兩個重要的訊息
[00:04:14.520 --> 00:04:17.560]  如果看到的大家括弧的可以讀完
[00:04:17.560 --> 00:04:20.040]  我們一起讀完這段經文
[00:04:20.040 --> 00:04:21.600]  預備起
[00:04:21.600 --> 00:04:25.840]  不要務實出去與人爭吵
[00:04:25.840 --> 00:04:30.840]  免得始終你就不知要如何行
[00:04:30.840 --> 00:04:34.560]  免得你的淪陷羞辱你
[00:04:34.560 --> 00:04:40.040]  要與你的淪陷直接爭辯你的愛
[00:04:40.040 --> 00:04:43.520]  不可洩露別人的秘密
[00:04:43.520 --> 00:04:47.120]  恐怕聽見的人責罵你
[00:04:47.120 --> 00:04:51.800]  你的臭命就難以脫離
[00:04:51.800 --> 00:04:53.520]  三個段落
[00:04:53.520 --> 00:04:57.440]  兩個我覺得是重要的訊息
[00:04:57.440 --> 00:05:02.760]  我們如何可以學習與人結連的一個道理呢?
[00:05:02.760 --> 00:05:06.680]  或者可以叫做與人結連的一個秘訣也行
[00:05:06.680 --> 00:05:09.480]  方法也行
[00:05:09.480 --> 00:05:12.640]  兩個重點我覺得是不要太快
[00:05:12.640 --> 00:05:16.320]  更加不要快閃
[00:05:16.320 --> 00:05:20.320]  第二個就是做一個有信用的人
[00:05:20.320 --> 00:05:21.760]  要做一個有信用的人
[00:05:21.760 --> 00:05:24.040]  這個就是在這段經文裏面
[00:05:24.040 --> 00:05:28.360]  我相信是我們可以領受的訊息
[00:05:28.360 --> 00:05:29.600]  第一個不要太快
[00:05:29.600 --> 00:05:31.680]  更加不要快閃
[00:05:31.680 --> 00:05:35.160]  其實最主要就是提到快與慢
[00:05:35.160 --> 00:05:38.040]  這個經文我想再給大家看一個
[00:05:38.040 --> 00:05:44.120]  《箏言二十五章》七節的下和八節
[00:05:44.120 --> 00:05:45.720]  剛才我們有讀過
[00:05:45.720 --> 00:05:47.760]  不要冒失出去與人爭吵
[00:05:47.760 --> 00:05:50.040]  免得最終你不知道要如何行
[00:05:50.040 --> 00:05:51.680]  就是第一個小段
[00:05:51.680 --> 00:05:55.280]  但是我想將這個經文
[00:05:55.280 --> 00:05:57.520]  原本我們看第八、九、十、一、三節裏面
[00:05:57.520 --> 00:05:59.960]  再看多一點前面第八節
[00:05:59.960 --> 00:06:02.000]  有一個第七節下
[00:06:02.000 --> 00:06:03.600]  在中文的翻譯本
[00:06:03.600 --> 00:06:05.800]  他都留意到有一點點不同
[00:06:05.800 --> 00:06:09.960]  在其他翻譯本可能未必會這麼將它講出來
[00:06:09.960 --> 00:06:13.400]  在和修本就有多一個表達
[00:06:13.400 --> 00:06:15.960]  我覺得這個表達可以幫助我們更加體會到
[00:06:15.960 --> 00:06:18.120]  這段經文的意思
[00:06:18.120 --> 00:06:19.720]  和修本怎麼講呢?
[00:06:19.720 --> 00:06:21.040]  第七節下就講到
[00:06:21.040 --> 00:06:23.320]  「你所看見的」
[00:06:23.320 --> 00:06:25.320]  然後就帶到第八節
[00:06:25.320 --> 00:06:28.280]  「不要冒失出去與人爭鬥」
[00:06:28.280 --> 00:06:31.840]  最後你就「不知怎麼做」
[00:06:31.840 --> 00:06:33.600]  原來在這段經文
[00:06:33.600 --> 00:06:39.200]  我們用和修本的翻譯或版本的時候
[00:06:39.200 --> 00:06:43.560]  幫我們看見多一點當這個人很快出去
[00:06:43.560 --> 00:06:46.240]  與人爭鬥的時候
[00:06:46.240 --> 00:06:48.400]  其實原來他是看見一些東西
[00:06:48.400 --> 00:06:50.120]  他看見一些東西
[00:06:50.120 --> 00:06:51.680]  然後就很快去做
[00:06:51.680 --> 00:06:54.800]  就是想「出下頭」
[00:06:54.800 --> 00:06:57.000]  其實這個有時是為自己的
[00:06:57.000 --> 00:06:59.520]  但有時甚至可能是為別人的
[00:06:59.520 --> 00:07:00.560]  「你所看見的」
[00:07:00.560 --> 00:07:03.040]  有人看得不順眼
[00:07:03.040 --> 00:07:07.360]  就會出去為一事情出頭
[00:07:07.360 --> 00:07:10.160]  最近如果大家在聽新聞
[00:07:10.160 --> 00:07:13.000]  最近有一個在排隊搭船
[00:07:13.000 --> 00:07:16.920]  突然間結果變成一個命案
[00:07:16.920 --> 00:07:19.520]  我覺得有時也很不幸
[00:07:19.520 --> 00:07:21.920]  就好像有人在打尖
[00:07:21.920 --> 00:07:24.960]  然後有人想出頭做小事
[00:07:24.960 --> 00:07:26.440]  其實「你所看見的」
[00:07:26.440 --> 00:07:27.800]  不如「冒失出去」
[00:07:27.800 --> 00:07:30.040]  就是有時我們要小心
[00:07:30.040 --> 00:07:32.360]  我們看見的東西
[00:07:32.360 --> 00:07:33.600]  我們要小心
[00:07:33.600 --> 00:07:38.320]  不要那麼快去做一些判斷
[00:07:38.320 --> 00:07:41.600]  這個就是不要冒失出去與人爭鬥
[00:07:41.600 --> 00:07:43.400]  這個要表達
[00:07:43.400 --> 00:07:48.080]  很多時候我們看見很多事情發生
[00:07:48.080 --> 00:07:51.200]  可能有時人與人之間的爭拗
[00:07:51.200 --> 00:07:53.920]  或者社會上有些事件發生
[00:07:53.920 --> 00:07:57.840]  甚至我們在疫情底下防疫的工作
[00:07:57.840 --> 00:07:59.640]  其實我們也會看很多
[00:07:59.640 --> 00:08:02.440]  當然看的時候要加上甚麼呢?
[00:08:02.440 --> 00:08:04.680]  我們也聽不少
[00:08:04.680 --> 00:08:06.960]  我們會看很多聽不少
[00:08:06.960 --> 00:08:10.240]  無論來自任何四方八面的資訊
[00:08:10.240 --> 00:08:12.080]  然後有時我們做個判斷
[00:08:12.080 --> 00:08:15.120]  有時可能自己也有份參與當中
[00:08:15.120 --> 00:08:17.640]  有時可能覺得好像別人有需要
[00:08:17.640 --> 00:08:19.480]  我又出一下頭
[00:08:19.480 --> 00:08:20.880]  但這個要小心提醒我們
[00:08:20.880 --> 00:08:22.640]  不要太快做判斷
[00:08:22.640 --> 00:08:26.080]  我們不要太快以為看見的
[00:08:26.080 --> 00:08:29.960]  就一定是這樣的
[00:08:29.960 --> 00:08:32.840]  眼看就好像是真實
[00:08:32.840 --> 00:08:34.520]  當然也是真的
[00:08:34.520 --> 00:08:36.480]  但我們要小心看的時候
[00:08:36.480 --> 00:08:38.840]  會否只是看見表面
[00:08:38.840 --> 00:08:42.200]  或者看見一些包裝
[00:08:42.200 --> 00:08:44.600]  甚至可能你只是看到一個
[00:08:44.600 --> 00:08:46.440]  某一個角度
[00:08:46.440 --> 00:08:48.440]  看見那個事件
[00:08:48.440 --> 00:08:53.920]  聽到那個事情的一些資料
[00:08:53.920 --> 00:08:55.960]  所以我們駕車的人就知道了
[00:08:55.960 --> 00:08:58.960]  我們如果有駕車的弟兄姊妹朋友
[00:08:58.960 --> 00:09:00.360]  你就知道駕車有一個
[00:09:00.360 --> 00:09:01.560]  我們經常提醒自己
[00:09:01.560 --> 00:09:03.640]  或者提醒其他的駕駛者
[00:09:03.640 --> 00:09:05.880]  我們要小心盲點
[00:09:05.880 --> 00:09:07.160]  那些blind spots
[00:09:07.160 --> 00:09:09.240]  我們以為自己看得很清楚
[00:09:09.240 --> 00:09:11.920]  就是cut線或者轉線
[00:09:11.920 --> 00:09:13.400]  其實有時有些blind spots
[00:09:13.400 --> 00:09:15.000]  我們盲點看不到
[00:09:15.000 --> 00:09:16.480]  不是你眼見以為
[00:09:16.480 --> 00:09:18.880]  暢通無阻就可以cut線也好
[00:09:18.880 --> 00:09:22.760]  去將車駕得很穩陣很安全
[00:09:22.760 --> 00:09:23.920]  其實不是的
[00:09:23.920 --> 00:09:24.760]  所以我們要很小心
[00:09:24.760 --> 00:09:26.680]  有時眼見的事情
[00:09:26.680 --> 00:09:27.960]  不一定真實
[00:09:27.960 --> 00:09:30.040]  也不是全面
[00:09:30.040 --> 00:09:31.600]  耳聽的事情
[00:09:31.600 --> 00:09:33.520]  可能只是片面而已
[00:09:33.520 --> 00:09:34.760]  可能只是你聽
[00:09:34.760 --> 00:09:38.680]  或者叫做選擇性的收聽
[00:09:38.680 --> 00:09:40.520]  聽你同類的事情
[00:09:40.520 --> 00:09:42.040]  同類的意見
[00:09:42.040 --> 00:09:44.200]  你就覺得是了
[00:09:44.200 --> 00:09:45.320]  我們有沒有試試想想
[00:09:45.320 --> 00:09:48.880]  自己是聽得比較全面一點呢
[00:09:48.880 --> 00:09:50.320]  甚至現在
[00:09:50.320 --> 00:09:51.320]  如果大家都留意一下
[00:09:51.320 --> 00:09:55.160]  有些說要立甚麼新聞法規
[00:09:55.160 --> 00:09:58.440]  要管制甚麼新新聞假新聞
[00:09:58.440 --> 00:10:00.440]  其實不用立這些法也有的
[00:10:00.440 --> 00:10:05.240]  大家都在這麼多年的資訊科技
[00:10:05.240 --> 00:10:07.640]  一直去發達
[00:10:07.640 --> 00:10:09.440]  其實我想不是形容發達
[00:10:09.440 --> 00:10:11.320]  其實資訊科技是甚麼呢
[00:10:11.320 --> 00:10:13.240]  泛濫的時代
[00:10:13.240 --> 00:10:14.560]  你就會聽很多事情
[00:10:14.560 --> 00:10:16.720]  到底哪些是真哪些是假
[00:10:16.720 --> 00:10:18.200]  其實這一點提醒我
[00:10:18.200 --> 00:10:19.440]  我們每一個人
[00:10:19.440 --> 00:10:20.680]  我們看見的
[00:10:20.680 --> 00:10:25.040]  不要這麼快去做一個判斷
[00:10:25.040 --> 00:10:27.040]  所以我們要學習甚麼呢
[00:10:27.040 --> 00:10:29.200]  多點從不同的角度
[00:10:29.200 --> 00:10:32.600]  去多點聽多點看
[00:10:32.600 --> 00:10:34.080]  但更加要是甚麼呢
[00:10:34.080 --> 00:10:38.600]  站穩在聖經真理的立場
[00:10:38.600 --> 00:10:42.760]  不要只顧著要接收很多的資訊
[00:10:42.760 --> 00:10:47.080]  同時更加要在我們自己的信仰
[00:10:47.080 --> 00:10:48.880]  因為我們的信仰就是我們的生活
[00:10:48.880 --> 00:10:50.480]  我們的信仰就是我們的生命
[00:10:50.480 --> 00:10:52.880]  我們的信仰就是我們的價值觀
[00:10:52.880 --> 00:10:55.360]  我們的信仰就是我們的立場
[00:10:55.360 --> 00:10:58.200]  我們更加要認識
[00:10:58.200 --> 00:10:59.200]  捉得到
[00:10:59.200 --> 00:11:00.760]  站得穩
[00:11:00.760 --> 00:11:02.880]  我們自己的聖經真理立場
[00:11:02.880 --> 00:11:07.560]  你才可以從不同角度去聽去看
[00:11:07.560 --> 00:11:10.160]  否則你只是聽到很多資訊
[00:11:10.160 --> 00:11:14.840]  反而是取代了你自己
[00:11:14.840 --> 00:11:20.160]  最重要的聖經真理信仰的立場
[00:11:20.160 --> 00:11:22.240]  所以我們要學習
[00:11:22.240 --> 00:11:27.240]  我們看到的東西都要很小心去看
[00:11:27.240 --> 00:11:29.760]  很小心去聽
[00:11:29.760 --> 00:11:36.400]  太快會帶來一些很輕率或者很草率
[00:11:36.400 --> 00:11:41.040]  就會做一些結論的後果
[00:11:41.040 --> 00:11:42.840]  所以
[00:11:42.840 --> 00:11:45.360]  真言的智者
[00:11:45.360 --> 00:11:47.120]  其實最重要想提醒我們
[00:11:47.120 --> 00:11:51.200]  不要太快去做判斷
[00:11:51.200 --> 00:11:54.360]  特別當你和別人有爭拗的時候
[00:11:54.360 --> 00:11:56.840]  不要太快以為
[00:11:56.840 --> 00:12:02.240]  你所看見、你所知道的東西就是最對的
[00:12:02.240 --> 00:12:06.960]  所以現代人這幾年多了一個學習
[00:12:06.960 --> 00:12:08.960]  叫做「慢活」
[00:12:08.960 --> 00:12:12.160]  我想這個慢活不單是在我們生活裡面
[00:12:12.160 --> 00:12:14.680]  其實可能真的當你和別人有不同的意見
[00:12:14.680 --> 00:12:18.120]  或者真的有爭端、有爭重的時候
