
[00:00:00.000 --> 00:00:02.000]  我們回顧人類歷史
[00:00:02.000 --> 00:00:08.600]  有些事情令我們有些內心的掙扎
[00:00:08.600 --> 00:00:11.000]  這個地上有很多不公不義的事情
[00:00:11.000 --> 00:00:13.500]  這個地上也有很多苦難
[00:00:13.500 --> 00:00:15.000]  這些苦難的問題
[00:00:15.000 --> 00:00:17.000]  往往由遠古到現在
[00:00:17.000 --> 00:00:19.800]  所有的神學家 基督教
[00:00:19.800 --> 00:00:22.500]  內或外也有很多人會爭議
[00:00:22.500 --> 00:00:24.500]  究竟上帝如果是良善
[00:00:24.500 --> 00:00:27.700]  為什麼他不去憐憫呢?
[00:00:27.700 --> 00:00:30.000]  或者如果他是完全大能的時候
[00:00:30.000 --> 00:00:32.000]  為什麼不剷除那些不公不義的事情
[00:00:32.000 --> 00:00:34.000]  將那些惡人繩之於法
[00:00:34.000 --> 00:00:35.000]  這樣就搞定了 是不是?
[00:00:35.000 --> 00:00:36.000]  一次過搞定
[00:00:36.000 --> 00:00:37.000]  如果上帝沒有這樣做
[00:00:37.000 --> 00:00:39.000]  當然上帝不是大能了
[00:00:39.000 --> 00:00:41.000]  如果上帝可以這樣做
[00:00:41.000 --> 00:00:42.000]  他又不做
[00:00:42.000 --> 00:00:44.000]  那就是他不良善了
[00:00:44.000 --> 00:00:45.000]  這樣的兩個控告
[00:00:45.000 --> 00:00:47.000]  全部推翻給上帝
[00:00:47.000 --> 00:00:50.000]  那怎麼回答?
[00:00:50.000 --> 00:00:52.000]  這個問題
[00:00:52.000 --> 00:00:55.000]  其實是護教學裡面
[00:00:55.000 --> 00:00:57.000]  一個很重要的課題
[00:00:57.000 --> 00:01:00.000]  就是面對地上的苦難和罪惡
[00:01:00.000 --> 00:01:02.000]  這一種的糾結
[00:01:02.000 --> 00:01:05.000]  其實問題不是在於上帝
[00:01:05.000 --> 00:01:08.000]  我透過這本書也想和大家分享
[00:01:08.000 --> 00:01:10.000]  James Emily White
[00:01:10.000 --> 00:01:12.000]  是這本書的作者
[00:01:12.000 --> 00:01:14.000]  這本《Wrestling with God》
[00:01:14.000 --> 00:01:15.500]  是有中文的翻譯本的
[00:01:15.500 --> 00:01:17.000]  叫《與神摔角》
[00:01:17.000 --> 00:01:19.000]  在裡面他提出
[00:01:19.000 --> 00:01:22.000]  他也是引用一些很出名的哲學家
[00:01:22.000 --> 00:01:24.000]  和神學家所說的一些說話
[00:01:24.000 --> 00:01:27.000]  而在裡面他提到神
[00:01:27.000 --> 00:01:29.000]  其實給我們人類
[00:01:29.000 --> 00:01:32.000]  一個很重要的恩典和禮物
[00:01:32.000 --> 00:01:37.000]  就是賦予我們有完全充分的自由
[00:01:37.000 --> 00:01:41.000]  我們可以去有完全的自主的意志
[00:01:41.000 --> 00:01:42.000]  不過問題就是
[00:01:42.000 --> 00:01:44.000]  你選擇不選擇對
[00:01:44.000 --> 00:01:46.000]  做不做得正確的選擇
[00:01:46.000 --> 00:01:48.000]  這個就是問題
[00:01:48.000 --> 00:01:49.000]  問題就是
[00:01:49.000 --> 00:01:52.000]  神不願意引誘我們違背自己的意願
[00:01:52.000 --> 00:01:54.000]  甚至他清楚
[00:01:54.000 --> 00:01:57.000]  可能人類是會藐視他的愛
[00:01:57.000 --> 00:02:01.000]  甚至決定去拒絕神
[00:02:01.000 --> 00:02:04.000]  但是一個這麼高的風險
[00:02:04.000 --> 00:02:07.000]  上帝仍然要賦予我們每一個人
[00:02:07.000 --> 00:02:11.000]  有自己自主的選擇和自由
[00:02:11.000 --> 00:02:13.000]  一個已故的
[00:02:13.000 --> 00:02:15.000]  丹麥很出色的教哲學家
[00:02:15.000 --> 00:02:17.000]  叫做琪克果
[00:02:17.000 --> 00:02:19.000]  他用了一個故事
[00:02:19.000 --> 00:02:22.000]  來將一個非常複雜
[00:02:22.000 --> 00:02:26.000]  但是也讓我們明白上帝的內心
[00:02:26.000 --> 00:02:29.000]  和人類要建立一個真正的愛
[00:02:29.000 --> 00:02:31.000]  這樣去帶出來
[00:02:31.000 --> 00:02:32.000]  這個故事怎麼說呢
[00:02:32.000 --> 00:02:34.000]  他說有一個皇帝
[00:02:34.000 --> 00:02:37.000]  他愛上了一個身份很卑微的少女
[00:02:37.000 --> 00:02:40.000]  甚至全國的大臣都來到
[00:02:40.000 --> 00:02:42.000]  懼怕皇帝會發怒
[00:02:42.000 --> 00:02:44.000]  所以大家都不敢深懷異議
[00:02:44.000 --> 00:02:47.000]  所有其他外國的城邦
[00:02:47.000 --> 00:02:51.000]  都懾服於這位國王的強權下
[00:02:51.000 --> 00:02:53.000]  他們不敢不派使節
[00:02:53.000 --> 00:02:55.000]  去祝賀國王的婚禮
[00:02:55.000 --> 00:02:58.000]  然後有一件事突然間發生了
[00:02:58.000 --> 00:03:00.000]  叫國王驚覺
[00:03:00.000 --> 00:03:02.000]  他開始焦慮了
[00:03:02.000 --> 00:03:05.000]  究竟我要迎娶的這個卑微的少女
[00:03:05.000 --> 00:03:08.000]  她來到我身邊是否真的會快樂呢
[00:03:08.000 --> 00:03:11.000]  她擁有足夠的自信之後
[00:03:11.000 --> 00:03:14.000]  她會不會再想起自己
[00:03:14.000 --> 00:03:16.000]  曾經只不過是一個卑微的少女呢
[00:03:16.000 --> 00:03:19.000]  如果突然間她的靈魂蘇醒
[00:03:19.000 --> 00:03:22.000]  她會不會好像一個舊情人
[00:03:22.000 --> 00:03:26.000]  時時將她的心從國王那裏偷走一樣
[00:03:26.000 --> 00:03:29.000]  以致她陷入孤立的悲傷裏面
[00:03:29.000 --> 00:03:32.000]  國王就很不安心
[00:03:32.000 --> 00:03:35.000]  究竟我和這個卑微的少女
[00:03:35.000 --> 00:03:38.000]  要建立的是否一個真實的愛
[00:03:38.000 --> 00:03:41.000]  他想到就是說
[00:03:41.000 --> 00:03:45.000]  我可以將這個卑微的少女帶入皇宮
[00:03:45.000 --> 00:03:47.000]  用錦衣美色
[00:03:47.000 --> 00:03:49.000]  將她裝扮打扮得很漂亮
[00:03:49.000 --> 00:03:51.000]  而且令她很愛慕皇帝
[00:03:51.000 --> 00:03:54.000]  但我如果這樣做只是收買她的心
[00:03:54.000 --> 00:03:59.000]  如果我親自去到她住的那個很簡陋的小房屋
[00:03:59.000 --> 00:04:04.000]  展示我王的尊貴和風範
[00:04:04.000 --> 00:04:07.000]  迫使她敬畏我
[00:04:07.000 --> 00:04:10.000]  而且不能夠不向我屈服的話
[00:04:10.000 --> 00:04:15.000]  我只是用一個壓制的方式去奪取她的心
[00:04:15.000 --> 00:04:17.000]  皇帝思前想後
[00:04:17.000 --> 00:04:20.000]  發覺這兩樣東西是行不通的
[00:04:20.000 --> 00:04:22.000]  為了要贏取這個少女的芳心
[00:04:22.000 --> 00:04:25.000]  你猜皇帝做了一件什麼事
[00:04:25.000 --> 00:04:29.000]  皇帝結果怎樣
[00:04:29.000 --> 00:04:30.000]  做一個平民
[00:04:30.000 --> 00:04:32.000]  你真是很聰明
[00:04:32.000 --> 00:04:33.000]  他怎樣做一個平民呢
[00:04:33.000 --> 00:04:35.000]  不做皇帝這樣做一個平民
[00:04:35.000 --> 00:04:37.000]  做什麼平民
[00:04:37.000 --> 00:04:40.000]  他是同一個層次
[00:04:40.000 --> 00:04:43.000]  做一個卑微的僕人
