
[00:00:00.000 --> 00:00:01.380]  我低頭一齊禱告
[00:00:01.380 --> 00:00:04.480]  七天會懇求祢的聖靈來教導我們去明白祢的話語
[00:00:04.480 --> 00:00:05.760]  進入真理的裏面
[00:00:05.760 --> 00:00:08.020]  讓我們每一天都能夠進行祢的話語
[00:00:08.020 --> 00:00:09.340]  活在心意的當中
[00:00:09.340 --> 00:00:11.600]  我禱告是奉主耶穌基督的名
[00:00:11.600 --> 00:00:12.340]  Amen
[00:00:12.340 --> 00:00:14.260]  我們繼續在《撒末爾記》
[00:00:14.260 --> 00:00:16.700]  我們是去到第十五章
[00:00:16.700 --> 00:00:19.640]  第十五章裏面有一個很重要的題目叫做
[00:00:19.640 --> 00:00:21.900]  「聽命勝於憲制」
[00:00:21.900 --> 00:00:23.900]  也是《撒末爾記》上一個的金句
[00:00:23.900 --> 00:00:25.900]  今天返教會的人
[00:00:25.900 --> 00:00:29.540]  有一些人是有這樣的心態的
[00:00:29.540 --> 00:00:32.580]  台灣就稱為「拜拜」
[00:00:32.580 --> 00:00:35.040]  這個「拜拜」的形容非常之好
[00:00:35.040 --> 00:00:37.480]  去拜神又叫「拜拜」
[00:00:37.480 --> 00:00:39.160]  返教堂又叫「拜拜」
[00:00:39.160 --> 00:00:39.860]  什麼叫「拜拜」?
[00:00:39.860 --> 00:00:41.160]  拜完就走了
[00:00:41.160 --> 00:00:42.040]  就沒有什麼關係
[00:00:42.040 --> 00:00:43.220]  跟那個神沒有什麼關係的
[00:00:43.220 --> 00:00:45.960]  就是去到廟裏拜一下
[00:00:45.960 --> 00:00:49.380]  現在轉信了第二個神的名字
[00:00:49.380 --> 00:00:50.540]  但是態度都一樣
[00:00:50.540 --> 00:00:52.160]  都是拜一下就走了
[00:00:52.160 --> 00:00:54.520]  但是究竟聖經裏面的耶和華
[00:00:54.520 --> 00:00:56.120]  是不是這樣的要求呢?
[00:00:56.120 --> 00:00:59.760]  我們看見《撒末爾記》上的第十五章
[00:00:59.760 --> 00:01:01.760]  我們如果看一下第一節
[00:01:01.760 --> 00:01:02.720]  你就會知道
[00:01:02.720 --> 00:01:03.660]  如果你有聖經的話
[00:01:03.660 --> 00:01:06.000]  可以打開這張聖經去看的時候
[00:01:06.000 --> 00:01:08.940]  就看到在經文裏面提及到的
[00:01:08.940 --> 00:01:12.260]  在第一節裏面講到一個領袖的本分
[00:01:12.260 --> 00:01:14.680]  以及他的角色是什麼
[00:01:14.680 --> 00:01:16.100]  在第十五章的第一節裏面
[00:01:16.100 --> 00:01:17.300]  就很清楚提到
[00:01:17.300 --> 00:01:18.960]  在撒末爾對蘇羅這樣說
[00:01:18.960 --> 00:01:21.820]  耶和華差遣我告你為和
[00:01:21.820 --> 00:01:24.140]  治理他的百姓以色列
[00:01:24.140 --> 00:01:27.540]  所以你當聽從耶和華的話
[00:01:27.540 --> 00:01:30.440]  在原文的希伯來文的聖經裏面
[00:01:30.440 --> 00:01:32.460]  就沒有「治理」這兩個字
[00:01:32.460 --> 00:01:34.960]  在中文的和本的翻譯裏面
[00:01:34.960 --> 00:01:36.120]  就加了「治理」
[00:01:36.120 --> 00:01:37.340]  因為翻譯的人認為
[00:01:37.340 --> 00:01:41.420]  高納一個皇帝當然是去做什麼事呢?
[00:01:41.420 --> 00:01:43.960]  你沒有一個動詞在那裏
[00:01:43.960 --> 00:01:46.160]  高納好像去做什麼呢?
[00:01:46.160 --> 00:01:47.420]  好像沒有了這個字
[00:01:47.420 --> 00:01:49.040]  所以就加了上去
[00:01:49.040 --> 00:01:54.160]  讓讀者更加容易明白
[00:01:54.160 --> 00:01:57.580]  但很可惜這種加了上去
[00:01:57.580 --> 00:02:02.400]  反而對原本的意思提出了障礙
[00:02:02.400 --> 00:02:04.080]  我們見到這篇經文
[00:02:04.080 --> 00:02:07.880]  主要的撒末爾想跟蘇羅說兩件很重要的事情
[00:02:07.880 --> 00:02:09.580]  不是三件,是兩件而已
[00:02:09.580 --> 00:02:11.680]  如果加「治理」就好像三件事
[00:02:11.680 --> 00:02:13.020]  但只有兩件事
[00:02:13.020 --> 00:02:18.280]  第一,他講到是神高納你做百姓的和
[00:02:18.280 --> 00:02:21.840]  不要忘記蘇羅王是以色列第一任的皇帝
[00:02:21.840 --> 00:02:25.520]  但他的皇位不是民主政制出來的
[00:02:25.520 --> 00:02:29.400]  即是說不是由人民賦予權力選舉出來的
[00:02:29.400 --> 00:02:29.900]  這是第一
[00:02:29.900 --> 00:02:32.720]  第二,他也不是自己打回來的
[00:02:32.720 --> 00:02:34.580]  江山不是他打回來的
[00:02:34.580 --> 00:02:38.640]  很多不同國家的皇帝的江山是自己打回來的
[00:02:38.640 --> 00:02:40.280]  或者世澤的
[00:02:40.280 --> 00:02:41.920]  這三種的情況他都不是
[00:02:41.920 --> 00:02:43.280]  因為他是第一任皇帝
[00:02:43.280 --> 00:02:45.480]  既不是世澤,又不是自己打回來
[00:02:45.480 --> 00:02:48.200]  又不是人民選舉出來的
[00:02:48.200 --> 00:02:49.560]  撒末爾提醒了一件事
[00:02:49.560 --> 00:02:52.720]  你的皇位是由神去高納你的
[00:02:52.720 --> 00:02:55.480]  不是你揀選上帝,是上帝揀選你的
[00:02:55.480 --> 00:02:59.320]  在新約裏面耶穌說信徒是使徒們、門徒們
[00:02:59.320 --> 00:03:00.920]  根本不是我們揀選耶穌
[00:03:00.920 --> 00:03:02.400]  是耶穌揀選了你和我
[00:03:02.400 --> 00:03:06.480]  跟你隔壁的網友說,是神揀選了你
[00:03:06.480 --> 00:03:09.120]  我們不是民選出來得救的
[00:03:09.120 --> 00:03:13.520]  我們都不是自己努力打回來以至我得救的
[00:03:13.520 --> 00:03:16.280]  我們今天是因為上帝揀選了我
[00:03:16.280 --> 00:03:18.960]  以致我能夠在救恩裏面有份的
[00:03:18.960 --> 00:03:19.960]  如果這樣的話
[00:03:19.960 --> 00:03:22.560]  皇帝的身份最重要的是甚麼?
[00:03:22.560 --> 00:03:24.560]  不是治理,因為治理是不需要說的
