
[00:00:00.000 --> 00:00:03.000]  讓我們再次同心祈禱
[00:00:30.000 --> 00:00:33.000]  禱告奉耶穌基督的名字
[00:01:00.000 --> 00:01:05.000]  主的道大有能力
[00:01:30.000 --> 00:01:32.000]  科技上的能力
[00:01:32.000 --> 00:01:35.000]  或者可以影響部分物質的世界
[00:01:35.000 --> 00:01:38.000]  或者影響我們一些生活習慣都不一定
[00:01:38.000 --> 00:01:40.000]  但是主的道的能力
[00:01:40.000 --> 00:01:41.000]  是改變
[00:01:41.000 --> 00:01:43.000]  甚至徹底去改變
[00:01:43.000 --> 00:01:47.000]  一個人的生命的方向
[00:01:47.000 --> 00:01:49.000]  事實上指導行傳
[00:01:49.000 --> 00:01:53.000]  不斷都在說上帝的道的能力
[00:01:53.000 --> 00:01:57.000]  因為其實由第一章開始
[00:01:57.000 --> 00:01:59.000]  耶穌已經和門徒說
[00:01:59.000 --> 00:02:02.000]  「可致聖靈降臨在你們身上
[00:02:02.000 --> 00:02:04.000]  你們就必領受能力
[00:02:04.000 --> 00:02:06.000]  並且要在耶路撒冷
[00:02:06.000 --> 00:02:10.000]  猶太傳遞撒瑪利亞直到地極
[00:02:10.000 --> 00:02:14.000]  作我的見證人」
[00:02:14.000 --> 00:02:17.000]  試圖他們所經歷的能力
[00:02:17.000 --> 00:02:20.000]  不單止是五旬節
[00:02:20.000 --> 00:02:22.000]  聖靈降臨那種能力
[00:02:22.000 --> 00:02:26.000]  他們的能力甚至影響到官府
[00:02:26.000 --> 00:02:29.000]  都問他們
[00:02:29.000 --> 00:02:31.000]  官府抓了他們之後
[00:02:31.000 --> 00:02:32.000]  就叫他們站在當中
[00:02:32.000 --> 00:02:33.000]  查問他們
[00:02:33.000 --> 00:02:34.000]  你們憑什麼能力
[00:02:34.000 --> 00:02:38.000]  奉誰的名去做這件事情呢?
[00:02:38.000 --> 00:02:41.000]  從這些查問當中顯出
[00:02:41.000 --> 00:02:45.000]  試圖所經歷的能力是非常大
