
[00:00:00.000 --> 00:00:01.920]  今天繼續講羅曼書第二章
[00:00:01.920 --> 00:00:04.720]  上一次在羅曼書第一章的時候
[00:00:04.720 --> 00:00:06.760]  其實就講到
[00:00:06.760 --> 00:00:10.480]  神指出了一連串
[00:00:10.480 --> 00:00:15.560]  指出了外邦人他們犯罪各樣種種色色的罪
[00:00:15.560 --> 00:00:17.040]  上一次就講到
[00:00:17.040 --> 00:00:22.600]  犯罪本身根本上就不是一時的失敗
[00:00:22.600 --> 00:00:24.720]  一時的行差雜錯
[00:00:24.720 --> 00:00:26.680]  做了一些錯誤的決定
[00:00:26.680 --> 00:00:33.800]  罪是人故意的去背叛他的創造主
[00:00:33.800 --> 00:00:37.200]  故意的去選擇走一條路
[00:00:37.200 --> 00:00:42.480]  是跟神的計劃跟神的心意背道而馳
[00:00:42.480 --> 00:00:45.080]  罪不是一時的錯誤的決定
[00:00:45.080 --> 00:00:47.280]  罪是好像腐蝕入骨髓
[00:00:47.280 --> 00:00:49.640]  那種對於真神的反叛
[00:00:49.640 --> 00:00:53.680]  因為我們不承認祂是我們的主宰的時候
[00:00:53.680 --> 00:00:57.440]  我們就想我們自己的人生自己做主
[00:00:57.440 --> 00:01:01.040]  就是用我們自己的方式來生活的時候
[00:01:01.040 --> 00:01:04.000]  就行了很多不合神心意
[00:01:04.000 --> 00:01:05.520]  也是犯罪的事情
[00:01:05.520 --> 00:01:08.320]  來以自己擺為中心
[00:01:08.320 --> 00:01:11.360]  過自己想怎樣就怎樣的生活
[00:01:11.360 --> 00:01:14.040]  所以上一次在羅曼書第一章那裏
[00:01:14.040 --> 00:01:16.000]  講到有二十一樣的罪
[00:01:16.000 --> 00:01:18.880]  很多的數了出來
[00:01:18.880 --> 00:01:21.600]  接下來有些人就會說
[00:01:21.600 --> 00:01:25.600]  其實不是全世界不是每個人都是這樣的
[00:01:25.600 --> 00:01:28.840]  不是每個人都失信用的
[00:01:28.840 --> 00:01:30.600]  不是每個人都違背父母的
[00:01:30.600 --> 00:01:32.800]  不是每個人都行奸淫的
[00:01:32.800 --> 00:01:37.640]  不是每個人都是有貪心的
[00:01:37.640 --> 00:01:39.200]  很多人就覺得
[00:01:39.200 --> 00:01:41.400]  可能你講到罪的時候
[00:01:41.400 --> 00:01:46.080]  講到好像很多的勒索、兇殺這些東西
[00:01:46.080 --> 00:01:48.120]  沒錯這些是這個世界當中
[00:01:48.120 --> 00:01:50.600]  這個社會當中見到有這樣的罪
[00:01:50.600 --> 00:01:53.000]  但是不是每個人都是這樣的
[00:01:53.000 --> 00:01:57.400]  有些人是道德情操是比較高尚的
[00:01:57.400 --> 00:02:00.880]  事實上有些人是很可敬的
[00:02:00.880 --> 00:02:09.200]  他們可能跟你上一次所講的那些犯罪的形容
[00:02:09.200 --> 00:02:11.040]  是不是這麼吻合的
[00:02:11.040 --> 00:02:14.200]  可能你看一下他們是謙謙君子
[00:02:14.200 --> 00:02:22.440]  你看一下他每樣東西都表現得出是一個很嚴格的人
[00:02:22.440 --> 00:02:26.000]  他不見得他很放縱很多犯罪
[00:02:26.000 --> 00:02:28.440]  保羅在《羅馬書》第二章就講了
[00:02:28.440 --> 00:02:31.600]  對於這一類人我們稱為道德主義者
[00:02:31.600 --> 00:02:38.560]  是不是就是被列為犯罪分子之列呢?
[00:02:38.560 --> 00:02:40.800]  保羅就說其實不是的
[00:02:40.800 --> 00:02:45.040]  道德主義者有他們道德主義者的悲哀
[00:02:45.040 --> 00:02:49.760]  而他們仍然在神眼中仍然都是一個犯罪分子
[00:02:49.760 --> 00:02:51.640]  為什麼呢?
[00:02:51.640 --> 00:02:53.240]  首先第一點他講到
[00:02:53.240 --> 00:02:57.680]  因為神必照真理審判所有的人
[00:02:57.680 --> 00:02:59.640]  創造宇宙萬物的主
[00:02:59.640 --> 00:03:03.520]  他審判人的標準就不是好像有些考試
[00:03:03.520 --> 00:03:05.560]  你知道有些考試叫Line Curve
[00:03:05.560 --> 00:03:12.280]  就是沒有固定多少分才拿A多少分才拿B
[00:03:12.280 --> 00:03:14.120]  Line Curve的意思就是說
[00:03:14.120 --> 00:03:17.680]  看看這次今年度的考生
[00:03:17.680 --> 00:03:21.160]  他們的水平如何
[00:03:21.160 --> 00:03:25.440]  如果大家今個年度水平都很差的
[00:03:25.440 --> 00:03:29.400]  可能大部份人只能拿50分
[00:03:29.400 --> 00:03:32.840]  所以如果你拿到65分
[00:03:32.840 --> 00:03:35.680]  你有機會拿A的
[00:03:35.680 --> 00:03:37.160]  這個叫Line Curve
[00:03:37.160 --> 00:03:42.440]  一般來說如果那個年度水平很高的
[00:03:42.440 --> 00:03:45.160]  可能每個人都能考到70分80分的
[00:03:45.160 --> 00:03:47.160]  可能你要90分才能拿到A的
[00:03:47.160 --> 00:03:49.120]  但今年沒辦法了
[00:03:49.120 --> 00:03:49.720]  太差了
[00:03:49.720 --> 00:03:50.760]  每個人都是這麼差
[00:03:50.760 --> 00:03:52.960]  平均都只能拿50分
[00:03:52.960 --> 00:03:56.200]  今年如果你考到65分你就拿A了
[00:03:56.200 --> 00:04:03.800]  這個是Line Curve這樣的標準去評判去計分
[00:04:03.800 --> 00:04:11.960]  但是聖經其實神不是用這樣的標準去衡量罪惡的
[00:04:11.960 --> 00:04:16.720]  事實上人體人都是用Line Curve的標準的
[00:04:16.720 --> 00:04:19.640]  人體罪惡都是用Line Curve的標準的
[00:04:19.640 --> 00:04:21.440]  有時候你說貪心
[00:04:21.440 --> 00:04:23.320]  怎樣才算是貪心呢?
[00:04:23.320 --> 00:04:25.200]  可能貪心的標準每個人都不同
[00:04:25.200 --> 00:04:28.520]  但如果我放在我其他的朋友圈中間
[00:04:28.520 --> 00:04:31.320]  或者我放在一般人的中間
[00:04:31.320 --> 00:04:33.360]  我不特別顯出貪心
[00:04:33.360 --> 00:04:35.400]  貪心一點點的貪心可能都有
[00:04:35.400 --> 00:04:37.720]  那我就不覺得我是貪心了
[00:04:37.720 --> 00:04:40.080]  因為我們都是用Line Curve的標準來看的
[00:04:40.080 --> 00:04:44.520]  譬如說咒詛咒詛咒人的
[00:04:44.520 --> 00:04:48.160]  可能有時候很憤怒的時候
[00:04:48.160 --> 00:04:51.200]  都可能說一些很咒詛的說話
[00:04:51.200 --> 00:04:51.800]  Cursing
[00:04:51.800 --> 00:04:55.160]  即是一些或者粗口去咒罵人的說話
[00:04:55.160 --> 00:04:56.320]  很憤怒的時候才會這樣
[00:04:56.320 --> 00:04:57.520]  但一般情況都不會
[00:04:57.520 --> 00:04:59.040]  大部份人都是這樣
[00:04:59.040 --> 00:05:01.800]  那我就不覺得我是一個咒詛的人
[00:05:01.800 --> 00:05:05.200]  因為我怎樣去看罪惡
[00:05:05.200 --> 00:05:09.880]  其實我不是用神的標準來比的
[00:05:09.880 --> 00:05:14.680]  我是用我身邊的人的標準來比
[00:05:14.680 --> 00:05:17.160]  大家都是這麼差的時候
[00:05:17.160 --> 00:05:19.880]  我就不覺得我是特別差的
[00:05:19.880 --> 00:05:22.800]  大家都是這麼在罪惡的習以為常
[00:05:22.800 --> 00:05:25.240]  我不覺得我是特別犯罪的
[00:05:25.240 --> 00:05:27.640]  其實就是我們人與人之間
[00:05:27.640 --> 00:05:29.080]  我們就是這樣比較
[00:05:29.080 --> 00:05:31.720]  這樣來看罪惡的
[00:05:31.720 --> 00:05:35.480]  但是神的標準就不是這樣
[00:05:35.480 --> 00:05:39.440]  神是按著祂那個絕對真理的標準
[00:05:39.440 --> 00:05:41.760]  來去看罪惡
[00:05:41.760 --> 00:05:46.720]  來去審判罪惡的
[00:05:46.720 --> 00:05:50.320]  譬如用不是Line Curve的標準來考試的標準
[00:05:50.320 --> 00:05:54.040]  就是90分或者90分以上才拿A的
[00:05:54.040 --> 00:05:56.280]  無論你今年有多少人
[00:05:56.280 --> 00:05:58.000]  全部都是很差
[00:05:58.000 --> 00:05:59.520]  沒有一個人拿到90分
[00:05:59.520 --> 00:06:01.880]  就沒有一個人拿A
[00:06:01.880 --> 00:06:04.160]  不會因為全部人都很差的時候
[00:06:04.160 --> 00:06:05.840]  就降低標準
[00:06:05.840 --> 00:06:10.560]  神對於罪惡的審判其實都是一樣
[00:06:10.560 --> 00:06:12.360]  在不同的時代
[00:06:12.360 --> 00:06:14.840]  不同的文化
[00:06:14.840 --> 00:06:16.080]  不同的地域
[00:06:16.080 --> 00:06:17.680]  大家對於罪惡的標準
[00:06:17.680 --> 00:06:19.440]  其實好像潮水漲退一樣
[00:06:19.440 --> 00:06:20.440]  又高又低
[00:06:20.440 --> 00:06:22.720]  其實有時候甚至不是潮水漲退
[00:06:22.720 --> 00:06:25.720]  不斷地降低也有
[00:06:25.720 --> 00:06:29.880]  但是神的標準從來都不降低
[00:06:29.880 --> 00:06:33.120]  神看罪惡就是罪惡
[00:06:33.120 --> 00:06:35.680]  所以在一般來說
[00:06:35.680 --> 00:06:37.280]  人看來可能有些人都是
[00:06:37.280 --> 00:06:38.680]  可能他是道德分子
[00:06:38.680 --> 00:06:43.920]  或者他的品格情操很高尚
[00:06:43.920 --> 00:06:46.160]  那麼
[00:06:46.160 --> 00:06:48.720]  我們就覺得他應該不是罪人
[00:06:48.720 --> 00:06:51.160]  但是如果他相對性
[00:06:51.160 --> 00:06:52.720]  在人與人之間
[00:06:52.720 --> 00:06:53.920]  品格情操高尚
[00:06:53.920 --> 00:06:55.680]  是不是就等於他不是罪人呢?
[00:06:55.680 --> 00:06:57.080]  那麼這個
[00:06:57.080 --> 00:06:59.720]  最後誰才能夠說了算呢?
[00:06:59.720 --> 00:07:01.480]  就只有神才能夠說了算
[00:07:01.480 --> 00:07:02.920]  只有神才有這個標準
