
[00:00:00.000 --> 00:00:03.380]  我想跟大家來分享一些訊息
[00:00:03.380 --> 00:00:05.480]  就是我在想說
[00:00:05.480 --> 00:00:08.240]  當我們剛剛成為基督徒的時候
[00:00:08.240 --> 00:00:11.120]  我們心裡面都有一個想法
[00:00:11.120 --> 00:00:15.640]  就是說想要來認識、讀我們這本聖經
[00:00:15.640 --> 00:00:20.200]  那很多人就從《創世紀》開始
[00:00:20.200 --> 00:00:24.320]  《創世紀》今天早上是講有四個人物
[00:00:24.320 --> 00:00:27.520]  有四件事情很有意思
[00:00:27.520 --> 00:00:30.200]  那個故事你就一直讀 讀得很有意思
[00:00:30.200 --> 00:00:33.320]  可是當你進入出埃及以後
[00:00:33.320 --> 00:00:36.520]  實在、實見
[00:00:36.520 --> 00:00:40.160]  讀得你整個人都暈頭轉向了
[00:00:40.160 --> 00:00:45.560]  甚至對什麼話都失去了興趣
[00:00:45.560 --> 00:00:48.120]  都根本就出不了埃及了
[00:00:48.120 --> 00:00:52.760]  所以這個時候呢
[00:00:52.760 --> 00:00:54.760]  當你這樣子被卡住的時候
[00:00:54.760 --> 00:01:01.200]  有可能你的牧者、小族長、屬靈同伴
[00:01:01.200 --> 00:01:05.120]  就會鼓勵你說:去讀《新約》吧
[00:01:05.120 --> 00:01:07.640]  去讀讀《四福音書》吧
[00:01:07.640 --> 00:01:10.000]  讀讀耶穌的生平吧
[00:01:10.000 --> 00:01:11.400]  我就記得有一次
[00:01:11.400 --> 00:01:14.320]  我就跟我的一個屬靈的朋友
[00:01:14.320 --> 00:01:17.360]  我們就在分享《新約》聖經
[00:01:17.360 --> 00:01:19.280]  關於使徒的書信
[00:01:19.280 --> 00:01:20.080]  我就很興奮
[00:01:20.080 --> 00:01:22.360]  因為我覺得保羅寫的書信
[00:01:22.360 --> 00:01:26.560]  彼得、約翰一、二、三書、希伯來書
[00:01:26.560 --> 00:01:30.560]  這些內容都真的是很鼓勵、很精彩
[00:01:30.560 --> 00:01:33.120]  可是我的那個屬靈朋友就很嚴肅的跟我講
[00:01:33.120 --> 00:01:37.240]  他說:玲玲你要記住一件事情
[00:01:37.240 --> 00:01:40.560]  他說《四福音書》跟耶穌的生平
[00:01:40.560 --> 00:01:46.200]  是對我們基督徒來講是非常重要的
[00:01:46.200 --> 00:01:49.760]  他說我希望你基督徒的生命的一生裡面
[00:01:49.760 --> 00:01:51.520]  你要記住一件事情
[00:01:51.520 --> 00:01:52.480]  你要記住
[00:01:52.480 --> 00:01:56.160]  我們的耶穌基督是應許的 Messiah
[00:01:56.160 --> 00:01:58.360]  祂是為我們定時嫁的神
[00:01:58.360 --> 00:02:03.120]  祂是救贖我們一切的罪惡和捆綁的
[00:02:03.120 --> 00:02:04.600]  剛才我在敬拜的時候我說
[00:02:04.600 --> 00:02:09.000]  哇今天我們領敬拜的弟兄
[00:02:09.000 --> 00:02:12.040]  他選了每一條歌
[00:02:12.040 --> 00:02:15.400]  都把你帶入今天的信息裡面
[00:02:15.400 --> 00:02:17.200]  感謝讚美主
[00:02:17.200 --> 00:02:23.000]  我們的神不但是拯救我們的神
[00:02:23.000 --> 00:02:26.800]  祂也是為我們預備永恆生命的主
[00:02:26.800 --> 00:02:32.200]  我們的耶穌祂是神與人之間的中寶
[00:02:32.200 --> 00:02:35.680]  祂是道路、真理與生命
[00:02:35.680 --> 00:02:41.040]  祂是那個刺生命的葡萄樹
[00:02:41.040 --> 00:02:45.240]  我非常的感謝神在我的屬靈的生命上
[00:02:45.240 --> 00:02:47.920]  常常的為我預備朋友
[00:02:47.920 --> 00:02:52.760]  幫助我、為我禱告、教導我
[00:02:52.760 --> 00:02:55.760]  就如剛才我在講的這個朋友
[00:02:55.760 --> 00:02:59.080]  祂是我生命中的寶王
[00:02:59.080 --> 00:03:01.800]  我常常在想說弟兄姊妹
[00:03:01.800 --> 00:03:04.800]  你成為基督徒之後
[00:03:04.800 --> 00:03:07.120]  你要看看左邊、看看右邊
[00:03:07.120 --> 00:03:08.440]  你要看看你自己的生命
[00:03:08.440 --> 00:03:10.640]  如果你還幼小
[00:03:10.640 --> 00:03:14.000]  你知道聖經裡面有一個人叫提摩泰
[00:03:14.000 --> 00:03:16.120]  提摩泰他是年幼的
[00:03:16.120 --> 00:03:18.760]  所以他有一個他的保羅
[00:03:18.760 --> 00:03:20.160]  一個弟兄是他的保羅
[00:03:20.160 --> 00:03:22.720]  像他的教師一樣
[00:03:22.720 --> 00:03:25.000]  那如果說你是年長的
[00:03:25.000 --> 00:03:29.360]  那你就成為別人的保羅來祝福人
[00:03:29.360 --> 00:03:31.760]  所以我看我自己的基督徒生命裡面
[00:03:31.760 --> 00:03:33.480]  我的生命的成長裡面
[00:03:33.480 --> 00:03:35.440]  我非常的感謝神
[00:03:35.440 --> 00:03:37.840]  我有很好的屬靈同伴
[00:03:37.840 --> 00:03:45.200]  也因此我能夠成為祝福人跟被祝福的
[00:03:45.200 --> 00:03:47.320]  今天我們分享的信息
[00:03:47.320 --> 00:03:51.680]  也是就是今年我們每一個月的第二個禮拜
[00:03:51.680 --> 00:03:54.680]  我們就要來分享的賜福音書
[00:03:54.680 --> 00:03:57.240]  大概有十次的機會
[00:03:57.240 --> 00:04:01.880]  我們要來學習耶穌的生平、賜福音書
[00:04:01.880 --> 00:04:04.800]  我希望我們在學習的過程中
[00:04:04.800 --> 00:04:09.800]  我們能夠更深的來認識我們的耶穌
[00:04:09.800 --> 00:04:13.680]  讓祂的生命來影響我們的生命
[00:04:13.680 --> 00:04:16.520]  讓我們能夠更像祂
[00:04:16.520 --> 00:04:18.640]  我們一起來低頭禱告
[00:04:18.640 --> 00:04:20.280]  親愛的天父主耶穌聖一百次
[00:04:20.280 --> 00:04:23.160]  我們用著感恩的心來到你面前
[00:04:23.160 --> 00:04:24.280]  主我們實在是知道
[00:04:24.280 --> 00:04:28.040]  你是那息在、經在、永在的全能者
[00:04:28.040 --> 00:04:30.960]  主啊真是我們來到這全能神的面前
[00:04:30.960 --> 00:04:33.160]  主啊我們只有在你面前
[00:04:33.160 --> 00:04:35.800]  祝福、敬拜、感謝、讚美
[00:04:35.800 --> 00:04:38.600]  主耶穌願祢正式成為我們一生的主
[00:04:38.600 --> 00:04:40.800]  就如我們詩歌裡頭所說的
[00:04:40.800 --> 00:04:42.720]  主祢是那全能神
[00:04:42.720 --> 00:04:44.280]  祢是那萬王之王
[00:04:44.280 --> 00:04:46.080]  祢是那萬主之主
[00:04:46.080 --> 00:04:47.920]  主耶穌當我們在祢面前的時候
[00:04:47.920 --> 00:04:52.600]  主我們知道祢是那配得我們敬拜、讚美、尊崇的神
[00:04:52.600 --> 00:04:54.000]  主啊我們真的是只有我們
[00:04:54.000 --> 00:04:57.200]  萬口當稱頌、萬息當跪拜
[00:04:57.200 --> 00:04:58.720]  耶穌是主
[00:04:58.720 --> 00:05:00.360]  哈雷路亞主耶穌
[00:05:00.360 --> 00:05:03.240]  我們真的是用我們一生的時間來敬拜祢
[00:05:03.240 --> 00:05:04.680]  因為我們實在是知道
[00:05:04.680 --> 00:05:06.200]  當我們在敬拜中
[00:05:06.200 --> 00:05:08.600]  我們就能夠遇到那天上的神
[00:05:08.600 --> 00:05:10.960]  我們也能夠遇到地上的人
[00:05:10.960 --> 00:05:13.120]  我們再一次的感恩、禱告
[00:05:13.120 --> 00:05:15.160]  侍奉耶穌基督的名求
[00:05:15.160 --> 00:05:16.560]  阿們
[00:05:16.560 --> 00:05:18.320]  從禮拜一開始
[00:05:18.320 --> 00:05:22.920]  是我們教會2015年的靈修的進度就開始了
[00:05:22.920 --> 00:05:23.960]  非常感謝神
[00:05:23.960 --> 00:05:27.080]  今天早上我們有摩西五經俗日學
[00:05:27.080 --> 00:05:28.640]  我鼓勵大家來參加
[00:05:28.640 --> 00:05:33.080]  那這摩西五經就完全是我們這個禮拜
[00:05:33.080 --> 00:05:35.000]  我們讀經的內容
[00:05:35.000 --> 00:05:37.000]  正好配合得非常的好
[00:05:37.000 --> 00:05:38.640]  牧師幫我們複習
[00:05:38.640 --> 00:05:40.520]  提醒我們的重點
[00:05:40.520 --> 00:05:42.760]  所以我們不會讀了就忘掉了
[00:05:42.760 --> 00:05:44.880]  感謝讚美主
[00:05:44.880 --> 00:05:46.960]  你知道教會的責任
[00:05:46.960 --> 00:05:50.040]  是要按著正義分解真理
[00:05:50.040 --> 00:05:53.240]  而且要按時分量
[00:05:53.240 --> 00:05:54.080]  但是呢
[00:05:54.080 --> 00:05:58.000]  吃跟喝還是要靠你自己
[00:05:58.000 --> 00:06:00.000]  在西方有一句諺語
[00:06:00.000 --> 00:06:03.760]  他說你只能夠把那個馬牽到水邊來
[00:06:03.760 --> 00:06:06.880]  但是你不可以把他的頭按下去
[00:06:06.880 --> 00:06:08.400]  這個意思是告訴我說
[00:06:08.400 --> 00:06:10.200]  不論我準備多少
[00:06:10.200 --> 00:06:11.800]  你自己要吃
[00:06:11.800 --> 00:06:12.920]  你要喝
[00:06:12.920 --> 00:06:15.360]  你才能夠成長
[00:06:15.360 --> 00:06:17.360]  你知道今年
[00:06:17.360 --> 00:06:19.960]  不論是州外的先知
[00:06:19.960 --> 00:06:21.320]  或者是牧者
[00:06:21.320 --> 00:06:23.960]  他們都在發一個預言
[00:06:23.960 --> 00:06:27.440]  他說在2015年將要有復興的浪潮
[00:06:27.440 --> 00:06:28.640]  上個月
[00:06:28.640 --> 00:06:31.640]  神賜給我們這個這麼美的教堂
[00:06:31.640 --> 00:06:32.760]  每一個人進來
[00:06:32.760 --> 00:06:34.640]  都真的是很precious
[00:06:34.640 --> 00:06:36.520]  哇 怎麼這麼漂亮
[00:06:36.520 --> 00:06:37.080]  有個姐妹說
[00:06:37.080 --> 00:06:39.320]  哇 這個堂看起來很乾淨
[00:06:39.320 --> 00:06:41.800]  感謝讚美主
[00:06:41.800 --> 00:06:42.960]  那
[00:06:42.960 --> 00:06:46.040]  你想神給我們這個好這麼美的堂
