
[00:00:00.000 --> 00:00:05.300]  張臨期是一個準備的時間
[00:00:05.300 --> 00:00:10.180]  具有基督信仰的人會裝飾他們的家
[00:00:10.180 --> 00:00:13.020]  預備他們的心靈
[00:00:13.020 --> 00:00:16.780]  準備迎接主耶穌基督
[00:00:16.780 --> 00:00:20.300]  我們也準備我們的心聽主的話
[00:00:20.300 --> 00:00:23.300]  我們同心禱告
[00:00:23.300 --> 00:00:27.100]  親愛的主多謝祢讓我們能夠在主日
[00:00:27.100 --> 00:00:31.500]  我們在這個聖誕佳節的期間
[00:00:31.500 --> 00:00:33.600]  我們能夠來到祢的聖所
[00:00:33.600 --> 00:00:36.000]  我們去歌頌讚美祢
[00:00:36.000 --> 00:00:39.000]  我們在當中獻上感恩
[00:00:39.000 --> 00:00:43.700]  在這幾個禮拜我們唱了很多聖誕的詩歌
[00:00:43.700 --> 00:00:48.600]  我們也準備我們的心去歡度這個聖誕節
[00:00:48.600 --> 00:00:52.000]  我們更渴想能夠在當中對祢
[00:00:52.000 --> 00:00:54.400]  有更多的經歷
[00:00:54.400 --> 00:00:57.700]  和祢有很深的關係
[00:00:57.700 --> 00:00:58.700]  主啊
[00:00:58.700 --> 00:00:59.900]  在這段時間
[00:00:59.900 --> 00:01:04.200]  我們眾弟兄姊妹們都會聚我們的心靈
[00:01:04.200 --> 00:01:06.000]  我們要聽祢的話語
[00:01:06.000 --> 00:01:08.500]  求祢讓我們眾弟兄姊妹們
[00:01:08.500 --> 00:01:10.500]  都有美好的耳朵
[00:01:10.500 --> 00:01:12.400]  讓我們聽得見
[00:01:12.400 --> 00:01:15.600]  我們就一同去相信
[00:01:15.600 --> 00:01:17.600]  主啊,我們仰望祢
[00:01:17.600 --> 00:01:18.800]  我們這樣的祈禱
[00:01:18.800 --> 00:01:21.500]  是奉主耶穌基督的名字求
[00:01:21.500 --> 00:01:24.500]  阿們
[00:01:24.500 --> 00:01:30.500]  聖誕節真正的意義是什麼呢?
[00:01:30.500 --> 00:01:32.100]  對於不少人來說
[00:01:32.100 --> 00:01:37.400]  聖誕節的真正的意義是不明顯的
[00:01:37.400 --> 00:01:40.400]  雖然我們在商場
[00:01:40.400 --> 00:01:42.300]  在周圍不同的地方
[00:01:42.300 --> 00:01:45.600]  我們看到很多的聖誕的裝飾
[00:01:45.600 --> 00:01:47.700]  都是很美麗
[00:01:47.700 --> 00:01:50.800]  但是我們也體驗到
[00:01:50.800 --> 00:01:55.200]  聖誕節的意義不是很明顯的
[00:01:55.200 --> 00:01:57.100]  對於我們基督徒來說
[00:01:57.100 --> 00:01:59.400]  甚至對於我們來說
[00:01:59.400 --> 00:02:02.200]  聖誕節的真正意義
[00:02:02.200 --> 00:02:06.500]  都變得越來越不明顯
[00:02:06.500 --> 00:02:09.200]  聖誕節的真正的意義
[00:02:09.200 --> 00:02:11.800]  是「道成肉身」
[00:02:11.800 --> 00:02:14.400]  是「以馬來利」
[00:02:14.400 --> 00:02:18.100]  你們是否明白道成肉身的意思?
[00:02:18.100 --> 00:02:22.200]  是否明白以馬來利的意思?
[00:02:22.200 --> 00:02:27.400]  你們信耶穌也信了一段長的時間
[00:02:27.400 --> 00:02:32.000]  有多少個聖誕節是很有意思的呢?
[00:02:32.000 --> 00:02:35.900]  你們有沒有經歷道成肉身的奧悲?
[00:02:35.900 --> 00:02:40.500]  有沒有經歷到以馬來利的奧悲?
[00:02:40.500 --> 00:02:43.700]  在阿西的馬利園當中的一間教會
[00:02:43.700 --> 00:02:45.400]  有一個花園
[00:02:45.400 --> 00:02:48.800]  裡面有一個牌子寫著
[00:02:48.800 --> 00:02:50.700]  「不要講解那麼多」
[00:02:50.700 --> 00:02:55.900]  「以免破壞這裡的神聖氣氛」
[00:02:55.900 --> 00:03:00.300]  這個標記更深一層的意思就是說
[00:03:00.300 --> 00:03:04.400]  神聖是一個奧悲
[00:03:04.400 --> 00:03:10.300]  奧悲是不能夠用人間的言語去窮盡的
[00:03:10.300 --> 00:03:14.400]  奧悲是不能夠用人間的邏輯
[00:03:14.400 --> 00:03:17.700]  去解釋得通透的
[00:03:17.700 --> 00:03:21.500]  道成肉身就是這樣的奧悲
[00:03:21.500 --> 00:03:23.900]  在今午我們所讀的一段經文
[00:03:23.900 --> 00:03:28.400]  《馬達福音》是講到道成肉身的奧悲
[00:03:28.400 --> 00:03:30.300]  《馬達福音》開始就講到
[00:03:30.300 --> 00:03:35.200]  尼塞亞的誕生講及到這件奧悲
[00:03:35.200 --> 00:03:40.400]  在第一章我們遇見尼塞亞的父親約瑟
[00:03:40.400 --> 00:03:44.000]  約瑟很多時候我們忽略的
[00:03:44.000 --> 00:03:48.000]  一般來說我們都知道一個小孩子的出生
[00:03:48.000 --> 00:03:52.700]  是端乎於爸爸媽媽給他的遺傳基因
[00:03:52.700 --> 00:03:54.900]  以及他成長的環境
[00:03:54.900 --> 00:03:59.300]  但是約瑟他沒有給他的兒子耶穌
[00:03:59.300 --> 00:04:03.100]  任何遺傳的基因
[00:04:03.100 --> 00:04:09.100]  因為約瑟不是耶穌的爸爸
[00:04:09.100 --> 00:04:12.100]  不是耶穌的親生
[00:04:12.100 --> 00:04:16.100]  有血緣關係的爸爸
[00:04:16.100 --> 00:04:18.400]  這個可以從《馬達福音》的
[00:04:18.400 --> 00:04:21.800]  耶穌基督的族譜我們看到的
[00:04:21.800 --> 00:04:23.300]  當我們細心去看的時候
[00:04:23.300 --> 00:04:24.800]  我們發覺
[00:04:24.800 --> 00:04:29.400]  真的耶穌不是約瑟的親生
[00:04:29.400 --> 00:04:34.200]  有血緣的兒子
[00:04:34.200 --> 00:04:36.000]  我們聽見那個家譜
[00:04:36.000 --> 00:04:37.500]  我們一會兒打開聖經看
[00:04:37.500 --> 00:04:39.600]  《馬達福音》一章一節的時候
[00:04:39.600 --> 00:04:42.300]  你發覺由阿伯拉罕開始
[00:04:42.300 --> 00:04:46.900]  到以撒直到約瑟
[00:04:46.900 --> 00:04:49.500]  前面所說的那麼多代
[00:04:49.500 --> 00:04:52.700]  都是有血緣的關係
[00:04:52.700 --> 00:04:56.300]  馬太很細心講到列代的祖先
[00:04:56.300 --> 00:04:59.800]  講出列代的祖先他們父、生、子
[00:04:59.800 --> 00:05:01.700]  這種親密的關係
[00:05:01.700 --> 00:05:05.100]  是這種爸爸、兒子的關係
[00:05:05.100 --> 00:05:09.900]  但到約瑟的時候有關爸爸和兒子的關係
[00:05:09.900 --> 00:05:13.100]  這個圖案就終止了
[00:05:13.100 --> 00:05:16.600]  我們看看一章一節
[00:05:16.600 --> 00:05:19.100]  阿伯拉罕的後裔大衛的子孫
[00:05:19.100 --> 00:05:21.000]  耶穌基督的家譜
[00:05:21.000 --> 00:05:22.200]  第二節
[00:05:22.200 --> 00:05:24.100]  阿伯拉罕生以撒
[00:05:24.100 --> 00:05:25.500]  以撒生阿國
[00:05:25.500 --> 00:05:28.800]  阿國生猶大和他的弟兄
[00:05:28.800 --> 00:05:30.300]  第六節
[00:05:30.300 --> 00:05:32.200]  耶西生大衛
[00:05:32.200 --> 00:05:37.000]  王大衛從烏尼亞的妻子生所羅門
[00:05:37.000 --> 00:05:38.900]  所羅門生羅波安
[00:05:38.900 --> 00:05:41.300]  羅波安生阿比亞
[00:05:41.300 --> 00:05:43.700]  阿比亞生阿撒
[00:05:43.700 --> 00:05:45.300]  十五節
[00:05:45.300 --> 00:05:48.200]  以律生以利亞撒
[00:05:48.200 --> 00:05:50.900]  以利的反應
[00:05:50.900 --> 00:05:54.000]  但對於有些人生阿國
[00:05:54.000 --> 00:05:56.700]  阿國生約瑟
[00:05:56.700 --> 00:05:59.600]  就是瑪利亞的丈夫
[00:05:59.600 --> 00:06:02.400]  那稱為基督耶穌的
[00:06:02.400 --> 00:06:09.100]  是從瑪利亞生的
[00:06:09.100 --> 00:06:11.100]  從這裡可以看到
[00:06:11.100 --> 00:06:17.500]  原來約瑟不是耶穌基督的親生父親
[00:06:17.500 --> 00:06:22.900]  耶穌是從瑪利亞生出來的
[00:06:22.900 --> 00:06:25.000]  所以族譜沒有說
[00:06:25.000 --> 00:06:28.000]  耶穌是從約瑟生出來的
[00:06:28.000 --> 00:06:28.700]  沒有的
[00:06:28.700 --> 00:06:31.600]  只是說從瑪利亞生出來的
[00:06:31.600 --> 00:06:34.300]  所以馬太很清楚說到
[00:06:34.300 --> 00:06:37.600]  那個生在八地行的小孩
[00:06:37.600 --> 00:06:38.900]  耶穌基督
[00:06:38.900 --> 00:06:45.500]  是和約瑟沒有任何血統的關係
[00:06:45.500 --> 00:06:46.500]  因為這樣的緣故
[00:06:46.500 --> 00:06:48.900]  多多少少就是
[00:06:48.900 --> 00:06:51.300]  約瑟在聖誕的故事當中
[00:06:51.300 --> 00:06:54.500]  好像是一個不重要的人物
[00:06:54.500 --> 00:06:55.800]  在聖誕節當中
[00:06:55.800 --> 00:06:59.300]  我們會歌頌小聖嬰
[00:06:59.300 --> 00:07:00.600]  主耶穌
[00:07:00.600 --> 00:07:01.900]  剛才那首歌
[00:07:01.900 --> 00:07:03.900]  說到耶穌
[00:07:03.900 --> 00:07:07.200]  或者我們會歌頌瑪利亞
[00:07:07.200 --> 00:07:10.900]  或者我們都會想起牧羊人
[00:07:10.900 --> 00:07:15.300]  或者我們都會想起智者
[00:07:15.300 --> 00:07:19.100]  但是我們不會想起約瑟
[00:07:19.100 --> 00:07:24.500]  我們不會讚美約瑟的名字
[00:07:24.500 --> 00:07:26.900]  約瑟是一個怎樣的人
[00:07:26.900 --> 00:07:31.100]  約瑟是有什麼的經歷
[00:07:31.100 --> 00:07:33.000]  根據《馬太福音》的記載
[00:07:33.000 --> 00:07:36.400]  就是約瑟和瑪利亞訂了婚
[00:07:36.400 --> 00:07:38.500]  但是瑪利亞在訂婚的階段
[00:07:38.500 --> 00:07:39.400]  卻是懷孕
[00:07:39.400 --> 00:07:43.100]  懷孕的小孩又是與約瑟無關的
[00:07:43.100 --> 00:07:44.600]  在這種情況下
[00:07:44.600 --> 00:07:49.800]  約瑟是可以和瑪利亞解除婚約
[00:07:49.800 --> 00:07:52.000]  正常的程序就是
[00:07:52.000 --> 00:07:55.700]  男的要表達他是清白的
[00:07:55.700 --> 00:07:58.300]  他必須要去到法庭那裡
[00:07:58.300 --> 00:08:00.600]  要去告那個女兒
[00:08:00.600 --> 00:08:06.900]  告那個女兒是有涉嫌姦淫的罪行
[00:08:06.900 --> 00:08:08.500]  作為一位猶太人
[00:08:08.500 --> 00:08:11.300]  約瑟是必須要守法
[00:08:11.300 --> 00:08:16.000]  必須要與瑪利亞解除婚約
[00:08:16.000 --> 00:08:17.300]  但另一方面
[00:08:17.300 --> 00:08:18.300]  其實你試想一下
[00:08:18.300 --> 00:08:21.700]  任何男人都可能會這樣的
[00:08:21.700 --> 00:08:24.300]  約瑟可能真的很愛瑪利亞
[00:08:24.300 --> 00:08:26.400]  但是因為知道這件事的緣故
[00:08:26.400 --> 00:08:29.900]  他可能是氣沖沖的去找瑪利亞說
[00:08:29.900 --> 00:08:33.900]  你破壞了我的家庭的美夢
[00:08:33.900 --> 00:08:38.500]  你破壞了我尊貴的家庭樹
[00:08:38.500 --> 00:08:42.700]  你破壞了我的家庭的族譜
[00:08:42.700 --> 00:08:44.000]  你知不知道
[00:08:44.000 --> 00:08:48.100]  我和阿伯拉罕是有血緣的關係
[00:08:48.100 --> 00:08:49.700]  你知不知道
[00:08:49.700 --> 00:08:51.700]  以律生爾利亞薩
[00:08:51.700 --> 00:08:53.700]  爾利亞薩生瑪達
[00:08:53.700 --> 00:08:55.700]  瑪達生雅各
[00:08:55.700 --> 00:08:59.100]  雅各生我
[00:08:59.100 --> 00:09:03.100]  而這位小孩就和我完全沒有關係
[00:09:03.100 --> 00:09:09.400]  和我是沒有任何的血緣的關係
[00:09:09.400 --> 00:09:13.900]  但是約瑟他也沒有這樣做
[00:09:13.900 --> 00:09:16.900]  他選擇很安靜的
[00:09:16.900 --> 00:09:20.200]  他仍然很尊重瑪利亞
[00:09:20.200 --> 00:09:22.800]  作為瑪利亞的愛人
[00:09:22.800 --> 00:09:24.800]  他是恩慈的
[00:09:24.800 --> 00:09:27.600]  一方面他要守律法
[00:09:27.600 --> 00:09:31.200]  但另一方面他希望能夠恩慈地
[00:09:31.200 --> 00:09:33.400]  對待他的未婚妻
[00:09:33.400 --> 00:09:38.000]  所以他想暗暗的休了瑪利亞
[00:09:38.000 --> 00:09:41.100]  他不想告到法庭那裡
[00:09:41.100 --> 00:09:44.400]  他不想羞辱瑪利亞
[00:09:44.400 --> 00:09:47.200]  所以聖經說約瑟試過二人
[00:09:47.200 --> 00:09:50.300]  不願意明明的羞辱他
[00:09:50.300 --> 00:09:54.000]  想暗暗的把他休了
[00:09:54.000 --> 00:09:57.700]  當約瑟在籌算這件事的時候
[00:09:57.700 --> 00:10:01.000]  天使就向約瑟顯現
[00:10:01.000 --> 00:10:02.500]  就說
[00:10:02.500 --> 00:10:04.600]  大衛的子孫
[00:10:04.600 --> 00:10:05.900]  約瑟
[00:10:05.900 --> 00:10:07.000]  不要怕
[00:10:07.000 --> 00:10:10.900]  只管娶過你的妻子瑪利亞來
[00:10:10.900 --> 00:10:15.700]  因她所懷的人是從聖靈來的
[00:10:15.700 --> 00:10:17.400]  她將要生一個兒子
[00:10:17.400 --> 00:10:20.100]  你要給她起名耶穌
[00:10:20.100 --> 00:10:22.600]  因她要將自己的百姓
[00:10:22.600 --> 00:10:25.500]  從罪惡裡救出來
