
[00:00:00.000 --> 00:00:01.660]  領召會早晨
[00:00:01.660 --> 00:00:05.640]  我們先有個禱告,好嗎?
[00:00:05.640 --> 00:00:08.760]  親愛的天父,我們多謝祢讓我們今天
[00:00:08.760 --> 00:00:12.140]  祢所愛的兒女可以齊集在祢面前
[00:00:12.140 --> 00:00:14.660]  讓聖靈在我們當中光照我們
[00:00:14.660 --> 00:00:17.860]  讓我們更加明白主演祢自己的真理
[00:00:17.860 --> 00:00:20.140]  讓我們不單止是聽了
[00:00:20.140 --> 00:00:22.840]  我們入心,並且擁抱到
[00:00:22.840 --> 00:00:25.100]  以致我們生命得著祢的改變
[00:00:25.100 --> 00:00:27.040]  我們奉耶穌幾多名去宣告
[00:00:27.040 --> 00:00:28.600]  我們每一個都是屬於祢
[00:00:28.600 --> 00:00:30.400]  所以我們分別為聖跪向祢
[00:00:30.400 --> 00:00:32.400]  單單聽著祢的聲音
[00:00:32.400 --> 00:00:34.040]  多謝祢聽我們的禱告
[00:00:34.040 --> 00:00:35.800]  奉耶穌基督得聖阿明
[00:00:35.800 --> 00:00:36.660]  Amen
[00:00:36.660 --> 00:00:40.140]  頂子妹,我其實在柴灣也服侍了九年
[00:00:40.140 --> 00:00:44.440]  是2019年才回到銅鑼灣
[00:00:44.440 --> 00:00:47.860]  接任主任牧師的位置
[00:00:47.860 --> 00:00:50.840]  所以剛才上來的時候也遇到
[00:00:50.840 --> 00:00:53.900]  下面同福柴灣堂也有一些頂子妹
[00:00:53.900 --> 00:00:58.200]  所以柴灣對於我來說是非常有親切
[00:00:58.200 --> 00:01:03.860]  我們教會在銅鑼灣旁邊有一個很大的公園
[00:01:03.860 --> 00:01:05.100]  叫維多利亞公園
[00:01:05.100 --> 00:01:08.840]  我相信應該所有人都去過了
[00:01:08.840 --> 00:01:11.600]  其實我們的外展服侍
[00:01:11.600 --> 00:01:15.540]  我們有一個異象是服侍一些基層的朋友
[00:01:15.540 --> 00:01:20.140]  一些勞工界的朋友
[00:01:20.140 --> 00:01:23.100]  所以我們旁邊的維多利亞公園
[00:01:23.100 --> 00:01:26.540]  也有花農和清潔的工人
[00:01:26.540 --> 00:01:29.800]  我們的探訪隊也探訪了一段日子
[00:01:29.800 --> 00:01:33.700]  去年的暑假我們希望
[00:01:33.700 --> 00:01:35.300]  不只是探訪他們
[00:01:35.300 --> 00:01:38.060]  我們也體會他們的生活
[00:01:38.060 --> 00:01:39.660]  體會他們的工作
[00:01:39.660 --> 00:01:43.540]  所以去年暑假最熱的那一天
[00:01:43.540 --> 00:01:48.400]  小弟就跟幾十位童工一起去參與
[00:01:48.400 --> 00:01:50.300]  大半天跟他們一起工作
[00:01:50.300 --> 00:01:51.940]  他們清潔我們清潔
[00:01:51.940 --> 00:01:54.100]  那些花農去掘地
[00:01:54.100 --> 00:01:55.140]  我們也去掘地
[00:01:55.140 --> 00:01:56.800]  結果那一天真的很熱
[00:01:56.800 --> 00:01:59.100]  蒙古人打仔
[00:01:59.100 --> 00:02:01.240]  大汗打小汗
[00:02:01.240 --> 00:02:02.900]  但是在當中
[00:02:02.900 --> 00:02:07.240]  我們有一些童工跟一位卜先生
[00:02:07.240 --> 00:02:08.200]  後來他信了耶穌
[00:02:08.200 --> 00:02:09.440]  叫卜弟兄
[00:02:09.440 --> 00:02:11.240]  當時他還沒信耶穌的
[00:02:11.240 --> 00:02:12.440]  我們有些童工就說
[00:02:12.440 --> 00:02:14.140]  原來你們的工作真的這麼辛苦
[00:02:14.140 --> 00:02:15.540]  不做過呢
[00:02:15.540 --> 00:02:17.300]  都不知道
[00:02:17.300 --> 00:02:18.800]  但是那位卜先生
[00:02:18.800 --> 00:02:21.740]  當時的卜先生就鼓勵我們
[00:02:21.740 --> 00:02:24.800]  他說做人就不要怕辛苦
[00:02:24.800 --> 00:02:27.840]  辛苦是你的幸福
[00:02:27.840 --> 00:02:29.060]  那我想想
[00:02:29.060 --> 00:02:31.740]  這個就是我們信耶穌的人
[00:02:31.740 --> 00:02:34.900]  經常說的感恩的心
[00:02:34.900 --> 00:02:37.540]  丁師妹你有沒有感恩的心
[00:02:37.540 --> 00:02:38.940]  有人這樣說
[00:02:38.940 --> 00:02:39.940]  有人說
[00:02:39.940 --> 00:02:43.300]  感恩的心是基督徒其他一切
[00:02:43.300 --> 00:02:46.600]  美好品德的泉源
[00:02:46.600 --> 00:02:49.740]  我想想如果我們沒有一個感恩的心
[00:02:49.740 --> 00:02:52.100]  其他我們所說的聖靈果子
[00:02:52.100 --> 00:02:53.600]  就是那些品格
[00:02:53.600 --> 00:02:55.860]  喜樂啊、平安啊、人愛啊
[00:02:55.860 --> 00:02:58.200]  又怎麼來呢
[00:02:58.200 --> 00:03:00.240]  也有人這樣說
[00:03:00.240 --> 00:03:03.800]  如果你能夠抬起頭
[00:03:03.800 --> 00:03:05.600]  面帶笑容
[00:03:05.600 --> 00:03:06.900]  以感恩的心
[00:03:06.900 --> 00:03:09.900]  上上多謝神
[00:03:09.900 --> 00:03:12.540]  你真的是世界上最幸福的人
[00:03:12.540 --> 00:03:13.540]  為什麼呢
[00:03:13.540 --> 00:03:15.260]  因為世界上大部分人
[00:03:15.260 --> 00:03:16.940]  都知道應該是這樣做的
[00:03:16.940 --> 00:03:19.100]  但是他卻沒有這樣做
[00:03:19.100 --> 00:03:23.700]  不知道會不會在這個時刻、這個時代
[00:03:23.700 --> 00:03:26.540]  我們信耶穌的人最需要的
[00:03:26.540 --> 00:03:28.200]  就是感恩的心
[00:03:28.200 --> 00:03:29.260]  以前呢
[00:03:29.260 --> 00:03:32.100]  究竟感恩的心是什麼呢
[00:03:32.100 --> 00:03:33.860]  十幾年前
[00:03:33.860 --> 00:03:37.360]  如果你跟一些未信的朋友說感恩
[00:03:37.360 --> 00:03:39.460]  那些人就會覺得這個是基督徒
[00:03:39.460 --> 00:03:40.440]  但是現在呢
[00:03:40.440 --> 00:03:41.400]  到今時今日
[00:03:41.400 --> 00:03:42.400]  人人都說感恩
[00:03:42.400 --> 00:03:45.040]  所以就好像覺得沒什麼
[00:03:45.040 --> 00:03:48.500]  那究竟在聖經上面的感恩是什麼呢
[00:03:48.500 --> 00:03:49.260]  今天呢
[00:03:49.260 --> 00:03:52.340]  就是剛才我們讀的四段聖經
[00:03:52.340 --> 00:03:54.700]  讓我們用那四段聖經
[00:03:54.700 --> 00:03:58.600]  一起去明白感恩的四個特點
[00:03:58.600 --> 00:04:00.340]  第一個特點呢
[00:04:00.340 --> 00:04:04.640]  就是感恩原來不受處境的限制
[00:04:04.640 --> 00:04:06.700]  是一種心態
[00:04:06.700 --> 00:04:10.300]  是不受我們外在環境的限制
[00:04:10.300 --> 00:04:13.340]  我都想請頂之妹
[00:04:13.340 --> 00:04:14.500]  我們有聖經
[00:04:14.500 --> 00:04:15.540]  我們再讀多一次
[00:04:15.540 --> 00:04:16.800]  但是我那個聖經
