
[00:00:00.000 --> 00:00:02.000]  好!弟兄姊妹,我們可以有這個溫習
[00:00:02.000 --> 00:00:04.000]  今天是第三次
[00:00:04.000 --> 00:00:06.000]  我們上兩次講了一些東西
[00:00:06.000 --> 00:00:08.000]  第一次就是講到教會
[00:00:08.000 --> 00:00:11.000]  主耶穌的教會只有一個
[00:00:11.000 --> 00:00:14.000]  但是後來經了很多人的問題
[00:00:14.000 --> 00:00:16.000]  就分了三個
[00:00:16.000 --> 00:00:18.000]  第一個叫什麼教會?弟兄姊妹
[00:00:18.000 --> 00:00:20.000]  天主教
[00:00:20.000 --> 00:00:22.000]  天主教其實不是叫天主
[00:00:22.000 --> 00:00:24.000]  叫Roman Catholic
[00:00:24.000 --> 00:00:26.000]  Catholic就是普世的意思
[00:00:26.000 --> 00:00:28.000]  就是羅馬普世的教會
[00:00:28.000 --> 00:00:30.000]  第二個呢?弟兄姊妹
[00:00:30.000 --> 00:00:32.000]  東正教
[00:00:32.000 --> 00:00:34.000]  東正教其實是Eastern Orthodox
[00:00:34.000 --> 00:00:36.000]  就是東方正統的教會
[00:00:36.000 --> 00:00:38.000]  第三個呢?
[00:00:38.000 --> 00:00:40.000]  新教
[00:00:40.000 --> 00:00:42.000]  新教就是最新的翻譯
[00:00:42.000 --> 00:00:44.000]  叫Protestant
[00:00:44.000 --> 00:00:46.000]  就是以前叫更正教
[00:00:46.000 --> 00:00:48.000]  或者是抗羅宗
[00:00:48.000 --> 00:00:50.000]  但是現在都發覺這個名字是不對的
[00:00:50.000 --> 00:00:52.000]  我們就叫新教
[00:00:52.000 --> 00:00:54.000]  就是一個家族
[00:00:54.000 --> 00:00:56.000]  經過很多的
[00:00:56.000 --> 00:01:00.000]  你可以說是分裂
[00:01:00.000 --> 00:01:02.000]  現在有一個新的團體出來了
[00:01:02.000 --> 00:01:04.000]  所以叫新教
[00:01:04.000 --> 00:01:08.000]  這個就是讓我們了解到
[00:01:08.000 --> 00:01:12.000]  基督教是一個大的源頭
[00:01:12.000 --> 00:01:14.000]  出現了三個
[00:01:14.000 --> 00:01:16.000]  所以我們要了解到
[00:01:16.000 --> 00:01:20.000]  基督的教會不是只有我們所謂的新教
[00:01:20.000 --> 00:01:24.000]  其實其他的教會都是屬於耶穌基督的
[00:01:26.000 --> 00:01:30.000]  我們第二次講到的就是福音派的教會
[00:01:30.000 --> 00:01:34.000]  大家有沒有印象什麼叫福音派的教會呢?
[00:01:34.000 --> 00:01:38.000]  福音派的教會
[00:01:38.000 --> 00:01:40.000]  或者我們用什麼去定義呢?弟兄姊妹
[00:01:40.000 --> 00:01:44.000]  用什麼去定義福音派的教會呢?
[00:01:44.000 --> 00:01:46.000]  我忘記你們了
[00:01:46.000 --> 00:01:48.000]  這樣令我很失望
[00:01:48.000 --> 00:01:54.000]  我不是只問你
[00:01:54.000 --> 00:01:56.000]  有沒有人去聽錄音帶
[00:01:56.000 --> 00:02:00.000]  或者看他的powerpoint等等?
[00:02:00.000 --> 00:02:06.000]  聖經是有權威的
[00:02:06.000 --> 00:02:08.000]  我們傳福音
[00:02:08.000 --> 00:02:10.000]  和對聖經的看法
[00:02:10.000 --> 00:02:12.000]  怎樣去得救
[00:02:12.000 --> 00:02:14.000]  去界定福音派的信仰
[00:02:14.000 --> 00:02:18.000]  所以其實福音派的信仰
[00:02:18.000 --> 00:02:20.000]  如果你認真去看的時候
[00:02:20.000 --> 00:02:22.000]  很多的教會都可以算是福音派的
[00:02:22.000 --> 00:02:24.000]  裡面包含了基要派
[00:02:24.000 --> 00:02:26.000]  保守派
[00:02:26.000 --> 00:02:28.000]  靈恩派
[00:02:28.000 --> 00:02:30.000]  什麼都可以包括的
[00:02:30.000 --> 00:02:32.000]  甚至有不少的羅馬天主教會
[00:02:32.000 --> 00:02:34.000]  和更正教會
[00:02:34.000 --> 00:02:36.000]  都可以算是福音派的
[00:02:36.000 --> 00:02:38.000]  特別在美國
[00:02:38.000 --> 00:02:40.000]  在美國本身
[00:02:40.000 --> 00:02:42.000]  這個字有特別的內容
[00:02:42.000 --> 00:02:44.000]  就是因為經過了早期
[00:02:44.000 --> 00:02:46.000]  第一次第二次的大復興
[00:02:46.000 --> 00:02:48.000]  就是一個
[00:02:48.000 --> 00:02:52.000]  愛德華茲、芬尼、弟兄等等
[00:02:52.000 --> 00:02:54.000]  他們很強調
[00:02:54.000 --> 00:02:56.000]  你要重生
[00:02:56.000 --> 00:02:58.000]  你要有敬虔的生活
[00:02:58.000 --> 00:03:00.000]  很鼓勵人們去傳福音
[00:03:00.000 --> 00:03:02.000]  由這裡開始
[00:03:02.000 --> 00:03:04.000]  發展福音派的信仰
[00:03:04.000 --> 00:03:06.000]  在美國裡面
[00:03:06.000 --> 00:03:08.000]  接著
[00:03:08.000 --> 00:03:10.000]  遲些會有很多的問題發生
[00:03:10.000 --> 00:03:12.000]  譬如基要派的興起
[00:03:12.000 --> 00:03:14.000]  覺得我們對聖經
[00:03:14.000 --> 00:03:16.000]  好像不太懂
[00:03:16.000 --> 00:03:18.000]  覺得我們對聖經
[00:03:18.000 --> 00:03:20.000]  好像不夠絕對的信服
[00:03:20.000 --> 00:03:22.000]  又或者出現了
[00:03:22.000 --> 00:03:24.000]  靈恩的運動
[00:03:24.000 --> 00:03:26.000]  於是
[00:03:26.000 --> 00:03:28.000]  將美國的
[00:03:28.000 --> 00:03:30.000]  本來是新教的教會
[00:03:30.000 --> 00:03:32.000]  分裂了出去
[00:03:32.000 --> 00:03:34.000]  其實
[00:03:34.000 --> 00:03:36.000]  我跟你們提過
[00:03:36.000 --> 00:03:38.000]  羅馬天主教和東正教
[00:03:38.000 --> 00:03:40.000]  是和好了的
[00:03:40.000 --> 00:03:42.000]  但是新教
[00:03:42.000 --> 00:03:44.000]  因為太多宗派了
[00:03:44.000 --> 00:03:46.000]  12000個宗派
[00:03:46.000 --> 00:03:48.000]  所以基本上
[00:03:48.000 --> 00:03:50.000]  現在是無從和好
[00:03:50.000 --> 00:03:52.000]  因為已經
[00:03:52.000 --> 00:03:54.000]  不知跟誰入手
[00:03:54.000 --> 00:03:56.000]  但我提出
[00:03:56.000 --> 00:03:58.000]  其實路德會
[00:03:58.000 --> 00:04:00.000]  已經和羅馬天主教有一個合約
[00:04:00.000 --> 00:04:02.000]  願意彼此再交流
[00:04:02.000 --> 00:04:04.000]  希望踏上和好的階段
[00:04:04.000 --> 00:04:06.000]  但也不要緊
[00:04:06.000 --> 00:04:08.000]  這是太大的事情
[00:04:08.000 --> 00:04:10.000]  我們今天在美國
[00:04:10.000 --> 00:04:12.000]  這個Channel的教會
[00:04:12.000 --> 00:04:14.000]  南美浸信會
[00:04:14.000 --> 00:04:16.000]  Southern Baptist Convention
[00:04:16.000 --> 00:04:18.000]  我們也是福音派的教會
[00:04:18.000 --> 00:04:20.000]  我們在這裡定位後
[00:04:20.000 --> 00:04:22.000]  想和大家討論一下
[00:04:22.000 --> 00:04:24.000]  如何去一個健康的教會
[00:04:24.000 --> 00:04:26.000]  即是說我們今天聖恩人數不太多
[00:04:26.000 --> 00:04:28.000]  但我們期望
[00:04:28.000 --> 00:04:30.000]  主耶穌的幫助
[00:04:30.000 --> 00:04:32.000]  可以發展成一個很健康
[00:04:32.000 --> 00:04:34.000]  很強壯的教會
[00:04:34.000 --> 00:04:36.000]  怎樣才能做到呢?
[00:04:36.000 --> 00:04:38.000]  經過很多人的探討
[00:04:38.000 --> 00:04:40.000]  基本上一個健康的教會
[00:04:40.000 --> 00:04:42.000]  是有五個
[00:04:42.000 --> 00:04:44.000]  基本的功能
[00:04:44.000 --> 00:04:46.000]  或者是功能
[00:04:46.000 --> 00:04:48.000]  去做出很多的活動
[00:04:48.000 --> 00:04:50.000]  所以你們分析一下
[00:04:50.000 --> 00:04:52.000]  我們這個Channel有沒有這五樣
[00:04:52.000 --> 00:04:54.000]  就是什麼呢?
[00:04:54.000 --> 00:04:56.000]  敬拜、團契
[00:04:56.000 --> 00:04:58.000]  服侍、成長
[00:04:58.000 --> 00:05:00.000]  和傳呼音
[00:05:00.000 --> 00:05:02.000]  這五個其實也很特別
[00:05:02.000 --> 00:05:04.000]  為什麼呢?
[00:05:04.000 --> 00:05:06.000]  第一,對神的就是敬拜
[00:05:06.000 --> 00:05:08.000]  因為是敬拜
[00:05:08.000 --> 00:05:10.000]  剛才大家有個敬拜
[00:05:10.000 --> 00:05:12.000]  但是對互相的信徒
[00:05:12.000 --> 00:05:14.000]  就是團契
[00:05:14.000 --> 00:05:16.000]  服侍和成長
[00:05:16.000 --> 00:05:18.000]  對於其他的人
[00:05:18.000 --> 00:05:20.000]  就是傳呼音
[00:05:20.000 --> 00:05:22.000]  所以這五樣東西
[00:05:22.000 --> 00:05:24.000]  決定了我們對上
[00:05:24.000 --> 00:05:26.000]  橫向、信徒之間
[00:05:26.000 --> 00:05:28.000]  和對團體之外的人
[00:05:28.000 --> 00:05:30.000]  是怎樣做的
[00:05:30.000 --> 00:05:32.000]  所以大家可以看看Channel有沒有做到這五樣東西
[00:05:32.000 --> 00:05:34.000]  有的話
[00:05:34.000 --> 00:05:36.000]  就是健康了
[00:05:36.000 --> 00:05:38.000]  也可以看到
[00:05:38.000 --> 00:05:40.000]  每一樣東西都要做得很有策略
[00:05:40.000 --> 00:05:42.000]  做得很成熟
[00:05:42.000 --> 00:05:44.000]  今天我會說完五樣
[00:05:44.000 --> 00:05:46.000]  大家不用緊張
[00:05:46.000 --> 00:05:48.000]  我是會準時完的
[00:05:48.000 --> 00:05:50.000]  因為我有些事要做
[00:05:50.000 --> 00:05:52.000]  所以我會在這裡
[00:05:52.000 --> 00:05:54.000]  很大概地說這五樣東西
[00:05:54.000 --> 00:05:56.000]  和說出一些特別要注意的地方
[00:05:56.000 --> 00:05:58.000]  如果你有興趣
[00:05:58.000 --> 00:06:00.000]  可以遲一點
[00:06:00.000 --> 00:06:02.000]  Villian來到的時候
[00:06:02.000 --> 00:06:04.000]  可以再分五次去說
[00:06:04.000 --> 00:06:06.000]  這是很好的參考
[00:06:06.000 --> 00:06:08.000]  不是一定要這樣做
[00:06:08.000 --> 00:06:10.000]  我要提出
[00:06:10.000 --> 00:06:12.000]  五樣東西、五樣活動
[00:06:12.000 --> 00:06:14.000]  五個功能都要連在一起
[00:06:14.000 --> 00:06:16.000]  他們不是絕對分割
[00:06:16.000 --> 00:06:18.000]  不是的,要平衡
[00:06:18.000 --> 00:06:20.000]  有時候教會不斷地傳呼音
[00:06:20.000 --> 00:06:22.000]  好像很累
[00:06:22.000 --> 00:06:24.000]  有的只有敬拜
[00:06:24.000 --> 00:06:26.000]  有很多的敬拜
[00:06:26.000 --> 00:06:28.000]  什麼都沒有
[00:06:28.000 --> 00:06:30.000]  要連在一起,要平衡
[00:06:30.000 --> 00:06:32.000]  我們先說一下敬拜
[00:06:32.000 --> 00:06:34.000]  敬拜
[00:06:34.000 --> 00:06:36.000]  英文叫做worship
[00:06:36.000 --> 00:06:38.000]  大家知道為什麼叫做worship嗎
[00:06:38.000 --> 00:06:40.000]  這個字在英文來說
[00:06:40.000 --> 00:06:42.000]  對不起
[00:06:42.000 --> 00:06:44.000]  這個就是worship
[00:06:44.000 --> 00:06:46.000]  一個圖片
[00:06:46.000 --> 00:06:48.000]  首先問一問大家
[00:06:48.000 --> 00:06:50.000]  這個圖片的中心是什麼
[00:06:50.000 --> 00:06:52.000]  中心是十字架
[00:06:52.000 --> 00:06:54.000]  非常好
[00:06:54.000 --> 00:06:56.000]  現在比較新教
[00:06:56.000 --> 00:06:58.000]  大家都舉手
[00:06:58.000 --> 00:07:00.000]  這個是很好的
[00:07:00.000 --> 00:07:02.000]  我要指出
[00:07:02.000 --> 00:07:04.000]  是不是唯一要這樣才是敬拜呢
[00:07:04.000 --> 00:07:06.000]  要舉手
[00:07:06.000 --> 00:07:08.000]  或者唱歌
[00:07:08.000 --> 00:07:10.000]  其實不是的
[00:07:10.000 --> 00:07:12.000]  如果你去看羅馬天主教
[00:07:12.000 --> 00:07:14.000]  或者是東正教會
[00:07:14.000 --> 00:07:16.000]  你會發覺他們認為
[00:07:16.000 --> 00:07:18.000]  對敬拜的
[00:07:18.000 --> 00:07:20.000]  活動是有不同的
[00:07:20.000 --> 00:07:22.000]  舉例,如果你留意到
[00:07:22.000 --> 00:07:24.000]  有時候他們會有些香爐
[00:07:24.000 --> 00:07:26.000]  有個鍊子
[00:07:26.000 --> 00:07:28.000]  放在香爐那麼大
[00:07:28.000 --> 00:07:30.000]  你們記得嗎
[00:07:30.000 --> 00:07:32.000]  有沒有看過電視
[00:07:32.000 --> 00:07:34.000]  有沒有人見過
[00:07:34.000 --> 00:07:36.000]  這麼麻煩
[00:07:36.000 --> 00:07:38.000]  不是的
[00:07:38.000 --> 00:07:40.000]  這是他們教會的傳統
[00:07:40.000 --> 00:07:42.000]  敬拜的一部份
[00:07:42.000 --> 00:07:44.000]  因為是這樣的
[00:07:44.000 --> 00:07:46.000]  根據很多研究
[00:07:46.000 --> 00:07:48.000]  原來古代的皇帝
[00:07:48.000 --> 00:07:50.000]  很喜歡聞香料
[00:07:50.000 --> 00:07:52.000]  聞香料
[00:07:52.000 --> 00:07:54.000]  只有皇帝才有權
[00:07:54.000 --> 00:07:56.000]  去聞某些香料
[00:07:56.000 --> 00:07:58.000]  所以當時
[00:07:58.000 --> 00:08:00.000]  有些參見的皇帝
[00:08:00.000 --> 00:08:02.000]  去拜他
[00:08:02.000 --> 00:08:04.000]  就會帶香料給他
[00:08:04.000 --> 00:08:06.000]  所以記得嗎
[00:08:06.000 --> 00:08:08.000]  當耶穌在馬槽
[00:08:08.000 --> 00:08:10.000]  有三位博士
[00:08:10.000 --> 00:08:12.000]  就帶香料給他
[00:08:12.000 --> 00:08:14.000]  其實東正教和天主教
