
[00:00:00.000 --> 00:00:03.720]  今日我們在崇拜的系列講道
[00:00:03.720 --> 00:00:06.760]  馬學福音裏面來到最後一講
[00:00:06.760 --> 00:00:07.640]  都很抱歉
[00:00:07.640 --> 00:00:09.760]  有時我們都未必能夠將整個馬學福音
[00:00:09.760 --> 00:00:13.440]  由頭講到尾
[00:00:13.440 --> 00:00:14.960]  有些都會跳了去
[00:00:14.960 --> 00:00:16.360]  所以仍然盼望弟兄姊妹
[00:00:16.360 --> 00:00:17.360]  你都可以回家
[00:00:17.360 --> 00:00:20.240]  可以繼續去研讀一下馬學福音
[00:00:20.240 --> 00:00:22.560]  都是神給我們很寶貴的訊息
[00:00:22.560 --> 00:00:24.320]  特別在今年裏面
[00:00:24.320 --> 00:00:26.240]  教會安排這個馬學福音
[00:00:26.240 --> 00:00:27.920]  最主要都是很想我們朝著
[00:00:27.920 --> 00:00:31.840]  作主門徒的方向前行
[00:00:31.840 --> 00:00:35.120]  所以我會今日講道馬學福音的第十三章
[00:00:35.120 --> 00:00:36.720]  然後由跳到很快
[00:00:36.720 --> 00:00:38.480]  又去到第十六章
[00:00:38.480 --> 00:00:40.600]  再一個的完結
[00:00:40.600 --> 00:00:42.760]  但最重要真是無論如何
[00:00:42.760 --> 00:00:46.800]  我們都要依靠作主的門徒
[00:00:46.800 --> 00:00:48.560]  我們先一起來讀出
[00:00:48.560 --> 00:00:51.400]  十三章的一到七節
[00:00:51.400 --> 00:00:52.840]  我們都是一個習慣
[00:00:52.840 --> 00:00:55.040]  我都是不能夠讀完所有經文
[00:00:55.040 --> 00:00:56.800]  都請各位可以回去
[00:00:56.800 --> 00:00:58.960]  有機會再重新的溫習
[00:00:58.960 --> 00:01:01.920]  我們一起來讀十三章的一到七節
[00:01:01.920 --> 00:01:05.440]  看到我們就一起來開始讀
[00:01:05.440 --> 00:01:06.640]  預備起
[00:01:06.640 --> 00:01:09.600]  耶穌從殿裏出來的時候
[00:01:09.600 --> 00:01:12.160]  有一個門徒對他說
[00:01:12.160 --> 00:01:13.800]  夫子請看
[00:01:13.800 --> 00:01:16.000]  這是何等的石頭
[00:01:16.000 --> 00:01:18.080]  何等的電雨
[00:01:18.080 --> 00:01:19.800]  耶穌對他說
[00:01:19.800 --> 00:01:22.400]  你看見這大電雨嗎
[00:01:22.400 --> 00:01:27.160]  將來在這裏沒有一塊石頭留在石頭上
[00:01:27.160 --> 00:01:29.360]  不必拆毀了
[00:01:29.360 --> 00:01:33.240]  耶穌在橄欖山上對聖殿而坐
[00:01:33.240 --> 00:01:36.480]  彼得、雅各、約翰和、安德烈
[00:01:36.480 --> 00:01:38.800]  暗暗地問他說
[00:01:38.800 --> 00:01:40.400]  請告訴我們
[00:01:40.400 --> 00:01:43.280]  甚麼時候有這些事呢
[00:01:43.280 --> 00:01:45.960]  這一切是將成的時候
[00:01:45.960 --> 00:01:48.280]  有甚麼預兆呢
[00:01:48.280 --> 00:01:49.840]  耶穌說
[00:01:49.840 --> 00:01:51.080]  要謹慎
[00:01:51.080 --> 00:01:53.480]  不得有人迷惑你們
[00:01:53.480 --> 00:01:56.640]  將來有好些人冒我的名額
[00:01:56.640 --> 00:01:58.640]  說我是基督
[00:01:58.640 --> 00:02:01.440]  並且要迷惑許多人
[00:02:01.440 --> 00:02:05.080]  你們聽見打仗和打仗的風聲
[00:02:05.080 --> 00:02:06.600]  不要驚慌
[00:02:06.600 --> 00:02:09.000]  這些事是必須有的
[00:02:09.000 --> 00:02:12.600]  只是末期還沒有到
[00:02:12.600 --> 00:02:14.920]  這段經文十三章一路下去
[00:02:14.920 --> 00:02:18.240]  如果大家都有看過有印象的話
[00:02:18.240 --> 00:02:23.120]  有時我們會覺得耶穌說到末世的預言
[00:02:23.120 --> 00:02:24.960]  大災難
[00:02:24.960 --> 00:02:28.240]  但其實如果我們重新去看的時候
[00:02:28.240 --> 00:02:29.920]  我想提醒各位姐妹
[00:02:29.920 --> 00:02:34.280]  其實這段經文重點不是要講主的在來
[00:02:34.280 --> 00:02:36.040]  亦不是門徒去問耶穌
[00:02:36.040 --> 00:02:39.440]  有甚麼預兆將要成就呢
[00:02:39.440 --> 00:02:42.000]  其實這裏都不是講預兆
[00:02:42.000 --> 00:02:44.960]  這裏最重要是講倚靠
[00:02:44.960 --> 00:02:47.960]  我們要有真正的倚靠
[00:02:47.960 --> 00:02:52.920]  這才是耶穌在這段經文要跟門徒帶出的訊息
[00:02:52.920 --> 00:02:53.760]  如果大家還有印象
[00:02:53.760 --> 00:02:55.560]  剛才我們讀的第一節和第二節
[00:02:55.560 --> 00:02:58.640]  就是門徒提出的提問
[00:02:58.640 --> 00:03:03.400]  或者門徒有少許引以為榮的一些事
[00:03:03.400 --> 00:03:08.200]  「夫子請看,這是何等的石頭,何等的電乳?」
[00:03:08.200 --> 00:03:09.400]  耶穌就告訴他們
[00:03:09.400 --> 00:03:10.400]  其實這個都沒有了
[00:03:10.400 --> 00:03:12.800]  遲早會拆掉的
[00:03:12.800 --> 00:03:17.680]  門徒他們覺得聖殿是他們可以的倚靠
[00:03:17.680 --> 00:03:20.520]  他們以聖殿為榮
[00:03:20.520 --> 00:03:23.360]  甚至以聖殿為傲
[00:03:23.360 --> 00:03:27.600]  他們覺得聖殿的宏偉很了不起
[00:03:27.600 --> 00:03:28.680]  用我們現代人所說
[00:03:28.680 --> 00:03:33.160]  就是覺得這麼漂亮的聖殿很了不起、很駕駛
[00:03:33.160 --> 00:03:34.640]  所以他們就跟耶穌說
[00:03:34.640 --> 00:03:37.720]  「耶穌,你看我們有這麼好的聖殿」
[00:03:37.720 --> 00:03:39.560]  其實這些正正就是提醒我們
[00:03:39.560 --> 00:03:44.000]  耶穌也知道門徒的倚靠錯誤了
[00:03:44.000 --> 00:03:44.880]  不單單是聖殿
[00:03:44.880 --> 00:03:47.640]  其實是提醒我們有很多迷惑
[00:03:47.640 --> 00:03:49.440]  在我們身邊會出現
[00:03:49.440 --> 00:03:53.080]  這些迷惑令人有錯誤的信靠
[00:03:53.080 --> 00:03:54.160]  剛才我們所讀的經文
[00:03:54.160 --> 00:03:56.320]  至少都可以讓我們看見有聖殿
[00:03:56.320 --> 00:03:58.120]  提到有假基督
[00:03:58.120 --> 00:03:59.720]  甚至待會我們再讀的時候
[00:03:59.720 --> 00:04:01.320]  有時提到關係
[00:04:01.320 --> 00:04:03.000]  有些安穩的環境
[00:04:03.000 --> 00:04:04.920]  有很多傳統的東西
[00:04:04.920 --> 00:04:06.200]  這些都是我們要小心的
[00:04:06.200 --> 00:04:09.000]  不要成為我們的迷惑
[00:04:09.000 --> 00:04:11.560]  以致我們有錯誤的倚靠
[00:04:11.560 --> 00:04:15.000]  聖殿其實在當時猶太人的心目中是什麼呢?
[00:04:15.000 --> 00:04:17.440]  是一個我們認為很安全的環境
[00:04:17.440 --> 00:04:19.920]  當他們遇到一些打仗
[00:04:19.920 --> 00:04:21.680]  可能被敵人攻擊的時候
[00:04:21.680 --> 00:04:24.120]  他們猶太人其中一個最想去的地方
[00:04:24.120 --> 00:04:25.800]  就是走進去聖殿裏面
[00:04:25.800 --> 00:04:29.000]  他們覺得有聖殿裏面的保護
[00:04:29.000 --> 00:04:32.280]  在聖殿就會得到安全
[00:04:32.280 --> 00:04:34.360]  所以猶太人心裏面想起聖殿
[00:04:34.360 --> 00:04:36.440]  就會想起這是一個很安穩的環境
[00:04:36.440 --> 00:04:40.240]  是他們的安全、是他們的倚靠
[00:04:40.240 --> 00:04:43.840]  但耶穌告訴他們這個聖殿遲早會殘
[00:04:43.840 --> 00:04:44.680]  另外一些迷惑
[00:04:44.680 --> 00:04:47.200]  耶穌也特別提到假基督
[00:04:47.200 --> 00:04:51.920]  假基督不是我們今天一般所謂的異端
[00:04:51.920 --> 00:04:55.080]  是一些教義上高來歪曲了的
[00:04:55.080 --> 00:04:58.720]  假基督在十三章二十二節裏面提到
[00:04:58.720 --> 00:05:01.800]  耶穌講到這些假基督才要起來
[00:05:01.800 --> 00:05:05.320]  去顯神蹟騎士
[00:05:05.320 --> 00:05:10.120]  倘若能行就將選民迷惑了
[00:05:10.120 --> 00:05:17.320]  祂提到是一班假基督用神蹟騎士來迷惑人
[00:05:17.320 --> 00:05:20.080]  我想任何時代的人都會覺得
[00:05:20.080 --> 00:05:23.120]  如果有人可以行一些神蹟
[00:05:23.120 --> 00:05:24.880]  長短腳會康復
[00:05:24.880 --> 00:05:26.200]  重病會得醫治
[00:05:26.200 --> 00:05:28.200]  很多騎士出現的時候
[00:05:28.200 --> 00:05:31.680]  就會很吸引人
[00:05:31.680 --> 00:05:36.240]  耶穌正正就是提醒不要被這些迷惑了
[00:05:36.240 --> 00:05:37.880]  尤其當耶穌講到
[00:05:37.880 --> 00:05:40.920]  祂要上十字架這條受苦的路的時候
[00:05:40.920 --> 00:05:43.960]  祂的門徒就已經出聲制止祂
[00:05:43.960 --> 00:05:45.160]  因為在一般人的心目中
[00:05:45.160 --> 00:05:48.160]  他們覺得尼采亞來到地上的時候
[00:05:48.160 --> 00:05:50.160]  是應該有一個榮耀的王
[00:05:50.160 --> 00:05:51.800]  甚至可能是一個軍隊的元帥
[00:05:51.800 --> 00:05:56.720]  來帶領他們勝過羅馬人
