
[00:00:00.000 --> 00:00:05.000]  很高興和大家分享「神做話語」
[00:00:05.000 --> 00:00:08.000]  在這一年教會很好
[00:00:08.000 --> 00:00:11.000]  原來每兩三個月定一個新的主題
[00:00:11.000 --> 00:00:14.000]  所以要求我們的講員
[00:00:14.000 --> 00:00:17.000]  要按照這些主題去講
[00:00:17.000 --> 00:00:19.000]  我不知道其他講員會不會很聽話
[00:00:19.000 --> 00:00:21.000]  但是我就是聽話的
[00:00:21.000 --> 00:00:25.000]  所以我就會按照大家給我的主題去講
[00:00:25.000 --> 00:00:26.000]  在這兩個月裡面
[00:00:26.000 --> 00:00:28.000]  大家知不知道你們的主題是什麼?
[00:00:30.000 --> 00:00:31.000]  你們原來不知道嗎?
[00:00:31.000 --> 00:00:33.000]  那總之我不用按照這個主題去講了
[00:00:33.000 --> 00:00:36.000]  這個主題是講「敬拜」的
[00:00:36.000 --> 00:00:37.000]  其實是對的
[00:00:37.000 --> 00:00:39.000]  我想我們每一個人
[00:00:39.000 --> 00:00:41.000]  每一次吃飯的時候都會想
[00:00:41.000 --> 00:00:43.000]  為什麼我要吃飯呢?
[00:00:43.000 --> 00:00:45.000]  吃飯有什麼作用呢?
[00:00:45.000 --> 00:00:47.000]  對我有什麼好處呢?
[00:00:47.000 --> 00:00:49.000]  當我們慣常了之後
[00:00:49.000 --> 00:00:52.000]  我們就忘記了那個因素
[00:00:52.000 --> 00:00:54.000]  或者有什麼東西
[00:00:54.000 --> 00:00:56.000]  我們要好好的去準備
[00:00:56.000 --> 00:00:57.000]  作為一個基督徒
[00:00:57.000 --> 00:00:59.000]  如果我們已經信了主的時候
[00:00:59.000 --> 00:01:01.000]  我們都知道我們要回崇拜
[00:01:01.000 --> 00:01:03.000]  要去敬拜神
[00:01:03.000 --> 00:01:06.000]  但是當我們每個星期都這樣帶人回去的時候
[00:01:06.000 --> 00:01:09.000]  有時候慢慢慢慢我們已經忘記了
[00:01:09.000 --> 00:01:12.000]  敬拜的真正意義在哪裡
[00:01:12.000 --> 00:01:14.000]  甚至有時候我們的敬拜
[00:01:14.000 --> 00:01:17.000]  有一些輕忽
[00:01:17.000 --> 00:01:21.000]  我們的神不只是要人數的多
[00:01:21.000 --> 00:01:23.000]  不是要KPI的
[00:01:23.000 --> 00:01:26.000]  總之你把數目給了我就可以了
[00:01:26.000 --> 00:01:28.000]  今天當很多人要跟隨主的時候
[00:01:28.000 --> 00:01:30.000]  聖經很清楚地說
[00:01:30.000 --> 00:01:32.000]  主耶穌提醒他們
[00:01:32.000 --> 00:01:34.000]  你要想清楚才要跟隨我
[00:01:34.000 --> 00:01:36.000]  不要人云亦云
[00:01:36.000 --> 00:01:38.000]  因為你跟隨我的時候
[00:01:38.000 --> 00:01:39.000]  反而有很多的挑戰
[00:01:39.000 --> 00:01:40.000]  有很多的壓力
[00:01:40.000 --> 00:01:42.000]  會受到一些迫迫的
[00:01:42.000 --> 00:01:44.000]  耶穌要徵人
[00:01:44.000 --> 00:01:48.000]  正如我們看舊約聖經最後那一卷馬拉基書
[00:01:48.000 --> 00:01:50.000]  神責備這幫子民
[00:01:50.000 --> 00:01:53.000]  他說我寧願你關上電門
[00:01:53.000 --> 00:01:55.000]  你不要帶人去敬拜
[00:01:55.000 --> 00:01:57.000]  免得羞辱我
[00:01:57.000 --> 00:01:59.000]  我作為一個穆者
[00:01:59.000 --> 00:02:01.000]  我也有時候挺兇的
[00:02:01.000 --> 00:02:03.000]  我試過有一次
[00:02:03.000 --> 00:02:05.000]  在我自己當年穆會的時候
[00:02:05.000 --> 00:02:07.000]  我去罵一個人
[00:02:07.000 --> 00:02:09.000]  但其實我不知道在罵誰
[00:02:09.000 --> 00:02:11.000]  被我罵的人可能不是在這裡
[00:02:11.000 --> 00:02:13.000]  其實沒什麼意思
[00:02:13.000 --> 00:02:14.000]  為什麼呢
[00:02:14.000 --> 00:02:15.000]  原來有人跟我說
[00:02:15.000 --> 00:02:17.000]  上個星期有人上拜的時候
[00:02:17.000 --> 00:02:19.000]  一對年輕男女
[00:02:19.000 --> 00:02:21.000]  就回到教會
[00:02:21.000 --> 00:02:23.000]  當主席帶領祈禱的時候
[00:02:23.000 --> 00:02:27.000]  那男的在後面親那個女的
[00:02:27.000 --> 00:02:29.000]  那個女的沒有一巴掌上去
[00:02:29.000 --> 00:02:31.000]  還很開心的樣子
[00:02:31.000 --> 00:02:33.000]  不知道是不是親得太大聲
[00:02:33.000 --> 00:02:35.000]  所以後面那個姨姨就看到了
[00:02:35.000 --> 00:02:37.000]  後來就向我們穆者投訴
[00:02:37.000 --> 00:02:39.000]  我問她認不認得誰
[00:02:39.000 --> 00:02:41.000]  她說認不認得
[00:02:41.000 --> 00:02:43.000]  但我下個星期就說
[00:02:43.000 --> 00:02:45.000]  我寧願這些人不要回來教會
[00:02:45.000 --> 00:02:48.000]  我說有什麼理由趁我們去祈禱的時候
[00:02:48.000 --> 00:02:51.000]  你去親一個人
[00:02:51.000 --> 00:02:54.000]  我說這是對神的絕對不尊敬
[00:02:54.000 --> 00:02:56.000]  我寧願你不來
[00:02:56.000 --> 00:02:58.000]  好過你來
[00:02:58.000 --> 00:03:01.000]  所以在馬拉基書裡面都很清楚說
[00:03:01.000 --> 00:03:05.000]  有時候我們來帶去獻祭是很隨便的
[00:03:05.000 --> 00:03:06.000]  有時候我們的崇拜
[00:03:06.000 --> 00:03:08.000]  有時候是很輕率的
[00:03:08.000 --> 00:03:11.000]  就說我寧願你關上店門
[00:03:11.000 --> 00:03:13.000]  你不要讓這些人來
[00:03:13.000 --> 00:03:14.000]  所以今天會和大家
[00:03:14.000 --> 00:03:16.000]  來帶去按照教會給我的指示
[00:03:16.000 --> 00:03:18.000]  和大家來帶去思想
[00:03:18.000 --> 00:03:19.000]  我們敬拜
[00:03:19.000 --> 00:03:21.000]  需要具備什麼條件和態度
[00:03:21.000 --> 00:03:24.000]  和敬拜和服侍有什麼關係
[00:03:24.000 --> 00:03:26.000]  以塞亞書第六章
[00:03:26.000 --> 00:03:29.000]  我想是基督徒都很熟悉的一段聖經
[00:03:29.000 --> 00:03:31.000]  是一個很心碎
[00:03:31.000 --> 00:03:33.000]  很精彩的一段經文
[00:03:33.000 --> 00:03:34.000]  我們會去探討
[00:03:34.000 --> 00:03:36.000]  首先我們要探討一下
[00:03:36.000 --> 00:03:40.000]  究竟敬拜的時刻是幾時呢
[00:03:40.000 --> 00:03:44.000]  以塞亞先知他見到這個異象
[00:03:44.000 --> 00:03:46.000]  這個異象不只是給他個人的
[00:03:46.000 --> 00:03:48.000]  是影響整個的民族
[00:03:48.000 --> 00:03:50.000]  我們來看看
[00:03:50.000 --> 00:03:51.000]  去敬拜的時候
[00:03:51.000 --> 00:03:52.000]  原來剛才我讀的
[00:03:52.000 --> 00:03:55.000]  就是烏塞亞王駕崩
[00:03:55.000 --> 00:03:58.000]  這個王死了
[00:03:58.000 --> 00:04:00.000]  這個王是一個怎樣的王呢
[00:04:00.000 --> 00:04:02.000]  我不知道大家有多少人熟悉
[00:04:02.000 --> 00:04:05.000]  他十六歲的時候登基
[00:04:05.000 --> 00:04:07.000]  聖經很清楚說
[00:04:07.000 --> 00:04:09.000]  自從鎖羅門之後
[00:04:09.000 --> 00:04:12.000]  沒有一個像這樣的王
[00:04:12.000 --> 00:04:15.000]  帶領國家這麼興盛
[00:04:15.000 --> 00:04:17.000]  烏塞亞王他好好的
[00:04:17.000 --> 00:04:18.000]  帶他去敬拜神
[00:04:18.000 --> 00:04:19.000]  他登基的時候
[00:04:19.000 --> 00:04:20.000]  年十六歲
[00:04:20.000 --> 00:04:21.000]  但是因為敬畏神的時候
[00:04:21.000 --> 00:04:23.000]  所以神賜給他亨通
[00:04:23.000 --> 00:04:25.000]  我們一齊讀歷代之下
[00:04:25.000 --> 00:04:27.000]  第二十六章的第五節
[00:04:27.000 --> 00:04:29.000]  我們一齊讀出
[00:04:29.000 --> 00:04:30.000]  塞加利亞是一個
[00:04:30.000 --> 00:04:33.000]  公然上帝的時期
[00:04:33.000 --> 00:04:35.000]  他在世的日子
[00:04:35.000 --> 00:04:38.000]  烏塞亞定義尋求上帝
[00:04:38.000 --> 00:04:41.000]  烏塞亞尋求耶和華的日子
[00:04:41.000 --> 00:04:43.000]  上帝是他亨通
[00:04:43.000 --> 00:04:44.000]  這裡很清楚說
[00:04:44.000 --> 00:04:46.000]  因為烏塞亞王
[00:04:46.000 --> 00:04:49.000]  他一路尊重敬畏神
[00:04:49.000 --> 00:04:51.000]  所以神賜福給他
[00:04:51.000 --> 00:04:53.000]  四景平安
[00:04:53.000 --> 00:04:55.000]  國家興旺
[00:04:55.000 --> 00:04:57.000]  但是一出現了問題
[00:04:57.000 --> 00:04:58.000]  剛才我已經講
[00:04:58.000 --> 00:05:00.000]  他作王五十二年
[00:05:00.000 --> 00:05:03.000]  當國家越來越強盛的時候
[00:05:03.000 --> 00:05:07.000]  往往有時人就更加自我膨脹
[00:05:07.000 --> 00:05:09.000]  所以想想有些國家裡面
[00:05:09.000 --> 00:05:10.000]  他們的總統
[00:05:10.000 --> 00:05:12.000]  可能只是做四年的任期
[00:05:12.000 --> 00:05:14.000]  最多連任一次
[00:05:14.000 --> 00:05:16.000]  八年你怎樣都要下台
[00:05:16.000 --> 00:05:18.000]  就是不想被你壓住位置
[00:05:18.000 --> 00:05:21.000]  當你一路去永續自己作王的時候
[00:05:21.000 --> 00:05:23.000]  其實帶來恐怖
[00:05:23.000 --> 00:05:25.000]  雖然說被國民監察
[00:05:25.000 --> 00:05:28.000]  但這可能是天大的笑話
[00:05:28.000 --> 00:05:29.000]  你看到的時候
[00:05:29.000 --> 00:05:31.000]  烏塞亞王當他慢慢慢慢
[00:05:31.000 --> 00:05:33.000]  越來越強的時候
[00:05:33.000 --> 00:05:35.000]  他覺得自己目空一切
[00:05:35.000 --> 00:05:37.000]  他做了一件什麼事
[00:05:37.000 --> 00:05:42.000]  他竟然搶奪了祭司的職份
[00:05:42.000 --> 00:05:44.000]  他要進去聖殿那裡
[00:05:44.000 --> 00:05:46.000]  去獻祭
[00:05:46.000 --> 00:05:50.000]  是否君王不可以獻祭呢
[00:05:50.000 --> 00:05:51.000]  你想想
[00:05:51.000 --> 00:05:54.000]  所羅門獻聖殿的時候
[00:05:54.000 --> 00:05:56.000]  都有獻祭
[00:05:56.000 --> 00:05:58.000]  所以最重要不是外在的行動
[00:05:58.000 --> 00:06:00.000]  是心態
[00:06:00.000 --> 00:06:02.000]  他說我自己什麼都可以
[00:06:02.000 --> 00:06:03.000]  但是我都很欣賞
[00:06:03.000 --> 00:06:06.000]  當時竟然有八十個祭司
[00:06:06.000 --> 00:06:08.000]  阻止烏塞亞
[00:06:08.000 --> 00:06:11.000]  他說你不可以去做這件事
[00:06:11.000 --> 00:06:13.000]  我是王你阻止我
[00:06:13.000 --> 00:06:14.000]  你搞什麼
[00:06:14.000 --> 00:06:15.000]  他要進去
[00:06:15.000 --> 00:06:17.000]  但是當他一進去的時候
[00:06:17.000 --> 00:06:19.000]  神之一懲罰他
[00:06:19.000 --> 00:06:20.000]  他就怎樣呢
[00:06:20.000 --> 00:06:23.000]  他就有了麻風病
[00:06:23.000 --> 00:06:26.000]  我們一起來看二十六章的第十六節
[00:06:26.000 --> 00:06:29.000]  竟然第五節的時候很清楚說
[00:06:29.000 --> 00:06:30.000]  他是很好的
[00:06:30.000 --> 00:06:32.000]  你要尋求神
[00:06:32.000 --> 00:06:33.000]  但是日子久了
[00:06:33.000 --> 00:06:34.000]  就出問題了
[00:06:34.000 --> 00:06:36.000]  我們一起來讀第十六節
[00:06:36.000 --> 00:06:42.000]  古西亞人既強盛,就心高氣傲,以致敗壞
[00:06:42.000 --> 00:06:45.000]  他當萬耶和華,他亦上帝
[00:06:45.000 --> 00:06:50.000]  進耶和華的殿,要在香壇上燒香
[00:06:50.000 --> 00:06:53.000]  當他覺得自己什麼都可以做到
[00:06:53.000 --> 00:06:55.000]  目空一切的時候
[00:06:55.000 --> 00:06:58.000]  他就進去聖殿裡面
[00:06:58.000 --> 00:06:59.000]  他要燒香
[00:06:59.000 --> 00:07:01.000]  剛才我說八十個祭司阻止
[00:07:01.000 --> 00:07:03.000]  但是他阻止不了
[00:07:03.000 --> 00:07:05.000]  結果他立刻被神審判
[00:07:05.000 --> 00:07:07.000]  立刻患了麻風病
[00:07:07.000 --> 00:07:09.000]  很快就死了
[00:07:09.000 --> 00:07:12.000]  而新的君王登基會是怎樣呢
[00:07:12.000 --> 00:07:13.000]  記住
[00:07:13.000 --> 00:07:15.000]  這個這麼大的轉變
[00:07:15.000 --> 00:07:17.000]  以蔡霞先知
[00:07:17.000 --> 00:07:18.000]  愛自己的國家
[00:07:18.000 --> 00:07:20.000]  愛自己的子民
[00:07:20.000 --> 00:07:23.000]  他們都熟悉當時的政治形勢
[00:07:23.000 --> 00:07:27.000]  這個君王竟然這樣來帶去死的時候
[00:07:27.000 --> 00:07:30.000]  未來的日子會怎樣呢
[00:07:30.000 --> 00:07:33.000]  國家會陷在另外一個的紛亂
[00:07:33.000 --> 00:07:35.000]  和黑暗的時機裡面
[00:07:35.000 --> 00:07:37.000]  所以他擔心
[00:07:37.000 --> 00:07:38.000]  他憂慮
[00:07:38.000 --> 00:07:40.000]  憂國憂民之下
[00:07:40.000 --> 00:07:41.000]  他做什麼呢
[00:07:41.000 --> 00:07:43.000]  他就去聖殿裡面
[00:07:43.000 --> 00:07:45.000]  來帶去敬拜
[00:07:45.000 --> 00:07:47.000]  而在這個敬拜裡面
[00:07:47.000 --> 00:07:49.000]  他看到一個異象
[00:07:49.000 --> 00:07:52.000]  神要來到從地上的君王
[00:07:52.000 --> 00:07:53.000]  叫做諸侍
[00:07:53.000 --> 00:07:55.000]  不是在地上那個君王
[00:07:55.000 --> 00:07:58.000]  是要轉向天上的君王
[00:07:58.000 --> 00:08:00.000]  這個是很重要
[00:08:00.000 --> 00:08:04.000]  地上的寶座暫時懸空了
[00:08:04.000 --> 00:08:05.000]  但是天上的寶座
[00:08:05.000 --> 00:08:07.000]  仍然有神在當中
[00:08:07.000 --> 00:08:10.000]  這一次的顯然修爾再亞
[00:08:10.000 --> 00:08:14.000]  不再來陷在這個憂愁的困境當中
[00:08:14.000 --> 00:08:18.000]  而能夠有勇氣重新振作
[00:08:18.000 --> 00:08:20.000]  不再陷在這個絕望的裡面
[00:08:20.000 --> 00:08:21.000]  是這個這麼好的君王
[00:08:21.000 --> 00:08:23.000]  都來帶去衰收尾
[00:08:23.000 --> 00:08:25.000]  那將來那個會怎樣呢
[00:08:25.000 --> 00:08:28.000]  他有時候是有這些擔心
[00:08:28.000 --> 00:08:31.000]  但是當他轉眼仰望神的時候
[00:08:31.000 --> 00:08:34.000]  他能夠重拾這個盼望
[00:08:34.000 --> 00:08:36.000]  他不再是煩躁
[00:08:36.000 --> 00:08:39.000]  而是心裡面有這份的寧靜
[00:08:39.000 --> 00:08:41.000]  這個很重要
[00:08:41.000 --> 00:08:43.000]  所以兄姐妹
[00:08:43.000 --> 00:08:46.000]  原來在我們人生當中
[00:08:46.000 --> 00:08:48.000]  有時候我們都會遇到
[00:08:48.000 --> 00:08:50.000]  很多的衝擊
[00:08:50.000 --> 00:08:51.000]  意外
[00:08:51.000 --> 00:08:52.000]  和困難
[00:08:52.000 --> 00:08:54.000]  有時候我們甚至
[00:08:54.000 --> 00:08:57.000]  見到愛在的環境
[00:08:57.000 --> 00:08:59.000]  惡人當道
[00:08:59.000 --> 00:09:01.000]  甚至非常興旺
[00:09:01.000 --> 00:09:03.000]  我們怎麼辦
[00:09:03.000 --> 00:09:06.000]  我們在質疑神自己的公義和能力
[00:09:06.000 --> 00:09:08.000]  詩篇37篇
[00:09:08.000 --> 00:09:10.000]  和詩篇73篇
[00:09:10.000 --> 00:09:13.000]  很鼓勵弟兄姐妹回到自己看
[00:09:13.000 --> 00:09:15.000]  就是見到惡人當道的時候
[00:09:15.000 --> 00:09:17.000]  他問為什麼
[00:09:17.000 --> 00:09:19.000]  但是解決方法是什麼
[00:09:19.000 --> 00:09:22.000]  他進到神的殿裡面
[00:09:22.000 --> 00:09:23.000]  來仰望神
[00:09:23.000 --> 00:09:25.000]  甚至質詢神
[00:09:25.000 --> 00:09:27.000]  於是他找到答案
[00:09:27.000 --> 00:09:29.000]  所以原來我們敬拜的時候
[00:09:29.000 --> 00:09:31.000]  就是將我們的問題
[00:09:31.000 --> 00:09:33.000]  帶到神的面前
[00:09:33.000 --> 00:09:35.000]  我們仰望他
[00:09:35.000 --> 00:09:37.000]  以至到我們從一個失落
[00:09:37.000 --> 00:09:39.000]  失望的當中
[00:09:39.000 --> 00:09:41.000]  重拾這個希望
[00:09:41.000 --> 00:09:42.000]  和盼望
[00:09:42.000 --> 00:09:44.000]  所以很重要
[00:09:44.000 --> 00:09:45.000]  好了
[00:09:45.000 --> 00:09:46.000]  在這個敬拜裡面
[00:09:46.000 --> 00:09:49.000]  以塞亞先知見到一個異象
[00:09:49.000 --> 00:09:51.000]  大家要記住
[00:09:51.000 --> 00:09:54.000]  以塞亞是一個先知
[00:09:54.000 --> 00:09:56.000]  他不是祭司
[00:09:56.000 --> 00:09:59.000]  所以他不能夠進到聖殿裡面
[00:09:59.000 --> 00:10:01.000]  去敬拜
[00:10:01.000 --> 00:10:04.000]  所以這是一個異象
[00:10:04.000 --> 00:10:07.000]  他見到天上的一些景象
[00:10:07.000 --> 00:10:10.000]  在他心裡面浮現出來
[00:10:10.000 --> 00:10:12.000]  就好像
[00:10:12.000 --> 00:10:14.000]  大家很熟悉耶穌
[00:10:14.000 --> 00:10:16.000]  他離開世界之前
[00:10:16.000 --> 00:10:17.000]  你記不記得
[00:10:17.000 --> 00:10:19.000]  他帶著三個門徒
[00:10:19.000 --> 00:10:21.000]  登上山上
[00:10:21.000 --> 00:10:23.000]  登山變象
[00:10:23.000 --> 00:10:25.000]  這個時候
[00:10:25.000 --> 00:10:27.000]  為什麼會登山變象呢
[00:10:27.000 --> 00:10:29.000]  因為耶穌已經宣告
[00:10:29.000 --> 00:10:30.000]  我會死亡
[00:10:30.000 --> 00:10:31.000]  但也會復活
[00:10:31.000 --> 00:10:33.000]  但是亡徒永遠不記得這句話
[00:10:33.000 --> 00:10:35.000]  好像一個失敗者
[00:10:35.000 --> 00:10:37.000]  但是耶穌讓他看到
[00:10:37.000 --> 00:10:40.000]  將來他在天上的那種榮耀
[00:10:40.000 --> 00:10:42.000]  我們現在簡單地說就是看什麼
[00:10:42.000 --> 00:10:43.000]  看片段
[00:10:43.000 --> 00:10:45.000]  電影裡的片段
[00:10:45.000 --> 00:10:48.000]  那些精彩片段給你看一點
[00:10:48.000 --> 00:10:50.000]  就知道這部電影有多精彩
[00:10:50.000 --> 00:10:53.000]  記不記得有以利亞和摩西
[00:10:53.000 --> 00:10:55.000]  和耶穌有對話
[00:10:55.000 --> 00:10:58.000]  他就要特別給這三個所愛的門徒
[00:10:58.000 --> 00:11:01.000]  因為將來他們要承擔很重要的職份
[00:11:01.000 --> 00:11:03.000]  讓他們看到自己的榮耀
[00:11:03.000 --> 00:11:06.000]  所以現在神也將他自己的榮耀
[00:11:06.000 --> 00:11:09.000]  部分的顯露給以塞亞看
[00:11:09.000 --> 00:11:12.000]  讓以塞亞得著這一個信心
[00:11:12.000 --> 00:11:13.000]  好了
[00:11:13.000 --> 00:11:15.000]  我們看到那個情況是什麼呢
[00:11:15.000 --> 00:11:17.000]  那個的衣裳是怎麼樣呢
[00:11:17.000 --> 00:11:20.000]  他看到神坐在寶座上
[00:11:20.000 --> 00:11:22.000]  衣裳直垂到腳
[00:11:22.000 --> 00:11:25.000]  神是零
[00:11:25.000 --> 00:11:27.000]  怎麼會有衣裳呢
[00:11:27.000 --> 00:11:29.000]  其實這個是代表了
[00:11:29.000 --> 00:11:33.000]  祂的尊貴和威嚴
[00:11:33.000 --> 00:11:35.000]  我不知道大家
[00:11:35.000 --> 00:11:36.000]  有很多人都去過
[00:11:36.000 --> 00:11:37.000]  可能以色列
[00:11:37.000 --> 00:11:39.000]  或者約旦
[00:11:39.000 --> 00:11:41.000]  但是我不知道有多少人去過伊朗
[00:11:41.000 --> 00:11:43.000]  伊朗現在仍然是一個
[00:11:43.000 --> 00:11:46.000]  用宗教統治的國家
[00:11:46.000 --> 00:11:48.000]  下一年十一月左右
